Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Февраль, 2015, тыс. рублей;Январь, 2015, тыс. рублей;Изменение, тыс. рублей;Изменение, %
23;0;Банк Уралсиб;30;Москва и обл.;419 423 860,00;404 207 295,00;15 216 565,00;3,76
24;2;Связь-Банк;1470;Москва и обл.;413 327 541,00;381 751 393,00;31 576 148,00;8,27
25;0;МДМ Банк;2562;Москва и обл.;409 195 678,00;392 994 541,00;16 201 137,00;4,12
26;-4;Траст;3279;Москва и обл.;401 237 677,00;407 647 186,00;-6 409 509,00;-1,57
27;2;ИНГ Банк;2495;Москва и обл.;371 204 279,00;321 054 315,00;50 149 964,00;15,62
28;0;Хоум Кредит Банк;316;Москва и обл.;350 292 364,00;334 895 610,00;15 396 754,00;4,60
29;2;Банк Зенит;3255;Москва и обл.;320 593 272,00;297 131 980,00;23 461 292,00;7,90
30;0;Глобэкс;1942;Москва и обл.;299 649 161,00;300 252 095,00;-602 934,00;-0,20
31;2;Петрокоммерц;1776;Москва и обл.;299 314 620,00;289 962 743,00;9 351 877,00;3,23
32;0;Московский Областной Банк;1751;Москва и обл.;297 217 529,00;290 594 433,00;6 623 096,00;2,28
33;-6;СМП Банк;3368;Москва и обл.;290 346 469,00;350 586 922,00;-60 240 453,00;-17,18
34;2;Новикомбанк;2546;Москва и обл.;269 092 769,00;246 751 736,00;22 341 033,00;9,05
35;5;Совкомбанк;963;Костромская обл.;258 005 081,00;217 343 800,00;40 661 281,00;18,71
36;-1;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;256 035 541,00;247 993 587,00;8 041 954,00;3,24
37;2;Внешпромбанк;3261;Москва и обл.;254 166 097,00;230 796 330,00;23 369 767,00;10,13
38;-4;Восточный Банк;1460;Амурская обл.;249 329 768,00;248 493 729,00;836 039,00;0,34
39;-2;Возрождение;1439;Москва и обл.;242 286 296,00;242 891 680,00;-605 384,00;-0,25
40;-2;Абсолют Банк;2306;Москва и обл.;231 398 972,00;234 462 233,00;-3 063 261,00;-1,31
41;0;Московский Индустриальный Банк;912;Москва и обл.;223 890 878,00;215 586 928,00;8 303 950,00;3,85
42;0;ОТП Банк;2766;Москва и обл.;218 726 858,00;202 889 100,00;15 837 758,00;7,81
43;2;Банк ДОМ.РФ;2312;Москва и обл.;207 529 395,00;188 601 749,00;18 927 646,00;10,04
44;-1;МТС Банк;2268;Москва и обл.;203 857 761,00;196 252 850,00;7 604 911,00;3,88
45;5;Югра;880;Ханты-Мансийский АО — Югра;202 596 915,00;167 762 133,00;34 834 782,00;20,76
46;6;Национальный Расчетный Депозитарий;3294;Москва и обл.;196 664 648,00;156 105 758,00;40 558 890,00;25,98
47;-1;Транскапиталбанк;2210;Москва и обл.;184 291 258,00;176 997 963,00;7 293 295,00;4,12
48;1;Кредит Европа Банк;3311;Москва и обл.;179 112 282,00;168 649 200,00;10 463 082,00;6,20
49;-1;Татфондбанк;3058;Татарстан;166 307 326,00;171 335 417,00;-5 028 091,00;-2,93
50;-6;Всероссийский Банк Развития Регионов;3287;Москва и обл.;164 520 999,00;193 237 568,00;-28 716 569,00;-14,86
51;-4;Российский Кредит;324;Москва и обл.;163 521 716,00;171 378 789,00;-7 857 073,00;-4,58
52;-1;РосЕвроБанк;3137;Москва и обл.;156 803 107,00;161 427 068,00;-4 623 961,00;-2,86
53;0;Ренессанс Кредит;3354;Москва и обл.;156 657 542,00;155 653 377,00;1 004 165,00;0,65
54;6;Пробизнесбанк;2412;Москва и обл.;150 350 934,00;132 645 698,00;17 705 236,00;13,35
55;1;Тинькофф Банк;2673;Москва и обл.;143 211 998,00;136 156 886,00;7 055 112,00;5,18
56;3;ДельтаКредит;3338;Москва и обл.;140 701 467,00;133 554 724,00;7 146 743,00;5,35
57;-2;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;140 522 489,00;138 656 893,00;1 865 596,00;1,35
58;-1;МСП Банк;3340;Москва и обл.;138 381 187,00;135 972 897,00;2 408 290,00;1,77
59;4;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;129 909 130,00;126 298 847,00;3 610 283,00;2,86
60;1;Инвестторгбанк;2763;Москва и обл.;129 298 930,00;128 769 999,00;528 931,00;0,41
61;1;Авангард;2879;Москва и обл.;126 996 558,00;126 985 538,00;11 020,00;0,01
62;-8;Рост Банк;2888;Москва и обл.;124 735 188,00;146 418 141,00;-21 682 953,00;-14,81
63;2;РГС Банк;3073;Москва и обл.;122 557 783,00;124 029 541,00;-1 471 758,00;-1,19
64;-6;ЦентроКредит;121;Москва и обл.;122 058 468,00;134 705 099,00;-12 646 631,00;-9,39
65;-1;Русфинанс Банк;1792;Самарская обл.;117 573 191,00;125 753 435,00;-8 180 244,00;-6,50
66;1;Пересвет;2110;Москва и обл.;117 370 604,00;119 174 140,00;-1 803 536,00;-1,51
67;-1;Металлинвестбанк;2440;Москва и обл.;115 256 959,00;123 521 839,00;-8 264 880,00;-6,69
68;10;БНП Париба Банк;3407;Москва и обл.;115 243 396,00;91 687 127,00;23 556 269,00;25,69
69;4;Международный Финансовый Клуб;2618;Москва и обл.;114 452 720,00;100 942 138,00;13 510 582,00;13,38
70;-2;СКБ-Банк;705;Свердловская обл.;112 662 164,00;118 154 212,00;-5 492 048,00;-4,65
71;-2;Дойче Банк;3328;Москва и обл.;111 027 668,00;110 494 664,00;533 004,00;0,48
72;0;Балтийский Банк;128;Санкт-Петербург и обл.;105 949 427,00;106 611 215,00;-661 788,00;-0,62
73;-2;Запсибкомбанк;918;Тюменская обл.;104 742 235,00;106 730 960,00;-1 988 725,00;-1,86
74;-4;Сетелем Банк;2168;Москва и обл.;104 454 204,00;109 990 689,00;-5 536 485,00;-5,03
75;2;Роскосмосбанк;2989;Москва и обл.;100 647 953,00;93 128 961,00;7 518 992,00;8,07
76;-1;Банк БФА;3038;Санкт-Петербург и обл.;97 246 912,00;95 124 346,00;2 122 566,00;2,23
77;-1;Центр-инвест;2225;Ростовская обл.;96 733 818,00;94 367 040,00;2 366 778,00;2,51
78;-4;Нота-Банк;2913;Москва и обл.;93 707 112,00;99 782 590,00;-6 075 478,00;-6,09
79;1;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;91 562 572,00;84 070 936,00;7 491 636,00;8,91
80;3;Сургутнефтегазбанк;588;Ханты-Мансийский АО — Югра;89 219 571,00;78 825 168,00;10 394 403,00;13,19
81;-2;Союз;2307;Москва и обл.;87 301 919,00;90 222 301,00;-2 920 382,00;-3,24
82;30;Еврофинанс Моснарбанк;2402;Москва и обл.;83 526 776,00;47 211 123,00;36 315 653,00;76,92
83;3;Банк Интеза;2216;Москва и обл.;83 244 539,00;75 366 881,00;7 877 658,00;10,45
84;11;Экспо Финанс;2594;Москва и обл.;81 784 397,00;59 620 117,00;22 164 280,00;37,18
85;-3;Интеркоммерц Банк;1657;Москва и обл.;81 327 612,00;78 948 196,00;2 379 416,00;3,01
86;-5;Локо-Банк;2707;Москва и обл.;80 922 578,00;83 070 460,00;-2 147 882,00;-2,59
87;-3;Балтинвестбанк;3176;Санкт-Петербург и обл.;79 832 708,00;78 325 444,00;1 507 264,00;1,92
88;1;РосинтерБанк;226;Москва и обл.;69 718 179,00;64 945 479,00;4 772 700,00;7,35
89;4;Финпромбанк (ФПБ Банк);2157;Москва и обл.;68 696 840,00;61 260 538,00;7 436 302,00;12,14
90;1;Бинбанк Диджитал;2827;Москва и обл.;67 203 206,00;63 150 171,00;4 053 035,00;6,42
91;3;АйСиБиСи Банк;3475;Москва и обл.;66 526 437,00;59 660 851,00;6 865 586,00;11,51
92;0;Юниаструм Банк;2771;Москва и обл.;66 210 610,00;61 398 148,00;4 812 462,00;7,84
93;-5;Коммерцбанк (Евразия);3333;Москва и обл.;65 224 813,00;67 075 851,00;-1 851 038,00;-2,76
94;3;Национальный Стандарт;3421;Москва и обл.;64 217 899,00;58 419 353,00;5 798 546,00;9,93
95;-8;Первобанк;3461;Самарская обл.;61 748 468,00;68 918 234,00;-7 169 766,00;-10,40
96;-6;Связной Банк;1961;Москва и обл.;61 327 258,00;63 352 898,00;-2 025 640,00;-3,20
97;2;Натиксис Банк;3390;Москва и обл.;60 719 649,00;58 046 299,00;2 673 350,00;4,61
98;6;БФГ-Кредит;3068;Москва и обл.;59 915 257,00;53 302 572,00;6 612 685,00;12,41
99;2;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;59 622 403,00;56 310 956,00;3 311 447,00;5,88
100;-2;Тойота Банк;3470;Москва и обл.;57 681 932,00;58 069 178,00;-387 246,00;-0,67
101;2;Банк Финсервис;3388;Москва и обл.;57 446 900,00;53 639 456,00;3 807 444,00;7,10
102;-17;СБ Банк (Судостроительный банк);2999;Москва и обл.;57 017 609,00;75 801 795,00;-18 784 186,00;-24,78
103;2;Экспобанк;2998;Москва и обл.;56 419 399,00;52 685 924,00;3 733 475,00;7,09
104;-4;Почта Банк;650;Москва и обл.;56 166 045,00;56 341 040,00;-174 995,00;-0,31
105;-3;Кубань Кредит;2518;Краснодарский край;55 107 587,00;55 414 165,00;-306 578,00;-0,55
106;0;Экспресс-Волга;3085;Саратовская обл.;54 581 696,00;52 019 119,00;2 562 577,00;4,93
107;0;Военно-Промышленный Банк;3065;Москва и обл.;53 534 552,00;51 844 344,00;1 690 208,00;3,26
108;3;Фора-Банк;1885;Москва и обл.;53 457 881,00;47 279 231,00;6 178 650,00;13,07
109;4;МБА-Москва;3395;Москва и обл.;53 114 907,00;47 110 571,00;6 004 336,00;12,75
110;-14;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;49 744 206,00;59 555 603,00;-9 811 397,00;-16,47
111;-1;Таврический Банк;2304;Санкт-Петербург и обл.;48 524 049,00;47 457 028,00;1 067 021,00;2,25
112;35;Транспортный;3174;Москва и обл.;47 402 402,00;30 075 314,00;17 327 088,00;57,61
113;3;СДМ-Банк;1637;Москва и обл.;47 314 854,00;45 376 644,00;1 938 210,00;4,27
114;6;Интерпромбанк;3266;Москва и обл.;46 329 412,00;42 719 294,00;3 610 118,00;8,45
115;6;Образование;1521;Москва и обл.;46 265 261,00;42 567 119,00;3 698 142,00;8,69
116;-1;Межтопэнергобанк;2956;Москва и обл.;45 585 585,00;46 123 281,00;-537 696,00;-1,17
117;-9;Росэнергобанк;2211;Москва и обл.;45 049 460,00;48 247 906,00;-3 198 446,00;-6,63
118;-4;Аверс;415;Татарстан;44 724 613,00;47 035 918,00;-2 311 305,00;-4,91
119;5;Русский Международный Банк;3123;Москва и обл.;44 618 776,00;41 227 242,00;3 391 534,00;8,23
120;-11;Мосстройэкономбанк (М Банк);948;Москва и обл.;44 232 645,00;47 469 344,00;-3 236 699,00;-6,82
121;-2;Собинбанк;1317;Москва и обл.;43 050 055,00;42 816 948,00;233 107,00;0,54
122;0;Фольксваген Банк Рус;3500;Москва и обл.;41 937 468,00;42 490 002,00;-552 534,00;-1,30
123;-6;Крайинвестбанк;3360;Краснодарский край;41 917 191,00;43 338 321,00;-1 421 130,00;-3,28
124;2;ББР Банк;2929;Москва и обл.;41 503 762,00;40 137 401,00;1 366 361,00;3,40
125;2;Челиндбанк;485;Челябинская обл.;40 550 906,00;39 781 435,00;769 471,00;1,93
126;-3;НС Банк;3124;Москва и обл.;40 404 586,00;41 595 729,00;-1 191 143,00;-2,86
127;-2;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;40 389 909,00;40 842 960,00;-453 051,00;-1,11
128;6;Челябинвестбанк;493;Челябинская обл.;39 688 813,00;38 008 742,00;1 680 071,00;4,42
129;0;Примсоцбанк;2733;Приморский край;39 155 322,00;38 651 274,00;504 048,00;1,30
130;9;ПЧРБ Банк;3291;Москва и обл.;38 746 501,00;35 346 026,00;3 400 475,00;9,62
131;1;Бэнк оф Чайна;2309;Москва и обл.;38 721 520,00;38 191 401,00;530 119,00;1,39
132;3;М2М Прайвет Банк;1414;Москва и обл.;38 416 760,00;37 580 474,00;836 286,00;2,23
133;-5;Кольцо Урала;65;Свердловская обл.;38 382 438,00;39 168 849,00;-786 411,00;-2,01
134;-16;Меткомбанк (Череповец);901;Вологодская обл.;37 539 299,00;43 333 860,00;-5 794 561,00;-13,37
135;-5;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;37 056 765,00;38 518 118,00;-1 461 353,00;-3,79
136;1;Саровбизнесбанк;2048;Нижегородская обл.;36 855 803,00;36 112 344,00;743 459,00;2,06
137;-1;Интерпрогрессбанк;600;Москва и обл.;35 866 902,00;36 852 141,00;-985 239,00;-2,67
138;-5;Банк «Советский»;558;Санкт-Петербург и обл.;35 448 887,00;38 084 983,00;-2 636 096,00;-6,92
139;2;Русстройбанк;3205;Москва и обл.;35 241 104,00;34 689 907,00;551 197,00;1,59
140;-9;РН Банк;170;Москва и обл.;35 229 422,00;38 387 567,00;-3 158 145,00;-8,23
141;-3;Левобережный;1343;Новосибирская обл.;34 888 253,00;35 437 364,00;-549 111,00;-1,55
142;-2;Севергазбанк;2816;Вологодская обл.;34 852 975,00;35 028 550,00;-175 575,00;-0,50
143;-1;Газбанк;2316;Самарская обл.;33 666 322,00;34 250 464,00;-584 142,00;-1,71
144;-1;БыстроБанк;1745;Удмуртия;32 241 990,00;33 183 552,00;-941 562,00;-2,84
145;9;БКС Банк;101;Новосибирская обл.;30 388 685,00;27 360 758,00;3 027 927,00;11,07
146;-2;Банк АВБ;23;Самарская обл.;30 383 676,00;30 829 192,00;-445 516,00;-1,45
147;6;Приморье;3001;Приморский край;30 302 329,00;27 834 025,00;2 468 304,00;8,87
148;8;Кредит Урал Банк;2584;Челябинская обл.;29 692 673,00;26 823 786,00;2 868 887,00;10,70
149;-3;Дальневосточный Банк;843;Приморский край;29 647 792,00;30 477 297,00;-829 505,00;-2,72
150;1;Кедр;1574;Красноярский край;29 115 089,00;28 070 661,00;1 044 428,00;3,72
151;-3;РНКБ;1354;Симферополь;28 887 590,00;29 835 024,00;-947 434,00;-3,18
152;9;Москоммерцбанк;3365;Москва и обл.;28 436 906,00;25 374 586,00;3 062 320,00;12,07
153;2;Модульбанк;1927;Костромская обл.;27 990 939,00;27 000 517,00;990 422,00;3,67
154;-9;АМБ Банк;3036;Москва и обл.;27 837 040,00;30 648 206,00;-2 811 166,00;-9,17
155;10;Тольяттихимбанк;2507;Самарская обл.;27 689 415,00;24 323 488,00;3 365 927,00;13,84
156;2;Балтика;967;Москва и обл.;27 535 864,00;26 295 291,00;1 240 573,00;4,72
157;0;Липецккомбанк;1242;Липецкая обл.;27 234 847,00;26 820 599,00;414 248,00;1,54
158;-6;Интехбанк;2705;Татарстан;26 723 885,00;27 993 244,00;-1 269 359,00;-4,53
159;-9;Агропромкредит;2880;Москва и обл.;26 639 465,00;28 351 136,00;-1 711 671,00;-6,04
160;-1;Акибанк;2587;Татарстан;25 545 761,00;25 529 560,00;16 201,00;0,06
161;14;МАСТ-Банк;3267;Москва и обл.;25 104 164,00;21 790 748,00;3 313 416,00;15,21
162;-2;Морской Банк;77;Москва и обл.;25 087 813,00;25 479 636,00;-391 823,00;-1,54
163;0;Альта-Банк;2269;Москва и обл.;25 064 976,00;24 928 411,00;136 565,00;0,55
164;0;Урал ФД;249;Пермская обл.;24 961 590,00;24 863 451,00;98 139,00;0,39
165;2;ОФК Банк;2270;Москва и обл.;24 645 294,00;23 579 662,00;1 065 632,00;4,52
166;19;Аресбанк;2914;Москва и обл.;24 534 112,00;20 268 026,00;4 266 086,00;21,05
167;1;АктивКапитал Банк;3006;Самарская обл.;24 208 667,00;23 422 123,00;786 544,00;3,36
168;3;Банк Кредит Свисс;2494;Москва и обл.;24 065 149,00;22 613 053,00;1 452 096,00;6,42
169;-3;Спурт Банк;2207;Татарстан;23 936 569,00;23 673 137,00;263 432,00;1,11
170;-1;Тимер Банк;1581;Татарстан;23 505 197,00;23 139 491,00;365 706,00;1,58
171;-9;Мерседес-Бенц Банк Рус;3473;Москва и обл.;23 463 453,00;25 367 412,00;-1 903 959,00;-7,51
172;-2;Газэнергобанк;3252;Калужская обл.;22 793 816,00;23 119 861,00;-326 045,00;-1,41
173;0;Девон-Кредит;1972;Татарстан;22 763 144,00;21 944 164,00;818 980,00;3,73
174;9;Ланта-Банк;1920;Москва и обл.;22 636 034,00;20 596 730,00;2 039 304,00;9,90
175;-1;Держава;2738;Москва и обл.;22 503 069,00;21 812 585,00;690 484,00;3,17
176;-4;АйМаниБанк;1975;Москва и обл.;22 365 639,00;22 393 617,00;-27 978,00;-0,12
177;12;Денизбанк Москва;3330;Москва и обл.;22 154 941,00;19 484 276,00;2 670 665,00;13,71
178;-1;ФИА-Банк;2542;Самарская обл.;21 928 572,00;21 484 708,00;443 864,00;2,07
179;-3;Солидарность;554;Самарская обл.;21 894 271,00;21 659 802,00;234 469,00;1,08
180;-2;БМВ Банк;3482;Москва и обл.;21 764 430,00;21 422 544,00;341 886,00;1,60
181;-2;Легион;3117;Москва и обл.;21 676 493,00;21 371 668,00;304 825,00;1,43
182;-33;Платежный Центр;3166;Новосибирская обл.;21 343 534,00;28 537 142,00;-7 193 608,00;-25,21
183;-3;Московское Ипотечное Агентство;3344;Москва и обл.;21 048 832,00;21 231 951,00;-183 119,00;-0,86
184;3;Транснациональный Банк;2108;Москва и обл.;21 026 899,00;20 020 552,00;1 006 347,00;5,03
185;7;Нацинвестпромбанк;3077;Москва и обл.;20 102 124,00;18 971 941,00;1 130 183,00;5,96
186;0;Энергобанк;67;Татарстан;20 071 492,00;20 131 090,00;-59 598,00;-0,30
187;1;Чайна Констракшн;3515;Москва и обл.;19 967 618,00;19 616 997,00;350 621,00;1,79
188;-6;Алмазэргиэнбанк;2602;Саха (Якутия);19 751 807,00;20 856 754,00;-1 104 947,00;-5,30
189;8;Росэксимбанк;2790;Москва и обл.;19 740 181,00;17 701 621,00;2 038 560,00;11,52
190;12;Расчетно-Кредитный Банк;103;Москва и обл.;19 252 127,00;16 983 574,00;2 268 553,00;13,36
191;2;НБД-Банк;1966;Нижегородская обл.;19 026 256,00;18 843 856,00;182 400,00;0,97
192;-1;Рублев;3098;Москва и обл.;19 000 829,00;19 097 649,00;-96 820,00;-0,51
193;1;Анталбанк;3115;Москва и обл.;18 863 489,00;18 051 395,00;812 094,00;4,50
194;-13;Энерготрансбанк;1307;Калининградская обл.;18 836 192,00;20 950 520,00;-2 114 328,00;-10,09
195;-5;Объединенный Капитал;2611;Санкт-Петербург и обл.;18 797 285,00;19 190 639,00;-393 354,00;-2,05
196;43;Данске Банк;3307;Санкт-Петербург и обл.;18 717 464,00;12 885 203,00;5 832 261,00;45,26
197;-2;Алеф-Банк;2119;Москва и обл.;18 360 095,00;18 017 021,00;343 074,00;1,90
198;14;Тусар;2712;Москва и обл.;18 050 858,00;16 456 683,00;1 594 175,00;9,69
199;-3;Курскпромбанк;735;Курская обл.;17 978 257,00;17 891 548,00;86 709,00;0,48
200;0;Автоторгбанк;2776;Москва и обл.;17 734 253,00;17 245 977,00;488 276,00;2,83
201;-2;Генбанк;2490;Москва и обл.;17 698 768,00;17 423 789,00;274 979,00;1,58
202;5;Клиентский;2324;Москва и обл.;17 380 868,00;16 720 947,00;659 921,00;3,95
203;17;Развитие-Столица;3013;Москва и обл.;17 308 872,00;15 647 083,00;1 661 789,00;10,62
204;13;Квантмобайл Банк;1189;Москва и обл.;17 205 531,00;16 001 555,00;1 203 976,00;7,52
205;-2;Норвик Банк;902;Кировская обл.;17 075 130,00;16 960 443,00;114 687,00;0,68
206;12;СтарБанк;548;Москва и обл.;17 037 992,00;15 998 178,00;1 039 814,00;6,50
207;17;НК Банк;2755;Москва и обл.;16 880 905,00;14 774 293,00;2 106 612,00;14,26
208;-7;Форштадт;2208;Оренбургская обл.;16 816 528,00;17 233 533,00;-417 005,00;-2,42
209;-4;Морган Стэнли Банк;3456;Москва и обл.;16 708 813,00;16 887 394,00;-178 581,00;-1,06
210;3;Банк Город;2644;Москва и обл.;16 658 618,00;16 443 870,00;214 748,00;1,31
211;0;Уралтрансбанк;812;Свердловская обл.;16 619 039,00;16 458 435,00;160 604,00;0,98
212;-6;Инвесткапиталбанк;2377;Башкортостан;16 605 221,00;16 799 219,00;-193 998,00;-1,15
213;-9;Гранд Инвест Банк;3053;Москва и обл.;16 493 045,00;16 904 531,00;-411 486,00;-2,43
214;12;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;16 490 062,00;14 337 905,00;2 152 157,00;15,01
215;-6;РосДорБанк;1573;Москва и обл.;16 416 238,00;16 615 784,00;-199 546,00;-1,20
216;-1;Национальный Резервный Банк;2170;Москва и обл.;16 141 950,00;16 021 824,00;120 126,00;0,75
217;-7;ГПБ-Ипотека;2403;Москва и обл.;16 060 924,00;16 501 398,00;-440 474,00;-2,67
218;26;Ишбанк;2867;Москва и обл.;16 033 631,00;12 637 468,00;3 396 163,00;26,87
219;11;Русский Ипотечный Банк;1968;Москва и обл.;15 984 888,00;13 899 363,00;2 085 525,00;15,00
220;9;Гарант-Инвест;2576;Москва и обл.;15 960 720,00;14 012 276,00;1 948 444,00;13,91
221;-2;СЭБ Банк;3235;Санкт-Петербург и обл.;15 887 302,00;15 762 075,00;125 227,00;0,79
222;-6;Хлынов;254;Кировская обл.;15 712 437,00;16 016 206,00;-303 769,00;-1,90
223;-39;Кубаньторгбанк;478;Краснодарский край;15 705 643,00;20 546 014,00;-4 840 371,00;-23,56
224;-16;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;15 695 584,00;16 696 612,00;-1 001 028,00;-6,00
225;-2;ТЭМБР-Банк;2764;Москва и обл.;15 402 338,00;14 825 413,00;576 925,00;3,89
226;-5;Росавтобанк;2767;Москва и обл.;15 167 694,00;14 957 126,00;210 568,00;1,41
227;14;Ури Банк;3479;Москва и обл.;15 021 673,00;12 838 516,00;2 183 157,00;17,00
228;8;Стратегия;2801;Москва и обл.;14 555 793,00;13 209 365,00;1 346 428,00;10,19
229;-2;ВУЗ-Банк;1557;Свердловская обл.;14 386 160,00;14 168 418,00;217 742,00;1,54
230;-8;Гаранти Банк — Москва;3275;Москва и обл.;14 363 276,00;14 883 224,00;-519 948,00;-3,49
231;11;Метробанк;2548;Москва и обл.;14 301 716,00;12 661 961,00;1 639 755,00;12,95
232;2;Пойдем!;2534;Москва и обл.;14 252 270,00;13 703 949,00;548 321,00;4,00
233;7;Хованский;2145;Москва и обл.;14 235 509,00;12 841 381,00;1 394 128,00;10,86
234;11;Унифин;2654;Москва и обл.;14 190 633,00;12 513 192,00;1 677 441,00;13,41
235;11;Международный Акционерный Банк;1987;Москва и обл.;13 804 601,00;12 264 592,00;1 540 009,00;12,56
236;7;Дил-Банк;3384;Москва и обл.;13 767 487,00;12 650 687,00;1 116 800,00;8,83
237;-5;БайкалБанк;2632;Бурятия;13 754 514,00;13 817 287,00;-62 773,00;-0,45
238;-7;Нефтяной Альянс;2859;Москва и обл.;13 749 951,00;13 854 375,00;-104 424,00;-0,75
239;-6;Банк Акцепт;567;Новосибирская обл.;13 678 344,00;13 731 675,00;-53 331,00;-0,39
240;10;ЕвроситиБанк;1869;Москва и обл.;13 543 635,00;12 033 571,00;1 510 064,00;12,55
241;-4;Социнвестбанк;1132;Башкортостан;13 518 286,00;13 200 520,00;317 766,00;2,41
242;6;Темпбанк;55;Москва и обл.;13 363 882,00;12 062 481,00;1 301 401,00;10,79
243;-5;Центркомбанк;2983;Москва и обл.;13 314 188,00;13 074 381,00;239 807,00;1,83
244;22;Голдман Сакс Банк;3490;Москва и обл.;13 279 301,00;10 132 960,00;3 146 341,00;31,05
245;7;Гута-Банк;256;Москва и обл.;13 053 020,00;11 931 619,00;1 121 401,00;9,40
246;5;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;13 050 639,00;11 949 279,00;1 101 360,00;9,22
247;-12;Экономбанк;1319;Саратовская обл.;13 047 446,00;13 329 886,00;-282 440,00;-2,12
248;-23;Тройка-Д Банк;3431;Москва и обл.;12 815 064,00;14 667 408,00;-1 852 344,00;-12,63
249;6;ОПМ-Банк;2734;Москва и обл.;12 751 749,00;11 718 889,00;1 032 860,00;8,81
250;3;Александровский;53;Санкт-Петербург и обл.;12 484 455,00;11 835 828,00;648 627,00;5,48
251;3;Мир Бизнес Банк;3396;Москва и обл.;12 477 660,00;11 813 497,00;664 163,00;5,62
252;7;Бенифит-Банк;3229;Москва и обл.;12 362 121,00;10 869 368,00;1 492 753,00;13,73
253;-25;Национальная Факторинговая Компания;3437;Москва и обл.;12 095 290,00;14 150 522,00;-2 055 232,00;-14,52
254;2;Солидарность (Москва);1555;Москва и обл.;12 051 518,00;11 499 490,00;552 028,00;4,80
255;-8;Первомайский;518;Краснодарский край;12 032 619,00;12 093 650,00;-61 031,00;-0,50
256;-7;Нефтепромбанк;2156;Москва и обл.;11 580 736,00;12 046 468,00;-465 732,00;-3,87
257;1;Прио-Внешторгбанк;212;Рязанская обл.;11 345 718,00;11 174 841,00;170 877,00;1,53
