Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Сентябрь, 2012, тыс. рублей;Август, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
24;-3;Связь-Банк;1470;Москва и обл.;248 848 113,00;257 840 737,00;-8 992 624,00;-3,49
25;2;Петрокоммерц;1776;Москва и обл.;231 884 767,00;240 342 129,00;-8 457 362,00;-3,52
26;3;Хоум Кредит Банк;316;Москва и обл.;229 698 679,00;212 466 004,00;17 232 675,00;8,11
27;1;Банк Зенит;3255;Москва и обл.;219 021 543,00;216 782 174,00;2 239 369,00;1,03
28;-4;ИНГ Банк;2495;Москва и обл.;213 886 489,00;246 794 903,00;-32 908 414,00;-13,33
29;2;Возрождение;1439;Москва и обл.;207 780 493,00;205 666 466,00;2 114 027,00;1,03
30;0;Глобэкс;1942;Москва и обл.;204 116 989,00;206 214 640,00;-2 097 651,00;-1,02
31;2;Восточный Банк;1460;Амурская обл.;195 000 002,00;184 977 276,00;10 022 726,00;5,42
32;0;Траст;3279;Москва и обл.;185 369 883,00;191 922 161,00;-6 552 278,00;-3,41
33;2;Банк «Открытие»;2179;Москва и обл.;177 508 574,00;161 986 230,00;15 522 344,00;9,58
34;3;Московский Индустриальный Банк;912;Москва и обл.;163 328 761,00;152 256 823,00;11 071 938,00;7,27
35;3;Бинбанк;323;Москва и обл.;152 187 938,00;147 359 974,00;4 827 964,00;3,28
36;0;МТС Банк;2268;Москва и обл.;148 309 705,00;152 409 177,00;-4 099 472,00;-2,69
37;2;ОТП Банк;2766;Москва и обл.;148 206 339,00;143 025 710,00;5 180 629,00;3,62
38;-4;Национальный Клиринговый Центр;3466;Москва и обл.;138 295 118,00;164 166 573,00;-25 871 455,00;-15,76
39;1;СКБ-Банк;705;Свердловская обл.;131 414 801,00;126 893 912,00;4 520 889,00;3,56
40;1;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;130 932 693,00;119 962 779,00;10 969 914,00;9,14
41;2;Транскапиталбанк;2210;Москва и обл.;121 956 633,00;116 573 920,00;5 382 713,00;4,62
42;0;СМП Банк;3368;Москва и обл.;119 769 294,00;119 113 134,00;656 160,00;0,55
43;2;Абсолют Банк;2306;Москва и обл.;111 968 187,00;110 464 877,00;1 503 310,00;1,36
44;4;Русфинанс Банк;1792;Самарская обл.;111 002 606,00;106 408 058,00;4 594 548,00;4,32
45;2;Кредит Европа Банк;3311;Москва и обл.;110 430 196,00;109 439 246,00;990 950,00;0,91
46;3;Новикомбанк;2546;Москва и обл.;106 247 044,00;102 669 266,00;3 577 778,00;3,48
47;-3;Дойче Банк;3328;Москва и обл.;104 125 345,00;111 247 167,00;-7 121 822,00;-6,40
48;3;РосЕвроБанк;3137;Москва и обл.;103 426 005,00;101 758 802,00;1 667 203,00;1,64
49;1;Инвестторгбанк;2763;Москва и обл.;102 268 052,00;102 062 169,00;205 883,00;0,20
50;3;Внешпромбанк;3261;Москва и обл.;102 081 843,00;99 751 029,00;2 330 814,00;2,34
51;-5;БНП Париба Банк;3407;Москва и обл.;99 456 307,00;109 801 969,00;-10 345 662,00;-9,42
52;0;РГС Банк;3073;Москва и обл.;98 550 255,00;100 092 105,00;-1 541 850,00;-1,54
53;3;МСП Банк;3340;Москва и обл.;97 168 725,00;92 242 190,00;4 926 535,00;5,34
54;1;Татфондбанк;3058;Татарстан;96 254 287,00;94 579 847,00;1 674 440,00;1,77
55;-1;Пробизнесбанк;2412;Москва и обл.;94 982 403,00;95 008 821,00;-26 418,00;-0,03
56;1;Авангард;2879;Москва и обл.;94 216 550,00;89 089 386,00;5 127 164,00;5,76
57;3;Банк ДОМ.РФ;2312;Москва и обл.;87 203 378,00;84 129 159,00;3 074 219,00;3,65
58;0;Юниаструм Банк;2771;Москва и обл.;85 775 534,00;86 574 993,00;-799 459,00;-0,92
59;3;КИТ Финанс Инвестиционный Банк;1911;Санкт-Петербург и обл.;84 510 434,00;81 921 038,00;2 589 396,00;3,16
60;13;Еврофинанс Моснарбанк;2402;Москва и обл.;84 472 768,00;70 287 350,00;14 185 418,00;20,18
61;0;Балтийский Банк;128;Москва и обл.;83 522 176,00;83 685 490,00;-163 314,00;-0,20
62;1;Союз;2307;Москва и обл.;83 105 611,00;81 574 155,00;1 531 456,00;1,88
63;-4;Банк Интеза;2216;Москва и обл.;81 776 421,00;84 494 222,00;-2 717 801,00;-3,22
64;8;ДельтаКредит;3338;Москва и обл.;81 190 341,00;70 561 935,00;10 628 406,00;15,06
65;-1;Ренессанс Кредит;3354;Москва и обл.;80 121 120,00;76 381 592,00;3 739 528,00;4,90
66;4;Совкомбанк;963;Костромская обл.;78 823 050,00;72 992 006,00;5 831 044,00;7,99
67;-41;Национальный Расчетный Депозитарий;3294;Москва и обл.;78 469 992,00;242 937 957,00;-164 467 965,00;-67,70
68;-1;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;77 451 167,00;75 126 339,00;2 324 828,00;3,09
69;-3;Мастер-Банк;2176;Москва и обл.;74 827 173,00;75 220 294,00;-393 121,00;-0,52
70;-2;Запсибкомбанк;918;Тюменская обл.;74 570 691,00;74 286 201,00;284 490,00;0,38
71;-2;Пересвет;2110;Москва и обл.;74 233 775,00;73 310 393,00;923 382,00;1,26
72;-1;Всероссийский Банк Развития Регионов;3287;Москва и обл.;73 507 043,00;72 682 769,00;824 274,00;1,13
73;-8;ЦентроКредит;121;Москва и обл.;73 367 657,00;75 405 904,00;-2 038 247,00;-2,70
74;3;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;70 543 293,00;62 479 009,00;8 064 284,00;12,91
75;-1;Собинбанк;1317;Москва и обл.;70 043 567,00;68 735 266,00;1 308 301,00;1,90
76;2;Локо-Банк;2707;Москва и обл.;64 830 526,00;61 296 380,00;3 534 146,00;5,77
77;-1;Центр-инвест;2225;Ростовская обл.;63 590 764,00;63 021 873,00;568 891,00;0,90
78;1;Связной Банк;1961;Москва и обл.;63 427 230,00;60 100 876,00;3 326 354,00;5,53
79;-4;Роскосмосбанк;2989;Москва и обл.;62 631 928,00;64 443 414,00;-1 811 486,00;-2,81
80;0;Балтинвестбанк;3176;Санкт-Петербург и обл.;60 317 846,00;59 337 223,00;980 623,00;1,65
81;0;Банк Кредит Свисс;2494;Москва и обл.;59 430 619,00;54 419 249,00;5 011 370,00;9,21
82;3;Сургутнефтегазбанк;588;Тюменская обл.;54 332 513,00;52 206 990,00;2 125 523,00;4,07
83;3;Нота-Банк;2913;Москва и обл.;53 970 780,00;51 291 242,00;2 679 538,00;5,22
84;9;Экспо Финанс;2594;Москва и обл.;53 478 693,00;46 722 393,00;6 756 300,00;14,46
85;2;Тинькофф Банк;2673;Москва и обл.;53 462 876,00;50 453 922,00;3 008 954,00;5,96
86;-3;Металлинвестбанк;2440;Москва и обл.;53 439 404,00;53 474 309,00;-34 905,00;-0,07
87;-3;Первобанк;3461;Самарская обл.;52 249 781,00;52 669 309,00;-419 528,00;-0,80
88;9;Банк БФА;3038;Санкт-Петербург и обл.;50 184 400,00;41 895 597,00;8 288 803,00;19,78
89;-1;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;50 114 134,00;50 147 488,00;-33 354,00;-0,07
90;0;Инвестбанк;107;Москва и обл.;49 920 591,00;49 844 916,00;75 675,00;0,15
91;0;СБ Банк (Судостроительный банк);2999;Москва и обл.;48 951 179,00;47 424 734,00;1 526 445,00;3,22
92;-3;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;46 920 122,00;49 979 523,00;-3 059 401,00;-6,12
93;2;Международный Финансовый Клуб;2618;Москва и обл.;46 080 041,00;43 502 579,00;2 577 462,00;5,92
94;-12;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;45 783 128,00;54 075 600,00;-8 292 472,00;-15,33
95;1;Бинбанк Диджитал;2827;Москва и обл.;44 570 846,00;43 232 945,00;1 337 901,00;3,09
96;-2;Национальный Стандарт;3421;Москва и обл.;44 518 180,00;44 740 525,00;-222 345,00;-0,50
97;-5;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;43 878 883,00;46 941 400,00;-3 062 517,00;-6,52
98;0;Национальный Резервный Банк;2170;Москва и обл.;40 923 737,00;41 363 322,00;-439 585,00;-1,06
99;0;Таврический Банк;2304;Санкт-Петербург и обл.;40 562 306,00;41 190 215,00;-627 909,00;-1,52
100;0;Интеркоммерц Банк;1657;Москва и обл.;38 610 398,00;39 996 747,00;-1 386 349,00;-3,47
101;0;Экспресс-Волга;3085;Саратовская обл.;37 986 851,00;37 063 149,00;923 702,00;2,49
102;0;Тойота Банк;3470;Москва и обл.;37 518 586,00;35 438 017,00;2 080 569,00;5,87
103;15;Коммерцбанк (Евразия);3333;Москва и обл.;37 002 296,00;29 987 679,00;7 014 617,00;23,39
104;-1;Кубань Кредит;2518;Краснодарский край;35 326 163,00;34 439 295,00;886 868,00;2,58
105;3;Московский Областной Банк;1751;Москва и обл.;34 362 482,00;32 753 461,00;1 609 021,00;4,91
106;3;Челиндбанк;485;Челябинская обл.;32 712 795,00;32 243 923,00;468 872,00;1,45
107;-1;Челябинвестбанк;493;Челябинская обл.;32 525 605,00;33 072 765,00;-547 160,00;-1,65
108;-4;Меткомбанк (Череповец);901;Вологодская обл.;32 428 766,00;34 426 345,00;-1 997 579,00;-5,80
109;-2;Дальневосточный Банк;843;Приморский край;32 293 003,00;32 953 358,00;-660 355,00;-2,00
110;0;Межтопэнергобанк;2956;Москва и обл.;31 903 612,00;31 466 741,00;436 871,00;1,39
111;-6;Народный Кредит;2401;Москва и обл.;31 709 650,00;33 376 403,00;-1 666 753,00;-4,99
112;1;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;31 445 118,00;31 053 672,00;391 446,00;1,26
113;1;Русский Международный Банк;3123;Москва и обл.;30 931 624,00;30 419 029,00;512 595,00;1,69
114;7;Кольцо Урала;65;Свердловская обл.;30 911 868,00;29 612 314,00;1 299 554,00;4,39
115;15;Фора-Банк;1885;Москва и обл.;30 794 100,00;27 711 440,00;3 082 660,00;11,12
116;-4;Саровбизнесбанк;2048;Нижегородская обл.;30 667 382,00;31 130 436,00;-463 054,00;-1,49
117;31;Натиксис Банк;3390;Москва и обл.;30 554 971,00;22 165 001,00;8 389 970,00;37,85
118;-1;Кедр;1574;Москва и обл.;30 488 031,00;30 034 877,00;453 154,00;1,51
119;0;СДМ-Банк;1637;Москва и обл.;30 195 729,00;29 721 400,00;474 329,00;1,60
120;4;Примсоцбанк;2733;Приморский край;30 016 513,00;28 972 642,00;1 043 871,00;3,60
121;-10;НС Банк;3124;Москва и обл.;29 828 945,00;31 347 825,00;-1 518 880,00;-4,85
122;-7;Крайинвестбанк;3360;Краснодарский край;29 566 565,00;30 129 037,00;-562 472,00;-1,87
123;-1;Стройкредит;18;Москва и обл.;29 474 692,00;29 245 756,00;228 936,00;0,78
124;2;Первый Республиканский Банк;1730;Москва и обл.;29 383 888,00;28 515 767,00;868 121,00;3,04
125;-2;Севергазбанк;2816;Вологодская обл.;29 129 683,00;29 093 680,00;36 003,00;0,12
126;3;Смоленский Банк;2029;Смоленская обл.;29 109 835,00;27 737 811,00;1 372 024,00;4,95
127;-2;Газбанк;2316;Самарская обл.;29 064 710,00;28 970 851,00;93 859,00;0,32
128;0;Пушкино;391;Москва и обл.;28 231 421,00;27 854 977,00;376 444,00;1,35
129;2;Приморье;3001;Приморский край;28 199 336,00;27 276 122,00;923 214,00;3,38
130;-14;Липецккомбанк;1242;Липецкая обл.;27 917 667,00;30 079 444,00;-2 161 777,00;-7,19
131;-4;Далькомбанк;84;Хабаровский край;27 534 065,00;27 966 564,00;-432 499,00;-1,55
132;1;Мой Банк;2939;Москва и обл.;27 146 412,00;26 613 890,00;532 522,00;2,00
133;1;Левобережный;1343;Новосибирская обл.;26 903 922,00;26 007 370,00;896 552,00;3,45
134;-2;Банк АВБ;23;Самарская обл.;26 518 418,00;26 801 645,00;-283 227,00;-1,06
135;-15;Интерпромбанк;3266;Москва и обл.;26 493 214,00;29 717 253,00;-3 224 039,00;-10,85
136;-1;М2М Прайвет Банк;1414;Москва и обл.;26 123 200,00;25 778 075,00;345 125,00;1,34
137;4;МБА-Москва;3395;Москва и обл.;25 690 663,00;24 336 858,00;1 353 805,00;5,56
138;0;Сведбанк;3064;Москва и обл.;25 114 977,00;24 865 249,00;249 728,00;1,00
139;4;Росэнергобанк;2211;Москва и обл.;24 676 191,00;24 205 467,00;470 724,00;1,94
140;-4;Москоммерцбанк;3365;Москва и обл.;24 674 784,00;25 521 958,00;-847 174,00;-3,32
141;-2;АМБ Банк;3036;Москва и обл.;24 377 701,00;24 642 279,00;-264 578,00;-1,07
142;-5;БФГ-Кредит;3068;Москва и обл.;24 336 447,00;25 080 726,00;-744 279,00;-2,97
143;2;ГПБ-Ипотека;2403;Москва и обл.;24 256 782,00;23 309 096,00;947 686,00;4,07
144;-4;Акибанк;2587;Татарстан;23 476 361,00;24 355 934,00;-879 573,00;-3,61
145;5;Девон-Кредит;1972;Татарстан;23 306 867,00;21 583 805,00;1 723 062,00;7,98
146;1;Интерпрогрессбанк;600;Москва и обл.;23 046 587,00;22 283 004,00;763 583,00;3,43
147;4;Солидарность;554;Самарская обл.;22 664 562,00;21 454 066,00;1 210 496,00;5,64
148;-2;Агропромкредит;2880;Москва и обл.;22 355 011,00;22 831 379,00;-476 368,00;-2,09
149;-5;Кредит Урал Банк;2584;Челябинская обл.;21 767 781,00;23 696 437,00;-1 928 656,00;-8,14
150;5;Рост;2589;Москва и обл.;21 531 433,00;20 884 060,00;647 373,00;3,10
151;1;Альта-Банк;2269;Москва и обл.;21 478 882,00;21 287 436,00;191 446,00;0,90
152;5;БМВ Банк;3482;Москва и обл.;21 314 873,00;20 668 292,00;646 581,00;3,13
153;7;Экспобанк;2998;Москва и обл.;21 004 722,00;20 043 018,00;961 704,00;4,80
154;11;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;20 823 365,00;19 104 631,00;1 718 734,00;9,00
155;-2;С банк;2581;Москва и обл.;20 813 449,00;21 089 290,00;-275 841,00;-1,31
156;0;ФИА-Банк;2542;Самарская обл.;20 673 442,00;20 743 639,00;-70 197,00;-0,34
157;4;Образование;1521;Москва и обл.;20 630 311,00;19 794 936,00;835 375,00;4,22
158;-4;ПЧРБ Банк;3291;Москва и обл.;20 405 981,00;20 940 817,00;-534 836,00;-2,55
159;0;Европейский Трастовый Банк;2968;Москва и обл.;20 231 004,00;20 112 027,00;118 977,00;0,59
160;-18;Мир Бизнес Банк;3396;Москва и обл.;20 042 848,00;24 263 485,00;-4 220 637,00;-17,40
161;1;Тимер Банк;1581;Татарстан;19 956 750,00;19 364 118,00;592 632,00;3,06
162;1;Банк Проектного Финансирования;1677;Москва и обл.;19 914 029,00;19 301 157,00;612 872,00;3,18
163;-5;Урал ФД;249;Пермская обл.;19 652 260,00;20 124 707,00;-472 447,00;-2,35
164;0;Спурт Банк;2207;Татарстан;19 276 528,00;19 281 959,00;-5 431,00;-0,03
165;2;Русстройбанк;3205;Москва и обл.;18 958 994,00;18 645 699,00;313 295,00;1,68
166;3;Мосстройэкономбанк (М Банк);948;Москва и обл.;18 657 191,00;17 960 805,00;696 386,00;3,88
167;14;Сетелем Банк;2168;Москва и обл.;18 647 067,00;16 111 451,00;2 535 616,00;15,74
168;0;БыстроБанк;1745;Удмуртия;18 646 245,00;18 305 147,00;341 098,00;1,86
169;3;Аверс;415;Татарстан;18 601 079,00;17 832 250,00;768 829,00;4,31
170;1;Банк «Советский»;558;Санкт-Петербург и обл.;18 085 547,00;17 875 769,00;209 778,00;1,17
171;-1;Огни Москвы;2328;Москва и обл.;17 898 688,00;17 907 419,00;-8 731,00;-0,05
172;1;НОМОС-Региобанк;539;Хабаровский край;17 763 172,00;17 637 948,00;125 224,00;0,71
173;4;Российский Кредит;324;Москва и обл.;17 621 078,00;16 766 543,00;854 535,00;5,10
174;0;Уралтрансбанк;812;Свердловская обл.;17 478 021,00;17 401 396,00;76 625,00;0,44
175;-26;Расчетная Палата РТС;3335;Москва и обл.;17 354 351,00;22 092 416,00;-4 738 065,00;-21,45
176;2;Инвесткапиталбанк;2377;Башкортостан;17 295 687,00;16 665 006,00;630 681,00;3,78
177;-2;Энергобанк;67;Татарстан;17 154 432,00;17 056 769,00;97 663,00;0,57
178;2;Пойдем!;2534;Москва и обл.;17 115 005,00;16 114 079,00;1 000 926,00;6,21
179;-3;ББР Банк;2929;Москва и обл.;17 089 421,00;16 984 657,00;104 764,00;0,62
180;3;Модульбанк;1927;Костромская обл.;17 004 024,00;15 951 844,00;1 052 180,00;6,60
181;6;Морской Банк;77;Москва и обл.;16 507 571,00;15 571 189,00;936 382,00;6,01
182;11;Развитие-Столица;3013;Москва и обл.;16 086 739,00;15 109 101,00;977 638,00;6,47
183;-1;Мерседес-Бенц Банк Рус;3473;Москва и обл.;16 041 228,00;15 962 769,00;78 459,00;0,49
184;-5;Форштадт;2208;Оренбургская обл.;15 869 821,00;16 123 853,00;-254 032,00;-1,58
185;0;Интехбанк;2705;Татарстан;15 779 262,00;15 843 717,00;-64 455,00;-0,41
186;4;Легион;3117;Москва и обл.;15 745 896,00;15 374 356,00;371 540,00;2,42
187;1;НБД-Банк;1966;Нижегородская обл.;15 727 151,00;15 469 180,00;257 971,00;1,67
188;13;Энерготрансбанк;1307;Калининградская обл.;15 679 456,00;14 581 221,00;1 098 235,00;7,53
189;6;Рост Банк;2888;Татарстан;15 637 187,00;15 051 219,00;585 968,00;3,89
190;7;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;15 605 764,00;14 999 401,00;606 363,00;4,04
191;3;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;15 580 986,00;15 085 113,00;495 873,00;3,29
192;-6;Фининвест;671;Москва и обл.;15 571 684,00;15 787 857,00;-216 173,00;-1,37
193;-4;Алмазэргиэнбанк;2602;Саха (Якутия);15 394 531,00;15 435 924,00;-41 393,00;-0,27
194;-2;МАСТ-Банк;3267;Москва и обл.;15 384 739,00;15 144 448,00;240 291,00;1,59
195;-11;Норвик Банк;902;Кировская обл.;15 335 771,00;15 894 595,00;-558 824,00;-3,52
196;2;Гаранти Банк — Москва;3275;Москва и обл.;15 305 476,00;14 944 755,00;360 721,00;2,41
197;2;Тольяттихимбанк;2507;Самарская обл.;15 218 792,00;14 839 069,00;379 723,00;2,56
198;-7;Центркомбанк;2983;Москва и обл.;15 129 168,00;15 341 348,00;-212 180,00;-1,38
199;-3;Курскпромбанк;735;Курская обл.;14 980 535,00;15 033 652,00;-53 117,00;-0,35
200;0;Эллипс Банк;1950;Нижегородская обл.;14 869 820,00;14 668 907,00;200 913,00;1,37
201;1;РосинтерБанк;226;Москва и обл.;14 806 696,00;14 355 166,00;451 530,00;3,15
202;3;Первомайский;518;Краснодарский край;14 699 051,00;14 190 988,00;508 063,00;3,58
203;3;Банк ПСА Финанс Рус;3481;Москва и обл.;14 664 778,00;14 144 066,00;520 712,00;3,68
204;-1;Газэнергобанк;3252;Калужская обл.;14 602 901,00;14 351 393,00;251 508,00;1,75
205;-1;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;14 504 793,00;14 318 145,00;186 648,00;1,30
206;7;АйСиБиСи Банк;3475;Москва и обл.;14 475 380,00;13 532 283,00;943 097,00;6,97
207;9;Ланта-Банк;1920;Москва и обл.;14 315 976,00;13 209 377,00;1 106 599,00;8,38
208;0;АктивКапитал Банк;3006;Самарская обл.;13 981 123,00;13 721 398,00;259 725,00;1,89
209;-2;ВУЗ-Банк;1557;Свердловская обл.;13 955 537,00;13 978 491,00;-22 954,00;-0,16
210;0;Гута-Банк;256;Москва и обл.;13 936 770,00;13 694 001,00;242 769,00;1,77
211;-2;АйМаниБанк;1975;Республика Алтай;13 912 870,00;13 694 418,00;218 452,00;1,60
212;3;Александровский;53;Санкт-Петербург и обл.;13 685 532,00;13 393 899,00;291 633,00;2,18
213;5;Западный;2598;Москва и обл.;13 201 602,00;12 942 702,00;258 900,00;2,00
214;-2;Национальная Факторинговая Компания;3437;Москва и обл.;13 188 618,00;13 604 827,00;-416 209,00;-3,06
215;-1;Энергомашбанк;52;Санкт-Петербург и обл.;13 181 030,00;13 466 635,00;-285 605,00;-2,12
216;1;Гранд Инвест Банк;3053;Москва и обл.;13 076 035,00;13 098 114,00;-22 079,00;-0,17
217;4;Финпромбанк (ФПБ Банк);2157;Москва и обл.;13 069 920,00;12 512 347,00;557 573,00;4,46
218;-7;Балтика;967;Санкт-Петербург и обл.;12 948 361,00;13 606 020,00;-657 659,00;-4,83
219;0;НК Банк;2755;Москва и обл.;12 928 829,00;12 888 131,00;40 698,00;0,32
220;2;Квантмобайл Банк;1189;Омская обл.;12 843 126,00;12 474 135,00;368 991,00;2,96
221;3;Держава;2738;Москва и обл.;12 726 146,00;12 110 375,00;615 771,00;5,08
222;6;Алеф-Банк;2119;Москва и обл.;12 491 868,00;11 583 202,00;908 666,00;7,84
223;18;Платежный Центр;3166;Новосибирская обл.;12 357 937,00;10 362 438,00;1 995 499,00;19,26
224;1;ТЭМБР-Банк;2764;Москва и обл.;12 116 075,00;11 905 690,00;210 385,00;1,77
225;2;Нацинвестпромбанк;3077;Москва и обл.;11 779 768,00;11 700 552,00;79 216,00;0,68
226;4;Хлынов;254;Кировская обл.;11 648 703,00;11 451 494,00;197 209,00;1,72
227;-1;Солидарность (Москва);1555;Москва и обл.;11 642 204,00;11 868 987,00;-226 783,00;-1,91
228;4;Аресбанк;2914;Москва и обл.;11 615 093,00;11 223 970,00;391 123,00;3,48
229;-9;РосДорБанк;1573;Москва и обл.;11 604 735,00;12 705 660,00;-1 100 925,00;-8,66
230;4;Углеметбанк;2997;Челябинская обл.;11 533 669,00;11 109 204,00;424 465,00;3,82
231;-2;Интрастбанк;3144;Москва и обл.;11 394 730,00;11 546 631,00;-151 901,00;-1,32
232;-9;Руснарбанк;3403;Москва и обл.;11 074 517,00;12 125 055,00;-1 050 538,00;-8,66
233;0;СтарБанк;548;Москва и обл.;10 977 378,00;11 137 019,00;-159 641,00;-1,43
234;4;БКС Банк;101;Новосибирская обл.;10 964 713,00;10 748 811,00;215 902,00;2,01
235;1;Расчетно-Кредитный Банк;103;Москва и обл.;10 908 196,00;10 771 432,00;136 764,00;1,27
236;-1;Национальный Банк Развития Бизнеса;2795;Москва и обл.;10 903 680,00;11 100 854,00;-197 174,00;-1,78
237;0;Московское Ипотечное Агентство;3344;Москва и обл.;10 821 100,00;10 763 511,00;57 589,00;0,54
238;9;СИАБ;3245;Санкт-Петербург и обл.;10 755 965,00;10 106 542,00;649 423,00;6,43
239;3;Банк24.ру;2227;Свердловская обл.;10 684 177,00;10 353 057,00;331 120,00;3,20
240;3;Прио-Внешторгбанк;212;Рязанская обл.;10 666 369,00;10 303 522,00;362 847,00;3,52
241;3;ОФК Банк;2270;Москва и обл.;10 640 133,00;10 264 673,00;375 460,00;3,66
242;15;Фольксваген Банк Рус;3500;Москва и обл.;10 614 604,00;9 555 714,00;1 058 890,00;11,08
243;-12;Эс-Би-Ай Банк;3185;Москва и обл.;10 475 368,00;11 279 711,00;-804 343,00;-7,13
244;16;Международный Акционерный Банк;1987;Москва и обл.;10 354 309,00;9 386 809,00;967 500,00;10,31
245;0;Социнвестбанк;1132;Башкортостан;10 293 465,00;10 242 184,00;51 281,00;0,50
246;2;Европейский;1616;Калининградская обл.;10 258 920,00;9 925 308,00;333 612,00;3,36
247;-7;МАК-Банк;1088;Москва и обл.;10 053 400,00;10 372 310,00;-318 910,00;-3,07
248;2;Экономбанк;1319;Саратовская обл.;9 986 007,00;9 824 280,00;161 727,00;1,65
249;3;БайкалБанк;2632;Бурятия;9 846 162,00;9 797 992,00;48 170,00;0,49
250;16;Гарант-Инвест;2576;Москва и обл.;9 830 706,00;9 230 116,00;600 590,00;6,51
251;8;Военно-Промышленный Банк;3065;Москва и обл.;9 808 607,00;9 388 722,00;419 885,00;4,47
252;11;Русский Ипотечный Банк;1968;Москва и обл.;9 637 075,00;9 262 579,00;374 496,00;4,04
253;1;Росэксимбанк;2790;Москва и обл.;9 626 532,00;9 691 286,00;-64 754,00;-0,67
254;-15;Замоскворецкий;1640;Москва и обл.;9 602 891,00;10 512 185,00;-909 294,00;-8,65
255;-4;Денизбанк Москва;3330;Москва и обл.;9 587 146,00;9 805 156,00;-218 010,00;-2,22
256;11;Банк Акцепт;567;Новосибирская обл.;9 449 432,00;9 189 679,00;259 753,00;2,83
257;1;Банк Оренбург;3269;Оренбургская обл.;9 435 175,00;9 401 456,00;33 719,00;0,36
258;-5;Башинвестбанк;2189;Башкортостан;9 430 700,00;9 774 089,00;-343 389,00;-3,51
259;-13;Уралкапиталбанк;2519;Башкортостан;9 401 381,00;10 146 705,00;-745 324,00;-7,35
260;1;Адмиралтейский;3054;Москва и обл.;9 376 212,00;9 319 736,00;56 476,00;0,61
