Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Август, 2012, тыс. рублей;Июль, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
29;1;Хоум Кредит Банк;316;Москва и обл.;212 466 004,00;201 135 553,00;11 330 451,00;5,63
30;-2;Глобэкс;1942;Москва и обл.;206 214 640,00;206 401 938,00;-187 298,00;-0,09
31;-2;Возрождение;1439;Москва и обл.;205 666 466,00;204 860 158,00;806 308,00;0,39
32;-1;Траст;3279;Москва и обл.;191 922 161,00;200 105 710,00;-8 183 549,00;-4,09
33;-1;Восточный Банк;1460;Амурская обл.;184 977 276,00;177 532 966,00;7 444 310,00;4,19
34;5;Национальный Клиринговый Центр;3466;Москва и обл.;164 166 573,00;124 462 080,00;39 704 493,00;31,90
35;-2;Банк «Открытие»;2179;Москва и обл.;161 986 230,00;159 874 009,00;2 112 221,00;1,32
36;0;МТС Банк;2268;Москва и обл.;152 409 177,00;143 622 934,00;8 786 243,00;6,12
37;-3;Московский Индустриальный Банк;912;Москва и обл.;152 256 823,00;154 142 426,00;-1 885 603,00;-1,22
38;-3;Бинбанк;323;Москва и обл.;147 359 974,00;144 413 532,00;2 946 442,00;2,04
39;-2;ОТП Банк;2766;Москва и обл.;143 025 710,00;142 061 353,00;964 357,00;0,68
40;0;СКБ-Банк;705;Свердловская обл.;126 893 912,00;123 475 525,00;3 418 387,00;2,77
41;3;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;119 962 779,00;110 168 442,00;9 794 337,00;8,89
42;0;СМП Банк;3368;Москва и обл.;119 113 134,00;115 234 933,00;3 878 201,00;3,37
43;-5;Транскапиталбанк;2210;Москва и обл.;116 573 920,00;132 572 082,00;-15 998 162,00;-12,07
44;-3;Дойче Банк;3328;Москва и обл.;111 247 167,00;121 894 160,00;-10 646 993,00;-8,73
45;-2;Абсолют Банк;2306;Москва и обл.;110 464 877,00;112 811 573,00;-2 346 696,00;-2,08
46;-1;БНП Париба Банк;3407;Москва и обл.;109 801 969,00;108 726 789,00;1 075 180,00;0,99
47;-1;Кредит Европа Банк;3311;Москва и обл.;109 439 246,00;106 923 429,00;2 515 817,00;2,35
48;-1;Русфинанс Банк;1792;Самарская обл.;106 408 058,00;105 519 960,00;888 098,00;0,84
49;-1;Новикомбанк;2546;Москва и обл.;102 669 266,00;103 885 155,00;-1 215 889,00;-1,17
50;-1;Инвестторгбанк;2763;Москва и обл.;102 062 169,00;102 839 816,00;-777 647,00;-0,76
51;0;РосЕвроБанк;3137;Москва и обл.;101 758 802,00;100 479 131,00;1 279 671,00;1,27
52;-2;РГС Банк;3073;Москва и обл.;100 092 105,00;102 537 531,00;-2 445 426,00;-2,38
53;-1;Внешпромбанк;3261;Москва и обл.;99 751 029,00;98 386 337,00;1 364 692,00;1,39
54;-1;Пробизнесбанк;2412;Москва и обл.;95 008 821,00;95 434 541,00;-425 720,00;-0,45
55;2;Татфондбанк;3058;Татарстан;94 579 847,00;91 992 487,00;2 587 360,00;2,81
56;-2;МСП Банк;3340;Москва и обл.;92 242 190,00;95 416 948,00;-3 174 758,00;-3,33
57;-1;Авангард;2879;Москва и обл.;89 089 386,00;92 838 559,00;-3 749 173,00;-4,04
58;1;Юниаструм Банк;2771;Москва и обл.;86 574 993,00;85 930 082,00;644 911,00;0,75
59;-1;Банк Интеза;2216;Москва и обл.;84 494 222,00;89 289 525,00;-4 795 303,00;-5,37
60;1;Банк ДОМ.РФ;2312;Москва и обл.;84 129 159,00;83 676 339,00;452 820,00;0,54
61;-1;Балтийский Банк;128;Москва и обл.;83 685 490,00;84 615 283,00;-929 793,00;-1,10
62;1;КИТ Финанс Инвестиционный Банк;1911;Санкт-Петербург и обл.;81 921 038,00;79 789 836,00;2 131 202,00;2,67
63;-1;Союз;2307;Москва и обл.;81 574 155,00;83 013 352,00;-1 439 197,00;-1,73
64;6;Ренессанс Кредит;3354;Москва и обл.;76 381 592,00;73 258 237,00;3 123 355,00;4,26
65;1;ЦентроКредит;121;Москва и обл.;75 405 904,00;74 864 034,00;541 870,00;0,72
66;-1;Мастер-Банк;2176;Москва и обл.;75 220 294,00;75 395 454,00;-175 160,00;-0,23
67;2;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;75 126 339,00;73 602 050,00;1 524 289,00;2,07
68;0;Запсибкомбанк;918;Тюменская обл.;74 286 201,00;74 113 146,00;173 055,00;0,23
69;-2;Пересвет;2110;Москва и обл.;73 310 393,00;74 251 973,00;-941 580,00;-1,27
70;1;Совкомбанк;963;Костромская обл.;72 992 006,00;71 201 917,00;1 790 089,00;2,51
71;-7;Всероссийский Банк Развития Регионов;3287;Москва и обл.;72 682 769,00;76 988 063,00;-4 305 294,00;-5,59
72;0;ДельтаКредит;3338;Москва и обл.;70 561 935,00;68 970 984,00;1 590 951,00;2,31
73;8;Еврофинанс Моснарбанк;2402;Москва и обл.;70 287 350,00;53 761 053,00;16 526 297,00;30,74
74;-1;Собинбанк;1317;Москва и обл.;68 735 266,00;65 273 736,00;3 461 530,00;5,30
75;0;Роскосмосбанк;2989;Москва и обл.;64 443 414,00;63 529 168,00;914 246,00;1,44
76;0;Центр-инвест;2225;Ростовская обл.;63 021 873,00;62 207 731,00;814 142,00;1,31
77;-3;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;62 479 009,00;64 922 598,00;-2 443 589,00;-3,76
78;0;Локо-Банк;2707;Москва и обл.;61 296 380,00;59 603 978,00;1 692 402,00;2,84
79;0;Связной Банк;1961;Москва и обл.;60 100 876,00;57 327 749,00;2 773 127,00;4,84
80;-3;Балтинвестбанк;3176;Санкт-Петербург и обл.;59 337 223,00;60 824 032,00;-1 486 809,00;-2,44
81;7;Банк Кредит Свисс;2494;Москва и обл.;54 419 249,00;48 913 955,00;5 505 294,00;11,26
82;7;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;54 075 600,00;48 887 095,00;5 188 505,00;10,61
83;-1;Металлинвестбанк;2440;Москва и обл.;53 474 309,00;52 555 600,00;918 709,00;1,75
84;-1;Первобанк;3461;Самарская обл.;52 669 309,00;52 425 412,00;243 897,00;0,47
85;-1;Сургутнефтегазбанк;588;Тюменская обл.;52 206 990,00;51 258 180,00;948 810,00;1,85
86;-6;Нота-Банк;2913;Москва и обл.;51 291 242,00;55 832 650,00;-4 541 408,00;-8,13
87;6;Тинькофф Банк;2673;Москва и обл.;50 453 922,00;46 257 151,00;4 196 771,00;9,07
88;-3;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;50 147 488,00;50 217 522,00;-70 034,00;-0,14
89;2;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;49 979 523,00;47 986 744,00;1 992 779,00;4,15
90;2;Инвестбанк;107;Москва и обл.;49 844 916,00;46 900 692,00;2 944 224,00;6,28
91;-5;СБ Банк (Судостроительный банк);2999;Москва и обл.;47 424 734,00;49 460 846,00;-2 036 112,00;-4,12
92;-5;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;46 941 400,00;49 046 327,00;-2 104 927,00;-4,29
93;-3;Экспо Финанс;2594;Москва и обл.;46 722 393,00;48 625 062,00;-1 902 669,00;-3,91
94;0;Национальный Стандарт;3421;Москва и обл.;44 740 525,00;45 424 360,00;-683 835,00;-1,51
95;0;Международный Финансовый Клуб;2618;Москва и обл.;43 502 579,00;44 458 973,00;-956 394,00;-2,15
96;0;Бинбанк Диджитал;2827;Москва и обл.;43 232 945,00;42 589 742,00;643 203,00;1,51
97;2;Банк БФА;3038;Санкт-Петербург и обл.;41 895 597,00;40 149 380,00;1 746 217,00;4,35
98;-1;Национальный Резервный Банк;2170;Москва и обл.;41 363 322,00;41 566 271,00;-202 949,00;-0,49
99;1;Таврический Банк;2304;Санкт-Петербург и обл.;41 190 215,00;40 022 798,00;1 167 417,00;2,92
100;1;Интеркоммерц Банк;1657;Москва и обл.;39 996 747,00;39 292 417,00;704 330,00;1,79
101;1;Экспресс-Волга;3085;Саратовская обл.;37 063 149,00;36 660 080,00;403 069,00;1,10
102;3;Тойота Банк;3470;Москва и обл.;35 438 017,00;33 896 176,00;1 541 841,00;4,55
103;1;Кубань Кредит;2518;Краснодарский край;34 439 295,00;34 469 924,00;-30 629,00;-0,09
104;3;Меткомбанк (Череповец);901;Вологодская обл.;34 426 345,00;32 861 433,00;1 564 912,00;4,76
105;3;Народный Кредит;2401;Москва и обл.;33 376 403,00;32 717 736,00;658 667,00;2,01
106;0;Челябинвестбанк;493;Челябинская обл.;33 072 765,00;32 920 364,00;152 401,00;0,46
107;-4;Дальневосточный Банк;843;Приморский край;32 953 358,00;34 951 269,00;-1 997 911,00;-5,72
108;5;Московский Областной Банк;1751;Москва и обл.;32 753 461,00;31 174 168,00;1 579 293,00;5,07
109;2;Челиндбанк;485;Челябинская обл.;32 243 923,00;32 140 255,00;103 668,00;0,32
110;-1;Межтопэнергобанк;2956;Москва и обл.;31 466 741,00;32 346 703,00;-879 962,00;-2,72
111;1;НС Банк;3124;Москва и обл.;31 347 825,00;31 437 665,00;-89 840,00;-0,29
112;-2;Саровбизнесбанк;2048;Нижегородская обл.;31 130 436,00;32 168 918,00;-1 038 482,00;-3,23
113;1;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;31 053 672,00;30 490 002,00;563 670,00;1,85
114;1;Русский Международный Банк;3123;Москва и обл.;30 419 029,00;30 432 390,00;-13 361,00;-0,04
115;8;Крайинвестбанк;3360;Краснодарский край;30 129 037,00;28 604 692,00;1 524 345,00;5,33
116;15;Липецккомбанк;1242;Липецкая обл.;30 079 444,00;27 186 834,00;2 892 610,00;10,64
117;1;Кедр;1574;Москва и обл.;30 034 877,00;29 968 433,00;66 444,00;0,22
118;-20;Коммерцбанк (Евразия);3333;Москва и обл.;29 987 679,00;41 276 506,00;-11 288 827,00;-27,35
119;-2;СДМ-Банк;1637;Москва и обл.;29 721 400,00;30 013 658,00;-292 258,00;-0,97
120;-4;Интерпромбанк;3266;Москва и обл.;29 717 253,00;30 153 181,00;-435 928,00;-1,45
121;-1;Кольцо Урала;65;Свердловская обл.;29 612 314,00;29 442 513,00;169 801,00;0,58
122;-3;Стройкредит;18;Москва и обл.;29 245 756,00;29 823 464,00;-577 708,00;-1,94
123;3;Севергазбанк;2816;Вологодская обл.;29 093 680,00;27 999 609,00;1 094 071,00;3,91
124;0;Примсоцбанк;2733;Приморский край;28 972 642,00;28 573 371,00;399 271,00;1,40
125;-3;Газбанк;2316;Самарская обл.;28 970 851,00;28 632 623,00;338 228,00;1,18
126;-5;Первый Республиканский Банк;1730;Москва и обл.;28 515 767,00;28 700 581,00;-184 814,00;-0,64
127;1;Далькомбанк;84;Хабаровский край;27 966 564,00;27 826 003,00;140 561,00;0,51
128;-3;Пушкино;391;Москва и обл.;27 854 977,00;28 008 084,00;-153 107,00;-0,55
129;-2;Смоленский Банк;2029;Смоленская обл.;27 737 811,00;27 973 530,00;-235 719,00;-0,84
130;2;Фора-Банк;1885;Москва и обл.;27 711 440,00;26 960 761,00;750 679,00;2,78
131;2;Приморье;3001;Приморский край;27 276 122,00;26 829 027,00;447 095,00;1,67
132;2;Банк АВБ;23;Самарская обл.;26 801 645,00;26 114 825,00;686 820,00;2,63
133;-4;Мой Банк;2939;Москва и обл.;26 613 890,00;27 633 935,00;-1 020 045,00;-3,69
134;3;Левобережный;1343;Новосибирская обл.;26 007 370,00;25 480 642,00;526 728,00;2,07
135;4;М2М Прайвет Банк;1414;Москва и обл.;25 778 075,00;24 528 562,00;1 249 513,00;5,09
136;0;Москоммерцбанк;3365;Москва и обл.;25 521 958,00;25 592 602,00;-70 644,00;-0,28
137;6;БФГ-Кредит;3068;Москва и обл.;25 080 726,00;22 980 015,00;2 100 711,00;9,14
138;-3;Сведбанк;3064;Москва и обл.;24 865 249,00;25 935 727,00;-1 070 478,00;-4,13
139;-1;АМБ Банк;3036;Москва и обл.;24 642 279,00;24 925 824,00;-283 545,00;-1,14
140;1;Акибанк;2587;Татарстан;24 355 934,00;23 774 628,00;581 306,00;2,45
141;-1;МБА-Москва;3395;Москва и обл.;24 336 858,00;24 276 964,00;59 894,00;0,25
142;-12;Мир Бизнес Банк;3396;Москва и обл.;24 263 485,00;27 358 569,00;-3 095 084,00;-11,31
143;-1;Росэнергобанк;2211;Москва и обл.;24 205 467,00;23 546 726,00;658 741,00;2,80
144;1;Кредит Урал Банк;2584;Челябинская обл.;23 696 437,00;22 129 026,00;1 567 411,00;7,08
145;4;ГПБ-Ипотека;2403;Москва и обл.;23 309 096,00;21 011 048,00;2 298 048,00;10,94
146;-2;Агропромкредит;2880;Москва и обл.;22 831 379,00;22 883 034,00;-51 655,00;-0,23
147;4;Интерпрогрессбанк;600;Москва и обл.;22 283 004,00;20 952 715,00;1 330 289,00;6,35
148;0;Натиксис Банк;3390;Москва и обл.;22 165 001,00;21 283 870,00;881 131,00;4,14
149;-3;Расчетная Палата РТС;3335;Москва и обл.;22 092 416,00;21 411 028,00;681 388,00;3,18
150;0;Девон-Кредит;1972;Татарстан;21 583 805,00;21 000 603,00;583 202,00;2,78
151;-4;Солидарность;554;Самарская обл.;21 454 066,00;21 354 965,00;99 101,00;0,46
152;0;Альта-Банк;2269;Москва и обл.;21 287 436,00;20 664 398,00;623 038,00;3,02
153;3;С банк;2581;Москва и обл.;21 089 290,00;20 199 597,00;889 693,00;4,40
154;8;ПЧРБ Банк;3291;Москва и обл.;20 940 817,00;19 211 988,00;1 728 829,00;9,00
155;6;Рост;2589;Москва и обл.;20 884 060,00;19 403 651,00;1 480 409,00;7,63
156;-2;ФИА-Банк;2542;Самарская обл.;20 743 639,00;20 436 387,00;307 252,00;1,50
157;-2;БМВ Банк;3482;Москва и обл.;20 668 292,00;20 379 262,00;289 030,00;1,42
158;-1;Урал ФД;249;Пермская обл.;20 124 707,00;19 899 011,00;225 696,00;1,13
159;10;Европейский Трастовый Банк;2968;Москва и обл.;20 112 027,00;17 320 670,00;2 791 357,00;16,12
160;0;Экспобанк;2998;Москва и обл.;20 043 018,00;19 409 932,00;633 086,00;3,26
161;-8;Образование;1521;Москва и обл.;19 794 936,00;20 571 487,00;-776 551,00;-3,77
162;3;Тимер Банк;1581;Татарстан;19 364 118,00;18 412 440,00;951 678,00;5,17
163;-4;Банк Проектного Финансирования;1677;Москва и обл.;19 301 157,00;19 571 155,00;-269 998,00;-1,38
164;-1;Спурт Банк;2207;Татарстан;19 281 959,00;18 968 789,00;313 170,00;1,65
165;-7;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;19 104 631,00;19 846 928,00;-742 297,00;-3,74
166;82;Ю Би Эс Банк;3463;Москва и обл.;18 726 766,00;10 136 328,00;8 590 438,00;84,75
167;-3;Русстройбанк;3205;Москва и обл.;18 645 699,00;18 622 082,00;23 617,00;0,13
168;-1;БыстроБанк;1745;Удмуртия;18 305 147,00;17 472 205,00;832 942,00;4,77
169;3;Мосстройэкономбанк (М Банк);948;Москва и обл.;17 960 805,00;17 062 385,00;898 420,00;5,27
170;3;Огни Москвы;2328;Москва и обл.;17 907 419,00;16 850 758,00;1 056 661,00;6,27
171;0;Банк «Советский»;558;Санкт-Петербург и обл.;17 875 769,00;17 114 193,00;761 576,00;4,45
172;17;Аверс;415;Татарстан;17 832 250,00;15 240 377,00;2 591 873,00;17,01
173;-7;НОМОС-Региобанк;539;Хабаровский край;17 637 948,00;17 781 185,00;-143 237,00;-0,81
174;-6;Уралтрансбанк;812;Свердловская обл.;17 401 396,00;17 448 424,00;-47 028,00;-0,27
175;-5;Энергобанк;67;Татарстан;17 056 769,00;17 293 771,00;-237 002,00;-1,37
176;-2;ББР Банк;2929;Москва и обл.;16 984 657,00;16 746 963,00;237 694,00;1,42
177;6;Российский Кредит;324;Москва и обл.;16 766 543,00;15 434 234,00;1 332 309,00;8,63
178;-1;Инвесткапиталбанк;2377;Башкортостан;16 665 006,00;16 013 838,00;651 168,00;4,07
179;31;Форштадт;2208;Оренбургская обл.;16 123 853,00;13 785 056,00;2 338 797,00;16,97
180;2;Пойдем!;2534;Москва и обл.;16 114 079,00;15 500 980,00;613 099,00;3,96
181;0;Сетелем Банк;2168;Москва и обл.;16 111 451,00;15 640 193,00;471 258,00;3,01
182;-3;Мерседес-Бенц Банк Рус;3473;Москва и обл.;15 962 769,00;15 919 869,00;42 900,00;0,27
183;-7;Модульбанк;1927;Костромская обл.;15 951 844,00;16 075 195,00;-123 351,00;-0,77
184;-6;Норвик Банк;902;Кировская обл.;15 894 595,00;15 951 589,00;-56 994,00;-0,36
185;0;Интехбанк;2705;Татарстан;15 843 717,00;15 392 912,00;450 805,00;2,93
186;5;Фининвест;671;Москва и обл.;15 787 857,00;15 151 802,00;636 055,00;4,20
187;-12;Морской Банк;77;Москва и обл.;15 571 189,00;16 338 114,00;-766 925,00;-4,69
188;-4;НБД-Банк;1966;Нижегородская обл.;15 469 180,00;15 400 591,00;68 589,00;0,45
189;3;Алмазэргиэнбанк;2602;Саха (Якутия);15 435 924,00;15 137 992,00;297 932,00;1,97
190;-2;Легион;3117;Москва и обл.;15 374 356,00;15 320 421,00;53 935,00;0,35
191;-4;Центркомбанк;2983;Москва и обл.;15 341 348,00;15 368 391,00;-27 043,00;-0,18
192;13;МАСТ-Банк;3267;Москва и обл.;15 144 448,00;14 209 685,00;934 763,00;6,58
193;-13;Развитие-Столица;3013;Москва и обл.;15 109 101,00;15 829 739,00;-720 638,00;-4,55
194;-1;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;15 085 113,00;14 921 513,00;163 600,00;1,10
195;4;Рост Банк;2888;Татарстан;15 051 219,00;14 388 829,00;662 390,00;4,60
196;-6;Курскпромбанк;735;Курская обл.;15 033 652,00;15 230 668,00;-197 016,00;-1,29
197;-11;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;14 999 401,00;15 380 445,00;-381 044,00;-2,48
198;4;Гаранти Банк — Москва;3275;Москва и обл.;14 944 755,00;14 309 185,00;635 570,00;4,44
199;13;Тольяттихимбанк;2507;Самарская обл.;14 839 069,00;13 650 654,00;1 188 415,00;8,71
200;-2;Эллипс Банк;1950;Нижегородская обл.;14 668 907,00;14 389 221,00;279 686,00;1,94
201;2;Энерготрансбанк;1307;Калининградская обл.;14 581 221,00;14 247 593,00;333 628,00;2,34
202;36;РосинтерБанк;226;Москва и обл.;14 355 166,00;11 113 264,00;3 241 902,00;29,17
203;4;Газэнергобанк;3252;Калужская обл.;14 351 393,00;13 888 582,00;462 811,00;3,33
204;-4;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;14 318 145,00;14 376 134,00;-57 989,00;-0,40
205;3;Первомайский;518;Краснодарский край;14 190 988,00;13 843 038,00;347 950,00;2,51
206;-2;Банк ПСА Финанс Рус;3481;Москва и обл.;14 144 066,00;14 227 334,00;-83 268,00;-0,59
207;6;ВУЗ-Банк;1557;Свердловская обл.;13 978 491,00;13 471 588,00;506 903,00;3,76
208;8;АктивКапитал Банк;3006;Самарская обл.;13 721 398,00;13 102 069,00;619 329,00;4,73
209;5;АйМаниБанк;1975;Республика Алтай;13 694 418,00;13 466 211,00;228 207,00;1,69
210;-13;Гута-Банк;256;Москва и обл.;13 694 001,00;14 540 323,00;-846 322,00;-5,82
211;8;Балтика;967;Санкт-Петербург и обл.;13 606 020,00;13 041 184,00;564 836,00;4,33
212;-11;Национальная Факторинговая Компания;3437;Москва и обл.;13 604 827,00;14 338 663,00;-733 836,00;-5,12
213;-4;АйСиБиСи Банк;3475;Москва и обл.;13 532 283,00;13 825 886,00;-293 603,00;-2,12
214;11;Энергомашбанк;52;Санкт-Петербург и обл.;13 466 635,00;12 292 595,00;1 174 040,00;9,55
215;3;Александровский;53;Санкт-Петербург и обл.;13 393 899,00;13 075 166,00;318 733,00;2,44
216;-10;Ланта-Банк;1920;Москва и обл.;13 209 377,00;14 093 242,00;-883 865,00;-6,27
217;4;Гранд Инвест Банк;3053;Москва и обл.;13 098 114,00;12 677 987,00;420 127,00;3,31
218;6;Западный;2598;Москва и обл.;12 942 702,00;12 336 949,00;605 753,00;4,91
219;-23;НК Банк;2755;Москва и обл.;12 888 131,00;14 551 488,00;-1 663 357,00;-11,43
220;3;РосДорБанк;1573;Москва и обл.;12 705 660,00;12 442 128,00;263 532,00;2,12
221;-1;Финпромбанк (ФПБ Банк);2157;Москва и обл.;12 512 347,00;12 897 067,00;-384 720,00;-2,98
222;0;Квантмобайл Банк;1189;Омская обл.;12 474 135,00;12 466 682,00;7 453,00;0,06
223;45;Руснарбанк;3403;Москва и обл.;12 125 055,00;8 809 915,00;3 315 140,00;37,63
224;-7;Держава;2738;Москва и обл.;12 110 375,00;13 087 177,00;-976 802,00;-7,46
225;1;ТЭМБР-Банк;2764;Москва и обл.;11 905 690,00;12 171 475,00;-265 785,00;-2,18
226;1;Солидарность (Москва);1555;Москва и обл.;11 868 987,00;12 066 145,00;-197 158,00;-1,63
227;-12;Нацинвестпромбанк;3077;Москва и обл.;11 700 552,00;13 143 336,00;-1 442 784,00;-10,98
228;0;Алеф-Банк;2119;Москва и обл.;11 583 202,00;12 045 241,00;-462 039,00;-3,84
229;4;Интрастбанк;3144;Москва и обл.;11 546 631,00;11 682 591,00;-135 960,00;-1,16
230;5;Хлынов;254;Кировская обл.;11 451 494,00;11 263 173,00;188 321,00;1,67
231;-2;Эс-Би-Ай Банк;3185;Москва и обл.;11 279 711,00;11 866 844,00;-587 133,00;-4,95
232;-37;Аресбанк;2914;Москва и обл.;11 223 970,00;14 560 528,00;-3 336 558,00;-22,92
233;7;СтарБанк;548;Москва и обл.;11 137 019,00;11 084 677,00;52 342,00;0,47
234;-23;Углеметбанк;2997;Челябинская обл.;11 109 204,00;13 749 675,00;-2 640 471,00;-19,20
235;-4;Национальный Банк Развития Бизнеса;2795;Москва и обл.;11 100 854,00;11 762 697,00;-661 843,00;-5,63
236;-2;Расчетно-Кредитный Банк;103;Москва и обл.;10 771 432,00;11 538 591,00;-767 159,00;-6,65
237;2;Московское Ипотечное Агентство;3344;Москва и обл.;10 763 511,00;11 109 146,00;-345 635,00;-3,11
238;-44;БКС Банк;101;Новосибирская обл.;10 748 811,00;14 843 135,00;-4 094 324,00;-27,58
239;-9;Замоскворецкий;1640;Москва и обл.;10 512 185,00;11 804 204,00;-1 292 019,00;-10,95
240;-4;МАК-Банк;1088;Москва и обл.;10 372 310,00;11 228 730,00;-856 420,00;-7,63
241;2;Платежный Центр;3166;Новосибирская обл.;10 362 438,00;10 727 407,00;-364 969,00;-3,40
242;-1;Банк24.ру;2227;Свердловская обл.;10 353 057,00;10 996 695,00;-643 638,00;-5,85
243;1;Прио-Внешторгбанк;212;Рязанская обл.;10 303 522,00;10 619 740,00;-316 218,00;-2,98
244;2;ОФК Банк;2270;Москва и обл.;10 264 673,00;10 230 046,00;34 627,00;0,34
245;0;Социнвестбанк;1132;Башкортостан;10 242 184,00;10 406 287,00;-164 103,00;-1,58
246;59;Уралкапиталбанк;2519;Башкортостан;10 146 705,00;7 084 384,00;3 062 321,00;43,23
247;-5;СИАБ;3245;Санкт-Петербург и обл.;10 106 542,00;10 758 532,00;-651 990,00;-6,06
248;10;Европейский;1616;Калининградская обл.;9 925 308,00;9 455 476,00;469 832,00;4,97
249;7;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;9 899 806,00;9 582 700,00;317 106,00;3,31
250;0;Экономбанк;1319;Саратовская обл.;9 824 280,00;9 866 752,00;-42 472,00;-0,43
251;0;Денизбанк Москва;3330;Москва и обл.;9 805 156,00;9 862 431,00;-57 275,00;-0,58
252;2;БайкалБанк;2632;Бурятия;9 797 992,00;9 712 967,00;85 025,00;0,88
253;8;Башинвестбанк;2189;Башкортостан;9 774 089,00;9 336 756,00;437 333,00;4,68
254;-1;Росэксимбанк;2790;Москва и обл.;9 691 286,00;9 717 911,00;-26 625,00;-0,27
255;-18;Бэнк оф Чайна;2309;Москва и обл.;9 670 982,00;11 221 004,00;-1 550 022,00;-13,81
256;-1;Международный Банк Развития;2704;Москва и обл.;9 633 743,00;9 638 602,00;-4 859,00;-0,05
257;10;Фольксваген Банк Рус;3500;Москва и обл.;9 555 714,00;8 902 297,00;653 417,00;7,34
258;1;Банк Оренбург;3269;Оренбургская обл.;9 401 456,00;9 407 440,00;-5 984,00;-0,06
