Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Февраль, 2011, тыс. рублей;Январь, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
523;7;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 007 366,00;1 944 570,00;62 796,00;3,23
524;1;Еврокредит;2957;Москва и обл.;2 006 341,00;1 990 982,00;15 359,00;0,77
525;9;Донхлеббанк;2285;Ростовская обл.;1 973 027,00;1 927 012,00;46 015,00;2,39
526;6;Бест Эффортс Банк;435;Москва и обл.;1 963 716,00;1 933 742,00;29 974,00;1,55
527;18;Венец;524;Ульяновская обл.;1 945 153,00;1 830 664,00;114 489,00;6,25
528;1;ИК Банк;1732;Татарстан;1 937 886,00;1 982 622,00;-44 736,00;-2,26
529;10;Профессионал Банк;2471;Москва и обл.;1 928 353,00;1 903 141,00;25 212,00;1,32
530;-10;Финтрастбанк;3104;Москва и обл.;1 922 871,00;2 062 816,00;-139 945,00;-6,78
531;-82;Океан Банк;1697;Москва и обл.;1 908 349,00;2 806 041,00;-897 692,00;-31,99
532;24;Гринфилдбанк;2711;Москва и обл.;1 899 360,00;1 769 483,00;129 877,00;7,34
533;-17;Констанс-Банк;2228;Санкт-Петербург и обл.;1 899 040,00;2 082 240,00;-183 200,00;-8,80
534;13;Мой Банк. Ипотека;2436;Башкортостан;1 893 785,00;1 821 589,00;72 196,00;3,96
535;18;Костромаселькомбанк;1115;Костромская обл.;1 890 505,00;1 784 818,00;105 687,00;5,92
536;-14;Банк Расчетов и Сбережений;2617;Москва и обл.;1 885 111,00;2 020 269,00;-135 158,00;-6,69
537;-22;Новый Символ;370;Москва и обл.;1 880 406,00;2 088 335,00;-207 929,00;-9,96
538;8;ФорБанк;2063;Алтайский край;1 872 250,00;1 829 498,00;42 752,00;2,34
539;18;Липецкий Областной Банк;1794;Липецкая обл.;1 869 945,00;1 766 722,00;103 223,00;5,84
540;21;Братский АНКБ;1144;Иркутская обл.;1 862 790,00;1 741 454,00;121 336,00;6,97
541;14;Сберинвестбанк;1743;Свердловская обл.;1 847 793,00;1 778 288,00;69 505,00;3,91
542;8;Вэлтон Банк;1105;Белгородская обл.;1 847 181,00;1 792 379,00;54 802,00;3,06
543;-1;Банк Пермь;875;Пермская обл.;1 844 202,00;1 867 360,00;-23 158,00;-1,24
544;-9;Кроссинвестбанк;2849;Москва и обл.;1 843 678,00;1 920 189,00;-76 511,00;-3,98
545;43;Уралфинанс;1370;Свердловская обл.;1 841 395,00;1 559 121,00;282 274,00;18,10
546;41;Татсоцбанк;480;Татарстан;1 837 075,00;1 572 747,00;264 328,00;16,81
547;13;Новый Век;3417;Москва и обл.;1 824 258,00;1 756 788,00;67 470,00;3,84
548;29;Банк Реалист;2646;Москва и обл.;1 821 340,00;1 650 414,00;170 926,00;10,36
549;0;Форус Банк;3457;Нижегородская обл.;1 818 356,00;1 804 953,00;13 403,00;0,74
550;-6;Компания Розничного Кредитования;3385;Москва и обл.;1 817 823,00;1 840 486,00;-22 663,00;-1,23
551;-34;НБК-Банк;3283;Москва и обл.;1 808 635,00;2 079 325,00;-270 690,00;-13,02
552;24;РСКБ;2050;Москва и обл.;1 794 231,00;1 658 721,00;135 510,00;8,17
553;1;Выборг-Банк;720;Санкт-Петербург и обл.;1 791 535,00;1 784 759,00;6 776,00;0,38
554;5;Кросна-Банк;2607;Москва и обл.;1 791 061,00;1 757 294,00;33 767,00;1,92
555;-14;Стелла-Банк;2948;Ростовская обл.;1 781 789,00;1 869 829,00;-88 040,00;-4,71
556;-28;Яринтербанк;2564;Ярославская обл.;1 766 329,00;1 986 713,00;-220 384,00;-11,09
557;-38;Кредитинвест;1197;Дагестан;1 758 585,00;2 068 584,00;-309 999,00;-14,99
558;9;Резерв;2364;Челябинская обл.;1 753 284,00;1 684 789,00;68 495,00;4,07
559;-115;Крыловский;456;Краснодарский край;1 749 813,00;2 921 878,00;-1 172 065,00;-40,11
560;-8;Ренессанс;1939;Москва и обл.;1 731 544,00;1 788 883,00;-57 339,00;-3,21
561;14;Мой Банк. Новосибирск;2787;Новосибирская обл.;1 729 959,00;1 661 928,00;68 031,00;4,09
562;-11;Северный Кредит;2398;Вологодская обл.;1 726 813,00;1 791 834,00;-65 021,00;-3,63
563;100;Арксбанк;1868;Москва и обл.;1 711 778,00;1 222 322,00;489 456,00;40,04
564;31;КОР;2148;Волгоградская обл.;1 707 270,00;1 542 510,00;164 760,00;10,68
565;4;Газнефтьбанк;3223;Саратовская обл.;1 696 475,00;1 680 199,00;16 276,00;0,97
566;-55;Банк Экономический Союз;2798;Москва и обл.;1 690 485,00;2 123 434,00;-432 949,00;-20,39
567;5;Фольксваген Банк Рус;3500;Москва и обл.;1 684 106,00;1 669 393,00;14 713,00;0,88
568;15;Еврокоммерц;1777;Москва и обл.;1 680 759,00;1 605 192,00;75 567,00;4,71
569;-3;Иваново;1763;Ивановская обл.;1 666 785,00;1 714 939,00;-48 154,00;-2,81
570;0;МФБанк;3163;Москва и обл.;1 648 703,00;1 678 688,00;-29 985,00;-1,79
571;-13;Межрегионбанк;1059;Москва и обл.;1 642 398,00;1 763 377,00;-120 979,00;-6,86
572;18;Йошкар-Ола;2802;Марий Эл;1 642 284,00;1 550 385,00;91 899,00;5,93
573;12;Ринвестбанк;3262;Рязанская обл.;1 638 773,00;1 586 995,00;51 778,00;3,26
574;-10;Развитие;2729;Карачаево-Черкесия;1 634 362,00;1 723 755,00;-89 393,00;-5,19
575;7;РЕСО Кредит;3450;Москва и обл.;1 627 509,00;1 617 754,00;9 755,00;0,60
576;-13;Банк ИТБ;3128;Москва и обл.;1 619 074,00;1 724 489,00;-105 415,00;-6,11
577;-56;Невский Банк;1068;Санкт-Петербург и обл.;1 616 154,00;2 040 865,00;-424 711,00;-20,81
578;111;Межотраслевая Банковская Корпорация;3471;Москва и обл.;1 611 478,00;1 052 628,00;558 850,00;53,09
579;1;Инвестиционный Союз;637;Москва и обл.;1 599 021,00;1 625 752,00;-26 731,00;-1,64
580;-32;Эсидбанк;1991;Дагестан;1 597 157,00;1 811 429,00;-214 272,00;-11,83
581;-38;Таатта;1249;Саха (Якутия);1 592 076,00;1 840 506,00;-248 430,00;-13,50
582;14;Национальный Корпоративный Банк;3422;Москва и обл.;1 587 721,00;1 532 858,00;54 863,00;3,58
583;38;С банк;2581;Москва и обл.;1 573 524,00;1 417 066,00;156 458,00;11,04
584;-16;Владпромбанк;870;Владимирская обл.;1 571 404,00;1 682 127,00;-110 723,00;-6,58
585;17;Приско Капитал Банк;2537;Москва и обл.;1 567 354,00;1 494 241,00;73 113,00;4,89
586;8;Радиотехбанк;1166;Нижегородская обл.;1 562 538,00;1 542 523,00;20 015,00;1,30
587;-22;Мегаполис;3265;Чувашия;1 562 434,00;1 722 577,00;-160 143,00;-9,30
588;-17;Кубанский Универсальный Банк;2898;Краснодарский край;1 561 116,00;1 677 602,00;-116 486,00;-6,94
589;29;Контраст-Банк;2857;Москва и обл.;1 554 218,00;1 440 509,00;113 709,00;7,89
590;15;Мираф-Банк;2244;Омская обл.;1 550 241,00;1 481 912,00;68 329,00;4,61
591;16;Банк МБФИ;2073;Москва и обл.;1 548 324,00;1 475 847,00;72 477,00;4,91
592;7;Дом-Банк;3209;Москва и обл.;1 546 816,00;1 515 033,00;31 783,00;2,10
593;66;Сервис Резерв;2034;Москва и обл.;1 544 629,00;1 227 495,00;317 134,00;25,84
594;-5;Уральский Трастовый Банк;2523;Удмуртия;1 543 516,00;1 552 300,00;-8 784,00;-0,57
595;-17;Соколовский;2830;Москва и обл.;1 540 601,00;1 636 943,00;-96 342,00;-5,89
596;13;Пульс Столицы;3002;Москва и обл.;1 537 851,00;1 473 119,00;64 732,00;4,39
597;-18;Нальчик;695;Кабардино-Балкария;1 534 697,00;1 633 778,00;-99 081,00;-6,06
598;-58;Юнистрим;3467;Москва и обл.;1 529 250,00;1 879 192,00;-349 942,00;-18,62
599;-15;Новация;840;Адыгея;1 526 613,00;1 598 037,00;-71 424,00;-4,47
600;-7;Мобилбанк;532;Удмуртия;1 522 553,00;1 543 368,00;-20 815,00;-1,35
601;19;Приобье;537;Тюменская обл.;1 522 159,00;1 424 452,00;97 707,00;6,86
602;9;Регион;233;Ярославская обл.;1 510 307,00;1 462 428,00;47 879,00;3,27
603;3;Саратов;330;Саратовская обл.;1 509 141,00;1 478 666,00;30 475,00;2,06
604;4;Земкомбанк;574;Ростовская обл.;1 503 834,00;1 474 300,00;29 534,00;2,00
605;-32;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 498 082,00;1 667 763,00;-169 681,00;-10,17
606;10;Спутник;1071;Оренбургская обл.;1 490 680,00;1 451 418,00;39 262,00;2,71
607;-7;Объединенный Резервный Банк;937;Москва и обл.;1 488 471,00;1 508 505,00;-20 034,00;-1,33
608;-22;Межтрастбанк;2493;Москва и обл.;1 487 523,00;1 582 790,00;-95 267,00;-6,02
609;22;УИК-Банк;1300;Челябинская обл.;1 486 624,00;1 353 263,00;133 361,00;9,85
610;2;Зираат Банк;2559;Москва и обл.;1 468 275,00;1 462 361,00;5 914,00;0,40
611;-7;Михайловский ПЖСБ;2961;Волгоградская обл.;1 453 784,00;1 491 296,00;-37 512,00;-2,52
612;13;Национальный Банк Сбережений;1949;Ивановская обл.;1 451 178,00;1 391 760,00;59 418,00;4,27
613;48;Богородский;1277;Нижегородская обл.;1 425 143,00;1 224 337,00;200 806,00;16,40
614;8;Владбизнесбанк;903;Владимирская обл.;1 418 139,00;1 405 868,00;12 271,00;0,87
615;0;Татагропромбанк;728;Татарстан;1 413 939,00;1 454 149,00;-40 210,00;-2,77
616;22;Консервативный Коммерческий Банк;1087;Астраханская обл.;1 408 494,00;1 325 004,00;83 490,00;6,30
617;-20;Викинг;2;Санкт-Петербург и обл.;1 406 199,00;1 522 290,00;-116 091,00;-7,63
618;-17;Интеркапитал-Банк;2706;Мордовия;1 404 680,00;1 505 261,00;-100 581,00;-6,68
619;-9;Спиритбанк;2053;Тульская обл.;1 403 434,00;1 468 698,00;-65 264,00;-4,44
620;6;Вологдабанк;992;Вологодская обл.;1 403 402,00;1 384 557,00;18 845,00;1,36
621;-30;Современные Стандарты Бизнеса;3397;Москва и обл.;1 397 873,00;1 546 789,00;-148 916,00;-9,63
622;-5;УМ-Банк;1441;Свердловская обл.;1 396 687,00;1 445 892,00;-49 205,00;-3,40
623;24;Диг-Банк;2423;Северная Осетия — Алания;1 384 376,00;1 275 309,00;109 067,00;8,55
624;10;Ваш Личный Банк;1222;Иркутская обл.;1 384 132,00;1 344 510,00;39 622,00;2,95
625;21;Русский Трастовый Банк;1139;Москва и обл.;1 380 965,00;1 280 640,00;100 325,00;7,83
626;2;Объединенный Банк Республики;1016;Чувашия;1 374 617,00;1 374 407,00;210,00;0,02
627;-4;Столичный Кредит;2853;Москва и обл.;1 368 104,00;1 401 074,00;-32 970,00;-2,35
628;-14;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 360 299,00;1 455 920,00;-95 621,00;-6,57
629;-157;Объединенная Расчетная Система;3342;Москва и обл.;1 353 469,00;2 633 259,00;-1 279 790,00;-48,60
630;-11;Вестерн Юнион ДП Восток;2726;Москва и обл.;1 352 412,00;1 438 501,00;-86 089,00;-5,98
631;66;Байкалкредобанк;2990;Иркутская обл.;1 340 202,00;1 028 795,00;311 407,00;30,27
632;-58;Далетбанк;3049;Москва и обл.;1 335 493,00;1 664 352,00;-328 859,00;-19,76
633;-4;Охотный Ряд;3375;Москва и обл.;1 332 600,00;1 363 961,00;-31 361,00;-2,30
634;3;Старооскольский Агропромбанк;1050;Белгородская обл.;1 322 815,00;1 327 358,00;-4 543,00;-0,34
635;-37;Финансово-Промышленный Капитал;3295;Москва и обл.;1 321 346,00;1 515 799,00;-194 453,00;-12,83
636;-1;Нарат;1902;Саратовская обл.;1 307 686,00;1 329 798,00;-22 112,00;-1,66
637;4;Навигатор;2469;Москва и обл.;1 303 433,00;1 314 408,00;-10 975,00;-0,83
638;54;Сталь Банк;2248;Москва и обл.;1 297 763,00;1 041 940,00;255 823,00;24,55
639;0;Великие Луки Банк;598;Псковская обл.;1 296 896,00;1 322 370,00;-25 474,00;-1,93
640;9;Нерюнгрибанк;825;Саха (Якутия);1 293 919,00;1 270 759,00;23 160,00;1,82
641;3;Единственный;3187;Москва и обл.;1 289 785,00;1 304 596,00;-14 811,00;-1,14
642;-18;Златкомбанк;568;Москва и обл.;1 289 047,00;1 398 314,00;-109 267,00;-7,81
643;22;Приполярком;507;Тюменская обл.;1 286 866,00;1 204 974,00;81 892,00;6,80
644;20;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 286 608,00;1 210 916,00;75 692,00;6,25
645;-5;Тандем;1951;Москва и обл.;1 283 421,00;1 315 566,00;-32 145,00;-2,44
646;9;Геленджик-Банк;790;Краснодарский край;1 275 652,00;1 242 741,00;32 911,00;2,65
647;-4;Бенифит-Банк;3229;Москва и обл.;1 273 834,00;1 308 972,00;-35 138,00;-2,68
648;10;Екатерининский;2167;Москва и обл.;1 271 624,00;1 235 252,00;36 372,00;2,94
649;-57;Банк РМП;2574;Москва и обл.;1 269 668,00;1 546 370,00;-276 702,00;-17,89
650;-2;Рабобанк;3488;Москва и обл.;1 267 683,00;1 273 854,00;-6 171,00;-0,48
651;-24;Республиканский Кредитный Альянс;3017;Москва и обл.;1 267 106,00;1 382 438,00;-115 332,00;-8,34
652;77;Максима;3379;Москва и обл.;1 251 856,00;887 764,00;364 092,00;41,01
653;-3;ИпоТек Банк — Северо-Западный филиал;0;Россия;1 247 466,00;1 262 729,00;-15 263,00;-1,21
654;-3;Башпромбанк;1006;Башкортостан;1 245 705,00;1 255 808,00;-10 103,00;-0,80
655;11;Пурпе;709;Тюменская обл.;1 244 613,00;1 203 110,00;41 503,00;3,45
656;-23;Холмск;503;Сахалинская обл.;1 242 852,00;1 350 540,00;-107 688,00;-7,97
657;13;Сембанк;2606;Москва и обл.;1 242 304,00;1 187 577,00;54 727,00;4,61
658;-2;Арт-Банк;2779;Северная Осетия — Алания;1 230 248,00;1 242 319,00;-12 071,00;-0,97
659;-5;БСТ-Банк;2883;Кемеровская обл.;1 224 002,00;1 244 010,00;-20 008,00;-1,61
660;14;Новый Кредитный Союз;3139;Москва и обл.;1 223 385,00;1 157 359,00;66 026,00;5,70
661;-58;Азимут;3154;Москва и обл.;1 221 864,00;1 493 441,00;-271 577,00;-18,18
662;-20;Элита;1399;Калужская обл.;1 218 843,00;1 309 930,00;-91 087,00;-6,95
663;5;Яндекс Банк;3027;Москва и обл.;1 217 189,00;1 193 193,00;23 996,00;2,01
664;118;Вестинтербанк;3398;Москва и обл.;1 200 544,00;668 327,00;532 217,00;79,63
665;-52;Витязь;2890;Москва и обл.;1 182 436,00;1 460 182,00;-277 746,00;-19,02
666;-30;Местный Кредит;3370;Москва и обл.;1 175 822,00;1 329 532,00;-153 710,00;-11,56
667;11;Метрополь;1639;Москва и обл.;1 171 087,00;1 110 725,00;60 362,00;5,43
668;4;Флора-Москва;533;Москва и обл.;1 171 063,00;1 166 423,00;4 640,00;0,40
669;-9;Эльбин;2267;Дагестан;1 167 483,00;1 225 028,00;-57 545,00;-4,70
670;-25;Интеркоопбанк;2803;Москва и обл.;1 161 639,00;1 283 615,00;-121 976,00;-9,50
671;-9;Металлург;2877;Москва и обл.;1 155 129,00;1 223 060,00;-67 931,00;-5,55
672;5;Трастовый Республиканский Банк;3404;Москва и обл.;1 155 027,00;1 139 264,00;15 763,00;1,38
673;-4;Эргобанк;2856;Москва и обл.;1 152 908,00;1 191 850,00;-38 942,00;-3,27
674;20;Военно-Промышленный Банк;3065;Москва и обл.;1 150 370,00;1 040 915,00;109 455,00;10,52
675;4;ГринКомБанк;1184;Иркутская обл.;1 135 984,00;1 106 160,00;29 824,00;2,70
676;9;Апабанк;2404;Москва и обл.;1 130 374,00;1 071 537,00;58 837,00;5,49
677;-20;Новый Промышленный Банк;930;Москва и обл.;1 127 927,00;1 238 981,00;-111 054,00;-8,96
678;-46;Центрально-Азиатский;3037;Хакасия;1 112 704,00;1 353 143,00;-240 439,00;-17,77
679;24;Мострансбанк;2258;Москва и обл.;1 108 320,00;1 005 134,00;103 186,00;10,27
680;-9;КИП-Банк;2843;Москва и обл.;1 096 604,00;1 167 422,00;-70 818,00;-6,07
681;9;Народный Доверительный Банк;2374;Москва и обл.;1 093 811,00;1 047 876,00;45 935,00;4,38
682;16;Калуга;1151;Калужская обл.;1 091 122,00;1 026 858,00;64 264,00;6,26
683;-8;РТС-Банк;3401;Самарская обл.;1 089 874,00;1 156 123,00;-66 249,00;-5,73
684;-2;Промсельхозбанк;538;Москва и обл.;1 089 183,00;1 096 133,00;-6 950,00;-0,63
685;-9;Риал-Кредит;3393;Москва и обл.;1 086 431,00;1 154 628,00;-68 197,00;-5,91
686;-5;Богородский Муниципальный Банк;2992;Москва и обл.;1 081 075,00;1 097 075,00;-16 000,00;-1,46
687;-20;Торговый Городской Банк;3180;Тверская обл.;1 078 017,00;1 199 195,00;-121 178,00;-10,10
688;-4;Бумеранг;1002;Вологодская обл.;1 061 671,00;1 081 357,00;-19 686,00;-1,82
689;63;Москва;1661;Москва и обл.;1 056 250,00;806 975,00;249 275,00;30,89
690;119;МС Банк Рус;2789;Москва и обл.;1 054 377,00;593 914,00;460 463,00;77,53
691;4;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;1 038 121,00;1 040 549,00;-2 428,00;-0,23
692;15;Дон-Тексбанк;1818;Ростовская обл.;1 037 162,00;992 013,00;45 149,00;4,55
693;18;Русский Национальный Банк;469;Ростовская обл.;1 034 474,00;977 040,00;57 434,00;5,88
694;-14;Унифондбанк;3416;Москва и обл.;1 032 005,00;1 103 099,00;-71 094,00;-6,44
695;9;Инбанк;1829;Москва и обл.;1 029 047,00;1 000 541,00;28 506,00;2,85
696;-8;Радиан;1675;Иркутская обл.;1 026 291,00;1 061 635,00;-35 344,00;-3,33
697;-11;Примтеркомбанк;21;Приморский край;1 025 254,00;1 065 770,00;-40 516,00;-3,80
698;12;Саммит Банк;85;Приморский край;1 022 981,00;985 943,00;37 038,00;3,76
699;-118;Смартбанк;3408;Москва и обл.;1 021 876,00;1 618 949,00;-597 073,00;-36,88
700;-27;Регионфинансбанк;3357;Москва и обл.;1 019 331,00;1 159 476,00;-140 145,00;-12,09
701;17;Крона-Банк;2499;Иркутская обл.;1 017 744,00;957 682,00;60 062,00;6,27
702;74;Неополис-Банк;2809;Москва и обл.;1 005 133,00;689 902,00;315 231,00;45,69
703;-73;Новое Время;3492;Москва и обл.;1 002 527,00;1 363 227,00;-360 700,00;-26,46
704;-2;Проинвестбанк;784;Пермская обл.;998 636,00;1 006 999,00;-8 363,00;-0,83
705;9;Стройиндбанк;155;Москва и обл.;993 860,00;972 060,00;21 800,00;2,24
706;-1;Тексбанк;2756;Карачаево-Черкесия;985 937,00;995 858,00;-9 921,00;-1,00
707;1;Евразийский Банк;969;Забайкальский край;982 844,00;991 595,00;-8 751,00;-0,88
708;12;Сибэс;208;Омская обл.;980 456,00;953 863,00;26 593,00;2,79
709;-22;Ганзакомбанк;1734;Санкт-Петербург и обл.;978 309,00;1 063 588,00;-85 279,00;-8,02
710;14;Онего;2484;Карелия;977 621,00;905 702,00;71 919,00;7,94
711;-2;Межрегиональный Клиринговый Банк;2543;Москва и обл.;975 691,00;989 342,00;-13 651,00;-1,38
712;-11;Аскания Траст;286;Москва и обл.;972 209,00;1 009 652,00;-37 443,00;-3,71
713;6;Вэлкомбанк;589;Ставропольский край;966 854,00;957 162,00;9 692,00;1,01
714;-14;Рублевский;2192;Москва и обл.;965 925,00;1 014 512,00;-48 587,00;-4,79
715;-3;Ноосфера;2650;Республика Алтай;956 197,00;974 483,00;-18 286,00;-1,88
716;1;Майкопбанк;1136;Адыгея;948 176,00;962 356,00;-14 180,00;-1,47
717;28;Канский;860;Красноярский край;940 096,00;846 717,00;93 379,00;11,03
718;-12;Руна-Банк;3207;Москва и обл.;936 738,00;992 861,00;-56 123,00;-5,65
719;-28;Кемсоцинбанк;96;Кемеровская обл.;931 175,00;1 046 867,00;-115 692,00;-11,05
720;2;Синергия;2884;Саратовская обл.;930 574,00;918 207,00;12 367,00;1,35
721;9;Северинвестбанк;2264;Белгородская обл.;923 672,00;887 517,00;36 155,00;4,07
722;-9;Жилкредит;1736;Москва и обл.;919 337,00;972 297,00;-52 960,00;-5,45
723;-24;Агора;3231;Москва и обл.;917 048,00;1 019 323,00;-102 275,00;-10,03
724;12;Финанс Бизнес Банк;520;Краснодарский край;916 787,00;874 109,00;42 678,00;4,88
725;10;Верхне-Волжский Нефтебанк;3033;Нижегородская обл.;916 196,00;877 918,00;38 278,00;4,36
726;-33;Московский Вексельный Банк;2697;Москва и обл.;913 817,00;1 041 800,00;-127 983,00;-12,28
727;-2;Агроинкомбанк;1946;Астраханская обл.;910 067,00;901 032,00;9 035,00;1,00
728;-2;Алтынбанк;2070;Татарстан;907 184,00;896 623,00;10 561,00;1,18
729;43;РФИ Банк;3351;Москва и обл.;901 317,00;713 618,00;187 699,00;26,30
730;-3;Верхневолжский;1084;Ярославская обл.;901 308,00;894 117,00;7 191,00;0,80
731;-3;Банкирский Дом;2928;Санкт-Петербург и обл.;896 300,00;892 936,00;3 364,00;0,38
732;-9;Тайм Банк;3120;Москва и обл.;896 052,00;913 962,00;-17 910,00;-1,96
733;6;Объединенный Капитал;2611;Санкт-Петербург и обл.;893 433,00;862 895,00;30 538,00;3,54
734;8;Кредитимпэкс Банк;2037;Москва и обл.;893 162,00;854 138,00;39 024,00;4,57
735;8;БВА Банк;1684;Москва и обл.;889 534,00;853 823,00;35 711,00;4,18
736;8;ЕАТП Банк;1765;Астраханская обл.;885 710,00;851 513,00;34 197,00;4,02
737;-22;Церих;2627;Москва и обл.;885 370,00;965 915,00;-80 545,00;-8,34
738;-6;Первоуральскбанк;965;Свердловская обл.;871 236,00;884 316,00;-13 080,00;-1,48
739;-18;Анелик РУ;3443;Москва и обл.;865 339,00;935 271,00;-69 932,00;-7,48
740;-7;Сельмашбанк;106;Ростовская обл.;851 219,00;882 638,00;-31 419,00;-3,56
741;10;Бузулукбанк;1282;Оренбургская обл.;847 938,00;813 330,00;34 608,00;4,26
742;27;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;845 805,00;723 096,00;122 709,00;16,97
743;4;Далена Банк;1948;Москва и обл.;843 902,00;841 313,00;2 589,00;0,31
744;76;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;843 491,00;562 821,00;280 670,00;49,87
745;-4;Первый Дортрансбанк;3271;Кировская обл.;837 838,00;854 454,00;-16 616,00;-1,94
746;-15;Спецстройбанк;236;Москва и обл.;836 530,00;885 807,00;-49 277,00;-5,56
747;2;Инвест-Экобанк;1956;Санкт-Петербург и обл.;825 491,00;831 648,00;-6 157,00;-0,74
748;-10;Сургутский Центральный Коммерческий Банк;684;Тюменская обл.;822 025,00;869 548,00;-47 523,00;-5,47
749;8;Булгар Банк;1917;Татарстан;812 199,00;780 660,00;31 539,00;4,04
750;-2;Кетовский Коммерческий Банк;842;Курганская обл.;802 047,00;836 351,00;-34 304,00;-4,10
751;11;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;801 042,00;748 350,00;52 692,00;7,04
752;2;Динамичные Системы;3439;Москва и обл.;800 669,00;787 221,00;13 448,00;1,71
753;-19;Международный Расчетный Банк;3028;Москва и обл.;799 133,00;879 476,00;-80 343,00;-9,14
754;-1;Почта Банк;650;Брянская обл.;793 613,00;795 352,00;-1 739,00;-0,22
755;0;Смолевич;1121;Смоленская обл.;789 798,00;785 537,00;4 261,00;0,54
756;-6;Аделантбанк;1835;Москва и обл.;788 569,00;818 294,00;-29 725,00;-3,63
757;-41;Содружество;2923;Москва и обл.;784 751,00;965 599,00;-180 848,00;-18,73
758;-21;Одинбанк;3197;Москва и обл.;782 924,00;872 653,00;-89 729,00;-10,28
759;14;Химик;1114;Нижегородская обл.;780 302,00;704 924,00;75 378,00;10,69
760;7;Жилстройбанк;2769;Москва и обл.;776 337,00;736 610,00;39 727,00;5,39
761;3;Конфидэнс Банк;970;Костромская обл.;776 206,00;745 912,00;30 294,00;4,06
762;-16;Эко-Инвест;3116;Москва и обл.;772 370,00;842 952,00;-70 582,00;-8,37
763;60;Первый Клиентский Банк;3436;Москва и обл.;764 059,00;560 920,00;203 139,00;36,22
764;-5;Почтобанк;1788;Пермская обл.;759 996,00;759 657,00;339,00;0,04
765;-9;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;759 952,00;783 528,00;-23 576,00;-3,01
766;2;Симбирск;653;Ульяновская обл.;755 362,00;725 354,00;30 008,00;4,14
767;-9;Трансэнергобанк;3106;Дагестан;734 503,00;763 691,00;-29 188,00;-3,82
768;-5;Месед;184;Дагестан;731 764,00;746 800,00;-15 036,00;-2,01
769;11;Кредит Экспресс;3186;Ростовская обл.;729 793,00;670 653,00;59 140,00;8,82
770;4;Турбобанк;3203;Санкт-Петербург и обл.;725 961,00;702 079,00;23 882,00;3,40
771;-119;Славянбанк;804;Новгородская обл.;724 718,00;1 246 260,00;-521 542,00;-41,85
772;-1;Тетраполис;1586;Санкт-Петербург и обл.;714 495,00;714 556,00;-61,00;-0,01
773;-33;Балаково-Банк;444;Саратовская обл.;712 885,00;860 205,00;-147 320,00;-17,13
774;-13;МТИ Банк;1052;Москва и обл.;711 816,00;758 199,00;-46 383,00;-6,12
775;4;Финарс Банк;2938;Москва и обл.;709 764,00;676 926,00;32 838,00;4,85
776;-6;Бизнес для Бизнеса;1060;Чувашия;708 577,00;716 011,00;-7 434,00;-1,04
777;-11;Объединенный Кредитный Банк;1118;Владимирская обл.;704 215,00;739 475,00;-35 260,00;-4,77
778;-18;Коммерческий Банк Развития;3364;Москва и обл.;703 316,00;759 468,00;-56 152,00;-7,39
779;6;Курган;2568;Курганская обл.;702 630,00;648 252,00;54 378,00;8,39
780;16;Центрально-Европейский Банк;2670;Москва и обл.;687 667,00;624 628,00;63 039,00;10,09
781;-6;Ратибор-Банк;2174;Москва и обл.;684 436,00;696 153,00;-11 717,00;-1,68
782;-5;Атлас Банк;3477;Москва и обл.;679 295,00;685 219,00;-5 924,00;-0,86
783;32;Академический Русский Банк;622;Москва и обл.;672 255,00;573 620,00;98 635,00;17,20
784;35;Мико-Банк;3195;Москва и обл.;666 023,00;563 145,00;102 878,00;18,27
785;4;Центр Межбанковских Расчетов;3400;Москва и обл.;663 110,00;630 617,00;32 493,00;5,15
786;-133;Арсенал;3000;Москва и обл.;661 224,00;1 244 116,00;-582 892,00;-46,85
787;-1;Камчатка;2966;Камчатская обл.;658 345,00;643 908,00;14 437,00;2,24
788;11;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;653 931,00;619 833,00;34 098,00;5,50
789;6;Акцент;696;Оренбургская обл.;641 100,00;626 839,00;14 261,00;2,28
790;1;Арзамас;1281;Нижегородская обл.;630 219,00;630 213,00;6,00;0,00
791;-7;Взаимодействие;1704;Новосибирская обл.;623 172,00;651 790,00;-28 618,00;-4,39
792;32;Элекснет;3314;Москва и обл.;621 565,00;557 956,00;63 609,00;11,40
793;-15;Прайм Финанс;2758;Санкт-Петербург и обл.;621 377,00;677 809,00;-56 432,00;-8,33
794;8;Мурманский Расчетный Центр;3341;Мурманская обл.;619 927,00;611 931,00;7 996,00;1,31
795;-7;РусьРегионБанк;685;Москва и обл.;616 670,00;635 163,00;-18 493,00;-2,91
796;-15;Ресурс-Траст;3122;Москва и обл.;616 194,00;670 303,00;-54 109,00;-8,07
