Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Сентябрь, 2020, тыс. рублей;Август, 2020, тыс. рублей;Изменение, тыс. рублей;Изменение, %
91;10;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;59 503 173,00;48 472 020,00;11 031 153,00;22,76
92;-1;Челиндбанк;485;Челябинская обл.;59 400 890,00;58 181 743,00;1 219 147,00;2,10
93;0;Объединенный Капитал;2611;Санкт-Петербург и обл.;58 720 435,00;55 718 384,00;3 002 051,00;5,39
94;0;Генбанк;2490;Симферополь;56 407 970,00;55 190 562,00;1 217 408,00;2,21
95;7;Дж. П. Морган Банк;2629;Москва и обл.;55 380 845,00;48 406 219,00;6 974 626,00;14,41
96;2;Энерготрансбанк;1307;Калининградская обл.;54 298 759,00;50 216 503,00;4 082 256,00;8,13
97;-1;БМВ Банк;3482;Москва и обл.;53 196 608,00;52 664 325,00;532 283,00;1,01
98;-6;Нордеа Банк;3016;Москва и обл.;51 742 086,00;57 502 089,00;-5 760 003,00;-10,02
99;-4;Международный Финансовый Клуб;2618;Москва и обл.;51 085 014,00;53 489 751,00;-2 404 737,00;-4,50
100;-1;Платежный Центр;3166;Новосибирская обл.;50 415 225,00;49 758 712,00;656 513,00;1,32
101;-1;Киви Банк;2241;Москва и обл.;48 906 218,00;49 008 389,00;-102 171,00;-0,21
102;1;Бэнк оф Чайна;2309;Москва и обл.;48 304 793,00;47 295 645,00;1 009 148,00;2,13
103;2;Саровбизнесбанк;2048;Нижегородская обл.;45 409 509,00;46 357 727,00;-948 218,00;-2,05
104;2;Фольксваген Банк Рус;3500;Москва и обл.;45 272 583,00;44 721 924,00;550 659,00;1,23
105;-8;Голдман Сакс Банк;3490;Москва и обл.;44 594 884,00;50 725 597,00;-6 130 713,00;-12,09
106;29;Татсоцбанк;480;Татарстан;42 689 844,00;22 900 164,00;19 789 680,00;86,42
107;10;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;41 978 649,00;32 908 212,00;9 070 437,00;27,56
108;0;Дальневосточный Банк;843;Приморский край;41 719 053,00;40 213 221,00;1 505 832,00;3,74
109;2;Кредит Урал Банк;2584;Челябинская обл.;40 924 988,00;39 255 395,00;1 669 593,00;4,25
110;-1;Интерпрогрессбанк;600;Москва и обл.;40 649 152,00;40 103 517,00;545 635,00;1,36
111;-4;Кольцо Урала;65;Свердловская обл.;38 957 260,00;40 269 920,00;-1 312 660,00;-3,26
112;-2;Аресбанк;2914;Москва и обл.;37 539 700,00;39 967 215,00;-2 427 515,00;-6,07
113;0;Приморье;3001;Приморский край;37 257 640,00;36 674 399,00;583 241,00;1,59
114;-2;БыстроБанк;1745;Удмуртия;36 240 090,00;39 092 033,00;-2 851 943,00;-7,30
115;-31;Банк Кредит Свисс;2494;Москва и обл.;35 337 316,00;67 823 798,00;-32 486 482,00;-47,90
116;5;Ланта-Банк;1920;Москва и обл.;34 382 008,00;31 345 003,00;3 037 005,00;9,69
117;-2;Национальный Стандарт;3421;Москва и обл.;33 908 083,00;33 338 419,00;569 664,00;1,71
118;-4;Квантмобайл Банк;1189;Москва и обл.;33 845 849,00;34 618 833,00;-772 984,00;-2,23
119;-1;Держава;2738;Москва и обл.;32 297 619,00;32 607 499,00;-309 880,00;-0,95
120;-4;Алмазэргиэнбанк;2602;Саха (Якутия);32 241 203,00;32 957 375,00;-716 172,00;-2,17
121;-1;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;31 741 661,00;32 119 011,00;-377 350,00;-1,17
122;1;НС Банк;3124;Москва и обл.;31 643 686,00;30 968 928,00;674 758,00;2,18
123;-1;МС Банк Рус;2789;Москва и обл.;31 559 002,00;31 315 060,00;243 942,00;0,78
124;0;Чайна Констракшн;3515;Москва и обл.;31 177 621,00;29 431 646,00;1 745 975,00;5,93
125;-6;Натиксис Банк;3390;Москва и обл.;30 143 287,00;32 163 922,00;-2 020 635,00;-6,28
126;-1;Мерседес-Бенц Банк Рус;3473;Москва и обл.;28 798 216,00;28 533 712,00;264 504,00;0,93
127;-1;Хлынов;254;Кировская обл.;28 120 040,00;27 938 517,00;181 523,00;0,65
128;0;Акибанк;2587;Татарстан;26 438 745,00;25 669 357,00;769 388,00;3,00
129;-2;Экономбанк;1319;Саратовская обл.;26 417 999,00;26 427 983,00;-9 984,00;-0,04
130;1;Москоммерцбанк;3365;Москва и обл.;25 484 407,00;25 064 945,00;419 462,00;1,67
131;1;Урал ФД;249;Пермская обл.;25 123 994,00;24 807 234,00;316 760,00;1,28
132;2;Ури Банк;3479;Москва и обл.;25 020 307,00;23 238 652,00;1 781 655,00;7,67
133;-4;Энергобанк;67;Татарстан;24 985 567,00;25 105 161,00;-119 594,00;-0,48
134;-4;Интерпромбанк;3266;Москва и обл.;24 558 389,00;25 100 713,00;-542 324,00;-2,16
135;1;Модульбанк;1927;Костромская обл.;24 162 214,00;22 771 888,00;1 390 326,00;6,11
136;-3;НБД-Банк;1966;Нижегородская обл.;24 043 400,00;23 566 285,00;477 115,00;2,02
137;1;Денизбанк Москва;3330;Москва и обл.;24 032 025,00;22 572 670,00;1 459 355,00;6,47
138;1;Развитие-Столица;3013;Москва и обл.;22 078 051,00;21 279 578,00;798 473,00;3,75
139;-2;Джей энд Ти Банк;3061;Москва и обл.;21 939 746,00;22 734 332,00;-794 586,00;-3,50
140;0;Тольяттихимбанк;2507;Самарская обл.;21 756 545,00;21 050 408,00;706 137,00;3,35
141;1;РосДорБанк;1573;Москва и обл.;21 346 116,00;20 753 710,00;592 406,00;2,85
142;2;Банк Акцепт;567;Новосибирская обл.;20 770 773,00;20 399 993,00;370 780,00;1,82
143;-2;РЕСО Кредит;3450;Москва и обл.;20 481 101,00;20 850 161,00;-369 060,00;-1,77
144;-1;Пойдем!;2534;Москва и обл.;20 459 200,00;20 489 853,00;-30 653,00;-0,15
145;3;Консервативный Коммерческий Банк;1087;Астраханская обл.;20 026 662,00;19 299 079,00;727 583,00;3,77
146;3;Реалист Банк;1067;Москва и обл.;19 330 671,00;19 230 454,00;100 217,00;0,52
147;0;Агропромкредит;2880;Москва и обл.;19 303 698,00;19 552 881,00;-249 183,00;-1,27
148;-3;Инбанк;1829;Москва и обл.;19 199 887,00;20 262 040,00;-1 062 153,00;-5,24
149;1;Прио-Внешторгбанк;212;Рязанская обл.;19 112 777,00;18 788 063,00;324 714,00;1,73
150;-4;Кошелев-Банк;3300;Самарская обл.;19 094 296,00;19 578 772,00;-484 476,00;-2,47
151;1;Алеф-Банк;2119;Москва и обл.;19 092 668,00;17 916 202,00;1 176 466,00;6,57
152;2;ЮMoney;3510;Россия;18 726 161,00;17 644 693,00;1 081 468,00;6,13
153;9;Автоторгбанк;2776;Москва и обл.;18 253 433,00;16 069 528,00;2 183 905,00;13,59
154;-3;Александровский;53;Санкт-Петербург и обл.;18 125 524,00;18 053 812,00;71 712,00;0,40
155;1;Энергомашбанк;52;Санкт-Петербург и обл.;18 102 204,00;17 419 328,00;682 876,00;3,92
156;-1;Норвик Банк;902;Кировская обл.;17 935 154,00;17 581 857,00;353 297,00;2,01
157;1;Морской Банк;77;Москва и обл.;17 765 677,00;17 242 117,00;523 560,00;3,04
158;-5;Банк Оренбург;3269;Оренбургская обл.;17 609 035,00;17 644 792,00;-35 757,00;-0,20
159;1;НК Банк;2755;Москва и обл.;17 472 281,00;16 281 067,00;1 191 214,00;7,32
160;-1;Эс-Би-Ай Банк;3185;Москва и обл.;16 668 824,00;16 766 866,00;-98 042,00;-0,58
161;0;Форштадт;2208;Оренбургская обл.;16 425 439,00;16 155 448,00;269 991,00;1,67
162;8;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;15 740 323,00;13 321 223,00;2 419 100,00;18,16
163;0;Промтрансбанк;2638;Башкортостан;15 700 672,00;15 711 840,00;-11 168,00;-0,07
164;0;Ишбанк;2867;Москва и обл.;15 109 974,00;14 823 142,00;286 832,00;1,94
165;0;Финанс Бизнес Банк;520;Москва и обл.;14 310 725,00;14 503 553,00;-192 828,00;-1,33
166;5;Нацинвестпромбанк;3077;Москва и обл.;13 905 407,00;13 216 320,00;689 087,00;5,21
167;2;Национальный Резервный Банк;2170;Москва и обл.;13 673 133,00;13 464 921,00;208 212,00;1,55
168;-2;Гарант-Инвест;2576;Москва и обл.;13 513 368,00;13 614 731,00;-101 363,00;-0,74
169;-2;Банк Казани;708;Татарстан;13 332 392,00;13 572 051,00;-239 659,00;-1,77
170;-2;Чайнасельхозбанк;3529;Москва и обл.;13 328 499,00;13 479 145,00;-150 646,00;-1,12
171;8;Банк Фридом Финанс;1143;Москва и обл.;13 108 529,00;11 336 671,00;1 771 858,00;15,63
172;3;НИКО-Банк;702;Оренбургская обл.;13 032 620,00;12 688 570,00;344 050,00;2,71
173;-1;Датабанк;646;Удмуртия;13 020 096,00;13 211 864,00;-191 768,00;-1,45
174;0;Юг-Инвестбанк;2772;Краснодарский край;12 751 918,00;12 693 113,00;58 805,00;0,46
175;-2;Банк Раунд;2506;Москва и обл.;12 522 364,00;13 141 773,00;-619 409,00;-4,71
176;0;КС Банк;1752;Мордовия;12 311 292,00;12 651 403,00;-340 111,00;-2,69
177;5;Национальная Факторинговая Компания;3437;Москва и обл.;12 257 608,00;11 161 827,00;1 095 781,00;9,82
178;-1;Снежинский;1376;Челябинская обл.;11 899 454,00;11 820 501,00;78 953,00;0,67
179;2;Актив Банк;2529;Мордовия;11 558 570,00;11 238 268,00;320 302,00;2,85
180;33;Ю Би Эс Банк;3463;Москва и обл.;11 423 994,00;6 809 582,00;4 614 412,00;67,76
181;-1;Русьуниверсалбанк;3293;Москва и обл.;11 419 441,00;11 267 608,00;151 833,00;1,35
182;-4;ТЭМБР-Банк;2764;Москва и обл.;11 283 021,00;11 365 039,00;-82 018,00;-0,72
183;0;Банк Жилищного Финансирования;3138;Москва и обл.;11 229 583,00;11 112 772,00;116 811,00;1,05
184;0;Руснарбанк;3403;Москва и обл.;11 050 825,00;10 853 117,00;197 708,00;1,82
185;0;Финам Банк;2799;Москва и обл.;10 565 791,00;10 709 210,00;-143 419,00;-1,34
186;5;Итуруп;2390;Сахалинская обл.;10 557 600,00;9 576 091,00;981 509,00;10,25
187;0;Екатеринбург;3161;Свердловская обл.;10 420 578,00;10 636 061,00;-215 483,00;-2,03
188;0;Солид Банк;1329;Приморский край;10 173 364,00;10 384 909,00;-211 545,00;-2,04
189;0;Банк БКФ;2684;Москва и обл.;10 069 757,00;10 196 530,00;-126 773,00;-1,24
190;2;Нефтепромбанк;2156;Москва и обл.;9 761 689,00;9 366 907,00;394 782,00;4,21
191;-5;Собинбанк;1317;Москва и обл.;9 574 359,00;10 708 422,00;-1 134 063,00;-10,59
192;1;Хакасский Муниципальный Банк;1049;Хакасия;9 355 141,00;9 078 074,00;277 067,00;3,05
193;4;Зираат Банк;2559;Москва и обл.;9 258 599,00;8 916 025,00;342 574,00;3,84
194;0;Томскпромстройбанк;1720;Томская обл.;9 201 211,00;9 077 667,00;123 544,00;1,36
195;1;Нейва;1293;Свердловская обл.;9 127 274,00;8 983 933,00;143 341,00;1,60
196;-6;Ростфинанс;481;Ростовская обл.;9 092 051,00;9 678 765,00;-586 714,00;-6,06
197;1;Новобанк;1352;Новгородская обл.;9 073 329,00;8 811 368,00;261 961,00;2,97
198;1;Белгородсоцбанк;760;Белгородская обл.;8 645 404,00;8 482 797,00;162 607,00;1,92
199;3;Углеметбанк;2997;Челябинская обл.;8 602 020,00;7 937 668,00;664 352,00;8,37
200;-5;Инкахран;3454;Москва и обл.;8 476 287,00;9 001 294,00;-525 007,00;-5,83
201;2;Сити Инвест Банк;3194;Санкт-Петербург и обл.;8 250 156,00;7 850 600,00;399 556,00;5,09
202;2;Трансстройбанк;2807;Москва и обл.;8 219 868,00;7 794 908,00;424 960,00;5,45
203;-3;МБА-Москва;3395;Москва и обл.;8 099 349,00;8 017 245,00;82 104,00;1,02
204;-3;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 994 638,00;7 975 473,00;19 165,00;0,24
205;42;Бест Эффортс Банк;435;Москва и обл.;7 879 103,00;4 011 662,00;3 867 441,00;96,40
206;-1;Северный Народный Банк;2721;Коми;7 828 904,00;7 678 361,00;150 543,00;1,96
207;1;Банк Оранжевый;1659;Санкт-Петербург и обл.;7 602 554,00;7 349 246,00;253 308,00;3,45
208;-1;Ставропольпромстройбанк;1288;Ставропольский край;7 584 722,00;7 411 283,00;173 439,00;2,34
209;3;Черноморский банк развития и реконструкции;3527;Симферополь;7 514 300,00;6 975 191,00;539 109,00;7,73
210;-4;Агророс;2860;Саратовская обл.;7 475 469,00;7 473 858,00;1 611,00;0,02
211;-2;Сибсоцбанк;2015;Алтайский край;7 457 664,00;7 293 152,00;164 512,00;2,26
212;-2;Славия;2664;Москва и обл.;7 454 543,00;7 246 230,00;208 313,00;2,87
213;-2;Гута-Банк;256;Москва и обл.;7 400 459,00;7 067 292,00;333 167,00;4,71
214;5;Азия-Инвест Банк;3303;Москва и обл.;6 881 510,00;6 152 803,00;728 707,00;11,84
215;0;Кузнецкий;609;Пензенская обл.;6 865 599,00;6 746 093,00;119 506,00;1,77
216;0;Венец;524;Ульяновская обл.;6 660 310,00;6 692 853,00;-32 543,00;-0,49
217;0;Горбанк;2982;Санкт-Петербург и обл.;6 640 403,00;6 364 349,00;276 054,00;4,34
218;-4;Земский Банк;2900;Самарская обл.;6 552 184,00;6 753 025,00;-200 841,00;-2,97
219;-1;Автоградбанк;1455;Татарстан;6 307 578,00;6 323 700,00;-16 122,00;-0,25
220;0;ФорБанк;2063;Москва и обл.;6 303 324,00;6 128 584,00;174 740,00;2,85
221;4;Коммерческий Индо Банк;3446;Москва и обл.;6 203 267,00;5 740 693,00;462 574,00;8,06
222;0;Енисейский Объединенный Банк;2645;Красноярский край;5 968 785,00;6 070 675,00;-101 890,00;-1,68
223;-2;Индустриальный Сберегательный Банк;3175;Москва и обл.;5 925 208,00;6 118 262,00;-193 054,00;-3,16
224;-1;Газтрансбанк;665;Краснодарский край;5 861 519,00;5 919 592,00;-58 073,00;-0,98
225;2;Бланк Банк;2368;Москва и обл.;5 827 361,00;5 480 835,00;346 526,00;6,32
226;-2;ПэйПал Ру;3517;Москва и обл.;5 788 587,00;5 788 587,00;0,00;0
227;5;НОКССбанк;3202;Волгоградская обл.;5 619 810,00;5 142 899,00;476 911,00;9,27
228;3;ЮМК Банк;3495;Краснодарский край;5 498 849,00;5 227 259,00;271 590,00;5,20
229;7;Заубер Банк;1614;Санкт-Петербург и обл.;5 381 934,00;4 745 564,00;636 370,00;13,41
230;-2;Стройлесбанк;2995;Тюменская обл.;5 371 489,00;5 358 304,00;13 185,00;0,25
231;-1;Роял Кредит Банк;783;Приморский край;5 326 495,00;5 232 404,00;94 091,00;1,80
232;-6;СИАБ;3245;Санкт-Петербург и обл.;5 318 768,00;5 670 377,00;-351 609,00;-6,20
233;-4;Кубаньторгбанк;478;Краснодарский край;5 263 428,00;5 307 163,00;-43 735,00;-0,82
234;0;Крокус-Банк;2682;Москва и обл.;5 040 702,00;4 936 575,00;104 127,00;2,11
235;-2;Москва-Сити;3247;Москва и обл.;4 907 410,00;5 068 583,00;-161 173,00;-3,18
236;1;Мегаполис;3265;Чувашия;4 754 725,00;4 629 723,00;125 002,00;2,70
237;5;Вестерн Юнион ДП Восток;2726;Москва и обл.;4 735 157,00;4 396 697,00;338 460,00;7,70
238;0;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;4 645 069,00;4 628 505,00;16 564,00;0,36
239;0;Братский АНКБ;1144;Иркутская обл.;4 592 756,00;4 495 996,00;96 760,00;2,15
240;0;Московский Коммерческий Банк;3172;Москва и обл.;4 355 723,00;4 470 223,00;-114 500,00;-2,56
241;4;Алтайкапиталбанк;2659;Алтайский край;4 259 892,00;4 133 337,00;126 555,00;3,06
242;-1;Банк Кремлевский;2905;Москва и обл.;4 235 824,00;4 405 635,00;-169 811,00;-3,85
243;1;Платина;2347;Москва и обл.;4 164 870,00;4 340 605,00;-175 735,00;-4,05
244;4;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;4 123 837,00;4 000 512,00;123 325,00;3,08
245;6;Вологжанин;1896;Вологодская обл.;4 088 934,00;3 925 452,00;163 482,00;4,16
246;4;Уралпромбанк;2964;Челябинская обл.;3 976 658,00;3 995 464,00;-18 806,00;-0,47
247;2;Долинск;857;Сахалинская обл.;3 974 364,00;3 995 958,00;-21 594,00;-0,54
248;-2;ФинТех;3499;Москва и обл.;3 962 893,00;4 051 539,00;-88 646,00;-2,19
249;3;Новый Век;3417;Москва и обл.;3 942 451,00;3 918 553,00;23 898,00;0,61
250;3;Владбизнесбанк;903;Владимирская обл.;3 913 800,00;3 804 602,00;109 198,00;2,87
251;-16;Альба Альянс;2593;Москва и обл.;3 907 577,00;4 767 474,00;-859 897,00;-18,04
252;-9;Камский Коммерческий Банк;438;Татарстан;3 876 029,00;4 378 172,00;-502 143,00;-11,47
253;4;Далена Банк;1948;Москва и обл.;3 821 425,00;3 608 217,00;213 208,00;5,91
254;0;Донкомбанк;492;Ростовская обл.;3 803 470,00;3 788 698,00;14 772,00;0,39
255;29;Система;2846;Москва и обл.;3 800 411,00;2 737 030,00;1 063 381,00;38,85
256;0;Объединенный Резервный Банк;937;Москва и обл.;3 736 771,00;3 622 460,00;114 311,00;3,16
257;2;Севастопольский Морской Банк;3528;Севастополь;3 652 239,00;3 569 884,00;82 355,00;2,31
258;19;Элита;1399;Калужская обл.;3 611 683,00;2 975 904,00;635 779,00;21,36
259;-1;Первый Клиентский Банк;3436;Москва и обл.;3 555 910,00;3 589 632,00;-33 722,00;-0,94
260;6;Тендер-Банк;2252;Москва и обл.;3 496 456,00;3 397 372,00;99 084,00;2,92
