Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Август, 2011, тыс. рублей;Июль, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
27;2;Банк «Открытие»;2179;Москва и обл.;164 558 518,00;146 710 219,00;17 848 299,00;12,17
28;-1;Траст;3279;Москва и обл.;155 888 851,00;157 259 870,00;-1 371 019,00;-0,87
29;3;МТС Банк;2268;Москва и обл.;153 573 650,00;138 332 257,00;15 241 393,00;11,02
30;-2;Русский Стандарт;2289;Москва и обл.;153 434 478,00;152 383 126,00;1 051 352,00;0,69
31;0;ИНГ Банк;2495;Москва и обл.;144 601 121,00;139 670 481,00;4 930 640,00;3,53
32;-2;Глобэкс;1942;Москва и обл.;142 270 418,00;143 327 109,00;-1 056 691,00;-0,74
33;0;Национальный Расчетный Депозитарий;3294;Москва и обл.;126 475 952,00;124 002 257,00;2 473 695,00;1,99
34;0;Московский Индустриальный Банк;912;Москва и обл.;126 078 296,00;122 438 380,00;3 639 916,00;2,97
35;0;Хоум Кредит Банк;316;Москва и обл.;125 720 438,00;121 702 186,00;4 018 252,00;3,30
36;1;Восточный Банк;1460;Амурская обл.;115 386 413,00;112 373 211,00;3 013 202,00;2,68
37;2;Дойче Банк;3328;Москва и обл.;114 498 268,00;109 539 406,00;4 958 862,00;4,53
38;0;КИТ Финанс Инвестиционный Банк;1911;Санкт-Петербург и обл.;107 561 437,00;110 682 407,00;-3 120 970,00;-2,82
39;2;Бинбанк;323;Москва и обл.;105 762 632,00;104 448 064,00;1 314 568,00;1,26
40;3;ОТП Банк;2766;Москва и обл.;104 130 341,00;102 059 757,00;2 070 584,00;2,03
41;-1;Национальный Клиринговый Центр;3466;Москва и обл.;102 578 279,00;105 139 957,00;-2 561 678,00;-2,44
42;2;Абсолют Банк;2306;Москва и обл.;100 884 280,00;101 689 137,00;-804 857,00;-0,79
43;2;МСП Банк;3340;Москва и обл.;98 134 855,00;97 646 514,00;488 341,00;0,50
44;3;Банк Интеза;2216;Москва и обл.;94 771 479,00;93 045 938,00;1 725 541,00;1,85
45;1;Русфинанс Банк;1792;Самарская обл.;94 741 915,00;95 250 141,00;-508 226,00;-0,53
46;-4;РГС Банк;3073;Москва и обл.;94 507 391,00;102 723 678,00;-8 216 287,00;-8,00
47;1;Транскапиталбанк;2210;Москва и обл.;93 389 927,00;91 143 148,00;2 246 779,00;2,47
48;3;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;90 415 404,00;86 114 395,00;4 301 009,00;4,99
49;3;СКБ-Банк;705;Свердловская обл.;89 859 508,00;85 954 525,00;3 904 983,00;4,54
50;0;Кредит Европа Банк;3311;Москва и обл.;89 722 953,00;87 620 226,00;2 102 727,00;2,40
51;-2;Юниаструм Банк;2771;Москва и обл.;88 443 292,00;88 590 017,00;-146 725,00;-0,17
52;1;Пробизнесбанк;2412;Москва и обл.;81 627 383,00;81 831 008,00;-203 625,00;-0,25
53;6;Новикомбанк;2546;Москва и обл.;79 381 858,00;75 425 716,00;3 956 142,00;5,25
54;0;Инвестторгбанк;2763;Москва и обл.;78 820 418,00;78 394 703,00;425 715,00;0,54
55;2;Союз;2307;Москва и обл.;76 502 688,00;76 027 012,00;475 676,00;0,63
56;2;Балтийский Банк;128;Москва и обл.;75 484 656,00;75 431 889,00;52 767,00;0,07
57;-1;РосЕвроБанк;3137;Москва и обл.;74 195 494,00;76 781 770,00;-2 586 276,00;-3,37
58;-3;Внешпромбанк;3261;Москва и обл.;74 191 492,00;78 133 842,00;-3 942 350,00;-5,05
59;6;Запсибкомбанк;918;Тюменская обл.;73 872 469,00;65 377 429,00;8 495 040,00;12,99
60;0;БНП Париба Банк;3407;Москва и обл.;73 596 747,00;74 861 513,00;-1 264 766,00;-1,69
61;0;Мастер-Банк;2176;Москва и обл.;72 538 933,00;72 466 365,00;72 568,00;0,10
62;0;Татфондбанк;3058;Татарстан;70 917 210,00;70 034 123,00;883 087,00;1,26
63;0;Собинбанк;1317;Москва и обл.;69 864 887,00;69 019 961,00;844 926,00;1,22
64;0;СМП Банк;3368;Москва и обл.;68 454 895,00;68 935 127,00;-480 232,00;-0,70
65;5;Всероссийский Банк Развития Регионов;3287;Москва и обл.;66 666 474,00;56 965 371,00;9 701 103,00;17,03
66;0;Авангард;2879;Москва и обл.;64 322 082,00;63 686 950,00;635 132,00;1,00
67;2;ЦентроКредит;121;Москва и обл.;61 164 268,00;58 573 124,00;2 591 144,00;4,42
68;0;ДельтаКредит;3338;Москва и обл.;58 678 500,00;58 898 597,00;-220 097,00;-0,37
69;-2;Пересвет;2110;Москва и обл.;56 616 467,00;59 113 253,00;-2 496 786,00;-4,22
70;1;Национальный Резервный Банк;2170;Москва и обл.;55 757 091,00;55 296 869,00;460 222,00;0,83
71;6;Балтинвестбанк;3176;Санкт-Петербург и обл.;54 009 050,00;52 259 724,00;1 749 326,00;3,35
72;3;Локо-Банк;2707;Москва и обл.;53 692 474,00;53 130 851,00;561 623,00;1,06
73;-1;Экспо Финанс;2594;Москва и обл.;53 414 617,00;55 230 360,00;-1 815 743,00;-3,29
74;2;Центр-инвест;2225;Ростовская обл.;53 227 838,00;52 404 520,00;823 318,00;1,57
75;3;Роскосмосбанк;2989;Москва и обл.;53 034 670,00;50 367 403,00;2 667 267,00;5,30
76;9;Сургутнефтегазбанк;588;Тюменская обл.;52 716 808,00;45 227 124,00;7 489 684,00;16,56
77;-4;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;51 920 061,00;54 452 880,00;-2 532 819,00;-4,65
78;-4;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;51 630 528,00;53 495 963,00;-1 865 435,00;-3,49
79;1;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;49 727 177,00;48 311 053,00;1 416 124,00;2,93
80;3;Совкомбанк;963;Костромская обл.;49 033 849,00;47 448 992,00;1 584 857,00;3,34
81;0;Ренессанс Кредит;3354;Москва и обл.;48 733 784,00;48 291 435,00;442 349,00;0,92
82;0;Металлинвестбанк;2440;Москва и обл.;47 634 587,00;48 151 997,00;-517 410,00;-1,07
83;-4;Инвестбанк;107;Калининградская обл.;45 699 097,00;48 604 212,00;-2 905 115,00;-5,98
84;3;Банк ДОМ.РФ;2312;Москва и обл.;44 573 103,00;42 817 943,00;1 755 160,00;4,10
85;1;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;42 809 418,00;43 390 937,00;-581 519,00;-1,34
86;-50;Еврофинанс Моснарбанк;2402;Москва и обл.;42 340 544,00;115 828 365,00;-73 487 821,00;-63,45
87;1;СБ Банк (Судостроительный банк);2999;Москва и обл.;39 645 580,00;41 718 381,00;-2 072 801,00;-4,97
88;4;Национальный Стандарт;3421;Москва и обл.;37 271 570,00;37 954 035,00;-682 465,00;-1,80
89;1;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;36 399 146,00;40 159 150,00;-3 760 004,00;-9,36
90;3;Расчетная Палата РТС;3335;Москва и обл.;35 944 654,00;36 292 857,00;-348 203,00;-0,96
91;3;Первобанк;3461;Самарская обл.;35 821 826,00;35 368 335,00;453 491,00;1,28
92;7;Дальневосточный Банк;843;Приморский край;35 768 531,00;31 083 962,00;4 684 569,00;15,07
93;-2;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;34 846 718,00;38 241 746,00;-3 395 028,00;-8,88
94;3;Национальный Торговый Банк;3087;Самарская обл.;34 065 126,00;33 597 030,00;468 096,00;1,39
95;1;Бинбанк Диджитал;2827;Москва и обл.;33 686 506,00;34 053 253,00;-366 747,00;-1,08
96;-1;Международный Финансовый Клуб;2618;Москва и обл.;33 558 775,00;34 825 321,00;-1 266 546,00;-3,64
97;-8;Коммерцбанк (Евразия);3333;Москва и обл.;33 474 867,00;40 636 056,00;-7 161 189,00;-17,62
98;0;Нота-Банк;2913;Москва и обл.;31 374 575,00;33 335 945,00;-1 961 370,00;-5,88
99;5;Таврический Банк;2304;Санкт-Петербург и обл.;30 421 235,00;29 230 213,00;1 191 022,00;4,07
100;1;НС Банк;3124;Москва и обл.;30 028 728,00;30 147 389,00;-118 661,00;-0,39
101;1;Челиндбанк;485;Челябинская обл.;30 014 686,00;30 020 125,00;-5 439,00;-0,02
102;3;Челябинвестбанк;493;Челябинская обл.;29 771 109,00;29 195 469,00;575 640,00;1,97
103;3;Кубань Кредит;2518;Краснодарский край;28 947 099,00;28 474 684,00;472 415,00;1,66
104;3;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;28 400 513,00;28 349 009,00;51 504,00;0,18
105;3;Меткомбанк (Череповец);901;Вологодская обл.;28 312 076,00;28 324 236,00;-12 160,00;-0,04
106;3;Межтопэнергобанк;2956;Москва и обл.;27 320 143,00;28 174 136,00;-853 993,00;-3,03
107;13;Стройкредит;18;Москва и обл.;27 141 287,00;25 281 438,00;1 859 849,00;7,36
108;3;Кедр;1574;Москва и обл.;26 935 606,00;27 437 892,00;-502 286,00;-1,83
109;8;Экспресс-Волга;3085;Саратовская обл.;26 171 959,00;25 487 646,00;684 313,00;2,68
110;13;Газбанк;2316;Самарская обл.;26 108 710,00;24 484 267,00;1 624 443,00;6,63
111;-8;Сведбанк;3064;Москва и обл.;25 836 154,00;29 422 725,00;-3 586 571,00;-12,19
112;1;Крайинвестбанк;3360;Краснодарский край;25 818 366,00;26 329 931,00;-511 565,00;-1,94
113;1;Севергазбанк;2816;Вологодская обл.;25 743 377,00;25 754 086,00;-10 709,00;-0,04
114;18;Банк БФА;3038;Санкт-Петербург и обл.;25 506 508,00;22 223 195,00;3 283 313,00;14,77
115;3;СДМ-Банк;1637;Москва и обл.;25 493 915,00;25 397 174,00;96 741,00;0,38
116;5;Приморье;3001;Приморский край;25 399 038,00;25 211 151,00;187 887,00;0,75
117;-5;Первый Республиканский Банк;1730;Москва и обл.;25 197 532,00;26 731 010,00;-1 533 478,00;-5,74
118;-2;Далькомбанк;84;Хабаровский край;25 088 953,00;25 598 066,00;-509 113,00;-1,99
119;3;АМБ Банк;3036;Москва и обл.;24 945 587,00;24 554 467,00;391 120,00;1,59
120;-1;Экспобанк;2998;Москва и обл.;24 800 394,00;25 390 927,00;-590 533,00;-2,33
121;7;Липецккомбанк;1242;Липецкая обл.;24 242 743,00;22 830 714,00;1 412 029,00;6,18
122;-12;Банк Кредит Свисс;2494;Москва и обл.;24 086 325,00;27 599 046,00;-3 512 721,00;-12,73
123;-8;Интеркоммерц Банк;1657;Москва и обл.;23 829 594,00;25 666 146,00;-1 836 552,00;-7,16
124;-24;Москоммерцбанк;3365;Москва и обл.;23 796 616,00;30 281 710,00;-6 485 094,00;-21,42
125;5;БФГ-Кредит;3068;Москва и обл.;23 640 396,00;22 603 627,00;1 036 769,00;4,59
126;5;Интерпромбанк;3266;Москва и обл.;23 547 332,00;22 581 415,00;965 917,00;4,28
127;-3;Акибанк;2587;Татарстан;23 528 708,00;24 059 243,00;-530 535,00;-2,21
128;8;Связной Банк;1961;Москва и обл.;23 286 488,00;21 228 382,00;2 058 106,00;9,70
129;0;Русский Международный Банк;3123;Москва и обл.;23 044 970,00;22 809 052,00;235 918,00;1,03
130;-4;Банк АВБ;23;Самарская обл.;23 040 464,00;23 190 660,00;-150 196,00;-0,65
131;-4;Московский Областной Банк;1751;Москва и обл.;22 886 730,00;22 832 235,00;54 495,00;0,24
132;1;Тинькофф Банк;2673;Москва и обл.;22 162 841,00;22 082 212,00;80 629,00;0,37
133;2;Фора-Банк;1885;Москва и обл.;22 036 890,00;21 617 611,00;419 279,00;1,94
134;-9;Кредит Урал Банк;2584;Челябинская обл.;21 878 422,00;24 038 988,00;-2 160 566,00;-8,99
135;9;Саровбизнесбанк;2048;Нижегородская обл.;21 251 702,00;19 664 111,00;1 587 591,00;8,07
136;-2;Солидарность;554;Самарская обл.;21 033 875,00;21 983 395,00;-949 520,00;-4,32
137;3;Кольцо Урала;65;Свердловская обл.;20 785 250,00;20 284 632,00;500 618,00;2,47
138;0;Мой Банк;2939;Москва и обл.;20 722 570,00;20 720 490,00;2 080,00;0,01
139;8;Тойота Банк;3470;Москва и обл.;20 629 592,00;19 147 708,00;1 481 884,00;7,74
140;2;Примсоцбанк;2733;Приморский край;20 472 649,00;19 877 675,00;594 974,00;2,99
141;-4;М2М Прайвет Банк;1414;Москва и обл.;20 261 306,00;21 115 438,00;-854 132,00;-4,05
142;-3;Народный Кредит;2401;Москва и обл.;19 999 945,00;20 546 080,00;-546 135,00;-2,66
143;0;Росэнергобанк;2211;Москва и обл.;19 854 355,00;19 715 525,00;138 830,00;0,70
144;1;Альта-Банк;2269;Москва и обл.;19 705 332,00;19 420 108,00;285 224,00;1,47
145;-4;Девон-Кредит;1972;Татарстан;19 539 229,00;20 101 894,00;-562 665,00;-2,80
146;2;ФИА-Банк;2542;Самарская обл.;18 816 855,00;18 666 235,00;150 620,00;0,81
147;-1;Агропромкредит;2880;Москва и обл.;18 788 621,00;19 296 944,00;-508 323,00;-2,63
148;1;Уралтрансбанк;812;Свердловская обл.;18 339 722,00;18 288 518,00;51 204,00;0,28
149;2;Банк Проектного Финансирования;1677;Москва и обл.;18 338 211,00;18 167 049,00;171 162,00;0,94
150;0;Урал ФД;249;Пермская обл.;18 253 926,00;18 201 021,00;52 905,00;0,29
151;1;Смоленский Банк;2029;Смоленская обл.;18 223 887,00;18 120 977,00;102 910,00;0,57
152;3;Натиксис Банк;3390;Москва и обл.;18 107 768,00;17 132 440,00;975 328,00;5,69
153;0;Спурт Банк;2207;Татарстан;17 955 355,00;17 278 086,00;677 269,00;3,92
154;2;С банк;2581;Москва и обл.;17 489 489,00;16 268 992,00;1 220 497,00;7,50
155;-1;МБА-Москва;3395;Москва и обл.;16 509 675,00;17 251 506,00;-741 831,00;-4,30
156;3;НОМОС-Региобанк;539;Хабаровский край;16 128 595,00;16 018 843,00;109 752,00;0,69
157;1;Тимер Банк;1581;Татарстан;16 094 076,00;16 065 691,00;28 385,00;0,18
158;-1;ПЧРБ Банк;3291;Москва и обл.;15 978 616,00;16 235 339,00;-256 723,00;-1,58
159;1;Левобережный;1343;Новосибирская обл.;15 896 016,00;15 843 587,00;52 429,00;0,33
160;3;ГПБ-Ипотека;2403;Москва и обл.;15 693 422,00;15 437 576,00;255 846,00;1,66
161;1;Энергобанк;67;Татарстан;15 384 101,00;15 581 384,00;-197 283,00;-1,27
162;3;Модульбанк;1927;Костромская обл.;15 157 171,00;15 204 138,00;-46 967,00;-0,31
163;7;БМВ Банк;3482;Москва и обл.;14 699 475,00;13 997 045,00;702 430,00;5,02
164;4;Европейский Трастовый Банк;2968;Москва и обл.;14 578 664,00;14 197 205,00;381 459,00;2,69
165;2;Инвесткапиталбанк;2377;Башкортостан;14 113 553,00;14 292 001,00;-178 448,00;-1,25
166;5;НБД-Банк;1966;Нижегородская обл.;14 019 023,00;13 760 411,00;258 612,00;1,88
167;2;Ланта-Банк;1920;Москва и обл.;13 822 943,00;14 017 074,00;-194 131,00;-1,38
168;-4;Морской Банк;77;Москва и обл.;13 745 952,00;15 337 276,00;-1 591 324,00;-10,38
169;-3;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;13 743 487,00;14 294 299,00;-550 812,00;-3,85
170;9;Интерпрогрессбанк;600;Москва и обл.;13 691 436,00;12 997 653,00;693 783,00;5,34
171;2;Норвик Банк;902;Кировская обл.;13 664 028,00;13 590 063,00;73 965,00;0,54
172;6;Алмазэргиэнбанк;2602;Саха (Якутия);13 580 599,00;13 038 523,00;542 076,00;4,16
173;4;Русстройбанк;3205;Москва и обл.;13 555 000,00;13 075 392,00;479 608,00;3,67
174;2;Курскпромбанк;735;Курская обл.;13 449 300,00;13 286 997,00;162 303,00;1,22
175;12;Западный;2598;Москва и обл.;13 396 892,00;12 695 706,00;701 186,00;5,52
176;-2;Мосстройэкономбанк (М Банк);948;Москва и обл.;13 369 220,00;13 579 910,00;-210 690,00;-1,55
177;-2;Центркомбанк;2983;Москва и обл.;13 348 306,00;13 345 281,00;3 025,00;0,02
178;-6;Рост Банк;2888;Татарстан;13 089 381,00;13 590 219,00;-500 838,00;-3,69
179;9;БыстроБанк;1745;Удмуртия;13 058 501,00;12 564 394,00;494 107,00;3,93
180;-19;Сетелем Банк;2168;Москва и обл.;13 046 484,00;15 820 153,00;-2 773 669,00;-17,53
181;10;Интехбанк;2705;Татарстан;12 971 480,00;12 315 300,00;656 180,00;5,33
182;7;Фининвест;671;Москва и обл.;12 863 978,00;12 549 388,00;314 590,00;2,51
183;1;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;12 798 015,00;12 832 316,00;-34 301,00;-0,27
184;-1;Российский Кредит;324;Москва и обл.;12 776 363,00;12 836 326,00;-59 963,00;-0,47
185;-4;Образование;1521;Москва и обл.;12 677 915,00;12 892 763,00;-214 848,00;-1,67
186;7;Развитие-Столица;3013;Москва и обл.;12 612 242,00;12 041 485,00;570 757,00;4,74
187;-1;Гаранти Банк — Москва;3275;Москва и обл.;12 598 306,00;12 724 110,00;-125 804,00;-0,99
188;-8;Гута-Банк;256;Москва и обл.;12 552 080,00;12 942 739,00;-390 659,00;-3,02
189;1;Эллипс Банк;1950;Нижегородская обл.;12 520 585,00;12 473 004,00;47 581,00;0,38
190;-8;Углеметбанк;2997;Челябинская обл.;12 210 636,00;12 858 521,00;-647 885,00;-5,04
191;-6;Тройка-Д Банк;3431;Москва и обл.;12 007 919,00;12 750 572,00;-742 653,00;-5,82
192;22;ББР Банк;2929;Москва и обл.;11 768 201,00;10 221 234,00;1 546 967,00;15,13
193;4;Легион;3117;Москва и обл.;11 670 802,00;11 589 705,00;81 097,00;0,70
194;0;Александровский;53;Санкт-Петербург и обл.;11 654 667,00;11 883 075,00;-228 408,00;-1,92
195;-3;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;11 457 161,00;12 065 354,00;-608 193,00;-5,04
196;2;Первомайский;518;Краснодарский край;11 330 075,00;11 114 919,00;215 156,00;1,94
197;142;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;11 120 976,00;4 833 865,00;6 287 111,00;130,06
198;5;АйМаниБанк;1975;Республика Алтай;11 089 042,00;10 777 165,00;311 877,00;2,89
199;7;Солидарность (Москва);1555;Москва и обл.;10 952 516,00;10 658 901,00;293 615,00;2,75
200;0;Держава;2738;Москва и обл.;10 946 219,00;10 991 469,00;-45 250,00;-0,41
201;6;БКС Банк;101;Новосибирская обл.;10 872 043,00;10 620 539,00;251 504,00;2,37
202;2;Форштадт;2208;Оренбургская обл.;10 854 821,00;10 767 515,00;87 306,00;0,81
203;-1;Московское Ипотечное Агентство;3344;Москва и обл.;10 699 469,00;10 788 999,00;-89 530,00;-0,83
204;6;Банк «Советский»;558;Санкт-Петербург и обл.;10 579 117,00;10 383 019,00;196 098,00;1,89
205;-9;Эс-Би-Ай Банк;3185;Москва и обл.;10 531 586,00;11 692 525,00;-1 160 939,00;-9,93
206;-1;РосДорБанк;1573;Москва и обл.;10 480 554,00;10 705 547,00;-224 993,00;-2,10
207;13;Аресбанк;2914;Москва и обл.;10 474 416,00;9 773 904,00;700 512,00;7,17
208;0;Тольяттихимбанк;2507;Самарская обл.;10 467 899,00;10 616 151,00;-148 252,00;-1,40
209;36;СтарБанк;548;Тюменская обл.;10 463 062,00;8 530 669,00;1 932 393,00;22,65
210;-15;АБ Финанс;514;Москва и обл.;10 456 627,00;11 797 265,00;-1 340 638,00;-11,36
211;5;МАК-Банк;1088;Москва и обл.;10 358 546,00;10 004 161,00;354 385,00;3,54
212;1;Интрастбанк;3144;Москва и обл.;10 336 940,00;10 338 865,00;-1 925,00;-0,02
213;8;Свенска Хандельсбанкен;3455;Москва и обл.;10 295 814,00;9 759 995,00;535 819,00;5,49
214;5;Роспромбанк;3204;Москва и обл.;10 277 167,00;9 891 519,00;385 648,00;3,90
215;2;ВУЗ-Банк;1557;Свердловская обл.;10 247 193,00;9 942 097,00;305 096,00;3,07
216;-5;Мерседес-Бенц Банк Рус;3473;Москва и обл.;10 163 675,00;10 369 422,00;-205 747,00;-1,98
217;6;Газэнергобанк;3252;Калужская обл.;10 096 272,00;9 591 762,00;504 510,00;5,26
218;-19;Национальная Факторинговая Компания;3437;Москва и обл.;10 054 790,00;11 086 023,00;-1 031 233,00;-9,30
219;-18;Энерготрансбанк;1307;Калининградская обл.;10 010 890,00;10 941 765,00;-930 875,00;-8,51
220;-2;Хлынов;254;Кировская обл.;9 912 682,00;9 910 034,00;2 648,00;0,03
221;-6;Нижегородпромстройбанк;1851;Нижегородская обл.;9 824 186,00;10 193 308,00;-369 122,00;-3,62
222;0;Социнвестбанк;1132;Башкортостан;9 805 843,00;9 747 292,00;58 551,00;0,60
223;-14;НК Банк;2755;Москва и обл.;9 802 358,00;10 502 879,00;-700 521,00;-6,67
224;2;ТЭМБР-Банк;2764;Москва и обл.;9 716 122,00;9 483 444,00;232 678,00;2,45
225;4;Банк ПСА Финанс Рус;3481;Москва и обл.;9 664 667,00;9 315 455,00;349 212,00;3,75
226;8;Банк24.ру;2227;Свердловская обл.;9 578 190,00;9 136 868,00;441 322,00;4,83
227;21;Национальный Банк Развития Бизнеса;2795;Москва и обл.;9 544 861,00;8 435 263,00;1 109 598,00;13,15
228;8;Энергомашбанк;52;Санкт-Петербург и обл.;9 462 383,00;8 992 600,00;469 783,00;5,22
229;-4;Современный Коммерческий Инновационный Банк;3329;Калужская обл.;9 307 576,00;9 515 128,00;-207 552,00;-2,18
230;12;Пушкино;391;Москва и обл.;9 225 098,00;8 687 788,00;537 310,00;6,18
231;-1;Прио-Внешторгбанк;212;Рязанская обл.;9 153 280,00;9 287 390,00;-134 110,00;-1,44
232;-20;Гранд Инвест Банк;3053;Москва и обл.;9 135 742,00;10 340 206,00;-1 204 464,00;-11,65
233;-2;Расчетно-Кредитный Банк;103;Москва и обл.;9 119 051,00;9 238 195,00;-119 144,00;-1,29
234;-6;МАСТ-Банк;3267;Москва и обл.;9 026 726,00;9 341 083,00;-314 357,00;-3,37
235;-3;Росэксимбанк;2790;Москва и обл.;8 967 500,00;9 218 897,00;-251 397,00;-2,73
236;77;Аверс;415;Татарстан;8 930 160,00;5 446 432,00;3 483 728,00;63,96
237;0;Банк Жилищного Финансирования;3138;Москва и обл.;8 871 689,00;8 898 431,00;-26 742,00;-0,30
238;0;Руснарбанк;3403;Москва и обл.;8 848 030,00;8 808 800,00;39 230,00;0,45
239;1;Европейский;1616;Калининградская обл.;8 797 261,00;8 789 666,00;7 595,00;0,09
240;-5;Нацинвестпромбанк;3077;Москва и обл.;8 754 927,00;9 021 828,00;-266 901,00;-2,96
241;3;Тарханы;459;Пензенская обл.;8 748 571,00;8 591 089,00;157 482,00;1,83
242;-3;Банк Оренбург;3269;Оренбургская обл.;8 742 630,00;8 796 623,00;-53 993,00;-0,61
243;-16;Алеф-Банк;2119;Москва и обл.;8 720 678,00;9 469 263,00;-748 585,00;-7,91
244;-11;Мир Бизнес Банк;3396;Москва и обл.;8 677 735,00;9 171 348,00;-493 613,00;-5,38
245;8;Гарант-Инвест;2576;Москва и обл.;8 599 546,00;8 038 953,00;560 593,00;6,97
246;10;Финпромбанк (ФПБ Банк);2157;Москва и обл.;8 545 190,00;7 939 226,00;605 964,00;7,63
247;-4;Промсбербанк;1043;Москва и обл.;8 511 375,00;8 614 181,00;-102 806,00;-1,19
248;-1;Экономбанк;1319;Саратовская обл.;8 453 428,00;8 442 624,00;10 804,00;0,13
249;-25;Банк Финсервис;3388;Москва и обл.;8 367 358,00;9 583 082,00;-1 215 724,00;-12,69
250;-1;АктивКапитал Банк;3006;Самарская обл.;8 316 414,00;8 339 814,00;-23 400,00;-0,28
251;-1;Квантмобайл Банк;1189;Омская обл.;8 146 428,00;8 124 734,00;21 694,00;0,27
252;2;СЭБ Банк;3235;Санкт-Петербург и обл.;8 125 826,00;7 979 666,00;146 160,00;1,83
253;-7;Северо-Восточный Альянс;2768;Москва и обл.;8 046 157,00;8 514 748,00;-468 591,00;-5,50
254;22;Рост;2589;Москва и обл.;8 015 025,00;6 868 074,00;1 146 951,00;16,70
255;-4;Экопромбанк;2011;Пермская обл.;7 935 607,00;8 093 670,00;-158 063,00;-1,95
256;25;Огни Москвы;2328;Москва и обл.;7 831 191,00;6 768 192,00;1 062 999,00;15,71
257;1;Снежинский;1376;Челябинская обл.;7 770 244,00;7 732 473,00;37 771,00;0,49
258;7;Рублев;3098;Москва и обл.;7 694 340,00;7 228 685,00;465 655,00;6,44
259;13;Пойдем!;2534;Москва и обл.;7 669 994,00;6 954 251,00;715 743,00;10,29
