Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Август, 2011, тыс. рублей;Июль, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
528;-7;Братский АНКБ;1144;Иркутская обл.;2 104 565,00;2 145 021,00;-40 456,00;-1,89
529;-6;Финтрастбанк;3104;Москва и обл.;2 097 035,00;2 139 790,00;-42 755,00;-2,00
530;-14;ИРС;272;Москва и обл.;2 097 029,00;2 176 044,00;-79 015,00;-3,63
531;-7;Тендер-Банк;2252;Москва и обл.;2 096 770,00;2 138 456,00;-41 686,00;-1,95
532;-3;Городской Ипотечный Банк;1627;Москва и обл.;2 091 256,00;2 090 593,00;663,00;0,03
533;-7;РН Банк;170;Омская обл.;2 078 394,00;2 113 587,00;-35 193,00;-1,67
534;5;Донхлеббанк;2285;Ростовская обл.;2 076 261,00;2 021 332,00;54 929,00;2,72
535;-49;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 075 205,00;2 459 513,00;-384 308,00;-15,63
536;0;Бум-Банк;1137;Кабардино-Балкария;2 064 504,00;2 040 928,00;23 576,00;1,16
537;11;Национальный Банк Сбережений;1949;Ивановская обл.;2 062 476,00;1 909 236,00;153 240,00;8,03
538;-27;Банк ИТБ;3128;Москва и обл.;2 055 419,00;2 186 230,00;-130 811,00;-5,98
539;43;Юнистрим;3467;Москва и обл.;2 041 172,00;1 725 495,00;315 677,00;18,29
540;-5;Коммерческий Индо Банк;3446;Москва и обл.;2 038 300,00;2 041 798,00;-3 498,00;-0,17
541;-31;Финансово-Промышленный Капитал;3295;Москва и обл.;2 021 678,00;2 190 473,00;-168 795,00;-7,71
542;-2;Агророс;2860;Саратовская обл.;2 016 866,00;2 021 217,00;-4 351,00;-0,22
543;7;Крокус-Банк;2682;Москва и обл.;1 995 289,00;1 896 466,00;98 823,00;5,21
544;-11;Банк Пермь;875;Пермская обл.;1 993 209,00;2 047 476,00;-54 267,00;-2,65
545;32;Богородский;1277;Нижегородская обл.;1 993 137,00;1 749 699,00;243 438,00;13,91
546;-3;Новый Символ;370;Москва и обл.;1 971 629,00;1 976 255,00;-4 626,00;-0,23
547;39;Уралфинанс;1370;Свердловская обл.;1 942 720,00;1 682 886,00;259 834,00;15,44
548;-1;Мой Банк. Новосибирск;2787;Новосибирская обл.;1 938 215,00;1 924 002,00;14 213,00;0,74
549;3;Русский Трастовый Банк;1139;Москва и обл.;1 921 644,00;1 884 852,00;36 792,00;1,95
550;18;Межтрастбанк;2493;Москва и обл.;1 920 269,00;1 798 118,00;122 151,00;6,79
551;23;Кросна-Банк;2607;Москва и обл.;1 917 546,00;1 754 670,00;162 876,00;9,28
552;4;Михайловский ПЖСБ;2961;Волгоградская обл.;1 913 889,00;1 848 920,00;64 969,00;3,51
553;14;Мой Банк. Ипотека;2436;Башкортостан;1 912 514,00;1 798 415,00;114 099,00;6,34
554;6;Кубанский Универсальный Банк;2898;Краснодарский край;1 896 416,00;1 826 926,00;69 490,00;3,80
555;-13;МФБанк;3163;Москва и обл.;1 893 435,00;2 006 675,00;-113 240,00;-5,64
556;1;ФорБанк;2063;Алтайский край;1 888 797,00;1 834 619,00;54 178,00;2,95
557;-13;Кроссинвестбанк;2849;Москва и обл.;1 887 928,00;1 975 463,00;-87 535,00;-4,43
558;35;Россита-Банк;3257;Москва и обл.;1 874 770,00;1 665 399,00;209 371,00;12,57
559;7;Банк РМП;2574;Москва и обл.;1 871 571,00;1 804 331,00;67 240,00;3,73
560;18;Объединенный Банк Республики;1016;Чувашия;1 871 328,00;1 749 090,00;122 238,00;6,99
561;-2;Смартбанк;3408;Москва и обл.;1 831 537,00;1 827 175,00;4 362,00;0,24
562;-11;Компания Розничного Кредитования;3385;Москва и обл.;1 822 912,00;1 887 112,00;-64 200,00;-3,40
563;-2;Выборг-Банк;720;Санкт-Петербург и обл.;1 822 708,00;1 818 205,00;4 503,00;0,25
564;-18;Банк Экономический Союз;2798;Москва и обл.;1 815 716,00;1 943 456,00;-127 740,00;-6,57
565;4;Липецкий Областной Банк;1794;Липецкая обл.;1 803 085,00;1 793 832,00;9 253,00;0,52
566;-4;Таатта;1249;Саха (Якутия);1 802 992,00;1 817 681,00;-14 689,00;-0,81
567;6;КОР;2148;Волгоградская обл.;1 799 405,00;1 758 285,00;41 120,00;2,34
568;46;Сервис Резерв;2034;Москва и обл.;1 793 558,00;1 508 225,00;285 333,00;18,92
569;10;Мегаполис;3265;Чувашия;1 789 367,00;1 748 340,00;41 027,00;2,35
570;21;Йошкар-Ола;2802;Марий Эл;1 787 262,00;1 672 645,00;114 617,00;6,85
571;-8;Новый Век;3417;Москва и обл.;1 783 786,00;1 813 939,00;-30 153,00;-1,66
572;-2;ИпоТек Банк — Северо-Западный филиал;0;Россия;1 781 335,00;1 773 437,00;7 898,00;0,45
573;-20;РСКБ;2050;Москва и обл.;1 760 721,00;1 874 513,00;-113 792,00;-6,07
574;2;Банк МБФИ;2073;Москва и обл.;1 743 565,00;1 753 715,00;-10 150,00;-0,58
575;-3;Мобилбанк;532;Удмуртия;1 739 015,00;1 768 220,00;-29 205,00;-1,65
576;-21;Приско Капитал Банк;2537;Москва и обл.;1 721 645,00;1 859 142,00;-137 497,00;-7,40
577;-2;Радиотехбанк;1166;Нижегородская обл.;1 716 825,00;1 754 083,00;-37 258,00;-2,12
578;14;Фольксваген Банк Рус;3500;Москва и обл.;1 698 347,00;1 667 326,00;31 021,00;1,86
579;1;Стелла-Банк;2948;Ростовская обл.;1 697 272,00;1 744 401,00;-47 129,00;-2,70
580;-31;Ноябрьскнефтекомбанк;2274;Тюменская обл.;1 692 305,00;1 904 532,00;-212 227,00;-11,14
581;27;Нальчик;695;Кабардино-Балкария;1 687 629,00;1 538 827,00;148 802,00;9,67
582;3;Соколовский;2830;Москва и обл.;1 681 163,00;1 686 824,00;-5 661,00;-0,34
583;34;Эсидбанк;1991;Дагестан;1 678 938,00;1 505 839,00;173 099,00;11,50
584;5;Интеркапитал-Банк;2706;Мордовия;1 676 545,00;1 676 465,00;80,00;0,00
585;5;Иваново;1763;Ивановская обл.;1 671 603,00;1 674 945,00;-3 342,00;-0,20
586;19;Старооскольский Агропромбанк;1050;Белгородская обл.;1 645 639,00;1 567 129,00;78 510,00;5,01
587;1;Объединенный Резервный Банк;937;Москва и обл.;1 645 472,00;1 682 339,00;-36 867,00;-2,19
588;21;Дом-Банк;3209;Москва и обл.;1 622 564,00;1 536 109,00;86 455,00;5,63
589;8;Газнефтьбанк;3223;Саратовская обл.;1 610 107,00;1 618 414,00;-8 307,00;-0,51
590;32;Консервативный Коммерческий Банк;1087;Астраханская обл.;1 607 748,00;1 466 657,00;141 091,00;9,62
591;20;Далетбанк;3049;Москва и обл.;1 605 211,00;1 521 046,00;84 165,00;5,53
592;11;Ваш Личный Банк;1222;Иркутская обл.;1 594 458,00;1 574 858,00;19 600,00;1,24
593;5;Мираф-Банк;2244;Омская обл.;1 589 495,00;1 613 487,00;-23 992,00;-1,49
594;18;Новация;840;Адыгея;1 582 477,00;1 516 445,00;66 032,00;4,35
595;30;Вестерн Юнион ДП Восток;2726;Москва и обл.;1 581 373,00;1 454 478,00;126 895,00;8,72
596;8;Спиритбанк;2053;Тульская обл.;1 579 209,00;1 574 402,00;4 807,00;0,31
597;-1;Пульс Столицы;3002;Москва и обл.;1 576 586,00;1 624 080,00;-47 494,00;-2,92
598;-3;Витязь;2890;Москва и обл.;1 571 781,00;1 651 017,00;-79 236,00;-4,80
599;-16;Ринвестбанк;3262;Рязанская обл.;1 570 871,00;1 721 057,00;-150 186,00;-8,73
600;23;Новое Время;3492;Москва и обл.;1 570 761,00;1 463 661,00;107 100,00;7,32
601;20;Диг-Банк;2423;Северная Осетия — Алания;1 561 002,00;1 469 694,00;91 308,00;6,21
602;-2;Спутник;1071;Оренбургская обл.;1 557 286,00;1 580 449,00;-23 163,00;-1,47
603;-58;Владпромбанк;870;Владимирская обл.;1 555 130,00;1 949 574,00;-394 444,00;-20,23
604;63;Объединенная Расчетная Система;3342;Москва и обл.;1 553 048,00;1 197 712,00;355 336,00;29,67
605;-21;Межрегионбанк;1059;Москва и обл.;1 549 937,00;1 698 889,00;-148 952,00;-8,77
606;47;Интеркоопбанк;2803;Москва и обл.;1 547 450,00;1 273 488,00;273 962,00;21,51
607;-36;ВЕБРР;3418;Москва и обл.;1 543 137,00;1 769 233,00;-226 096,00;-12,78
608;5;Зираат Банк;2559;Москва и обл.;1 538 187,00;1 508 340,00;29 847,00;1,98
609;6;Промсельхозбанк;538;Москва и обл.;1 536 939,00;1 507 985,00;28 954,00;1,92
610;27;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;1 536 446,00;1 388 562,00;147 884,00;10,65
611;8;Саратов;330;Саратовская обл.;1 522 024,00;1 496 230,00;25 794,00;1,72
612;8;УМ-Банк;1441;Свердловская обл.;1 521 456,00;1 491 177,00;30 279,00;2,03
613;-19;Столичный Кредит;2853;Москва и обл.;1 520 984,00;1 659 851,00;-138 867,00;-8,37
614;-4;Невский Банк;1068;Санкт-Петербург и обл.;1 512 212,00;1 527 185,00;-14 973,00;-0,98
615;28;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 504 348,00;1 349 456,00;154 892,00;11,48
616;-9;Банк Реалист;2646;Москва и обл.;1 499 028,00;1 563 218,00;-64 190,00;-4,11
617;-11;Охотный Ряд;3375;Москва и обл.;1 491 110,00;1 564 190,00;-73 080,00;-4,67
618;-2;Уральский Трастовый Банк;2523;Удмуртия;1 483 456,00;1 506 448,00;-22 992,00;-1,53
619;25;Элита;1399;Калужская обл.;1 483 102,00;1 347 837,00;135 265,00;10,04
620;-18;Татагропромбанк;728;Татарстан;1 471 433,00;1 576 759,00;-105 326,00;-6,68
621;6;Нерюнгрибанк;825;Саха (Якутия);1 469 578,00;1 440 222,00;29 356,00;2,04
622;8;РТС-Банк;3401;Самарская обл.;1 468 592,00;1 426 958,00;41 634,00;2,92
623;-22;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 463 659,00;1 578 884,00;-115 225,00;-7,30
624;16;Пурпе;709;Тюменская обл.;1 454 600,00;1 374 648,00;79 952,00;5,82
625;7;Навигатор;2469;Москва и обл.;1 450 495,00;1 419 816,00;30 679,00;2,16
626;-27;Земкомбанк;574;Ростовская обл.;1 447 394,00;1 595 774,00;-148 380,00;-9,30
627;15;Холмск;503;Сахалинская обл.;1 443 061,00;1 359 343,00;83 718,00;6,16
628;3;Владбизнесбанк;903;Владимирская обл.;1 438 500,00;1 425 403,00;13 097,00;0,92
629;-5;Приобье;537;Тюменская обл.;1 434 437,00;1 457 449,00;-23 012,00;-1,58
630;-4;Викинг;2;Санкт-Петербург и обл.;1 426 991,00;1 452 905,00;-25 914,00;-1,78
631;-44;Апабанк;2404;Москва и обл.;1 421 160,00;1 682 599,00;-261 439,00;-15,54
632;6;Бинбанк Столица;3052;Москва и обл.;1 409 486,00;1 382 347,00;27 139,00;1,96
633;-4;Евразийский Банк;969;Забайкальский край;1 409 473,00;1 436 158,00;-26 685,00;-1,86
634;0;Национальный Корпоративный Банк;3422;Москва и обл.;1 407 510,00;1 401 765,00;5 745,00;0,41
635;0;Арт-Банк;2779;Северная Осетия — Алания;1 396 703,00;1 399 201,00;-2 498,00;-0,18
636;25;БВА Банк;1684;Москва и обл.;1 396 144,00;1 226 776,00;169 368,00;13,81
637;8;Финанс Бизнес Банк;520;Краснодарский край;1 392 031,00;1 343 227,00;48 804,00;3,63
638;-10;Единственный;3187;Москва и обл.;1 380 723,00;1 439 290,00;-58 567,00;-4,07
639;10;Геленджик-Банк;790;Краснодарский край;1 366 006,00;1 313 318,00;52 688,00;4,01
640;6;Нарат;1902;Саратовская обл.;1 363 321,00;1 330 826,00;32 495,00;2,44
641;-5;Проинвестбанк;784;Пермская обл.;1 348 391,00;1 391 283,00;-42 892,00;-3,08
642;-3;БСТ-Банк;2883;Кемеровская обл.;1 339 530,00;1 379 974,00;-40 444,00;-2,93
643;-10;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 333 927,00;1 414 181,00;-80 254,00;-5,67
644;11;Крона-Банк;2499;Иркутская обл.;1 328 026,00;1 262 385,00;65 641,00;5,20
645;5;УИК-Банк;1300;Челябинская обл.;1 323 070,00;1 291 181,00;31 889,00;2,47
646;2;Современные Стандарты Бизнеса;3397;Москва и обл.;1 282 236,00;1 314 884,00;-32 648,00;-2,48
647;-6;Тандем;1951;Москва и обл.;1 280 150,00;1 373 495,00;-93 345,00;-6,80
648;14;Мострансбанк;2258;Москва и обл.;1 280 143,00;1 221 957,00;58 186,00;4,76
649;16;РЕСО Кредит;3450;Москва и обл.;1 270 740,00;1 209 041,00;61 699,00;5,10
650;-96;Норвик Банк;1407;Москва и обл.;1 270 234,00;1 869 094,00;-598 860,00;-32,04
651;6;Национальный Республиканский Банк;3359;Москва и обл.;1 266 147,00;1 237 460,00;28 687,00;2,32
652;27;Великие Луки Банк;598;Псковская обл.;1 258 614,00;1 124 565,00;134 049,00;11,92
653;3;Саммит Банк;85;Приморский край;1 257 466,00;1 261 703,00;-4 237,00;-0,34
654;19;Кемсоцинбанк;96;Кемеровская обл.;1 251 153,00;1 156 501,00;94 652,00;8,18
655;26;Радиан;1675;Иркутская обл.;1 250 633,00;1 117 420,00;133 213,00;11,92
656;3;Тайм Банк;3120;Москва и обл.;1 240 854,00;1 230 692,00;10 162,00;0,83
657;9;Азимут;3154;Москва и обл.;1 233 935,00;1 208 099,00;25 836,00;2,14
658;0;Новый Кредитный Союз;3139;Москва и обл.;1 232 644,00;1 237 112,00;-4 468,00;-0,36
659;-78;Объединенный Кредитный Банк;1118;Владимирская обл.;1 219 839,00;1 738 418,00;-518 579,00;-29,83
660;8;ГринКомБанк;1184;Иркутская обл.;1 212 483,00;1 185 464,00;27 019,00;2,28
661;28;Московский Вексельный Банк;2697;Москва и обл.;1 202 896,00;1 109 236,00;93 660,00;8,44
662;7;Металлург;2877;Москва и обл.;1 195 592,00;1 183 138,00;12 454,00;1,05
663;27;Инбанк;1829;Москва и обл.;1 193 371,00;1 100 959,00;92 412,00;8,39
664;8;Вологдабанк;992;Вологодская обл.;1 187 484,00;1 171 750,00;15 734,00;1,34
665;21;Верхневолжский;1084;Ярославская обл.;1 186 239,00;1 113 579,00;72 660,00;6,52
666;14;Риал-Кредит;3393;Москва и обл.;1 182 051,00;1 121 279,00;60 772,00;5,42
667;4;Приполярком;507;Тюменская обл.;1 181 921,00;1 174 726,00;7 195,00;0,61
668;-5;Эргобанк;2856;Москва и обл.;1 181 172,00;1 220 283,00;-39 111,00;-3,21
669;-18;Церих;3278;Орловская обл.;1 178 699,00;1 287 291,00;-108 592,00;-8,44
670;15;Байкалкредобанк;2990;Иркутская обл.;1 171 907,00;1 114 144,00;57 763,00;5,18
671;36;Торговый Городской Банк;3180;Тверская обл.;1 168 260,00;997 753,00;170 507,00;17,09
672;23;Эльбин;2267;Дагестан;1 167 103,00;1 089 361,00;77 742,00;7,14
673;1;Кредитинвест;1197;Дагестан;1 162 276,00;1 147 194,00;15 082,00;1,31
674;22;Флора-Москва;533;Москва и обл.;1 161 141,00;1 081 325,00;79 816,00;7,38
675;-5;Сембанк;2606;Москва и обл.;1 161 026,00;1 176 061,00;-15 035,00;-1,28
676;7;Республиканский Кредитный Альянс;3017;Москва и обл.;1 154 666,00;1 114 928,00;39 738,00;3,56
677;-1;Метрополь;1639;Москва и обл.;1 154 538,00;1 143 677,00;10 861,00;0,95
678;-14;Примтеркомбанк;21;Приморский край;1 150 228,00;1 211 627,00;-61 399,00;-5,07
679;-1;Екатерининский;2167;Москва и обл.;1 149 562,00;1 128 893,00;20 669,00;1,83
680;8;Вэлкомбанк;589;Ставропольский край;1 147 326,00;1 110 699,00;36 627,00;3,30
681;-4;Русский Национальный Банк;469;Ростовская обл.;1 144 918,00;1 132 854,00;12 064,00;1,06
682;5;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 136 366,00;1 110 896,00;25 470,00;2,29
683;11;Канский;860;Красноярский край;1 135 897,00;1 094 900,00;40 997,00;3,74
684;-9;Богородский Муниципальный Банк;2992;Москва и обл.;1 135 431,00;1 145 010,00;-9 579,00;-0,84
685;14;Конфидэнс Банк;970;Костромская обл.;1 114 695,00;1 058 288,00;56 407,00;5,33
686;6;Трастовый Республиканский Банк;3404;Москва и обл.;1 105 885,00;1 097 085,00;8 800,00;0,80
687;-3;Калуга;1151;Калужская обл.;1 101 100,00;1 114 795,00;-13 695,00;-1,23
688;-34;Новый Промышленный Банк;930;Москва и обл.;1 085 087,00;1 270 842,00;-185 755,00;-14,62
689;4;Дон-Тексбанк;1818;Ростовская обл.;1 084 745,00;1 095 637,00;-10 892,00;-0,99
690;38;Кредит Экспресс;3186;Ростовская обл.;1 080 996,00;908 292,00;172 704,00;19,01
691;13;Сибэс;208;Омская обл.;1 070 614,00;1 028 904,00;41 710,00;4,05
692;-151;Бест Эффортс Банк;435;Москва и обл.;1 067 641,00;2 015 899,00;-948 258,00;-47,04
693;12;Народный Доверительный Банк;2374;Москва и обл.;1 064 085,00;1 005 661,00;58 424,00;5,81
694;12;Майкопбанк;1136;Адыгея;1 063 546,00;999 903,00;63 643,00;6,36
695;-13;Златкомбанк;568;Москва и обл.;1 061 185,00;1 116 522,00;-55 337,00;-4,96
696;-5;КИП-Банк;2843;Москва и обл.;1 058 309,00;1 098 535,00;-40 226,00;-3,66
697;1;Башпромбанк;1006;Башкортостан;1 046 415,00;1 067 745,00;-21 330,00;-2,00
698;-51;Регионфинансбанк;3357;Москва и обл.;1 040 211,00;1 320 074,00;-279 863,00;-21,20
699;2;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;1 040 155,00;1 041 711,00;-1 556,00;-0,15
700;2;Синергия;2884;Саратовская обл.;1 035 679,00;1 035 325,00;354,00;0,03
701;18;Жилкредит;1736;Москва и обл.;1 017 697,00;936 572,00;81 125,00;8,66
702;16;Кредитимпэкс Банк;2037;Москва и обл.;1 015 994,00;942 076,00;73 918,00;7,85
703;12;Сельмашбанк;106;Ростовская обл.;1 013 515,00;953 615,00;59 900,00;6,28
704;47;Эл Банк;1025;Республика Алтай;1 006 119,00;816 361,00;189 758,00;23,24
705;3;Онего;2484;Карелия;1 005 524,00;996 130,00;9 394,00;0,94
706;14;Максима;3379;Москва и обл.;1 004 541,00;934 797,00;69 744,00;7,46
707;7;Банкирский Дом;2928;Санкт-Петербург и обл.;998 522,00;956 365,00;42 157,00;4,41
708;1;Кетовский Коммерческий Банк;842;Курганская обл.;996 758,00;982 670,00;14 088,00;1,43
709;8;Трансэнергобанк;3106;Дагестан;987 651,00;942 170,00;45 481,00;4,83
710;39;Далена Банк;1948;Москва и обл.;986 488,00;822 965,00;163 523,00;19,87
711;-14;Сургутский Центральный Коммерческий Банк;684;Тюменская обл.;976 272,00;1 068 225,00;-91 953,00;-8,61
712;15;Унифондбанк;3416;Москва и обл.;965 272,00;908 763,00;56 509,00;6,22
713;-3;Бумеранг;1002;Вологодская обл.;963 614,00;979 100,00;-15 486,00;-1,58
714;-62;Яндекс Банк;3027;Москва и обл.;960 813,00;1 279 864,00;-319 051,00;-24,93
715;14;Алтынбанк;2070;Татарстан;954 054,00;908 232,00;45 822,00;5,05
716;-16;Северинвестбанк;2264;Белгородская обл.;950 018,00;1 053 102,00;-103 084,00;-9,79
717;-253;Новокиб;1747;Кемеровская обл.;942 175,00;2 721 020,00;-1 778 845,00;-65,37
718;12;Первоуральскбанк;965;Свердловская обл.;939 660,00;886 350,00;53 310,00;6,01
719;2;Руна-Банк;3207;Москва и обл.;923 485,00;930 957,00;-7 472,00;-0,80
720;-60;Сталь Банк;2248;Москва и обл.;923 095,00;1 230 448,00;-307 353,00;-24,98
721;2;Аскания Траст;286;Москва и обл.;914 680,00;913 665,00;1 015,00;0,11
722;0;Смолевич;1121;Смоленская обл.;914 483,00;918 850,00;-4 367,00;-0,48
723;3;ЕАТП Банк;1765;Астраханская обл.;909 328,00;909 176,00;152,00;0,02
724;-13;Содружество;2923;Москва и обл.;902 787,00;974 201,00;-71 414,00;-7,33
725;-13;Стройиндбанк;155;Москва и обл.;899 400,00;973 287,00;-73 887,00;-7,59
726;12;Спецстройбанк;236;Москва и обл.;893 552,00;862 977,00;30 575,00;3,54
727;9;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;891 997,00;873 040,00;18 957,00;2,17
728;47;Жилстройбанк;2769;Москва и обл.;884 808,00;681 668,00;203 140,00;29,80
729;-5;Булгар Банк;1917;Татарстан;884 445,00;911 926,00;-27 481,00;-3,01
730;-17;Местный Кредит;3370;Москва и обл.;879 619,00;957 264,00;-77 645,00;-8,11
731;-15;Верхне-Волжский Нефтебанк;3033;Нижегородская обл.;879 434,00;944 568,00;-65 134,00;-6,90
732;42;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;871 361,00;689 779,00;181 582,00;26,32
733;15;Химик;1114;Нижегородская обл.;871 248,00;822 978,00;48 270,00;5,87
734;-9;Тексбанк;2756;Карачаево-Черкесия;871 195,00;909 464,00;-38 269,00;-4,21
735;-32;Агора;3231;Москва и обл.;864 668,00;1 030 782,00;-166 114,00;-16,12
736;4;Симбирск;653;Ульяновская обл.;862 588,00;850 685,00;11 903,00;1,40
737;8;Бузулукбанк;1282;Оренбургская обл.;858 296,00;835 559,00;22 737,00;2,72
738;-3;Первый Дортрансбанк;3271;Кировская обл.;857 003,00;877 015,00;-20 012,00;-2,28
739;7;Бизнес для Бизнеса;1060;Чувашия;854 307,00;831 522,00;22 785,00;2,74
740;2;Динамичные Системы;3439;Москва и обл.;851 870,00;847 716,00;4 154,00;0,49
741;-4;Ноосфера;2650;Республика Алтай;851 293,00;869 878,00;-18 585,00;-2,14
742;2;Тетраполис;1586;Санкт-Петербург и обл.;846 502,00;839 596,00;6 906,00;0,82
743;-12;Объединенный Капитал;2611;Санкт-Петербург и обл.;840 769,00;885 765,00;-44 996,00;-5,08
744;-11;Рублевский;2192;Москва и обл.;817 010,00;879 468,00;-62 458,00;-7,10
745;-4;Инвест-Экобанк;1956;Санкт-Петербург и обл.;813 737,00;848 917,00;-35 180,00;-4,14
746;16;Региональный Банк Сбережений;3367;Москва и обл.;808 405,00;723 784,00;84 621,00;11,69
747;12;Одинбанк;3197;Москва и обл.;808 167,00;737 134,00;71 033,00;9,64
748;21;Сибирский Энергетический Банк;2604;Москва и обл.;806 199,00;699 774,00;106 425,00;15,21
749;-2;Академический Русский Банк;622;Москва и обл.;805 446,00;830 104,00;-24 658,00;-2,97
750;22;Финчер;3486;Москва и обл.;804 927,00;695 051,00;109 876,00;15,81
751;-8;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;803 056,00;846 685,00;-43 629,00;-5,15
752;33;ИстКом-Финанс;3435;Москва и обл.;802 996,00;655 224,00;147 772,00;22,55
753;50;МС Банк Рус;2789;Москва и обл.;795 254,00;593 072,00;202 182,00;34,09
754;2;Балаково-Банк;444;Саратовская обл.;793 441,00;760 685,00;32 756,00;4,31
755;-2;Курган;2568;Курганская обл.;785 245,00;787 558,00;-2 313,00;-0,29
756;-2;Ресурс-Траст;3122;Москва и обл.;783 549,00;779 158,00;4 391,00;0,56
757;-5;Анелик РУ;3443;Москва и обл.;775 218,00;806 114,00;-30 896,00;-3,83
758;-3;Почта Банк;650;Брянская обл.;759 166,00;761 337,00;-2 171,00;-0,29
759;14;Международный Расчетный Банк;3028;Москва и обл.;756 555,00;690 179,00;66 376,00;9,62
760;-10;Турбобанк;3203;Санкт-Петербург и обл.;753 579,00;822 895,00;-69 316,00;-8,42
761;-4;Месед;184;Дагестан;753 247,00;753 723,00;-476,00;-0,06
762;-2;Почтобанк;1788;Пермская обл.;733 612,00;735 021,00;-1 409,00;-0,19
763;42;Космос;2245;Москва и обл.;728 501,00;591 421,00;137 080,00;23,18
764;-3;Америкэн Экспресс Банк;3460;Москва и обл.;725 239,00;735 005,00;-9 766,00;-1,33
765;0;ФинТех;3499;Москва и обл.;724 455,00;710 910,00;13 545,00;1,91
766;-2;Банк Глобус;2438;Москва и обл.;722 462,00;713 948,00;8 514,00;1,19
767;-4;Арзамас;1281;Нижегородская обл.;721 096,00;721 485,00;-389,00;-0,05
768;-10;Прайм Финанс;2758;Санкт-Петербург и обл.;719 729,00;741 316,00;-21 587,00;-2,91
769;-2;Аделантбанк;1835;Москва и обл.;706 516,00;702 065,00;4 451,00;0,63
770;0;Адам Интернэшнл;2232;Дагестан;699 147,00;699 303,00;-156,00;-0,02
771;-5;Народный Банк;2249;Карачаево-Черкесия;686 377,00;702 914,00;-16 537,00;-2,35
772;42;Рапида;3371;Москва и обл.;682 637,00;552 404,00;130 233,00;23,58
773;10;Финарс Банк;2938;Москва и обл.;679 923,00;660 806,00;19 117,00;2,89
774;8;Атлас Банк;3477;Москва и обл.;678 919,00;668 029,00;10 890,00;1,63
775;-36;Арсенал;3000;Москва и обл.;674 572,00;860 219,00;-185 647,00;-21,58
776;0;Кузбассхимбанк;2868;Кемеровская обл.;667 273,00;679 043,00;-11 770,00;-1,73
777;1;Русский Банк Сбережений;779;Ставропольский край;667 061,00;673 922,00;-6 861,00;-1,02
778;-7;МТИ Банк;1052;Москва и обл.;655 835,00;696 855,00;-41 020,00;-5,89
779;8;Центрально-Европейский Банк;2670;Москва и обл.;655 425,00;644 642,00;10 783,00;1,67
780;0;Ганзакомбанк;1734;Санкт-Петербург и обл.;653 054,00;670 604,00;-17 550,00;-2,62
781;70;Южный Региональный Банк;3015;Ростовская обл.;651 892,00;435 971,00;215 921,00;49,53
782;16;Вакобанк;1291;Псковская обл.;646 294,00;606 171,00;40 123,00;6,62
783;7;Агроинкомбанк;1946;Астраханская обл.;640 128,00;629 875,00;10 253,00;1,63
784;26;Идеалбанк;3491;Москва и обл.;639 726,00;576 324,00;63 402,00;11,00
785;1;Галабанк;3090;Адыгея;629 876,00;653 424,00;-23 548,00;-3,60
786;5;Славянбанк;804;Новгородская обл.;624 457,00;616 235,00;8 222,00;1,33
787;-10;Камчатка;2966;Камчатская обл.;624 197,00;675 621,00;-51 424,00;-7,61
788;12;Мико-Банк;3195;Москва и обл.;622 743,00;601 242,00;21 501,00;3,58
789;23;РусьРегионБанк;685;Москва и обл.;610 665,00;569 001,00;41 664,00;7,32
790;12;Геобанк;2027;Москва и обл.;608 204,00;596 602,00;11 602,00;1,94
791;4;Центрально-Азиатский;3037;Хакасия;600 667,00;609 318,00;-8 651,00;-1,42
792;7;Си Ди Би Банк;3339;Краснодарский край;598 788,00;601 786,00;-2 998,00;-0,50
793;22;Прохладный;874;Кабардино-Балкария;595 422,00;551 621,00;43 801,00;7,94
794;-5;ИСБ;3010;Москва и обл.;592 929,00;630 421,00;-37 492,00;-5,95
795;1;Кредитбанк;1035;Калмыкия;590 306,00;608 739,00;-18 433,00;-3,03
796;-12;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;590 194,00;658 822,00;-68 628,00;-10,42
797;-4;Классик Эконом Банк;3298;Северная Осетия — Алания;584 464,00;613 617,00;-29 153,00;-4,75
798;15;Взаимодействие;1704;Новосибирская обл.;583 621,00;568 603,00;15 018,00;2,64
799;34;Элекснет;3314;Москва и обл.;582 964,00;486 175,00;96 789,00;19,91
800;4;Центр Межбанковских Расчетов;3400;Москва и обл.;582 740,00;592 935,00;-10 195,00;-1,72
801;-4;Прокоммерцбанк;2996;Москва и обл.;577 669,00;606 402,00;-28 733,00;-4,74
802;30;Телекоммерц Банк;3380;Тульская обл.;575 942,00;489 710,00;86 232,00;17,61
