Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июль, 2016, тыс. рублей;Июнь, 2016, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;2;Московский Нефтехимический Банк;1411;Москва и обл.;8 035 322,00;8 149 693,00;-114 371,00;-1,40
261;12;Северный Кредит;2398;Вологодская обл.;8 025 551,00;7 853 102,00;172 449,00;2,20
262;13;Кранбанк;2271;Ивановская обл.;7 911 057,00;7 704 175,00;206 882,00;2,69
263;9;Альба Альянс;2593;Москва и обл.;7 718 548,00;7 867 175,00;-148 627,00;-1,89
264;6;Финам Банк;2799;Москва и обл.;7 695 082,00;7 895 228,00;-200 146,00;-2,54
265;-6;Томскпромстройбанк;1720;Томская обл.;7 682 916,00;8 348 108,00;-665 192,00;-7,97
266;-1;Воронеж;654;Воронежская обл.;7 612 197,00;7 978 616,00;-366 419,00;-4,59
267;2;Консервативный Коммерческий Банк;1087;Астраханская обл.;7 598 124,00;7 897 513,00;-299 389,00;-3,79
268;-10;Итуруп;2390;Сахалинская обл.;7 592 078,00;8 592 936,00;-1 000 858,00;-11,65
269;8;Эксперт Банк;2949;Омская обл.;7 584 449,00;7 504 615,00;79 834,00;1,06
270;9;Эс-Би-Ай Банк;3185;Москва и обл.;7 490 092,00;7 391 325,00;98 767,00;1,34
271;13;Голдман Сакс Банк;3490;Москва и обл.;7 310 771,00;7 235 034,00;75 737,00;1,05
272;-17;Арксбанк;1868;Москва и обл.;7 298 114,00;8 714 059,00;-1 415 945,00;-16,25
273;12;Чувашкредитпромбанк;1280;Чувашия;7 241 527,00;7 188 428,00;53 099,00;0,74
274;8;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 235 611,00;7 291 576,00;-55 965,00;-0,77
275;-12;Углеметбанк;2997;Челябинская обл.;7 229 690,00;8 084 747,00;-855 057,00;-10,58
276;12;Трансстройбанк;2807;Москва и обл.;7 222 344,00;7 011 250,00;211 094,00;3,01
277;4;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;7 197 361,00;7 330 422,00;-133 061,00;-1,82
278;9;Актив Банк;2529;Мордовия;7 162 540,00;7 056 248,00;106 292,00;1,51
279;-3;Гаранти Банк — Москва;3275;Москва и обл.;7 151 169,00;7 601 486,00;-450 317,00;-5,92
280;6;Банк на Красных Воротах;2472;Москва и обл.;7 139 761,00;7 170 156,00;-30 395,00;-0,42
281;13;Кредит-Москва;5;Москва и обл.;7 099 261,00;6 771 444,00;327 817,00;4,84
282;-21;Банк БКФ;2684;Москва и обл.;7 088 976,00;8 160 618,00;-1 071 642,00;-13,13
283;7;Белгородсоцбанк;760;Белгородская обл.;7 024 479,00;6 975 117,00;49 362,00;0,71
284;12;Русский Трастовый Банк;1139;Москва и обл.;7 006 900,00;6 754 096,00;252 804,00;3,74
285;-7;Славянский Кредит;2960;Москва и обл.;6 968 098,00;7 451 135,00;-483 037,00;-6,48
286;17;Экспресс-Кредит;210;Москва и обл.;6 870 683,00;6 545 453,00;325 230,00;4,97
287;-34;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;6 868 938,00;8 767 685,00;-1 898 747,00;-21,66
288;3;Азия-Инвест Банк;3303;Москва и обл.;6 861 618,00;6 949 404,00;-87 786,00;-1,26
289;3;Мосуралбанк;2468;Москва и обл.;6 824 562,00;6 939 744,00;-115 182,00;-1,66
290;5;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 753 306,00;6 766 633,00;-13 327,00;-0,20
291;9;Вега-Банк;3270;Москва и обл.;6 725 522,00;6 666 858,00;58 664,00;0,88
292;6;ПИР Банк;2655;Москва и обл.;6 717 836,00;6 733 284,00;-15 448,00;-0,23
293;8;Русь;704;Оренбургская обл.;6 681 924,00;6 602 197,00;79 727,00;1,21
294;10;Хакасский Муниципальный Банк;1049;Хакасия;6 657 905,00;6 532 790,00;125 115,00;1,92
295;13;Банк Раунд;2506;Москва и обл.;6 580 385,00;6 377 768,00;202 617,00;3,18
296;3;МС Банк Рус;2789;Москва и обл.;6 571 665,00;6 696 686,00;-125 021,00;-1,87
297;5;Коммерческий Индо Банк;3446;Москва и обл.;6 559 390,00;6 570 902,00;-11 512,00;-0,18
298;-1;Кубаньторгбанк;478;Краснодарский край;6 547 390,00;6 752 414,00;-205 024,00;-3,04
299;-10;Синко-Банк;2838;Москва и обл.;6 506 613,00;6 996 483,00;-489 870,00;-7,00
300;6;Уралкапиталбанк;2519;Башкортостан;6 453 495,00;6 440 620,00;12 875,00;0,20
301;10;Проминвестбанк;2433;Москва и обл.;6 418 858,00;6 250 956,00;167 902,00;2,69
302;8;Идея Банк;430;Краснодарский край;6 407 457,00;6 278 696,00;128 761,00;2,05
303;10;Ю Би Эс Банк;3463;Москва и обл.;6 403 234,00;6 240 105,00;163 129,00;2,61
304;-11;Ринвестбанк;3262;Рязанская обл.;6 399 771,00;6 820 392,00;-420 621,00;-6,17
305;7;Руснарбанк;3403;Москва и обл.;6 386 604,00;6 244 471,00;142 133,00;2,28
306;-1;РЕСО Кредит;3450;Москва и обл.;6 381 169,00;6 446 506,00;-65 337,00;-1,01
307;2;Северный Народный Банк;2721;Коми;6 355 388,00;6 291 654,00;63 734,00;1,01
308;6;Севастопольский Морской Банк;3528;Севастополь;6 256 792,00;6 036 613,00;220 179,00;3,65
309;7;Автоградбанк;1455;Татарстан;6 058 934,00;5 987 755,00;71 179,00;1,19
310;5;Банк ПСА Финанс Рус;3481;Москва и обл.;5 997 723,00;5 992 078,00;5 645,00;0,09
311;7;Нейва;1293;Свердловская обл.;5 993 601,00;5 885 736,00;107 865,00;1,83
312;8;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 942 870,00;5 720 928,00;221 942,00;3,88
313;9;Сити Инвест Банк;3194;Санкт-Петербург и обл.;5 858 974,00;5 711 990,00;146 984,00;2,57
314;9;Газтрансбанк;665;Адыгея;5 759 614,00;5 677 436,00;82 178,00;1,45
315;4;Банк Торгового Финансирования;1982;Москва и обл.;5 689 535,00;5 878 143,00;-188 608,00;-3,21
316;9;ФорБанк;2063;Москва и обл.;5 686 985,00;5 641 039,00;45 946,00;0,81
317;9;Енисейский Объединенный Банк;2645;Красноярский край;5 664 640,00;5 536 381,00;128 259,00;2,32
318;-1;НБК-Банк;3283;Москва и обл.;5 618 136,00;5 952 897,00;-334 761,00;-5,62
319;5;Нэклис-Банк;1671;Москва и обл.;5 582 770,00;5 643 683,00;-60 913,00;-1,08
320;11;Конфидэнс Банк;970;Костромская обл.;5 515 740,00;5 221 956,00;293 784,00;5,63
321;28;Зенит Сочи;232;Краснодарский край;5 496 225,00;4 689 015,00;807 210,00;17,21
322;-1;Банк Кремлевский;2905;Москва и обл.;5 479 095,00;5 715 880,00;-236 785,00;-4,14
323;19;Московский Коммерческий Банк;3172;Москва и обл.;5 449 514,00;4 966 888,00;482 626,00;9,72
324;4;Владпромбанк;870;Владимирская обл.;5 436 307,00;5 409 032,00;27 275,00;0,50
325;4;Новобанк;1352;Новгородская обл.;5 374 727,00;5 302 096,00;72 631,00;1,37
326;14;Реалист Банк;1067;Иркутская обл.;5 371 778,00;5 034 112,00;337 666,00;6,71
327;3;Банкхаус Эрбе;1717;Москва и обл.;5 265 618,00;5 269 509,00;-3 891,00;-0,07
328;4;Сибсоцбанк;2015;Алтайский край;5 206 272,00;5 206 744,00;-472,00;-0,01
329;8;Газстройбанк;2919;Москва и обл.;5 206 150,00;5 086 149,00;120 001,00;2,36
330;21;Индустриальный Сберегательный Банк;3175;Москва и обл.;5 160 868,00;4 643 198,00;517 670,00;11,15
331;7;Уссури;596;Хабаровский край;5 152 362,00;5 056 802,00;95 560,00;1,89
332;2;Форус Банк;3457;Нижегородская обл.;5 136 585,00;5 154 044,00;-17 459,00;-0,34
333;3;Камский Коммерческий Банк;438;Татарстан;5 049 277,00;5 122 974,00;-73 697,00;-1,44
334;7;Витабанк;356;Санкт-Петербург и обл.;5 017 256,00;4 991 000,00;26 256,00;0,53
335;10;Агророс;2860;Саратовская обл.;5 011 319,00;4 720 508,00;290 811,00;6,16
336;8;Вологжанин;1896;Вологодская обл.;4 986 948,00;4 864 109,00;122 839,00;2,53
337;6;Земский Банк;2900;Самарская обл.;4 974 577,00;4 945 046,00;29 531,00;0,60
338;-11;Роспромбанк;3204;Москва и обл.;4 925 061,00;5 413 911,00;-488 850,00;-9,03
339;8;Донкомбанк;492;Ростовская обл.;4 859 015,00;4 698 983,00;160 032,00;3,41
340;-7;Москва-Сити;3247;Москва и обл.;4 845 757,00;5 156 144,00;-310 387,00;-6,02
341;7;Межрегиональный промышленно-строительный банк;752;Мордовия;4 781 900,00;4 694 171,00;87 729,00;1,87
342;-35;Хованский;2145;Москва и обл.;4 767 259,00;6 430 980,00;-1 663 721,00;-25,87
343;-4;Чайнасельхозбанк;3529;Москва и обл.;4 725 210,00;5 035 909,00;-310 699,00;-6,17
344;8;Кузнецкий;609;Пензенская обл.;4 647 778,00;4 635 993,00;11 785,00;0,25
345;15;Бест Эффортс Банк;435;Москва и обл.;4 638 544,00;4 416 713,00;221 831,00;5,02
346;10;Венец;524;Ульяновская обл.;4 590 140,00;4 524 611,00;65 529,00;1,45
347;10;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 578 922,00;4 453 658,00;125 264,00;2,81
348;7;Горбанк;2982;Санкт-Петербург и обл.;4 570 996,00;4 541 271,00;29 725,00;0,65
349;10;Евразийский Банк;969;Москва и обл.;4 567 870,00;4 432 829,00;135 041,00;3,05
350;3;Экси-Банк;2530;Санкт-Петербург и обл.;4 558 400,00;4 628 100,00;-69 700,00;-1,51
351;-5;РАМ Банк;3480;Москва и обл.;4 512 078,00;4 720 109,00;-208 031,00;-4,41
352;2;МФБанк;3163;Москва и обл.;4 480 212,00;4 578 319,00;-98 107,00;-2,14
353;5;Платина;2347;Москва и обл.;4 403 136,00;4 441 493,00;-38 357,00;-0,86
354;8;Финансово-Промышленный Капитал;3295;Москва и обл.;4 351 632,00;4 333 812,00;17 820,00;0,41
355;8;Выборг-Банк;720;Санкт-Петербург и обл.;4 198 812,00;4 322 802,00;-123 990,00;-2,87
356;11;Роял Кредит Банк;783;Хабаровский край;4 193 424,00;4 191 037,00;2 387,00;0,06
357;4;Банк Инноваций и Развития;2647;Москва и обл.;4 187 897,00;4 371 352,00;-183 455,00;-4,20
358;13;ВостСибтранскомбанк;2731;Иркутская обл.;4 160 261,00;4 128 119,00;32 142,00;0,78
359;27;Радиотехбанк;1166;Нижегородская обл.;4 103 130,00;3 683 412,00;419 718,00;11,39
360;15;Руссобанк;2313;Москва и обл.;4 097 166,00;3 957 083,00;140 083,00;3,54
361;11;Оргбанк;3312;Москва и обл.;4 052 874,00;4 119 730,00;-66 856,00;-1,62
362;23;Юнистрим;3467;Москва и обл.;4 049 258,00;3 788 433,00;260 825,00;6,88
363;6;Бинбанк Столица;3052;Москва и обл.;4 028 403,00;4 161 507,00;-133 104,00;-3,20
364;-29;Национальный Залоговый Банк;2944;Москва и обл.;4 000 403,00;5 135 586,00;-1 135 183,00;-22,10
365;13;Русский Национальный Банк;469;Ростовская обл.;3 986 267,00;3 921 193,00;65 074,00;1,66
366;13;Международный Коммерческий Банк;2524;Москва и обл.;3 964 782,00;3 905 616,00;59 166,00;1,51
367;6;Мастер-Капитал;3011;Москва и обл.;3 934 283,00;4 008 099,00;-73 816,00;-1,84
368;14;Невский Банк;1068;Санкт-Петербург и обл.;3 899 833,00;3 841 191,00;58 642,00;1,53
369;5;Метрополь;1639;Москва и обл.;3 897 566,00;3 982 518,00;-84 952,00;-2,13
370;-5;Банк Заречье;817;Татарстан;3 893 204,00;4 197 706,00;-304 502,00;-7,25
371;-3;УМ-Банк;1441;Свердловская обл.;3 891 279,00;4 186 810,00;-295 531,00;-7,06
372;8;Стройлесбанк;2995;Тюменская обл.;3 887 211,00;3 868 991,00;18 220,00;0,47
373;-7;Новый Московский Банк;2932;Москва и обл.;3 870 854,00;4 195 337,00;-324 483,00;-7,73
374;2;Бланк Банк;2368;Москва и обл.;3 869 558,00;3 949 253,00;-79 695,00;-2,02
375;2;Айви Банк;2055;Москва и обл.;3 795 541,00;3 923 764,00;-128 223,00;-3,27
376;5;Аксонбанк;680;Костромская обл.;3 767 786,00;3 857 640,00;-89 854,00;-2,33
377;7;Констанс-Банк;2228;Санкт-Петербург и обл.;3 762 258,00;3 832 560,00;-70 302,00;-1,83
378;-8;Промэнергобанк;2728;Вологодская обл.;3 748 601,00;4 144 171,00;-395 570,00;-9,55
379;14;Камчаткомагропромбанк;545;Камчатская обл.;3 726 912,00;3 512 474,00;214 438,00;6,11
380;8;Кузнецкий Мост;2254;Москва и обл.;3 696 697,00;3 661 446,00;35 251,00;0,96
381;6;Уралпромбанк;2964;Челябинская обл.;3 651 225,00;3 670 485,00;-19 260,00;-0,52
382;12;ЮMoney;3510;Россия;3 611 473,00;3 470 568,00;140 905,00;4,06
383;22;Алтайкапиталбанк;2659;Алтайский край;3 574 405,00;3 340 752,00;233 653,00;6,99
384;15;Новое Время;3492;Москва и обл.;3 570 411,00;3 407 258,00;163 153,00;4,79
385;28;ИСБ;3010;Москва и обл.;3 567 556,00;3 150 142,00;417 414,00;13,25
386;6;Объединенный Резервный Банк;937;Москва и обл.;3 516 196,00;3 623 635,00;-107 439,00;-2,96
387;8;Иваново;1763;Ивановская обл.;3 480 946,00;3 463 091,00;17 855,00;0,52
388;2;ИТ Банк;2609;Омская обл.;3 480 006,00;3 633 747,00;-153 741,00;-4,23
389;8;Банк Реалист;2646;Москва и обл.;3 467 540,00;3 430 982,00;36 558,00;1,07
390;1;Долинск;857;Сахалинская обл.;3 450 291,00;3 631 686,00;-181 395,00;-4,99
391;13;Ермак;1809;Ханты-Мансийский АО — Югра;3 427 047,00;3 349 322,00;77 725,00;2,32
392;6;Крыловский;456;Краснодарский край;3 416 904,00;3 414 642,00;2 262,00;0,07
393;3;Зираат Банк;2559;Москва и обл.;3 406 829,00;3 437 329,00;-30 500,00;-0,89
394;-11;РТС-Банк;3401;Самарская обл.;3 401 030,00;3 840 853,00;-439 823,00;-11,45
395;-6;Ростфинанс;481;Ростовская обл.;3 397 630,00;3 647 386,00;-249 756,00;-6,85
396;7;Живаго Банк;2065;Рязанская обл.;3 371 015,00;3 364 057,00;6 958,00;0,21
397;9;Рапида;3371;Москва и обл.;3 359 598,00;3 310 541,00;49 057,00;1,48
398;2;Мегаполис;3265;Чувашия;3 347 365,00;3 392 519,00;-45 154,00;-1,33
399;2;Братский АНКБ;1144;Иркутская обл.;3 337 904,00;3 371 309,00;-33 405,00;-0,99
400;15;Сибэс;208;Омская обл.;3 220 626,00;3 110 442,00;110 184,00;3,54
401;8;Кубанский Универсальный Банк;2898;Краснодарский край;3 215 456,00;3 231 705,00;-16 249,00;-0,50
402;16;Региональный Коммерческий Банк;836;Ульяновская обл.;3 171 251,00;3 047 573,00;123 678,00;4,06
403;4;Центрально-Европейский Банк;2670;Москва и обл.;3 151 327,00;3 257 068,00;-105 741,00;-3,25
404;13;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 149 579,00;3 062 599,00;86 980,00;2,84
405;7;НОКССбанк;3202;Волгоградская обл.;3 144 113,00;3 179 896,00;-35 783,00;-1,13
406;15;Межбанковский Кредитный Союз;3242;Москва и обл.;3 128 462,00;2 947 990,00;180 472,00;6,12
407;4;Банк Экономический Союз;2798;Москва и обл.;3 092 623,00;3 214 380,00;-121 757,00;-3,79
408;2;Экономикс-Банк;2136;Москва и обл.;3 062 653,00;3 228 309,00;-165 656,00;-5,13
409;5;Донхлеббанк;2285;Ростовская обл.;3 045 254,00;3 114 085,00;-68 831,00;-2,21
410;6;Международный Банк Развития;2704;Москва и обл.;2 968 601,00;3 089 106,00;-120 505,00;-3,90
411;14;РБА;3413;Москва и обл.;2 963 058,00;2 869 187,00;93 871,00;3,27
412;-10;Крокус-Банк;2682;Москва и обл.;2 950 845,00;3 370 646,00;-419 801,00;-12,45
413;6;Банк Премьер Кредит;1663;Москва и обл.;2 911 724,00;2 977 023,00;-65 299,00;-2,19
414;10;Евроальянс;1781;Ивановская обл.;2 911 684,00;2 895 418,00;16 266,00;0,56
415;11;Костромаселькомбанк;1115;Костромская обл.;2 883 953,00;2 822 064,00;61 889,00;2,19
416;4;Татагропромбанк;728;Татарстан;2 838 319,00;2 948 044,00;-109 725,00;-3,72
417;-9;Первый Клиентский Банк;3436;Москва и обл.;2 830 608,00;3 247 546,00;-416 938,00;-12,84
418;15;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 809 348,00;2 715 062,00;94 286,00;3,47
419;15;Владбизнесбанк;903;Владимирская обл.;2 786 281,00;2 712 588,00;73 693,00;2,72
420;2;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 777 468,00;2 943 035,00;-165 567,00;-5,63
421;14;ЮМК Банк;3495;Краснодарский край;2 774 924,00;2 672 041,00;102 883,00;3,85
422;8;Йошкар-Ола;2802;Марий Эл;2 746 434,00;2 751 980,00;-5 546,00;-0,20
423;17;Кредпромбанк;1165;Ярославская обл.;2 737 826,00;2 564 825,00;173 001,00;6,75
424;7;Аспект;608;Москва и обл.;2 724 405,00;2 736 105,00;-11 700,00;-0,43
425;2;Промсельхозбанк;538;Москва и обл.;2 690 922,00;2 782 297,00;-91 375,00;-3,28
426;10;Еврокапитал-Альянс;2672;Ярославская обл.;2 681 169,00;2 665 464,00;15 705,00;0,59
427;10;Межрегиональный Почтовый Банк;3171;Москва и обл.;2 663 588,00;2 646 944,00;16 644,00;0,63
428;32;Викинг;2;Санкт-Петербург и обл.;2 654 495,00;2 249 956,00;404 539,00;17,98
429;-1;Унифондбанк;3416;Москва и обл.;2 616 300,00;2 772 030,00;-155 730,00;-5,62
430;8;Система;2846;Москва и обл.;2 597 660,00;2 630 093,00;-32 433,00;-1,23
431;-67;Земкомбанк;574;Ростовская обл.;2 563 003,00;4 275 155,00;-1 712 152,00;-40,05
432;-3;Заубер Банк;1614;Санкт-Петербург и обл.;2 540 370,00;2 756 488,00;-216 118,00;-7,84
433;16;Внешфинбанк;3173;Краснодарский край;2 528 600,00;2 446 563,00;82 037,00;3,35
434;10;Кросна-Банк;2607;Москва и обл.;2 523 936,00;2 497 020,00;26 916,00;1,08
435;8;Канский;860;Красноярский край;2 521 021,00;2 506 514,00;14 507,00;0,58
436;-13;Первый Инвестиционный Банк;604;Москва и обл.;2 517 243,00;2 933 039,00;-415 796,00;-14,18
437;-5;Апабанк;2404;Москва и обл.;2 516 306,00;2 733 942,00;-217 636,00;-7,96
438;21;Озон Банк;3516;Москва и обл.;2 514 376,00;2 261 278,00;253 098,00;11,19
439;8;Газнефтьбанк;3223;Саратовская обл.;2 487 193,00;2 459 072,00;28 121,00;1,14
440;12;БСТ-Банк;2883;Кемеровская обл.;2 476 368,00;2 327 486,00;148 882,00;6,40
441;1;Новация;840;Адыгея;2 468 841,00;2 551 594,00;-82 753,00;-3,24
442;14;РУБанк;2813;Москва и обл.;2 431 685,00;2 298 516,00;133 169,00;5,79
443;3;ИРС;272;Москва и обл.;2 429 641,00;2 463 616,00;-33 975,00;-1,38
444;11;Кредит Экспресс;3186;Ростовская обл.;2 429 270,00;2 307 372,00;121 898,00;5,28
445;0;Элита;1399;Калужская обл.;2 425 763,00;2 494 501,00;-68 738,00;-2,76
446;2;Резерв;2364;Челябинская обл.;2 404 594,00;2 457 125,00;-52 531,00;-2,14
447;-8;Новый Символ;370;Москва и обл.;2 386 977,00;2 610 200,00;-223 223,00;-8,55
448;14;Вологдабанк;992;Вологодская обл.;2 355 505,00;2 234 484,00;121 021,00;5,42
449;25;Народный Банк;2249;Карачаево-Черкесия;2 355 214,00;2 063 503,00;291 711,00;14,14
450;11;Столичный Кредит;2853;Москва и обл.;2 339 192,00;2 243 567,00;95 625,00;4,26
451;14;Взаимодействие;1704;Новосибирская обл.;2 308 738,00;2 179 539,00;129 199,00;5,93
452;-11;Росбизнесбанк;1405;Москва и обл.;2 308 367,00;2 559 295,00;-250 928,00;-9,80
453;5;Тальменка-Банк;826;Алтайский край;2 279 620,00;2 280 869,00;-1 249,00;-0,05
454;17;Банк Пермь;875;Пермская обл.;2 276 831,00;2 133 508,00;143 323,00;6,72
455;8;Вкабанк;1027;Астраханская обл.;2 273 657,00;2 220 762,00;52 895,00;2,38
456;16;Булгар Банк;1917;Ярославская обл.;2 262 009,00;2 102 346,00;159 663,00;7,59
457;21;Современные Стандарты Бизнеса;3397;Москва и обл.;2 250 045,00;2 045 116,00;204 929,00;10,02
458;-5;К2 Банк;2851;Карачаево-Черкесия;2 249 962,00;2 313 707,00;-63 745,00;-2,76
459;-5;Международный Строительный Банк;3484;Москва и обл.;2 226 244,00;2 308 983,00;-82 739,00;-3,58
460;8;Банк Глобус;2438;Москва и обл.;2 206 548,00;2 164 584,00;41 964,00;1,94
461;9;Вестинтербанк;3398;Москва и обл.;2 184 724,00;2 144 337,00;40 387,00;1,88
462;2;Преодоление;2649;Москва и обл.;2 148 655,00;2 186 637,00;-37 982,00;-1,74
463;13;Яринтербанк;2564;Ярославская обл.;2 145 627,00;2 057 761,00;87 866,00;4,27
464;2;Спиритбанк;2053;Тульская обл.;2 132 633,00;2 175 279,00;-42 646,00;-1,96
465;-8;Народный Доверительный Банк;2374;Москва и обл.;2 126 870,00;2 289 671,00;-162 801,00;-7,11
466;3;Профессионал Банк;3296;Москва и обл.;2 120 557,00;2 163 910,00;-43 353,00;-2,00
467;18;Алтынбанк;2070;Татарстан;2 096 774,00;1 964 830,00;131 944,00;6,72
468;13;Проинвестбанк;784;Пермская обл.;2 091 367,00;2 021 938,00;69 429,00;3,43
469;6;Далена Банк;1948;Москва и обл.;2 085 372,00;2 062 036,00;23 336,00;1,13
470;3;Капитал;575;Москва и обл.;2 067 180,00;2 075 514,00;-8 334,00;-0,40
471;18;Златкомбанк;568;Москва и обл.;2 048 045,00;1 844 365,00;203 680,00;11,04
472;5;Старооскольский Агропромбанк;1050;Белгородская обл.;2 040 897,00;2 045 505,00;-4 608,00;-0,23
473;7;Миръ;3089;Москва и обл.;2 038 895,00;2 026 404,00;12 491,00;0,62
474;-7;Дом-Банк;3209;Москва и обл.;2 030 593,00;2 165 921,00;-135 328,00;-6,25
475;9;Россита-Банк;3257;Москва и обл.;1 983 183,00;1 966 526,00;16 657,00;0,85
476;10;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 960 507,00;1 929 726,00;30 781,00;1,60
477;5;Вятич;2796;Рязанская обл.;1 960 084,00;1 991 289,00;-31 205,00;-1,57
478;14;Руна-Банк;3207;Москва и обл.;1 907 112,00;1 800 127,00;106 985,00;5,94
479;4;Московский Вексельный Банк;2697;Москва и обл.;1 900 818,00;1 972 453,00;-71 635,00;-3,63
480;8;Кетовский Коммерческий Банк;842;Курганская обл.;1 832 862,00;1 883 311,00;-50 449,00;-2,68
481;10;Кемсоцинбанк;96;Кемеровская обл.;1 828 309,00;1 817 470,00;10 839,00;0,60
482;12;Майкопбанк;1136;Адыгея;1 827 037,00;1 787 599,00;39 438,00;2,21
483;7;КОР;2148;Волгоградская обл.;1 826 414,00;1 822 705,00;3 709,00;0,20
484;3;ПэйПал Ру;3517;Москва и обл.;1 820 865,00;1 886 916,00;-66 051,00;-3,50
485;27;Социум-Банк;2881;Москва и обл.;1 811 490,00;1 603 531,00;207 959,00;12,97
486;-7;Лайтбанк;3177;Москва и обл.;1 768 487,00;2 039 567,00;-271 080,00;-13,29
487;22;Приобье;537;Ханты-Мансийский АО — Югра;1 756 006,00;1 646 474,00;109 532,00;6,65
488;17;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 750 208,00;1 673 073,00;77 135,00;4,61
489;18;Сельмашбанк;106;Ростовская обл.;1 733 575,00;1 659 585,00;73 990,00;4,46
490;20;Америкэн Экспресс Банк;3460;Москва и обл.;1 720 444,00;1 640 244,00;80 200,00;4,89
491;9;Сириус;3506;Омская обл.;1 719 523,00;1 707 625,00;11 898,00;0,70
492;7;Крона-Банк;2499;Иркутская обл.;1 708 956,00;1 734 101,00;-25 145,00;-1,45
493;18;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 694 613,00;1 635 896,00;58 717,00;3,59
494;8;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 685 563,00;1 692 287,00;-6 724,00;-0,40
495;6;Бум-Банк;1137;Кабардино-Балкария;1 684 649,00;1 698 023,00;-13 374,00;-0,79
496;-3;Риал-Кредит;3393;Москва и обл.;1 683 795,00;1 793 424,00;-109 629,00;-6,11
497;-1;Акцент;696;Оренбургская обл.;1 680 592,00;1 757 234,00;-76 642,00;-4,36
498;5;Великие Луки Банк;598;Псковская обл.;1 680 513,00;1 690 520,00;-10 007,00;-0,59
499;-1;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 671 804,00;1 741 672,00;-69 868,00;-4,01
500;6;Тагилбанк;1635;Свердловская обл.;1 664 016,00;1 665 151,00;-1 135,00;-0,07
501;-6;Прайм Финанс;2758;Санкт-Петербург и обл.;1 652 574,00;1 763 469,00;-110 895,00;-6,29
502;12;ИК Банк;1732;Татарстан;1 615 597,00;1 571 952,00;43 645,00;2,78
503;1;Объединенная Расчетная Система;3342;Москва и обл.;1 589 256,00;1 677 170,00;-87 914,00;-5,24
504;9;Спутник;1071;Оренбургская обл.;1 583 078,00;1 583 463,00;-385,00;-0,02
505;10;Икано Банк;3519;Центр;1 582 774,00;1 564 509,00;18 265,00;1,17
506;13;Новый Кредитный Союз;3139;Москва и обл.;1 550 653,00;1 486 011,00;64 642,00;4,35
507;13;Арзамас;1281;Нижегородская обл.;1 498 647,00;1 473 144,00;25 503,00;1,73
508;14;Уралфинанс;1370;Свердловская обл.;1 485 200,00;1 452 231,00;32 969,00;2,27
509;7;Холмск;503;Сахалинская обл.;1 478 489,00;1 508 122,00;-29 633,00;-1,96
510;22;Арсенал;3000;Москва и обл.;1 472 876,00;1 342 580,00;130 296,00;9,70
511;12;Калуга;1151;Калужская обл.;1 468 658,00;1 436 454,00;32 204,00;2,24
512;5;Саратов;330;Саратовская обл.;1 465 261,00;1 490 901,00;-25 640,00;-1,72
513;15;Тендер-Банк;2252;Москва и обл.;1 449 949,00;1 389 938,00;60 011,00;4,32
514;20;Вэлтон Банк;1105;Белгородская обл.;1 446 000,00;1 339 255,00;106 745,00;7,97
515;24;Тетраполис;1586;Санкт-Петербург и обл.;1 445 497,00;1 306 509,00;138 988,00;10,64
516;10;Нальчик;695;Кабардино-Балкария;1 415 480,00;1 405 445,00;10 035,00;0,71
517;1;Новый Век;3417;Москва и обл.;1 411 770,00;1 488 056,00;-76 286,00;-5,13
518;3;Соколовский;2830;Москва и обл.;1 401 338,00;1 462 931,00;-61 593,00;-4,21
519;10;Первый Дортрансбанк;3271;Кировская обл.;1 393 560,00;1 387 019,00;6 541,00;0,47
520;17;Кузбассхимбанк;2868;Кемеровская обл.;1 376 632,00;1 321 429,00;55 203,00;4,18
521;26;РФИ Банк;3351;Москва и обл.;1 370 944,00;1 157 457,00;213 487,00;18,44
522;19;Почтобанк;1788;Пермская обл.;1 369 637,00;1 297 957,00;71 680,00;5,52
523;10;Ноосфера;2650;Республика Алтай;1 358 324,00;1 339 767,00;18 557,00;1,39
524;-27;Инкаробанк;2696;Москва и обл.;1 348 364,00;1 746 830,00;-398 466,00;-22,81
525;5;Агора;3231;Москва и обл.;1 347 268,00;1 354 589,00;-7 321,00;-0,54
526;10;Саммит Банк;85;Приморский край;1 333 926,00;1 324 120,00;9 806,00;0,74
527;13;ГринКомБанк;1184;Иркутская обл.;1 323 760,00;1 299 997,00;23 763,00;1,83
