Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Октябрь, 2013, тыс. рублей;Сентябрь, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
213;11;Национальный Банк Развития Бизнеса;2795;Москва и обл.;16 160 306,00;14 317 480,00;1 842 826,00;12,87
214;5;Расчетно-Кредитный Банк;103;Москва и обл.;15 998 661,00;15 074 451,00;924 210,00;6,13
215;3;АйМаниБанк;1975;Москва и обл.;15 866 977,00;15 152 308,00;714 669,00;4,72
216;-2;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;15 821 231,00;15 723 380,00;97 851,00;0,62
217;-4;Гаранти Банк — Москва;3275;Москва и обл.;15 723 057,00;15 728 292,00;-5 235,00;-0,03
218;23;Монолит;1967;Москва и обл.;15 498 473,00;12 845 376,00;2 653 097,00;20,65
219;-2;ВУЗ-Банк;1557;Свердловская обл.;15 442 261,00;15 564 096,00;-121 835,00;-0,78
220;0;РосДорБанк;1573;Москва и обл.;15 298 063,00;15 000 862,00;297 201,00;1,98
221;-5;Энергомашбанк;52;Санкт-Петербург и обл.;15 122 704,00;15 606 238,00;-483 534,00;-3,10
222;-1;Рублев;3098;Москва и обл.;15 045 009,00;14 708 070,00;336 939,00;2,29
223;-1;Интрастбанк;3144;Москва и обл.;15 013 967,00;14 647 083,00;366 884,00;2,50
224;4;Аресбанк;2914;Москва и обл.;14 851 736,00;14 121 135,00;730 601,00;5,17
225;-2;Держава;2738;Москва и обл.;14 592 518,00;14 512 911,00;79 607,00;0,55
226;11;Нацинвестпромбанк;3077;Москва и обл.;14 584 777,00;13 314 141,00;1 270 636,00;9,54
227;22;Русский Земельный Банк;2810;Москва и обл.;14 496 842,00;11 688 275,00;2 808 567,00;24,03
228;-1;Хлынов;254;Кировская обл.;14 447 905,00;14 121 906,00;325 999,00;2,31
229;1;Гранд Инвест Банк;3053;Москва и обл.;14 359 335,00;13 741 372,00;617 963,00;4,50
230;-1;Квантмобайл Банк;1189;Омская обл.;14 288 565,00;14 007 987,00;280 578,00;2,00
231;-6;Национальная Факторинговая Компания;3437;Москва и обл.;14 089 308,00;14 292 717,00;-203 409,00;-1,42
232;1;Банк Расчетов и Сбережений;2617;Москва и обл.;13 743 734,00;13 713 789,00;29 945,00;0,22
233;5;Банк24.ру;2227;Свердловская обл.;13 726 390,00;13 312 745,00;413 645,00;3,11
234;-3;Александровский;53;Санкт-Петербург и обл.;13 667 542,00;13 729 691,00;-62 149,00;-0,45
235;-1;Центркомбанк;2983;Москва и обл.;13 566 828,00;13 595 104,00;-28 276,00;-0,21
236;3;СИАБ;3245;Санкт-Петербург и обл.;13 357 381,00;13 300 402,00;56 979,00;0,43
237;-11;ТЭМБР-Банк;2764;Москва и обл.;13 327 480,00;14 205 784,00;-878 304,00;-6,18
238;-2;Банк Город;2644;Москва и обл.;13 288 066,00;13 551 302,00;-263 236,00;-1,94
239;-4;БайкалБанк;2632;Бурятия;13 253 440,00;13 593 224,00;-339 784,00;-2,50
240;14;РусЮгбанк;2093;Волгоградская обл.;13 213 850,00;11 420 427,00;1 793 423,00;15,70
241;-9;Банк ПСА Финанс Рус;3481;Москва и обл.;13 200 446,00;13 727 222,00;-526 776,00;-3,84
242;6;Социнвестбанк;1132;Башкортостан;12 629 171,00;12 016 153,00;613 018,00;5,10
243;1;Банк Акцепт;567;Новосибирская обл.;12 466 308,00;12 170 682,00;295 626,00;2,43
244;1;Европейский;1616;Калининградская обл.;12 420 127,00;12 126 911,00;293 216,00;2,42
245;-2;Денизбанк Москва;3330;Москва и обл.;12 407 744,00;12 236 378,00;171 366,00;1,40
246;-4;Солидарность (Москва);1555;Москва и обл.;12 352 652,00;12 251 044,00;101 608,00;0,83
247;12;Экопромбанк;2011;Пермская обл.;12 323 939,00;11 341 397,00;982 542,00;8,66
248;-2;НК Банк;2755;Москва и обл.;12 251 091,00;12 101 021,00;150 070,00;1,24
249;-2;Русский Ипотечный Банк;1968;Москва и обл.;12 235 836,00;12 088 760,00;147 076,00;1,22
250;25;Данске Банк;3307;Санкт-Петербург и обл.;11 915 129,00;10 367 405,00;1 547 724,00;14,93
251;2;Клиентский;2324;Москва и обл.;11 862 771,00;11 503 052,00;359 719,00;3,13
252;16;Росэксимбанк;2790;Москва и обл.;11 760 700,00;10 595 962,00;1 164 738,00;10,99
253;8;Росавтобанк;2767;Москва и обл.;11 615 891,00;11 158 851,00;457 040,00;4,10
254;11;Тусар;2712;Москва и обл.;11 603 224,00;10 761 069,00;842 155,00;7,83
255;2;Экономбанк;1319;Саратовская обл.;11 546 546,00;11 390 995,00;155 551,00;1,37
256;4;Прио-Внешторгбанк;212;Рязанская обл.;11 448 712,00;11 161 095,00;287 617,00;2,58
257;7;Унифин;2654;Москва и обл.;11 415 944,00;10 769 949,00;645 995,00;6,00
258;-8;Адмиралтейский;3054;Москва и обл.;11 410 901,00;11 623 268,00;-212 367,00;-1,83
259;-1;Миллениум Банк;3423;Москва и обл.;11 393 088,00;11 388 343,00;4 745,00;0,04
