Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Май, 2010, тыс. рублей;Апрель, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
527;-5;Синко-Банк;2838;Москва и обл.;1 738 187,00;1 756 318,00;-18 131,00;-1,03
528;16;Межтрастбанк;2493;Москва и обл.;1 714 512,00;1 595 833,00;118 679,00;7,44
529;35;Профессионал Банк;2471;Москва и обл.;1 708 839,00;1 496 469,00;212 370,00;14,19
530;32;Стелла-Банк;2948;Ростовская обл.;1 699 085,00;1 508 152,00;190 933,00;12,66
531;0;Региональный Кредитный Банк;1608;Калининградская обл.;1 685 405,00;1 700 149,00;-14 744,00;-0,87
532;3;Нацпромбанк;2360;Москва и обл.;1 682 301,00;1 655 205,00;27 096,00;1,64
533;-19;Эксперт Банк;2949;Омская обл.;1 676 077,00;1 852 855,00;-176 778,00;-9,54
534;-22;ИРС;272;Москва и обл.;1 671 922,00;1 864 679,00;-192 757,00;-10,34
535;11;Витабанк;356;Санкт-Петербург и обл.;1 651 960,00;1 588 930,00;63 030,00;3,97
536;-3;Уральский Трастовый Банк;2523;Удмуртия;1 646 018,00;1 659 837,00;-13 819,00;-0,83
537;1;Кузнецкий;609;Пензенская обл.;1 640 445,00;1 645 742,00;-5 297,00;-0,32
538;-20;Межрегионбанк;1059;Москва и обл.;1 638 585,00;1 822 253,00;-183 668,00;-10,08
539;-2;Банк Экономический Союз;2798;Москва и обл.;1 630 491,00;1 648 847,00;-18 356,00;-1,11
540;21;Аксонбанк;680;Костромская обл.;1 629 326,00;1 508 323,00;121 003,00;8,02
541;-61;Национальный Корпоративный Банк;3422;Москва и обл.;1 628 648,00;2 148 260,00;-519 612,00;-24,19
542;-3;Костромаселькомбанк;1115;Костромская обл.;1 625 809,00;1 644 041,00;-18 232,00;-1,11
543;-1;Бум-Банк;1137;Кабардино-Балкария;1 619 509,00;1 612 374,00;7 135,00;0,44
544;-8;Выборг-Банк;720;Санкт-Петербург и обл.;1 618 450,00;1 650 212,00;-31 762,00;-1,92
545;-15;Зенит Сочи;232;Краснодарский край;1 615 927,00;1 714 287,00;-98 360,00;-5,74
546;55;Новокиб;1747;Кемеровская обл.;1 603 980,00;1 278 760,00;325 220,00;25,43
547;-54;Голдман Сакс Банк;3490;Москва и обл.;1 602 215,00;2 057 081,00;-454 866,00;-22,11
548;26;Интеркапитал-Банк;2706;Мордовия;1 596 208,00;1 453 305,00;142 903,00;9,83
549;-2;Донхлеббанк;2285;Ростовская обл.;1 595 376,00;1 581 086,00;14 290,00;0,90
550;28;Клиентский;2324;Москва и обл.;1 593 532,00;1 410 695,00;182 837,00;12,96
551;0;Форус Банк;3457;Нижегородская обл.;1 588 455,00;1 565 178,00;23 277,00;1,49
552;-4;Агророс;2860;Саратовская обл.;1 585 168,00;1 578 823,00;6 345,00;0,40
553;116;Новый Век;3417;Москва и обл.;1 578 624,00;1 012 954,00;565 670,00;55,84
554;-1;Банк Город;2644;Коми;1 578 425,00;1 563 247,00;15 178,00;0,97
555;14;Новый Символ;370;Москва и обл.;1 566 628,00;1 481 181,00;85 447,00;5,77
556;-13;Россита-Банк;3257;Москва и обл.;1 554 359,00;1 611 211,00;-56 852,00;-3,53
557;-12;Далетбанк;3049;Москва и обл.;1 545 041,00;1 589 116,00;-44 075,00;-2,77
558;-18;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 540 125,00;1 642 781,00;-102 656,00;-6,25
559;-7;Регион;233;Ярославская обл.;1 535 030,00;1 564 435,00;-29 405,00;-1,88
560;-28;Национальный Республиканский Банк;3359;Москва и обл.;1 531 964,00;1 689 520,00;-157 556,00;-9,33
561;-2;Банк Пермь;875;Пермская обл.;1 529 266,00;1 511 982,00;17 284,00;1,14
562;3;Яринтербанк;2564;Ярославская обл.;1 521 006,00;1 491 377,00;29 629,00;1,99
563;3;Торгово-Строительный Банк;1250;Москва и обл.;1 488 500,00;1 485 962,00;2 538,00;0,17
564;15;Констанс-Банк;2228;Санкт-Петербург и обл.;1 479 438,00;1 408 671,00;70 767,00;5,02
565;2;Братский АНКБ;1144;Иркутская обл.;1 478 026,00;1 485 662,00;-7 636,00;-0,51
566;9;Крыловский;456;Краснодарский край;1 475 048,00;1 433 458,00;41 590,00;2,90
567;-17;РФИ Банк;3351;Москва и обл.;1 462 894,00;1 571 054,00;-108 160,00;-6,88
568;38;Газстройбанк;2919;Москва и обл.;1 462 473,00;1 271 221,00;191 252,00;15,04
569;22;Инвестиционный Союз;637;Москва и обл.;1 462 267,00;1 323 965,00;138 302,00;10,45
570;10;Финтрастбанк;3104;Москва и обл.;1 455 734,00;1 402 413,00;53 321,00;3,80
571;14;Владпромбанк;870;Владимирская обл.;1 447 552,00;1 364 228,00;83 324,00;6,11
572;-14;Банк РМП;2574;Москва и обл.;1 445 586,00;1 513 654,00;-68 068,00;-4,50
573;-18;Саратов;330;Саратовская обл.;1 438 694,00;1 541 835,00;-103 141,00;-6,69
574;3;Газнефтьбанк;3223;Саратовская обл.;1 422 083,00;1 413 315,00;8 768,00;0,62
575;-15;Уралфинанс;1370;Свердловская обл.;1 413 278,00;1 509 269,00;-95 991,00;-6,36
576;-49;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 406 691,00;1 722 237,00;-315 546,00;-18,32
577;-20;Татагропромбанк;728;Татарстан;1 403 387,00;1 515 590,00;-112 203,00;-7,40
578;-2;Радиотехбанк;1166;Нижегородская обл.;1 399 399,00;1 432 245,00;-32 846,00;-2,29
579;-23;Милбанк;3256;Москва и обл.;1 399 014,00;1 518 015,00;-119 001,00;-7,84
580;-10;ФорБанк;2063;Алтайский край;1 398 966,00;1 477 350,00;-78 384,00;-5,31
581;3;Викинг;2;Санкт-Петербург и обл.;1 380 419,00;1 377 380,00;3 039,00;0,22
582;15;Спиритбанк;2053;Тульская обл.;1 370 449,00;1 298 982,00;71 467,00;5,50
583;40;РСКБ;2050;Москва и обл.;1 365 026,00;1 178 110,00;186 916,00;15,87
584;12;Еврокоммерц;1777;Москва и обл.;1 363 148,00;1 301 468,00;61 680,00;4,74
585;18;Вестерн Юнион ДП Восток;2726;Москва и обл.;1 359 600,00;1 277 292,00;82 308,00;6,44
586;8;КОР;2148;Волгоградская обл.;1 352 936,00;1 315 454,00;37 482,00;2,85
587;2;Кубанский Универсальный Банк;2898;Краснодарский край;1 348 359,00;1 333 420,00;14 939,00;1,12
588;-2;Современные Стандарты Бизнеса;3397;Москва и обл.;1 343 925,00;1 358 759,00;-14 834,00;-1,09
589;20;Иваново;1763;Ивановская обл.;1 339 983,00;1 263 694,00;76 289,00;6,04
590;25;Ренессанс;1939;Москва и обл.;1 339 741,00;1 225 321,00;114 420,00;9,34
591;22;Дом-Банк;3209;Москва и обл.;1 330 705,00;1 254 241,00;76 464,00;6,10
592;-58;Бенифит-Банк;3229;Москва и обл.;1 330 070,00;1 658 913,00;-328 843,00;-19,82
593;-21;РЕСО Кредит;3450;Москва и обл.;1 323 201,00;1 461 831,00;-138 630,00;-9,48
594;54;Контраст-Банк;2857;Москва и обл.;1 323 132,00;1 094 842,00;228 290,00;20,85
595;-27;Нейва;1293;Свердловская обл.;1 315 222,00;1 483 549,00;-168 327,00;-11,35
596;-1;Борский Коммерческий Банк;1303;Нижегородская обл.;1 315 191,00;1 309 254,00;5 937,00;0,45
597;7;Венец;524;Ульяновская обл.;1 315 142,00;1 274 965,00;40 177,00;3,15
598;-5;Рабобанк;3488;Москва и обл.;1 311 318,00;1 316 372,00;-5 054,00;-0,38
599;-26;Йошкар-Ола;2802;Марий Эл;1 307 562,00;1 457 406,00;-149 844,00;-10,28
600;-12;Вологдабанк;992;Вологодская обл.;1 307 316,00;1 339 180,00;-31 864,00;-2,38
601;13;Единственный;3187;Москва и обл.;1 306 739,00;1 248 134,00;58 605,00;4,70
602;-21;Резерв;2364;Челябинская обл.;1 301 334,00;1 402 254,00;-100 920,00;-7,20
603;-3;Нерюнгрибанк;825;Саха (Якутия);1 295 648,00;1 282 109,00;13 539,00;1,06
604;-22;Соколовский;2830;Москва и обл.;1 292 726,00;1 389 879,00;-97 153,00;-6,99
605;12;МФБанк;3163;Москва и обл.;1 291 806,00;1 221 004,00;70 802,00;5,80
606;-16;Ринвестбанк;3262;Рязанская обл.;1 291 222,00;1 325 673,00;-34 451,00;-2,60
607;5;Липецкий Областной Банк;1794;Липецкая обл.;1 288 648,00;1 258 270,00;30 378,00;2,41
608;0;Спутник;1071;Оренбургская обл.;1 284 014,00;1 265 969,00;18 045,00;1,43
609;84;Развитие;2729;Карачаево-Черкесия;1 283 690,00;910 603,00;373 087,00;40,97
610;9;Эсидбанк;1991;Дагестан;1 273 422,00;1 199 125,00;74 297,00;6,20
611;18;Юнистрим;3467;Москва и обл.;1 266 758,00;1 162 789,00;103 969,00;8,94
612;-10;Северный Кредит;2398;Вологодская обл.;1 252 516,00;1 277 685,00;-25 169,00;-1,97
613;7;Мой Банк. Новосибирск;2787;Новосибирская обл.;1 237 788,00;1 190 237,00;47 551,00;4,00
614;7;Новация;840;Адыгея;1 235 722,00;1 181 446,00;54 276,00;4,59
615;15;Метрополь;1639;Москва и обл.;1 232 598,00;1 162 310,00;70 288,00;6,05
616;0;Богородский Муниципальный Банк;2992;Москва и обл.;1 230 253,00;1 224 580,00;5 673,00;0,46
617;-18;Почта Банк;650;Брянская обл.;1 230 115,00;1 293 824,00;-63 709,00;-4,92
618;6;БСТ-Банк;2883;Кемеровская обл.;1 229 871,00;1 177 452,00;52 419,00;4,45
619;-12;Таатта;1249;Саха (Якутия);1 226 041,00;1 267 238,00;-41 197,00;-3,25
620;-71;Яндекс Банк;3027;Москва и обл.;1 224 933,00;1 575 785,00;-350 852,00;-22,27
621;-34;УМ-Банк;1441;Свердловская обл.;1 222 786,00;1 354 680,00;-131 894,00;-9,74
622;-4;Сберинвестбанк;1743;Свердловская обл.;1 217 513,00;1 213 086,00;4 427,00;0,36
623;-18;Кросна-Банк;2607;Москва и обл.;1 214 499,00;1 273 768,00;-59 269,00;-4,65
624;-32;Михайловский ПЖСБ;2961;Волгоградская обл.;1 211 104,00;1 318 383,00;-107 279,00;-8,14
625;0;УИК-Банк;1300;Челябинская обл.;1 209 096,00;1 174 408,00;34 688,00;2,95
626;-43;Объединенный Резервный Банк;937;Москва и обл.;1 206 938,00;1 387 223,00;-180 285,00;-13,00
627;148;Объединенная Расчетная Система;3342;Москва и обл.;1 203 914,00;610 794,00;593 120,00;97,11
628;5;Банк Расчетов и Сбережений;2617;Москва и обл.;1 199 425,00;1 153 533,00;45 892,00;3,98
629;-7;Приско Капитал Банк;2537;Москва и обл.;1 196 134,00;1 178 420,00;17 714,00;1,50
630;-67;Земкомбанк;574;Ростовская обл.;1 188 659,00;1 507 715,00;-319 056,00;-21,16
631;-3;Объединенный Банк Республики;1016;Чувашия;1 188 264,00;1 168 345,00;19 919,00;1,70
632;-6;Нарат;1902;Саратовская обл.;1 184 926,00;1 171 660,00;13 266,00;1,13
633;-79;Тандем;1951;Москва и обл.;1 181 148,00;1 544 377,00;-363 229,00;-23,52
634;-3;Златкомбанк;568;Москва и обл.;1 176 693,00;1 159 731,00;16 962,00;1,46
635;3;Ваш Личный Банк;1222;Иркутская обл.;1 175 791,00;1 136 910,00;38 881,00;3,42
636;20;Регионфинансбанк;3357;Москва и обл.;1 173 821,00;1 065 344,00;108 477,00;10,18
637;82;Вэлтон Банк;1105;Белгородская обл.;1 155 577,00;816 565,00;339 012,00;41,52
638;-11;Навигатор;2469;Москва и обл.;1 139 979,00;1 170 837,00;-30 858,00;-2,64
639;-7;Соцэкономбанк;2917;Москва и обл.;1 137 917,00;1 155 378,00;-17 461,00;-1,51
640;13;Трастовый Республиканский Банк;3404;Москва и обл.;1 131 529,00;1 068 413,00;63 116,00;5,91
641;6;ИСБ;3010;Москва и обл.;1 127 518,00;1 098 796,00;28 722,00;2,61
642;13;Интеркоопбанк;2803;Москва и обл.;1 126 209,00;1 066 682,00;59 527,00;5,58
643;-1;Владбизнесбанк;903;Владимирская обл.;1 122 482,00;1 103 929,00;18 553,00;1,68
644;-5;Старооскольский Агропромбанк;1050;Белгородская обл.;1 120 350,00;1 133 619,00;-13 269,00;-1,17
645;14;Пульс Столицы;3002;Москва и обл.;1 116 311,00;1 055 959,00;60 352,00;5,72
646;3;Нальчик;695;Кабардино-Балкария;1 112 905,00;1 094 350,00;18 555,00;1,70
647;42;Сталь Банк;2248;Москва и обл.;1 104 744,00;921 176,00;183 568,00;19,93
648;3;Донбанк;2984;Ростовская обл.;1 104 358,00;1 089 238,00;15 120,00;1,39
649;51;Банк ИТБ;3128;Москва и обл.;1 102 751,00;886 491,00;216 260,00;24,40
650;-13;Зираат Банк;2559;Москва и обл.;1 102 373,00;1 137 522,00;-35 149,00;-3,09
651;19;2Т Банк;625;Москва и обл.;1 083 237,00;1 009 153,00;74 084,00;7,34
652;-17;Сембанк;2606;Москва и обл.;1 081 593,00;1 139 576,00;-57 983,00;-5,09
653;7;Ноосфера;2650;Республика Алтай;1 079 163,00;1 054 955,00;24 208,00;2,29
654;26;Охотный Ряд;3375;Москва и обл.;1 055 028,00;956 641,00;98 387,00;10,28
655;-15;Инбанк;1829;Москва и обл.;1 045 790,00;1 118 638,00;-72 848,00;-6,51
656;-2;Столичный Кредит;2853;Москва и обл.;1 040 498,00;1 068 190,00;-27 692,00;-2,59
657;-5;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 039 766,00;1 078 107,00;-38 341,00;-3,56
658;-22;Пурпе;709;Тюменская обл.;1 030 673,00;1 139 071,00;-108 398,00;-9,52
659;-9;Крона-Банк;2499;Иркутская обл.;1 022 779,00;1 089 862,00;-67 083,00;-6,16
660;-3;Русский Национальный Банк;469;Ростовская обл.;1 022 624,00;1 061 728,00;-39 104,00;-3,68
661;7;ГринКомБанк;1184;Иркутская обл.;1 020 407,00;1 013 895,00;6 512,00;0,64
662;21;Мираф-Банк;2244;Омская обл.;1 018 803,00;950 387,00;68 416,00;7,20
663;-20;Новый Кредитный Союз;3139;Москва и обл.;1 014 337,00;1 103 504,00;-89 167,00;-8,08
664;-30;Банк МБФИ;2073;Москва и обл.;1 008 259,00;1 143 551,00;-135 292,00;-11,83
665;13;РТС-Банк;3401;Самарская обл.;1 007 045,00;970 020,00;37 025,00;3,82
666;8;Жилкредит;1736;Москва и обл.;1 006 660,00;988 934,00;17 726,00;1,79
667;-3;Башпромбанк;1006;Башкортостан;1 003 727,00;1 020 598,00;-16 871,00;-1,65
668;-10;Приобье;537;Тюменская обл.;1 001 897,00;1 056 537,00;-54 640,00;-5,17
669;-4;Арт-Банк;2779;Северная Осетия — Алания;998 206,00;1 020 474,00;-22 268,00;-2,18
670;-25;Балтика;967;Санкт-Петербург и обл.;996 342,00;1 099 194,00;-102 852,00;-9,36
671;14;Мобилбанк;532;Удмуртия;990 015,00;946 060,00;43 955,00;4,65
672;-62;Московский Вексельный Банк;2697;Москва и обл.;986 101,00;1 262 088,00;-275 987,00;-21,87
673;44;Флора-Москва;533;Москва и обл.;985 888,00;833 985,00;151 903,00;18,21
674;2;Западный;2598;Москва и обл.;983 212,00;978 675,00;4 537,00;0,46
675;66;Арксбанк;1868;Москва и обл.;981 342,00;726 254,00;255 088,00;35,12
676;-15;Сибэс;208;Омская обл.;978 207,00;1 045 615,00;-67 408,00;-6,45
677;-15;Тексбанк;2756;Карачаево-Черкесия;973 317,00;1 022 353,00;-49 036,00;-4,80
678;-80;Мультибанк;2235;Москва и обл.;972 464,00;1 297 472,00;-325 008,00;-25,05
679;-38;Элита;1399;Калужская обл.;971 197,00;1 112 555,00;-141 358,00;-12,71
680;-13;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;968 870,00;1 016 407,00;-47 537,00;-4,68
681;14;Диг-Банк;2423;Северная Осетия — Алания;966 621,00;896 608,00;70 013,00;7,81
682;-1;Бумеранг;1002;Вологодская обл.;963 823,00;950 970,00;12 853,00;1,35
683;3;Великие Луки Банк;598;Псковская обл.;962 282,00;943 560,00;18 722,00;1,98
684;21;Мосуралбанк;2468;Москва и обл.;961 820,00;871 815,00;90 005,00;10,32
685;-10;Сетевая Расчетная Палата;3332;Татарстан;958 929,00;982 271,00;-23 342,00;-2,38
686;-15;Эргобанк;2856;Москва и обл.;958 635,00;1 001 607,00;-42 972,00;-4,29
687;-21;Кредитимпэкс Банк;2037;Москва и обл.;957 734,00;1 017 102,00;-59 368,00;-5,84
688;13;Гринфилдбанк;2711;Москва и обл.;954 939,00;880 322,00;74 617,00;8,48
689;-12;Синергия;2884;Саратовская обл.;948 447,00;970 568,00;-22 121,00;-2,28
690;-27;Алтынбанк;2070;Татарстан;947 606,00;1 021 691,00;-74 085,00;-7,25
691;16;Новый Промышленный Банк;930;Москва и обл.;937 232,00;868 507,00;68 725,00;7,91
692;33;Русский Трастовый Банк;1139;Москва и обл.;932 157,00;785 814,00;146 343,00;18,62
693;75;МС Банк Рус;2789;Москва и обл.;926 627,00;631 984,00;294 643,00;46,62
694;20;Верхне-Волжский Нефтебанк;3033;Нижегородская обл.;917 192,00;839 383,00;77 809,00;9,27
695;-11;Екатерининский;2167;Москва и обл.;917 077,00;950 174,00;-33 097,00;-3,48
696;-6;Канский;860;Красноярский край;907 991,00;918 196,00;-10 205,00;-1,11
697;-3;Геленджик-Банк;790;Краснодарский край;902 616,00;899 160,00;3 456,00;0,38
698;-26;Азимут;3154;Москва и обл.;900 638,00;998 907,00;-98 269,00;-9,84
699;-8;Калуга;1151;Калужская обл.;900 118,00;916 108,00;-15 990,00;-1,75
700;-2;Удмуртский Пенсионный Банк;1764;Удмуртия;900 097,00;888 750,00;11 347,00;1,28
701;76;Вестинтербанк;3398;Москва и обл.;888 440,00;606 154,00;282 286,00;46,57
702;-29;Промсельхозбанк;538;Москва и обл.;885 673,00;995 403,00;-109 730,00;-11,02
703;7;Радиан;1675;Иркутская обл.;885 614,00;852 743,00;32 871,00;3,85
704;-5;Одинбанк;3197;Москва и обл.;881 224,00;887 263,00;-6 039,00;-0,68
705;-13;Металлург;2877;Москва и обл.;871 274,00;915 812,00;-44 538,00;-4,86
706;-18;Мегаполис;3265;Чувашия;869 127,00;941 460,00;-72 333,00;-7,68
707;4;Холмск;503;Сахалинская обл.;859 861,00;847 271,00;12 590,00;1,49
708;15;Жилстройбанк;2769;Москва и обл.;859 817,00;790 258,00;69 559,00;8,80
709;7;Стройиндбанк;155;Москва и обл.;856 028,00;836 223,00;19 805,00;2,37
710;-1;Проинвестбанк;784;Пермская обл.;853 328,00;853 500,00;-172,00;-0,02
711;-9;Первый Клиентский Банк;3436;Москва и обл.;852 713,00;878 608,00;-25 895,00;-2,95
712;-16;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;852 250,00;896 604,00;-44 354,00;-4,95
713;7;Приполярком;507;Тюменская обл.;850 775,00;813 203,00;37 572,00;4,62
714;1;Дон-Тексбанк;1818;Ростовская обл.;848 019,00;838 490,00;9 529,00;1,14
715;7;Межрегиональный Клиринговый Банк;2543;Москва и обл.;847 139,00;800 102,00;47 037,00;5,88
716;28;Финанс Бизнес Банк;520;Краснодарский край;838 594,00;712 141,00;126 453,00;17,76
717;-5;Спецстройбанк;236;Москва и обл.;835 161,00;844 172,00;-9 011,00;-1,07
718;15;Финансово-Промышленный Капитал;3295;Москва и обл.;819 328,00;753 414,00;65 914,00;8,75
719;10;Унифондбанк;3416;Москва и обл.;819 302,00;775 104,00;44 198,00;5,70
720;-16;Агора;3231;Москва и обл.;810 923,00;875 837,00;-64 914,00;-7,41
721;-15;Невский Банк;1068;Санкт-Петербург и обл.;810 799,00;868 888,00;-58 089,00;-6,69
722;-78;Новое Время;3492;Москва и обл.;808 809,00;1 103 143,00;-294 334,00;-26,68
723;-44;Местный Кредит;3370;Москва и обл.;807 392,00;959 289,00;-151 897,00;-15,83
724;-11;Эльбин;2267;Дагестан;800 602,00;841 542,00;-40 940,00;-4,86
725;-28;Аскания Траст;286;Москва и обл.;789 801,00;893 913,00;-104 112,00;-11,65
726;5;Содружество;2923;Москва и обл.;786 360,00;761 604,00;24 756,00;3,25
727;19;БВА Банк;1684;Москва и обл.;784 098,00;707 130,00;76 968,00;10,88
728;-117;Сельмашбанк;106;Ростовская обл.;782 139,00;1 259 733,00;-477 594,00;-37,91
729;-8;МФТ-Банк;3356;Москва и обл.;781 754,00;800 634,00;-18 880,00;-2,36
730;5;Саммит Банк;85;Приморский край;774 426,00;741 914,00;32 512,00;4,38
731;22;Максима;3379;Москва и обл.;773 460,00;673 666,00;99 794,00;14,81
732;-24;Динамичные Системы;3439;Москва и обл.;770 013,00;865 335,00;-95 322,00;-11,02
733;-46;Москва-Сити;3247;Москва и обл.;769 103,00;943 402,00;-174 299,00;-18,48
734;-6;Аделантбанк;1835;Москва и обл.;766 615,00;777 570,00;-10 955,00;-1,41
735;-11;Первоуральскбанк;965;Свердловская обл.;765 328,00;786 982,00;-21 654,00;-2,75
736;7;Почтобанк;1788;Пермская обл.;764 060,00;721 379,00;42 681,00;5,92
737;3;Месед;184;Дагестан;753 446,00;728 002,00;25 444,00;3,50
738;25;НСТ-Банк;1738;Оренбургская обл.;750 953,00;650 001,00;100 952,00;15,53
739;-1;Бузулукбанк;1282;Оренбургская обл.;749 677,00;728 727,00;20 950,00;2,87
740;8;Далена Банк;1948;Москва и обл.;742 506,00;691 695,00;50 811,00;7,35
741;31;Примтеркомбанк;21;Приморский край;741 302,00;619 695,00;121 607,00;19,62
742;-10;Онего;2484;Карелия;735 633,00;755 778,00;-20 145,00;-2,67
743;-25;Церих;2627;Москва и обл.;733 171,00;822 392,00;-89 221,00;-10,85
744;-2;Северинвестбанк;2264;Белгородская обл.;732 549,00;722 748,00;9 801,00;1,36
745;-63;Рублевский;2192;Москва и обл.;731 942,00;950 407,00;-218 465,00;-22,99
746;-12;Бизнес для Бизнеса;1060;Чувашия;730 592,00;750 685,00;-20 093,00;-2,68
747;-44;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;714 189,00;876 043,00;-161 854,00;-18,48
748;9;Кредитинвест;1197;Дагестан;708 067,00;664 775,00;43 292,00;6,51
749;6;Банкирский Дом;2928;Санкт-Петербург и обл.;707 639,00;666 900,00;40 739,00;6,11
750;-14;Торговый Городской Банк;3180;Тверская обл.;704 612,00;739 158,00;-34 546,00;-4,67
751;8;Верхневолжский;1084;Ярославская обл.;704 001,00;660 789,00;43 212,00;6,54
752;2;С банк;2581;Москва и обл.;702 900,00;670 549,00;32 351,00;4,82
753;5;Тайм Банк;3120;Москва и обл.;688 078,00;661 523,00;26 555,00;4,01
754;-2;Первый Дортрансбанк;3271;Кировская обл.;687 814,00;674 670,00;13 144,00;1,95
755;-28;Сургутский Центральный Коммерческий Банк;684;Тюменская обл.;687 163,00;779 464,00;-92 301,00;-11,84
756;-19;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;686 202,00;735 127,00;-48 925,00;-6,66
757;-7;Центрально-Европейский Банк;2670;Москва и обл.;683 423,00;681 222,00;2 201,00;0,32
758;3;Богородский;1277;Нижегородская обл.;681 005,00;656 986,00;24 019,00;3,66
759;-33;Кредит Экспресс;3186;Ростовская обл.;675 713,00;780 065,00;-104 352,00;-13,38
760;4;Руна-Банк;3207;Москва и обл.;665 373,00;642 500,00;22 873,00;3,56
761;-22;Взаимодействие;1704;Новосибирская обл.;660 889,00;728 426,00;-67 537,00;-9,27
762;-13;Анелик РУ;3443;Москва и обл.;660 351,00;682 320,00;-21 969,00;-3,22
763;21;Национальный Банк Сбережений;1949;Ивановская обл.;658 500,00;583 893,00;74 607,00;12,78
764;23;Прайм Финанс;2758;Санкт-Петербург и обл.;656 337,00;577 472,00;78 865,00;13,66
765;5;Трансинвестбанк;3238;Москва и обл.;653 983,00;627 443,00;26 540,00;4,23
766;17;Ресурс-Траст;3122;Москва и обл.;652 410,00;585 480,00;66 930,00;11,43
767;-20;КИП-Банк;2843;Москва и обл.;646 630,00;697 413,00;-50 783,00;-7,28
768;-6;ЕАТП Банк;1765;Астраханская обл.;646 334,00;650 005,00;-3 671,00;-0,56
769;-18;Народный Доверительный Банк;2374;Москва и обл.;645 143,00;680 350,00;-35 207,00;-5,17
770;-4;Финарс Банк;2938;Москва и обл.;640 814,00;635 795,00;5 019,00;0,79
771;-6;Риал-Кредит;3393;Москва и обл.;639 971,00;640 567,00;-596,00;-0,09
772;-42;Балаково-Банк;444;Саратовская обл.;638 286,00;765 466,00;-127 180,00;-16,61
773;-6;Тревел Банк;531;Москва и обл.;633 503,00;633 222,00;281,00;0,04
774;0;Турбобанк;3203;Санкт-Петербург и обл.;627 146,00;614 566,00;12 580,00;2,05
775;-15;Майкопбанк;1136;Адыгея;616 753,00;657 265,00;-40 512,00;-6,16
776;17;Булгар Банк;1917;Татарстан;610 081,00;558 274,00;51 807,00;9,28
777;-8;Объединенный Капитал;2611;Санкт-Петербург и обл.;604 744,00;631 499,00;-26 755,00;-4,24
778;;Русский Торговый Банк;2842;Москва и обл.;601 740,00;-;-;
779;11;Русский Банк Сбережений;779;Ставропольский край;599 673,00;566 411,00;33 262,00;5,87
780;-35;Химик;1114;Нижегородская обл.;596 995,00;710 689,00;-113 694,00;-16,00
781;73;Военно-Промышленный Банк;3065;Москва и обл.;589 058,00;406 500,00;182 558,00;44,91
782;0;Москва;1661;Москва и обл.;589 006,00;586 545,00;2 461,00;0,42
783;-7;Кодекс;2746;Москва и обл.;586 967,00;610 633,00;-23 666,00;-3,88
784;38;Банк Долгосрочного Кредитования;3391;Москва и обл.;581 261,00;491 675,00;89 586,00;18,22
785;-12;Объединенный Кредитный Банк;1118;Владимирская обл.;580 809,00;614 814,00;-34 005,00;-5,53
786;0;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;574 953,00;579 179,00;-4 226,00;-0,73
787;-7;Кемсоцинбанк;96;Кемеровская обл.;570 831,00;593 078,00;-22 247,00;-3,75
788;-7;Инвест-Экобанк;1956;Санкт-Петербург и обл.;570 292,00;587 046,00;-16 754,00;-2,85
789;-1;Акцент;696;Оренбургская обл.;570 236,00;577 012,00;-6 776,00;-1,17
790;-5;Кетовский Коммерческий Банк;842;Курганская обл.;569 660,00;583 495,00;-13 835,00;-2,37
791;-13;Евразийский Банк;969;Забайкальский край;559 948,00;597 115,00;-37 167,00;-6,22
792;14;Вэлкомбанк;589;Ставропольский край;558 600,00;520 292,00;38 308,00;7,36
793;-22;Кутузовский;3190;Москва и обл.;557 769,00;627 344,00;-69 575,00;-11,09
794;9;МТИ Банк;1052;Москва и обл.;553 343,00;534 110,00;19 233,00;3,60
795;15;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;551 922,00;514 703,00;37 219,00;7,23
796;-40;Первый Капитал;3201;Москва и обл.;547 285,00;665 926,00;-118 641,00;-17,82
797;1;Славянбанк;804;Новгородская обл.;547 264,00;546 568,00;696,00;0,13
798;21;Востокбизнесбанк;1342;Приморский край;539 776,00;502 841,00;36 935,00;7,35
799;-8;Симбирск;653;Ульяновская обл.;539 269,00;565 242,00;-25 973,00;-4,60
800;-3;Смолевич;1121;Смоленская обл.;532 507,00;548 782,00;-16 275,00;-2,97
801;1;Неополис-Банк;2809;Москва и обл.;531 850,00;537 465,00;-5 615,00;-1,04
802;-7;Региональный Банк Сбережений;3367;Москва и обл.;530 713,00;555 301,00;-24 588,00;-4,43
803;40;Платежи и Расчеты;3324;Самарская обл.;528 565,00;437 795,00;90 770,00;20,73
804;-3;Ратибор-Банк;2174;Москва и обл.;523 118,00;541 090,00;-17 972,00;-3,32
