Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Август, 2015, тыс. рублей;Июль, 2015, тыс. рублей;Изменение, тыс. рублей;Изменение, %
61;2;Сургутнефтегазбанк;588;Ханты-Мансийский АО — Югра;122 333 474,00;110 618 751,00;11 714 723,00;10,59
62;-1;Инвестторгбанк;2763;Москва и обл.;119 817 768,00;124 926 017,00;-5 108 249,00;-4,09
63;1;Русфинанс Банк;1792;Самарская обл.;106 716 435,00;107 682 835,00;-966 400,00;-0,90
64;3;Запсибкомбанк;918;Тюменская обл.;105 111 807,00;103 254 234,00;1 857 573,00;1,80
65;0;БНП Париба Банк;3407;Москва и обл.;104 389 200,00;107 587 068,00;-3 197 868,00;-2,97
66;2;Сетелем Банк;2168;Москва и обл.;102 851 673,00;102 153 751,00;697 922,00;0,68
67;6;Международный Финансовый Клуб;2618;Москва и обл.;100 306 832,00;94 006 611,00;6 300 221,00;6,70
68;1;Балтийский Банк;128;Санкт-Петербург и обл.;98 576 460,00;99 877 410,00;-1 300 950,00;-1,30
69;5;Дойче Банк;3328;Москва и обл.;97 149 595,00;92 247 448,00;4 902 147,00;5,31
70;6;Интеркоммерц Банк;1657;Москва и обл.;95 191 085,00;88 843 631,00;6 347 454,00;7,14
71;1;Локо-Банк;2707;Москва и обл.;92 441 694,00;94 657 948,00;-2 216 254,00;-2,34
72;-2;ЦентроКредит;121;Москва и обл.;91 245 891,00;97 970 968,00;-6 725 077,00;-6,86
73;2;Центр-инвест;2225;Ростовская обл.;91 000 469,00;90 075 708,00;924 761,00;1,03
74;3;Банк БФА;3038;Санкт-Петербург и обл.;88 778 389,00;87 854 020,00;924 369,00;1,05
75;5;Союз;2307;Москва и обл.;87 448 099,00;85 556 079,00;1 892 020,00;2,21
76;8;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;87 322 733,00;72 598 249,00;14 724 484,00;20,28
77;6;РосинтерБанк;226;Москва и обл.;84 631 525,00;75 820 351,00;8 811 174,00;11,62
78;-7;Всероссийский Банк Развития Регионов;3287;Москва и обл.;84 149 473,00;95 369 698,00;-11 220 225,00;-11,76
79;3;Банк Интеза;2216;Москва и обл.;82 902 555,00;77 183 059,00;5 719 496,00;7,41
80;1;Балтинвестбанк;3176;Санкт-Петербург и обл.;80 152 915,00;78 427 481,00;1 725 434,00;2,20
81;-2;Нота-Банк;2913;Москва и обл.;79 951 038,00;85 895 674,00;-5 944 636,00;-6,92
82;-4;Металлинвестбанк;2440;Москва и обл.;75 392 499,00;86 199 432,00;-10 806 933,00;-12,54
83;-17;Бинбанк Диджитал;2827;Москва и обл.;74 631 078,00;103 748 111,00;-29 117 033,00;-28,07
84;1;Военно-Промышленный Банк;3065;Москва и обл.;70 241 614,00;68 234 798,00;2 006 816,00;2,94
85;1;Таврический Банк;2304;Санкт-Петербург и обл.;68 191 901,00;64 492 626,00;3 699 275,00;5,74
86;1;Банк Финсервис;3388;Москва и обл.;63 831 151,00;63 978 206,00;-147 055,00;-0,23
87;1;Почта Банк;650;Москва и обл.;62 519 011,00;61 258 197,00;1 260 814,00;2,06
88;1;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;59 013 567,00;60 889 554,00;-1 875 987,00;-3,08
89;5;Кубань Кредит;2518;Краснодарский край;58 703 714,00;56 304 488,00;2 399 226,00;4,26
90;3;Росэнергобанк;2211;Москва и обл.;57 647 328,00;57 706 894,00;-59 566,00;-0,10
91;1;БФГ-Кредит;3068;Москва и обл.;56 501 210,00;58 361 394,00;-1 860 184,00;-3,19
92;7;Тойота Банк;3470;Москва и обл.;56 232 311,00;54 365 678,00;1 866 633,00;3,43
93;4;Финпромбанк (ФПБ Банк);2157;Москва и обл.;56 069 902,00;55 089 896,00;980 006,00;1,78
94;6;Образование;1521;Москва и обл.;55 264 762,00;54 354 855,00;909 907,00;1,67
95;0;Экспобанк;2998;Москва и обл.;54 734 102,00;56 292 931,00;-1 558 829,00;-2,77
96;0;Юниаструм Банк;2771;Москва и обл.;53 923 462,00;56 216 896,00;-2 293 434,00;-4,08
97;8;Первобанк;3461;Самарская обл.;52 982 870,00;50 088 055,00;2 894 815,00;5,78
98;4;РНКБ;1354;Симферополь;52 560 694,00;51 846 067,00;714 627,00;1,38
99;-8;АйСиБиСи Банк;3475;Москва и обл.;51 511 002,00;60 732 645,00;-9 221 643,00;-15,18
100;1;Национальный Стандарт;3421;Москва и обл.;51 301 267,00;53 012 746,00;-1 711 479,00;-3,23
101;3;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;50 940 444,00;51 047 679,00;-107 235,00;-0,21
102;1;Экспресс-Волга;3085;Саратовская обл.;50 768 261,00;51 108 679,00;-340 418,00;-0,67
103;4;Межтопэнергобанк;2956;Москва и обл.;47 794 051,00;48 141 802,00;-347 751,00;-0,72
104;5;Фора-Банк;1885;Москва и обл.;44 741 905,00;43 569 562,00;1 172 343,00;2,69
105;5;МБА-Москва;3395;Москва и обл.;44 512 660,00;43 436 923,00;1 075 737,00;2,48
106;8;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;43 645 759,00;40 606 251,00;3 039 508,00;7,49
107;8;Крайинвестбанк;3360;Краснодарский край;42 905 826,00;40 527 276,00;2 378 550,00;5,87
108;-18;Аверс;415;Татарстан;42 207 743,00;60 784 831,00;-18 577 088,00;-30,56
109;-11;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;41 858 377,00;54 771 730,00;-12 913 353,00;-23,58
110;8;СДМ-Банк;1637;Москва и обл.;41 215 260,00;39 575 186,00;1 640 074,00;4,14
111;2;Челиндбанк;485;Челябинская обл.;41 120 987,00;40 911 862,00;209 125,00;0,51
112;4;Челябинвестбанк;493;Челябинская обл.;40 566 260,00;40 455 733,00;110 527,00;0,27
113;-5;Еврофинанс Моснарбанк;2402;Москва и обл.;39 553 237,00;44 640 133,00;-5 086 896,00;-11,40
114;8;ББР Банк;2929;Москва и обл.;39 490 280,00;38 456 324,00;1 033 956,00;2,69
115;-4;РН Банк;170;Москва и обл.;39 426 402,00;41 432 511,00;-2 006 109,00;-4,84
116;1;Интерпромбанк;3266;Москва и обл.;39 348 815,00;40 017 158,00;-668 343,00;-1,67
117;4;Примсоцбанк;2733;Приморский край;39 104 843,00;39 386 759,00;-281 916,00;-0,72
118;6;Интерпрогрессбанк;600;Москва и обл.;39 028 294,00;38 310 405,00;717 889,00;1,87
119;1;Коммерцбанк (Евразия);3333;Москва и обл.;38 979 793,00;39 435 317,00;-455 524,00;-1,16
120;7;ПЧРБ Банк;3291;Москва и обл.;38 970 594,00;38 013 369,00;957 225,00;2,52
121;-2;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;38 778 548,00;39 550 260,00;-771 712,00;-1,95
122;9;Меткомбанк (Череповец);901;Вологодская обл.;38 724 422,00;36 730 647,00;1 993 775,00;5,43
123;0;Русстройбанк;3205;Москва и обл.;38 656 278,00;38 412 480,00;243 798,00;0,63
124;4;Русский Международный Банк;3123;Москва и обл.;37 662 758,00;37 846 802,00;-184 044,00;-0,49
125;0;Кольцо Урала;65;Свердловская обл.;37 522 532,00;38 150 964,00;-628 432,00;-1,65
126;4;Левобережный;1343;Новосибирская обл.;37 344 744,00;36 968 608,00;376 136,00;1,02
127;7;НС Банк;3124;Москва и обл.;36 600 723,00;35 802 270,00;798 453,00;2,23
128;1;Фольксваген Банк Рус;3500;Москва и обл.;36 544 855,00;37 048 238,00;-503 383,00;-1,36
129;4;Собинбанк;1317;Москва и обл.;36 482 961,00;36 203 091,00;279 870,00;0,77
130;2;Саровбизнесбанк;2048;Нижегородская обл.;36 007 601,00;36 258 666,00;-251 065,00;-0,69
131;4;БКС Банк;101;Новосибирская обл.;35 939 333,00;35 326 931,00;612 402,00;1,73
132;5;Севергазбанк;2816;Вологодская обл.;35 625 893,00;33 183 032,00;2 442 861,00;7,36
133;3;Банк «Советский»;558;Санкт-Петербург и обл.;34 283 208,00;34 817 019,00;-533 811,00;-1,53
134;-22;Бэнк оф Чайна;2309;Москва и обл.;32 795 072,00;41 116 366,00;-8 321 294,00;-20,24
135;3;Связной Банк;1961;Москва и обл.;32 105 156,00;32 936 009,00;-830 853,00;-2,52
136;-10;Натиксис Банк;3390;Москва и обл.;31 543 889,00;38 147 030,00;-6 603 141,00;-17,31
137;6;Кедр;1574;Красноярский край;31 046 712,00;30 319 500,00;727 212,00;2,40
138;11;Приморье;3001;Приморский край;30 799 909,00;28 563 249,00;2 236 660,00;7,83
139;5;М2М Прайвет Банк;1414;Москва и обл.;30 715 205,00;30 254 018,00;461 187,00;1,52
140;0;Держава;2738;Москва и обл.;30 616 243,00;30 538 801,00;77 442,00;0,25
141;5;БыстроБанк;1745;Удмуртия;29 950 842,00;29 650 766,00;300 076,00;1,01
142;-1;Дальневосточный Банк;843;Приморский край;29 639 934,00;30 400 225,00;-760 291,00;-2,50
143;5;Интехбанк;2705;Татарстан;29 630 243,00;28 810 692,00;819 551,00;2,84
144;8;Балтика;967;Москва и обл.;29 064 543,00;28 389 660,00;674 883,00;2,38
145;0;Росэксимбанк;2790;Москва и обл.;28 150 226,00;30 238 547,00;-2 088 321,00;-6,91
146;5;Кредит Урал Банк;2584;Челябинская обл.;27 668 691,00;28 449 392,00;-780 701,00;-2,74
147;6;Газбанк;2316;Самарская обл.;27 205 500,00;28 086 136,00;-880 636,00;-3,14
148;6;Мерседес-Бенц Банк Рус;3473;Москва и обл.;27 066 196,00;26 143 944,00;922 252,00;3,53
149;6;Москоммерцбанк;3365;Москва и обл.;26 841 781,00;25 879 763,00;962 018,00;3,72
150;11;АйМаниБанк;1975;Москва и обл.;26 597 226,00;24 986 953,00;1 610 273,00;6,44
151;-12;Экспо Финанс;2594;Москва и обл.;26 541 731,00;30 740 175,00;-4 198 444,00;-13,66
152;22;Морган Стэнли Банк;3456;Москва и обл.;26 537 283,00;22 027 271,00;4 510 012,00;20,47
153;3;Модульбанк;1927;Костромская обл.;26 382 002,00;25 744 508,00;637 494,00;2,48
154;6;Девон-Кредит;1972;Татарстан;26 364 276,00;24 989 700,00;1 374 576,00;5,50
155;-5;Тольяттихимбанк;2507;Самарская обл.;26 191 636,00;28 559 900,00;-2 368 264,00;-8,29
156;7;Анталбанк;3115;Москва и обл.;25 819 614,00;24 013 018,00;1 806 596,00;7,52
157;1;Липецккомбанк;1242;Липецкая обл.;25 432 366,00;25 659 258,00;-226 892,00;-0,88
158;9;Газэнергобанк;3252;Калужская обл.;25 005 425,00;23 016 131,00;1 989 294,00;8,64
159;0;АктивКапитал Банк;3006;Самарская обл.;25 000 158,00;25 169 597,00;-169 439,00;-0,67
160;6;ОФК Банк;2270;Москва и обл.;24 740 701,00;23 294 690,00;1 446 011,00;6,21
161;-4;Акибанк;2587;Татарстан;24 552 357,00;25 686 194,00;-1 133 837,00;-4,41
162;0;Тимер Банк;1581;Татарстан;24 341 029,00;24 161 854,00;179 175,00;0,74
163;5;Урал ФД;249;Пермская обл.;23 815 327,00;22 674 189,00;1 141 138,00;5,03
164;1;Агропромкредит;2880;Москва и обл.;23 679 512,00;23 353 067,00;326 445,00;1,40
165;17;Платежный Центр;3166;Новосибирская обл.;23 478 957,00;20 242 756,00;3 236 201,00;15,99
166;24;СЭБ Банк;3235;Санкт-Петербург и обл.;23 471 086,00;18 707 446,00;4 763 640,00;25,46
167;-3;Чайна Констракшн;3515;Москва и обл.;23 462 988,00;23 478 006,00;-15 018,00;-0,06
168;2;Алмазэргиэнбанк;2602;Саха (Якутия);23 358 097,00;22 590 616,00;767 481,00;3,40
169;6;Морской Банк;77;Москва и обл.;23 091 212,00;22 005 753,00;1 085 459,00;4,93
170;7;Генбанк;2490;Москва и обл.;22 972 945,00;20 987 936,00;1 985 009,00;9,46
171;0;Легион;3117;Москва и обл.;22 856 585,00;22 523 982,00;332 603,00;1,48
172;-3;Спурт Банк;2207;Татарстан;22 684 239,00;22 657 911,00;26 328,00;0,12
173;12;Объединенный Капитал;2611;Санкт-Петербург и обл.;21 938 209,00;19 780 867,00;2 157 342,00;10,91
174;-2;ФИА-Банк;2542;Самарская обл.;21 852 086,00;22 135 283,00;-283 197,00;-1,28
175;8;Московское Ипотечное Агентство;3344;Москва и обл.;21 619 899,00;20 170 932,00;1 448 967,00;7,18
176;-3;Ланта-Банк;1920;Москва и обл.;21 284 545,00;22 047 346,00;-762 801,00;-3,46
177;1;Альта-Банк;2269;Москва и обл.;21 135 519,00;20 883 328,00;252 191,00;1,21
178;2;СтарБанк;548;Москва и обл.;20 829 537,00;20 614 436,00;215 101,00;1,04
179;0;Солидарность;554;Самарская обл.;20 398 804,00;20 870 365,00;-471 561,00;-2,26
180;-4;Энергобанк;67;Татарстан;20 084 404,00;21 173 181,00;-1 088 777,00;-5,14
181;17;Квантмобайл Банк;1189;Москва и обл.;19 737 993,00;17 272 385,00;2 465 608,00;14,27
182;4;НБД-Банк;1966;Нижегородская обл.;19 554 925,00;19 529 920,00;25 005,00;0,13
183;4;Денизбанк Москва;3330;Москва и обл.;19 538 607,00;19 448 685,00;89 922,00;0,46
184;5;Тусар;2712;Москва и обл.;19 452 107,00;19 050 372,00;401 735,00;2,11
185;-1;Нацинвестпромбанк;3077;Москва и обл.;18 735 189,00;19 811 866,00;-1 076 677,00;-5,43
186;5;Курскпромбанк;735;Курская обл.;18 426 620,00;18 526 318,00;-99 698,00;-0,54
187;5;Рублев;3098;Москва и обл.;18 402 004,00;18 100 529,00;301 475,00;1,67
188;-41;Банк Кредит Свисс;2494;Москва и обл.;18 308 259,00;29 409 634,00;-11 101 375,00;-37,75
189;24;Энерготрансбанк;1307;Калининградская обл.;18 306 414,00;15 175 030,00;3 131 384,00;20,64
190;6;Расчетно-Кредитный Банк;103;Москва и обл.;17 838 612,00;17 379 662,00;458 950,00;2,64
191;14;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;17 704 150,00;15 619 720,00;2 084 430,00;13,34
192;-4;Алеф-Банк;2119;Москва и обл.;17 588 415,00;19 334 463,00;-1 746 048,00;-9,03
193;9;Русский Ипотечный Банк;1968;Москва и обл.;17 366 345,00;16 225 916,00;1 140 429,00;7,03
194;1;БМВ Банк;3482;Москва и обл.;17 195 284,00;17 450 815,00;-255 531,00;-1,46
195;4;Развитие-Столица;3013;Москва и обл.;17 113 043,00;16 970 874,00;142 169,00;0,84
196;1;Банк Город;2644;Москва и обл.;16 747 202,00;17 359 721,00;-612 519,00;-3,53
197;-3;Аресбанк;2914;Москва и обл.;16 365 630,00;17 483 404,00;-1 117 774,00;-6,39
198;10;Джей энд Ти Банк;3061;Москва и обл.;16 292 198,00;15 376 071,00;916 127,00;5,96
199;2;Хлынов;254;Кировская обл.;16 280 941,00;16 295 967,00;-15 026,00;-0,09
200;4;Инвесткапиталбанк;2377;Башкортостан;15 922 460,00;15 675 717,00;246 743,00;1,57
201;6;Уралтрансбанк;812;Свердловская обл.;15 620 000,00;15 489 249,00;130 751,00;0,84
202;8;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;15 453 001,00;15 221 637,00;231 364,00;1,52
203;24;Тройка-Д Банк;3431;Москва и обл.;15 403 200,00;13 605 392,00;1 797 808,00;13,21
204;8;Русьуниверсалбанк;3293;Москва и обл.;15 393 345,00;15 182 270,00;211 075,00;1,39
205;12;Гранд Инвест Банк;3053;Москва и обл.;15 300 507,00;14 979 903,00;320 604,00;2,14
206;14;РосДорБанк;1573;Москва и обл.;15 246 562,00;14 688 379,00;558 183,00;3,80
207;12;Инбанк;1829;Москва и обл.;15 207 562,00;14 745 252,00;462 310,00;3,14
208;7;Норвик Банк;902;Кировская обл.;15 147 973,00;15 032 028,00;115 945,00;0,77
209;7;Дил-Банк;3384;Москва и обл.;15 047 235,00;15 017 674,00;29 561,00;0,20
210;-10;Социнвестбанк;1132;Башкортостан;15 035 031,00;16 961 902,00;-1 926 871,00;-11,36
211;3;Росавтобанк;2767;Москва и обл.;14 974 349,00;15 171 029,00;-196 680,00;-1,30
212;17;Данске Банк;3307;Санкт-Петербург и обл.;14 974 133,00;13 528 899,00;1 445 234,00;10,68
213;-2;Национальный Резервный Банк;2170;Москва и обл.;14 947 513,00;15 182 643,00;-235 130,00;-1,55
214;-8;Форштадт;2208;Оренбургская обл.;14 928 529,00;15 577 752,00;-649 223,00;-4,17
215;6;Гарант-Инвест;2576;Москва и обл.;14 841 922,00;14 609 777,00;232 145,00;1,59
216;-7;Ишбанк;2867;Москва и обл.;14 633 577,00;15 264 690,00;-631 113,00;-4,13
217;1;ГПБ-Ипотека;2403;Москва и обл.;14 615 335,00;14 845 947,00;-230 612,00;-1,55
218;6;Центркомбанк;2983;Москва и обл.;14 586 657,00;14 092 742,00;493 915,00;3,50
219;7;Темпбанк;55;Москва и обл.;14 542 051,00;13 812 108,00;729 943,00;5,28
220;2;Банк Акцепт;567;Новосибирская обл.;14 516 846,00;14 424 868,00;91 978,00;0,64
221;26;Татсоцбанк;480;Татарстан;14 357 370,00;11 428 577,00;2 928 793,00;25,63
222;1;Стратегия;2801;Москва и обл.;14 166 725,00;14 257 478,00;-90 753,00;-0,64
223;-20;НК Банк;2755;Москва и обл.;14 104 995,00;15 771 745,00;-1 666 750,00;-10,57
224;6;Бенифит-Банк;3229;Москва и обл.;13 976 753,00;13 493 265,00;483 488,00;3,58
225;7;Ури Банк;3479;Москва и обл.;13 852 579,00;13 181 081,00;671 498,00;5,09
226;2;Экономбанк;1319;Саратовская обл.;13 734 927,00;13 564 300,00;170 627,00;1,26
227;-2;ТЭМБР-Банк;2764;Москва и обл.;13 676 342,00;13 942 602,00;-266 260,00;-1,91
228;9;БайкалБанк;2632;Бурятия;13 214 377,00;12 501 152,00;713 225,00;5,71
229;4;ЕвроситиБанк;1869;Москва и обл.;12 774 503,00;12 993 389,00;-218 886,00;-1,68
230;6;Пойдем!;2534;Москва и обл.;12 669 180,00;12 517 649,00;151 531,00;1,21
231;7;Кубаньторгбанк;478;Краснодарский край;12 383 460,00;12 404 383,00;-20 923,00;-0,17
232;8;Финансовый Стандарт;1053;Москва и обл.;12 317 021,00;12 029 825,00;287 196,00;2,39
233;2;ВУЗ-Банк;1557;Свердловская обл.;12 260 442,00;12 570 862,00;-310 420,00;-2,47
234;7;Нефтяной Альянс;2859;Москва и обл.;12 217 282,00;12 001 715,00;215 567,00;1,80
235;-1;Национальная Факторинговая Компания;3437;Москва и обл.;12 157 942,00;12 838 839,00;-680 897,00;-5,30
236;14;Агросоюз;1459;Москва и обл.;12 140 102,00;11 030 858,00;1 109 244,00;10,06
237;9;Солид Банк;1329;Камчатская обл.;12 097 408,00;11 559 401,00;538 007,00;4,65
238;10;Солидарность (Москва);1555;Москва и обл.;12 067 305,00;11 405 301,00;662 004,00;5,80
239;4;Международный Акционерный Банк;1987;Москва и обл.;11 994 817,00;11 791 109,00;203 708,00;1,73
240;-1;Еврокоммерц;1777;Москва и обл.;11 871 318,00;12 284 584,00;-413 266,00;-3,36
241;4;Гаранти Банк — Москва;3275;Москва и обл.;11 865 524,00;11 690 947,00;174 577,00;1,49
242;2;Прио-Внешторгбанк;212;Рязанская обл.;11 837 036,00;11 771 753,00;65 283,00;0,55
243;-1;Унифин;2654;Москва и обл.;11 826 438,00;11 854 880,00;-28 442,00;-0,24
244;-13;Автоторгбанк;2776;Москва и обл.;11 463 889,00;13 227 826,00;-1 763 937,00;-13,34
245;4;Александровский;53;Санкт-Петербург и обл.;11 118 742,00;11 240 688,00;-121 946,00;-1,08
246;5;Первомайский;518;Краснодарский край;11 078 560,00;10 645 374,00;433 186,00;4,07
247;10;Киви Банк;2241;Москва и обл.;11 000 164,00;10 322 973,00;677 191,00;6,56
248;5;Евромет;2902;Москва и обл.;10 698 215,00;10 448 317,00;249 898,00;2,39
249;6;КС Банк;1752;Мордовия;10 626 137,00;10 380 752,00;245 385,00;2,36
250;11;Банк Жилищного Финансирования;3138;Москва и обл.;10 602 968,00;10 057 493,00;545 475,00;5,42
251;21;Арксбанк;1868;Москва и обл.;10 562 999,00;9 688 830,00;874 169,00;9,02
252;15;Развитие;2729;Карачаево-Черкесия;10 554 896,00;9 894 387,00;660 509,00;6,68
253;7;Промтрансбанк;2638;Башкортостан;10 554 458,00;10 118 900,00;435 558,00;4,30
254;10;Нижневолжский Коммерческий Банк;931;Саратовская обл.;10 533 085,00;9 912 654,00;620 431,00;6,26
255;-1;Банк Оренбург;3269;Оренбургская обл.;10 490 466,00;10 442 217,00;48 249,00;0,46
256;2;Мир Бизнес Банк;3396;Москва и обл.;10 306 573,00;10 269 968,00;36 605,00;0,36
257;5;Хованский;2145;Москва и обл.;10 286 226,00;9 967 652,00;318 574,00;3,20
258;-2;Гута-Банк;256;Москва и обл.;9 937 955,00;10 352 541,00;-414 586,00;-4,00
259;21;Объединенный Кредитный Банк;1118;Ярославская обл.;9 935 103,00;8 763 258,00;1 171 845,00;13,37
260;-8;Кредит-Москва;5;Москва и обл.;9 927 557,00;10 462 222,00;-534 665,00;-5,11
