Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Август, 2015, тыс. рублей;Июль, 2015, тыс. рублей;Изменение, тыс. рублей;Изменение, %
530;24;Миръ;3089;Москва и обл.;2 069 130,00;1 958 322,00;110 808,00;5,66
531;33;Тальменка-Банк;826;Алтайский край;2 065 586,00;1 835 559,00;230 027,00;12,53
532;9;Бинбанк Сургут;1701;Ханты-Мансийский АО — Югра;2 055 364,00;2 117 186,00;-61 822,00;-2,92
533;23;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 051 370,00;1 929 497,00;121 873,00;6,32
534;11;Уралфинанс;1370;Свердловская обл.;2 048 156,00;2 085 925,00;-37 769,00;-1,81
535;14;Новый Символ;370;Москва и обл.;2 039 462,00;2 023 060,00;16 402,00;0,81
536;10;БСТ-Банк;2883;Кемеровская обл.;2 039 249,00;2 052 166,00;-12 917,00;-0,63
537;5;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 033 738,00;2 113 567,00;-79 829,00;-3,78
538;9;Спиритбанк;2053;Тульская обл.;2 025 222,00;2 041 953,00;-16 731,00;-0,82
539;196;Дорис Банк;1679;Москва и обл.;2 018 765,00;397 368,00;1 621 397,00;408,03
540;-8;Златкомбанк;568;Москва и обл.;2 016 736,00;2 181 449,00;-164 713,00;-7,55
541;10;Смолевич;1121;Смоленская обл.;2 015 177,00;2 010 109,00;5 068,00;0,25
542;-15;Банк Пермь;875;Пермская обл.;2 002 347,00;2 222 507,00;-220 160,00;-9,91
543;23;Мосводоканалбанк;2863;Москва и обл.;1 973 970,00;1 831 177,00;142 793,00;7,80
544;-7;Индустриальный Сберегательный Банк;3175;Москва и обл.;1 972 637,00;2 146 479,00;-173 842,00;-8,10
545;12;Московский Вексельный Банк;2697;Москва и обл.;1 970 611,00;1 915 647,00;54 964,00;2,87
546;7;Старооскольский Агропромбанк;1050;Белгородская обл.;1 957 747,00;1 961 460,00;-3 713,00;-0,19
547;23;Банк Глобус;2438;Москва и обл.;1 945 077,00;1 785 203,00;159 874,00;8,96
548;10;Икано Банк;3519;Центр;1 934 262,00;1 908 168,00;26 094,00;1,37
549;10;Стелла-Банк;2948;Ростовская обл.;1 922 601,00;1 889 232,00;33 369,00;1,77
550;15;Америкэн Экспресс Банк;3460;Москва и обл.;1 900 218,00;1 833 627,00;66 591,00;3,63
551;-8;Крона-Банк;2499;Иркутская обл.;1 888 830,00;2 103 323,00;-214 493,00;-10,20
552;21;Кредпромбанк;1165;Ярославская обл.;1 878 997,00;1 761 087,00;117 910,00;6,70
553;56;Соверен Банк;3206;Москва и обл.;1 857 916,00;1 429 900,00;428 016,00;29,93
554;34;Мико-Банк;3195;Москва и обл.;1 831 304,00;1 603 615,00;227 689,00;14,20
555;0;Дом-Банк;3209;Москва и обл.;1 823 198,00;1 939 442,00;-116 244,00;-5,99
556;18;Банк МБФИ;2073;Москва и обл.;1 818 828,00;1 753 088,00;65 740,00;3,75
557;4;Риал-Кредит;3393;Москва и обл.;1 813 141,00;1 880 031,00;-66 890,00;-3,56
558;4;КОР;2148;Волгоградская обл.;1 808 598,00;1 873 956,00;-65 358,00;-3,49
559;4;Россита-Банк;3257;Москва и обл.;1 804 199,00;1 856 228,00;-52 029,00;-2,80
560;9;Озон Банк;3516;Москва и обл.;1 803 442,00;1 797 943,00;5 499,00;0,31
561;41;Мурманский Расчетный Центр;3341;Мурманская обл.;1 802 747,00;1 476 872,00;325 875,00;22,07
562;13;Руна-Банк;3207;Москва и обл.;1 796 379,00;1 751 525,00;44 854,00;2,56
563;8;Агроинкомбанк;1946;Астраханская обл.;1 791 254,00;1 773 116,00;18 138,00;1,02
564;3;Екатерининский;2167;Москва и обл.;1 779 405,00;1 814 115,00;-34 710,00;-1,91
565;-44;Объединенный Национальный Банк;2074;Нижегородская обл.;1 758 175,00;2 310 793,00;-552 618,00;-23,91
566;11;Нальчик;695;Кабардино-Балкария;1 741 729,00;1 713 981,00;27 748,00;1,62
567;5;Булгар Банк;1917;Татарстан;1 727 576,00;1 763 895,00;-36 319,00;-2,06
568;11;РУБанк;2813;Москва и обл.;1 726 350,00;1 709 703,00;16 647,00;0,97
569;-1;Акцент;696;Оренбургская обл.;1 725 103,00;1 805 050,00;-79 947,00;-4,43
570;10;Майкопбанк;1136;Адыгея;1 715 191,00;1 701 484,00;13 707,00;0,81
571;20;Кетовский Коммерческий Банк;842;Курганская обл.;1 707 061,00;1 577 548,00;129 513,00;8,21
572;14;Холмск;503;Сахалинская обл.;1 704 697,00;1 617 309,00;87 388,00;5,40
573;25;Земкомбанк;574;Ростовская обл.;1 700 326,00;1 527 764,00;172 562,00;11,30
574;22;Вэлтон Банк;1105;Белгородская обл.;1 695 783,00;1 543 672,00;152 111,00;9,85
575;3;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 695 203,00;1 710 853,00;-15 650,00;-0,91
576;5;Мострансбанк;2258;Москва и обл.;1 671 846,00;1 690 214,00;-18 368,00;-1,09
577;6;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 661 749,00;1 626 177,00;35 572,00;2,19
578;-18;ЮМК Банк;3495;Краснодарский край;1 652 285,00;1 880 589,00;-228 304,00;-12,14
579;6;1Банк;2896;Северная Осетия — Алания;1 645 576,00;1 619 779,00;25 797,00;1,59
580;61;Михайловский ПЖСБ;2961;Волгоградская обл.;1 616 922,00;1 089 023,00;527 899,00;48,47
581;3;ИК Банк;1732;Татарстан;1 606 424,00;1 620 701,00;-14 277,00;-0,88
582;-38;Инкаробанк;2696;Москва и обл.;1 593 676,00;2 096 346,00;-502 670,00;-23,98
583;6;Коммерческий Банк Развития;3364;Москва и обл.;1 580 424,00;1 597 395,00;-16 971,00;-1,06
584;3;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 577 831,00;1 609 980,00;-32 149,00;-2,00
585;12;Тагилбанк;1635;Свердловская обл.;1 560 434,00;1 541 138,00;19 296,00;1,25
586;4;Банк РМП;2574;Москва и обл.;1 527 272,00;1 580 980,00;-53 708,00;-3,40
587;21;Кемсоцинбанк;96;Кемеровская обл.;1 525 795,00;1 432 998,00;92 797,00;6,48
588;4;Арзамас;1281;Нижегородская обл.;1 517 936,00;1 576 229,00;-58 293,00;-3,70
589;21;Вятич;2796;Рязанская обл.;1 517 693,00;1 393 050,00;124 643,00;8,95
590;4;Приобье;537;Ханты-Мансийский АО — Югра;1 508 865,00;1 557 260,00;-48 395,00;-3,11
591;9;Вологдабанк;992;Вологодская обл.;1 507 514,00;1 499 200,00;8 314,00;0,55
592;9;Калуга;1151;Калужская обл.;1 505 915,00;1 481 774,00;24 141,00;1,63
593;2;Великие Луки Банк;598;Псковская обл.;1 484 342,00;1 550 941,00;-66 599,00;-4,29
594;10;Пульс Столицы;3002;Москва и обл.;1 473 161,00;1 463 187,00;9 974,00;0,68
595;8;ГринКомБанк;1184;Иркутская обл.;1 454 856,00;1 475 786,00;-20 930,00;-1,42
596;-3;Кредитинвест;1197;Дагестан;1 442 891,00;1 569 536,00;-126 645,00;-8,07
597;17;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 439 559,00;1 344 922,00;94 637,00;7,04
598;8;Саратов;330;Саратовская обл.;1 428 329,00;1 437 859,00;-9 530,00;-0,66
599;0;Соколовский;2830;Москва и обл.;1 416 134,00;1 507 987,00;-91 853,00;-6,09
600;11;Примтеркомбанк;21;Приморский край;1 388 019,00;1 389 967,00;-1 948,00;-0,14
601;14;Почтобанк;1788;Пермская обл.;1 377 403,00;1 343 124,00;34 279,00;2,55
602;5;Новый Кредитный Союз;3139;Москва и обл.;1 366 192,00;1 433 939,00;-67 747,00;-4,72
603;16;Первый Дортрансбанк;3271;Кировская обл.;1 353 098,00;1 278 332,00;74 766,00;5,85
604;55;Внешфинбанк;3173;Краснодарский край;1 339 409,00;909 746,00;429 663,00;47,23
605;55;Невастройинвест;1926;Санкт-Петербург и обл.;1 330 739,00;907 064,00;423 675,00;46,71
606;18;РФИ Банк;3351;Москва и обл.;1 329 466,00;1 250 798,00;78 668,00;6,29
607;20;МТИ Банк;1052;Москва и обл.;1 325 452,00;1 230 478,00;94 974,00;7,72
608;14;Сервис Резерв;2034;Москва и обл.;1 324 390,00;1 255 214,00;69 176,00;5,51
609;7;Сельмашбанк;106;Ростовская обл.;1 305 465,00;1 332 019,00;-26 554,00;-1,99
610;-5;Спутник;1071;Оренбургская обл.;1 287 969,00;1 457 828,00;-169 859,00;-11,65
611;-29;Максима;3379;Москва и обл.;1 286 226,00;1 675 845,00;-389 619,00;-23,25
612;1;Нерюнгрибанк;825;Саха (Якутия);1 285 974,00;1 350 804,00;-64 830,00;-4,80
613;16;Регнум;3373;Москва и обл.;1 270 905,00;1 197 724,00;73 181,00;6,11
614;-2;Финтрастбанк;3104;Москва и обл.;1 266 493,00;1 354 015,00;-87 522,00;-6,46
615;11;Синергия;2884;Саратовская обл.;1 246 408,00;1 236 985,00;9 423,00;0,76
616;4;Сталь Банк;2248;Москва и обл.;1 236 938,00;1 277 068,00;-40 130,00;-3,14
617;16;Химик;1114;Нижегородская обл.;1 232 465,00;1 171 763,00;60 702,00;5,18
618;-1;Финарс Банк;2938;Москва и обл.;1 216 979,00;1 310 583,00;-93 604,00;-7,14
619;12;Металлург;2877;Москва и обл.;1 210 056,00;1 184 652,00;25 404,00;2,14
620;12;Взаимодействие;1704;Новосибирская обл.;1 203 270,00;1 172 225,00;31 045,00;2,65
621;15;Жилстройбанк;2769;Москва и обл.;1 183 736,00;1 117 628,00;66 108,00;5,92
622;-1;Бизнес для Бизнеса;1060;Чувашия;1 181 201,00;1 263 291,00;-82 090,00;-6,50
623;5;Ноосфера;2650;Республика Алтай;1 180 771,00;1 199 543,00;-18 772,00;-1,56
624;-74;Профит Банк;3234;Москва и обл.;1 174 369,00;2 014 519,00;-840 150,00;-41,70
625;9;Тетраполис;1586;Санкт-Петербург и обл.;1 166 204,00;1 136 228,00;29 976,00;2,64
626;-1;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 161 525,00;1 243 290,00;-81 765,00;-6,58
627;-4;Саммит Банк;85;Приморский край;1 112 788,00;1 250 994,00;-138 206,00;-11,05
628;20;ЕАТП Банк;1765;Астраханская обл.;1 105 769,00;1 039 921,00;65 848,00;6,33
629;9;Регионфинансбанк;3357;Москва и обл.;1 102 361,00;1 100 395,00;1 966,00;0,18
630;7;Новый Промышленный Банк;930;Москва и обл.;1 083 664,00;1 117 371,00;-33 707,00;-3,02
631;4;Тендер-Банк;2252;Москва и обл.;1 079 837,00;1 119 288,00;-39 451,00;-3,52
632;12;Объединенный Банк Республики;1016;Чувашия;1 076 803,00;1 068 517,00;8 286,00;0,78
633;6;Курган;2568;Курганская обл.;1 075 807,00;1 094 495,00;-18 688,00;-1,71
634;12;ПэйПал Ру;3517;Москва и обл.;1 060 250,00;1 060 250,00;0,00;0
635;10;Дон-Тексбанк;1818;Ростовская обл.;1 059 755,00;1 062 310,00;-2 555,00;-0,24
636;6;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 050 117,00;1 083 831,00;-33 714,00;-3,11
637;10;Элекснет;3314;Москва и обл.;1 047 646,00;1 047 646,00;0,00;0
638;13;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 035 628,00;1 026 402,00;9 226,00;0,90
639;1;Новый Век;3417;Москва и обл.;1 033 721,00;1 093 990,00;-60 269,00;-5,51
640;-10;Космос;2245;Москва и обл.;1 018 974,00;1 190 276,00;-171 302,00;-14,39
641;2;Онего;2484;Карелия;1 018 782,00;1 079 753,00;-60 971,00;-5,65
642;26;Ресурс-Траст;3122;Москва и обл.;1 010 862,00;871 343,00;139 519,00;16,01
643;9;Яндекс Банк;3027;Москва и обл.;1 009 102,00;1 017 796,00;-8 694,00;-0,85
644;12;Агора;3231;Москва и обл.;1 000 173,00;923 802,00;76 371,00;8,27
645;13;Байкалкредобанк;2990;Иркутская обл.;991 319,00;916 563,00;74 756,00;8,16
646;8;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;990 398,00;987 341,00;3 057,00;0,31
647;2;Республиканский Кредитный Альянс;3017;Москва и обл.;987 047,00;1 039 272,00;-52 225,00;-5,03
648;5;Камский Горизонт;2554;Татарстан;983 796,00;1 012 165,00;-28 369,00;-2,80
649;34;Арсенал;3000;Москва и обл.;944 876,00;789 388,00;155 488,00;19,70
650;5;Акция;927;Ивановская обл.;943 280,00;941 175,00;2 105,00;0,22
651;-1;Турбобанк;3203;Санкт-Петербург и обл.;924 616,00;1 028 014,00;-103 398,00;-10,06
652;15;Спецстройбанк;236;Москва и обл.;915 948,00;876 935,00;39 013,00;4,45
653;16;Тексбанк;2756;Карачаево-Черкесия;915 043,00;870 992,00;44 051,00;5,06
654;18;РИТЦ Банк;2677;Москва и обл.;900 397,00;849 637,00;50 760,00;5,97
655;26;Флора-Москва;533;Москва и обл.;892 600,00;799 654,00;92 946,00;11,62
656;6;Вакобанк;1291;Псковская обл.;886 911,00;898 999,00;-12 088,00;-1,34
657;22;Русский Финансовый Альянс;2035;Москва и обл.;885 305,00;808 883,00;76 422,00;9,45
658;12;Динамичные Системы;3439;Москва и обл.;885 049,00;856 291,00;28 758,00;3,36
659;17;Кузбассхимбанк;2868;Кемеровская обл.;877 105,00;814 892,00;62 213,00;7,63
660;1;Вайлдберриз Банк;841;Адыгея;868 041,00;903 360,00;-35 319,00;-3,91
661;16;Классик Эконом Банк;3298;Северная Осетия — Алания;865 479,00;812 519,00;52 960,00;6,52
662;20;Первоуральскбанк;965;Свердловская обл.;858 336,00;794 721,00;63 615,00;8,00
663;2;Южный Региональный Банк;3015;Ростовская обл.;850 471,00;881 186,00;-30 715,00;-3,49
664;0;Ипозембанк;3026;Самарская обл.;845 700,00;881 404,00;-35 704,00;-4,05
665;8;Эльбин;2267;Дагестан;841 258,00;842 653,00;-1 395,00;-0,17
666;23;Си Ди Би Банк;3339;Краснодарский край;829 525,00;737 147,00;92 378,00;12,53
667;-10;Москва;1661;Москва и обл.;825 911,00;919 731,00;-93 820,00;-10,20
668;17;Уралприватбанк;153;Свердловская обл.;825 024,00;780 067,00;44 957,00;5,76
669;11;Анелик РУ;3443;Москва и обл.;812 108,00;801 131,00;10 977,00;1,37
670;-4;Народный Земельно-Промышленный Банк;2873;Алтайский край;807 190,00;878 738,00;-71 548,00;-8,14
671;44;Лидер;3304;Москва и обл.;804 806,00;488 881,00;315 925,00;64,62
672;-9;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;803 552,00;884 584,00;-81 032,00;-9,16
673;11;Майский;1673;Кабардино-Балкария;798 882,00;785 014,00;13 868,00;1,77
674;4;Центрально-Азиатский;3037;Хакасия;792 314,00;810 099,00;-17 785,00;-2,20
675;19;Русский Банк Сбережений;779;Ставропольский край;791 164,00;648 742,00;142 422,00;21,95
676;-2;Славянбанк;804;Новгородская обл.;785 821,00;833 305,00;-47 484,00;-5,70
677;9;Прохладный;874;Кабардино-Балкария;775 550,00;762 850,00;12 700,00;1,66
678;-3;Расчетный Дом;3350;Москва и обл.;747 505,00;823 024,00;-75 519,00;-9,18
679;9;Народный Инвестиционный Банк;2876;Самарская обл.;739 022,00;747 466,00;-8 444,00;-1,13
680;18;Гефест;1046;Тверская обл.;733 561,00;606 195,00;127 366,00;21,01
681;6;Прокоммерцбанк;2996;Москва и обл.;704 185,00;762 512,00;-58 327,00;-7,65
682;13;Межрегиональный Банк Реконструкции;2620;Москва и обл.;704 033,00;635 843,00;68 190,00;10,72
683;21;Банк Берейт;3505;Санкт-Петербург и обл.;685 007,00;541 314,00;143 693,00;26,55
684;6;РусьРегионБанк;685;Москва и обл.;665 591,00;710 304,00;-44 713,00;-6,29
685;7;ФинТех;3499;Москва и обл.;652 396,00;658 343,00;-5 947,00;-0,90
686;11;Балаково-Банк;444;Саратовская обл.;648 982,00;611 229,00;37 753,00;6,18
687;6;Банк РСИ;3415;Москва и обл.;636 672,00;649 058,00;-12 386,00;-1,91
688;11;Максимум;466;Ростовская обл.;635 753,00;604 072,00;31 681,00;5,24
689;12;АлтайБизнес-Банк;2388;Алтайский край;595 578,00;572 753,00;22 825,00;3,99
690;-19;Интеркоопбанк;2803;Москва и обл.;591 819,00;849 721,00;-257 902,00;-30,35
691;5;Геобанк;2027;Москва и обл.;591 278,00;623 306,00;-32 028,00;-5,14
692;14;АвтоКредитБанк;1973;Татарстан;584 584,00;534 304,00;50 280,00;9,41
693;10;Вестинтербанк;3398;Москва и обл.;579 693,00;553 642,00;26 051,00;4,71
694;8;Новокиб;1747;Кемеровская обл.;550 782,00;554 555,00;-3 773,00;-0,68
695;10;Холдинвестбанк;2837;Москва и обл.;543 883,00;541 163,00;2 720,00;0,50
696;22;Стар Альянс;3433;Москва и обл.;514 748,00;477 643,00;37 105,00;7,77
697;14;СМБ-Банк;3504;Санкт-Петербург и обл.;514 039,00;510 605,00;3 434,00;0,67
698;10;Башпромбанк;1006;Башкортостан;512 551,00;516 371,00;-3 820,00;-0,74
699;10;Международный Расчетный Банк;3028;Москва и обл.;510 406,00;514 888,00;-4 482,00;-0,87
700;7;Энтузиастбанк;3048;Москва и обл.;504 584,00;533 783,00;-29 199,00;-5,47
701;12;Терра;3476;Москва и обл.;503 973,00;501 157,00;2 816,00;0,56
702;10;Далетбанк;3049;Москва и обл.;502 717,00;502 717,00;0,00;0
703;7;ИР-Кредит;1724;Москва и обл.;501 138,00;512 734,00;-11 596,00;-2,26
704;-4;Дружба;990;Тюменская обл.;489 545,00;596 251,00;-106 706,00;-17,90
705;28;Континенталь;3184;Ставропольский край;482 537,00;413 211,00;69 326,00;16,78
706;10;Логос;3233;Москва и обл.;479 289,00;484 112,00;-4 823,00;-1,00
707;7;Народный Банк Тувы;1309;Тыва;477 298,00;490 991,00;-13 693,00;-2,79
708;22;Промсвязьинвест;2761;Дагестан;473 691,00;419 072,00;54 619,00;13,03
709;10;ГРиС-Банк;1928;Ставропольский край;466 054,00;477 232,00;-11 178,00;-2,34
710;24;Финчер;3486;Москва и обл.;462 872,00;405 066,00;57 806,00;14,27
711;6;Кредо Финанс;793;Дагестан;462 061,00;481 062,00;-19 001,00;-3,95
712;28;Азия Банк;3183;Москва и обл.;461 248,00;370 493,00;90 755,00;24,50
713;8;МВС Банк;2407;Дагестан;451 353,00;455 214,00;-3 861,00;-0,85
714;17;Информпрогресс;2166;Москва и обл.;451 050,00;415 241,00;35 809,00;8,62
715;10;АББ;2937;Москва и обл.;436 101,00;439 679,00;-3 578,00;-0,81
716;7;Национальный Банк Сбережений;1949;Ивановская обл.;431 152,00;440 607,00;-9 455,00;-2,15
717;11;Таганрогбанк;3136;Ростовская обл.;426 870,00;427 287,00;-417,00;-0,10
718;6;Олма-Банк;3250;Москва и обл.;426 749,00;440 547,00;-13 798,00;-3,13
719;7;Эко-Инвест;3116;Москва и обл.;424 702,00;434 783,00;-10 081,00;-2,32
720;2;Далта-Банк;142;Приморский край;417 562,00;442 112,00;-24 550,00;-5,55
721;6;Европейский Стандарт;3200;Кабардино-Балкария;416 173,00;428 055,00;-11 882,00;-2,78
722;7;Рента-Банк;3095;Москва и обл.;400 856,00;427 263,00;-26 407,00;-6,18
723;9;Телекоммерц Банк;3380;Тульская обл.;398 463,00;414 846,00;-16 383,00;-3,95
724;12;Алжан;2491;Дагестан;397 336,00;390 623,00;6 713,00;1,72
725;13;Альтернатива;3452;Москва и обл.;364 464,00;373 345,00;-8 881,00;-2,38
726;13;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;364 429,00;372 286,00;-7 857,00;-2,11
727;10;НКБ;2942;Москва и обл.;360 686,00;373 551,00;-12 865,00;-3,44
728;13;Тайдон;2085;Кемеровская обл.;355 611,00;356 675,00;-1 064,00;-0,30
729;15;Сетевая Расчетная Палата;3332;Татарстан;353 842,00;341 313,00;12 529,00;3,67
730;12;Лэнд Кредит;1478;Москва и обл.;349 662,00;352 598,00;-2 936,00;-0,83
731;12;Приполярком;507;Тюменская обл.;338 797,00;346 145,00;-7 348,00;-2,12
732;14;Банк Фридом Финанс;1143;Сахалинская обл.;338 253,00;339 654,00;-1 401,00;-0,41
733;15;Рунэтбанк;2829;Москва и обл.;337 342,00;324 801,00;12 541,00;3,86
734;13;Северстройбанк;3507;Вологодская обл.;322 318,00;330 505,00;-8 187,00;-2,48
735;15;Нарат;1902;Саратовская обл.;305 195,00;305 579,00;-384,00;-0,13
736;19;Майма;1037;Москва и обл.;271 863,00;223 948,00;47 915,00;21,40
737;14;Платежи и Расчеты;3324;Самарская обл.;271 585,00;264 870,00;6 715,00;2,54
738;14;РИБ;2749;Москва и обл.;245 070,00;260 106,00;-15 036,00;-5,78
739;15;Континент Финанс;149;Москва и обл.;226 989,00;229 557,00;-2 568,00;-1,12
740;20;Русское Финансовое Общество;3427;Москва и обл.;218 569,00;167 919,00;50 650,00;30,16
741;17;Расчетные Решения;3524;Москва и обл.;205 798,00;192 114,00;13 684,00;7,12
742;15;Электронный платежный сервис;3509;Москва и обл.;198 159,00;198 159,00;0,00;0
743;10;МГБ;2866;Дагестан;184 714,00;231 224,00;-46 510,00;-20,11
744;15;Деньги.Мэйл.Ру;3511;Москва и обл.;180 888,00;180 888,00;0,00;0
745;11;Красноярский Краевой Расчетный Центр;3483;Красноярский край;172 256,00;202 350,00;-30 094,00;-14,87
746;20;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;149 294,00;130 390,00;18 904,00;14,50
747;17;Монета.ру;3508;Марий Эл;145 304,00;136 781,00;8 523,00;6,23
748;15;Инновационный Расчетный Центр;3447;Москва и обл.;142 012,00;143 257,00;-1 245,00;-0,87
749;16;Единая касса;3512;Москва и обл.;132 454,00;132 454,00;0,00;0
750;17;Зеленокумская;1239;Ставропольский край;124 641,00;124 539,00;102,00;0,08
751;11;Фидбэк;3502;Москва и обл.;115 666,00;144 188,00;-28 522,00;-19,78
752;9;Дальний Восток;3318;Тульская обл.;105 067,00;145 983,00;-40 916,00;-28,03
753;15;Моби.Деньги;3523;Москва и обл.;101 768,00;101 768,00;0,00;0
754;16;Вест;2605;Москва и обл.;95 524,00;93 787,00;1 737,00;1,85
755;14;Умут;2435;Дагестан;77 727,00;97 381,00;-19 654,00;-20,18
756;15;КредитАльянс;3472;Вологодская обл.;77 343,00;78 343,00;-1 000,00;-1,28
757;15;Единая Расчетная Палата;384;Москва и обл.;65 704,00;67 000,00;-1 296,00;-1,93
758;15;Платежный Клиринговый Дом;3343;Москва и обл.;55 642,00;64 444,00;-8 802,00;-13,66
759;15;Премиум;3514;Москва и обл.;51 335,00;51 335,00;0,00;0
760;16;Интеррасчет;1618;Москва и обл.;36 323,00;27 885,00;8 438,00;30,26
761;14;Транзит;2688;Дагестан;30 020,00;29 399,00;621,00;2,11
762;15;Тор Кредит;3497;Москва и обл.;26 027,00;25 894,00;133,00;0,51
763;15;21 Век;3309;Санкт-Петербург и обл.;14 813,00;21 175,00;-6 362,00;-30,04
764;16;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;9 785,00;9 892,00;-107,00;-1,08
765;14;Финансово-Расчетный Центр;3319;Астраханская обл.;9 245,00;16 151,00;-6 906,00;-42,76
766;15;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 291,00;4 319,00;-28,00;-0,65
767;15;АРБ-Инкасс;3353;Москва и обл.;2 322,00;2 488,00;-166,00;-6,67
