Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2011, тыс. рублей;Ноябрь, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
43;2;Русфинанс Банк;1792;Самарская обл.;104 632 492,00;99 803 334,00;4 829 158,00;4,84
44;2;МСП Банк;3340;Москва и обл.;100 604 834,00;99 353 608,00;1 251 226,00;1,26
45;5;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;99 314 774,00;94 766 620,00;4 548 154,00;4,80
46;-4;СКБ-Банк;705;Свердловская обл.;98 842 450,00;105 779 791,00;-6 937 341,00;-6,56
47;1;Инвестторгбанк;2763;Москва и обл.;98 373 759,00;96 264 184,00;2 109 575,00;2,19
48;-4;БНП Париба Банк;3407;Москва и обл.;98 117 101,00;100 174 392,00;-2 057 291,00;-2,05
49;-2;РГС Банк;3073;Москва и обл.;97 473 527,00;98 273 470,00;-799 943,00;-0,81
50;-1;Кредит Европа Банк;3311;Москва и обл.;95 802 569,00;95 180 383,00;622 186,00;0,65
51;2;СМП Банк;3368;Москва и обл.;93 085 267,00;87 646 636,00;5 438 631,00;6,21
52;0;Юниаструм Банк;2771;Москва и обл.;91 849 176,00;88 972 180,00;2 876 996,00;3,23
53;-2;Пробизнесбанк;2412;Москва и обл.;91 358 150,00;89 375 032,00;1 983 118,00;2,22
54;0;Банк Интеза;2216;Москва и обл.;88 826 623,00;86 677 085,00;2 149 538,00;2,48
55;1;Внешпромбанк;3261;Москва и обл.;84 240 694,00;83 511 845,00;728 849,00;0,87
56;4;Новикомбанк;2546;Москва и обл.;83 173 896,00;80 164 327,00;3 009 569,00;3,75
57;2;РосЕвроБанк;3137;Москва и обл.;82 931 660,00;80 567 833,00;2 363 827,00;2,93
58;0;Союз;2307;Москва и обл.;82 715 580,00;81 315 598,00;1 399 982,00;1,72
59;-4;КИТ Финанс Инвестиционный Банк;1911;Санкт-Петербург и обл.;82 406 665,00;83 992 597,00;-1 585 932,00;-1,89
60;3;Авангард;2879;Москва и обл.;75 968 475,00;73 425 505,00;2 542 970,00;3,46
61;0;Балтийский Банк;128;Москва и обл.;75 737 324,00;76 063 707,00;-326 383,00;-0,43
62;3;Татфондбанк;3058;Татарстан;74 521 249,00;72 048 109,00;2 473 140,00;3,43
63;-6;ЦентроКредит;121;Москва и обл.;74 425 905,00;82 309 657,00;-7 883 752,00;-9,58
64;-2;Мастер-Банк;2176;Москва и обл.;74 354 047,00;75 693 215,00;-1 339 168,00;-1,77
65;1;Всероссийский Банк Развития Регионов;3287;Москва и обл.;73 782 496,00;70 225 589,00;3 556 907,00;5,06
66;17;Еврофинанс Моснарбанк;2402;Москва и обл.;73 001 932,00;48 791 110,00;24 210 822,00;49,62
67;0;Запсибкомбанк;918;Тюменская обл.;72 861 738,00;67 370 605,00;5 491 133,00;8,15
68;-4;Собинбанк;1317;Москва и обл.;71 625 935,00;72 950 535,00;-1 324 600,00;-1,82
69;1;ДельтаКредит;3338;Москва и обл.;64 598 532,00;58 655 404,00;5 943 128,00;10,13
70;-2;Пересвет;2110;Москва и обл.;63 964 329,00;63 967 170,00;-2 841,00;-0,00
71;9;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;63 554 143,00;52 330 331,00;11 223 812,00;21,45
72;-1;Банк ДОМ.РФ;2312;Москва и обл.;61 575 424,00;56 771 876,00;4 803 548,00;8,46
73;-1;Ренессанс Кредит;3354;Москва и обл.;60 923 438,00;56 265 632,00;4 657 806,00;8,28
74;2;Совкомбанк;963;Костромская обл.;59 223 732,00;54 737 654,00;4 486 078,00;8,20
75;0;Локо-Банк;2707;Москва и обл.;58 969 279,00;55 088 906,00;3 880 373,00;7,04
76;-7;Балтинвестбанк;3176;Санкт-Петербург и обл.;58 574 525,00;58 882 669,00;-308 144,00;-0,52
77;1;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;56 262 332,00;53 735 305,00;2 527 027,00;4,70
78;-4;Центр-инвест;2225;Ростовская обл.;56 127 713,00;55 435 899,00;691 814,00;1,25
79;-6;Роскосмосбанк;2989;Москва и обл.;55 195 195,00;56 204 882,00;-1 009 687,00;-1,80
80;-3;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;54 678 761,00;54 478 983,00;199 778,00;0,37
81;0;Металлинвестбанк;2440;Москва и обл.;52 771 540,00;51 090 056,00;1 681 484,00;3,29
82;17;Саровбизнесбанк;2048;Нижегородская обл.;52 664 086,00;31 395 799,00;21 268 287,00;67,74
83;-1;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;48 693 048,00;50 628 469,00;-1 935 421,00;-3,82
84;-5;Экспо Финанс;2594;Москва и обл.;47 298 059,00;52 421 189,00;-5 123 130,00;-9,77
85;0;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;47 215 838,00;46 015 789,00;1 200 049,00;2,61
86;0;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;46 583 782,00;45 419 286,00;1 164 496,00;2,56
87;-3;Национальный Резервный Банк;2170;Москва и обл.;46 267 241,00;48 563 343,00;-2 296 102,00;-4,73
88;-1;Сургутнефтегазбанк;588;Тюменская обл.;44 386 621,00;43 631 925,00;754 696,00;1,73
89;0;СБ Банк (Судостроительный банк);2999;Москва и обл.;41 292 579,00;40 348 176,00;944 403,00;2,34
90;-2;Инвестбанк;107;Москва и обл.;40 987 354,00;41 660 654,00;-673 300,00;-1,62
91;-1;Национальный Стандарт;3421;Москва и обл.;40 768 639,00;38 849 116,00;1 919 523,00;4,94
92;-1;Национальный Торговый Банк;3087;Самарская обл.;37 888 646,00;37 907 550,00;-18 904,00;-0,05
93;0;Бинбанк Диджитал;2827;Москва и обл.;37 544 041,00;37 072 956,00;471 085,00;1,27
94;0;Первобанк;3461;Самарская обл.;37 078 469,00;36 567 829,00;510 640,00;1,40
95;0;Международный Финансовый Клуб;2618;Москва и обл.;37 025 383,00;34 439 241,00;2 586 142,00;7,51
96;0;Нота-Банк;2913;Москва и обл.;36 408 560,00;34 319 872,00;2 088 688,00;6,09
97;1;Стройкредит;18;Москва и обл.;33 745 345,00;32 626 510,00;1 118 835,00;3,43
98;-1;Дальневосточный Банк;843;Приморский край;33 062 344,00;32 947 875,00;114 469,00;0,35
99;1;Таврический Банк;2304;Санкт-Петербург и обл.;32 802 299,00;31 242 578,00;1 559 721,00;4,99
100;8;Связной Банк;1961;Москва и обл.;32 147 117,00;28 932 987,00;3 214 130,00;11,11
101;-9;Коммерцбанк (Евразия);3333;Москва и обл.;32 126 887,00;37 545 738,00;-5 418 851,00;-14,43
102;2;Экспресс-Волга;3085;Саратовская обл.;30 685 914,00;29 556 321,00;1 129 593,00;3,82
103;-2;Челябинвестбанк;493;Челябинская обл.;30 610 026,00;30 420 067,00;189 959,00;0,62
104;-2;Челиндбанк;485;Челябинская обл.;30 222 954,00;29 892 377,00;330 577,00;1,11
105;0;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;30 049 814,00;29 428 904,00;620 910,00;2,11
106;9;НС Банк;3124;Москва и обл.;29 539 298,00;26 978 741,00;2 560 557,00;9,49
107;0;Кубань Кредит;2518;Краснодарский край;29 428 451,00;29 212 575,00;215 876,00;0,74
108;-5;Расчетная Палата РТС;3335;Москва и обл.;29 322 294,00;29 716 631,00;-394 337,00;-1,33
109;3;Кедр;1574;Москва и обл.;28 486 000,00;27 400 441,00;1 085 559,00;3,96
110;6;Межтопэнергобанк;2956;Москва и обл.;27 854 662,00;26 966 499,00;888 163,00;3,29
111;-2;Газбанк;2316;Самарская обл.;27 714 485,00;27 806 538,00;-92 053,00;-0,33
112;12;Банк Кредит Свисс;2494;Москва и обл.;27 679 743,00;25 180 186,00;2 499 557,00;9,93
113;0;Интеркоммерц Банк;1657;Москва и обл.;27 577 895,00;27 230 648,00;347 247,00;1,28
114;7;Тинькофф Банк;2673;Москва и обл.;27 560 985,00;25 863 812,00;1 697 173,00;6,56
115;-1;СДМ-Банк;1637;Москва и обл.;27 227 072,00;27 188 951,00;38 121,00;0,14
116;12;Кредит Урал Банк;2584;Челябинская обл.;26 956 129,00;23 996 748,00;2 959 381,00;12,33
117;2;Московский Областной Банк;1751;Москва и обл.;26 736 661,00;26 075 390,00;661 271,00;2,54
118;-1;Приморье;3001;Приморский край;26 292 987,00;26 600 508,00;-307 521,00;-1,16
119;3;Первый Республиканский Банк;1730;Москва и обл.;26 271 048,00;25 671 911,00;599 137,00;2,33
120;-2;Далькомбанк;84;Хабаровский край;26 221 511,00;26 266 247,00;-44 736,00;-0,17
121;-10;Сведбанк;3064;Москва и обл.;26 090 436,00;27 512 983,00;-1 422 547,00;-5,17
122;-12;Меткомбанк (Череповец);901;Вологодская обл.;26 079 124,00;27 517 604,00;-1 438 480,00;-5,23
123;-3;Севергазбанк;2816;Вологодская обл.;25 436 627,00;25 975 836,00;-539 209,00;-2,08
124;1;Фора-Банк;1885;Москва и обл.;25 385 554,00;24 347 130,00;1 038 424,00;4,27
125;-2;Крайинвестбанк;3360;Краснодарский край;25 278 550,00;25 325 218,00;-46 668,00;-0,18
126;5;Банк БФА;3038;Санкт-Петербург и обл.;25 170 385,00;23 857 951,00;1 312 434,00;5,50
127;-1;Москоммерцбанк;3365;Москва и обл.;24 685 052,00;24 243 737,00;441 315,00;1,82
128;6;Тойота Банк;3470;Москва и обл.;24 570 667,00;23 145 231,00;1 425 436,00;6,16
129;1;Примсоцбанк;2733;Приморский край;24 417 070,00;23 943 433,00;473 637,00;1,98
130;-3;Банк АВБ;23;Самарская обл.;24 256 062,00;24 165 036,00;91 026,00;0,38
131;-25;Липецккомбанк;1242;Липецкая обл.;24 202 685,00;29 223 431,00;-5 020 746,00;-17,18
132;6;Интерпромбанк;3266;Москва и обл.;23 788 771,00;21 900 343,00;1 888 428,00;8,62
133;0;Русский Международный Банк;3123;Москва и обл.;23 730 566,00;23 408 124,00;322 442,00;1,38
134;1;М2М Прайвет Банк;1414;Москва и обл.;23 160 286,00;22 477 024,00;683 262,00;3,04
135;-3;Акибанк;2587;Татарстан;22 697 128,00;23 675 645,00;-978 517,00;-4,13
136;-7;БФГ-Кредит;3068;Москва и обл.;22 695 714,00;23 972 008,00;-1 276 294,00;-5,32
137;3;Смоленский Банк;2029;Смоленская обл.;22 052 570,00;21 613 319,00;439 251,00;2,03
138;1;Натиксис Банк;3390;Москва и обл.;21 999 724,00;21 874 091,00;125 633,00;0,57
139;2;АМБ Банк;3036;Москва и обл.;21 883 569,00;21 234 721,00;648 848,00;3,06
140;-4;Народный Кредит;2401;Москва и обл.;21 618 901,00;22 469 574,00;-850 673,00;-3,79
141;-4;Девон-Кредит;1972;Татарстан;21 123 312,00;21 915 131,00;-791 819,00;-3,61
142;0;Кольцо Урала;65;Свердловская обл.;20 674 098,00;20 623 208,00;50 890,00;0,25
143;5;Агропромкредит;2880;Москва и обл.;20 493 222,00;19 140 031,00;1 353 191,00;7,07
144;2;Альта-Банк;2269;Москва и обл.;20 469 063,00;19 458 339,00;1 010 724,00;5,19
145;-2;Мой Банк;2939;Москва и обл.;20 328 428,00;20 396 441,00;-68 013,00;-0,33
146;1;Росэнергобанк;2211;Москва и обл.;19 956 630,00;19 173 963,00;782 667,00;4,08
147;-3;ФИА-Банк;2542;Самарская обл.;19 938 246,00;19 591 513,00;346 733,00;1,77
148;-3;Модульбанк;1927;Костромская обл.;19 356 494,00;19 505 006,00;-148 512,00;-0,76
149;1;Урал ФД;249;Пермская обл.;18 819 496,00;18 297 573,00;521 923,00;2,85
150;2;МБА-Москва;3395;Москва и обл.;18 731 817,00;18 216 539,00;515 278,00;2,83
151;5;Банк Проектного Финансирования;1677;Москва и обл.;18 679 484,00;17 381 116,00;1 298 368,00;7,47
152;-3;Уралтрансбанк;812;Свердловская обл.;18 208 836,00;18 395 822,00;-186 986,00;-1,02
153;-2;Левобережный;1343;Новосибирская обл.;18 197 654,00;18 263 784,00;-66 130,00;-0,36
154;1;С банк;2581;Москва и обл.;17 888 880,00;17 520 132,00;368 748,00;2,10
155;-2;Спурт Банк;2207;Татарстан;17 600 123,00;17 747 207,00;-147 084,00;-0,83
156;9;БМВ Банк;3482;Москва и обл.;17 433 119,00;15 735 953,00;1 697 166,00;10,79
157;-3;Солидарность;554;Самарская обл.;17 342 777,00;17 654 771,00;-311 994,00;-1,77
158;2;ГПБ-Ипотека;2403;Москва и обл.;17 270 689,00;16 877 561,00;393 128,00;2,33
159;-1;Тимер Банк;1581;Татарстан;17 216 740,00;17 195 136,00;21 604,00;0,13
160;-1;Европейский Трастовый Банк;2968;Москва и обл.;16 568 821,00;16 999 698,00;-430 877,00;-2,53
161;-4;Экспобанк;2998;Москва и обл.;16 541 228,00;17 310 840,00;-769 612,00;-4,45
162;-1;ПЧРБ Банк;3291;Москва и обл.;16 540 824,00;16 664 860,00;-124 036,00;-0,74
163;-1;НОМОС-Региобанк;539;Хабаровский край;16 523 079,00;16 495 754,00;27 325,00;0,17
164;5;Морской Банк;77;Москва и обл.;16 209 264,00;14 501 604,00;1 707 660,00;11,78
165;-1;Энергобанк;67;Татарстан;16 173 383,00;15 833 551,00;339 832,00;2,15
166;1;Образование;1521;Москва и обл.;16 083 380,00;15 298 262,00;785 118,00;5,13
167;-4;Ланта-Банк;1920;Москва и обл.;15 804 821,00;16 414 484,00;-609 663,00;-3,71
168;-2;Интерпрогрессбанк;600;Москва и обл.;15 747 522,00;15 403 865,00;343 657,00;2,23
169;9;Гута-Банк;256;Москва и обл.;15 368 989,00;13 735 993,00;1 632 996,00;11,89
170;-2;Русстройбанк;3205;Москва и обл.;15 049 924,00;14 545 027,00;504 897,00;3,47
171;0;Инвесткапиталбанк;2377;Башкортостан;14 773 894,00;14 247 456,00;526 438,00;3,69
172;0;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;14 756 305,00;14 129 085,00;627 220,00;4,44
173;-3;НБД-Банк;1966;Нижегородская обл.;14 676 936,00;14 403 932,00;273 004,00;1,90
174;1;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;14 550 645,00;13 873 609,00;677 036,00;4,88
175;1;БыстроБанк;1745;Удмуртия;14 484 195,00;13 867 604,00;616 591,00;4,45
176;3;Норвик Банк;902;Кировская обл.;14 414 751,00;13 663 972,00;750 779,00;5,49
177;-3;Легион;3117;Москва и обл.;14 038 545,00;13 875 148,00;163 397,00;1,18
178;2;Интехбанк;2705;Татарстан;13 836 123,00;13 508 688,00;327 435,00;2,42
179;-6;Курскпромбанк;735;Курская обл.;13 773 453,00;13 897 258,00;-123 805,00;-0,89
180;31;Мир Бизнес Банк;3396;Москва и обл.;13 639 921,00;10 918 840,00;2 721 081,00;24,92
181;1;Алмазэргиэнбанк;2602;Саха (Якутия);13 434 271,00;13 366 367,00;67 904,00;0,51
182;-5;Центркомбанк;2983;Москва и обл.;13 428 979,00;13 781 759,00;-352 780,00;-2,56
183;7;Тольяттихимбанк;2507;Самарская обл.;13 367 620,00;12 596 225,00;771 395,00;6,12
184;4;Западный;2598;Москва и обл.;13 343 406,00;12 771 850,00;571 556,00;4,48
185;-1;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;13 273 557,00;13 050 255,00;223 302,00;1,71
186;-3;Эллипс Банк;1950;Нижегородская обл.;13 253 233,00;13 054 693,00;198 540,00;1,52
187;-2;Рост Банк;2888;Татарстан;13 078 896,00;12 891 163,00;187 733,00;1,46
188;-7;Мосстройэкономбанк (М Банк);948;Москва и обл.;13 075 685,00;13 414 810,00;-339 125,00;-2,53
189;0;Развитие-Столица;3013;Москва и обл.;12 734 460,00;12 668 979,00;65 481,00;0,52
190;4;Российский Кредит;324;Москва и обл.;12 672 236,00;12 351 922,00;320 314,00;2,59
191;-4;Держава;2738;Москва и обл.;12 637 350,00;12 775 316,00;-137 966,00;-1,08
192;-1;Аверс;415;Татарстан;12 486 997,00;12 533 368,00;-46 371,00;-0,37
193;5;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;12 314 117,00;11 971 839,00;342 278,00;2,86
194;2;ВУЗ-Банк;1557;Свердловская обл.;12 283 608,00;12 201 490,00;82 118,00;0,67
195;-2;ББР Банк;2929;Москва и обл.;12 084 293,00;12 372 867,00;-288 574,00;-2,33
196;1;Фининвест;671;Москва и обл.;12 029 675,00;12 110 969,00;-81 294,00;-0,67
197;3;Банк «Советский»;558;Санкт-Петербург и обл.;12 024 837,00;11 835 551,00;189 286,00;1,60
198;1;Первомайский;518;Краснодарский край;12 010 548,00;11 878 308,00;132 240,00;1,11
199;2;Сетелем Банк;2168;Москва и обл.;11 960 706,00;11 819 389,00;141 317,00;1,20
200;12;Мерседес-Бенц Банк Рус;3473;Москва и обл.;11 880 436,00;10 900 362,00;980 074,00;8,99
201;6;БКС Банк;101;Новосибирская обл.;11 878 879,00;11 225 169,00;653 710,00;5,82
202;6;Гаранти Банк — Москва;3275;Москва и обл.;11 789 642,00;11 044 295,00;745 347,00;6,75
203;1;АйМаниБанк;1975;Республика Алтай;11 770 426,00;11 379 202,00;391 224,00;3,44
204;1;Банк ПСА Финанс Рус;3481;Москва и обл.;11 729 810,00;11 365 710,00;364 100,00;3,20
205;11;Нацинвестпромбанк;3077;Москва и обл.;11 710 854,00;10 717 160,00;993 694,00;9,27
206;17;Рост;2589;Москва и обл.;11 701 737,00;10 373 811,00;1 327 926,00;12,80
207;10;РосДорБанк;1573;Москва и обл.;11 686 658,00;10 623 689,00;1 062 969,00;10,01
208;-2;Солидарность (Москва);1555;Москва и обл.;11 675 809,00;11 311 434,00;364 375,00;3,22
209;1;Национальная Факторинговая Компания;3437;Москва и обл.;11 670 104,00;10 923 546,00;746 558,00;6,83
210;-15;Александровский;53;Санкт-Петербург и обл.;11 656 578,00;12 214 663,00;-558 085,00;-4,57
211;-9;СтарБанк;548;Москва и обл.;11 566 231,00;11 667 766,00;-101 535,00;-0,87
212;8;МАСТ-Банк;3267;Москва и обл.;11 393 757,00;10 487 849,00;905 908,00;8,64
213;2;Огни Москвы;2328;Москва и обл.;11 385 996,00;10 760 938,00;625 058,00;5,81
214;7;Энергомашбанк;52;Санкт-Петербург и обл.;11 283 851,00;10 434 054,00;849 797,00;8,14
215;4;Газэнергобанк;3252;Калужская обл.;11 201 701,00;10 509 533,00;692 168,00;6,59
216;-3;Пушкино;391;Москва и обл.;11 162 922,00;10 834 678,00;328 244,00;3,03
217;14;Энерготрансбанк;1307;Калининградская обл.;11 137 256,00;9 650 684,00;1 486 572,00;15,40
218;-15;Форштадт;2208;Оренбургская обл.;11 081 994,00;11 556 985,00;-474 991,00;-4,11
219;-33;Углеметбанк;2997;Челябинская обл.;11 020 876,00;12 855 579,00;-1 834 703,00;-14,27
220;5;Гранд Инвест Банк;3053;Москва и обл.;10 998 027,00;10 174 591,00;823 436,00;8,09
221;-7;Экопромбанк;2011;Пермская обл.;10 935 152,00;10 822 111,00;113 041,00;1,04
222;-13;Алеф-Банк;2119;Москва и обл.;10 674 491,00;11 018 187,00;-343 696,00;-3,12
223;-5;Московское Ипотечное Агентство;3344;Москва и обл.;10 629 433,00;10 541 248,00;88 185,00;0,84
224;-2;ТЭМБР-Банк;2764;Москва и обл.;10 560 648,00;10 384 457,00;176 191,00;1,70
225;12;Расчетно-Кредитный Банк;103;Москва и обл.;10 556 561,00;9 419 298,00;1 137 263,00;12,07
226;6;Пойдем!;2534;Москва и обл.;10 468 674,00;9 636 299,00;832 375,00;8,64
227;1;Финпромбанк (ФПБ Банк);2157;Москва и обл.;10 451 277,00;10 021 609,00;429 668,00;4,29
228;-1;Хлынов;254;Кировская обл.;10 374 812,00;10 079 524,00;295 288,00;2,93
229;-3;Социнвестбанк;1132;Башкортостан;10 313 454,00;10 142 663,00;170 791,00;1,68
230;18;Аресбанк;2914;Москва и обл.;10 268 617,00;8 889 746,00;1 378 871,00;15,51
231;-7;Интрастбанк;3144;Москва и обл.;10 184 740,00;10 176 965,00;7 775,00;0,08
232;-3;НК Банк;2755;Москва и обл.;9 838 581,00;9 868 110,00;-29 529,00;-0,30
233;0;Балтика;967;Санкт-Петербург и обл.;9 760 452,00;9 601 505,00;158 947,00;1,66
234;1;Роспромбанк;3204;Москва и обл.;9 708 175,00;9 462 476,00;245 699,00;2,60
235;-1;Европейский;1616;Калининградская обл.;9 640 124,00;9 550 381,00;89 743,00;0,94
236;-6;Банк Оренбург;3269;Оренбургская обл.;9 563 682,00;9 652 087,00;-88 405,00;-0,92
237;1;Росэксимбанк;2790;Москва и обл.;9 558 282,00;9 411 323,00;146 959,00;1,56
238;15;Тройка-Д Банк;3431;Москва и обл.;9 524 742,00;8 617 224,00;907 518,00;10,53
239;0;Прио-Внешторгбанк;212;Рязанская обл.;9 500 881,00;9 366 265,00;134 616,00;1,44
240;4;Квантмобайл Банк;1189;Омская обл.;9 500 448,00;9 158 759,00;341 689,00;3,73
241;-1;АБ Финанс;514;Москва и обл.;9 431 757,00;9 362 467,00;69 290,00;0,74
242;1;Банк Жилищного Финансирования;3138;Москва и обл.;9 376 056,00;9 165 078,00;210 978,00;2,30
243;-1;Банк24.ру;2227;Свердловская обл.;9 328 830,00;9 232 324,00;96 506,00;1,05
244;-8;Денизбанк Москва;3330;Москва и обл.;9 310 741,00;9 427 447,00;-116 706,00;-1,24
245;1;Современный Коммерческий Инновационный Банк;3329;Калужская обл.;9 281 325,00;9 050 574,00;230 751,00;2,55
246;-5;АктивКапитал Банк;3006;Самарская обл.;9 241 788,00;9 273 114,00;-31 326,00;-0,34
247;8;Рублев;3098;Москва и обл.;9 199 998,00;8 463 453,00;736 545,00;8,70
248;3;СЭБ Банк;3235;Санкт-Петербург и обл.;9 184 888,00;8 779 035,00;405 853,00;4,62
249;-2;Национальный Банк Развития Бизнеса;2795;Москва и обл.;9 151 972,00;9 000 613,00;151 359,00;1,68
250;-58;Эс-Би-Ай Банк;3185;Москва и обл.;9 147 155,00;12 491 940,00;-3 344 785,00;-26,78
251;-2;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;9 111 887,00;8 836 065,00;275 822,00;3,12
252;0;Холдинг-Кредит;3030;Москва и обл.;9 091 395,00;8 643 764,00;447 631,00;5,18
253;-8;Гарант-Инвест;2576;Москва и обл.;9 075 632,00;9 105 379,00;-29 747,00;-0,33
254;11;Руснарбанк;3403;Москва и обл.;9 037 667,00;7 852 574,00;1 185 093,00;15,09
255;5;СИАБ;3245;Санкт-Петербург и обл.;8 961 156,00;8 264 973,00;696 183,00;8,42
256;-6;Экономбанк;1319;Саратовская обл.;8 933 833,00;8 817 043,00;116 790,00;1,32
257;10;Данске Банк;3307;Санкт-Петербург и обл.;8 845 823,00;7 726 976,00;1 118 847,00;14,48
258;5;Замоскворецкий;1640;Москва и обл.;8 815 870,00;7 961 608,00;854 262,00;10,73
259;96;Ури Банк;3479;Москва и обл.;8 621 352,00;4 581 661,00;4 039 691,00;88,17
260;2;Международный Акционерный Банк;1987;Москва и обл.;8 545 178,00;8 040 445,00;504 733,00;6,28
