Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2011, тыс. рублей;Ноябрь, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
529;6;Коммерческий Индо Банк;3446;Москва и обл.;2 176 941,00;2 112 595,00;64 346,00;3,05
530;-14;Резерв;2364;Челябинская обл.;2 163 521,00;2 298 941,00;-135 420,00;-5,89
531;14;Бум-Банк;1137;Кабардино-Балкария;2 155 200,00;2 055 235,00;99 965,00;4,86
532;0;Тагилбанк;1635;Свердловская обл.;2 148 510,00;2 135 730,00;12 780,00;0,60
533;8;Русский Трастовый Банк;1139;Москва и обл.;2 121 280,00;2 069 035,00;52 245,00;2,53
534;0;Союзпромбанк;2965;Москва и обл.;2 103 510,00;2 115 524,00;-12 014,00;-0,57
535;15;Интеркапитал-Банк;2706;Мордовия;2 088 464,00;1 955 733,00;132 731,00;6,79
536;6;Новый Символ;370;Москва и обл.;2 087 599,00;2 065 975,00;21 624,00;1,05
537;26;Финансово-Промышленный Капитал;3295;Москва и обл.;2 076 549,00;1 882 124,00;194 425,00;10,33
538;8;Финтрастбанк;3104;Москва и обл.;2 070 371,00;2 018 869,00;51 502,00;2,55
539;-10;Банк Экономический Союз;2798;Москва и обл.;2 067 767,00;2 169 080,00;-101 313,00;-4,67
540;-10;Констанс-Банк;2228;Санкт-Петербург и обл.;2 037 562,00;2 150 046,00;-112 484,00;-5,23
541;-4;РН Банк;170;Омская обл.;2 032 059,00;2 103 527,00;-71 468,00;-3,40
542;5;Богородский;1277;Нижегородская обл.;2 029 493,00;1 987 009,00;42 484,00;2,14
543;11;Таатта;1249;Саха (Якутия);2 025 683,00;1 943 961,00;81 722,00;4,20
544;-16;НБК-Банк;3283;Москва и обл.;2 024 923,00;2 175 957,00;-151 034,00;-6,94
545;-6;ИК Банк;1732;Татарстан;2 019 949,00;2 073 760,00;-53 811,00;-2,59
546;-2;Братский АНКБ;1144;Иркутская обл.;1 997 889,00;2 058 162,00;-60 273,00;-2,93
547;10;Невский Банк;1068;Санкт-Петербург и обл.;1 986 977,00;1 927 236,00;59 741,00;3,10
548;3;Кубанский Универсальный Банк;2898;Краснодарский край;1 981 610,00;1 954 384,00;27 226,00;1,39
549;6;Липецкий Областной Банк;1794;Липецкая обл.;1 949 817,00;1 935 637,00;14 180,00;0,73
550;15;Банк МБФИ;2073;Москва и обл.;1 948 282,00;1 874 832,00;73 450,00;3,92
551;8;Банк Пермь;875;Пермская обл.;1 947 249,00;1 920 825,00;26 424,00;1,38
552;-21;Яринтербанк;2564;Ярославская обл.;1 946 893,00;2 139 354,00;-192 461,00;-9,00
553;3;Мегаполис;3265;Чувашия;1 940 134,00;1 927 272,00;12 862,00;0,67
554;7;Новокиб;1747;Кемеровская обл.;1 935 244,00;1 893 001,00;42 243,00;2,23
555;15;Стелла-Банк;2948;Ростовская обл.;1 933 080,00;1 839 878,00;93 202,00;5,07
556;-7;Донхлеббанк;2285;Ростовская обл.;1 923 635,00;1 963 417,00;-39 782,00;-2,03
557;7;РСКБ;2050;Москва и обл.;1 922 967,00;1 879 491,00;43 476,00;2,31
558;10;Кросна-Банк;2607;Москва и обл.;1 915 506,00;1 863 550,00;51 956,00;2,79
559;-1;Смартбанк;3408;Москва и обл.;1 908 714,00;1 924 147,00;-15 433,00;-0,80
560;2;Выборг-Банк;720;Санкт-Петербург и обл.;1 905 171,00;1 883 639,00;21 532,00;1,14
561;-9;Мобилбанк;532;Удмуртия;1 904 984,00;1 948 423,00;-43 439,00;-2,23
562;32;Дом-Банк;3209;Москва и обл.;1 881 647,00;1 681 179,00;200 468,00;11,92
563;50;Арксбанк;1868;Москва и обл.;1 873 979,00;1 556 738,00;317 241,00;20,38
564;16;МФБанк;3163;Москва и обл.;1 867 939,00;1 775 684,00;92 255,00;5,20
565;-39;Юнистрим;3467;Москва и обл.;1 866 198,00;2 182 420,00;-316 222,00;-14,49
566;0;ФорБанк;2063;Алтайский край;1 865 328,00;1 865 439,00;-111,00;-0,01
567;11;Приско Капитал Банк;2537;Москва и обл.;1 857 001,00;1 789 510,00;67 491,00;3,77
568;18;Пульс Столицы;3002;Москва и обл.;1 856 882,00;1 731 388,00;125 494,00;7,25
569;12;Газнефтьбанк;3223;Саратовская обл.;1 848 392,00;1 773 951,00;74 441,00;4,20
570;5;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;1 847 138,00;1 814 859,00;32 279,00;1,78
571;-2;Кроссинвестбанк;2849;Москва и обл.;1 822 778,00;1 846 561,00;-23 783,00;-1,29
572;5;Радиотехбанк;1166;Нижегородская обл.;1 818 002,00;1 790 236,00;27 766,00;1,55
573;-1;Россита-Банк;3257;Москва и обл.;1 816 160,00;1 836 745,00;-20 585,00;-1,12
574;36;Уралфинанс;1370;Свердловская обл.;1 815 568,00;1 582 885,00;232 683,00;14,70
575;18;Объединенный Резервный Банк;937;Москва и обл.;1 809 679,00;1 685 693,00;123 986,00;7,36
576;0;Ваш Личный Банк;1222;Иркутская обл.;1 799 363,00;1 799 408,00;-45,00;-0,00
577;-24;Михайловский ПЖСБ;2961;Волгоградская обл.;1 796 892,00;1 947 729,00;-150 837,00;-7,74
578;9;Зираат Банк;2559;Москва и обл.;1 794 305,00;1 721 658,00;72 647,00;4,22
579;-6;Новый Век;3417;Москва и обл.;1 787 974,00;1 834 689,00;-46 715,00;-2,55
580;11;Владпромбанк;870;Владимирская обл.;1 759 815,00;1 695 357,00;64 458,00;3,80
581;97;Витязь;2890;Москва и обл.;1 759 740,00;1 210 019,00;549 721,00;45,43
582;10;КОР;2148;Волгоградская обл.;1 749 118,00;1 685 993,00;63 125,00;3,74
583;12;Новация;840;Адыгея;1 746 550,00;1 670 278,00;76 272,00;4,57
584;6;Йошкар-Ола;2802;Марий Эл;1 744 248,00;1 699 669,00;44 579,00;2,62
585;-6;Компания Розничного Кредитования;3385;Москва и обл.;1 737 474,00;1 777 623,00;-40 149,00;-2,26
586;-3;Объединенная Расчетная Система;3342;Москва и обл.;1 718 892,00;1 750 425,00;-31 533,00;-1,80
587;15;Мираф-Банк;2244;Омская обл.;1 713 264,00;1 609 970,00;103 294,00;6,42
588;-118;Земкомбанк;574;Ростовская обл.;1 711 352,00;2 744 139,00;-1 032 787,00;-37,64
589;20;Ринвестбанк;3262;Рязанская обл.;1 710 171,00;1 590 036,00;120 135,00;7,56
590;-5;Старооскольский Агропромбанк;1050;Белгородская обл.;1 706 645,00;1 736 239,00;-29 594,00;-1,70
591;5;Вестерн Юнион ДП Восток;2726;Москва и обл.;1 706 097,00;1 658 028,00;48 069,00;2,90
592;-10;Эсидбанк;1991;Дагестан;1 689 764,00;1 752 610,00;-62 846,00;-3,59
593;10;Спиритбанк;2053;Тульская обл.;1 681 883,00;1 609 086,00;72 797,00;4,52
594;25;Евразийский Банк;969;Москва и обл.;1 678 937,00;1 528 485,00;150 452,00;9,84
595;50;Современные Стандарты Бизнеса;3397;Москва и обл.;1 678 161,00;1 381 425,00;296 736,00;21,48
596;1;Иваново;1763;Ивановская обл.;1 675 930,00;1 648 190,00;27 740,00;1,68
597;-9;Верхневолжский;1084;Ярославская обл.;1 662 985,00;1 719 835,00;-56 850,00;-3,31
598;9;Диг-Банк;2423;Северная Осетия — Алания;1 656 012,00;1 601 800,00;54 212,00;3,38
599;-56;Сталь Банк;2248;Москва и обл.;1 635 529,00;2 060 431,00;-424 902,00;-20,62
600;-33;Объединенный Банк Республики;1016;Чувашия;1 632 776,00;1 864 783,00;-232 007,00;-12,44
601;-2;УМ-Банк;1441;Свердловская обл.;1 629 354,00;1 638 421,00;-9 067,00;-0,55
602;-1;Апабанк;2404;Москва и обл.;1 595 589,00;1 611 430,00;-15 841,00;-0,98
603;26;Пурпе;709;Тюменская обл.;1 577 932,00;1 459 653,00;118 279,00;8,10
604;-4;Соколовский;2830;Москва и обл.;1 576 506,00;1 635 230,00;-58 724,00;-3,59
605;10;Эл Банк;1025;Республика Алтай;1 571 127,00;1 553 212,00;17 915,00;1,15
606;2;Финанс Бизнес Банк;520;Краснодарский край;1 568 656,00;1 598 328,00;-29 672,00;-1,86
607;10;Татагропромбанк;728;Татарстан;1 562 584,00;1 540 154,00;22 430,00;1,46
608;-2;Нальчик;695;Кабардино-Балкария;1 556 978,00;1 602 012,00;-45 034,00;-2,81
609;11;Мострансбанк;2258;Москва и обл.;1 545 783,00;1 523 040,00;22 743,00;1,49
610;14;Холмск;503;Сахалинская обл.;1 544 959,00;1 471 457,00;73 502,00;5,00
611;3;Элита;1399;Калужская обл.;1 541 790,00;1 554 933,00;-13 143,00;-0,85
612;-1;Промсельхозбанк;538;Москва и обл.;1 541 351,00;1 564 633,00;-23 282,00;-1,49
613;29;Спутник;1071;Оренбургская обл.;1 536 975,00;1 391 643,00;145 332,00;10,44
614;-54;Новое Время;3492;Москва и обл.;1 536 026,00;1 910 356,00;-374 330,00;-19,59
615;-3;Нерюнгрибанк;825;Саха (Якутия);1 532 283,00;1 557 761,00;-25 478,00;-1,64
616;-12;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 531 632,00;1 605 218,00;-73 586,00;-4,58
617;-33;Далетбанк;3049;Москва и обл.;1 529 967,00;1 740 724,00;-210 757,00;-12,11
618;5;Викинг;2;Санкт-Петербург и обл.;1 522 939,00;1 478 153,00;44 786,00;3,03
619;3;Саратов;330;Саратовская обл.;1 507 817,00;1 490 298,00;17 519,00;1,18
620;1;БСТ-Банк;2883;Кемеровская обл.;1 489 678,00;1 503 705,00;-14 027,00;-0,93
621;9;Крона-Банк;2499;Иркутская обл.;1 485 747,00;1 440 471,00;45 276,00;3,14
622;5;Владбизнесбанк;903;Владимирская обл.;1 483 240,00;1 465 385,00;17 855,00;1,22
623;20;Арт-Банк;2779;Северная Осетия — Алания;1 465 164,00;1 385 947,00;79 217,00;5,72
624;-6;Сервис Резерв;2034;Москва и обл.;1 459 989,00;1 530 997,00;-71 008,00;-4,64
625;10;Навигатор;2469;Москва и обл.;1 458 096,00;1 417 448,00;40 648,00;2,87
626;2;Приобье;537;Тюменская обл.;1 456 828,00;1 461 731,00;-4 903,00;-0,34
627;27;РТС-Банк;3401;Самарская обл.;1 452 176,00;1 326 856,00;125 320,00;9,44
628;19;Новый Промышленный Банк;930;Москва и обл.;1 447 966,00;1 376 883,00;71 083,00;5,16
629;2;Церих;3278;Орловская обл.;1 447 096,00;1 433 206,00;13 890,00;0,97
630;8;Нарат;1902;Саратовская обл.;1 445 985,00;1 409 645,00;36 340,00;2,58
631;1;ВЕБРР;3418;Москва и обл.;1 438 115,00;1 427 690,00;10 425,00;0,73
632;20;Екатерининский;2167;Москва и обл.;1 424 272,00;1 334 546,00;89 726,00;6,72
633;39;Интеркоопбанк;2803;Москва и обл.;1 423 733,00;1 226 529,00;197 204,00;16,08
634;-29;Столичный Кредит;2853;Москва и обл.;1 422 238,00;1 604 192,00;-181 954,00;-11,34
635;-19;Межрегионбанк;1059;Москва и обл.;1 415 339,00;1 545 961,00;-130 622,00;-8,45
636;22;Республиканский Кредитный Альянс;3017;Москва и обл.;1 414 758,00;1 306 541,00;108 217,00;8,28
637;40;Вологдабанк;992;Вологодская обл.;1 414 357,00;1 214 304,00;200 053,00;16,47
638;-1;Бинбанк Столица;3052;Москва и обл.;1 413 151,00;1 414 238,00;-1 087,00;-0,08
639;-13;Уральский Трастовый Банк;2523;Удмуртия;1 412 839,00;1 467 792,00;-54 953,00;-3,74
640;4;Проинвестбанк;784;Пермская обл.;1 412 406,00;1 382 745,00;29 661,00;2,15
641;-5;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 398 182,00;1 416 766,00;-18 584,00;-1,31
642;-1;Единственный;3187;Москва и обл.;1 396 989,00;1 394 290,00;2 699,00;0,19
643;38;Примтеркомбанк;21;Приморский край;1 396 757,00;1 177 407,00;219 350,00;18,63
644;13;Кемсоцинбанк;96;Кемеровская обл.;1 396 015,00;1 308 106,00;87 909,00;6,72
645;-11;РЕСО Кредит;3450;Москва и обл.;1 391 084,00;1 419 464,00;-28 380,00;-2,00
646;-21;Саммит Банк;85;Приморский край;1 389 185,00;1 468 217,00;-79 032,00;-5,38
647;6;БВА Банк;1684;Москва и обл.;1 383 618,00;1 332 366,00;51 252,00;3,85
648;-59;Адам Интернэшнл;2232;Дагестан;1 381 225,00;1 704 225,00;-323 000,00;-18,95
649;6;Национальный Корпоративный Банк;3422;Москва и обл.;1 379 170,00;1 325 325,00;53 845,00;4,06
650;-2;Великие Луки Банк;598;Псковская обл.;1 372 317,00;1 374 691,00;-2 374,00;-0,17
651;-2;Кредитинвест;1197;Дагестан;1 371 324,00;1 366 443,00;4 881,00;0,36
652;-1;Байкалкредобанк;2990;Иркутская обл.;1 369 195,00;1 334 590,00;34 605,00;2,59
653;-14;Национальный Республиканский Банк;3359;Москва и обл.;1 364 890,00;1 402 665,00;-37 775,00;-2,69
654;-4;Геленджик-Банк;790;Краснодарский край;1 353 825,00;1 351 609,00;2 216,00;0,16
655;-57;Объединенный Кредитный Банк;1118;Владимирская обл.;1 336 803,00;1 639 031,00;-302 228,00;-18,44
656;18;Новый Кредитный Союз;3139;Москва и обл.;1 334 759,00;1 222 988,00;111 771,00;9,14
657;25;Златкомбанк;568;Москва и обл.;1 328 084,00;1 176 911,00;151 173,00;12,84
658;-12;Богородский Муниципальный Банк;2992;Москва и обл.;1 325 779,00;1 380 158,00;-54 379,00;-3,94
659;10;Флора-Москва;533;Москва и обл.;1 319 486,00;1 234 334,00;85 152,00;6,90
660;4;Конфидэнс Банк;970;Костромская обл.;1 317 577,00;1 262 178,00;55 399,00;4,39
661;2;Банк Реалист;2646;Москва и обл.;1 313 240,00;1 267 144,00;46 096,00;3,64
662;-6;Приполярком;507;Тюменская обл.;1 311 524,00;1 309 485,00;2 039,00;0,16
663;-4;Тандем;1951;Москва и обл.;1 301 774,00;1 290 979,00;10 795,00;0,84
664;7;Азимут;3154;Москва и обл.;1 294 672,00;1 226 576,00;68 096,00;5,55
665;0;Риал-Кредит;3393;Москва и обл.;1 286 731,00;1 255 103,00;31 628,00;2,52
666;-5;ГринКомБанк;1184;Иркутская обл.;1 286 058,00;1 278 079,00;7 979,00;0,62
667;3;Инбанк;1829;Москва и обл.;1 274 903,00;1 233 107,00;41 796,00;3,39
668;11;Торговый Городской Банк;3180;Тверская обл.;1 270 514,00;1 191 268,00;79 246,00;6,65
669;-2;Эргобанк;2856;Москва и обл.;1 256 930,00;1 245 996,00;10 934,00;0,88
670;5;Метрополь;1639;Москва и обл.;1 253 996,00;1 222 002,00;31 994,00;2,62
671;33;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;1 252 395,00;1 058 763,00;193 632,00;18,29
672;8;Регионфинансбанк;3357;Москва и обл.;1 248 318,00;1 182 833,00;65 485,00;5,54
673;15;Эльбин;2267;Дагестан;1 241 203,00;1 152 134,00;89 069,00;7,73
674;-8;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 239 108,00;1 250 397,00;-11 289,00;-0,90
675;-13;Охотный Ряд;3375;Москва и обл.;1 230 722,00;1 275 512,00;-44 790,00;-3,51
676;-16;Кредит Экспресс;3186;Ростовская обл.;1 220 007,00;1 282 491,00;-62 484,00;-4,87
677;16;Бумеранг;1002;Вологодская обл.;1 207 923,00;1 122 996,00;84 927,00;7,56
678;6;Сембанк;2606;Москва и обл.;1 204 352,00;1 168 361,00;35 991,00;3,08
679;10;Агора;3231;Москва и обл.;1 201 037,00;1 140 656,00;60 381,00;5,29
680;5;Вэлкомбанк;589;Ставропольский край;1 190 877,00;1 164 739,00;26 138,00;2,24
681;-41;РФИ Банк;3351;Москва и обл.;1 188 151,00;1 400 291,00;-212 140,00;-15,15
682;-6;Тайм Банк;3120;Москва и обл.;1 185 791,00;1 218 778,00;-32 987,00;-2,71
683;8;Стройиндбанк;155;Москва и обл.;1 179 700,00;1 139 841,00;39 859,00;3,50
684;-51;Сельмашбанк;106;Ростовская обл.;1 179 658,00;1 423 514,00;-243 856,00;-17,13
685;-12;Радиан;1675;Иркутская обл.;1 167 645,00;1 225 436,00;-57 791,00;-4,72
686;-18;Металлург;2877;Москва и обл.;1 162 944,00;1 235 746,00;-72 802,00;-5,89
687;5;Америкэн Экспресс Банк;3460;Москва и обл.;1 156 580,00;1 126 584,00;29 996,00;2,66
688;2;Сибэс;208;Омская обл.;1 156 277,00;1 140 081,00;16 196,00;1,42
689;9;Дон-Тексбанк;1818;Ростовская обл.;1 151 783,00;1 094 738,00;57 045,00;5,21
690;19;Бизнес для Бизнеса;1060;Чувашия;1 139 233,00;1 028 543,00;110 690,00;10,76
691;14;Кредитимпэкс Банк;2037;Москва и обл.;1 130 991,00;1 053 657,00;77 334,00;7,34
692;18;КИП-Банк;2843;Москва и обл.;1 113 166,00;1 020 655,00;92 511,00;9,06
693;44;МС Банк Рус;2789;Москва и обл.;1 109 701,00;899 647,00;210 054,00;23,35
694;2;Майкопбанк;1136;Адыгея;1 105 765,00;1 110 242,00;-4 477,00;-0,40
695;-1;Калуга;1151;Калужская обл.;1 102 650,00;1 117 184,00;-14 534,00;-1,30
696;-1;Трастовый Республиканский Банк;3404;Москва и обл.;1 098 682,00;1 116 012,00;-17 330,00;-1,55
697;-10;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 092 460,00;1 157 765,00;-65 305,00;-5,64
698;4;Жилкредит;1736;Москва и обл.;1 083 331,00;1 064 257,00;19 074,00;1,79
699;-2;Сибирский Энергетический Банк;2604;Москва и обл.;1 069 464,00;1 102 090,00;-32 626,00;-2,96
700;70;Ганзакомбанк;1734;Санкт-Петербург и обл.;1 069 229,00;762 319,00;306 910,00;40,26
701;2;Русский Национальный Банк;469;Ростовская обл.;1 063 695,00;1 059 706,00;3 989,00;0,38
702;65;Динамичные Системы;3439;Москва и обл.;1 061 655,00;773 635,00;288 020,00;37,23
703;-2;Синергия;2884;Саратовская обл.;1 055 909,00;1 076 396,00;-20 487,00;-1,90
704;15;Булгар Банк;1917;Татарстан;1 050 007,00;969 881,00;80 126,00;8,26
705;1;Северинвестбанк;2264;Белгородская обл.;1 036 115,00;1 042 648,00;-6 533,00;-0,63
706;1;Бест Эффортс Банк;435;Москва и обл.;1 031 597,00;1 040 873,00;-9 276,00;-0,89
707;1;Московский Вексельный Банк;2697;Москва и обл.;1 024 605,00;1 030 570,00;-5 965,00;-0,58
708;4;Региональный Банк Сбережений;3367;Москва и обл.;1 022 337,00;1 006 120,00;16 217,00;1,61
709;4;Рублевский;2192;Москва и обл.;1 018 655,00;1 004 547,00;14 108,00;1,40
710;8;Максима;3379;Москва и обл.;1 016 647,00;972 536,00;44 111,00;4,54
711;23;Трансэнергобанк;3106;Дагестан;1 014 855,00;910 398,00;104 457,00;11,47
712;5;Яндекс Банк;3027;Москва и обл.;1 012 499,00;973 699,00;38 800,00;3,98
713;1;Онего;2484;Карелия;987 097,00;1 004 308,00;-17 211,00;-1,71
714;1;Первоуральскбанк;965;Свердловская обл.;982 355,00;999 777,00;-17 422,00;-1,74
715;21;Унифондбанк;3416;Москва и обл.;973 912,00;899 806,00;74 106,00;8,24
716;16;Банкирский Дом;2928;Санкт-Петербург и обл.;973 799,00;924 221,00;49 578,00;5,36
717;3;Смолевич;1121;Смоленская обл.;971 500,00;960 168,00;11 332,00;1,18
718;15;Канский;860;Красноярский край;968 231,00;913 685,00;54 546,00;5,97
719;10;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;967 487,00;933 745,00;33 742,00;3,61
720;-4;Кетовский Коммерческий Банк;842;Курганская обл.;964 539,00;991 904,00;-27 365,00;-2,76
721;-10;Руна-Банк;3207;Москва и обл.;964 467,00;1 017 320,00;-52 853,00;-5,20
722;16;Турбобанк;3203;Санкт-Петербург и обл.;961 655,00;897 960,00;63 695,00;7,09
723;-1;Симбирск;653;Ульяновская обл.;957 244,00;943 746,00;13 498,00;1,43
724;-41;Сургутский Центральный Коммерческий Банк;684;Тюменская обл.;953 454,00;1 176 562,00;-223 108,00;-18,96
725;51;Расчетный Дом;3350;Москва и обл.;953 264,00;723 639,00;229 625,00;31,73
726;26;ИстКом-Финанс;3435;Москва и обл.;948 421,00;827 100,00;121 321,00;14,67
727;-4;Идея Банк;430;Краснодарский край;947 545,00;943 607,00;3 938,00;0,42
728;3;Содружество;2923;Москва и обл.;944 672,00;924 730,00;19 942,00;2,16
729;-4;Аскания Траст;286;Москва и обл.;939 315,00;939 857,00;-542,00;-0,06
730;33;Инвест-Экобанк;1956;Санкт-Петербург и обл.;930 875,00;780 419,00;150 456,00;19,28
731;-4;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;928 795,00;936 991,00;-8 196,00;-0,87
732;-4;Академический Русский Банк;622;Москва и обл.;918 676,00;936 288,00;-17 612,00;-1,88
733;-7;Банк Глобус;2438;Москва и обл.;917 741,00;937 232,00;-19 491,00;-2,08
734;14;Тетраполис;1586;Санкт-Петербург и обл.;914 332,00;861 837,00;52 495,00;6,09
735;9;Анелик РУ;3443;Москва и обл.;913 473,00;868 963,00;44 510,00;5,12
736;-15;Алтынбанк;2070;Татарстан;911 835,00;955 287,00;-43 452,00;-4,55
737;4;Народный Доверительный Банк;2374;Москва и обл.;909 667,00;883 610,00;26 057,00;2,95
738;12;Первый Дортрансбанк;3271;Кировская обл.;897 999,00;855 117,00;42 882,00;5,01
739;-40;Центрально-Азиатский;3037;Хакасия;896 102,00;1 089 436,00;-193 334,00;-17,75
740;3;Далена Банк;1948;Москва и обл.;895 643,00;871 739,00;23 904,00;2,74
741;15;Идеалбанк;3491;Москва и обл.;894 440,00;806 515,00;87 925,00;10,90
742;9;Курган;2568;Курганская обл.;892 720,00;846 857,00;45 863,00;5,42
743;-8;Башпромбанк;1006;Башкортостан;884 224,00;900 451,00;-16 227,00;-1,80
744;3;ЕАТП Банк;1765;Астраханская обл.;881 854,00;862 370,00;19 484,00;2,26
745;-5;Народный Банк;2249;Карачаево-Черкесия;874 705,00;884 661,00;-9 956,00;-1,13
746;-7;Мурманский Расчетный Центр;3341;Мурманская обл.;873 319,00;896 559,00;-23 240,00;-2,59
747;7;Бузулукбанк;1282;Оренбургская обл.;869 185,00;819 582,00;49 603,00;6,05
748;5;Финарс Банк;2938;Москва и обл.;862 963,00;824 077,00;38 886,00;4,72
749;32;Вакобанк;1291;Псковская обл.;857 279,00;701 200,00;156 079,00;22,26
750;-8;Местный Кредит;3370;Москва и обл.;852 974,00;873 243,00;-20 269,00;-2,32
751;-2;Спецстройбанк;236;Москва и обл.;851 575,00;855 471,00;-3 896,00;-0,46
752;8;Международный Расчетный Банк;3028;Москва и обл.;841 241,00;793 126,00;48 115,00;6,07
753;-8;Ноосфера;2650;Республика Алтай;839 883,00;866 315,00;-26 432,00;-3,05
754;14;Космос;2245;Москва и обл.;834 218,00;769 319,00;64 899,00;8,44
755;19;Почтобанк;1788;Пермская обл.;827 909,00;748 412,00;79 497,00;10,62
756;-32;Жилстройбанк;2769;Москва и обл.;825 219,00;940 133,00;-114 914,00;-12,22
757;-11;Тексбанк;2756;Карачаево-Черкесия;818 783,00;865 141,00;-46 358,00;-5,36
758;42;Первый Клиентский Банк;3436;Москва и обл.;812 998,00;628 198,00;184 800,00;29,42
759;-2;Объединенный Капитал;2611;Санкт-Петербург и обл.;809 569,00;806 316,00;3 253,00;0,40
760;6;Прайм Финанс;2758;Санкт-Петербург и обл.;806 491,00;775 701,00;30 790,00;3,97
761;-6;Си Ди Би Банк;3339;Краснодарский край;804 148,00;808 640,00;-4 492,00;-0,56
762;3;Арзамас;1281;Нижегородская обл.;796 788,00;779 189,00;17 599,00;2,26
763;-1;Химик;1114;Нижегородская обл.;794 752,00;780 520,00;14 232,00;1,82
764;39;Арсенал;3000;Москва и обл.;789 558,00;622 431,00;167 127,00;26,85
765;4;Месед;184;Дагестан;786 364,00;762 777,00;23 587,00;3,09
766;-8;Одинбанк;3197;Москва и обл.;784 671,00;803 608,00;-18 937,00;-2,36
767;-3;Аделантбанк;1835;Москва и обл.;780 546,00;779 997,00;549,00;0,07
768;-9;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;767 106,00;799 983,00;-32 877,00;-4,11
769;4;Балаково-Банк;444;Саратовская обл.;764 969,00;754 835,00;10 134,00;1,34
770;1;Почта Банк;650;Брянская обл.;762 208,00;762 197,00;11,00;0,00
771;58;Природа;3399;Москва и обл.;747 752,00;521 424,00;226 328,00;43,41
772;37;Айви Банк;2055;Москва и обл.;740 400,00;590 971,00;149 429,00;25,29
773;12;Кузбассхимбанк;2868;Кемеровская обл.;732 414,00;691 687,00;40 727,00;5,89
774;6;Леноблбанк;1003;Санкт-Петербург и обл.;725 632,00;701 863,00;23 769,00;3,39
775;3;Атлас Банк;3477;Москва и обл.;722 666,00;718 906,00;3 760,00;0,52
776;6;ИСБ;3010;Москва и обл.;718 954,00;697 967,00;20 987,00;3,01
777;10;Рапида;3371;Москва и обл.;717 992,00;684 684,00;33 308,00;4,86
778;12;Камчатка;2966;Камчатская обл.;717 213,00;675 954,00;41 259,00;6,10
779;47;Ипозембанк;3026;Самарская обл.;714 257,00;531 792,00;182 465,00;34,31
780;6;Русский Банк Сбережений;779;Ставропольский край;707 940,00;690 120,00;17 820,00;2,58
781;12;Мико-Банк;3195;Москва и обл.;704 948,00;664 956,00;39 992,00;6,01
782;-21;Центрально-Европейский Банк;2670;Москва и обл.;697 175,00;781 386,00;-84 211,00;-10,78
783;93;Народный Земельно-Промышленный Банк;2873;Алтайский край;690 322,00;386 962,00;303 360,00;78,40
784;20;Взаимодействие;1704;Новосибирская обл.;689 432,00;618 925,00;70 507,00;11,39
785;12;МТИ Банк;1052;Москва и обл.;689 392,00;645 041,00;44 351,00;6,88
786;-7;Региональный Коммерческий Банк;836;Ульяновская обл.;678 188,00;713 497,00;-35 309,00;-4,95
787;4;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;674 741,00;675 649,00;-908,00;-0,13
788;17;Ростфинанс;481;Ростовская обл.;672 039,00;618 015,00;54 024,00;8,74
789;0;Южный Региональный Банк;3015;Ростовская обл.;663 971,00;677 292,00;-13 321,00;-1,97
790;5;Славянбанк;804;Новгородская обл.;663 242,00;651 246,00;11 996,00;1,84
791;-16;ФинТех;3499;Москва и обл.;656 886,00;729 582,00;-72 696,00;-9,96
792;-20;Кредитбанк;1035;Калмыкия;654 864,00;755 942,00;-101 078,00;-13,37
793;-10;Телекоммерц Банк;3380;Тульская обл.;652 035,00;696 518,00;-44 483,00;-6,39
794;20;РУБанк;2813;Ростовская обл.;650 373,00;574 630,00;75 743,00;13,18
795;6;Классик Эконом Банк;3298;Северная Осетия — Алания;639 768,00;627 316,00;12 452,00;1,98
796;-4;Кутузовский;3190;Москва и обл.;639 410,00;672 701,00;-33 291,00;-4,95
797;24;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;638 808,00;551 921,00;86 887,00;15,74
798;26;РусьРегионБанк;685;Москва и обл.;636 164,00;533 139,00;103 025,00;19,32
799;9;Банк ВВБ;1093;Ярославская обл.;635 234,00;591 784,00;43 450,00;7,34
800;-2;Инвестиционный Республиканский Банк;2571;Москва и обл.;627 363,00;632 404,00;-5 041,00;-0,80
801;89;Сетевая Расчетная Палата;3332;Татарстан;625 795,00;357 770,00;268 025,00;74,92
802;15;Москва;1661;Москва и обл.;623 489,00;567 145,00;56 344,00;9,93
803;-1;Прохладный;874;Кабардино-Балкария;621 636,00;627 082,00;-5 446,00;-0,87
804;19;Акция;927;Ивановская обл.;620 788,00;534 524,00;86 264,00;16,14
805;2;Ресурс-Траст;3122;Москва и обл.;619 566,00;607 881,00;11 685,00;1,92
