Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июль, 2020, тыс. рублей;Июнь, 2020, тыс. рублей;Изменение, тыс. рублей;Изменение, %
47;2;Русфинанс Банк;1792;Самарская обл.;149 934 643,00;147 185 820,00;2 748 823,00;1,87
48;0;Запсибкомбанк;918;Тюменская обл.;149 735 077,00;148 736 386,00;998 691,00;0,67
49;3;МСП Банк;3340;Москва и обл.;145 157 615,00;138 674 332,00;6 483 283,00;4,68
50;0;Кредит Европа Банк;3311;Москва и обл.;142 639 977,00;143 155 570,00;-515 593,00;-0,36
51;0;Таврический Банк;2304;Санкт-Петербург и обл.;140 121 810,00;143 043 412,00;-2 921 602,00;-2,04
52;2;Авангард;2879;Москва и обл.;131 334 351,00;130 982 685,00;351 666,00;0,27
53;6;Дойче Банк;3328;Москва и обл.;131 121 211,00;113 939 585,00;17 181 626,00;15,08
54;-1;Роскосмосбанк;2989;Москва и обл.;125 292 149,00;137 253 437,00;-11 961 288,00;-8,71
55;0;Аверс;415;Татарстан;121 668 195,00;121 344 660,00;323 535,00;0,27
56;1;Центр-инвест;2225;Ростовская обл.;116 435 942,00;117 774 197,00;-1 338 255,00;-1,14
57;-1;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;115 995 943,00;120 027 074,00;-4 031 131,00;-3,36
58;0;ЦентроКредит;121;Москва и обл.;114 261 777,00;114 267 247,00;-5 470,00;-0,00
59;2;Кубань Кредит;2518;Краснодарский край;112 326 851,00;110 475 936,00;1 850 915,00;1,68
60;0;Банк Финсервис;3388;Москва и обл.;111 729 090,00;110 927 757,00;801 333,00;0,72
61;3;ВУЗ-Банк;1557;Свердловская обл.;105 690 311,00;103 114 581,00;2 575 730,00;2,50
62;0;Металлинвестбанк;2440;Москва и обл.;104 726 732,00;107 722 508,00;-2 995 776,00;-2,78
63;0;РН Банк;170;Москва и обл.;101 594 911,00;107 468 205,00;-5 873 294,00;-5,47
64;6;Мидзухо Банк;3337;Москва и обл.;99 822 306,00;97 655 983,00;2 166 323,00;2,22
65;2;ББР Банк;2929;Москва и обл.;99 770 390,00;98 686 282,00;1 084 108,00;1,10
66;2;Экспобанк;2998;Москва и обл.;98 262 422,00;98 616 431,00;-354 009,00;-0,36
67;-1;Локо-Банк;2707;Москва и обл.;92 701 994,00;99 068 482,00;-6 366 488,00;-6,43
68;1;Союз;2307;Москва и обл.;89 708 233,00;98 058 284,00;-8 350 051,00;-8,52
69;2;СКБ-Банк;705;Свердловская обл.;86 270 253,00;89 645 958,00;-3 375 705,00;-3,77
70;3;Эм-Ю-Эф-Джи Банк (Евразия);3465;Москва и обл.;81 634 750,00;80 016 009,00;1 618 741,00;2,02
71;12;Нордеа Банк;3016;Москва и обл.;79 144 321,00;67 351 504,00;11 792 817,00;17,51
72;2;Тойота Банк;3470;Москва и обл.;77 387 109,00;77 010 646,00;376 463,00;0,49
73;-1;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;74 940 234,00;83 858 484,00;-8 918 250,00;-10,63
74;2;Балтинвестбанк;3176;Санкт-Петербург и обл.;74 221 126,00;74 020 112,00;201 014,00;0,27
75;6;Левобережный;1343;Новосибирская обл.;73 895 566,00;68 971 608,00;4 923 958,00;7,14
76;10;Коммерцбанк (Евразия);3333;Москва и обл.;73 544 156,00;62 685 903,00;10 858 253,00;17,32
77;2;СДМ-Банк;1637;Москва и обл.;71 788 602,00;71 215 476,00;573 126,00;0,80
78;4;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;70 934 486,00;68 032 949,00;2 901 537,00;4,26
79;-1;Примсоцбанк;2733;Приморский край;70 330 957,00;71 244 130,00;-913 173,00;-1,28
80;-3;Банк Интеза;2216;Москва и обл.;70 186 019,00;71 772 732,00;-1 586 713,00;-2,21
81;4;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;70 037 092,00;64 350 641,00;5 686 451,00;8,84
82;-2;БКС Банк;101;Москва и обл.;70 033 332,00;69 759 418,00;273 914,00;0,39
83;-8;АйСиБиСи Банк;3475;Москва и обл.;69 074 467,00;75 039 771,00;-5 965 304,00;-7,95
84;0;Газэнергобанк;3252;Калужская обл.;66 770 447,00;67 111 969,00;-341 522,00;-0,51
85;3;РГС Банк;3073;Москва и обл.;60 182 228,00;59 913 911,00;268 317,00;0,45
86;1;Севергазбанк;2816;Вологодская обл.;59 963 147,00;60 207 255,00;-244 108,00;-0,41
87;3;Челиндбанк;485;Челябинская обл.;57 894 108,00;57 219 531,00;674 577,00;1,18
88;4;Челябинвестбанк;493;Челябинская обл.;57 765 218,00;56 890 140,00;875 078,00;1,54
89;0;Фора-Банк;1885;Москва и обл.;57 621 053,00;57 672 090,00;-51 037,00;-0,09
90;4;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;57 532 716,00;53 976 215,00;3 556 501,00;6,59
91;0;БНП Париба Банк;3407;Москва и обл.;57 195 104,00;56 938 803,00;256 301,00;0,45
92;3;Генбанк;2490;Симферополь;53 900 023,00;53 606 999,00;293 024,00;0,55
93;0;Объединенный Капитал;2611;Санкт-Петербург и обл.;52 570 918,00;54 670 903,00;-2 099 985,00;-3,84
94;6;БМВ Банк;3482;Москва и обл.;51 380 161,00;46 587 075,00;4 793 086,00;10,29
95;17;Кредит Урал Банк;2584;Челябинская обл.;51 285 553,00;37 561 177,00;13 724 376,00;36,54
96;0;Международный Финансовый Клуб;2618;Москва и обл.;49 475 508,00;51 268 456,00;-1 792 948,00;-3,50
97;14;Голдман Сакс Банк;3490;Москва и обл.;48 795 931,00;38 824 477,00;9 971 454,00;25,68
98;7;Солидарность;554;Самарская обл.;47 051 447,00;45 783 573,00;1 267 874,00;2,77
99;-1;Платежный Центр;3166;Новосибирская обл.;46 888 287,00;47 527 685,00;-639 398,00;-1,35
100;-1;Саровбизнесбанк;2048;Нижегородская обл.;46 676 239,00;46 592 742,00;83 497,00;0,18
101;5;Киви Банк;2241;Москва и обл.;46 324 425,00;43 416 919,00;2 907 506,00;6,70
102;7;СЭБ Банк;3235;Санкт-Петербург и обл.;45 084 323,00;40 726 399,00;4 357 924,00;10,70
103;5;Энерготрансбанк;1307;Калининградская обл.;44 562 357,00;40 996 840,00;3 565 517,00;8,70
104;-2;Фольксваген Банк Рус;3500;Москва и обл.;44 142 277,00;46 113 820,00;-1 971 543,00;-4,28
105;-2;Бэнк оф Чайна;2309;Москва и обл.;44 050 487,00;45 945 856,00;-1 895 369,00;-4,13
106;-2;Дж. П. Морган Банк;2629;Москва и обл.;42 966 775,00;45 894 496,00;-2 927 721,00;-6,38
107;6;Кольцо Урала;65;Свердловская обл.;41 133 195,00;37 343 806,00;3 789 389,00;10,15
108;2;Дальневосточный Банк;843;Приморский край;40 208 224,00;39 816 710,00;391 514,00;0,98
109;-8;Интерпрогрессбанк;600;Москва и обл.;38 059 273,00;46 347 954,00;-8 288 681,00;-17,88
110;-3;Аресбанк;2914;Москва и обл.;36 892 192,00;42 389 214,00;-5 497 022,00;-12,97
111;3;Приморье;3001;Приморский край;36 807 986,00;36 275 180,00;532 806,00;1,47
112;3;Квантмобайл Банк;1189;Москва и обл.;34 523 159,00;34 672 292,00;-149 133,00;-0,43
113;3;БыстроБанк;1745;Удмуртия;34 309 181,00;33 751 988,00;557 193,00;1,65
114;4;Алмазэргиэнбанк;2602;Саха (Якутия);33 350 497,00;33 335 358,00;15 139,00;0,05
115;2;Национальный Стандарт;3421;Москва и обл.;32 584 943,00;33 431 824,00;-846 881,00;-2,53
116;6;Чайна Констракшн;3515;Москва и обл.;31 695 885,00;31 254 465,00;441 420,00;1,41
117;7;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;31 567 857,00;29 712 312,00;1 855 545,00;6,25
118;3;Держава;2738;Москва и обл.;31 479 888,00;31 946 042,00;-466 154,00;-1,46
119;1;НС Банк;3124;Москва и обл.;31 387 426,00;31 948 980,00;-561 554,00;-1,76
120;-1;МС Банк Рус;2789;Москва и обл.;30 488 948,00;32 254 091,00;-1 765 143,00;-5,47
121;5;Ланта-Банк;1920;Москва и обл.;29 087 055,00;28 618 280,00;468 775,00;1,64
122;14;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;28 509 829,00;22 436 749,00;6 073 080,00;27,07
123;6;Хлынов;254;Кировская обл.;26 960 442,00;26 360 977,00;599 465,00;2,27
124;1;Натиксис Банк;3390;Москва и обл.;26 842 978,00;29 290 512,00;-2 447 534,00;-8,36
125;3;Мерседес-Бенц Банк Рус;3473;Москва и обл.;26 526 482,00;26 419 530,00;106 952,00;0,40
126;1;Экономбанк;1319;Саратовская обл.;26 435 843,00;26 781 993,00;-346 150,00;-1,29
127;4;Интерпромбанк;3266;Москва и обл.;25 389 459,00;25 522 263,00;-132 804,00;-0,52
128;4;Акибанк;2587;Татарстан;25 223 090,00;24 947 263,00;275 827,00;1,11
129;5;Москоммерцбанк;3365;Москва и обл.;24 946 337,00;24 426 402,00;519 935,00;2,13
130;5;Энергобанк;67;Татарстан;24 943 997,00;24 173 949,00;770 048,00;3,19
131;2;Урал ФД;249;Пермская обл.;24 508 215,00;24 811 924,00;-303 709,00;-1,22
132;5;НБД-Банк;1966;Нижегородская обл.;23 017 655,00;22 317 232,00;700 423,00;3,14
133;5;Джей энд Ти Банк;3061;Москва и обл.;22 129 359,00;21 883 627,00;245 732,00;1,12
134;9;Модульбанк;1927;Костромская обл.;21 923 043,00;20 811 431,00;1 111 612,00;5,34
135;16;Кошелев-Банк;3300;Самарская обл.;21 494 052,00;18 326 717,00;3 167 335,00;17,28
136;11;Денизбанк Москва;3330;Москва и обл.;21 450 636,00;19 552 107,00;1 898 529,00;9,71
137;4;Тольяттихимбанк;2507;Самарская обл.;21 346 899,00;21 421 064,00;-74 165,00;-0,35
138;4;Татсоцбанк;480;Татарстан;21 136 744,00;20 923 170,00;213 574,00;1,02
139;-9;Инбанк;1829;Москва и обл.;21 003 944,00;25 535 165,00;-4 531 221,00;-17,75
140;-1;Ури Банк;3479;Москва и обл.;20 934 629,00;21 875 715,00;-941 086,00;-4,30
141;7;РЕСО Кредит;3450;Москва и обл.;20 788 597,00;18 464 515,00;2 324 082,00;12,59
142;2;Пойдем!;2534;Москва и обл.;20 675 459,00;20 567 599,00;107 860,00;0,52
143;-78;Банк Кредит Свисс;2494;Москва и обл.;20 366 907,00;99 354 992,00;-78 988 085,00;-79,50
144;-4;Агропромкредит;2880;Москва и обл.;20 359 365,00;21 700 824,00;-1 341 459,00;-6,18
145;1;Банк Акцепт;567;Новосибирская обл.;20 144 395,00;19 580 582,00;563 813,00;2,88
146;-1;РосДорБанк;1573;Москва и обл.;19 897 666,00;19 703 565,00;194 101,00;0,99
147;11;Реалист Банк;1067;Москва и обл.;18 951 096,00;17 435 435,00;1 515 661,00;8,69
148;-25;Московское Ипотечное Агентство;3344;Москва и обл.;18 728 589,00;31 051 527,00;-12 322 938,00;-39,69
149;1;Прио-Внешторгбанк;212;Рязанская обл.;18 435 354,00;18 334 916,00;100 438,00;0,55
150;5;Развитие-Столица;3013;Москва и обл.;18 245 821,00;17 699 437,00;546 384,00;3,09
151;2;Александровский;53;Санкт-Петербург и обл.;18 150 469,00;18 204 271,00;-53 802,00;-0,30
152;0;Алеф-Банк;2119;Москва и обл.;17 867 307,00;18 279 162,00;-411 855,00;-2,25
153;3;Банк Оренбург;3269;Оренбургская обл.;17 845 100,00;17 598 461,00;246 639,00;1,40
154;6;Консервативный Коммерческий Банк;1087;Астраханская обл.;17 808 529,00;17 081 725,00;726 804,00;4,25
155;9;Энергомашбанк;52;Санкт-Петербург и обл.;17 412 221,00;15 853 068,00;1 559 153,00;9,84
156;-2;Морской Банк;77;Москва и обл.;17 247 803,00;18 174 928,00;-927 125,00;-5,10
157;-8;ЮMoney;3510;Россия;17 123 642,00;18 415 051,00;-1 291 409,00;-7,01
158;-1;Эс-Би-Ай Банк;3185;Москва и обл.;16 882 164,00;17 463 848,00;-581 684,00;-3,33
159;4;Норвик Банк;902;Кировская обл.;16 675 500,00;16 152 442,00;523 058,00;3,24
160;-1;Ишбанк;2867;Москва и обл.;16 457 002,00;17 205 388,00;-748 386,00;-4,35
161;13;Автоторгбанк;2776;Москва и обл.;16 223 197,00;13 202 257,00;3 020 940,00;22,88
162;0;Форштадт;2208;Оренбургская обл.;16 043 039,00;16 365 670,00;-322 631,00;-1,97
163;-2;НК Банк;2755;Москва и обл.;15 964 157,00;16 440 986,00;-476 829,00;-2,90
164;1;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;15 733 078,00;15 843 488,00;-110 410,00;-0,70
165;2;Промтрансбанк;2638;Башкортостан;15 553 210,00;15 174 077,00;379 133,00;2,50
166;0;Национальный Резервный Банк;2170;Москва и обл.;14 775 103,00;15 765 726,00;-990 623,00;-6,28
167;1;Финанс Бизнес Банк;520;Москва и обл.;14 306 729,00;14 905 755,00;-599 026,00;-4,02
168;1;Чайнасельхозбанк;3529;Москва и обл.;14 241 889,00;14 217 493,00;24 396,00;0,17
169;3;Датабанк;646;Удмуртия;13 579 691,00;13 616 748,00;-37 057,00;-0,27
170;1;Гарант-Инвест;2576;Москва и обл.;13 570 456,00;13 831 542,00;-261 086,00;-1,89
171;4;Банк Казани;708;Татарстан;13 294 238,00;13 090 806,00;203 432,00;1,55
172;4;КС Банк;1752;Мордовия;13 000 235,00;13 060 309,00;-60 074,00;-0,46
173;5;НИКО-Банк;702;Оренбургская обл.;12 983 263,00;12 642 822,00;340 441,00;2,69
174;3;Нацинвестпромбанк;3077;Москва и обл.;12 846 470,00;12 686 624,00;159 846,00;1,26
175;-2;Банк Раунд;2506;Москва и обл.;12 652 799,00;13 202 279,00;-549 480,00;-4,16
176;9;Руснарбанк;3403;Москва и обл.;12 385 484,00;11 069 771,00;1 315 713,00;11,89
177;2;Собинбанк;1317;Москва и обл.;12 294 095,00;12 347 521,00;-53 426,00;-0,43
178;2;Юг-Инвестбанк;2772;Краснодарский край;12 146 365,00;12 094 608,00;51 757,00;0,43
179;2;Снежинский;1376;Челябинская обл.;12 069 950,00;12 035 421,00;34 529,00;0,29
180;4;Екатеринбург;3161;Свердловская обл.;11 132 935,00;11 074 116,00;58 819,00;0,53
181;2;Русьуниверсалбанк;3293;Москва и обл.;10 987 434,00;11 155 607,00;-168 173,00;-1,51
182;6;Актив Банк;2529;Мордовия;10 981 224,00;10 788 636,00;192 588,00;1,79
183;6;Банк Жилищного Финансирования;3138;Москва и обл.;10 950 196,00;10 739 437,00;210 759,00;1,96
184;10;Нефтепромбанк;2156;Москва и обл.;10 655 194,00;9 598 042,00;1 057 152,00;11,01
185;-3;ТЭМБР-Банк;2764;Москва и обл.;10 459 778,00;11 944 056,00;-1 484 278,00;-12,43
186;6;Национальная Факторинговая Компания;3437;Москва и обл.;10 316 285,00;9 806 857,00;509 428,00;5,19
187;6;Ростфинанс;481;Ростовская обл.;10 205 006,00;9 626 753,00;578 253,00;6,01
188;3;Финам Банк;2799;Москва и обл.;10 038 364,00;9 855 346,00;183 018,00;1,86
189;1;Банк БКФ;2684;Москва и обл.;9 869 359,00;10 233 342,00;-363 983,00;-3,56
190;-3;Солид Банк;1329;Приморский край;9 681 521,00;10 892 411,00;-1 210 890,00;-11,12
191;-21;Инкахран;3454;Москва и обл.;9 293 699,00;14 003 216,00;-4 709 517,00;-33,63
192;6;Хакасский Муниципальный Банк;1049;Хакасия;9 242 922,00;8 853 045,00;389 877,00;4,40
193;3;Томскпромстройбанк;1720;Томская обл.;9 047 707,00;8 992 269,00;55 438,00;0,62
194;1;Итуруп;2390;Сахалинская обл.;8 932 654,00;9 136 599,00;-203 945,00;-2,23
195;2;Зираат Банк;2559;Москва и обл.;8 924 342,00;8 909 881,00;14 461,00;0,16
196;4;Новобанк;1352;Новгородская обл.;8 684 016,00;8 499 577,00;184 439,00;2,17
197;2;Нейва;1293;Свердловская обл.;8 560 658,00;8 509 640,00;51 018,00;0,60
198;7;Углеметбанк;2997;Челябинская обл.;8 497 394,00;7 552 899,00;944 495,00;12,51
199;18;Банк Фридом Финанс;1143;Москва и обл.;8 464 800,00;6 578 796,00;1 886 004,00;28,67
200;-14;МБА-Москва;3395;Москва и обл.;8 457 977,00;11 056 318,00;-2 598 341,00;-23,50
201;1;Белгородсоцбанк;760;Белгородская обл.;8 176 326,00;8 071 059,00;105 267,00;1,30
202;-1;Кузнецкбизнесбанк;1158;Кемеровская обл.;8 089 326,00;8 082 983,00;6 343,00;0,08
203;1;Трансстройбанк;2807;Москва и обл.;8 028 375,00;7 918 910,00;109 465,00;1,38
204;-1;Сити Инвест Банк;3194;Санкт-Петербург и обл.;7 859 145,00;7 932 903,00;-73 758,00;-0,93
205;6;Венец;524;Ульяновская обл.;7 729 132,00;7 161 796,00;567 336,00;7,92
206;0;Северный Народный Банк;2721;Коми;7 495 933,00;7 527 564,00;-31 631,00;-0,42
207;5;Сибсоцбанк;2015;Алтайский край;7 345 391,00;7 137 738,00;207 653,00;2,91
208;0;Банк Оранжевый;1659;Санкт-Петербург и обл.;7 246 007,00;7 324 295,00;-78 288,00;-1,07
209;4;Ставропольпромстройбанк;1288;Ставропольский край;7 205 026,00;7 109 570,00;95 456,00;1,34
210;-3;Гута-Банк;256;Москва и обл.;7 192 607,00;7 367 805,00;-175 198,00;-2,38
211;-2;Славия;2664;Москва и обл.;7 165 318,00;7 296 690,00;-131 372,00;-1,80
212;2;Агророс;2860;Саратовская обл.;7 036 713,00;6 996 822,00;39 891,00;0,57
213;7;Кузнецкий;609;Пензенская обл.;6 716 945,00;6 484 829,00;232 116,00;3,58
214;4;Земский Банк;2900;Самарская обл.;6 702 840,00;6 550 796,00;152 044,00;2,32
215;0;Азия-Инвест Банк;3303;Москва и обл.;6 691 126,00;6 846 760,00;-155 634,00;-2,27
216;-6;Ю Би Эс Банк;3463;Москва и обл.;6 662 808,00;7 196 479,00;-533 671,00;-7,42
217;2;Черноморский банк развития и реконструкции;3527;Симферополь;6 582 146,00;6 488 345,00;93 801,00;1,45
218;-2;Горбанк;2982;Санкт-Петербург и обл.;6 504 760,00;6 621 780,00;-117 020,00;-1,77
219;3;Автоградбанк;1455;Татарстан;6 332 780,00;6 259 343,00;73 437,00;1,17
220;1;Енисейский Объединенный Банк;2645;Красноярский край;6 219 490,00;6 395 778,00;-176 288,00;-2,76
221;7;Индустриальный Сберегательный Банк;3175;Москва и обл.;6 119 636,00;5 574 708,00;544 928,00;9,78
222;2;Бланк Банк;2368;Москва и обл.;5 989 011,00;6 072 347,00;-83 336,00;-1,37
223;2;ФорБанк;2063;Москва и обл.;5 985 402,00;5 903 494,00;81 908,00;1,39
224;2;Газтрансбанк;665;Краснодарский край;5 819 122,00;5 753 244,00;65 878,00;1,15
225;12;ПэйПал Ру;3517;Москва и обл.;5 788 587,00;4 836 564,00;952 023,00;19,68
226;5;Роял Кредит Банк;783;Приморский край;5 776 325,00;5 250 755,00;525 570,00;10,01
227;7;СИАБ;3245;Санкт-Петербург и обл.;5 593 992,00;5 023 257,00;570 735,00;11,36
228;1;Стройлесбанк;2995;Тюменская обл.;5 491 723,00;5 417 219,00;74 504,00;1,38
229;1;Кубаньторгбанк;478;Краснодарский край;5 406 245,00;5 371 866,00;34 379,00;0,64
230;-3;Москва-Сити;3247;Москва и обл.;5 202 106,00;5 611 574,00;-409 468,00;-7,30
231;1;Альба Альянс;2593;Москва и обл.;5 154 096,00;5 231 374,00;-77 278,00;-1,48
232;4;НОКССбанк;3202;Волгоградская обл.;5 024 067,00;4 983 580,00;40 487,00;0,81
233;-10;ЮМК Банк;3495;Краснодарский край;4 904 433,00;6 161 189,00;-1 256 756,00;-20,40
234;1;Проминвестбанк;2433;Москва и обл.;4 892 139,00;5 013 117,00;-120 978,00;-2,41
235;-2;Крокус-Банк;2682;Москва и обл.;4 855 010,00;5 122 713,00;-267 703,00;-5,23
236;3;Заубер Банк;1614;Санкт-Петербург и обл.;4 842 380,00;4 530 716,00;311 664,00;6,88
237;1;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;4 703 717,00;4 686 744,00;16 973,00;0,36
238;5;Мегаполис;3265;Чувашия;4 592 855,00;4 423 111,00;169 744,00;3,84
239;1;Братский АНКБ;1144;Иркутская обл.;4 547 473,00;4 460 776,00;86 697,00;1,94
240;5;Коммерческий Индо Банк;3446;Москва и обл.;4 464 323,00;4 345 652,00;118 671,00;2,73
241;9;Московский Коммерческий Банк;3172;Москва и обл.;4 451 537,00;4 126 075,00;325 462,00;7,89
242;5;Бест Эффортс Банк;435;Москва и обл.;4 260 323,00;4 223 760,00;36 563,00;0,87
243;3;Платина;2347;Москва и обл.;4 249 697,00;4 242 400,00;7 297,00;0,17
244;5;Камский Коммерческий Банк;438;Татарстан;4 188 711,00;4 134 562,00;54 149,00;1,31
245;8;Алтайкапиталбанк;2659;Алтайский край;4 177 519,00;3 986 753,00;190 766,00;4,78
246;-5;Долинск;857;Сахалинская обл.;4 137 356,00;4 441 852,00;-304 496,00;-6,86
247;5;Банк Кремлевский;2905;Москва и обл.;4 121 688,00;4 096 322,00;25 366,00;0,62
248;-4;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;4 031 225,00;4 374 309,00;-343 084,00;-7,84
249;7;Вологжанин;1896;Вологодская обл.;3 869 516,00;3 814 532,00;54 984,00;1,44
250;4;Новый Век;3417;Москва и обл.;3 862 716,00;3 939 043,00;-76 327,00;-1,94
251;6;Уралпромбанк;2964;Челябинская обл.;3 861 262,00;3 801 996,00;59 266,00;1,56
252;-10;Икано Банк;3519;Москва и обл.;3 793 906,00;4 426 498,00;-632 592,00;-14,29
253;6;Донкомбанк;492;Ростовская обл.;3 769 496,00;3 757 621,00;11 875,00;0,32
254;6;Владбизнесбанк;903;Владимирская обл.;3 730 971,00;3 696 572,00;34 399,00;0,93
255;-4;Славянский Кредит;2960;Москва и обл.;3 661 509,00;4 113 466,00;-451 957,00;-10,99
256;5;Далена Банк;1948;Москва и обл.;3 633 084,00;3 478 019,00;155 065,00;4,46
257;-2;Объединенный Резервный Банк;937;Москва и обл.;3 572 418,00;3 928 030,00;-355 612,00;-9,05
258;25;Онего;2484;Карелия;3 472 672,00;2 729 347,00;743 325,00;27,23
259;-1;Евразийский Банк;969;Москва и обл.;3 467 383,00;3 796 934,00;-329 551,00;-8,68
260;-12;Вестерн Юнион ДП Восток;2726;Москва и обл.;3 458 979,00;4 140 408,00;-681 429,00;-16,46
