Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Ноябрь, 2015, тыс. рублей;Октябрь, 2015, тыс. рублей;Изменение, тыс. рублей;Изменение, %
525;22;Кредпромбанк;1165;Ярославская обл.;2 071 830,00;1 928 985,00;142 845,00;7,41
526;-8;НСТ-Банк;1738;Оренбургская обл.;2 069 263,00;2 245 907,00;-176 644,00;-7,87
527;-28;Мосводоканалбанк;2863;Москва и обл.;2 055 664,00;2 490 785,00;-435 121,00;-17,47
528;12;Новый Символ;370;Москва и обл.;2 055 655,00;2 020 565,00;35 090,00;1,74
529;16;Мострансбанк;2258;Москва и обл.;2 055 230,00;1 938 949,00;116 281,00;6,00
530;7;Спиритбанк;2053;Тульская обл.;2 045 092,00;2 048 763,00;-3 671,00;-0,18
531;22;Индустриальный Сберегательный Банк;3175;Москва и обл.;2 019 096,00;1 857 816,00;161 280,00;8,68
532;3;Бинбанк Сургут;1701;Ханты-Мансийский АО — Югра;2 014 584,00;2 064 631,00;-50 047,00;-2,42
533;-17;Стелла-Банк;2948;Ростовская обл.;1 995 097,00;2 275 843,00;-280 746,00;-12,34
534;-3;Банк Пермь;875;Пермская обл.;1 980 527,00;2 122 332,00;-141 805,00;-6,68
535;6;Уралфинанс;1370;Свердловская обл.;1 973 672,00;2 015 250,00;-41 578,00;-2,06
536;26;Соверен Банк;3206;Москва и обл.;1 963 255,00;1 731 262,00;231 993,00;13,40
537;7;Старооскольский Агропромбанк;1050;Белгородская обл.;1 949 579,00;1 946 055,00;3 524,00;0,18
538;5;ЮМК Банк;3495;Краснодарский край;1 949 016,00;1 967 303,00;-18 287,00;-0,93
539;7;Банк Глобус;2438;Москва и обл.;1 934 772,00;1 933 381,00;1 391,00;0,07
540;8;Акцент;696;Оренбургская обл.;1 924 229,00;1 920 861,00;3 368,00;0,18
541;-9;Мурманский Расчетный Центр;3341;Мурманская обл.;1 920 704,00;2 106 948,00;-186 244,00;-8,84
542;10;Россита-Банк;3257;Москва и обл.;1 916 911,00;1 880 168,00;36 743,00;1,95
543;7;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 885 814,00;1 909 838,00;-24 024,00;-1,26
544;-5;Крона-Банк;2499;Иркутская обл.;1 875 875,00;2 029 512,00;-153 637,00;-7,57
545;-39;Финансовый Капитал;3288;Санкт-Петербург и обл.;1 864 855,00;2 442 960,00;-578 105,00;-23,66
546;8;Московский Вексельный Банк;2697;Москва и обл.;1 859 682,00;1 853 820,00;5 862,00;0,32
547;8;Дом-Банк;3209;Москва и обл.;1 821 953,00;1 846 092,00;-24 139,00;-1,31
548;8;Кетовский Коммерческий Банк;842;Курганская обл.;1 800 105,00;1 809 124,00;-9 019,00;-0,50
549;-13;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 780 086,00;2 062 081,00;-281 995,00;-13,68
550;10;Нальчик;695;Кабардино-Балкария;1 769 422,00;1 749 946,00;19 476,00;1,11
551;-25;Риал-Кредит;3393;Москва и обл.;1 760 775,00;2 171 886,00;-411 111,00;-18,93
552;5;Руна-Банк;3207;Москва и обл.;1 736 328,00;1 783 048,00;-46 720,00;-2,62
553;8;Михайловский ПЖСБ;2961;Волгоградская обл.;1 713 235,00;1 740 154,00;-26 919,00;-1,55
554;10;Холмск;503;Сахалинская обл.;1 708 196,00;1 699 793,00;8 403,00;0,49
555;12;Кемсоцинбанк;96;Кемеровская обл.;1 706 844,00;1 685 294,00;21 550,00;1,28
556;14;Майкопбанк;1136;Адыгея;1 687 022,00;1 665 486,00;21 536,00;1,29
557;12;Озон Банк;3516;Москва и обл.;1 684 132,00;1 674 687,00;9 445,00;0,56
558;15;ИК Банк;1732;Татарстан;1 679 683,00;1 651 246,00;28 437,00;1,72
559;4;РУБанк;2813;Москва и обл.;1 671 253,00;1 724 319,00;-53 066,00;-3,08
560;6;Булгар Банк;1917;Татарстан;1 662 473,00;1 685 331,00;-22 858,00;-1,36
561;10;Икано Банк;3519;Центр;1 660 476,00;1 663 020,00;-2 544,00;-0,15
562;13;Вологдабанк;992;Вологодская обл.;1 649 041,00;1 638 239,00;10 802,00;0,66
563;2;1Банк;2896;Северная Осетия — Алания;1 647 419,00;1 687 325,00;-39 906,00;-2,37
564;-35;Вэлтон Банк;1105;Белгородская обл.;1 604 809,00;2 161 474,00;-556 665,00;-25,75
565;17;Примтеркомбанк;21;Приморский край;1 593 576,00;1 520 092,00;73 484,00;4,83
566;2;Агроинкомбанк;1946;Астраханская обл.;1 566 303,00;1 675 854,00;-109 551,00;-6,54
567;12;Тагилбанк;1635;Свердловская обл.;1 565 701,00;1 560 367,00;5 334,00;0,34
568;12;Инкаробанк;2696;Москва и обл.;1 559 169,00;1 546 204,00;12 965,00;0,84
569;17;Приобье;537;Ханты-Мансийский АО — Югра;1 546 324,00;1 489 896,00;56 428,00;3,79
570;23;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 543 522,00;1 420 675,00;122 847,00;8,65
571;13;Калуга;1151;Калужская обл.;1 527 299,00;1 499 889,00;27 410,00;1,83
572;5;Вятич;2796;Рязанская обл.;1 521 575,00;1 608 260,00;-86 685,00;-5,39
573;5;Великие Луки Банк;598;Псковская обл.;1 510 354,00;1 592 325,00;-81 971,00;-5,15
574;9;Арзамас;1281;Нижегородская обл.;1 502 111,00;1 504 699,00;-2 588,00;-0,17
575;-1;РФИ Банк;3351;Москва и обл.;1 496 132,00;1 649 591,00;-153 459,00;-9,30
576;20;Кредитинвест;1197;Дагестан;1 490 488,00;1 356 806,00;133 682,00;9,85
577;11;Спутник;1071;Оренбургская обл.;1 484 609,00;1 474 507,00;10 102,00;0,69
578;13;Ноосфера;2650;Республика Алтай;1 479 236,00;1 438 490,00;40 746,00;2,83
579;-3;Коммерческий Банк Развития;3364;Москва и обл.;1 476 952,00;1 611 466,00;-134 514,00;-8,35
580;1;ГринКомБанк;1184;Иркутская обл.;1 474 899,00;1 535 833,00;-60 934,00;-3,97
581;-23;Жилкредит;1736;Москва и обл.;1 444 970,00;1 750 848,00;-305 878,00;-17,47
582;15;Регнум;3373;Москва и обл.;1 417 131,00;1 354 664,00;62 467,00;4,61
583;6;Пульс Столицы;3002;Москва и обл.;1 407 389,00;1 459 520,00;-52 131,00;-3,57
584;1;Новый Кредитный Союз;3139;Москва и обл.;1 401 351,00;1 490 079,00;-88 728,00;-5,95
585;5;Саратов;330;Саратовская обл.;1 388 591,00;1 446 009,00;-57 418,00;-3,97
586;17;Взаимодействие;1704;Новосибирская обл.;1 386 766,00;1 313 741,00;73 025,00;5,56
587;7;Сельмашбанк;106;Ростовская обл.;1 385 380,00;1 378 652,00;6 728,00;0,49
588;4;Первый Дортрансбанк;3271;Кировская обл.;1 384 075,00;1 436 464,00;-52 389,00;-3,65
589;19;Саммит Банк;85;Приморский край;1 378 419,00;1 244 966,00;133 453,00;10,72
590;-31;Банк РМП;2574;Москва и обл.;1 372 090,00;1 750 351,00;-378 261,00;-21,61
591;8;Финтрастбанк;3104;Москва и обл.;1 369 499,00;1 334 892,00;34 607,00;2,59
592;-20;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 357 996,00;1 651 815,00;-293 819,00;-17,79
593;7;Почтобанк;1788;Пермская обл.;1 347 187,00;1 332 555,00;14 632,00;1,10
594;17;Сталь Банк;2248;Москва и обл.;1 338 427,00;1 199 121,00;139 306,00;11,62
595;-8;Соколовский;2830;Москва и обл.;1 300 907,00;1 479 963,00;-179 056,00;-12,10
596;5;Банк МБФИ;2073;Москва и обл.;1 295 883,00;1 326 469,00;-30 586,00;-2,31
597;7;Синергия;2884;Саратовская обл.;1 294 406,00;1 305 786,00;-11 380,00;-0,87
598;7;ПэйПал Ру;3517;Москва и обл.;1 292 588,00;1 292 588,00;0,00;0
599;11;Химик;1114;Нижегородская обл.;1 227 928,00;1 207 984,00;19 944,00;1,65
600;9;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 224 855,00;1 213 781,00;11 074,00;0,91
601;-6;Сервис Резерв;2034;Москва и обл.;1 224 546,00;1 377 839,00;-153 293,00;-11,13
602;4;МТИ Банк;1052;Москва и обл.;1 215 235,00;1 260 939,00;-45 704,00;-3,62
603;13;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 165 464,00;1 125 577,00;39 887,00;3,54
604;13;Финарс Банк;2938;Москва и обл.;1 153 415,00;1 125 335,00;28 080,00;2,50
605;28;Республиканский Кредитный Альянс;3017;Москва и обл.;1 148 513,00;1 014 501,00;134 012,00;13,21
606;28;Камский Горизонт;2554;Татарстан;1 130 165,00;1 002 335,00;127 830,00;12,75
607;8;Новый Промышленный Банк;930;Москва и обл.;1 122 062,00;1 162 586,00;-40 524,00;-3,49
608;17;Тендер-Банк;2252;Москва и обл.;1 114 887,00;1 070 395,00;44 492,00;4,16
609;-11;Арсенал;3000;Москва и обл.;1 114 731,00;1 347 179,00;-232 448,00;-17,25
610;-3;Максима;3379;Москва и обл.;1 094 146,00;1 246 126,00;-151 980,00;-12,20
611;12;Регионфинансбанк;3357;Москва и обл.;1 081 958,00;1 073 252,00;8 706,00;0,81
612;10;Агора;3231;Москва и обл.;1 079 379,00;1 085 606,00;-6 227,00;-0,57
613;11;Дон-Тексбанк;1818;Ростовская обл.;1 072 305,00;1 071 774,00;531,00;0,05
614;4;ЕАТП Банк;1765;Астраханская обл.;1 058 426,00;1 123 008,00;-64 582,00;-5,75
615;15;Элекснет;3314;Москва и обл.;1 047 646,00;1 047 646,00;0,00;0
616;4;Курган;2568;Курганская обл.;1 042 891,00;1 097 156,00;-54 265,00;-4,95
617;14;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 038 441,00;1 031 993,00;6 448,00;0,62
618;8;Яндекс Банк;3027;Москва и обл.;1 026 371,00;1 067 614,00;-41 243,00;-3,86
619;-6;Космос;2245;Москва и обл.;1 020 031,00;1 190 454,00;-170 423,00;-14,32
620;12;Онего;2484;Карелия;1 013 332,00;1 028 278,00;-14 946,00;-1,45
621;20;Динамичные Системы;3439;Москва и обл.;1 007 156,00;955 691,00;51 465,00;5,39
622;6;Интеркоопбанк;2803;Москва и обл.;1 004 287,00;1 054 728,00;-50 441,00;-4,78
623;-2;Невастройинвест;1926;Санкт-Петербург и обл.;1 000 388,00;1 089 234,00;-88 846,00;-8,16
624;5;Ресурс-Траст;3122;Москва и обл.;996 960,00;1 053 720,00;-56 760,00;-5,39
625;-13;Объединенный Банк Республики;1016;Чувашия;996 794,00;1 198 952,00;-202 158,00;-16,86
626;19;Тексбанк;2756;Карачаево-Черкесия;972 836,00;945 089,00;27 747,00;2,94
627;10;Кузбассхимбанк;2868;Кемеровская обл.;971 739,00;963 949,00;7 790,00;0,81
628;7;Металлург;2877;Москва и обл.;966 252,00;976 562,00;-10 310,00;-1,06
629;13;Тетраполис;1586;Санкт-Петербург и обл.;965 798,00;955 408,00;10 390,00;1,09
630;23;Майский;1673;Кабардино-Балкария;964 435,00;861 753,00;102 682,00;11,92
631;15;Москва;1661;Москва и обл.;956 246,00;927 250,00;28 996,00;3,13
632;7;Новый Век;3417;Москва и обл.;949 615,00;960 314,00;-10 699,00;-1,11
633;10;Байкалкредобанк;2990;Иркутская обл.;947 370,00;952 303,00;-4 933,00;-0,52
634;14;Классик Эконом Банк;3298;Северная Осетия — Алания;946 844,00;904 776,00;42 068,00;4,65
635;9;Си Ди Би Банк;3339;Краснодарский край;940 798,00;948 932,00;-8 134,00;-0,86
636;-17;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;937 069,00;1 108 854,00;-171 785,00;-15,49
637;3;Первоуральскбанк;965;Свердловская обл.;924 169,00;956 869,00;-32 700,00;-3,42
638;0;Жилстройбанк;2769;Москва и обл.;920 818,00;960 982,00;-40 164,00;-4,18
639;8;Акция;927;Ивановская обл.;918 935,00;918 552,00;383,00;0,04
640;-4;Спецстройбанк;236;Москва и обл.;901 679,00;967 091,00;-65 412,00;-6,76
641;-14;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;894 025,00;1 055 882,00;-161 857,00;-15,33
642;8;Южный Региональный Банк;3015;Ростовская обл.;893 090,00;875 200,00;17 890,00;2,04
643;14;Русский Финансовый Альянс;2035;Москва и обл.;888 538,00;843 480,00;45 058,00;5,34
644;15;Центрально-Азиатский;3037;Хакасия;886 401,00;804 828,00;81 573,00;10,14
645;4;Вакобанк;1291;Псковская обл.;886 395,00;899 070,00;-12 675,00;-1,41
646;9;Эльбин;2267;Дагестан;851 228,00;848 687,00;2 541,00;0,30
647;13;Ипозембанк;3026;Самарская обл.;822 747,00;799 262,00;23 485,00;2,94
648;10;Славянбанк;804;Новгородская обл.;816 345,00;825 552,00;-9 207,00;-1,12
649;3;Вайлдберриз Банк;841;Адыгея;813 879,00;868 092,00;-54 213,00;-6,25
650;15;Межрегиональный Банк Реконструкции;2620;Москва и обл.;796 077,00;752 377,00;43 700,00;5,81
651;13;Расчетный Дом;3350;Москва и обл.;795 872,00;757 026,00;38 846,00;5,13
652;2;Флора-Москва;533;Москва и обл.;795 487,00;856 103,00;-60 616,00;-7,08
653;3;Народный Земельно-Промышленный Банк;2873;Алтайский край;791 360,00;846 635,00;-55 275,00;-6,53
654;7;Прохладный;874;Кабардино-Балкария;785 241,00;786 994,00;-1 753,00;-0,22
655;16;Русский Банк Сбережений;779;Ставропольский край;775 947,00;688 910,00;87 037,00;12,63
656;7;Народный Инвестиционный Банк;2876;Самарская обл.;763 114,00;773 523,00;-10 409,00;-1,35
657;9;Анелик РУ;3443;Москва и обл.;755 253,00;730 613,00;24 640,00;3,37
658;4;Уралприватбанк;153;Свердловская обл.;742 589,00;783 595,00;-41 006,00;-5,23
659;11;Вестинтербанк;3398;Москва и обл.;719 571,00;693 535,00;26 036,00;3,75
660;7;Балаково-Банк;444;Саратовская обл.;715 947,00;717 696,00;-1 749,00;-0,24
661;8;Прокоммерцбанк;2996;Москва и обл.;708 452,00;710 111,00;-1 659,00;-0,23
662;6;РусьРегионБанк;685;Москва и обл.;703 086,00;715 067,00;-11 981,00;-1,68
663;11;Максимум;466;Ростовская обл.;676 404,00;654 876,00;21 528,00;3,29
664;15;РИТЦ Банк;2677;Москва и обл.;671 795,00;608 653,00;63 142,00;10,37
665;-14;Турбобанк;3203;Санкт-Петербург и обл.;669 768,00;869 864,00;-200 096,00;-23,00
666;7;ФинТех;3499;Москва и обл.;655 567,00;657 487,00;-1 920,00;-0,29
667;11;АлтайБизнес-Банк;2388;Алтайский край;648 769,00;625 665,00;23 104,00;3,69
668;7;Гефест;1046;Тверская обл.;646 428,00;654 797,00;-8 369,00;-1,28
669;3;Геобанк;2027;Москва и обл.;637 032,00;673 173,00;-36 141,00;-5,37
670;11;АвтоКредитБанк;1973;Татарстан;634 955,00;568 735,00;66 220,00;11,64
671;6;Банк РСИ;3415;Москва и обл.;633 292,00;634 813,00;-1 521,00;-0,24
672;8;Новокиб;1747;Кемеровская обл.;596 343,00;578 790,00;17 553,00;3,03
673;11;Терра;3476;Москва и обл.;589 931,00;540 678,00;49 253,00;9,11
674;20;Лидер;3304;Москва и обл.;588 453,00;482 309,00;106 144,00;22,01
675;1;СМБ-Банк;3504;Санкт-Петербург и обл.;552 762,00;648 843,00;-96 081,00;-14,81
676;16;Кредо Финанс;793;Дагестан;544 729,00;485 327,00;59 402,00;12,24
677;9;Энтузиастбанк;3048;Москва и обл.;528 632,00;522 102,00;6 530,00;1,25
678;15;Народный Банк Тувы;1309;Тыва;527 020,00;484 217,00;42 803,00;8,84
679;8;Башпромбанк;1006;Башкортостан;523 789,00;520 674,00;3 115,00;0,60
680;2;Холдинвестбанк;2837;Москва и обл.;522 986,00;552 137,00;-29 151,00;-5,28
681;4;Дружба;990;Тюменская обл.;508 533,00;523 076,00;-14 543,00;-2,78
682;1;Логос;3233;Москва и обл.;493 797,00;546 493,00;-52 696,00;-9,64
683;5;Международный Расчетный Банк;3028;Москва и обл.;493 648,00;513 044,00;-19 396,00;-3,78
684;6;АББ;2937;Москва и обл.;476 263,00;489 269,00;-13 006,00;-2,66
685;6;ИР-Кредит;1724;Москва и обл.;471 495,00;485 812,00;-14 317,00;-2,95
686;12;МВС Банк;2407;Дагестан;466 426,00;459 163,00;7 263,00;1,58
687;8;Стар Альянс;3433;Москва и обл.;462 740,00;477 297,00;-14 557,00;-3,05
688;9;Банк Берейт;3505;Санкт-Петербург и обл.;459 999,00;463 412,00;-3 413,00;-0,74
689;0;ГРиС-Банк;1928;Ставропольский край;452 321,00;501 640,00;-49 319,00;-9,83
690;19;Альтернатива;3452;Москва и обл.;449 233,00;404 515,00;44 718,00;11,05
691;9;Таганрогбанк;3136;Ростовская обл.;443 904,00;447 776,00;-3 872,00;-0,86
692;7;Эко-Инвест;3116;Москва и обл.;439 333,00;449 154,00;-9 821,00;-2,19
693;3;Промсвязьинвест;2761;Дагестан;436 114,00;475 766,00;-39 652,00;-8,33
694;10;Телекоммерц Банк;3380;Тульская обл.;431 261,00;434 594,00;-3 333,00;-0,77
695;6;Алжан;2491;Дагестан;424 204,00;443 970,00;-19 766,00;-4,45
696;9;Информпрогресс;2166;Москва и обл.;415 058,00;429 873,00;-14 815,00;-3,45
697;6;Финчер;3486;Москва и обл.;412 069,00;439 377,00;-27 308,00;-6,22
698;4;Европейский Стандарт;3200;Кабардино-Балкария;404 984,00;443 492,00;-38 508,00;-8,68
699;7;Континенталь;3184;Ставропольский край;400 238,00;421 109,00;-20 871,00;-4,96
700;10;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;395 684,00;401 215,00;-5 531,00;-1,38
701;7;Рента-Банк;3095;Москва и обл.;395 648,00;406 647,00;-10 999,00;-2,70
702;11;Азия Банк;3183;Москва и обл.;374 185,00;373 909,00;276,00;0,07
703;11;Лэнд Кредит;1478;Москва и обл.;371 205,00;369 083,00;2 122,00;0,57
704;7;Олма-Банк;3250;Москва и обл.;368 416,00;381 299,00;-12 883,00;-3,38
705;2;Национальный Банк Сбережений;1949;Ивановская обл.;360 174,00;410 947,00;-50 773,00;-12,36
706;10;Тайдон;2085;Кемеровская обл.;355 964,00;357 653,00;-1 689,00;-0,47
707;8;Рунэтбанк;2829;Москва и обл.;352 631,00;365 587,00;-12 956,00;-3,54
708;9;НКБ;2942;Москва и обл.;349 396,00;355 853,00;-6 457,00;-1,81
709;9;Банк Фридом Финанс;1143;Сахалинская обл.;337 492,00;338 831,00;-1 339,00;-0,40
710;9;Северстройбанк;3507;Вологодская обл.;324 462,00;322 396,00;2 066,00;0,64
711;13;РИБ;2749;Москва и обл.;316 374,00;244 520,00;71 854,00;29,39
712;8;Нарат;1902;Саратовская обл.;306 471,00;307 451,00;-980,00;-0,32
713;14;Платежи и Расчеты;3324;Самарская обл.;289 501,00;211 847,00;77 654,00;36,66
714;7;Приполярком;507;Тюменская обл.;280 524,00;282 091,00;-1 567,00;-0,56
715;8;Расчетные Решения;3524;Москва и обл.;267 611,00;245 536,00;22 075,00;8,99
716;10;Монета.ру;3508;Марий Эл;252 772,00;215 351,00;37 421,00;17,38
717;-5;Сетевая Расчетная Палата;3332;Татарстан;229 022,00;378 564,00;-149 542,00;-39,50
718;11;Красноярский Краевой Расчетный Центр;3483;Красноярский край;227 991,00;196 015,00;31 976,00;16,31
719;6;Континент Финанс;149;Москва и обл.;219 281,00;226 334,00;-7 053,00;-3,12
720;8;Майма;1037;Москва и обл.;213 109,00;207 875,00;5 234,00;2,52
721;1;Русское Финансовое Общество;3427;Москва и обл.;205 221,00;261 495,00;-56 274,00;-21,52
722;8;Электронный платежный сервис;3509;Москва и обл.;186 653,00;186 653,00;0,00;0
723;8;Деньги.Мэйл.Ру;3511;Москва и обл.;180 888,00;180 888,00;0,00;0
724;8;Единая касса;3512;Москва и обл.;143 407,00;143 407,00;0,00;0
725;23;Инновационный Расчетный Центр;3447;Москва и обл.;126 899,00;18 034,00;108 865,00;603,67
726;8;Фидбэк;3502;Москва и обл.;119 265,00;115 732,00;3 533,00;3,05
727;8;Моби.Деньги;3523;Москва и обл.;101 768,00;101 768,00;0,00;0
728;8;Вест;2605;Москва и обл.;98 638,00;99 683,00;-1 045,00;-1,05
729;9;Дальний Восток;3318;Тульская обл.;96 136,00;97 692,00;-1 556,00;-1,59
730;7;КредитАльянс;3472;Вологодская обл.;94 099,00;97 928,00;-3 829,00;-3,91
731;8;Умут;2435;Дагестан;74 808,00;69 383,00;5 425,00;7,82
732;8;Интеррасчет;1618;Москва и обл.;70 355,00;64 867,00;5 488,00;8,46
733;8;Единая Расчетная Палата;384;Москва и обл.;67 125,00;61 847,00;5 278,00;8,53
734;8;Платежный Клиринговый Дом;3343;Москва и обл.;61 847,00;55 585,00;6 262,00;11,27
735;8;Премиум;3514;Москва и обл.;51 335,00;51 335,00;0,00;0
736;8;Тор Кредит;3497;Москва и обл.;39 871,00;26 331,00;13 540,00;51,42
737;9;АРБ-Инкасс;3353;Москва и обл.;18 620,00;18 229,00;391,00;2,14
738;9;Транзит;2688;Дагестан;18 559,00;18 166,00;393,00;2,16
739;6;21 Век;3309;Санкт-Петербург и обл.;14 431,00;21 518,00;-7 087,00;-32,94
740;9;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;10 707,00;8 610,00;2 097,00;24,36
741;9;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 352,00;4 309,00;43,00;1,00
