Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июнь, 2013, тыс. рублей;Май, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
43;-2;СМП Банк;3368;Москва и обл.;137 180 110,00;146 189 845,00;-9 009 735,00;-6,16
44;0;СКБ-Банк;705;Свердловская обл.;136 265 562,00;132 087 167,00;4 178 395,00;3,16
45;0;Транскапиталбанк;2210;Москва и обл.;132 730 696,00;127 414 930,00;5 315 766,00;4,17
46;1;Внешпромбанк;3261;Москва и обл.;131 845 085,00;126 536 763,00;5 308 322,00;4,20
47;-1;МСП Банк;3340;Москва и обл.;131 091 767,00;127 151 599,00;3 940 168,00;3,10
48;0;Новикомбанк;2546;Москва и обл.;123 624 606,00;126 100 168,00;-2 475 562,00;-1,96
49;8;Пробизнесбанк;2412;Москва и обл.;116 005 299,00;107 460 903,00;8 544 396,00;7,95
50;0;Инвестторгбанк;2763;Москва и обл.;114 869 658,00;116 240 945,00;-1 371 287,00;-1,18
51;1;Авангард;2879;Москва и обл.;114 229 567,00;112 856 756,00;1 372 811,00;1,22
52;6;Абсолют Банк;2306;Москва и обл.;113 630 434,00;106 830 897,00;6 799 537,00;6,36
53;-4;РГС Банк;3073;Москва и обл.;113 146 047,00;117 690 194,00;-4 544 147,00;-3,86
54;-1;Татфондбанк;3058;Татарстан;112 876 742,00;112 317 774,00;558 968,00;0,50
55;0;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;112 421 053,00;108 726 146,00;3 694 907,00;3,40
56;-5;РосЕвроБанк;3137;Москва и обл.;111 868 685,00;112 897 505,00;-1 028 820,00;-0,91
57;-3;Совкомбанк;963;Костромская обл.;108 814 200,00;110 294 210,00;-1 480 010,00;-1,34
58;-2;Русфинанс Банк;1792;Самарская обл.;107 402 855,00;107 754 753,00;-351 898,00;-0,33
59;1;Ренессанс Кредит;3354;Москва и обл.;106 731 996,00;92 186 995,00;14 545 001,00;15,78
60;-1;Банк ДОМ.РФ;2312;Москва и обл.;98 657 367,00;98 467 915,00;189 452,00;0,19
61;2;Союз;2307;Москва и обл.;94 866 309,00;89 145 913,00;5 720 396,00;6,42
62;0;Тинькофф Банк;2673;Москва и обл.;94 273 883,00;90 167 750,00;4 106 133,00;4,55
63;-2;КИТ Финанс Инвестиционный Банк;1911;Санкт-Петербург и обл.;93 951 492,00;90 554 159,00;3 397 333,00;3,75
64;14;Всероссийский Банк Развития Регионов;3287;Москва и обл.;91 890 974,00;70 909 540,00;20 981 434,00;29,59
65;2;Пересвет;2110;Москва и обл.;89 849 628,00;86 585 551,00;3 264 077,00;3,77
66;-1;БНП Париба Банк;3407;Москва и обл.;89 027 656,00;87 056 516,00;1 971 140,00;2,26
67;-3;Запсибкомбанк;918;Тюменская обл.;88 726 050,00;87 574 397,00;1 151 653,00;1,32
68;0;ДельтаКредит;3338;Москва и обл.;86 109 709,00;86 137 680,00;-27 971,00;-0,03
69;-3;ЦентроКредит;121;Москва и обл.;84 382 005,00;86 701 272,00;-2 319 267,00;-2,68
70;-1;Балтийский Банк;128;Москва и обл.;82 822 637,00;84 976 358,00;-2 153 721,00;-2,53
71;10;Еврофинанс Моснарбанк;2402;Москва и обл.;81 445 299,00;63 865 672,00;17 579 627,00;27,53
72;-2;Мастер-Банк;2176;Москва и обл.;80 821 998,00;80 305 945,00;516 053,00;0,64
73;-1;Юниаструм Банк;2771;Москва и обл.;80 768 073,00;79 388 421,00;1 379 652,00;1,74
74;-1;Банк Интеза;2216;Москва и обл.;79 915 552,00;78 687 886,00;1 227 666,00;1,56
75;-4;Нота-Банк;2913;Москва и обл.;77 809 123,00;79 590 409,00;-1 781 286,00;-2,24
76;-2;Связной Банк;1961;Москва и обл.;76 753 817,00;78 036 869,00;-1 283 052,00;-1,64
77;-1;Локо-Банк;2707;Москва и обл.;76 229 269,00;75 185 776,00;1 043 493,00;1,39
78;-1;Центр-инвест;2225;Ростовская обл.;72 133 518,00;71 426 423,00;707 095,00;0,99
79;0;Роскосмосбанк;2989;Москва и обл.;67 259 928,00;66 667 728,00;592 200,00;0,89
80;2;Банк БФА;3038;Санкт-Петербург и обл.;66 961 271,00;63 201 432,00;3 759 839,00;5,95
81;2;Балтинвестбанк;3176;Санкт-Петербург и обл.;65 056 262,00;62 434 332,00;2 621 930,00;4,20
82;-7;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;61 301 170,00;77 325 150,00;-16 023 980,00;-20,72
83;2;Инвестбанк;107;Москва и обл.;61 145 012,00;62 200 274,00;-1 055 262,00;-1,70
84;0;Первобанк;3461;Самарская обл.;60 644 984,00;62 429 788,00;-1 784 804,00;-2,86
85;-5;Собинбанк;1317;Москва и обл.;60 525 700,00;63 908 532,00;-3 382 832,00;-5,29
86;2;СБ Банк (Судостроительный банк);2999;Москва и обл.;56 906 092,00;54 794 547,00;2 111 545,00;3,85
87;0;Металлинвестбанк;2440;Москва и обл.;56 368 312,00;57 687 219,00;-1 318 907,00;-2,29
88;1;Бинбанк Диджитал;2827;Москва и обл.;55 761 420,00;54 124 040,00;1 637 380,00;3,03
89;3;Сургутнефтегазбанк;588;Тюменская обл.;55 275 125,00;51 697 481,00;3 577 644,00;6,92
90;0;Международный Финансовый Клуб;2618;Москва и обл.;53 728 618,00;53 033 720,00;694 898,00;1,31
91;0;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;51 960 615,00;51 834 839,00;125 776,00;0,24
92;1;Московский Областной Банк;1751;Москва и обл.;49 912 088,00;47 634 045,00;2 278 043,00;4,78
93;1;Тойота Банк;3470;Москва и обл.;48 367 513,00;46 641 411,00;1 726 102,00;3,70
94;6;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;47 868 496,00;43 468 867,00;4 399 629,00;10,12
95;0;Таврический Банк;2304;Санкт-Петербург и обл.;47 398 105,00;45 575 791,00;1 822 314,00;4,00
96;3;Национальный Стандарт;3421;Москва и обл.;46 100 530,00;43 706 288,00;2 394 242,00;5,48
97;-11;Банк Кредит Свисс;2494;Москва и обл.;45 505 056,00;57 704 631,00;-12 199 575,00;-21,14
98;-2;Интеркоммерц Банк;1657;Москва и обл.;45 165 706,00;44 672 635,00;493 071,00;1,10
99;-1;Кубань Кредит;2518;Краснодарский край;45 156 243,00;44 415 925,00;740 318,00;1,67
100;-3;Экспресс-Волга;3085;Саратовская обл.;44 643 444,00;44 588 675,00;54 769,00;0,12
101;0;Экспо Финанс;2594;Москва и обл.;44 317 858,00;42 849 781,00;1 468 077,00;3,43
102;0;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;43 953 723,00;42 812 648,00;1 141 075,00;2,67
103;0;Народный Кредит;2401;Москва и обл.;41 677 703,00;41 110 719,00;566 984,00;1,38
104;0;Межтопэнергобанк;2956;Москва и обл.;41 120 855,00;39 631 676,00;1 489 179,00;3,76
105;0;НС Банк;3124;Москва и обл.;38 972 274,00;39 129 228,00;-156 954,00;-0,40
106;1;Примсоцбанк;2733;Приморский край;38 873 593,00;37 899 408,00;974 185,00;2,57
107;-1;Российский Кредит;324;Москва и обл.;38 501 083,00;38 488 922,00;12 161,00;0,03
108;2;Левобережный;1343;Новосибирская обл.;36 644 684,00;35 256 517,00;1 388 167,00;3,94
109;0;Челябинвестбанк;493;Челябинская обл.;36 528 412,00;36 051 195,00;477 217,00;1,32
110;-2;Кольцо Урала;65;Свердловская обл.;35 843 358,00;37 465 478,00;-1 622 120,00;-4,33
111;3;Смоленский Банк;2029;Смоленская обл.;35 805 713,00;34 546 795,00;1 258 918,00;3,64
112;6;Сетелем Банк;2168;Москва и обл.;35 654 812,00;34 087 567,00;1 567 245,00;4,60
113;-1;Челиндбанк;485;Челябинская обл.;35 346 788,00;34 809 620,00;537 168,00;1,54
114;6;Экспобанк;2998;Москва и обл.;35 220 860,00;33 578 969,00;1 641 891,00;4,89
115;-2;Саровбизнесбанк;2048;Нижегородская обл.;34 742 611,00;34 736 794,00;5 817,00;0,02
116;-5;Крайинвестбанк;3360;Краснодарский край;34 492 636,00;35 119 064,00;-626 428,00;-1,78
117;2;Первый Республиканский Банк;1730;Москва и обл.;34 444 659,00;33 785 246,00;659 413,00;1,95
118;-3;СДМ-Банк;1637;Москва и обл.;34 420 006,00;34 379 652,00;40 354,00;0,12
119;-3;Фора-Банк;1885;Москва и обл.;34 341 958,00;34 295 139,00;46 819,00;0,14
120;-3;Меткомбанк (Череповец);901;Вологодская обл.;33 992 425,00;34 138 311,00;-145 886,00;-0,43
121;1;БФГ-Кредит;3068;Москва и обл.;33 384 125,00;31 429 400,00;1 954 725,00;6,22
122;2;Русский Международный Банк;3123;Москва и обл.;32 493 223,00;30 874 488,00;1 618 735,00;5,24
123;6;Интерпромбанк;3266;Москва и обл.;31 838 239,00;29 561 185,00;2 277 054,00;7,70
124;2;Рост;2589;Москва и обл.;31 448 945,00;30 545 981,00;902 964,00;2,96
125;-2;Кедр;1574;Москва и обл.;31 218 948,00;30 995 972,00;222 976,00;0,72
126;2;Росэнергобанк;2211;Москва и обл.;31 169 584,00;30 333 463,00;836 121,00;2,76
127;0;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;31 063 273,00;30 506 731,00;556 542,00;1,82
128;-7;Коммерцбанк (Евразия);3333;Москва и обл.;31 000 508,00;31 586 871,00;-586 363,00;-1,86
129;2;Газбанк;2316;Самарская обл.;29 881 718,00;29 322 950,00;558 768,00;1,91
130;0;Банк АВБ;23;Самарская обл.;29 781 848,00;29 547 506,00;234 342,00;0,79
131;2;Банк «Советский»;558;Санкт-Петербург и обл.;29 510 003,00;28 841 569,00;668 434,00;2,32
132;-7;АМБ Банк;3036;Москва и обл.;29 469 540,00;30 579 377,00;-1 109 837,00;-3,63
133;2;Дальневосточный Банк;843;Приморский край;28 894 234,00;28 839 335,00;54 899,00;0,19
134;3;РосинтерБанк;226;Москва и обл.;28 889 054,00;27 628 464,00;1 260 590,00;4,56
135;1;Пушкино;391;Москва и обл.;28 673 001,00;28 647 821,00;25 180,00;0,09
136;-2;Агропромкредит;2880;Москва и обл.;28 523 571,00;28 839 718,00;-316 147,00;-1,10
137;6;МБА-Москва;3395;Москва и обл.;27 961 910,00;26 682 327,00;1 279 583,00;4,80
138;3;Липецккомбанк;1242;Липецкая обл.;27 384 291,00;27 073 941,00;310 350,00;1,15
139;0;Севергазбанк;2816;Вологодская обл.;27 353 837,00;27 357 053,00;-3 216,00;-0,01
140;4;Интерпрогрессбанк;600;Москва и обл.;27 335 882,00;26 173 343,00;1 162 539,00;4,44
141;-1;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;27 007 128,00;27 347 050,00;-339 922,00;-1,24
142;5;Кредит Урал Банк;2584;Челябинская обл.;26 563 488,00;24 787 149,00;1 776 339,00;7,17
143;-5;Банк Проектного Финансирования;1677;Москва и обл.;26 227 549,00;27 538 628,00;-1 311 079,00;-4,76
144;-12;Мой Банк;2939;Москва и обл.;26 068 941,00;28 859 808,00;-2 790 867,00;-9,67
145;-3;Образование;1521;Москва и обл.;26 001 604,00;27 055 025,00;-1 053 421,00;-3,89
146;0;Акибанк;2587;Татарстан;25 982 559,00;25 559 692,00;422 867,00;1,65
147;-2;Национальный Резервный Банк;2170;Москва и обл.;25 813 233,00;25 652 228,00;161 005,00;0,63
148;0;БыстроБанк;1745;Удмуртия;25 605 159,00;24 557 116,00;1 048 043,00;4,27
149;26;Югра;880;Тюменская обл.;25 488 574,00;19 726 454,00;5 762 120,00;29,21
150;0;Европейский Трастовый Банк;2968;Москва и обл.;25 144 203,00;23 978 458,00;1 165 745,00;4,86
151;-2;М2М Прайвет Банк;1414;Москва и обл.;24 570 401,00;24 459 081,00;111 320,00;0,46
152;1;Солидарность;554;Самарская обл.;24 452 710,00;23 632 744,00;819 966,00;3,47
153;-1;БМВ Банк;3482;Москва и обл.;24 301 672,00;23 714 736,00;586 936,00;2,47
154;0;Русстройбанк;3205;Москва и обл.;23 915 157,00;23 561 825,00;353 332,00;1,50
155;-4;Мосстройэкономбанк (М Банк);948;Москва и обл.;23 820 050,00;23 750 671,00;69 379,00;0,29
156;0;Приморье;3001;Приморский край;23 739 245,00;23 218 193,00;521 052,00;2,24
157;8;Финпромбанк (ФПБ Банк);2157;Москва и обл.;23 242 558,00;21 196 538,00;2 046 020,00;9,65
158;-3;Модульбанк;1927;Костромская обл.;23 230 533,00;23 442 800,00;-212 267,00;-0,91
159;-1;ПЧРБ Банк;3291;Москва и обл.;22 832 565,00;22 743 523,00;89 042,00;0,39
160;1;Москоммерцбанк;3365;Москва и обл.;22 641 947,00;22 131 026,00;510 921,00;2,31
161;-4;ГПБ-Ипотека;2403;Москва и обл.;22 549 149,00;22 923 561,00;-374 412,00;-1,63
162;-3;Стройкредит;18;Москва и обл.;22 431 991,00;22 643 042,00;-211 051,00;-0,93
163;1;ББР Банк;2929;Москва и обл.;22 383 143,00;21 378 949,00;1 004 194,00;4,70
164;-2;Девон-Кредит;1972;Татарстан;22 174 062,00;22 081 561,00;92 501,00;0,42
165;-5;Аверс;415;Татарстан;21 981 993,00;22 442 181,00;-460 188,00;-2,05
166;7;Военно-Промышленный Банк;3065;Москва и обл.;21 926 073,00;20 122 206,00;1 803 867,00;8,96
167;2;Урал ФД;249;Пермская обл.;21 306 690,00;20 980 671,00;326 019,00;1,55
168;-2;Альта-Банк;2269;Москва и обл.;21 257 726,00;21 153 558,00;104 168,00;0,49
169;-1;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;21 199 081,00;21 103 757,00;95 324,00;0,45
170;-3;ФИА-Банк;2542;Самарская обл.;21 133 375,00;21 110 385,00;22 990,00;0,11
171;1;С банк;2581;Москва и обл.;20 914 702,00;20 506 150,00;408 552,00;1,99
172;-9;Натиксис Банк;3390;Москва и обл.;20 684 902,00;21 565 457,00;-880 555,00;-4,08
173;38;БКС Банк;101;Новосибирская обл.;20 642 068,00;15 038 019,00;5 604 049,00;37,27
174;-4;Спурт Банк;2207;Татарстан;20 443 475,00;20 598 456,00;-154 981,00;-0,75
175;-4;Тимер Банк;1581;Татарстан;20 260 754,00;20 563 953,00;-303 199,00;-1,47
176;-2;Огни Москвы;2328;Москва и обл.;20 163 966,00;20 051 136,00;112 830,00;0,56
177;-1;Пойдем!;2534;Москва и обл.;19 834 086,00;19 556 353,00;277 733,00;1,42
178;-1;Легион;3117;Москва и обл.;19 652 494,00;19 394 144,00;258 350,00;1,33
179;0;Интехбанк;2705;Татарстан;19 485 546,00;18 958 920,00;526 626,00;2,78
180;-2;НОМОС-Региобанк;539;Хабаровский край;19 142 286,00;19 260 880,00;-118 594,00;-0,62
181;0;Фольксваген Банк Рус;3500;Москва и обл.;18 941 345,00;18 647 732,00;293 613,00;1,57
182;2;МАСТ-Банк;3267;Москва и обл.;18 927 958,00;18 010 163,00;917 795,00;5,10
183;-3;Рост Банк;2888;Москва и обл.;18 742 728,00;18 812 656,00;-69 928,00;-0,37
184;7;Балтика;967;Санкт-Петербург и обл.;18 696 721,00;17 173 277,00;1 523 444,00;8,87
185;-3;Алмазэргиэнбанк;2602;Саха (Якутия);18 626 453,00;18 317 436,00;309 017,00;1,69
186;-3;Мерседес-Бенц Банк Рус;3473;Москва и обл.;18 591 409,00;18 181 279,00;410 130,00;2,26
187;-1;Западный;2598;Москва и обл.;18 416 992,00;17 760 753,00;656 239,00;3,69
188;-3;Уралтрансбанк;812;Свердловская обл.;18 395 836,00;17 923 526,00;472 310,00;2,64
189;-1;Фининвест;671;Санкт-Петербург и обл.;17 665 530,00;17 544 469,00;121 061,00;0,69
190;4;АктивКапитал Банк;3006;Самарская обл.;17 660 185,00;17 059 771,00;600 414,00;3,52
191;-4;Норвик Банк;902;Кировская обл.;17 573 440,00;17 598 751,00;-25 311,00;-0,14
192;7;Эллипс Банк;1950;Нижегородская обл.;17 204 977,00;16 589 512,00;615 465,00;3,71
193;3;Первомайский;518;Краснодарский край;17 151 006,00;16 910 209,00;240 797,00;1,42
194;-1;Инвесткапиталбанк;2377;Башкортостан;17 118 497,00;17 134 262,00;-15 765,00;-0,09
195;-3;Энергобанк;67;Татарстан;16 998 736,00;17 139 579,00;-140 843,00;-0,82
196;2;Форштадт;2208;Оренбургская обл.;16 961 097,00;16 621 678,00;339 419,00;2,04
197;4;Развитие-Столица;3013;Москва и обл.;16 922 260,00;16 371 981,00;550 279,00;3,36
198;-1;Газэнергобанк;3252;Калужская обл.;16 911 038,00;16 657 001,00;254 037,00;1,53
199;1;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;16 703 440,00;16 472 492,00;230 948,00;1,40
200;-10;Тольяттихимбанк;2507;Самарская обл.;16 558 307,00;17 263 321,00;-705 014,00;-4,08
201;-6;Сведбанк;3064;Москва и обл.;16 313 996,00;17 050 120,00;-736 124,00;-4,32
202;3;Алеф-Банк;2119;Москва и обл.;16 103 052,00;15 515 315,00;587 737,00;3,79
203;4;Ланта-Банк;1920;Москва и обл.;15 972 009,00;15 440 118,00;531 891,00;3,44
204;-2;НБД-Банк;1966;Нижегородская обл.;15 925 898,00;15 728 702,00;197 196,00;1,25
205;-16;Платежный Центр;3166;Новосибирская обл.;15 740 920,00;17 316 616,00;-1 575 696,00;-9,10
206;-3;Курскпромбанк;735;Курская обл.;15 730 120,00;15 690 347,00;39 773,00;0,25
207;7;Энерготрансбанк;1307;Калининградская обл.;15 555 535,00;14 749 627,00;805 908,00;5,46
208;0;Гута-Банк;256;Москва и обл.;15 541 198,00;15 364 474,00;176 724,00;1,15
209;-3;ВУЗ-Банк;1557;Свердловская обл.;15 386 718,00;15 487 964,00;-101 246,00;-0,65
210;-6;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;15 359 787,00;15 575 933,00;-216 146,00;-1,39
211;-2;Морской Банк;77;Москва и обл.;15 346 053,00;15 311 630,00;34 423,00;0,22
212;-2;Энергомашбанк;52;Санкт-Петербург и обл.;15 230 342,00;15 258 268,00;-27 926,00;-0,18
213;2;Гаранти Банк — Москва;3275;Москва и обл.;15 158 599,00;14 424 357,00;734 242,00;5,09
214;11;Расчетно-Кредитный Банк;103;Москва и обл.;14 921 502,00;13 592 071,00;1 329 431,00;9,78
215;-3;СтарБанк;548;Москва и обл.;14 918 269,00;14 954 510,00;-36 241,00;-0,24
216;21;Транспортный;3174;Москва и обл.;14 412 353,00;12 337 334,00;2 075 019,00;16,82
217;4;ТЭМБР-Банк;2764;Москва и обл.;14 212 166,00;13 981 559,00;230 607,00;1,65
218;0;РосДорБанк;1573;Москва и обл.;14 124 348,00;14 173 061,00;-48 713,00;-0,34
219;1;АйМаниБанк;1975;Москва и обл.;14 035 558,00;14 037 667,00;-2 109,00;-0,02
220;-4;Банк ПСА Финанс Рус;3481;Москва и обл.;14 026 783,00;14 412 165,00;-385 382,00;-2,67
221;-8;Александровский;53;Санкт-Петербург и обл.;13 993 140,00;14 906 594,00;-913 454,00;-6,13
222;-5;Аресбанк;2914;Москва и обл.;13 779 459,00;14 297 551,00;-518 092,00;-3,62
223;3;Хлынов;254;Кировская обл.;13 673 985,00;13 574 851,00;99 134,00;0,73
224;7;Гранд Инвест Банк;3053;Москва и обл.;13 647 155,00;12 885 358,00;761 797,00;5,91
225;-2;Национальная Факторинговая Компания;3437;Москва и обл.;13 598 522,00;13 758 274,00;-159 752,00;-1,16
226;2;СИАБ;3245;Санкт-Петербург и обл.;13 374 501,00;13 475 351,00;-100 850,00;-0,75
227;-8;Квантмобайл Банк;1189;Омская обл.;13 326 117,00;14 105 851,00;-779 734,00;-5,53
228;-4;Держава;2738;Москва и обл.;13 300 970,00;13 599 069,00;-298 099,00;-2,19
229;4;Интрастбанк;3144;Москва и обл.;13 258 113,00;12 788 135,00;469 978,00;3,68
230;-1;Транснациональный Банк;2108;Москва и обл.;13 225 277,00;13 080 795,00;144 482,00;1,10
231;-9;АйСиБиСи Банк;3475;Москва и обл.;13 050 493,00;13 913 200,00;-862 707,00;-6,20
232;0;Рублев;3098;Москва и обл.;13 049 362,00;12 818 244,00;231 118,00;1,80
233;-3;Московское Ипотечное Агентство;3344;Москва и обл.;13 039 738,00;13 017 117,00;22 621,00;0,17
234;2;Нацинвестпромбанк;3077;Москва и обл.;13 022 939,00;12 461 273,00;561 666,00;4,51
235;-1;Национальный Банк Развития Бизнеса;2795;Москва и обл.;12 899 195,00;12 659 455,00;239 740,00;1,89
236;-9;Центркомбанк;2983;Москва и обл.;12 709 107,00;13 483 185,00;-774 078,00;-5,74
237;3;Банк Расчетов и Сбережений;2617;Москва и обл.;12 568 949,00;12 046 505,00;522 444,00;4,34
238;-3;Миллениум Банк;3423;Москва и обл.;12 554 469,00;12 497 717,00;56 752,00;0,45
239;12;НК Банк;2755;Москва и обл.;12 439 834,00;10 699 590,00;1 740 244,00;16,26
240;-1;Банк Город;2644;Москва и обл.;12 291 928,00;12 053 368,00;238 560,00;1,98
241;9;Углеметбанк;2997;Челябинская обл.;12 000 692,00;10 743 931,00;1 256 761,00;11,70
242;2;Банк24.ру;2227;Свердловская обл.;11 834 306,00;11 266 829,00;567 477,00;5,04
243;-1;МАК-Банк;1088;Москва и обл.;11 650 117,00;11 883 819,00;-233 702,00;-1,97
244;3;Денизбанк Москва;3330;Москва и обл.;11 536 794,00;11 084 263,00;452 531,00;4,08
245;-4;Банк Финсервис;3388;Москва и обл.;11 516 621,00;11 909 638,00;-393 017,00;-3,30
246;-3;Солидарность (Москва);1555;Москва и обл.;11 508 298,00;11 716 659,00;-208 361,00;-1,78
247;-9;БайкалБанк;2632;Бурятия;11 338 203,00;12 088 471,00;-750 268,00;-6,21
248;-3;Банк Акцепт;567;Новосибирская обл.;11 267 407,00;11 149 683,00;117 724,00;1,06
249;-3;Метробанк;2548;Москва и обл.;11 185 858,00;11 137 398,00;48 460,00;0,44
250;-2;Экономбанк;1319;Саратовская обл.;11 159 369,00;11 058 767,00;100 602,00;0,91
251;-2;Русский Ипотечный Банк;1968;Москва и обл.;11 067 707,00;10 863 251,00;204 456,00;1,88
252;15;Международный Акционерный Банк;1987;Москва и обл.;10 889 640,00;9 993 691,00;895 949,00;8,97
253;-1;Прио-Внешторгбанк;212;Рязанская обл.;10 852 061,00;10 661 062,00;190 999,00;1,79
254;9;Расчетная Палата РТС;3335;Москва и обл.;10 826 065,00;10 206 529,00;619 536,00;6,07
255;-1;Росавтобанк;2767;Москва и обл.;10 787 621,00;10 518 707,00;268 914,00;2,56
256;5;Экопромбанк;2011;Пермская обл.;10 745 008,00;10 275 932,00;469 076,00;4,56
257;-2;Европейский;1616;Калининградская обл.;10 735 498,00;10 468 301,00;267 197,00;2,55
258;-2;Росэксимбанк;2790;Москва и обл.;10 652 047,00;10 437 475,00;214 572,00;2,06
259;10;Унифин;2654;Москва и обл.;10 622 531,00;9 836 337,00;786 194,00;7,99
260;-3;Екатеринбург;3161;Свердловская обл.;10 593 932,00;10 437 371,00;156 561,00;1,50
