Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Апрель, 2014, тыс. рублей;Март, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
23;-1;Ситибанк;2557;Москва и обл.;326 676 067,00;364 731 007,00;-38 054 940,00;-10,43
24;-1;МДМ Банк;2562;Новосибирская обл.;325 694 696,00;339 788 707,00;-14 094 011,00;-4,15
25;0;Нордеа Банк;3016;Москва и обл.;308 767 387,00;290 434 975,00;18 332 412,00;6,31
26;0;Петрокоммерц;1776;Москва и обл.;272 222 932,00;270 724 998,00;1 497 934,00;0,55
27;2;Банк Зенит;3255;Москва и обл.;258 196 861,00;255 379 901,00;2 816 960,00;1,10
28;-1;ИНГ Банк;2495;Москва и обл.;252 537 920,00;265 524 585,00;-12 986 665,00;-4,89
29;-1;Глобэкс;1942;Москва и обл.;252 371 462,00;264 076 968,00;-11 705 506,00;-4,43
30;0;Восточный Банк;1460;Амурская обл.;251 995 833,00;254 776 529,00;-2 780 696,00;-1,09
31;0;Траст;3279;Москва и обл.;248 856 357,00;226 918 248,00;21 938 109,00;9,67
32;2;Банк «Открытие»;2179;Москва и обл.;226 622 559,00;218 569 117,00;8 053 442,00;3,68
33;-1;Возрождение;1439;Москва и обл.;225 626 421,00;225 221 699,00;404 722,00;0,18
34;-1;Бинбанк;323;Москва и обл.;220 667 971,00;221 584 703,00;-916 732,00;-0,41
35;0;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;215 887 057,00;215 337 726,00;549 331,00;0,26
36;3;СМП Банк;3368;Москва и обл.;209 951 872,00;177 448 885,00;32 502 987,00;18,32
37;-1;Московский Индустриальный Банк;912;Москва и обл.;195 488 324,00;194 888 068,00;600 256,00;0,31
38;0;МТС Банк;2268;Москва и обл.;192 921 941,00;189 270 415,00;3 651 526,00;1,93
39;-2;Новикомбанк;2546;Москва и обл.;186 175 863,00;192 634 771,00;-6 458 908,00;-3,35
40;1;Внешпромбанк;3261;Москва и обл.;170 357 447,00;170 459 990,00;-102 543,00;-0,06
41;1;Кредит Европа Банк;3311;Москва и обл.;161 563 021,00;155 959 338,00;5 603 683,00;3,59
42;-2;ОТП Банк;2766;Москва и обл.;159 071 267,00;171 900 448,00;-12 829 181,00;-7,46
43;0;Совкомбанк;963;Костромская обл.;151 454 877,00;147 243 072,00;4 211 805,00;2,86
44;0;Транскапиталбанк;2210;Москва и обл.;146 860 866,00;145 878 018,00;982 848,00;0,67
45;3;РосЕвроБанк;3137;Москва и обл.;137 085 188,00;130 759 215,00;6 325 973,00;4,84
46;-1;Дойче Банк;3328;Москва и обл.;135 590 414,00;140 694 093,00;-5 103 679,00;-3,63
47;0;МСП Банк;3340;Москва и обл.;134 592 378,00;131 804 472,00;2 787 906,00;2,12
48;4;Абсолют Банк;2306;Москва и обл.;131 962 083,00;125 086 459,00;6 875 624,00;5,50
49;-3;СКБ-Банк;705;Свердловская обл.;129 694 125,00;131 839 920,00;-2 145 795,00;-1,63
50;-1;Татфондбанк;3058;Татарстан;129 630 902,00;129 473 219,00;157 683,00;0,12
51;2;РГС Банк;3073;Москва и обл.;125 741 139,00;120 338 548,00;5 402 591,00;4,49
52;2;Банк ДОМ.РФ;2312;Москва и обл.;123 037 986,00;117 605 257,00;5 432 729,00;4,62
53;-2;Инвестторгбанк;2763;Москва и обл.;122 459 708,00;125 339 404,00;-2 879 696,00;-2,30
54;-4;Ренессанс Кредит;3354;Москва и обл.;120 467 980,00;125 674 797,00;-5 206 817,00;-4,14
55;1;Русфинанс Банк;1792;Самарская обл.;118 975 673,00;116 136 727,00;2 838 946,00;2,44
56;1;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;117 983 451,00;116 075 019,00;1 908 432,00;1,64
57;1;Тинькофф Банк;2673;Москва и обл.;116 858 388,00;114 289 325,00;2 569 063,00;2,25
58;3;ДельтаКредит;3338;Москва и обл.;113 859 822,00;106 643 154,00;7 216 668,00;6,77
59;0;Авангард;2879;Москва и обл.;111 327 976,00;110 886 175,00;441 801,00;0,40
60;2;Пробизнесбанк;2412;Москва и обл.;108 736 721,00;106 061 206,00;2 675 515,00;2,52
61;-1;Национальный Расчетный Депозитарий;3294;Москва и обл.;108 085 894,00;109 873 576,00;-1 787 682,00;-1,63
62;1;Пересвет;2110;Москва и обл.;105 681 084,00;103 111 299,00;2 569 785,00;2,49
63;-8;БНП Париба Банк;3407;Москва и обл.;96 176 264,00;117 598 031,00;-21 421 767,00;-18,22
64;1;Российский Кредит;324;Москва и обл.;94 364 777,00;88 221 353,00;6 143 424,00;6,96
65;-1;Запсибкомбанк;918;Тюменская обл.;93 673 179,00;93 450 397,00;222 782,00;0,24
66;4;Всероссийский Банк Развития Регионов;3287;Москва и обл.;89 992 339,00;80 444 333,00;9 548 006,00;11,87
67;2;Банк БФА;3038;Санкт-Петербург и обл.;88 422 434,00;83 047 171,00;5 375 263,00;6,47
68;9;Банк Интеза;2216;Москва и обл.;87 837 934,00;73 137 644,00;14 700 290,00;20,10
69;-2;ЦентроКредит;121;Москва и обл.;85 099 887,00;83 266 848,00;1 833 039,00;2,20
70;-2;Нота-Банк;2913;Москва и обл.;83 616 150,00;83 218 277,00;397 873,00;0,48
71;-5;Союз;2307;Москва и обл.;83 148 523,00;85 212 672,00;-2 064 149,00;-2,42
72;-1;Локо-Банк;2707;Москва и обл.;79 592 560,00;79 731 591,00;-139 031,00;-0,17
73;0;Центр-инвест;2225;Ростовская обл.;79 552 213,00;77 871 190,00;1 681 023,00;2,16
74;-2;Рост Банк;2888;Москва и обл.;79 159 489,00;78 773 219,00;386 270,00;0,49
75;7;Сетелем Банк;2168;Москва и обл.;77 580 303,00;70 019 391,00;7 560 912,00;10,80
76;-1;Роскосмосбанк;2989;Москва и обл.;75 220 662,00;75 179 592,00;41 070,00;0,05
77;3;КИТ Финанс Инвестиционный Банк;1911;Санкт-Петербург и обл.;72 964 486,00;70 288 687,00;2 675 799,00;3,81
78;-2;Балтийский Банк;128;Москва и обл.;72 857 735,00;74 598 865,00;-1 741 130,00;-2,33
79;-5;Связной Банк;1961;Москва и обл.;72 210 353,00;76 454 243,00;-4 243 890,00;-5,55
80;1;Балтинвестбанк;3176;Санкт-Петербург и обл.;70 088 135,00;70 120 201,00;-32 066,00;-0,05
81;-3;СБ Банк (Судостроительный банк);2999;Москва и обл.;69 922 038,00;72 220 544,00;-2 298 506,00;-3,18
82;-3;Сургутнефтегазбанк;588;Тюменская обл.;67 844 566,00;71 818 661,00;-3 974 095,00;-5,53
83;1;Международный Финансовый Клуб;2618;Москва и обл.;67 396 090,00;67 391 427,00;4 663,00;0,01
84;-1;Юниаструм Банк;2771;Москва и обл.;65 922 746,00;67 841 147,00;-1 918 401,00;-2,83
85;2;Московский Областной Банк;1751;Москва и обл.;65 327 138,00;63 697 714,00;1 629 424,00;2,56
86;0;Металлинвестбанк;2440;Москва и обл.;64 184 295,00;64 811 599,00;-627 304,00;-0,97
87;1;Югра;880;Тюменская обл.;62 739 249,00;61 194 129,00;1 545 120,00;2,52
88;1;Первобанк;3461;Самарская обл.;61 553 831,00;60 263 484,00;1 290 347,00;2,14
89;-4;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;60 108 207,00;65 355 557,00;-5 247 350,00;-8,03
90;0;Собинбанк;1317;Москва и обл.;58 034 719,00;57 626 793,00;407 926,00;0,71
91;1;Интеркоммерц Банк;1657;Москва и обл.;57 256 597,00;53 555 625,00;3 700 972,00;6,91
92;18;Экспо Финанс;2594;Москва и обл.;53 599 383,00;38 790 727,00;14 808 656,00;38,18
93;2;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;53 085 747,00;49 945 474,00;3 140 273,00;6,29
94;0;Тойота Банк;3470;Москва и обл.;52 865 337,00;51 293 993,00;1 571 344,00;3,06
95;-2;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;51 949 673,00;52 961 323,00;-1 011 650,00;-1,91
96;0;Кубань Кредит;2518;Краснодарский край;49 878 760,00;49 774 982,00;103 778,00;0,21
97;1;РосинтерБанк;226;Москва и обл.;49 693 273,00;48 342 877,00;1 350 396,00;2,79
98;1;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;48 805 006,00;46 111 553,00;2 693 453,00;5,84
99;-2;Таврический Банк;2304;Санкт-Петербург и обл.;47 439 536,00;49 289 325,00;-1 849 789,00;-3,75
100;2;Национальный Стандарт;3421;Москва и обл.;47 366 084,00;43 491 398,00;3 874 686,00;8,91
101;-1;Еврофинанс Моснарбанк;2402;Москва и обл.;46 438 379,00;44 488 704,00;1 949 675,00;4,38
102;3;Экспобанк;2998;Москва и обл.;44 429 523,00;42 218 351,00;2 211 172,00;5,24
103;-2;Межтопэнергобанк;2956;Москва и обл.;43 567 546,00;44 130 733,00;-563 187,00;-1,28
104;0;Экспресс-Волга;3085;Саратовская обл.;43 250 188,00;42 304 598,00;945 590,00;2,24
105;-2;Коммерцбанк (Евразия);3333;Москва и обл.;41 891 881,00;43 022 684,00;-1 130 803,00;-2,63
106;0;Народный Кредит;2401;Москва и обл.;40 432 984,00;41 196 017,00;-763 033,00;-1,85
107;6;Меткомбанк (Череповец);901;Вологодская обл.;40 321 863,00;38 418 943,00;1 902 920,00;4,95
108;-1;Первый Республиканский Банк;1730;Москва и обл.;40 129 467,00;40 054 725,00;74 742,00;0,19
109;3;Аверс;415;Татарстан;39 265 646,00;38 498 628,00;767 018,00;1,99
110;1;Интерпрогрессбанк;600;Москва и обл.;39 061 863,00;38 718 173,00;343 690,00;0,89
111;8;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;38 733 142,00;36 880 122,00;1 853 020,00;5,02
112;6;Русский Международный Банк;3123;Москва и обл.;38 631 073,00;36 894 162,00;1 736 911,00;4,71
113;-5;Фора-Банк;1885;Москва и обл.;38 417 530,00;39 621 347,00;-1 203 817,00;-3,04
114;-5;НС Банк;3124;Москва и обл.;38 162 676,00;39 269 614,00;-1 106 938,00;-2,82
115;0;Примсоцбанк;2733;Приморский край;37 423 914,00;37 872 572,00;-448 658,00;-1,18
116;4;Крайинвестбанк;3360;Краснодарский край;37 080 891,00;36 862 187,00;218 704,00;0,59
117;6;Кольцо Урала;65;Свердловская обл.;37 057 062,00;36 336 688,00;720 374,00;1,98
118;-27;Бинбанк Диджитал;2827;Москва и обл.;36 810 288,00;54 794 815,00;-17 984 527,00;-32,82
119;-2;БФГ-Кредит;3068;Москва и обл.;36 755 252,00;37 634 921,00;-879 669,00;-2,34
120;1;Челиндбанк;485;Челябинская обл.;36 623 890,00;36 677 007,00;-53 117,00;-0,14
121;-7;СДМ-Банк;1637;Москва и обл.;36 540 210,00;37 880 991,00;-1 340 781,00;-3,54
122;2;Банк «Советский»;558;Санкт-Петербург и обл.;36 428 928,00;36 097 407,00;331 521,00;0,92
123;3;Почта Банк;650;Москва и обл.;36 410 386,00;34 758 084,00;1 652 302,00;4,75
124;20;ББР Банк;2929;Москва и обл.;36 310 788,00;30 245 136,00;6 065 652,00;20,05
125;-3;Интерпромбанк;3266;Москва и обл.;36 053 632,00;36 406 510,00;-352 878,00;-0,97
126;-1;Саровбизнесбанк;2048;Нижегородская обл.;35 649 567,00;35 845 041,00;-195 474,00;-0,55
127;-11;Челябинвестбанк;493;Челябинская обл.;35 596 999,00;37 685 157,00;-2 088 158,00;-5,54
128;5;Фольксваген Банк Рус;3500;Москва и обл.;33 209 534,00;32 058 071,00;1 151 463,00;3,59
129;3;Образование;1521;Москва и обл.;33 196 550,00;32 282 072,00;914 478,00;2,83
130;0;Росэнергобанк;2211;Москва и обл.;33 185 266,00;32 649 322,00;535 944,00;1,64
131;-4;Левобережный;1343;Новосибирская обл.;33 117 174,00;34 015 010,00;-897 836,00;-2,64
132;2;Финпромбанк (ФПБ Банк);2157;Москва и обл.;33 013 934,00;32 018 970,00;994 964,00;3,11
133;-5;БыстроБанк;1745;Удмуртия;32 748 015,00;33 702 575,00;-954 560,00;-2,83
134;-3;Агропромкредит;2880;Москва и обл.;32 634 953,00;32 412 429,00;222 524,00;0,69
135;6;Банк Финсервис;3388;Москва и обл.;32 346 183,00;30 823 991,00;1 522 192,00;4,94
136;-7;МБА-Москва;3395;Москва и обл.;32 335 227,00;33 074 058,00;-738 831,00;-2,23
137;6;Мосстройэкономбанк (М Банк);948;Москва и обл.;31 347 429,00;30 269 223,00;1 078 206,00;3,56
138;-3;Газбанк;2316;Самарская обл.;31 186 791,00;31 862 721,00;-675 930,00;-2,12
139;-2;Военно-Промышленный Банк;3065;Москва и обл.;30 929 213,00;31 294 756,00;-365 543,00;-1,17
140;-4;Севергазбанк;2816;Вологодская обл.;30 843 928,00;31 684 286,00;-840 358,00;-2,65
141;-2;АМБ Банк;3036;Москва и обл.;30 551 941,00;31 238 143,00;-686 202,00;-2,20
142;-4;Западный;2598;Москва и обл.;30 134 810,00;31 249 815,00;-1 115 005,00;-3,57
143;-3;Банк АВБ;23;Самарская обл.;29 998 996,00;30 885 912,00;-886 916,00;-2,87
144;5;Девон-Кредит;1972;Татарстан;29 823 947,00;27 710 687,00;2 113 260,00;7,63
145;2;Дальневосточный Банк;843;Приморский край;29 269 739,00;29 013 260,00;256 479,00;0,88
146;-4;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;28 870 723,00;30 357 303,00;-1 486 580,00;-4,90
147;1;Кедр;1574;Красноярский край;28 010 108,00;28 798 964,00;-788 856,00;-2,74
148;3;Русстройбанк;3205;Москва и обл.;27 225 679,00;26 909 358,00;316 321,00;1,18
149;13;Эллипс Банк;1950;Нижегородская обл.;26 964 622,00;23 262 461,00;3 702 161,00;15,91
150;-4;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Костромская обл.;26 683 095,00;29 661 697,00;-2 978 602,00;-10,04
151;1;Липецккомбанк;1242;Липецкая обл.;25 983 777,00;26 656 979,00;-673 202,00;-2,53
152;-2;М2М Прайвет Банк;1414;Москва и обл.;25 694 056,00;27 404 969,00;-1 710 913,00;-6,24
153;4;Кредит Урал Банк;2584;Челябинская обл.;25 447 696,00;25 171 854,00;275 842,00;1,10
154;0;Приморье;3001;Приморский край;25 294 722,00;25 832 731,00;-538 009,00;-2,08
155;1;ПЧРБ Банк;3291;Москва и обл.;25 108 634,00;25 602 554,00;-493 920,00;-1,93
156;-3;Акибанк;2587;Татарстан;25 042 361,00;25 879 681,00;-837 320,00;-3,24
157;-2;Транспортный;3174;Москва и обл.;24 460 715,00;25 605 490,00;-1 144 775,00;-4,47
158;3;Модульбанк;1927;Костромская обл.;24 258 565,00;23 733 191,00;525 374,00;2,21
159;0;Урал ФД;249;Пермская обл.;23 913 858,00;24 081 141,00;-167 283,00;-0,69
160;0;Альта-Банк;2269;Москва и обл.;23 585 100,00;23 808 928,00;-223 828,00;-0,94
161;5;Балтика;967;Санкт-Петербург и обл.;23 458 444,00;22 227 307,00;1 231 137,00;5,54
162;-4;БКС Банк;101;Новосибирская обл.;23 197 642,00;24 636 283,00;-1 438 641,00;-5,84
163;2;Москоммерцбанк;3365;Москва и обл.;22 767 563,00;22 572 998,00;194 565,00;0,86
164;6;Интехбанк;2705;Татарстан;22 526 987,00;21 914 346,00;612 641,00;2,80
165;12;Мерседес-Бенц Банк Рус;3473;Москва и обл.;22 442 780,00;20 427 243,00;2 015 537,00;9,87
166;5;Спурт Банк;2207;Татарстан;22 289 129,00;21 717 914,00;571 215,00;2,63
167;1;АйСиБиСи Банк;3475;Москва и обл.;22 274 894,00;22 167 176,00;107 718,00;0,49
168;-5;БМВ Банк;3482;Москва и обл.;22 268 370,00;23 122 353,00;-853 983,00;-3,69
169;-5;Натиксис Банк;3390;Москва и обл.;22 194 874,00;22 842 349,00;-647 475,00;-2,83
170;-1;Солидарность;554;Самарская обл.;21 619 683,00;22 006 528,00;-386 845,00;-1,76
171;10;Алеф-Банк;2119;Москва и обл.;21 198 388,00;19 702 291,00;1 496 097,00;7,59
172;0;Огни Москвы;2328;Москва и обл.;21 152 670,00;21 294 814,00;-142 144,00;-0,67
173;-28;Банк Кредит Свисс;2494;Москва и обл.;21 144 867,00;30 130 008,00;-8 985 141,00;-29,82
174;2;Легион;3117;Москва и обл.;20 794 541,00;20 506 937,00;287 604,00;1,40
175;4;АйМаниБанк;1975;Москва и обл.;20 637 021,00;20 292 764,00;344 257,00;1,70
176;2;АктивКапитал Банк;3006;Самарская обл.;20 615 166,00;20 356 774,00;258 392,00;1,27
177;-3;Тимер Банк;1581;Татарстан;20 285 644,00;20 792 353,00;-506 709,00;-2,44
178;2;ФИА-Банк;2542;Самарская обл.;20 279 969,00;20 053 754,00;226 215,00;1,13
179;7;Морской Банк;77;Москва и обл.;19 996 135,00;19 216 858,00;779 277,00;4,06
180;9;Энергобанк;67;Татарстан;19 858 889,00;18 536 972,00;1 321 917,00;7,13
181;-6;Алмазэргиэнбанк;2602;Саха (Якутия);19 521 302,00;20 669 602,00;-1 148 300,00;-5,56
182;1;Гута-Банк;256;Москва и обл.;19 324 622,00;19 469 088,00;-144 466,00;-0,74
183;7;Тольяттихимбанк;2507;Самарская обл.;19 305 904,00;18 097 846,00;1 208 058,00;6,68
184;-2;Фининвест;671;Санкт-Петербург и обл.;19 302 261,00;19 631 913,00;-329 652,00;-1,68
185;3;Ланта-Банк;1920;Москва и обл.;18 889 985,00;18 730 289,00;159 696,00;0,85
186;-1;Национальный Резервный Банк;2170;Москва и обл.;18 675 885,00;19 362 013,00;-686 128,00;-3,54
187;0;ГПБ-Ипотека;2403;Москва и обл.;18 478 111,00;19 172 592,00;-694 481,00;-3,62
188;-4;Держава;2738;Москва и обл.;18 381 993,00;19 402 233,00;-1 020 240,00;-5,26
189;2;Уралтрансбанк;812;Свердловская обл.;17 736 948,00;18 000 491,00;-263 543,00;-1,46
190;2;Норвик Банк;902;Кировская обл.;17 732 248,00;17 785 351,00;-53 103,00;-0,30
191;2;Форштадт;2208;Оренбургская обл.;17 656 316,00;17 546 725,00;109 591,00;0,62
192;4;Курскпромбанк;735;Курская обл.;17 608 119,00;17 268 542,00;339 577,00;1,97
193;5;Московское Ипотечное Агентство;3344;Москва и обл.;17 044 403,00;16 820 800,00;223 603,00;1,33
194;3;НБД-Банк;1966;Нижегородская обл.;16 816 950,00;16 881 196,00;-64 246,00;-0,38
195;6;Транснациональный Банк;2108;Москва и обл.;16 729 188,00;16 610 735,00;118 453,00;0,71
196;-1;Платежный Центр;3166;Новосибирская обл.;16 663 144,00;17 288 886,00;-625 742,00;-3,62
197;2;Инвесткапиталбанк;2377;Башкортостан;16 548 842,00;16 798 326,00;-249 484,00;-1,49
198;2;Пойдем!;2534;Москва и обл.;16 530 809,00;16 753 911,00;-223 102,00;-1,33
199;5;МАСТ-Банк;3267;Москва и обл.;16 464 824,00;16 193 495,00;271 329,00;1,68
200;2;Энерготрансбанк;1307;Калининградская обл.;16 464 216,00;16 572 862,00;-108 646,00;-0,66
201;9;Александровский;53;Санкт-Петербург и обл.;15 994 646,00;15 222 009,00;772 637,00;5,08
202;25;Нацинвестпромбанк;3077;Москва и обл.;15 832 034,00;13 702 770,00;2 129 264,00;15,54
203;6;Развитие-Столица;3013;Москва и обл.;15 536 634,00;15 238 585,00;298 049,00;1,96
204;7;Интрастбанк;3144;Москва и обл.;15 473 591,00;15 219 924,00;253 667,00;1,67
205;1;Газэнергобанк;3252;Калужская обл.;15 342 894,00;15 395 301,00;-52 407,00;-0,34
206;7;Автоторгбанк;2776;Москва и обл.;15 326 155,00;15 005 078,00;321 077,00;2,14
207;-2;Аресбанк;2914;Москва и обл.;15 237 326,00;15 431 651,00;-194 325,00;-1,26
208;-14;Гаранти Банк — Москва;3275;Москва и обл.;15 196 423,00;17 458 166,00;-2 261 743,00;-12,96
209;10;РосДорБанк;1573;Москва и обл.;15 188 129,00;14 758 233,00;429 896,00;2,91
210;4;Гранд Инвест Банк;3053;Москва и обл.;14 992 180,00;14 931 859,00;60 321,00;0,40
211;10;Рублев;3098;Москва и обл.;14 899 636,00;14 706 639,00;192 997,00;1,31
212;5;Банк Город;2644;Москва и обл.;14 829 882,00;14 863 394,00;-33 512,00;-0,23
213;12;ОФК Банк;2270;Москва и обл.;14 780 728,00;14 306 278,00;474 450,00;3,32
214;-2;Расчетно-Кредитный Банк;103;Москва и обл.;14 745 159,00;15 158 561,00;-413 402,00;-2,73
215;5;Хлынов;254;Кировская обл.;14 727 636,00;14 708 411,00;19 225,00;0,13
216;2;Квантмобайл Банк;1189;Омская обл.;14 724 289,00;14 855 836,00;-131 547,00;-0,89
217;-2;СтарБанк;548;Москва и обл.;14 636 377,00;14 926 438,00;-290 061,00;-1,94
218;6;Национальная Факторинговая Компания;3437;Москва и обл.;14 632 513,00;14 425 444,00;207 069,00;1,44
219;4;Национальный Банк Развития Бизнеса;2795;Москва и обл.;14 520 976,00;14 427 461,00;93 515,00;0,65
220;-13;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;14 428 061,00;15 394 705,00;-966 644,00;-6,28
221;-5;НК Банк;2755;Москва и обл.;14 256 845,00;14 896 461,00;-639 616,00;-4,29
222;-14;Первомайский;518;Краснодарский край;14 210 079,00;15 306 335,00;-1 096 256,00;-7,16
223;6;Денизбанк Москва;3330;Москва и обл.;13 743 498,00;13 513 764,00;229 734,00;1,70
224;-21;Объединенный Капитал;2611;Санкт-Петербург и обл.;13 460 682,00;16 564 335,00;-3 103 653,00;-18,74
225;7;Анталбанк;3115;Москва и обл.;13 367 476,00;13 172 712,00;194 764,00;1,48
226;49;Бэнк оф Чайна;2309;Москва и обл.;13 332 777,00;10 046 305,00;3 286 472,00;32,71
227;8;ВУЗ-Банк;1557;Свердловская обл.;13 278 375,00;12 783 117,00;495 258,00;3,87
228;26;Эс-Би-Ай Банк;3185;Москва и обл.;13 276 951,00;11 036 827,00;2 240 124,00;20,30
229;1;БайкалБанк;2632;Бурятия;13 209 394,00;13 463 352,00;-253 958,00;-1,89
230;1;СЭБ Банк;3235;Санкт-Петербург и обл.;13 028 781,00;13 340 629,00;-311 848,00;-2,34
231;3;Социнвестбанк;1132;Башкортостан;12 938 351,00;12 894 252,00;44 099,00;0,34
232;91;РЕСО Кредит;3450;Москва и обл.;12 935 930,00;7 362 984,00;5 572 946,00;75,69
233;4;Банк ПСА Финанс Рус;3481;Москва и обл.;12 806 498,00;12 512 509,00;293 989,00;2,35
234;6;Центркомбанк;2983;Москва и обл.;12 731 892,00;12 313 591,00;418 301,00;3,40
235;45;Тройка-Д Банк;3431;Москва и обл.;12 719 216,00;9 576 877,00;3 142 339,00;32,81
236;-8;Клиентский;2324;Москва и обл.;12 672 621,00;13 580 799,00;-908 178,00;-6,69
237;-1;Банк Акцепт;567;Новосибирская обл.;12 531 782,00;12 634 582,00;-102 800,00;-0,81
238;-5;ТЭМБР-Банк;2764;Москва и обл.;12 369 587,00;13 003 434,00;-633 847,00;-4,87
239;5;Тусар;2712;Москва и обл.;12 287 707,00;11 939 418,00;348 289,00;2,92
240;-1;Хованский;2145;Москва и обл.;12 247 559,00;12 335 505,00;-87 946,00;-0,71
241;-3;Росавтобанк;2767;Москва и обл.;12 223 359,00;12 353 792,00;-130 433,00;-1,06
242;4;Данске Банк;3307;Санкт-Петербург и обл.;12 131 596,00;11 759 110,00;372 486,00;3,17
243;-2;СИАБ;3245;Санкт-Петербург и обл.;12 071 478,00;12 227 821,00;-156 343,00;-1,28
244;-2;Экономбанк;1319;Саратовская обл.;11 898 796,00;12 139 525,00;-240 729,00;-1,98
245;12;Русьуниверсалбанк;3293;Москва и обл.;11 854 079,00;10 851 700,00;1 002 379,00;9,24
246;-3;Метробанк;2548;Москва и обл.;11 814 256,00;12 091 182,00;-276 926,00;-2,29
247;2;Солидарность (Москва);1555;Москва и обл.;11 680 180,00;11 379 451,00;300 729,00;2,64
248;-3;Русский Ипотечный Банк;1968;Москва и обл.;11 442 469,00;11 814 592,00;-372 123,00;-3,15
249;3;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;11 408 030,00;11 165 825,00;242 205,00;2,17
250;13;Гарант-Инвест;2576;Москва и обл.;11 214 243,00;10 609 716,00;604 527,00;5,70
251;4;Росэксимбанк;2790;Москва и обл.;11 178 311,00;11 031 411,00;146 900,00;1,33
252;-4;Экопромбанк;2011;Пермская обл.;11 151 348,00;11 500 420,00;-349 072,00;-3,04
253;11;РН Банк;170;Москва и обл.;11 131 656,00;10 544 973,00;586 683,00;5,56
254;-3;Банк24.ру;2227;Свердловская обл.;11 009 556,00;11 179 097,00;-169 541,00;-1,52
255;1;Темпбанк;55;Москва и обл.;10 968 899,00;10 870 672,00;98 227,00;0,90
256;9;Прио-Внешторгбанк;212;Рязанская обл.;10 850 962,00;10 543 129,00;307 833,00;2,92
257;-4;Екатеринбург;3161;Свердловская обл.;10 848 547,00;11 045 059,00;-196 512,00;-1,78
258;10;Кредит-Москва;5;Москва и обл.;10 784 133,00;10 384 916,00;399 217,00;3,84
259;-9;Унифин;2654;Москва и обл.;10 739 851,00;11 266 485,00;-526 634,00;-4,67
