Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Октябрь, 2017, тыс. рублей;Сентябрь, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
527;-9;Дружба;990;Тюменская обл.;497 029,00;502 265,00;-5 236,00;-1,04
528;-5;Лэнд Кредит;1478;Москва и обл.;493 728,00;465 892,00;27 836,00;5,97
529;2;Финчер;3486;Москва и обл.;493 505,00;401 648,00;91 857,00;22,87
530;-9;Жилстройбанк;2769;Москва и обл.;489 663,00;477 416,00;12 247,00;2,57
531;;Мобильная карта;3522;Санкт-Петербург и обл.;483 117,00;-;-;
532;-8;Рента-Банк;3095;Москва и обл.;470 743,00;452 781,00;17 962,00;3,97
533;-11;Логос;3233;Москва и обл.;463 330,00;472 505,00;-9 175,00;-1,94
534;-9;Банк Берейт;3505;Санкт-Петербург и обл.;461 493,00;451 720,00;9 773,00;2,16
535;-9;Стар Альянс;3433;Москва и обл.;448 319,00;440 539,00;7 780,00;1,77
536;-1;Европейский Стандарт;3200;Москва и обл.;436 745,00;371 540,00;65 205,00;17,55
537;-8;Единая касса;3512;Москва и обл.;435 305,00;415 238,00;20 067,00;4,83
538;-11;Эко-Инвест;3116;Москва и обл.;424 068,00;426 284,00;-2 216,00;-0,52
539;-11;Континенталь;3184;Ставропольский край;412 628,00;420 880,00;-8 252,00;-1,96
540;-8;РИБ;2749;Москва и обл.;405 907,00;384 198,00;21 709,00;5,65
541;-8;Тайдон;2085;Кемеровская обл.;376 969,00;379 552,00;-2 583,00;-0,68
542;-6;Северстройбанк;3507;Вологодская обл.;371 381,00;367 603,00;3 778,00;1,03
543;-13;Альтернатива;3452;Москва и обл.;370 087,00;404 391,00;-34 304,00;-8,48
544;-7;Объединенная Расчетная Система;3342;Москва и обл.;366 984,00;339 041,00;27 943,00;8,24
545;-7;Промсвязьинвест;2761;Дагестан;334 602,00;318 994,00;15 608,00;4,89
546;-6;Нарат;1902;Саратовская обл.;308 086,00;307 987,00;99,00;0,03
547;-6;Рунэтбанк;2829;Москва и обл.;302 762,00;306 860,00;-4 098,00;-1,34
548;-6;Деньги.Мэйл.Ру;3511;Москва и обл.;296 371,00;296 371,00;0,00;0
549;-10;Лидер;3304;Москва и обл.;280 632,00;309 525,00;-28 893,00;-9,33
550;-16;Монета.ру;3508;Марий Эл;274 973,00;374 566,00;-99 593,00;-26,59
551;-7;Сетевая Расчетная Палата;3332;Татарстан;251 899,00;250 895,00;1 004,00;0,40
552;-9;Русское Финансовое Общество;3427;Москва и обл.;248 772,00;275 703,00;-26 931,00;-9,77
553;-8;Красноярский Краевой Расчетный Центр;3483;Красноярский край;216 039,00;199 930,00;16 109,00;8,06
554;-8;Моби.Деньги;3523;Москва и обл.;187 915,00;187 915,00;0,00;0
555;-8;Элексир;3533;Москва и обл.;187 668,00;187 081,00;587,00;0,31
556;-8;Платежи и Расчеты;3324;Самарская обл.;162 789,00;158 226,00;4 563,00;2,88
557;-6;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;160 297,00;143 590,00;16 707,00;11,64
558;-9;Электронный платежный сервис;3509;Москва и обл.;142 173,00;156 071,00;-13 898,00;-8,90
559;-9;Платежный Клиринговый Дом;3343;Москва и обл.;139 146,00;144 487,00;-5 341,00;-3,70
560;;ПэйЮ;3518;Москва и обл.;130 950,00;-;-;
561;;Платежный Стандарт;3530;Новосибирская обл.;128 708,00;-;-;
562;;Р-Инкас;3536;Москва и обл.;120 204,00;-;-;
563;-11;Вест;2605;Москва и обл.;104 961,00;103 098,00;1 863,00;1,81
564;-11;Премиум;3514;Москва и обл.;77 980,00;77 980,00;0,00;0
565;-11;Умут;2435;Дагестан;76 520,00;75 564,00;956,00;1,27
566;-11;Дальний Восток;3318;Приморский край;59 775,00;59 990,00;-215,00;-0,36
567;;Элплат;3535;Удмуртия;39 496,00;-;-;
568;;Перспектива;3532;Омская обл.;38 781,00;-;-;
569;-13;Инновационный Расчетный Центр;3447;Москва и обл.;23 523,00;22 127,00;1 396,00;6,31
570;;Инэко;3520;Ивановская обл.;21 653,00;-;-;
571;-14;АРБ-Инкасс;3353;Москва и обл.;20 366,00;21 408,00;-1 042,00;-4,87
572;-14;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;15 332,00;17 770,00;-2 438,00;-13,72
573;-14;21 Век;3309;Санкт-Петербург и обл.;12 948,00;12 692,00;256,00;2,02
