Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Май, 2019, тыс. рублей;Апрель, 2019, тыс. рублей;Изменение, тыс. рублей;Изменение, %
51;3;Запсибкомбанк;918;Тюменская обл.;134 262 625,00;134 482 118,00;-219 493,00;-0,16
52;6;Роскосмосбанк;2989;Москва и обл.;130 709 879,00;122 498 863,00;8 211 016,00;6,70
53;-4;Национальный Расчетный Депозитарий;3294;Москва и обл.;123 408 670,00;149 231 074,00;-25 822 404,00;-17,30
54;3;Банк Финсервис;3388;Москва и обл.;122 868 801,00;122 513 721,00;355 080,00;0,29
55;5;МСП Банк;3340;Москва и обл.;122 807 448,00;116 852 083,00;5 955 365,00;5,10
56;-1;Росэксимбанк;2790;Москва и обл.;122 793 294,00;130 503 419,00;-7 710 125,00;-5,91
57;-1;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;120 216 993,00;122 792 462,00;-2 575 469,00;-2,10
58;1;Нордеа Банк;3016;Москва и обл.;119 354 603,00;122 040 133,00;-2 685 530,00;-2,20
59;2;ЦентроКредит;121;Москва и обл.;118 351 245,00;113 593 207,00;4 758 038,00;4,19
60;2;Центр-инвест;2225;Ростовская обл.;114 428 711,00;112 854 380,00;1 574 331,00;1,40
61;-11;Аверс;415;Татарстан;113 515 830,00;146 270 401,00;-32 754 571,00;-22,39
62;4;РН Банк;170;Москва и обл.;107 582 380,00;101 417 348,00;6 165 032,00;6,08
63;1;Таврический Банк;2304;Санкт-Петербург и обл.;104 966 804,00;105 285 519,00;-318 715,00;-0,30
64;1;ВУЗ-Банк;1557;Свердловская обл.;103 555 933,00;103 452 678,00;103 255,00;0,10
65;-2;СКБ-Банк;705;Свердловская обл.;101 057 735,00;108 759 493,00;-7 701 758,00;-7,08
66;2;Балтинвестбанк;3176;Санкт-Петербург и обл.;98 608 660,00;94 531 238,00;4 077 422,00;4,31
67;0;Кубань Кредит;2518;Краснодарский край;97 613 017,00;97 629 427,00;-16 410,00;-0,02
68;1;Союз;2307;Москва и обл.;95 919 438,00;93 109 019,00;2 810 419,00;3,02
69;1;Локо-Банк;2707;Москва и обл.;92 608 311,00;88 443 230,00;4 165 081,00;4,71
70;1;Металлинвестбанк;2440;Москва и обл.;88 176 535,00;87 373 095,00;803 440,00;0,92
71;2;Экспобанк;2998;Москва и обл.;84 276 652,00;81 444 814,00;2 831 838,00;3,48
72;2;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;79 476 004,00;80 055 022,00;-579 018,00;-0,72
73;4;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;77 813 119,00;71 003 195,00;6 809 924,00;9,59
74;1;Дойче Банк;3328;Москва и обл.;75 550 671,00;73 777 145,00;1 773 526,00;2,40
75;3;Тойота Банк;3470;Москва и обл.;73 802 023,00;70 581 912,00;3 220 111,00;4,56
76;-4;Мидзухо Банк;3337;Москва и обл.;73 344 157,00;84 952 796,00;-11 608 639,00;-13,66
77;8;БКС Банк;101;Москва и обл.;70 368 923,00;61 953 111,00;8 415 812,00;13,58
78;-2;РГС Банк;3073;Москва и обл.;69 017 310,00;72 560 792,00;-3 543 482,00;-4,88
79;14;Банк Кредит Свисс;2494;Москва и обл.;68 511 717,00;55 695 372,00;12 816 345,00;23,01
80;2;Эм-Ю-Эф-Джи Банк (Евразия);3465;Москва и обл.;68 190 006,00;64 546 930,00;3 643 076,00;5,64
81;0;СДМ-Банк;1637;Москва и обл.;67 287 118,00;65 828 415,00;1 458 703,00;2,22
82;9;АйСиБиСи Банк;3475;Москва и обл.;65 374 240,00;58 656 443,00;6 717 797,00;11,45
83;-4;Коммерцбанк (Евразия);3333;Москва и обл.;65 140 328,00;68 277 787,00;-3 137 459,00;-4,60
84;0;Банк Интеза;2216;Москва и обл.;64 240 460,00;62 567 411,00;1 673 049,00;2,67
85;-5;Севергазбанк;2816;Вологодская обл.;63 497 848,00;66 774 910,00;-3 277 062,00;-4,91
86;-3;Примсоцбанк;2733;Приморский край;62 597 940,00;62 678 856,00;-80 916,00;-0,13
87;1;Мир Бизнес Банк;3396;Москва и обл.;62 574 822,00;60 561 909,00;2 012 913,00;3,32
88;-2;Левобережный;1343;Новосибирская обл.;62 079 745,00;61 213 594,00;866 151,00;1,41
89;-2;Тимер Банк;1581;Татарстан;60 703 370,00;60 634 115,00;69 255,00;0,11
90;5;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;60 473 614,00;53 945 359,00;6 528 255,00;12,10
91;-2;Балтийский Банк;128;Санкт-Петербург и обл.;60 092 569,00;60 047 998,00;44 571,00;0,07
92;-2;Крайинвестбанк;3360;Краснодарский край;59 832 817,00;60 000 949,00;-168 132,00;-0,28
93;6;СЭБ Банк;3235;Санкт-Петербург и обл.;57 193 050,00;50 026 519,00;7 166 531,00;14,33
94;2;Челиндбанк;485;Челябинская обл.;53 217 966,00;52 846 523,00;371 443,00;0,70
95;-1;ББР Банк;2929;Москва и обл.;53 214 771,00;54 195 814,00;-981 043,00;-1,81
96;1;Челябинвестбанк;493;Челябинская обл.;52 006 591,00;51 850 062,00;156 529,00;0,30
97;11;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;51 295 131,00;44 098 442,00;7 196 689,00;16,32
98;7;Киви Банк;2241;Москва и обл.;51 089 340,00;45 952 271,00;5 137 069,00;11,18
99;5;БНП Париба Банк;3407;Москва и обл.;49 762 298,00;46 126 510,00;3 635 788,00;7,88
100;-2;Фора-Банк;1885;Москва и обл.;49 478 436,00;50 716 871,00;-1 238 435,00;-2,44
101;-1;Генбанк;2490;Симферополь;48 432 357,00;49 129 195,00;-696 838,00;-1,42
102;-1;Газэнергобанк;3252;Калужская обл.;47 951 657,00;47 825 831,00;125 826,00;0,26
103;4;Энерготрансбанк;1307;Калининградская обл.;46 820 233,00;44 372 091,00;2 448 142,00;5,52
104;9;Платежный Центр;3166;Новосибирская обл.;46 448 121,00;39 708 067,00;6 740 054,00;16,97
105;4;Саровбизнесбанк;2048;Нижегородская обл.;43 752 820,00;43 724 448,00;28 372,00;0,06
106;-3;Объединенный Капитал;2611;Санкт-Петербург и обл.;42 258 572,00;46 188 316,00;-3 929 744,00;-8,51
107;-1;Фольксваген Банк Рус;3500;Москва и обл.;42 154 803,00;44 642 656,00;-2 487 853,00;-5,57
108;6;Бэнк оф Чайна;2309;Москва и обл.;41 332 322,00;39 418 159,00;1 914 163,00;4,86
109;8;БМВ Банк;3482;Москва и обл.;40 809 855,00;37 330 751,00;3 479 104,00;9,32
110;2;Национальный Стандарт;3421;Москва и обл.;40 171 398,00;40 061 411,00;109 987,00;0,27
111;-9;Международный Финансовый Клуб;2618;Москва и обл.;39 961 656,00;47 012 598,00;-7 050 942,00;-15,00
112;4;Солидарность;554;Самарская обл.;39 030 304,00;38 148 732,00;881 572,00;2,31
113;2;БыстроБанк;1745;Удмуртия;38 700 386,00;38 272 437,00;427 949,00;1,12
114;-4;Интерпрогрессбанк;600;Москва и обл.;37 586 624,00;41 179 890,00;-3 593 266,00;-8,73
115;3;Кольцо Урала;65;Свердловская обл.;37 066 786,00;36 824 167,00;242 619,00;0,66
116;-5;Аресбанк;2914;Москва и обл.;36 959 571,00;40 596 918,00;-3 637 347,00;-8,96
117;3;Дальневосточный Банк;843;Приморский край;35 123 055,00;34 911 262,00;211 793,00;0,61
118;4;Кредит Урал Банк;2584;Челябинская обл.;35 002 238,00;32 809 205,00;2 193 033,00;6,68
119;2;Приморье;3001;Приморский край;34 219 669,00;33 011 761,00;1 207 908,00;3,66
120;-1;Дж. П. Морган Банк;2629;Москва и обл.;33 425 019,00;34 971 994,00;-1 546 975,00;-4,42
121;3;Интерпромбанк;3266;Москва и обл.;33 157 959,00;32 317 403,00;840 556,00;2,60
122;7;ЦМРБанк;3531;Москва и обл.;31 508 923,00;27 023 443,00;4 485 480,00;16,60
123;3;Квантмобайл Банк;1189;Москва и обл.;31 247 328,00;30 489 476,00;757 852,00;2,49
124;1;НС Банк;3124;Москва и обл.;30 769 732,00;30 522 712,00;247 020,00;0,81
125;-2;Девон-Кредит;1972;Татарстан;30 606 003,00;32 508 343,00;-1 902 340,00;-5,85
126;1;Алмазэргиэнбанк;2602;Саха (Якутия);28 821 783,00;29 098 415,00;-276 632,00;-0,95
127;3;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;27 122 537,00;26 178 377,00;944 160,00;3,61
128;3;Курскпромбанк;735;Курская обл.;26 292 507,00;25 896 678,00;395 829,00;1,53
129;5;Урал ФД;249;Пермская обл.;26 123 042,00;24 231 276,00;1 891 766,00;7,81
130;-2;Ланта-Банк;1920;Москва и обл.;26 113 487,00;28 893 897,00;-2 780 410,00;-9,62
131;5;МС Банк Рус;2789;Москва и обл.;25 445 383,00;23 729 094,00;1 716 289,00;7,23
132;0;Акибанк;2587;Татарстан;24 824 370,00;25 616 093,00;-791 723,00;-3,09
133;0;Мерседес-Бенц Банк Рус;3473;Москва и обл.;24 794 649,00;24 511 870,00;282 779,00;1,15
134;1;Энергобанк;67;Татарстан;24 425 147,00;23 982 089,00;443 058,00;1,85
135;5;Москоммерцбанк;3365;Москва и обл.;23 628 563,00;22 481 115,00;1 147 448,00;5,10
136;1;Хлынов;254;Кировская обл.;23 349 885,00;23 278 134,00;71 751,00;0,31
137;2;Экономбанк;1319;Саратовская обл.;23 022 094,00;22 979 550,00;42 544,00;0,19
138;9;Джей энд Ти Банк;3061;Москва и обл.;21 235 315,00;19 127 124,00;2 108 191,00;11,02
139;4;НБД-Банк;1966;Нижегородская обл.;20 902 813,00;21 097 522,00;-194 709,00;-0,92
140;-2;Татсоцбанк;480;Татарстан;20 788 831,00;23 088 290,00;-2 299 459,00;-9,96
141;3;Банк Акцепт;567;Новосибирская обл.;20 543 291,00;20 751 513,00;-208 222,00;-1,00
142;11;Натиксис Банк;3390;Москва и обл.;20 261 877,00;18 190 738,00;2 071 139,00;11,39
143;-2;Тольяттихимбанк;2507;Самарская обл.;20 137 673,00;21 756 838,00;-1 619 165,00;-7,44
144;1;Агропромкредит;2880;Москва и обл.;20 131 670,00;20 583 830,00;-452 160,00;-2,20
145;6;Держава;2738;Москва и обл.;19 271 000,00;18 555 612,00;715 388,00;3,86
146;0;Липецккомбанк;1242;Липецкая обл.;19 129 451,00;19 188 883,00;-59 432,00;-0,31
147;-5;Чайна Констракшн;3515;Москва и обл.;18 980 503,00;21 108 587,00;-2 128 084,00;-10,08
148;0;Пойдем!;2534;Москва и обл.;18 976 382,00;19 066 832,00;-90 450,00;-0,47
149;5;Ури Банк;3479;Москва и обл.;18 824 285,00;17 984 428,00;839 857,00;4,67
150;-1;Александровский;53;Санкт-Петербург и обл.;18 812 055,00;18 768 074,00;43 981,00;0,23
151;-1;Московское Ипотечное Агентство;3344;Москва и обл.;17 848 052,00;18 641 269,00;-793 217,00;-4,26
152;4;Алеф-Банк;2119;Москва и обл.;17 410 618,00;17 062 713,00;347 905,00;2,04
153;-1;Денизбанк Москва;3330;Москва и обл.;17 145 471,00;18 296 885,00;-1 151 414,00;-6,29
154;1;Кошелев-Банк;3300;Самарская обл.;17 099 866,00;17 517 964,00;-418 098,00;-2,39
155;4;Ишбанк;2867;Москва и обл.;16 863 476,00;16 443 487,00;419 989,00;2,55
156;1;Данске Банк;3307;Санкт-Петербург и обл.;16 458 499,00;16 837 938,00;-379 439,00;-2,25
157;1;Инбанк;1829;Москва и обл.;16 430 040,00;16 708 221,00;-278 181,00;-1,66
158;5;Прио-Внешторгбанк;212;Рязанская обл.;16 031 660,00;16 243 214,00;-211 554,00;-1,30
159;5;Консервативный Коммерческий Банк;1087;Астраханская обл.;15 826 587,00;15 891 824,00;-65 237,00;-0,41
160;6;Развитие-Столица;3013;Москва и обл.;15 589 891,00;15 663 027,00;-73 136,00;-0,47
161;1;РосДорБанк;1573;Москва и обл.;15 493 223,00;16 247 879,00;-754 656,00;-4,64
162;12;Национальная Факторинговая Компания;3437;Москва и обл.;15 384 301,00;14 583 116,00;801 185,00;5,49
163;2;Морской Банк;77;Москва и обл.;15 323 470,00;15 729 104,00;-405 634,00;-2,58
164;-3;НК Банк;2755;Москва и обл.;15 233 674,00;16 306 381,00;-1 072 707,00;-6,58
165;2;Гарант-Инвест;2576;Москва и обл.;14 890 698,00;15 048 894,00;-158 196,00;-1,05
166;2;Норвик Банк;902;Кировская обл.;14 768 877,00;14 896 207,00;-127 330,00;-0,85
167;2;Форштадт;2208;Оренбургская обл.;14 744 017,00;14 851 189,00;-107 172,00;-0,72
168;2;Модульбанк;1927;Костромская обл.;14 643 715,00;14 733 346,00;-89 631,00;-0,61
169;4;Собинбанк;1317;Москва и обл.;14 596 157,00;14 583 563,00;12 594,00;0,09
170;2;Промтрансбанк;2638;Башкортостан;14 515 825,00;14 644 425,00;-128 600,00;-0,88
171;5;Ассоциация;732;Нижегородская обл.;14 365 604,00;14 305 122,00;60 482,00;0,42
172;-1;Финанс Бизнес Банк;520;Москва и обл.;14 340 966,00;14 680 450,00;-339 484,00;-2,31
173;4;Национальный Резервный Банк;2170;Москва и обл.;14 318 060,00;13 886 733,00;431 327,00;3,11
174;4;Банк Казани;708;Татарстан;13 373 535,00;13 532 757,00;-159 222,00;-1,18
175;5;КС Банк;1752;Мордовия;12 758 380,00;12 683 970,00;74 410,00;0,59
176;-1;Нацинвестпромбанк;3077;Москва и обл.;12 654 404,00;14 509 665,00;-1 855 261,00;-12,79
177;4;Чайнасельхозбанк;3529;Москва и обл.;12 541 300,00;12 555 792,00;-14 492,00;-0,12
178;5;Реалист Банк;1067;Иркутская обл.;12 381 549,00;12 180 760,00;200 789,00;1,65
179;3;НИКО-Банк;702;Оренбургская обл.;11 967 323,00;12 429 346,00;-462 023,00;-3,72
180;4;Нижневолжский Коммерческий Банк;931;Саратовская обл.;11 876 066,00;11 743 503,00;132 563,00;1,13
181;4;Датабанк;646;Удмуртия;11 460 620,00;11 679 487,00;-218 867,00;-1,87
182;5;Банк Оренбург;3269;Оренбургская обл.;11 454 133,00;11 574 704,00;-120 571,00;-1,04
183;5;Руснарбанк;3403;Москва и обл.;11 394 256,00;11 362 479,00;31 777,00;0,28
184;2;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;11 383 398,00;11 640 117,00;-256 719,00;-2,21
185;4;ТЭМБР-Банк;2764;Москва и обл.;11 346 666,00;11 360 640,00;-13 974,00;-0,12
186;4;МБА-Москва;3395;Москва и обл.;10 998 897,00;11 103 070,00;-104 173,00;-0,94
187;7;Снежинский;1376;Челябинская обл.;10 715 698,00;10 626 468,00;89 230,00;0,84
188;8;Солид Банк;1329;Приморский край;10 592 716,00;10 568 308,00;24 408,00;0,23
189;6;Юг-Инвестбанк;2772;Краснодарский край;10 544 104,00;10 617 972,00;-73 868,00;-0,70
190;7;Русьуниверсалбанк;3293;Москва и обл.;10 523 822,00;10 426 384,00;97 438,00;0,93
191;1;Банк БКФ;2684;Москва и обл.;10 510 022,00;10 662 527,00;-152 505,00;-1,43
192;-13;ЮMoney;3510;Россия;10 468 594,00;13 019 849,00;-2 551 255,00;-19,60
193;7;РЕСО Кредит;3450;Москва и обл.;9 978 937,00;9 597 827,00;381 110,00;3,97
194;4;Екатеринбург;3161;Свердловская обл.;9 910 085,00;10 260 269,00;-350 184,00;-3,41
195;-2;Банк Раунд;2506;Москва и обл.;9 766 957,00;10 631 308,00;-864 351,00;-8,13
196;13;Углеметбанк;2997;Челябинская обл.;9 714 366,00;7 967 422,00;1 746 944,00;21,93
197;4;Банк Жилищного Финансирования;3138;Москва и обл.;9 547 098,00;9 402 211,00;144 887,00;1,54
198;-38;Инкахран;3454;Москва и обл.;9 455 800,00;16 314 074,00;-6 858 274,00;-42,04
199;3;Автоторгбанк;2776;Москва и обл.;8 819 068,00;9 321 842,00;-502 774,00;-5,39
200;6;Энергомашбанк;52;Санкт-Петербург и обл.;8 492 629,00;8 550 334,00;-57 705,00;-0,67
201;7;Томскпромстройбанк;1720;Томская обл.;8 366 281,00;8 266 779,00;99 502,00;1,20
202;5;Эксперт Банк;2949;Омская обл.;8 266 980,00;8 419 889,00;-152 909,00;-1,82
203;1;Эс-Би-Ай Банк;3185;Москва и обл.;8 259 076,00;8 804 646,00;-545 570,00;-6,20
204;1;Хакасский Муниципальный Банк;1049;Хакасия;8 209 176,00;8 671 657,00;-462 481,00;-5,33
205;-2;Морган Стэнли Банк;3456;Москва и обл.;8 127 807,00;8 888 777,00;-760 970,00;-8,56
206;7;Ю Би Эс Банк;3463;Москва и обл.;7 874 844,00;7 831 302,00;43 542,00;0,56
207;3;Нейва;1293;Свердловская обл.;7 861 447,00;7 924 894,00;-63 447,00;-0,80
208;6;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 822 328,00;7 766 726,00;55 602,00;0,72
209;3;Кранбанк;2271;Ивановская обл.;7 696 208,00;7 845 222,00;-149 014,00;-1,90
210;1;Московский Нефтехимический Банк;1411;Москва и обл.;7 613 697,00;7 846 097,00;-232 400,00;-2,96
211;5;Трансстройбанк;2807;Москва и обл.;7 603 177,00;7 557 775,00;45 402,00;0,60
212;-13;Ростфинанс;481;Ростовская обл.;7 496 419,00;9 908 331,00;-2 411 912,00;-24,34
213;2;Нефтепромбанк;2156;Москва и обл.;7 419 122,00;7 612 018,00;-192 896,00;-2,53
214;4;Актив Банк;2529;Мордовия;7 411 706,00;7 448 572,00;-36 866,00;-0,49
215;2;Зираат Банк;2559;Москва и обл.;7 397 242,00;7 527 839,00;-130 597,00;-1,73
216;3;Белгородсоцбанк;760;Белгородская обл.;7 323 716,00;7 289 220,00;34 496,00;0,47
217;34;Голдман Сакс Банк;3490;Москва и обл.;7 162 580,00;4 977 960,00;2 184 620,00;43,89
218;3;СИАБ;3245;Санкт-Петербург и обл.;7 113 654,00;7 019 450,00;94 204,00;1,34
219;4;Сити Инвест Банк;3194;Санкт-Петербург и обл.;6 943 705,00;6 832 330,00;111 375,00;1,63
220;0;Ставропольпромстройбанк;1288;Ставропольский край;6 867 997,00;7 069 482,00;-201 485,00;-2,85
221;1;Вокбанк;312;Нижегородская обл.;6 759 396,00;6 943 483,00;-184 087,00;-2,65
222;8;Северный Народный Банк;2721;Коми;6 705 247,00;6 525 322,00;179 925,00;2,76
223;4;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;6 600 758,00;6 627 576,00;-26 818,00;-0,40
224;2;Сибсоцбанк;2015;Алтайский край;6 561 034,00;6 662 046,00;-101 012,00;-1,52
225;0;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 539 242,00;6 780 607,00;-241 365,00;-3,56
226;5;Земский Банк;2900;Самарская обл.;6 510 046,00;6 474 461,00;35 585,00;0,55
227;8;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 401 417,00;6 329 138,00;72 279,00;1,14
228;1;Проминвестбанк;2433;Москва и обл.;6 355 524,00;6 563 685,00;-208 161,00;-3,17
229;-5;Гута-Банк;256;Москва и обл.;6 327 951,00;6 789 391,00;-461 440,00;-6,80
230;2;Финам Банк;2799;Москва и обл.;6 311 239,00;6 415 697,00;-104 458,00;-1,63
231;8;Славия;2664;Москва и обл.;6 280 270,00;6 072 994,00;207 276,00;3,41
232;1;Агророс;2860;Саратовская обл.;6 267 473,00;6 364 219,00;-96 746,00;-1,52
233;4;Новобанк;1352;Новгородская обл.;6 254 738,00;6 176 715,00;78 023,00;1,26
234;2;Автоградбанк;1455;Татарстан;6 243 051,00;6 258 832,00;-15 781,00;-0,25
235;15;Банк ПСА Финанс Рус;3481;Москва и обл.;6 167 514,00;5 173 288,00;994 226,00;19,22
236;-2;Енисейский Объединенный Банк;2645;Красноярский край;6 142 011,00;6 349 164,00;-207 153,00;-3,26
237;-9;ФорБанк;2063;Москва и обл.;6 085 850,00;6 618 120,00;-532 270,00;-8,04
238;17;Платина;2347;Москва и обл.;6 054 452,00;4 845 804,00;1 208 648,00;24,94
239;-1;Кузнецкий;609;Пензенская обл.;6 009 266,00;6 075 671,00;-66 405,00;-1,09
240;1;Кубаньторгбанк;478;Краснодарский край;5 852 841,00;5 918 625,00;-65 784,00;-1,11
241;4;Венец;524;Ульяновская обл.;5 834 369,00;5 733 720,00;100 649,00;1,76
242;0;Русь;704;Оренбургская обл.;5 832 722,00;5 870 753,00;-38 031,00;-0,65
243;-3;Газтрансбанк;665;Краснодарский край;5 797 314,00;5 937 969,00;-140 655,00;-2,37
244;-1;Черноморский банк развития и реконструкции;3527;Симферополь;5 716 427,00;5 856 456,00;-140 029,00;-2,39
245;2;Азия-Инвест Банк;3303;Москва и обл.;5 584 978,00;5 383 772,00;201 206,00;3,74
246;-2;Альба Альянс;2593;Москва и обл.;5 423 708,00;5 745 984,00;-322 276,00;-5,61
247;-1;Зенит Сочи;232;Краснодарский край;5 352 451,00;5 539 597,00;-187 146,00;-3,38
248;4;Нэклис-Банк;1671;Москва и обл.;5 175 678,00;4 970 678,00;205 000,00;4,12
249;-1;Москва-Сити;3247;Москва и обл.;5 056 233,00;5 288 228,00;-231 995,00;-4,39
250;-1;Камский Коммерческий Банк;438;Татарстан;4 726 576,00;5 240 822,00;-514 246,00;-9,81
251;5;Чувашкредитпромбанк;1280;Чувашия;4 718 206,00;4 799 281,00;-81 075,00;-1,69
252;6;Севастопольский Морской Банк;3528;Севастополь;4 717 425,00;4 532 116,00;185 309,00;4,09
253;0;Роял Кредит Банк;783;Приморский край;4 700 962,00;4 944 139,00;-243 177,00;-4,92
254;3;Горбанк;2982;Санкт-Петербург и обл.;4 655 798,00;4 764 978,00;-109 180,00;-2,29
255;12;Индустриальный Сберегательный Банк;3175;Москва и обл.;4 380 783,00;3 977 818,00;402 965,00;10,13
256;13;Крокус-Банк;2682;Москва и обл.;4 271 122,00;3 927 962,00;343 160,00;8,74
257;13;Бланк Банк;2368;Москва и обл.;4 249 381,00;3 874 888,00;374 493,00;9,66
258;38;ФинТех;3499;Москва и обл.;4 201 509,00;3 055 135,00;1 146 374,00;37,52
259;4;Заубер Банк;1614;Санкт-Петербург и обл.;4 169 233,00;4 090 984,00;78 249,00;1,91
