Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Октябрь, 2012, тыс. рублей;Сентябрь, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
528;26;Компания Розничного Кредитования;3385;Москва и обл.;2 373 350,00;2 022 385,00;350 965,00;17,35
529;-1;Мираф-Банк;2244;Омская обл.;2 362 812,00;2 333 655,00;29 157,00;1,25
530;-7;Бум-Банк;1137;Кабардино-Балкария;2 341 605,00;2 351 342,00;-9 737,00;-0,41
531;42;Анталбанк;3115;Москва и обл.;2 325 066,00;1 927 539,00;397 527,00;20,62
532;3;ИРС;272;Москва и обл.;2 321 887,00;2 212 622,00;109 265,00;4,94
533;-13;Объединенный Резервный Банк;937;Москва и обл.;2 321 163,00;2 359 703,00;-38 540,00;-1,63
534;-9;ФорБанк;2063;Алтайский край;2 320 891,00;2 345 121,00;-24 230,00;-1,03
535;29;Эргобанк;2856;Москва и обл.;2 300 517,00;1 964 882,00;335 635,00;17,08
536;0;Владпромбанк;870;Владимирская обл.;2 293 241,00;2 209 820,00;83 421,00;3,78
537;1;Риал-Кредит;3393;Москва и обл.;2 289 399,00;2 173 487,00;115 912,00;5,33
538;-6;Резерв;2364;Челябинская обл.;2 262 967,00;2 316 759,00;-53 792,00;-2,32
539;8;Пурпе;709;Тюменская обл.;2 258 542,00;2 114 914,00;143 628,00;6,79
540;4;Ваш Личный Банк;1222;Иркутская обл.;2 246 392,00;2 136 387,00;110 005,00;5,15
541;39;Тендер-Банк;2252;Москва и обл.;2 233 566,00;1 888 721,00;344 845,00;18,26
542;-3;МФБанк;3163;Москва и обл.;2 229 550,00;2 172 100,00;57 450,00;2,64
543;17;Церих;3278;Орловская обл.;2 225 289,00;1 981 932,00;243 357,00;12,28
544;8;Элита;1399;Калужская обл.;2 220 611,00;2 039 012,00;181 599,00;8,91
545;0;Вэлтон Банк;1105;Белгородская обл.;2 211 013,00;2 124 567,00;86 446,00;4,07
546;44;Современные Стандарты Бизнеса;3397;Москва и обл.;2 181 656,00;1 842 275,00;339 381,00;18,42
547;-20;Финансово-Промышленный Капитал;3295;Москва и обл.;2 179 647,00;2 337 209,00;-157 562,00;-6,74
548;77;Руна-Банк;3207;Москва и обл.;2 178 971,00;1 545 365,00;633 606,00;41,00
549;-8;Братский АНКБ;1144;Иркутская обл.;2 176 826,00;2 145 019,00;31 807,00;1,48
550;1;Диг-Банк;2423;Северная Осетия — Алания;2 155 879,00;2 060 407,00;95 472,00;4,63
551;-2;Финтрастбанк;3104;Москва и обл.;2 131 174,00;2 074 900,00;56 274,00;2,71
552;-10;Банк Пермь;875;Пермская обл.;2 122 637,00;2 144 051,00;-21 414,00;-1,00
553;-16;Зираат Банк;2559;Москва и обл.;2 117 110,00;2 181 815,00;-64 705,00;-2,97
554;8;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;2 114 268,00;1 978 683,00;135 585,00;6,85
555;-21;Стелла-Банк;2948;Ростовская обл.;2 111 071,00;2 212 657,00;-101 586,00;-4,59
556;52;Интеркоопбанк;2803;Москва и обл.;2 109 675,00;1 658 775,00;450 900,00;27,18
557;-7;Промсельхозбанк;538;Москва и обл.;2 107 129,00;2 061 693,00;45 436,00;2,20
558;-12;РСКБ;2050;Москва и обл.;2 095 835,00;2 123 187,00;-27 352,00;-1,29
559;17;КОР;2148;Волгоградская обл.;2 064 033,00;1 909 401,00;154 632,00;8,10
560;-3;Йошкар-Ола;2802;Марий Эл;2 057 364,00;2 009 043,00;48 321,00;2,41
561;-3;Дом-Банк;3209;Москва и обл.;2 026 224,00;2 003 182,00;23 042,00;1,15
562;10;Яринтербанк;2564;Ярославская обл.;2 024 252,00;1 927 956,00;96 296,00;4,99
563;19;Евразийский Банк;969;Москва и обл.;2 014 421,00;1 881 017,00;133 404,00;7,09
564;-1;Богородский Муниципальный Банк;2992;Москва и обл.;2 002 222,00;1 976 204,00;26 018,00;1,32
565;-10;Липецкий Областной Банк;1794;Липецкая обл.;2 001 199,00;2 016 047,00;-14 848,00;-0,74
566;0;Кросна-Банк;2607;Москва и обл.;1 981 097,00;1 950 320,00;30 777,00;1,58
567;14;Приско Капитал Банк;2537;Москва и обл.;1 980 898,00;1 881 981,00;98 917,00;5,26
568;1;Апабанк;2404;Москва и обл.;1 977 732,00;1 938 118,00;39 614,00;2,04
569;-1;Кубанский Универсальный Банк;2898;Краснодарский край;1 961 916,00;1 940 313,00;21 603,00;1,11
570;5;Социум-Банк;2881;Москва и обл.;1 961 885,00;1 911 016,00;50 869,00;2,66
571;-4;Радиотехбанк;1166;Нижегородская обл.;1 955 458,00;1 948 132,00;7 326,00;0,38
572;24;Мегаполис;3265;Чувашия;1 954 408,00;1 804 022,00;150 386,00;8,34
573;-8;Выборг-Банк;720;Санкт-Петербург и обл.;1 952 994,00;1 957 644,00;-4 650,00;-0,24
574;-4;Рублевский;2192;Москва и обл.;1 932 324,00;1 936 107,00;-3 783,00;-0,20
575;12;Вестерн Юнион ДП Восток;2726;Москва и обл.;1 926 637,00;1 849 933,00;76 704,00;4,15
576;-33;Спиритбанк;2053;Тульская обл.;1 925 772,00;2 139 573,00;-213 801,00;-9,99
577;46;Витязь;2890;Москва и обл.;1 921 707,00;1 552 705,00;369 002,00;23,77
578;-1;Иваново;1763;Ивановская обл.;1 919 480,00;1 901 582,00;17 898,00;0,94
579;0;Проинвестбанк;784;Пермская обл.;1 916 420,00;1 891 542,00;24 878,00;1,32
580;-19;Россита-Банк;3257;Москва и обл.;1 910 165,00;1 981 060,00;-70 895,00;-3,58
581;-3;Инбанк;1829;Москва и обл.;1 907 495,00;1 893 770,00;13 725,00;0,72
582;2;Донхлеббанк;2285;Ростовская обл.;1 902 297,00;1 877 233,00;25 064,00;1,34
583;11;Ринвестбанк;3262;Рязанская обл.;1 898 797,00;1 817 430,00;81 367,00;4,48
584;-10;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;1 890 559,00;1 915 396,00;-24 837,00;-1,30
585;-2;Старооскольский Агропромбанк;1050;Белгородская обл.;1 878 401,00;1 880 259,00;-1 858,00;-0,10
586;-30;Новый Символ;370;Москва и обл.;1 878 038,00;2 013 649,00;-135 611,00;-6,73
587;1;Соколовский;2830;Москва и обл.;1 872 853,00;1 848 230,00;24 623,00;1,33
588;4;Эльбин;2267;Дагестан;1 863 157,00;1 822 757,00;40 400,00;2,22
589;-4;РНКБ;1354;Москва и обл.;1 852 352,00;1 874 022,00;-21 670,00;-1,16
590;-4;Тагилбанк;1635;Свердловская обл.;1 846 937,00;1 870 617,00;-23 680,00;-1,27
591;0;Таурус Банк;655;Челябинская обл.;1 830 784,00;1 824 327,00;6 457,00;0,35
592;6;Конфидэнс Банк;970;Костромская обл.;1 814 876,00;1 752 230,00;62 646,00;3,58
593;9;РТС-Банк;3401;Самарская обл.;1 802 214,00;1 703 752,00;98 462,00;5,78
594;3;Новация;840;Адыгея;1 788 251,00;1 800 255,00;-12 004,00;-0,67
595;15;Айви Банк;2055;Москва и обл.;1 786 821,00;1 649 639,00;137 182,00;8,32
596;-48;Газнефтьбанк;3223;Саратовская обл.;1 785 566,00;2 097 518,00;-311 952,00;-14,87
597;29;Сервис Резерв;2034;Москва и обл.;1 778 987,00;1 545 363,00;233 624,00;15,12
598;1;Верхневолжский;1084;Ярославская обл.;1 768 527,00;1 747 552,00;20 975,00;1,20
599;-28;Банк МБФИ;2073;Москва и обл.;1 767 404,00;1 929 500,00;-162 096,00;-8,40
600;4;Владбизнесбанк;903;Владимирская обл.;1 745 403,00;1 686 832,00;58 571,00;3,47
601;0;Татагропромбанк;728;Татарстан;1 740 242,00;1 712 063,00;28 179,00;1,65
602;17;Бест Эффортс Банк;435;Москва и обл.;1 738 208,00;1 593 776,00;144 432,00;9,06
603;-10;Нальчик;695;Кабардино-Балкария;1 735 386,00;1 822 593,00;-87 207,00;-4,78
604;64;Европейский Индустриальный Банк;2503;Москва и обл.;1 734 094,00;1 307 535,00;426 559,00;32,62
605;9;Кредитинвест;1197;Дагестан;1 726 701,00;1 621 780,00;104 921,00;6,47
606;-17;Московский Вексельный Банк;2697;Москва и обл.;1 726 356,00;1 848 209,00;-121 853,00;-6,59
607;17;Арт-Банк;2779;Северная Осетия — Алания;1 719 247,00;1 546 569,00;172 678,00;11,17
608;-2;Крона-Банк;2499;Иркутская обл.;1 703 780,00;1 680 366,00;23 414,00;1,39
609;0;Столичный Кредит;2853;Москва и обл.;1 701 116,00;1 652 578,00;48 538,00;2,94
610;64;Межбанковский Кредитный Союз;3242;Москва и обл.;1 692 777,00;1 243 447,00;449 330,00;36,14
611;-4;БВА Банк;1684;Москва и обл.;1 675 365,00;1 663 852,00;11 513,00;0,69
612;18;Национальный Республиканский Банк;3359;Москва и обл.;1 667 849,00;1 514 244,00;153 605,00;10,14
613;-54;Михайловский ПЖСБ;2961;Волгоградская обл.;1 658 239,00;1 990 115,00;-331 876,00;-16,68
614;-11;Контраст-Банк;2857;Москва и обл.;1 651 940,00;1 693 513,00;-41 573,00;-2,45
615;-4;Викинг;2;Санкт-Петербург и обл.;1 642 386,00;1 642 761,00;-375,00;-0,02
616;13;Народный Банк;2249;Карачаево-Черкесия;1 627 765,00;1 521 340,00;106 425,00;7,00
617;3;Торговый Городской Банк;3180;Тверская обл.;1 627 670,00;1 592 048,00;35 622,00;2,24
618;-18;Сталь Банк;2248;Москва и обл.;1 617 664,00;1 731 507,00;-113 843,00;-6,57
619;-14;Единственный;3187;Москва и обл.;1 613 821,00;1 681 423,00;-67 602,00;-4,02
620;-7;ИСБ;3010;Москва и обл.;1 611 183,00;1 626 816,00;-15 633,00;-0,96
621;1;Нарат;1902;Саратовская обл.;1 600 546,00;1 581 264,00;19 282,00;1,22
622;14;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 583 973,00;1 491 165,00;92 808,00;6,22
623;38;Леноблбанк;1003;Санкт-Петербург и обл.;1 580 299,00;1 365 166,00;215 133,00;15,76
624;-9;Новый Промышленный Банк;930;Москва и обл.;1 576 454,00;1 617 252,00;-40 798,00;-2,52
625;-4;Национальный Корпоративный Банк;3422;Москва и обл.;1 570 973,00;1 589 042,00;-18 069,00;-1,14
626;21;РЕСО Кредит;3450;Москва и обл.;1 568 418,00;1 443 459,00;124 959,00;8,66
627;0;Саратов;330;Саратовская обл.;1 565 132,00;1 531 904,00;33 228,00;2,17
628;9;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 544 672,00;1 491 160,00;53 512,00;3,59
629;-12;Далена Банк;1948;Москва и обл.;1 539 401,00;1 613 236,00;-73 835,00;-4,58
630;2;Лайтбанк;3177;Москва и обл.;1 526 179,00;1 513 844,00;12 335,00;0,81
631;-3;Финанс Бизнес Банк;520;Краснодарский край;1 525 487,00;1 528 428,00;-2 941,00;-0,19
632;3;Кемсоцинбанк;96;Кемеровская обл.;1 520 182,00;1 500 579,00;19 603,00;1,31
633;21;Приобье;537;Тюменская обл.;1 516 843,00;1 422 296,00;94 547,00;6,65
634;41;Идея Банк;430;Краснодарский край;1 515 263,00;1 234 113,00;281 150,00;22,78
635;-1;Бумеранг;1002;Вологодская обл.;1 514 893,00;1 505 222,00;9 671,00;0,64
636;20;Великие Луки Банк;598;Псковская обл.;1 493 164,00;1 403 207,00;89 957,00;6,41
637;101;Новокиб;1747;Кемеровская обл.;1 490 998,00;887 167,00;603 831,00;68,06
638;13;Кредит Экспресс;3186;Ростовская обл.;1 484 656,00;1 425 311,00;59 345,00;4,16
639;9;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 479 694,00;1 438 063,00;41 631,00;2,89
640;1;Холмск;503;Сахалинская обл.;1 479 626,00;1 459 719,00;19 907,00;1,36
641;14;Нерюнгрибанк;825;Саха (Якутия);1 471 443,00;1 409 961,00;61 482,00;4,36
642;3;Новый Век;3417;Москва и обл.;1 468 888,00;1 450 007,00;18 881,00;1,30
643;6;Стройиндбанк;155;Москва и обл.;1 459 297,00;1 437 847,00;21 450,00;1,49
644;-4;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 455 270,00;1 461 015,00;-5 745,00;-0,39
645;-29;Республиканский Кредитный Альянс;3017;Москва и обл.;1 442 892,00;1 613 753,00;-170 861,00;-10,59
646;4;Международный Расчетный Банк;3028;Москва и обл.;1 440 781,00;1 432 894,00;7 887,00;0,55
647;49;Содружество;2923;Москва и обл.;1 433 062,00;1 121 483,00;311 579,00;27,78
648;31;Унифондбанк;3416;Москва и обл.;1 430 488,00;1 193 775,00;236 713,00;19,83
649;-16;БСТ-Банк;2883;Кемеровская обл.;1 430 124,00;1 511 551,00;-81 427,00;-5,39
650;15;Канский;860;Красноярский край;1 426 629,00;1 338 484,00;88 145,00;6,59
651;-20;Тайм Банк;3120;Москва и обл.;1 414 852,00;1 514 076,00;-99 224,00;-6,55
652;5;Бинбанк Столица;3052;Москва и обл.;1 397 375,00;1 400 372,00;-2 997,00;-0,21
653;5;Русский Национальный Банк;469;Ростовская обл.;1 379 166,00;1 387 404,00;-8 238,00;-0,59
654;24;Тандем;1951;Москва и обл.;1 374 193,00;1 197 737,00;176 456,00;14,73
655;-37;Объединенный Банк Республики;1016;Чувашия;1 373 335,00;1 604 905,00;-231 570,00;-14,43
656;7;Радиан;1675;Иркутская обл.;1 368 019,00;1 362 091,00;5 928,00;0,44
657;-4;Вологдабанк;992;Вологодская обл.;1 367 645,00;1 422 413,00;-54 768,00;-3,85
658;27;Мосводоканалбанк;2863;Москва и обл.;1 367 303,00;1 168 435,00;198 868,00;17,02
659;-15;Новый Кредитный Союз;3139;Москва и обл.;1 366 022,00;1 458 160,00;-92 138,00;-6,32
660;-14;Байкалкредобанк;2990;Иркутская обл.;1 364 275,00;1 446 547,00;-82 272,00;-5,69
661;8;Златкомбанк;568;Москва и обл.;1 363 808,00;1 302 738,00;61 070,00;4,69
662;-19;Банк Реалист;2646;Москва и обл.;1 358 868,00;1 458 188,00;-99 320,00;-6,81
663;-11;Геленджик-Банк;790;Краснодарский край;1 347 580,00;1 422 774,00;-75 194,00;-5,29
664;13;Ганзакомбанк;1734;Санкт-Петербург и обл.;1 344 411,00;1 217 824,00;126 587,00;10,39
665;6;Алтынбанк;2070;Татарстан;1 335 404,00;1 289 026,00;46 378,00;3,60
666;59;ИстКом-Финанс;3435;Москва и обл.;1 328 136,00;943 714,00;384 422,00;40,74
667;-8;ГринКомБанк;1184;Иркутская обл.;1 320 976,00;1 369 349,00;-48 373,00;-3,53
668;58;МС Банк Рус;2789;Москва и обл.;1 299 860,00;939 807,00;360 053,00;38,31
669;-2;Уралфинанс;1370;Свердловская обл.;1 295 621,00;1 307 645,00;-12 024,00;-0,92
670;-10;Мострансбанк;2258;Москва и обл.;1 277 404,00;1 367 612,00;-90 208,00;-6,60
671;-9;Екатерининский;2167;Москва и обл.;1 275 212,00;1 362 640,00;-87 428,00;-6,42
672;-2;Сельмашбанк;106;Ростовская обл.;1 247 150,00;1 293 384,00;-46 234,00;-3,57
673;3;Спутник;1071;Оренбургская обл.;1 237 177,00;1 227 764,00;9 413,00;0,77
674;7;Приполярком;507;Тюменская обл.;1 233 471,00;1 187 658,00;45 813,00;3,86
675;17;Майкопбанк;1136;Адыгея;1 222 229,00;1 135 139,00;87 090,00;7,67
676;4;Сибэс;208;Омская обл.;1 220 394,00;1 188 280,00;32 114,00;2,70
677;21;Максима;3379;Москва и обл.;1 207 167,00;1 103 048,00;104 119,00;9,44
678;24;Азимут;3154;Москва и обл.;1 206 193,00;1 085 273,00;120 920,00;11,14
679;81;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 201 488,00;792 893,00;408 595,00;51,53
680;13;Рапида;3371;Москва и обл.;1 199 039,00;1 132 851,00;66 188,00;5,84
681;82;Кредитбанк;1035;Калмыкия;1 195 600,00;783 625,00;411 975,00;52,57
682;15;Банк Глобус;2438;Москва и обл.;1 190 141,00;1 106 605,00;83 536,00;7,55
683;5;Банкирский Дом;2928;Санкт-Петербург и обл.;1 188 492,00;1 152 157,00;36 335,00;3,15
684;-2;Калуга;1151;Калужская обл.;1 188 336,00;1 186 579,00;1 757,00;0,15
685;-13;Примтеркомбанк;21;Приморский край;1 186 104,00;1 251 725,00;-65 621,00;-5,24
686;-13;Народный Доверительный Банк;2374;Москва и обл.;1 183 355,00;1 247 082,00;-63 727,00;-5,11
687;-23;Саммит Банк;85;Приморский край;1 172 582,00;1 354 860,00;-182 278,00;-13,45
688;-2;Смолевич;1121;Смоленская обл.;1 172 302,00;1 155 557,00;16 745,00;1,45
689;16;Регионфинансбанк;3357;Москва и обл.;1 166 620,00;1 067 850,00;98 770,00;9,25
690;-3;Банк Премьер Кредит;1663;Коми;1 159 702,00;1 154 769,00;4 933,00;0,43
691;3;Жилкредит;1736;Москва и обл.;1 156 841,00;1 126 105,00;30 736,00;2,73
692;3;Кредитимпэкс Банк;2037;Москва и обл.;1 154 962,00;1 123 679,00;31 283,00;2,78
693;8;Академический Русский Банк;622;Москва и обл.;1 148 789,00;1 093 056,00;55 733,00;5,10
694;-10;Металлург;2877;Москва и обл.;1 148 608,00;1 172 066,00;-23 458,00;-2,00
695;14;Флора-Москва;533;Москва и обл.;1 140 111,00;1 057 795,00;82 316,00;7,78
696;-30;Агора;3231;Москва и обл.;1 139 923,00;1 324 555,00;-184 632,00;-13,94
697;-6;Дон-Тексбанк;1818;Ростовская обл.;1 138 279,00;1 139 037,00;-758,00;-0,07
698;-86;РФИ Банк;3351;Москва и обл.;1 135 838,00;1 641 283,00;-505 445,00;-30,80
699;-57;Бизнес для Бизнеса;1060;Чувашия;1 134 163,00;1 458 804,00;-324 641,00;-22,25
700;8;Северинвестбанк;2264;Белгородская обл.;1 129 375,00;1 060 692,00;68 683,00;6,48
701;3;Инвестиционный Республиканский Банк;2571;Москва и обл.;1 125 339,00;1 076 434,00;48 905,00;4,54
702;-12;Симбирск;653;Ульяновская обл.;1 120 386,00;1 144 942,00;-24 556,00;-2,14
703;0;Булгар Банк;1917;Татарстан;1 112 658,00;1 083 947,00;28 711,00;2,65
704;-66;Трансэнергобанк;3106;Дагестан;1 110 188,00;1 490 030,00;-379 842,00;-25,49
705;-22;Метрополь;1639;Москва и обл.;1 101 062,00;1 182 067,00;-81 005,00;-6,85
706;-6;Онего;2484;Карелия;1 096 889,00;1 093 743,00;3 146,00;0,29
707;27;Телекоммерц Банк;3380;Тульская обл.;1 091 991,00;911 478,00;180 513,00;19,80
708;4;Турбобанк;3203;Санкт-Петербург и обл.;1 083 970,00;1 038 677,00;45 293,00;4,36
709;8;Первый Дортрансбанк;3271;Кировская обл.;1 081 349,00;996 171,00;85 178,00;8,55
710;-11;Кетовский Коммерческий Банк;842;Курганская обл.;1 078 619,00;1 100 599,00;-21 980,00;-2,00
711;36;Расчетный Дом;3350;Москва и обл.;1 077 649,00;869 100,00;208 549,00;24,00
712;-5;Яндекс Банк;3027;Москва и обл.;1 077 510,00;1 064 137,00;13 373,00;1,26
713;6;Первоуральскбанк;965;Свердловская обл.;1 075 259,00;983 792,00;91 467,00;9,30
714;-3;Синергия;2884;Саратовская обл.;1 075 240,00;1 051 140,00;24 100,00;2,29
715;-26;Динамичные Системы;3439;Москва и обл.;1 065 650,00;1 148 229,00;-82 579,00;-7,19
716;-10;Америкэн Экспресс Банк;3460;Москва и обл.;1 035 872,00;1 064 189,00;-28 317,00;-2,66
717;-78;КИП-Банк;2843;Москва и обл.;1 006 957,00;1 470 892,00;-463 935,00;-31,54
718;3;Ноосфера;2650;Республика Алтай;1 006 713,00;961 068,00;45 645,00;4,75
719;1;Си Ди Би Банк;3339;Краснодарский край;1 003 888,00;980 921,00;22 967,00;2,34
720;-10;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;995 282,00;1 053 181,00;-57 899,00;-5,50
721;1;ЕАТП Банк;1765;Астраханская обл.;991 353,00;959 768,00;31 585,00;3,29
722;21;Аскания Траст;286;Москва и обл.;989 872,00;872 379,00;117 493,00;13,47
723;-5;ВЕБРР;3418;Москва и обл.;978 850,00;994 792,00;-15 942,00;-1,60
724;-11;Межрегионбанк;1059;Москва и обл.;957 488,00;1 027 123,00;-69 635,00;-6,78
725;2;Региональный Банк Сбережений;3367;Москва и обл.;956 013,00;939 698,00;16 315,00;1,74
726;31;Газтрансбанк;665;Адыгея;955 873,00;796 525,00;159 348,00;20,01
727;-11;Трастовый Республиканский Банк;3404;Москва и обл.;953 730,00;1 009 260,00;-55 530,00;-5,50
728;46;Акцент;696;Оренбургская обл.;952 463,00;722 866,00;229 597,00;31,76
729;1;Финарс Банк;2938;Москва и обл.;951 507,00;929 705,00;21 802,00;2,35
730;-15;Атлас Банк;3477;Москва и обл.;945 976,00;1 016 867,00;-70 891,00;-6,97
731;14;Капиталбанк;2547;Ростовская обл.;944 834,00;872 234,00;72 600,00;8,32
732;-3;Курган;2568;Курганская обл.;937 105,00;933 061,00;4 044,00;0,43
733;7;Первый Клиентский Банк;3436;Москва и обл.;936 110,00;878 759,00;57 351,00;6,53
734;19;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;932 350,00;837 281,00;95 069,00;11,35
735;-140;Тексбанк;2756;Карачаево-Черкесия;923 476,00;1 816 217,00;-892 741,00;-49,15
736;14;Почтобанк;1788;Пермская обл.;922 553,00;854 762,00;67 791,00;7,93
737;-9;Идеалбанк;3491;Москва и обл.;918 012,00;937 874,00;-19 862,00;-2,12
738;-2;Химик;1114;Нижегородская обл.;917 771,00;899 094,00;18 677,00;2,08
739;16;Нафтабанк;715;Дагестан;905 733,00;824 437,00;81 296,00;9,86
740;-8;РН Банк;170;Омская обл.;904 740,00;916 873,00;-12 133,00;-1,32
741;23;Сургутский Центральный Коммерческий Банк;684;Тюменская обл.;903 433,00;781 890,00;121 543,00;15,54
742;-11;Арзамас;1281;Нижегородская обл.;901 686,00;922 110,00;-20 424,00;-2,21
743;28;Русский Банк Сбережений;779;Ставропольский край;889 413,00;739 850,00;149 563,00;20,22
744;-11;Тетраполис;1586;Санкт-Петербург и обл.;887 108,00;916 046,00;-28 938,00;-3,16
745;-4;Миръ;3089;Москва и обл.;885 818,00;876 431,00;9 387,00;1,07
746;-23;Жилстройбанк;2769;Москва и обл.;875 455,00;950 928,00;-75 473,00;-7,94
747;-5;Месед;184;Дагестан;875 273,00;873 666,00;1 607,00;0,18
748;3;Спецстройбанк;236;Москва и обл.;870 004,00;852 651,00;17 353,00;2,04
749;-5;Взаимодействие;1704;Новосибирская обл.;865 627,00;872 347,00;-6 720,00;-0,77
750;-2;Анелик РУ;3443;Москва и обл.;860 464,00;861 225,00;-761,00;-0,09
751;-2;Мурманский Расчетный Центр;3341;Мурманская обл.;833 297,00;857 977,00;-24 680,00;-2,88
752;-28;Вакобанк;1291;Псковская обл.;821 772,00;944 016,00;-122 244,00;-12,95
753;20;Центрально-Азиатский;3037;Хакасия;816 610,00;723 063,00;93 547,00;12,94
754;-8;Мико-Банк;3195;Москва и обл.;811 204,00;872 184,00;-60 980,00;-6,99
755;13;Региональный Коммерческий Банк;836;Ульяновская обл.;802 826,00;764 706,00;38 120,00;4,98
756;-19;Прайм Финанс;2758;Санкт-Петербург и обл.;801 803,00;893 268,00;-91 465,00;-10,24
757;-3;Инвест-Экобанк;1956;Санкт-Петербург и обл.;797 891,00;836 945,00;-39 054,00;-4,67
758;0;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;794 800,00;795 682,00;-882,00;-0,11
759;-45;Прокоммерцбанк;2996;Москва и обл.;790 658,00;1 022 309,00;-231 651,00;-22,66
760;-1;Бузулукбанк;1282;Оренбургская обл.;790 073,00;794 547,00;-4 474,00;-0,56
761;-9;МТИ Банк;1052;Москва и обл.;783 808,00;847 449,00;-63 641,00;-7,51
762;5;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;781 855,00;777 151,00;4 704,00;0,61
763;2;Башпромбанк;1006;Башкортостан;766 269,00;781 006,00;-14 737,00;-1,89
764;2;Аделантбанк;1835;Москва и обл.;763 632,00;777 436,00;-13 804,00;-1,78
765;-9;Местный Кредит;3370;Москва и обл.;758 889,00;811 096,00;-52 207,00;-6,44
766;11;Космос;2245;Москва и обл.;755 990,00;711 031,00;44 959,00;6,32
767;13;Балаково-Банк;444;Саратовская обл.;743 451,00;700 255,00;43 196,00;6,17
768;17;Арсенал;3000;Москва и обл.;740 823,00;671 943,00;68 880,00;10,25
769;29;НСТ-Банк;1738;Оренбургская обл.;736 665,00;627 175,00;109 490,00;17,46
770;2;Прохладный;874;Кабардино-Балкария;735 807,00;735 929,00;-122,00;-0,02
771;30;Геобанк;2027;Москва и обл.;733 093,00;607 684,00;125 409,00;20,64
772;39;Кутузовский;3190;Москва и обл.;732 307,00;569 384,00;162 923,00;28,61
773;8;РусьРегионБанк;685;Москва и обл.;730 771,00;696 718,00;34 053,00;4,89
774;4;Плато-Банк;2071;Свердловская обл.;727 395,00;710 235,00;17 160,00;2,42
775;8;Международный Строительный Банк;3484;Москва и обл.;716 929,00;678 291,00;38 638,00;5,70
776;3;Кузбассхимбанк;2868;Кемеровская обл.;713 286,00;708 281,00;5 005,00;0,71
777;-1;Классик Эконом Банк;3298;Северная Осетия — Алания;703 103,00;719 021,00;-15 918,00;-2,21
778;4;Славянбанк;804;Новгородская обл.;702 364,00;679 969,00;22 395,00;3,29
779;-10;Адам Интернэшнл;2232;Дагестан;701 595,00;752 006,00;-50 411,00;-6,70
780;-45;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;691 348,00;905 334,00;-213 986,00;-23,64
781;89;Еврокапитал-Альянс;2672;Дагестан;685 232,00;367 053,00;318 179,00;86,68
782;11;Центр Межбанковских Расчетов;3400;Москва и обл.;684 425,00;647 076,00;37 349,00;5,77
783;4;Вятич;2796;Рязанская обл.;683 940,00;662 836,00;21 104,00;3,18
784;11;Ресурс-Траст;3122;Москва и обл.;677 928,00;634 994,00;42 934,00;6,76
785;-46;Заубер Банк;1614;Карачаево-Черкесия;675 668,00;882 291,00;-206 623,00;-23,42
786;4;Акция;927;Ивановская обл.;674 176,00;655 845,00;18 331,00;2,80
787;7;Агроинкомбанк;1946;Астраханская обл.;667 293,00;639 321,00;27 972,00;4,38
788;25;Почта Банк;650;Москва и обл.;662 768,00;548 126,00;114 642,00;20,92
789;-19;Межотраслевая Банковская Корпорация;3471;Москва и обл.;653 921,00;751 071,00;-97 150,00;-12,93
790;22;Анджибанк;570;Дагестан;649 097,00;554 242,00;94 855,00;17,11
791;5;Платежный Сервисный Банк;1943;Башкортостан;633 400,00;634 867,00;-1 467,00;-0,23
792;5;Далетбанк;3049;Москва и обл.;632 310,00;633 406,00;-1 096,00;-0,17
793;-18;Народный Земельно-Промышленный Банк;2873;Алтайский край;630 625,00;721 183,00;-90 558,00;-12,56
794;-6;Дагестан;543;Дагестан;630 398,00;661 834,00;-31 436,00;-4,75
795;-9;Камский Горизонт;2554;Татарстан;627 192,00;663 430,00;-36 238,00;-5,46
796;9;Одинбанк;3197;Москва и обл.;622 089,00;586 479,00;35 610,00;6,07
797;10;Ипозембанк;3026;Самарская обл.;616 294,00;579 712,00;36 582,00;6,31
798;-14;Кубаньторгбанк;478;Краснодарский край;615 142,00;677 250,00;-62 108,00;-9,17
799;5;Дружба;990;Тюменская обл.;613 315,00;592 417,00;20 898,00;3,53
800;2;Объединенный Национальный Банк;2074;Москва и обл.;604 433,00;605 243,00;-810,00;-0,13
801;-10;Банк ВВБ;1093;Ярославская обл.;604 141,00;650 465,00;-46 324,00;-7,12
802;-40;Вайлдберриз Банк;841;Адыгея;600 918,00;789 005,00;-188 087,00;-23,84
