Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Октябрь, 2012, тыс. рублей;Сентябрь, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
64;1;Ренессанс Кредит;3354;Москва и обл.;82 753 689,00;80 121 120,00;2 632 569,00;3,29
65;-4;Балтийский Банк;128;Москва и обл.;82 713 503,00;83 522 176,00;-808 673,00;-0,97
66;2;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;81 181 680,00;77 451 167,00;3 730 513,00;4,82
67;-5;Союз;2307;Москва и обл.;81 013 603,00;83 105 611,00;-2 092 008,00;-2,52
68;3;Пересвет;2110;Москва и обл.;80 871 258,00;74 233 775,00;6 637 483,00;8,94
69;1;Запсибкомбанк;918;Тюменская обл.;76 243 393,00;74 570 691,00;1 672 702,00;2,24
70;-6;ДельтаКредит;3338;Москва и обл.;74 752 876,00;81 190 341,00;-6 437 465,00;-7,93
71;-2;Мастер-Банк;2176;Москва и обл.;74 747 570,00;74 827 173,00;-79 603,00;-0,11
72;1;ЦентроКредит;121;Москва и обл.;74 052 381,00;73 367 657,00;684 724,00;0,93
73;2;Собинбанк;1317;Москва и обл.;70 642 216,00;70 043 567,00;598 649,00;0,85
74;4;Связной Банк;1961;Москва и обл.;68 278 214,00;63 427 230,00;4 850 984,00;7,65
75;-8;Национальный Расчетный Депозитарий;3294;Москва и обл.;66 068 726,00;78 469 992,00;-12 401 266,00;-15,80
76;-2;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;65 690 303,00;70 543 293,00;-4 852 990,00;-6,88
77;-1;Локо-Банк;2707;Москва и обл.;65 377 907,00;64 830 526,00;547 381,00;0,84
78;-1;Центр-инвест;2225;Ростовская обл.;63 406 671,00;63 590 764,00;-184 093,00;-0,29
79;6;Тинькофф Банк;2673;Москва и обл.;62 438 294,00;53 462 876,00;8 975 418,00;16,79
80;0;Балтинвестбанк;3176;Санкт-Петербург и обл.;60 719 003,00;60 317 846,00;401 157,00;0,67
81;-2;Роскосмосбанк;2989;Москва и обл.;60 704 246,00;62 631 928,00;-1 927 682,00;-3,08
82;-1;Банк Кредит Свисс;2494;Москва и обл.;57 612 809,00;59 430 619,00;-1 817 810,00;-3,06
83;5;Банк БФА;3038;Санкт-Петербург и обл.;56 444 894,00;50 184 400,00;6 260 494,00;12,47
84;2;Металлинвестбанк;2440;Москва и обл.;56 378 608,00;53 439 404,00;2 939 204,00;5,50
85;2;Первобанк;3461;Самарская обл.;56 336 005,00;52 249 781,00;4 086 224,00;7,82
86;-3;Нота-Банк;2913;Москва и обл.;53 884 951,00;53 970 780,00;-85 829,00;-0,16
87;3;Инвестбанк;107;Москва и обл.;50 647 562,00;49 920 591,00;726 971,00;1,46
88;1;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;50 357 230,00;50 114 134,00;243 096,00;0,49
89;2;СБ Банк (Судостроительный банк);2999;Москва и обл.;50 305 138,00;48 951 179,00;1 353 959,00;2,77
90;2;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;49 562 084,00;46 920 122,00;2 641 962,00;5,63
91;-9;Сургутнефтегазбанк;588;Тюменская обл.;48 784 232,00;54 332 513,00;-5 548 281,00;-10,21
92;4;Национальный Стандарт;3421;Москва и обл.;46 408 723,00;44 518 180,00;1 890 543,00;4,25
93;1;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;46 109 113,00;45 783 128,00;325 985,00;0,71
94;1;Бинбанк Диджитал;2827;Москва и обл.;45 720 750,00;44 570 846,00;1 149 904,00;2,58
95;-2;Международный Финансовый Клуб;2618;Москва и обл.;45 298 711,00;46 080 041,00;-781 330,00;-1,70
96;-12;Экспо Финанс;2594;Москва и обл.;45 065 612,00;53 478 693,00;-8 413 081,00;-15,73
97;0;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;42 253 823,00;43 878 883,00;-1 625 060,00;-3,70
98;1;Таврический Банк;2304;Санкт-Петербург и обл.;42 205 509,00;40 562 306,00;1 643 203,00;4,05
99;-1;Национальный Резервный Банк;2170;Москва и обл.;40 528 681,00;40 923 737,00;-395 056,00;-0,97
100;5;Московский Областной Банк;1751;Москва и обл.;39 717 547,00;34 362 482,00;5 355 065,00;15,58
101;-1;Интеркоммерц Банк;1657;Москва и обл.;39 525 812,00;38 610 398,00;915 414,00;2,37
102;-1;Экспресс-Волга;3085;Саратовская обл.;39 101 846,00;37 986 851,00;1 114 995,00;2,94
103;-1;Тойота Банк;3470;Москва и обл.;38 593 337,00;37 518 586,00;1 074 751,00;2,86
104;0;Кубань Кредит;2518;Краснодарский край;36 855 269,00;35 326 163,00;1 529 106,00;4,33
105;6;Народный Кредит;2401;Москва и обл.;35 835 718,00;31 709 650,00;4 126 068,00;13,01
106;3;Дальневосточный Банк;843;Приморский край;34 638 522,00;32 293 003,00;2 345 519,00;7,26
107;1;Меткомбанк (Череповец);901;Вологодская обл.;34 164 106,00;32 428 766,00;1 735 340,00;5,35
108;-5;Коммерцбанк (Евразия);3333;Москва и обл.;34 105 405,00;37 002 296,00;-2 896 891,00;-7,83
109;-2;Челябинвестбанк;493;Челябинская обл.;32 889 081,00;32 525 605,00;363 476,00;1,12
110;-4;Челиндбанк;485;Челябинская обл.;32 640 338,00;32 712 795,00;-72 457,00;-0,22
111;-1;Межтопэнергобанк;2956;Москва и обл.;32 625 993,00;31 903 612,00;722 381,00;2,26
112;4;Саровбизнесбанк;2048;Нижегородская обл.;32 191 736,00;30 667 382,00;1 524 354,00;4,97
113;0;Русский Международный Банк;3123;Москва и обл.;31 649 553,00;30 931 624,00;717 929,00;2,32
114;8;Крайинвестбанк;3360;Краснодарский край;31 572 449,00;29 566 565,00;2 005 884,00;6,78
115;3;Кедр;1574;Москва и обл.;31 126 386,00;30 488 031,00;638 355,00;2,09
116;-2;Кольцо Урала;65;Свердловская обл.;30 800 229,00;30 911 868,00;-111 639,00;-0,36
117;6;Стройкредит;18;Москва и обл.;30 742 929,00;29 474 692,00;1 268 237,00;4,30
118;2;Примсоцбанк;2733;Приморский край;30 553 217,00;30 016 513,00;536 704,00;1,79
119;0;СДМ-Банк;1637;Москва и обл.;30 465 014,00;30 195 729,00;269 285,00;0,89
120;-5;Фора-Банк;1885;Москва и обл.;30 370 977,00;30 794 100,00;-423 123,00;-1,37
121;-9;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;29 796 304,00;31 445 118,00;-1 648 814,00;-5,24
122;3;Севергазбанк;2816;Вологодская обл.;29 438 175,00;29 129 683,00;308 492,00;1,06
123;3;Смоленский Банк;2029;Смоленская обл.;29 254 413,00;29 109 835,00;144 578,00;0,50
124;3;Газбанк;2316;Самарская обл.;28 973 079,00;29 064 710,00;-91 631,00;-0,32
125;-1;Первый Республиканский Банк;1730;Москва и обл.;28 879 460,00;29 383 888,00;-504 428,00;-1,72
126;6;Мой Банк;2939;Москва и обл.;28 577 637,00;27 146 412,00;1 431 225,00;5,27
127;1;Пушкино;391;Москва и обл.;28 567 366,00;28 231 421,00;335 945,00;1,19
128;1;Приморье;3001;Приморский край;28 461 519,00;28 199 336,00;262 183,00;0,93
129;10;Росэнергобанк;2211;Москва и обл.;27 803 897,00;24 676 191,00;3 127 706,00;12,67
130;-9;НС Банк;3124;Москва и обл.;27 801 652,00;29 828 945,00;-2 027 293,00;-6,80
131;3;Банк АВБ;23;Самарская обл.;27 265 619,00;26 518 418,00;747 201,00;2,82
132;4;М2М Прайвет Банк;1414;Москва и обл.;27 142 756,00;26 123 200,00;1 019 556,00;3,90
133;0;Левобережный;1343;Новосибирская обл.;27 032 737,00;26 903 922,00;128 815,00;0,48
134;8;БФГ-Кредит;3068;Москва и обл.;26 750 953,00;24 336 447,00;2 414 506,00;9,92
135;0;Интерпромбанк;3266;Москва и обл.;26 247 364,00;26 493 214,00;-245 850,00;-0,93
136;1;МБА-Москва;3395;Москва и обл.;25 573 661,00;25 690 663,00;-117 002,00;-0,46
137;-7;Липецккомбанк;1242;Липецкая обл.;25 143 147,00;27 917 667,00;-2 774 520,00;-9,94
138;3;АМБ Банк;3036;Москва и обл.;24 934 140,00;24 377 701,00;556 439,00;2,28
139;5;Акибанк;2587;Татарстан;24 558 411,00;23 476 361,00;1 082 050,00;4,61
140;3;ГПБ-Ипотека;2403;Москва и обл.;24 341 751,00;24 256 782,00;84 969,00;0,35
141;7;Агропромкредит;2880;Москва и обл.;24 170 089,00;22 355 011,00;1 815 078,00;8,12
142;11;Экспобанк;2998;Москва и обл.;24 128 325,00;21 004 722,00;3 123 603,00;14,87
143;-3;Москоммерцбанк;3365;Москва и обл.;24 049 697,00;24 674 784,00;-625 087,00;-2,53
144;5;Кредит Урал Банк;2584;Челябинская обл.;23 754 203,00;21 767 781,00;1 986 422,00;9,13
145;-7;Сведбанк;3064;Москва и обл.;23 410 755,00;25 114 977,00;-1 704 222,00;-6,79
146;0;Интерпрогрессбанк;600;Москва и обл.;23 289 389,00;23 046 587,00;242 802,00;1,05
147;11;ПЧРБ Банк;3291;Москва и обл.;23 184 477,00;20 405 981,00;2 778 496,00;13,62
148;-3;Девон-Кредит;1972;Татарстан;22 636 850,00;23 306 867,00;-670 017,00;-2,87
149;20;Аверс;415;Татарстан;22 547 488,00;18 601 079,00;3 946 409,00;21,22
150;-33;Натиксис Банк;3390;Москва и обл.;22 516 137,00;30 554 971,00;-8 038 834,00;-26,31
151;-1;Рост;2589;Москва и обл.;22 472 647,00;21 531 433,00;941 214,00;4,37
152;-1;Альта-Банк;2269;Москва и обл.;22 225 687,00;21 478 882,00;746 805,00;3,48
153;14;Сетелем Банк;2168;Москва и обл.;22 060 467,00;18 647 067,00;3 413 400,00;18,31
154;6;Мир Бизнес Банк;3396;Москва и обл.;22 057 326,00;20 042 848,00;2 014 478,00;10,05
155;18;Российский Кредит;324;Москва и обл.;21 896 700,00;17 621 078,00;4 275 622,00;24,26
156;-9;Солидарность;554;Самарская обл.;21 859 746,00;22 664 562,00;-804 816,00;-3,55
157;-5;БМВ Банк;3482;Москва и обл.;21 762 134,00;21 314 873,00;447 261,00;2,10
158;-1;Образование;1521;Москва и обл.;21 308 962,00;20 630 311,00;678 651,00;3,29
159;3;Банк Проектного Финансирования;1677;Москва и обл.;21 000 806,00;19 914 029,00;1 086 777,00;5,46
160;15;Расчетная Палата РТС;3335;Москва и обл.;20 981 095,00;17 354 351,00;3 626 744,00;20,90
161;-7;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;20 979 957,00;20 823 365,00;156 592,00;0,75
162;-6;ФИА-Банк;2542;Самарская обл.;20 746 979,00;20 673 442,00;73 537,00;0,36
163;-8;С банк;2581;Москва и обл.;20 362 515,00;20 813 449,00;-450 934,00;-2,17
164;6;Банк «Советский»;558;Санкт-Петербург и обл.;20 353 824,00;18 085 547,00;2 268 277,00;12,54
165;-4;Тимер Банк;1581;Татарстан;20 010 502,00;19 956 750,00;53 752,00;0,27
166;-2;Спурт Банк;2207;Татарстан;19 750 999,00;19 276 528,00;474 471,00;2,46
167;-4;Урал ФД;249;Пермская обл.;19 637 071,00;19 652 260,00;-15 189,00;-0,08
168;-3;Русстройбанк;3205;Москва и обл.;19 440 674,00;18 958 994,00;481 680,00;2,54
169;-10;Европейский Трастовый Банк;2968;Москва и обл.;19 092 554,00;20 231 004,00;-1 138 450,00;-5,63
170;-4;Мосстройэкономбанк (М Банк);948;Москва и обл.;18 561 330,00;18 657 191,00;-95 861,00;-0,51
171;-3;БыстроБанк;1745;Удмуртия;18 518 659,00;18 646 245,00;-127 586,00;-0,68
172;0;НОМОС-Региобанк;539;Хабаровский край;18 403 693,00;17 763 172,00;640 521,00;3,61
173;7;Модульбанк;1927;Костромская обл.;18 260 693,00;17 004 024,00;1 256 669,00;7,39
174;-3;Огни Москвы;2328;Москва и обл.;17 881 622,00;17 898 688,00;-17 066,00;-0,10
175;3;Пойдем!;2534;Москва и обл.;17 702 596,00;17 115 005,00;587 591,00;3,43
176;3;ББР Банк;2929;Москва и обл.;17 453 490,00;17 089 421,00;364 069,00;2,13
177;-3;Уралтрансбанк;812;Свердловская обл.;17 451 709,00;17 478 021,00;-26 312,00;-0,15
178;-1;Энергобанк;67;Татарстан;17 122 858,00;17 154 432,00;-31 574,00;-0,18
179;7;Легион;3117;Москва и обл.;16 974 337,00;15 745 896,00;1 228 441,00;7,80
180;-4;Инвесткапиталбанк;2377;Башкортостан;16 943 171,00;17 295 687,00;-352 516,00;-2,04
181;0;Морской Банк;77;Москва и обл.;16 475 399,00;16 507 571,00;-32 172,00;-0,19
182;1;Мерседес-Бенц Банк Рус;3473;Москва и обл.;16 297 603,00;16 041 228,00;256 375,00;1,60
183;2;Интехбанк;2705;Татарстан;16 215 905,00;15 779 262,00;436 643,00;2,77
184;17;РосинтерБанк;226;Москва и обл.;15 956 096,00;14 806 696,00;1 149 400,00;7,76
185;-1;Форштадт;2208;Оренбургская обл.;15 823 357,00;15 869 821,00;-46 464,00;-0,29
186;1;НБД-Банк;1966;Нижегородская обл.;15 701 521,00;15 727 151,00;-25 630,00;-0,16
187;-5;Развитие-Столица;3013;Москва и обл.;15 627 218,00;16 086 739,00;-459 521,00;-2,86
188;1;Рост Банк;2888;Татарстан;15 614 149,00;15 637 187,00;-23 038,00;-0,15
189;1;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;15 605 602,00;15 605 764,00;-162,00;-0,00
190;3;Алмазэргиэнбанк;2602;Саха (Якутия);15 588 418,00;15 394 531,00;193 887,00;1,26
191;6;Тольяттихимбанк;2507;Самарская обл.;15 573 709,00;15 218 792,00;354 917,00;2,33
192;4;Гаранти Банк — Москва;3275;Москва и обл.;15 538 892,00;15 305 476,00;233 416,00;1,53
193;-2;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;15 325 832,00;15 580 986,00;-255 154,00;-1,64
194;-2;Фининвест;671;Москва и обл.;15 279 722,00;15 571 684,00;-291 962,00;-1,87
195;4;Курскпромбанк;735;Курская обл.;15 188 308,00;14 980 535,00;207 773,00;1,39
196;6;Первомайский;518;Краснодарский край;15 033 186,00;14 699 051,00;334 135,00;2,27
197;3;Эллипс Банк;1950;Нижегородская обл.;15 008 324,00;14 869 820,00;138 504,00;0,93
198;19;Финпромбанк (ФПБ Банк);2157;Москва и обл.;14 915 569,00;13 069 920,00;1 845 649,00;14,12
199;-4;Норвик Банк;902;Кировская обл.;14 849 935,00;15 335 771,00;-485 836,00;-3,17
200;-2;Центркомбанк;2983;Москва и обл.;14 818 356,00;15 129 168,00;-310 812,00;-2,05
201;4;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;14 801 773,00;14 504 793,00;296 980,00;2,05
202;2;Газэнергобанк;3252;Калужская обл.;14 766 791,00;14 602 901,00;163 890,00;1,12
203;-9;МАСТ-Банк;3267;Москва и обл.;14 736 449,00;15 384 739,00;-648 290,00;-4,21
204;3;Ланта-Банк;1920;Москва и обл.;14 692 956,00;14 315 976,00;376 980,00;2,63
205;5;Гута-Банк;256;Москва и обл.;14 651 705,00;13 936 770,00;714 935,00;5,13
206;-3;Банк ПСА Финанс Рус;3481;Москва и обл.;14 425 875,00;14 664 778,00;-238 903,00;-1,63
207;4;АйМаниБанк;1975;Республика Алтай;14 085 832,00;13 912 870,00;172 962,00;1,24
208;17;Нацинвестпромбанк;3077;Москва и обл.;14 005 288,00;11 779 768,00;2 225 520,00;18,89
209;0;ВУЗ-Банк;1557;Свердловская обл.;13 961 230,00;13 955 537,00;5 693,00;0,04
210;2;Александровский;53;Санкт-Петербург и обл.;13 862 279,00;13 685 532,00;176 747,00;1,29
211;-3;АктивКапитал Банк;3006;Самарская обл.;13 652 196,00;13 981 123,00;-328 927,00;-2,35
212;1;Западный;2598;Москва и обл.;13 607 110,00;13 201 602,00;405 508,00;3,07
213;5;Балтика;967;Санкт-Петербург и обл.;13 336 736,00;12 948 361,00;388 375,00;3,00
214;1;Энергомашбанк;52;Санкт-Петербург и обл.;13 321 637,00;13 181 030,00;140 607,00;1,07
215;5;Квантмобайл Банк;1189;Омская обл.;13 139 879,00;12 843 126,00;296 753,00;2,31
216;-28;Энерготрансбанк;1307;Калининградская обл.;13 127 236,00;15 679 456,00;-2 552 220,00;-16,28
217;-3;Национальная Факторинговая Компания;3437;Москва и обл.;12 928 850,00;13 188 618,00;-259 768,00;-1,97
218;6;ТЭМБР-Банк;2764;Москва и обл.;12 848 836,00;12 116 075,00;732 761,00;6,05
219;-3;Гранд Инвест Банк;3053;Москва и обл.;12 837 232,00;13 076 035,00;-238 803,00;-1,83
220;2;Алеф-Банк;2119;Москва и обл.;12 703 352,00;12 491 868,00;211 484,00;1,69
221;2;Платежный Центр;3166;Новосибирская обл.;12 439 081,00;12 357 937,00;81 144,00;0,66
222;54;Экопромбанк;2011;Пермская обл.;12 200 772,00;8 604 021,00;3 596 751,00;41,80
223;-2;Держава;2738;Москва и обл.;12 127 592,00;12 726 146,00;-598 554,00;-4,70
224;-18;АйСиБиСи Банк;3475;Москва и обл.;12 070 086,00;14 475 380,00;-2 405 294,00;-16,62
225;17;Фольксваген Банк Рус;3500;Москва и обл.;12 057 383,00;10 614 604,00;1 442 779,00;13,59
226;5;Интрастбанк;3144;Москва и обл.;11 986 034,00;11 394 730,00;591 304,00;5,19
227;0;Солидарность (Москва);1555;Москва и обл.;11 817 639,00;11 642 204,00;175 435,00;1,51
228;1;РосДорБанк;1573;Москва и обл.;11 810 022,00;11 604 735,00;205 287,00;1,77
229;-3;Хлынов;254;Кировская обл.;11 754 793,00;11 648 703,00;106 090,00;0,91
230;5;Расчетно-Кредитный Банк;103;Москва и обл.;11 735 084,00;10 908 196,00;826 888,00;7,58
231;7;СИАБ;3245;Санкт-Петербург и обл.;11 705 997,00;10 755 965,00;950 032,00;8,83
232;-2;Углеметбанк;2997;Челябинская обл.;11 693 987,00;11 533 669,00;160 318,00;1,39
233;3;Национальный Банк Развития Бизнеса;2795;Москва и обл.;11 459 574,00;10 903 680,00;555 894,00;5,10
234;-1;СтарБанк;548;Москва и обл.;11 133 895,00;10 977 378,00;156 517,00;1,43
235;8;Эс-Би-Ай Банк;3185;Москва и обл.;11 041 478,00;10 475 368,00;566 110,00;5,40
236;-17;НК Банк;2755;Москва и обл.;11 035 507,00;12 928 829,00;-1 893 322,00;-14,64
237;23;Адмиралтейский;3054;Москва и обл.;10 942 769,00;9 376 212,00;1 566 557,00;16,71
238;1;Банк24.ру;2227;Свердловская обл.;10 925 061,00;10 684 177,00;240 884,00;2,25
239;-2;Московское Ипотечное Агентство;3344;Москва и обл.;10 878 738,00;10 821 100,00;57 638,00;0,53
240;-6;БКС Банк;101;Новосибирская обл.;10 846 903,00;10 964 713,00;-117 810,00;-1,07
241;14;Денизбанк Москва;3330;Москва и обл.;10 820 505,00;9 587 146,00;1 233 359,00;12,86
242;-14;Аресбанк;2914;Москва и обл.;10 779 969,00;11 615 093,00;-835 124,00;-7,19
243;3;Европейский;1616;Калининградская обл.;10 777 391,00;10 258 920,00;518 471,00;5,05
244;7;Военно-Промышленный Банк;3065;Москва и обл.;10 595 323,00;9 808 607,00;786 716,00;8,02
245;-5;Прио-Внешторгбанк;212;Рязанская обл.;10 512 919,00;10 666 369,00;-153 450,00;-1,44
246;-1;Социнвестбанк;1132;Башкортостан;10 294 931,00;10 293 465,00;1 466,00;0,01
247;-6;ОФК Банк;2270;Москва и обл.;10 240 421,00;10 640 133,00;-399 712,00;-3,76
248;0;Экономбанк;1319;Саратовская обл.;10 175 184,00;9 986 007,00;189 177,00;1,89
249;35;Промсбербанк;1043;Москва и обл.;10 130 135,00;8 138 079,00;1 992 056,00;24,48
250;-1;БайкалБанк;2632;Бурятия;10 099 438,00;9 846 162,00;253 276,00;2,57
251;-7;Международный Акционерный Банк;1987;Москва и обл.;10 019 854,00;10 354 309,00;-334 455,00;-3,23
252;33;Метробанк;2548;Москва и обл.;9 914 672,00;8 097 559,00;1 817 113,00;22,44
253;3;Банк Акцепт;567;Новосибирская обл.;9 911 424,00;9 449 432,00;461 992,00;4,89
254;5;Уралкапиталбанк;2519;Башкортостан;9 886 918,00;9 401 381,00;485 537,00;5,16
255;3;Башинвестбанк;2189;Башкортостан;9 787 001,00;9 430 700,00;356 301,00;3,78
256;-9;МАК-Банк;1088;Москва и обл.;9 719 067,00;10 053 400,00;-334 333,00;-3,33
257;-25;Руснарбанк;3403;Москва и обл.;9 691 286,00;11 074 517,00;-1 383 231,00;-12,49
258;-8;Гарант-Инвест;2576;Москва и обл.;9 689 072,00;9 830 706,00;-141 634,00;-1,44
259;9;Бэнк оф Чайна;2309;Москва и обл.;9 628 765,00;9 106 301,00;522 464,00;5,74
