Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июнь, 2014, тыс. рублей;Май, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;6;Прио-Внешторгбанк;212;Рязанская обл.;10 432 316,00;10 310 627,00;121 689,00;1,18
261;0;Солид Банк;1329;Камчатская обл.;10 307 112,00;10 524 784,00;-217 672,00;-2,07
262;-3;Эс-Би-Ай Банк;3185;Москва и обл.;10 280 629,00;10 586 639,00;-306 010,00;-2,89
263;-1;Стратегия;2801;Москва и обл.;10 241 474,00;10 428 871,00;-187 397,00;-1,80
264;7;Нефтяной Альянс;2859;Москва и обл.;10 209 070,00;9 921 621,00;287 449,00;2,90
265;2;Компания Розничного Кредитования;3385;Москва и обл.;10 153 831,00;10 285 816,00;-131 985,00;-1,28
266;-30;Киви Банк;2241;Москва и обл.;10 086 549,00;12 149 237,00;-2 062 688,00;-16,98
267;-3;Татсоцбанк;480;Татарстан;10 034 832,00;10 375 218,00;-340 386,00;-3,28
268;5;Банк Жилищного Финансирования;3138;Москва и обл.;10 024 018,00;9 627 930,00;396 088,00;4,11
269;-18;Темпбанк;55;Москва и обл.;9 939 574,00;11 110 899,00;-1 171 325,00;-10,54
270;-1;Международный Акционерный Банк;1987;Москва и обл.;9 919 292,00;10 103 810,00;-184 518,00;-1,83
271;1;Энергомашбанк;52;Санкт-Петербург и обл.;9 862 039,00;9 890 001,00;-27 962,00;-0,28
272;2;Промсбербанк;1043;Москва и обл.;9 770 919,00;9 454 670,00;316 249,00;3,34
273;-23;РЕСО Кредит;3450;Москва и обл.;9 769 166,00;11 159 434,00;-1 390 268,00;-12,46
274;3;Ишбанк;2867;Москва и обл.;9 766 676,00;8 995 426,00;771 250,00;8,57
275;-5;Банк Расчетов и Сбережений;2617;Москва и обл.;9 532 626,00;9 941 065,00;-408 439,00;-4,11
276;-1;НИКО-Банк;702;Оренбургская обл.;9 356 266,00;9 421 627,00;-65 361,00;-0,69
277;1;КС Банк;1752;Мордовия;9 111 072,00;8 965 885,00;145 187,00;1,62
278;-10;Мир Бизнес Банк;3396;Москва и обл.;8 894 229,00;10 225 075,00;-1 330 846,00;-13,02
279;-3;Европейский;1616;Калининградская обл.;8 713 785,00;9 207 866,00;-494 081,00;-5,37
280;7;Адмиралтейский;3054;Москва и обл.;8 649 189,00;8 294 928,00;354 261,00;4,27
281;-1;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;8 532 858,00;8 737 566,00;-204 708,00;-2,34
282;7;Нижневолжский Коммерческий Банк;931;Саратовская обл.;8 474 654,00;8 193 760,00;280 894,00;3,43
283;16;Нефтепромбанк;2156;Москва и обл.;8 420 384,00;7 700 152,00;720 232,00;9,35
284;-3;Евромет;2902;Москва и обл.;8 389 646,00;8 576 388,00;-186 742,00;-2,18
285;3;Бенифит-Банк;3229;Москва и обл.;8 354 142,00;8 273 430,00;80 712,00;0,98
286;-3;Углеметбанк;2997;Челябинская обл.;8 328 177,00;8 448 741,00;-120 564,00;-1,43
287;-8;РусЮгбанк;2093;Волгоградская обл.;8 287 413,00;8 789 522,00;-502 109,00;-5,71
288;13;2Т Банк;625;Москва и обл.;8 286 996,00;7 681 000,00;605 996,00;7,89
289;18;Генбанк;2490;Москва и обл.;8 181 050,00;7 566 450,00;614 600,00;8,12
290;16;Ставропольпромстройбанк;1288;Ставропольский край;8 036 189,00;7 596 736,00;439 453,00;5,78
291;0;Белгородсоцбанк;760;Белгородская обл.;7 968 358,00;8 031 760,00;-63 402,00;-0,79
292;6;Московский Нефтехимический Банк;1411;Москва и обл.;7 942 736,00;7 766 359,00;176 377,00;2,27
293;-3;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;7 937 208,00;8 184 003,00;-246 795,00;-3,02
294;-8;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;7 918 873,00;8 298 843,00;-379 970,00;-4,58
295;0;Новопокровский;467;Краснодарский край;7 884 535,00;7 935 349,00;-50 814,00;-0,64
296;-3;Роспромбанк;3204;Москва и обл.;7 808 991,00;7 939 107,00;-130 116,00;-1,64
297;-3;Рускобанк;138;Санкт-Петербург и обл.;7 791 567,00;7 937 216,00;-145 649,00;-1,84
298;-6;Миллениум Банк;3423;Москва и обл.;7 780 575,00;7 954 375,00;-173 800,00;-2,18
299;15;Джей энд Ти Банк;3061;Москва и обл.;7 762 823,00;7 325 520,00;437 303,00;5,97
300;-4;Промтрансбанк;2638;Башкортостан;7 756 686,00;7 864 145,00;-107 459,00;-1,37
301;8;Агросоюз;1459;Москва и обл.;7 740 108,00;7 533 843,00;206 265,00;2,74
302;10;Волга-Кредит;1153;Самарская обл.;7 734 960,00;7 461 052,00;273 908,00;3,67
303;0;Уралкапиталбанк;2519;Башкортостан;7 710 627,00;7 668 359,00;42 268,00;0,55
304;18;Кузнецкий Мост;2254;Москва и обл.;7 639 099,00;7 059 528,00;579 571,00;8,21
305;13;Инбанк;1829;Москва и обл.;7 635 672,00;7 214 568,00;421 104,00;5,84
306;-2;Снежинский;1376;Челябинская обл.;7 629 776,00;7 663 115,00;-33 339,00;-0,44
307;8;Еврокоммерц;1777;Москва и обл.;7 623 233,00;7 298 378,00;324 855,00;4,45
308;-11;Финам Банк;2799;Москва и обл.;7 522 809,00;7 784 778,00;-261 969,00;-3,37
309;1;Северо-Восточный Альянс;2768;Москва и обл.;7 457 689,00;7 497 953,00;-40 264,00;-0,54
310;-8;ПИР Банк;2655;Москва и обл.;7 452 714,00;7 679 258,00;-226 544,00;-2,95
311;2;Софрино;2972;Москва и обл.;7 438 621,00;7 438 621,00;0,00;0
312;-1;Датабанк;646;Удмуртия;7 428 491,00;7 461 887,00;-33 396,00;-0,45
313;13;Вокбанк;312;Нижегородская обл.;7 389 051,00;6 950 661,00;438 390,00;6,31
314;-9;Развитие;2729;Карачаево-Черкесия;7 341 594,00;7 628 451,00;-286 857,00;-3,76
315;9;Банк БКФ;2684;Москва и обл.;7 287 726,00;7 001 287,00;286 439,00;4,09
316;0;Анкор Банк;889;Татарстан;7 278 058,00;7 283 849,00;-5 791,00;-0,08
317;-17;Экспресс-Кредит;210;Москва и обл.;7 263 098,00;7 692 904,00;-429 806,00;-5,59
318;2;Томскпромстройбанк;1720;Томская обл.;7 254 605,00;7 127 629,00;126 976,00;1,78
319;4;Славянский Кредит;2960;Москва и обл.;7 193 402,00;7 029 068,00;164 334,00;2,34
320;-3;Альба Альянс;2593;Москва и обл.;7 072 992,00;7 266 060,00;-193 068,00;-2,66
321;0;Ренессанс;1939;Москва и обл.;6 983 816,00;7 089 260,00;-105 444,00;-1,49
322;-3;УМ-Банк;1441;Свердловская обл.;6 944 787,00;7 129 870,00;-185 083,00;-2,60
323;4;Русский Торговый Банк;2842;Москва и обл.;6 934 495,00;6 941 120,00;-6 625,00;-0,10
324;6;ФДБ;3071;Москва и обл.;6 933 325,00;6 872 724,00;60 601,00;0,88
325;0;Славия;2664;Москва и обл.;6 912 462,00;6 984 230,00;-71 768,00;-1,03
326;10;Ассоциация;732;Нижегородская обл.;6 834 616,00;6 681 277,00;153 339,00;2,30
327;7;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 825 315,00;6 728 539,00;96 776,00;1,44
328;9;Юг-Инвестбанк;2772;Краснодарский край;6 822 229,00;6 655 189,00;167 040,00;2,51
329;13;Русь;704;Оренбургская обл.;6 694 547,00;6 497 938,00;196 609,00;3,03
330;13;Ури Банк;3479;Москва и обл.;6 676 323,00;6 467 160,00;209 163,00;3,23
331;0;Бинбанк Тверь;777;Тверская обл.;6 642 899,00;6 790 338,00;-147 439,00;-2,17
332;6;Банк Инноваций и Развития;2647;Москва и обл.;6 598 049,00;6 590 442,00;7 607,00;0,12
333;2;Трансстройбанк;2807;Москва и обл.;6 587 906,00;6 690 189,00;-102 283,00;-1,53
334;5;Спецсетьстройбанк;3062;Москва и обл.;6 585 819,00;6 551 781,00;34 038,00;0,52
335;11;Бинбанк Столица;3052;Москва и обл.;6 472 498,00;6 362 511,00;109 987,00;1,73
336;5;Новый Московский Банк;2932;Москва и обл.;6 423 653,00;6 503 797,00;-80 144,00;-1,23
337;11;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 381 970,00;6 210 913,00;171 057,00;2,75
338;7;Банк БФТ;2273;Москва и обл.;6 366 938,00;6 366 938,00;0,00;0
339;8;Актив Банк;2529;Мордовия;6 273 303,00;6 237 912,00;35 391,00;0,57
340;36;Региональный Банк Развития;2782;Башкортостан;6 254 753,00;5 228 317,00;1 026 436,00;19,63
341;19;Вега-Банк;3270;Москва и обл.;6 168 438,00;5 809 857,00;358 581,00;6,17
342;7;РАМ Банк;3480;Москва и обл.;6 161 111,00;6 173 188,00;-12 077,00;-0,20
343;-10;Инвестиционный Союз;637;Москва и обл.;6 092 349,00;6 730 000,00;-637 651,00;-9,47
344;9;Банк Казани;708;Татарстан;6 045 957,00;5 929 410,00;116 547,00;1,97
345;-5;Бинбанк Мурманск;1276;Мурманская обл.;6 029 564,00;6 518 983,00;-489 419,00;-7,51
346;5;Северный Народный Банк;2721;Коми;5 990 503,00;5 980 260,00;10 243,00;0,17
347;-3;Голдман Сакс Банк;3490;Москва и обл.;5 905 503,00;6 398 340,00;-492 837,00;-7,70
348;8;Эл Банк;1025;Самарская обл.;5 904 247,00;5 897 250,00;6 997,00;0,12
349;-17;Международный Банк Развития;2704;Москва и обл.;5 883 545,00;6 747 581,00;-864 036,00;-12,81
350;5;Таатта;1249;Саха (Якутия);5 872 801,00;5 900 184,00;-27 383,00;-0,46
351;8;Кранбанк;2271;Ивановская обл.;5 869 417,00;5 827 462,00;41 955,00;0,72
352;6;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 864 669,00;5 858 502,00;6 167,00;0,11
353;4;Век;2299;Москва и обл.;5 823 452,00;5 866 148,00;-42 696,00;-0,73
354;20;Банк Торгового Финансирования;1982;Москва и обл.;5 783 892,00;5 276 961,00;506 931,00;9,61
355;-47;Объединенная Расчетная Система;3342;Москва и обл.;5 782 473,00;7 560 997,00;-1 778 524,00;-23,52
356;-6;Эргобанк;2856;Москва и обл.;5 775 952,00;5 984 767,00;-208 815,00;-3,49
357;4;Банк на Красных Воротах;2472;Москва и обл.;5 758 667,00;5 800 244,00;-41 577,00;-0,72
358;6;Автоградбанк;1455;Татарстан;5 731 321,00;5 572 760,00;158 561,00;2,85
359;4;Торгово-Строительный Банк;1250;Москва и обл.;5 657 462,00;5 585 830,00;71 632,00;1,28
360;5;Невский Банк;1068;Санкт-Петербург и обл.;5 642 971,00;5 513 097,00;129 874,00;2,36
361;1;Финансовый Стандарт;1053;Москва и обл.;5 616 310,00;5 693 598,00;-77 288,00;-1,36
362;-10;Экономикс-Банк;2136;Москва и обл.;5 602 559,00;5 934 120,00;-331 561,00;-5,59
363;3;Северный Кредит;2398;Вологодская обл.;5 566 302,00;5 509 382,00;56 920,00;1,03
364;6;Камский Коммерческий Банк;438;Татарстан;5 464 323,00;5 340 096,00;124 227,00;2,33
365;12;Юникорбанк;2586;Москва и обл.;5 362 958,00;5 224 959,00;137 999,00;2,64
366;1;Эксперт Банк;2949;Омская обл.;5 358 563,00;5 406 571,00;-48 008,00;-0,89
367;8;Чувашкредитпромбанк;1280;Чувашия;5 321 417,00;5 255 671,00;65 746,00;1,25
368;0;Донкомбанк;492;Ростовская обл.;5 317 285,00;5 393 096,00;-75 811,00;-1,41
369;11;Тюменьагропромбанк;917;Тюменская обл.;5 315 534,00;5 204 586,00;110 948,00;2,13
370;-41;Руссобанк;2313;Москва и обл.;5 286 298,00;6 878 796,00;-1 592 498,00;-23,15
371;0;Проминвестбанк;2433;Москва и обл.;5 219 838,00;5 299 099,00;-79 261,00;-1,50
372;1;Нэклис-Банк;1671;Москва и обл.;5 206 994,00;5 280 586,00;-73 592,00;-1,39
373;30;Верхневолжский;1084;Ярославская обл.;5 169 108,00;4 667 308,00;501 800,00;10,75
374;14;Зенит Сочи;232;Краснодарский край;5 146 811,00;5 073 654,00;73 157,00;1,44
375;16;Объединенный Кредитный Банк;1118;Владимирская обл.;5 145 357,00;5 024 549,00;120 808,00;2,40
376;9;Промэнергобанк;2728;Вологодская обл.;5 130 703,00;5 110 759,00;19 944,00;0,39
377;22;Мосуралбанк;2468;Москва и обл.;5 110 318,00;4 750 153,00;360 165,00;7,58
378;15;Межтрастбанк;2493;Москва и обл.;5 093 868,00;4 970 186,00;123 682,00;2,49
379;3;Банкхаус Эрбе;1717;Москва и обл.;5 080 447,00;5 114 803,00;-34 356,00;-0,67
380;14;Хакасский Муниципальный Банк;1049;Хакасия;5 067 322,00;4 965 301,00;102 021,00;2,05
381;15;Экси-Банк;2530;Санкт-Петербург и обл.;5 015 091,00;4 905 905,00;109 186,00;2,23
382;-3;Сибсоцбанк;2015;Алтайский край;5 008 419,00;5 207 899,00;-199 480,00;-3,83
383;32;Милбанк;3256;Москва и обл.;4 967 799,00;4 414 826,00;552 973,00;12,53
384;-12;Ю Би Эс Банк;3463;Москва и обл.;4 966 928,00;5 298 823,00;-331 895,00;-6,26
385;-1;Международный Коммерческий Банк;2524;Москва и обл.;4 959 230,00;5 114 310,00;-155 080,00;-3,03
386;18;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 957 228,00;4 662 402,00;294 826,00;6,32
387;3;Бинбанк Смоленск;1957;Смоленская обл.;4 949 658,00;5 029 003,00;-79 345,00;-1,58
388;4;Национальный Залоговый Банк;2944;Москва и обл.;4 939 718,00;5 005 908,00;-66 190,00;-1,32
389;-3;МАК-Банк;1088;Москва и обл.;4 938 099,00;5 104 710,00;-166 611,00;-3,26
390;-3;Москва-Сити;3247;Москва и обл.;4 931 073,00;5 081 335,00;-150 262,00;-2,96
391;11;Дагэнергобанк;3286;Дагестан;4 868 944,00;4 717 227,00;151 717,00;3,22
392;9;Промрегионбанк;2123;Томская обл.;4 861 777,00;4 738 132,00;123 645,00;2,61
393;5;ВостСибтранскомбанк;2731;Иркутская обл.;4 835 892,00;4 813 551,00;22 341,00;0,46
394;-5;Банк ИТБ;3128;Москва и обл.;4 810 862,00;5 058 286,00;-247 424,00;-4,89
395;-12;Банк Заречье;817;Татарстан;4 789 739,00;5 114 736,00;-324 997,00;-6,35
396;-1;Зернобанк;2337;Алтайский край;4 735 689,00;4 933 091,00;-197 402,00;-4,00
397;13;Сибнефтебанк;385;Тюменская обл.;4 700 110,00;4 488 123,00;211 987,00;4,72
398;8;Стройлесбанк;2995;Тюменская обл.;4 679 208,00;4 612 960,00;66 248,00;1,44
399;-21;Азия-Инвест Банк;3303;Москва и обл.;4 666 939,00;5 213 811,00;-546 872,00;-10,49
400;21;Енисейский Объединенный Банк;2645;Красноярский край;4 653 447,00;4 334 702,00;318 745,00;7,35
401;8;Союзный;3236;Москва и обл.;4 652 037,00;4 516 004,00;136 033,00;3,01
402;12;Межрегиональный промышленно-строительный банк;752;Мордовия;4 615 094,00;4 444 609,00;170 485,00;3,84
403;9;Банк Развития Технологий;3441;Москва и обл.;4 594 860,00;4 457 652,00;137 208,00;3,08
404;22;Новобанк;1352;Новгородская обл.;4 590 370,00;4 306 729,00;283 641,00;6,59
405;-24;Платина;2347;Москва и обл.;4 589 833,00;5 166 684,00;-576 851,00;-11,16
406;-1;Синко-Банк;2838;Москва и обл.;4 506 072,00;4 631 078,00;-125 006,00;-2,70
407;12;Идея Банк;430;Краснодарский край;4 468 011,00;4 375 298,00;92 713,00;2,12
408;15;Риабанк;3434;Москва и обл.;4 450 218,00;4 320 324,00;129 894,00;3,01
409;16;Русский Трастовый Банк;1139;Москва и обл.;4 422 660,00;4 306 976,00;115 684,00;2,69
410;-10;Газстройбанк;2919;Москва и обл.;4 417 173,00;4 744 821,00;-327 648,00;-6,91
411;7;Оргбанк;3312;Москва и обл.;4 394 270,00;4 394 434,00;-164,00;-0,00
412;-4;Банк Кремлевский;2905;Москва и обл.;4 378 002,00;4 557 819,00;-179 817,00;-3,95
413;7;Кроссинвестбанк;2849;Москва и обл.;4 350 750,00;4 351 651,00;-901,00;-0,02
414;-1;Бланк Банк;2368;Москва и обл.;4 341 694,00;4 455 970,00;-114 276,00;-2,56
415;2;Лесбанк;1598;Москва и обл.;4 336 133,00;4 407 719,00;-71 586,00;-1,62
416;-47;Горбанк;2982;Санкт-Петербург и обл.;4 327 321,00;5 390 554,00;-1 063 233,00;-19,72
417;5;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 326 426,00;4 321 446,00;4 980,00;0,12
418;9;Консервативный Коммерческий Банк;1087;Астраханская обл.;4 325 440,00;4 252 977,00;72 463,00;1,70
419;11;Кузнецкий;609;Пензенская обл.;4 321 034,00;4 141 016,00;180 018,00;4,35
420;-66;Финанс Бизнес Банк;520;Краснодарский край;4 271 402,00;5 916 174,00;-1 644 772,00;-27,80
421;-10;Реалист Банк;1067;Иркутская обл.;4 259 903,00;4 487 697,00;-227 794,00;-5,08
422;14;Московский Коммерческий Банк;3172;Москва и обл.;4 239 537,00;4 015 609,00;223 928,00;5,58
423;-7;Банк Раунд;2506;Москва и обл.;4 231 584,00;4 413 415,00;-181 831,00;-4,12
424;-17;Банк Оранжевый;1659;Санкт-Петербург и обл.;4 221 713,00;4 562 898,00;-341 185,00;-7,48
425;6;Профит Банк;3234;Москва и обл.;4 198 914,00;4 099 633,00;99 281,00;2,42
426;3;Сити Инвест Банк;3194;Санкт-Петербург и обл.;4 154 955,00;4 221 871,00;-66 916,00;-1,58
427;-3;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;4 126 347,00;4 318 056,00;-191 709,00;-4,44
428;9;Банк Экономический Союз;2798;Москва и обл.;4 114 274,00;4 008 685,00;105 589,00;2,63
429;9;ИТ Банк;2609;Омская обл.;4 105 821,00;3 990 272,00;115 549,00;2,90
430;12;Торговый Городской Банк;3180;Тверская обл.;4 049 577,00;3 849 181,00;200 396,00;5,21
431;3;Роял Кредит Банк;783;Хабаровский край;4 027 002,00;4 040 262,00;-13 260,00;-0,33
432;9;Ермак;1809;Тюменская обл.;3 999 682,00;3 864 392,00;135 290,00;3,50
433;-36;Замоскворецкий;1640;Москва и обл.;3 973 665,00;4 848 052,00;-874 387,00;-18,04
434;-1;Нейва;1293;Свердловская обл.;3 962 774,00;4 055 890,00;-93 116,00;-2,30
435;4;Конфидэнс Банк;970;Костромская обл.;3 947 960,00;3 924 903,00;23 057,00;0,59
436;4;Земский Банк;2900;Самарская обл.;3 899 289,00;3 876 161,00;23 128,00;0,60
437;-5;Мастер-Капитал;3011;Москва и обл.;3 855 914,00;4 069 971,00;-214 057,00;-5,26
438;-10;Итуруп;2390;Сахалинская обл.;3 837 272,00;4 248 261,00;-410 989,00;-9,67
439;7;Промсельхозбанк;538;Москва и обл.;3 790 472,00;3 741 952,00;48 520,00;1,30
440;-5;Народный Доверительный Банк;2374;Москва и обл.;3 772 725,00;4 020 095,00;-247 370,00;-6,15
441;60;Бест Эффортс Банк;435;Москва и обл.;3 770 137,00;2 689 527,00;1 080 610,00;40,18
442;2;Церих;3278;Орловская обл.;3 767 682,00;3 762 645,00;5 037,00;0,13
443;4;Леноблбанк;1003;Санкт-Петербург и обл.;3 764 846,00;3 669 052,00;95 794,00;2,61
444;-1;Еврокредит;2957;Москва и обл.;3 718 410,00;3 844 159,00;-125 749,00;-3,27
445;5;Форус Банк;3457;Нижегородская обл.;3 714 100,00;3 569 554,00;144 546,00;4,05
446;6;Финансово-Промышленный Капитал;3295;Москва и обл.;3 697 909,00;3 532 521,00;165 388,00;4,68
447;4;Коммерческий Индо Банк;3446;Москва и обл.;3 648 527,00;3 537 011,00;111 516,00;3,15
448;12;Воронеж;654;Воронежская обл.;3 617 370,00;3 311 674,00;305 696,00;9,23
449;20;Новое Время;3492;Москва и обл.;3 515 642,00;3 225 735,00;289 907,00;8,99
450;6;Мираф-Банк;2244;Омская обл.;3 507 230,00;3 395 029,00;112 201,00;3,30
451;-2;Профессионал Банк;3296;Москва и обл.;3 505 585,00;3 609 288,00;-103 703,00;-2,87
452;-7;Крыловский;456;Краснодарский край;3 477 579,00;3 758 580,00;-281 001,00;-7,48
453;12;МС Банк Рус;2789;Москва и обл.;3 467 923,00;3 254 271,00;213 652,00;6,57
454;0;Витабанк;356;Санкт-Петербург и обл.;3 454 846,00;3 422 484,00;32 362,00;0,95
455;2;Ваш Личный Банк;1222;Иркутская обл.;3 449 259,00;3 338 519,00;110 740,00;3,32
456;-3;Интерактивный Банк;3378;Москва и обл.;3 436 646,00;3 469 573,00;-32 927,00;-0,95
457;13;Профессионал Банк;2471;Москва и обл.;3 420 715,00;3 172 206,00;248 509,00;7,83
458;-3;РБА;3413;Москва и обл.;3 415 422,00;3 409 532,00;5 890,00;0,17
459;0;Алтайкапиталбанк;2659;Алтайский край;3 397 055,00;3 312 843,00;84 212,00;2,54
460;3;Владпромбанк;870;Владимирская обл.;3 394 925,00;3 262 839,00;132 086,00;4,05
461;24;Элита;1399;Калужская обл.;3 390 992,00;2 918 929,00;472 063,00;16,17
462;17;Океан Банк;1697;Москва и обл.;3 320 534,00;3 001 990,00;318 544,00;10,61
463;5;Венец;524;Ульяновская обл.;3 281 686,00;3 247 180,00;34 506,00;1,06
464;-16;Витязь;2890;Москва и обл.;3 276 629,00;3 650 998,00;-374 369,00;-10,25
465;-7;Интеркредит;3047;Москва и обл.;3 241 076,00;3 329 632,00;-88 556,00;-2,66
466;-5;Камчаткомагропромбанк;545;Камчатская обл.;3 232 022,00;3 273 460,00;-41 438,00;-1,27
467;6;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 225 232,00;3 133 089,00;92 143,00;2,94
468;-1;Живаго Банк;2065;Рязанская обл.;3 163 450,00;3 250 624,00;-87 174,00;-2,68
469;-3;Уссури;596;Хабаровский край;3 151 550,00;3 251 778,00;-100 228,00;-3,08
470;-6;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;3 127 986,00;3 260 626,00;-132 640,00;-4,07
471;4;НБК-Банк;3283;Москва и обл.;3 113 537,00;3 096 638,00;16 899,00;0,55
472;2;Агророс;2860;Саратовская обл.;3 091 871,00;3 099 112,00;-7 241,00;-0,23
473;5;РТС-Банк;3401;Самарская обл.;3 085 223,00;3 034 845,00;50 378,00;1,66
474;-12;Кошелев-Банк;3300;Самарская обл.;3 063 918,00;3 270 382,00;-206 464,00;-6,31
475;1;Вологжанин;1896;Вологодская обл.;3 057 312,00;3 076 233,00;-18 921,00;-0,62
476;6;Газтрансбанк;665;Адыгея;3 028 504,00;2 981 873,00;46 631,00;1,56
477;38;Гагаринский;606;Москва и обл.;3 025 921,00;2 551 695,00;474 226,00;18,58
478;-1;Уралпромбанк;2964;Челябинская обл.;3 008 063,00;3 061 545,00;-53 482,00;-1,75
479;15;Индустриальный Сберегательный Банк;3175;Москва и обл.;3 006 423,00;2 789 522,00;216 901,00;7,78
480;-9;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 996 224,00;3 163 860,00;-167 636,00;-5,30
481;5;Приоритет;3135;Самарская обл.;2 963 408,00;2 900 084,00;63 324,00;2,18
482;-1;Аксонбанк;680;Костромская обл.;2 923 421,00;2 986 146,00;-62 725,00;-2,10
483;4;НОКССбанк;3202;Волгоградская обл.;2 914 472,00;2 888 689,00;25 783,00;0,89
484;8;Евроальянс;1781;Ивановская обл.;2 913 470,00;2 818 438,00;95 032,00;3,37
485;-2;Долинск;857;Сахалинская обл.;2 904 712,00;2 954 927,00;-50 215,00;-1,70
486;-2;Преодоление;2649;Москва и обл.;2 874 828,00;2 923 815,00;-48 987,00;-1,68
487;-7;Лайтбанк;3177;Москва и обл.;2 859 158,00;2 993 744,00;-134 586,00;-4,50
488;8;Донинвест;1617;Ростовская обл.;2 858 558,00;2 761 083,00;97 475,00;3,53
489;-1;Костромаселькомбанк;1115;Костромская обл.;2 853 762,00;2 852 673,00;1 089,00;0,04
490;0;Гринфилдбанк;2711;Москва и обл.;2 840 230,00;2 848 426,00;-8 196,00;-0,29
491;4;Енисей;474;Красноярский край;2 830 168,00;2 765 648,00;64 520,00;2,33
492;7;Финтрастбанк;3104;Москва и обл.;2 782 210,00;2 694 927,00;87 283,00;3,24
493;9;ИСБ;3010;Москва и обл.;2 761 528,00;2 687 612,00;73 916,00;2,75
494;-3;Капитал;575;Москва и обл.;2 759 119,00;2 837 739,00;-78 620,00;-2,77
495;21;МФБанк;3163;Москва и обл.;2 751 990,00;2 531 473,00;220 517,00;8,71
496;-24;Универсальный Кредит;2903;Москва и обл.;2 740 710,00;3 142 129,00;-401 419,00;-12,78
497;1;Первый Инвестиционный Банк;604;Москва и обл.;2 713 599,00;2 702 287,00;11 312,00;0,42
498;15;Бинбанк Сургут;1701;Тюменская обл.;2 690 122,00;2 565 336,00;124 786,00;4,86
499;6;Кубанский Универсальный Банк;2898;Краснодарский край;2 687 955,00;2 647 771,00;40 184,00;1,52
500;-7;Айви Банк;2055;Москва и обл.;2 676 991,00;2 801 023,00;-124 032,00;-4,43
501;10;Ринвестбанк;3262;Рязанская обл.;2 669 962,00;2 572 275,00;97 687,00;3,80
502;5;Российская Финансовая Корпорация;3099;Москва и обл.;2 662 934,00;2 640 398,00;22 536,00;0,85
503;36;Национальный Корпоративный Банк;3422;Москва и обл.;2 645 516,00;2 246 720,00;398 796,00;17,75
504;5;Диг-Банк;2423;Северная Осетия — Алания;2 645 509,00;2 589 101,00;56 408,00;2,18
505;1;Крокус-Банк;2682;Москва и обл.;2 638 511,00;2 644 389,00;-5 878,00;-0,22
506;4;Зираат Банк;2559;Москва и обл.;2 596 737,00;2 579 994,00;16 743,00;0,65
507;1;Росбизнесбанк;1405;Москва и обл.;2 582 429,00;2 635 988,00;-53 559,00;-2,03
508;11;Таурус Банк;655;Челябинская обл.;2 557 542,00;2 524 251,00;33 291,00;1,32
509;-12;Констанс-Банк;2228;Санкт-Петербург и обл.;2 556 279,00;2 756 966,00;-200 687,00;-7,28
510;-6;Мегаполис;3265;Чувашия;2 554 776,00;2 660 041,00;-105 265,00;-3,96
511;6;Радиотехбанк;1166;Нижегородская обл.;2 549 726,00;2 530 959,00;18 767,00;0,74
512;-9;Столичный Кредит;2853;Москва и обл.;2 541 034,00;2 661 373,00;-120 339,00;-4,52
513;-13;Русский Национальный Банк;469;Ростовская обл.;2 531 283,00;2 690 284,00;-159 001,00;-5,91
514;4;Братский АНКБ;1144;Иркутская обл.;2 529 840,00;2 526 182,00;3 658,00;0,14
515;15;Унифондбанк;3416;Москва и обл.;2 513 811,00;2 331 798,00;182 013,00;7,81
516;4;Тульский Промышленник;2382;Тульская обл.;2 513 537,00;2 451 252,00;62 285,00;2,54
517;28;Юнистрим;3467;Москва и обл.;2 493 495,00;2 177 760,00;315 735,00;14,50
518;9;Крона-Банк;2499;Иркутская обл.;2 489 047,00;2 415 501,00;73 546,00;3,04
519;3;Татагропромбанк;728;Татарстан;2 484 577,00;2 443 204,00;41 373,00;1,69
520;-6;Банк РМП;2574;Москва и обл.;2 475 608,00;2 565 005,00;-89 397,00;-3,49
521;4;Апабанк;2404;Москва и обл.;2 473 835,00;2 428 168,00;45 667,00;1,88
522;9;Резерв;2364;Челябинская обл.;2 451 963,00;2 324 148,00;127 815,00;5,50
523;5;Сибэс;208;Омская обл.;2 451 823,00;2 339 221,00;112 602,00;4,81
524;-3;Национальный Банк Сбережений;1949;Ивановская обл.;2 439 766,00;2 450 599,00;-10 833,00;-0,44
525;17;Земкомбанк;574;Ростовская обл.;2 412 392,00;2 196 975,00;215 417,00;9,81
526;-2;Богородский Муниципальный Банк;2992;Москва и обл.;2 406 690,00;2 439 655,00;-32 965,00;-1,35
