Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июнь, 2014, тыс. рублей;Май, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
803;6;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;443 848,00;429 878,00;13 970,00;3,25
804;3;Энтузиастбанк;3048;Москва и обл.;443 781,00;442 200,00;1 581,00;0,36
805;3;Эко-Инвест;3116;Москва и обл.;433 519,00;441 952,00;-8 433,00;-1,91
806;4;ИР-Кредит;1724;Москва и обл.;427 007,00;426 046,00;961,00;0,23
807;8;Максимум;466;Ростовская обл.;425 209,00;405 502,00;19 707,00;4,86
808;3;Кредо Финанс;793;Дагестан;419 045,00;424 382,00;-5 337,00;-1,26
809;-13;Северная Клиринговая Палата;3317;Архангельская обл.;413 579,00;484 188,00;-70 609,00;-14,58
810;49;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;408 104,00;111 862,00;296 242,00;264,83
811;1;Платежи и Расчеты;3324;Самарская обл.;404 819,00;414 557,00;-9 738,00;-2,35
812;18;ТЭСТ;3440;Москва и обл.;387 603,00;332 015,00;55 588,00;16,74
813;1;РИТЦ Банк;2677;Москва и обл.;373 362,00;405 623,00;-32 261,00;-7,95
814;7;Арсенал;3000;Москва и обл.;372 344,00;365 242,00;7 102,00;1,94
815;3;Таганрогбанк;3136;Ростовская обл.;370 537,00;378 028,00;-7 491,00;-1,98
816;3;ПрестижКредитБанк;2922;Дагестан;368 636,00;368 179,00;457,00;0,12
817;3;Информпрогресс;2166;Москва и обл.;361 489,00;366 417,00;-4 928,00;-1,34
818;5;Алжан;2491;Дагестан;360 108,00;356 051,00;4 057,00;1,14
819;3;Логос;3233;Москва и обл.;357 813,00;360 364,00;-2 551,00;-0,71
820;-3;Старый Кремль;2657;Москва и обл.;352 468,00;379 062,00;-26 594,00;-7,02
821;3;Народный Банк Тувы;1309;Тыва;345 202,00;355 877,00;-10 675,00;-3,00
822;9;Онлайн Банк;2462;Москва и обл.;337 625,00;330 818,00;6 807,00;2,06
823;2;Альтернатива;3452;Москва и обл.;333 704,00;341 757,00;-8 053,00;-2,36
824;4;Новый Коммерческий Банк;347;Дагестан;332 438,00;335 498,00;-3 060,00;-0,91
825;2;Банк Фридом Финанс;1143;Сахалинская обл.;331 665,00;336 831,00;-5 166,00;-1,53
826;8;Дорис Банк;1679;Москва и обл.;320 009,00;321 620,00;-1 611,00;-0,50
827;8;Лэнд Кредит;1478;Москва и обл.;311 026,00;316 636,00;-5 610,00;-1,77
828;1;Сетевая Расчетная Палата;3332;Татарстан;308 205,00;335 329,00;-27 124,00;-8,09
829;9;Еврокапитал-Альянс;2672;Дагестан;301 021,00;294 486,00;6 535,00;2,22
830;6;Терра;3476;Москва и обл.;297 634,00;295 360,00;2 274,00;0,77
831;9;Идеалбанк;3491;Москва и обл.;295 495,00;276 520,00;18 975,00;6,86
832;0;Эно;1988;Дагестан;289 595,00;325 575,00;-35 980,00;-11,05
833;4;Континент Финанс;149;Калужская обл.;285 507,00;295 353,00;-9 846,00;-3,33
834;5;Регнум;3373;Москва и обл.;279 044,00;292 610,00;-13 566,00;-4,64
835;-124;Первый Депозитный Банк;1244;Москва и обл.;276 376,00;933 783,00;-657 407,00;-70,40
837;5;Конгресс-Банк;2330;Москва и обл.;255 059,00;240 294,00;14 765,00;6,14
838;8;Майма;1037;Республика Алтай;251 839,00;205 026,00;46 813,00;22,83
839;4;Тайдон;2085;Кемеровская обл.;238 318,00;238 707,00;-389,00;-0,16
840;4;Рунэтбанк;2829;Москва и обл.;223 923,00;218 248,00;5 675,00;2,60
841;4;Северстройбанк;3507;Вологодская обл.;215 832,00;212 871,00;2 961,00;1,39
842;5;Деньги.Мэйл.Ру;3511;Москва и обл.;203 787,00;203 787,00;0,00;0
843;5;Красноярский Краевой Расчетный Центр;3483;Красноярский край;197 836,00;197 106,00;730,00;0,37
844;8;Евроинвест;3383;Москва и обл.;179 740,00;149 159,00;30 581,00;20,50
845;6;РИБ;2749;Москва и обл.;161 970,00;153 835,00;8 135,00;5,29
846;7;КредитАльянс;3472;Вологодская обл.;153 864,00;135 174,00;18 690,00;13,83
847;2;Русское Финансовое Общество;3427;Москва и обл.;143 200,00;161 064,00;-17 864,00;-11,09
848;6;Расчетный Банковский Центр;3487;Москва и обл.;125 148,00;126 171,00;-1 023,00;-0,81
849;6;Зеленокумская;1239;Ставропольский край;121 703,00;121 432,00;271,00;0,22
850;7;Дальний Восток;3318;Тульская обл.;117 218,00;113 667,00;3 551,00;3,12
851;10;Фидбэк;3502;Москва и обл.;114 652,00;103 041,00;11 611,00;11,27
852;11;Монета.ру;3508;Марий Эл;108 482,00;83 586,00;24 896,00;29,78
853;7;Умут;2435;Дагестан;106 700,00;108 926,00;-2 226,00;-2,04
854;4;Финансовые Услуги;3496;Москва и обл.;92 953,00;112 451,00;-19 498,00;-17,34
855;1;Платежный Клиринговый Дом;3343;Москва и обл.;88 011,00;120 503,00;-32 492,00;-26,96
856;-6;Уральская Расчетная Палата;3326;Москва и обл.;85 149,00;153 939,00;-68 790,00;-44,69
857;7;Вест;2605;Москва и обл.;79 208,00;79 903,00;-695,00;-0,87
858;7;Интеррасчет;1618;Карачаево-Черкесия;68 470,00;65 883,00;2 587,00;3,93
859;3;Международная Уральская Расчетная Палата;3322;Москва и обл.;61 990,00;94 085,00;-32 095,00;-34,11
860;7;Единая Расчетная Палата;384;Москва и обл.;52 320,00;49 703,00;2 617,00;5,27
861;5;Сибирский Расчетный Центр;3308;Новосибирская обл.;47 931,00;64 579,00;-16 648,00;-25,78
862;6;Первый Земельный Расчетный Центр;3381;Курская обл.;33 527,00;32 274,00;1 253,00;3,88
863;7;Транзит;2688;Дагестан;27 605,00;25 399,00;2 206,00;8,69
864;8;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;27 322,00;24 304,00;3 018,00;12,42
865;4;Инновационный Расчетный Центр;3447;Москва и обл.;24 811,00;27 227,00;-2 416,00;-8,87
866;5;Тор Кредит;3497;Москва и обл.;24 344,00;24 304,00;40,00;0,16
867;6;Финансово-Расчетный Центр;3319;Астраханская обл.;7 909,00;4 825,00;3 084,00;63,92
868;6;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 163,00;4 107,00;56,00;1,36
869;6;АРБ-Инкасс;3353;Москва и обл.;2 540,00;2 407,00;133,00;5,53
