Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июнь, 2015, тыс. рублей;Май, 2015, тыс. рублей;Изменение, тыс. рублей;Изменение, %
261;3;КС Банк;1752;Мордовия;10 225 852,00;9 995 511,00;230 341,00;2,30
262;-17;Киви Банк;2241;Москва и обл.;10 214 023,00;11 790 508,00;-1 576 485,00;-13,37
263;16;Агросоюз;1459;Москва и обл.;10 186 895,00;8 989 116,00;1 197 779,00;13,32
264;9;Банк Жилищного Финансирования;3138;Москва и обл.;10 030 066,00;9 244 627,00;785 439,00;8,50
265;3;НИКО-Банк;702;Оренбургская обл.;9 982 283,00;9 668 721,00;313 562,00;3,24
266;0;Ставропольпромстройбанк;1288;Ставропольский край;9 932 435,00;9 857 798,00;74 637,00;0,76
267;3;Нижневолжский Коммерческий Банк;931;Саратовская обл.;9 894 892,00;9 611 559,00;283 333,00;2,95
268;-1;Промтрансбанк;2638;Башкортостан;9 871 767,00;9 697 384,00;174 383,00;1,80
269;-6;Славия;2664;Москва и обл.;9 771 261,00;10 035 917,00;-264 656,00;-2,64
270;1;СИАБ;3245;Санкт-Петербург и обл.;9 507 668,00;9 569 509,00;-61 841,00;-0,65
271;3;Энергомашбанк;52;Санкт-Петербург и обл.;9 442 195,00;9 211 771,00;230 424,00;2,50
272;-11;Мир Бизнес Банк;3396;Москва и обл.;9 413 962,00;10 192 590,00;-778 628,00;-7,64
273;4;Ренессанс;1939;Москва и обл.;9 412 141,00;9 104 213,00;307 928,00;3,38
274;2;Развитие;2729;Карачаево-Черкесия;9 344 080,00;9 126 175,00;217 905,00;2,39
275;-6;Хованский;2145;Москва и обл.;9 285 582,00;9 632 021,00;-346 439,00;-3,60
276;7;Адмиралтейский;3054;Москва и обл.;9 281 302,00;8 755 177,00;526 125,00;6,01
277;1;Региональный Банк Развития;2782;Башкортостан;9 203 163,00;9 103 506,00;99 657,00;1,09
278;-3;Екатеринбург;3161;Свердловская обл.;9 162 081,00;9 164 125,00;-2 044,00;-0,02
279;-7;Региональный Банк Сбережений;3367;Москва и обл.;9 123 690,00;9 333 038,00;-209 348,00;-2,24
280;5;Русский Торговый Банк;2842;Москва и обл.;9 008 729,00;8 738 393,00;270 336,00;3,09
281;8;Банк БКФ;2684;Москва и обл.;8 898 519,00;8 575 109,00;323 410,00;3,77
282;9;Новопокровский;467;Краснодарский край;8 745 410,00;8 513 273,00;232 137,00;2,73
283;5;Азия-Инвест Банк;3303;Москва и обл.;8 652 144,00;8 577 271,00;74 873,00;0,87
284;20;Арксбанк;1868;Москва и обл.;8 614 880,00;7 750 580,00;864 300,00;11,15
285;12;Нефтепромбанк;2156;Москва и обл.;8 586 955,00;8 022 552,00;564 403,00;7,04
286;0;Эс-Би-Ай Банк;3185;Москва и обл.;8 548 779,00;8 710 689,00;-161 910,00;-1,86
287;12;Московский Нефтехимический Банк;1411;Москва и обл.;8 502 772,00;7 946 508,00;556 264,00;7,00
288;6;Ассоциация;732;Нижегородская обл.;8 489 023,00;8 096 327,00;392 696,00;4,85
289;13;Альба Альянс;2593;Москва и обл.;8 468 667,00;7 772 095,00;696 572,00;8,96
290;-3;Инвестиционный Союз;637;Москва и обл.;8 466 653,00;8 605 066,00;-138 413,00;-1,61
291;2;Рускобанк;138;Санкт-Петербург и обл.;8 426 020,00;8 227 239,00;198 781,00;2,42
292;-8;Снежинский;1376;Челябинская обл.;8 416 603,00;8 747 502,00;-330 899,00;-3,78
293;8;Объединенный Кредитный Банк;1118;Ярославская обл.;8 241 403,00;7 814 145,00;427 258,00;5,47
294;2;Северо-Восточный Альянс;2768;Москва и обл.;8 222 738,00;8 024 837,00;197 901,00;2,47
295;3;ПИР Банк;2655;Москва и обл.;8 171 731,00;7 952 511,00;219 220,00;2,76
296;-4;Миллениум Банк;3423;Москва и обл.;8 162 209,00;8 299 292,00;-137 083,00;-1,65
297;6;Вокбанк;312;Нижегородская обл.;8 030 145,00;7 769 834,00;260 311,00;3,35
298;-16;Голдман Сакс Банк;3490;Москва и обл.;8 023 337,00;8 810 360,00;-787 023,00;-8,93
299;-4;Датабанк;646;Удмуртия;8 000 414,00;8 087 652,00;-87 238,00;-1,08
300;13;Руснарбанк;3403;Москва и обл.;7 881 539,00;7 414 162,00;467 377,00;6,30
301;5;ФДБ;3071;Москва и обл.;7 847 784,00;7 701 560,00;146 224,00;1,90
302;8;Юг-Инвестбанк;2772;Краснодарский край;7 847 654,00;7 456 756,00;390 898,00;5,24
303;2;Банк Казани;708;Татарстан;7 840 937,00;7 731 134,00;109 803,00;1,42
304;4;Верхневолжский;1084;Ярославская обл.;7 833 419,00;7 620 689,00;212 730,00;2,79
305;-5;Белгородсоцбанк;760;Белгородская обл.;7 784 843,00;7 871 700,00;-86 857,00;-1,10
306;9;Финам Банк;2799;Москва и обл.;7 776 161,00;7 355 210,00;420 951,00;5,72
307;0;Таатта;1249;Саха (Якутия);7 731 696,00;7 671 634,00;60 062,00;0,78
308;-18;Банк Расчетов и Сбережений;2617;Москва и обл.;7 649 485,00;8 542 992,00;-893 507,00;-10,46
309;0;Экспресс-Кредит;210;Москва и обл.;7 648 842,00;7 572 281,00;76 561,00;1,01
310;2;Томскпромстройбанк;1720;Томская обл.;7 605 101,00;7 430 567,00;174 534,00;2,35
311;0;Милбанк;3256;Москва и обл.;7 528 300,00;7 437 914,00;90 386,00;1,22
312;6;Углеметбанк;2997;Челябинская обл.;7 514 666,00;7 200 660,00;314 006,00;4,36
313;-33;Объединенная Расчетная Система;3342;Москва и обл.;7 473 998,00;8 956 588,00;-1 482 590,00;-16,55
314;2;Северный Кредит;2398;Вологодская обл.;7 359 643,00;7 354 795,00;4 848,00;0,07
315;2;Бинбанк Мурманск;1276;Мурманская обл.;7 325 644,00;7 270 345,00;55 299,00;0,76
316;3;РусЮгбанк;2093;Волгоградская обл.;7 312 266,00;7 100 011,00;212 255,00;2,99
317;-3;Инвестиционный Республиканский Банк;2571;Москва и обл.;7 279 430,00;7 406 114,00;-126 684,00;-1,71
318;2;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 207 828,00;6 971 734,00;236 094,00;3,39
319;;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;6 979 579,00;-;-;
320;1;Актив Банк;2529;Мордовия;6 953 212,00;6 916 502,00;36 710,00;0,53
321;3;Синко-Банк;2838;Москва и обл.;6 937 339,00;6 741 541,00;195 798,00;2,90
322;8;Роспромбанк;3204;Москва и обл.;6 915 302,00;6 596 742,00;318 560,00;4,83
323;0;Бинбанк Тверь;777;Тверская обл.;6 902 899,00;6 804 324,00;98 575,00;1,45
324;7;Кошелев-Банк;3300;Самарская обл.;6 874 954,00;6 555 444,00;319 510,00;4,87
325;0;Консервативный Коммерческий Банк;1087;Астраханская обл.;6 858 859,00;6 727 016,00;131 843,00;1,96
326;1;Эксперт Банк;2949;Омская обл.;6 846 830,00;6 667 673,00;179 157,00;2,69
327;-5;Век;2299;Москва и обл.;6 679 851,00;6 856 105,00;-176 254,00;-2,57
328;1;Чувашкредитпромбанк;1280;Чувашия;6 678 675,00;6 626 267,00;52 408,00;0,79
329;5;Русь;704;Оренбургская обл.;6 657 174,00;6 385 461,00;271 713,00;4,26
330;-4;Славянский Кредит;2960;Москва и обл.;6 620 833,00;6 698 359,00;-77 526,00;-1,16
331;2;Торговый Городской Банк;3180;Тверская обл.;6 544 731,00;6 466 183,00;78 548,00;1,21
332;-4;Вега-Банк;3270;Москва и обл.;6 541 763,00;6 657 291,00;-115 528,00;-1,74
333;2;Эл Банк;1025;Самарская обл.;6 477 338,00;6 373 087,00;104 251,00;1,64
334;20;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;6 405 037,00;5 512 296,00;892 741,00;16,20
335;32;РЕСО Кредит;3450;Москва и обл.;6 402 998,00;5 189 851,00;1 213 147,00;23,38
336;2;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 394 665,00;6 199 931,00;194 734,00;3,14
337;-1;Анкор Банк;889;Татарстан;6 390 400,00;6 290 403,00;99 997,00;1,59
338;-6;Банк ПСА Финанс Рус;3481;Москва и обл.;6 307 999,00;6 525 842,00;-217 843,00;-3,34
339;12;Банк Кремлевский;2905;Москва и обл.;6 206 189,00;5 579 392,00;626 797,00;11,23
340;18;Союзный;3236;Москва и обл.;6 198 192,00;5 386 581,00;811 611,00;15,07
341;-2;Леноблбанк;1003;Санкт-Петербург и обл.;6 147 182,00;6 185 973,00;-38 791,00;-0,63
342;0;Трансстройбанк;2807;Москва и обл.;6 035 414,00;5 983 369,00;52 045,00;0,87
343;-6;Новый Московский Банк;2932;Москва и обл.;5 914 651,00;6 231 449,00;-316 798,00;-5,08
344;1;Кранбанк;2271;Ивановская обл.;5 886 809,00;5 799 119,00;87 690,00;1,51
345;-5;Банкхаус Эрбе;1717;Москва и обл.;5 858 337,00;6 048 528,00;-190 191,00;-3,14
346;-5;Банк на Красных Воротах;2472;Москва и обл.;5 849 825,00;5 998 567,00;-148 742,00;-2,48
347;2;Банк ИТБ;3128;Москва и обл.;5 841 619,00;5 599 575,00;242 044,00;4,32
348;5;Эргобанк;2856;Москва и обл.;5 799 724,00;5 528 397,00;271 327,00;4,91
349;-3;РАМ Банк;3480;Москва и обл.;5 749 166,00;5 759 391,00;-10 225,00;-0,18
350;-2;Хакасский Муниципальный Банк;1049;Хакасия;5 739 338,00;5 642 747,00;96 591,00;1,71
351;9;Проминвестбанк;2433;Москва и обл.;5 702 857,00;5 356 817,00;346 040,00;6,46
352;4;Северный Народный Банк;2721;Коми;5 688 595,00;5 446 693,00;241 902,00;4,44
353;24;Межрегионбанк;1059;Москва и обл.;5 638 433,00;4 916 833,00;721 600,00;14,68
354;-11;Бинбанк Столица;3052;Москва и обл.;5 628 396,00;5 929 344,00;-300 948,00;-5,08
355;-5;Идея Банк;430;Краснодарский край;5 616 699,00;5 594 081,00;22 618,00;0,40
356;10;Воронеж;654;Воронежская обл.;5 579 409,00;5 200 959,00;378 450,00;7,28
357;-5;Промрегионбанк;2123;Томская обл.;5 524 125,00;5 534 921,00;-10 796,00;-0,20
358;5;Мираф-Банк;2244;Омская обл.;5 523 366,00;5 332 582,00;190 784,00;3,58
359;9;Донкомбанк;492;Ростовская обл.;5 466 180,00;5 155 027,00;311 153,00;6,04
360;-3;Нэклис-Банк;1671;Москва и обл.;5 456 798,00;5 430 636,00;26 162,00;0,48
361;-17;Банк Раунд;2506;Москва и обл.;5 321 687,00;5 857 637,00;-535 950,00;-9,15
362;10;Межтрастбанк;2493;Москва и обл.;5 321 144,00;5 070 781,00;250 363,00;4,94
363;-4;Ю Би Эс Банк;3463;Москва и обл.;5 311 560,00;5 381 751,00;-70 191,00;-1,30
364;14;Русский Трастовый Банк;1139;Москва и обл.;5 285 133,00;4 911 901,00;373 232,00;7,60
365;0;Сити Инвест Банк;3194;Санкт-Петербург и обл.;5 270 036,00;5 239 528,00;30 508,00;0,58
366;-5;Национальный Залоговый Банк;2944;Москва и обл.;5 208 505,00;5 349 564,00;-141 059,00;-2,64
367;-20;Москва-Сити;3247;Москва и обл.;5 185 547,00;5 740 102,00;-554 555,00;-9,66
368;-13;Платина;2347;Москва и обл.;5 156 060,00;5 504 275,00;-348 215,00;-6,33
369;1;Экси-Банк;2530;Санкт-Петербург и обл.;5 145 656,00;5 105 676,00;39 980,00;0,78
370;10;Итуруп;2390;Сахалинская обл.;5 124 370,00;4 899 021,00;225 349,00;4,60
371;-2;Камский Коммерческий Банк;438;Татарстан;5 100 297,00;5 124 735,00;-24 438,00;-0,48
372;-1;Коммерческий Индо Банк;3446;Москва и обл.;5 099 470,00;5 079 813,00;19 657,00;0,39
373;-9;Банк Заречье;817;Татарстан;5 087 507,00;5 325 002,00;-237 495,00;-4,46
374;1;Бинбанк Смоленск;1957;Смоленская обл.;5 071 684,00;4 959 348,00;112 336,00;2,27
375;9;Мосуралбанк;2468;Москва и обл.;5 012 670,00;4 791 251,00;221 419,00;4,62
376;-3;Гагаринский;606;Москва и обл.;4 994 520,00;5 020 823,00;-26 303,00;-0,52
377;13;Экономикс-Банк;2136;Москва и обл.;4 956 410,00;4 685 678,00;270 732,00;5,78
378;4;Банк Торгового Финансирования;1982;Москва и обл.;4 954 834,00;4 843 605,00;111 229,00;2,30
379;0;Газстройбанк;2919;Москва и обл.;4 935 965,00;4 902 591,00;33 374,00;0,68
380;5;Международный Коммерческий Банк;2524;Москва и обл.;4 932 179,00;4 759 175,00;173 004,00;3,64
381;13;Межрегиональный промышленно-строительный банк;752;Мордовия;4 898 953,00;4 557 774,00;341 179,00;7,49
382;-1;Сибсоцбанк;2015;Алтайский край;4 872 146,00;4 851 105,00;21 041,00;0,43
383;-9;Банк Инноваций и Развития;2647;Москва и обл.;4 839 721,00;4 989 696,00;-149 975,00;-3,01
384;2;Горбанк;2982;Санкт-Петербург и обл.;4 835 590,00;4 723 343,00;112 247,00;2,38
385;6;Владпромбанк;870;Владимирская обл.;4 831 562,00;4 664 206,00;167 356,00;3,59
386;-3;Автоградбанк;1455;Татарстан;4 813 763,00;4 791 608,00;22 155,00;0,46
387;9;Конфидэнс Банк;970;Костромская обл.;4 784 625,00;4 539 774,00;244 851,00;5,39
388;-26;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;4 777 076,00;5 344 192,00;-567 116,00;-10,61
389;-2;НБК-Банк;3283;Москва и обл.;4 703 793,00;4 713 353,00;-9 560,00;-0,20
390;7;Новобанк;1352;Новгородская обл.;4 675 052,00;4 504 932,00;170 120,00;3,78
391;-3;ВостСибтранскомбанк;2731;Иркутская обл.;4 667 811,00;4 712 976,00;-45 165,00;-0,96
392;1;Зернобанк;2337;Алтайский край;4 637 720,00;4 663 055,00;-25 335,00;-0,54
393;-17;Московский Коммерческий Банк;3172;Москва и обл.;4 635 973,00;4 926 145,00;-290 172,00;-5,89
394;4;Нейва;1293;Свердловская обл.;4 625 877,00;4 421 222,00;204 655,00;4,63
395;-6;Еврокредит;2957;Москва и обл.;4 611 904,00;4 691 457,00;-79 553,00;-1,70
396;4;Енисейский Объединенный Банк;2645;Красноярский край;4 567 266,00;4 361 763,00;205 503,00;4,71
397;-2;Банк Развития Технологий;3441;Москва и обл.;4 406 758,00;4 542 092,00;-135 334,00;-2,98
398;3;Земский Банк;2900;Самарская обл.;4 404 101,00;4 358 012,00;46 089,00;1,06
399;12;Кузнецкий;609;Пензенская обл.;4 394 252,00;4 007 655,00;386 597,00;9,65
400;2;Стройлесбанк;2995;Тюменская обл.;4 375 019,00;4 322 798,00;52 221,00;1,21
401;-2;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 353 588,00;4 399 808,00;-46 220,00;-1,05
402;4;Банк Оранжевый;1659;Санкт-Петербург и обл.;4 266 754,00;4 234 337,00;32 417,00;0,77
403;1;Зенит Сочи;232;Краснодарский край;4 245 893,00;4 272 820,00;-26 927,00;-0,63
404;3;Промэнергобанк;2728;Вологодская обл.;4 245 732,00;4 229 345,00;16 387,00;0,39
405;49;МС Банк Рус;2789;Москва и обл.;4 237 281,00;3 152 138,00;1 085 143,00;34,43
406;3;Ринвестбанк;3262;Рязанская обл.;4 188 557,00;4 123 510,00;65 047,00;1,58
407;3;Уралкапиталбанк;2519;Башкортостан;4 123 691,00;4 079 896,00;43 795,00;1,07
408;10;Уссури;596;Хабаровский край;4 084 716,00;3 874 418,00;210 298,00;5,43
409;6;Народный Доверительный Банк;2374;Москва и обл.;4 072 341,00;3 959 251,00;113 090,00;2,86
410;7;Венец;524;Ульяновская обл.;4 064 152,00;3 887 806,00;176 346,00;4,54
411;-8;Риабанк;3434;Москва и обл.;4 048 784,00;4 292 259,00;-243 475,00;-5,67
412;9;Руссобанк;2313;Москва и обл.;4 025 667,00;3 801 053,00;224 614,00;5,91
413;9;Финансово-Промышленный Капитал;3295;Москва и обл.;3 972 783,00;3 708 145,00;264 638,00;7,14
414;9;Мастер-Капитал;3011;Москва и обл.;3 916 947,00;3 688 159,00;228 788,00;6,20
415;4;ИТ Банк;2609;Омская обл.;3 907 107,00;3 826 540,00;80 567,00;2,11
416;-2;Кузнецкий Мост;2254;Москва и обл.;3 871 289,00;3 964 447,00;-93 158,00;-2,35
417;-9;Невский Банк;1068;Санкт-Петербург и обл.;3 869 426,00;4 178 356,00;-308 930,00;-7,39
418;2;Лесбанк;1598;Москва и обл.;3 834 517,00;3 809 255,00;25 262,00;0,66
419;9;ФорБанк;2063;Москва и обл.;3 810 695,00;3 653 853,00;156 842,00;4,29
420;-4;УМ-Банк;1441;Свердловская обл.;3 752 751,00;3 906 359,00;-153 608,00;-3,93
421;12;Банк Экономический Союз;2798;Москва и обл.;3 746 373,00;3 523 527,00;222 846,00;6,32
422;-10;Межрегиональный Почтовый Банк;3171;Москва и обл.;3 744 811,00;3 978 846,00;-234 035,00;-5,88
423;2;Роял Кредит Банк;783;Хабаровский край;3 713 373,00;3 674 796,00;38 577,00;1,05
424;-11;Крыловский;456;Краснодарский край;3 696 755,00;3 972 226,00;-275 471,00;-6,93
425;5;Айви Банк;2055;Москва и обл.;3 690 500,00;3 550 592,00;139 908,00;3,94
426;1;Промсельхозбанк;538;Москва и обл.;3 674 352,00;3 667 102,00;7 250,00;0,20
427;-1;Финанс Бизнес Банк;520;Москва и обл.;3 644 253,00;3 668 899,00;-24 646,00;-0,67
428;6;Газтрансбанк;665;Адыгея;3 622 790,00;3 473 354,00;149 436,00;4,30
429;10;Профессионал Банк;3296;Москва и обл.;3 568 316,00;3 340 825,00;227 491,00;6,81
430;-1;Витабанк;356;Санкт-Петербург и обл.;3 511 463,00;3 587 784,00;-76 321,00;-2,13
431;15;Гринфилдбанк;2711;Москва и обл.;3 475 077,00;3 289 018,00;186 059,00;5,66
432;9;Церих;3278;Орловская обл.;3 469 762,00;3 332 126,00;137 636,00;4,13
433;22;РСКБ;2050;Москва и обл.;3 443 915,00;3 151 571,00;292 344,00;9,28
434;-42;Рапида;3371;Москва и обл.;3 435 107,00;4 663 076,00;-1 227 969,00;-26,33
435;2;Русский Национальный Банк;469;Ростовская обл.;3 426 388,00;3 377 266,00;49 122,00;1,45
436;39;Тульский Промышленник;2382;Тульская обл.;3 404 745,00;2 863 385,00;541 360,00;18,91
437;-6;Бланк Банк;2368;Москва и обл.;3 395 047,00;3 549 510,00;-154 463,00;-4,35
438;2;Вологжанин;1896;Вологодская обл.;3 391 805,00;3 339 908,00;51 897,00;1,55
439;6;Уралпромбанк;2964;Челябинская обл.;3 387 238,00;3 291 011,00;96 227,00;2,92
440;-16;Камчаткомагропромбанк;545;Камчатская обл.;3 373 547,00;3 680 858,00;-307 311,00;-8,35
441;8;Аксонбанк;680;Костромская обл.;3 363 951,00;3 228 258,00;135 693,00;4,20
442;-7;Приско Капитал Банк;2537;Москва и обл.;3 348 434,00;3 420 977,00;-72 543,00;-2,12
443;1;Ермак;1809;Ханты-Мансийский АО — Югра;3 320 077,00;3 297 291,00;22 786,00;0,69
444;15;Банкирский Дом;2928;Санкт-Петербург и обл.;3 319 672,00;3 094 413,00;225 259,00;7,28
445;-13;РТС-Банк;3401;Самарская обл.;3 317 377,00;3 533 727,00;-216 350,00;-6,12
446;-3;Далена Банк;1948;Москва и обл.;3 310 253,00;3 302 826,00;7 427,00;0,22
447;-5;Международный Банк Развития;2704;Москва и обл.;3 308 032,00;3 312 165,00;-4 133,00;-0,12
448;16;Крокус-Банк;2682;Москва и обл.;3 273 623,00;2 994 538,00;279 085,00;9,32
449;-2;ИСБ;3010;Москва и обл.;3 272 738,00;3 251 754,00;20 984,00;0,65
450;3;Юнистрим;3467;Москва и обл.;3 266 039,00;3 161 527,00;104 512,00;3,31
451;-13;Живаго Банк;2065;Рязанская обл.;3 261 225,00;3 354 965,00;-93 740,00;-2,79
452;-2;Океан Банк;1697;Москва и обл.;3 256 363,00;3 197 286,00;59 077,00;1,85
453;-2;Евразийский Банк;969;Москва и обл.;3 242 764,00;3 186 724,00;56 040,00;1,76
454;101;Лада-Кредит;2668;Москва и обл.;3 212 172,00;1 975 200,00;1 236 972,00;62,63
455;5;Центрально-Европейский Банк;2670;Москва и обл.;3 187 335,00;3 063 239,00;124 096,00;4,05
456;-4;Алтайкапиталбанк;2659;Алтайский край;3 176 576,00;3 185 588,00;-9 012,00;-0,28
457;40;Народный Банк;2249;Карачаево-Черкесия;3 173 678,00;2 589 781,00;583 897,00;22,55
458;-2;МФБанк;3163;Москва и обл.;3 111 844,00;3 134 177,00;-22 333,00;-0,71
459;19;Мегаполис;3265;Чувашия;3 107 984,00;2 853 400,00;254 584,00;8,92
460;-2;РБА;3413;Москва и обл.;3 094 177,00;3 113 355,00;-19 178,00;-0,62
461;9;Оргбанк;3312;Москва и обл.;3 087 277,00;2 907 565,00;179 712,00;6,18
462;17;Агророс;2860;Саратовская обл.;3 082 987,00;2 845 030,00;237 957,00;8,36
463;-2;НОКССбанк;3202;Волгоградская обл.;3 082 472,00;3 045 746,00;36 726,00;1,21
464;7;Новое Время;3492;Москва и обл.;3 068 635,00;2 907 117,00;161 518,00;5,56
465;4;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 030 229,00;2 912 631,00;117 598,00;4,04
466;17;Росбизнесбанк;1405;Москва и обл.;3 020 167,00;2 760 628,00;259 539,00;9,40
467;-10;Форус Банк;3457;Нижегородская обл.;3 006 237,00;3 114 201,00;-107 964,00;-3,47
468;9;Богородский Муниципальный Банк;2992;Москва и обл.;2 983 034,00;2 854 458,00;128 576,00;4,50
469;26;Джаст Банк;3503;Москва и обл.;2 959 968,00;2 617 935,00;342 033,00;13,06
470;22;Аспект;608;Москва и обл.;2 958 235,00;2 660 396,00;297 839,00;11,20
471;15;Братский АНКБ;1144;Иркутская обл.;2 944 800,00;2 710 121,00;234 679,00;8,66
472;21;Интеркредит;3047;Москва и обл.;2 935 724,00;2 651 670,00;284 054,00;10,71
473;-10;Элита;1399;Калужская обл.;2 931 335,00;3 024 485,00;-93 150,00;-3,08
474;6;Реалист Банк;1067;Иркутская обл.;2 930 310,00;2 796 401,00;133 909,00;4,79
475;-1;Кубанский Универсальный Банк;2898;Краснодарский край;2 927 661,00;2 896 984,00;30 677,00;1,06
476;0;Выборг-Банк;720;Санкт-Петербург и обл.;2 927 539,00;2 860 887,00;66 652,00;2,33
477;-10;Сибэс;208;Омская обл.;2 906 113,00;2 926 053,00;-19 940,00;-0,68
478;-12;Енисей;474;Красноярский край;2 905 609,00;2 937 494,00;-31 885,00;-1,09
479;24;ЮMoney;3510;Россия;2 876 787,00;2 546 025,00;330 762,00;12,99
480;4;Иваново;1763;Ивановская обл.;2 871 537,00;2 760 124,00;111 413,00;4,04
481;58;Смартбанк;3408;Москва и обл.;2 859 366,00;2 109 946,00;749 420,00;35,52
482;-1;Н-Банк;3493;Москва и обл.;2 851 852,00;2 788 389,00;63 463,00;2,28
483;6;Донхлеббанк;2285;Ростовская обл.;2 849 430,00;2 678 517,00;170 913,00;6,38
484;-11;Прайм Финанс;2758;Санкт-Петербург и обл.;2 817 340,00;2 903 440,00;-86 100,00;-2,97
485;-13;Интерактивный Банк;3378;Москва и обл.;2 803 476,00;2 905 130,00;-101 654,00;-3,50
486;38;Объединенный Национальный Банк;2074;Нижегородская обл.;2 786 575,00;2 265 431,00;521 144,00;23,00
487;-39;Земкомбанк;574;Ростовская обл.;2 767 003,00;3 247 070,00;-480 067,00;-14,78
488;-20;Объединенный Резервный Банк;937;Москва и обл.;2 763 728,00;2 922 337,00;-158 609,00;-5,43
489;-7;Сириус;3506;Омская обл.;2 755 310,00;2 780 470,00;-25 160,00;-0,90
490;10;Национальный Корпоративный Банк;3422;Москва и обл.;2 732 779,00;2 555 163,00;177 616,00;6,95
491;0;Евроальянс;1781;Ивановская обл.;2 700 754,00;2 663 343,00;37 411,00;1,40
492;-7;Костромаселькомбанк;1115;Костромская обл.;2 683 521,00;2 734 233,00;-50 712,00;-1,85
493;-28;Долинск;857;Сахалинская обл.;2 673 479,00;2 943 878,00;-270 399,00;-9,19
494;-58;Сибнефтебанк;385;Тюменская обл.;2 648 627,00;3 397 772,00;-749 145,00;-22,05
495;-8;Бест Эффортс Банк;435;Москва и обл.;2 647 343,00;2 707 772,00;-60 429,00;-2,23
496;3;Первый Клиентский Банк;3436;Москва и обл.;2 626 944,00;2 569 208,00;57 736,00;2,25
497;15;Богородский;1277;Нижегородская обл.;2 621 489,00;2 435 559,00;185 930,00;7,63
498;3;Кросна-Банк;2607;Москва и обл.;2 620 552,00;2 551 623,00;68 929,00;2,70
499;-5;ЕвроАксис Банк;3273;Москва и обл.;2 611 978,00;2 618 267,00;-6 289,00;-0,24
500;-12;Кроссинвестбанк;2849;Москва и обл.;2 604 971,00;2 695 653,00;-90 682,00;-3,36
501;-39;НСТ-Банк;1738;Оренбургская обл.;2 585 428,00;3 032 402,00;-446 974,00;-14,74
502;-6;Лайтбанк;3177;Москва и обл.;2 580 555,00;2 615 309,00;-34 754,00;-1,33
503;16;Констанс-Банк;2228;Санкт-Петербург и обл.;2 580 118,00;2 380 394,00;199 724,00;8,39
504;-2;Столичный Кредит;2853;Москва и обл.;2 552 793,00;2 548 952,00;3 841,00;0,15
505;2;Капиталбанк;2547;Ростовская обл.;2 535 195,00;2 472 889,00;62 306,00;2,52
506;8;Региональный Коммерческий Банк;836;Ульяновская обл.;2 534 618,00;2 431 576,00;103 042,00;4,24
507;3;Проинвестбанк;784;Пермская обл.;2 533 374,00;2 452 135,00;81 239,00;3,31
508;10;Первый Инвестиционный Банк;604;Москва и обл.;2 526 066,00;2 394 413,00;131 653,00;5,50
509;-11;Апабанк;2404;Москва и обл.;2 524 362,00;2 577 480,00;-53 118,00;-2,06
510;-5;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;2 518 054,00;2 507 362,00;10 692,00;0,43
511;-3;Заубер Банк;1614;Санкт-Петербург и обл.;2 512 818,00;2 467 888,00;44 930,00;1,82
512;-3;Метрополь;1639;Москва и обл.;2 512 274,00;2 455 448,00;56 826,00;2,31
513;-2;К2 Банк;2851;Карачаево-Черкесия;2 508 847,00;2 450 812,00;58 035,00;2,37
514;-10;Витязь;2890;Москва и обл.;2 503 128,00;2 508 068,00;-4 940,00;-0,20
515;2;Йошкар-Ола;2802;Марий Эл;2 495 163,00;2 405 273,00;89 890,00;3,74
516;-26;Зираат Банк;2559;Москва и обл.;2 492 706,00;2 666 548,00;-173 842,00;-6,52
517;-11;Преодоление;2649;Москва и обл.;2 430 806,00;2 498 987,00;-68 181,00;-2,73
518;93;Аделантбанк;1835;Москва и обл.;2 423 002,00;1 411 403,00;1 011 599,00;71,67
519;-6;Межбанковский Кредитный Союз;3242;Москва и обл.;2 422 267,00;2 432 728,00;-10 461,00;-0,43
520;0;Еврокапитал-Альянс;3459;Ярославская обл.;2 419 083,00;2 379 078,00;40 005,00;1,68
521;9;Унифондбанк;3416;Москва и обл.;2 400 395,00;2 218 642,00;181 753,00;8,19
522;4;ИРС;272;Москва и обл.;2 383 035,00;2 256 654,00;126 381,00;5,60
523;-1;Владбизнесбанк;903;Владимирская обл.;2 344 197,00;2 303 883,00;40 314,00;1,75
524;5;Ростфинанс;481;Ростовская обл.;2 342 178,00;2 233 861,00;108 317,00;4,85
525;23;Банк Реалист;2646;Москва и обл.;2 320 615,00;2 038 704,00;281 911,00;13,83
526;-1;Банк ВВБ;1093;Ярославская обл.;2 317 788,00;2 262 686,00;55 102,00;2,44
527;-12;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 311 610,00;2 426 772,00;-115 162,00;-4,75
528;-7;Современные Стандарты Бизнеса;3397;Москва и обл.;2 305 794,00;2 365 157,00;-59 363,00;-2,51
