Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Сентябрь, 2016, тыс. рублей;Август, 2016, тыс. рублей;Изменение, тыс. рублей;Изменение, %
528;16;Финарс Банк;2938;Москва и обл.;1 112 219,00;1 031 625,00;80 594,00;7,81
529;7;Жилкредит;1736;Москва и обл.;1 112 058,00;1 105 943,00;6 115,00;0,55
530;3;Банк РМП;2574;Москва и обл.;1 111 244,00;1 127 344,00;-16 100,00;-1,43
531;25;Космос;2245;Москва и обл.;1 107 352,00;921 168,00;186 184,00;20,21
532;-5;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 090 219,00;1 240 733,00;-150 514,00;-12,13
533;-1;Вакобанк;1291;Псковская обл.;1 083 886,00;1 129 947,00;-46 061,00;-4,08
534;6;Дон-Тексбанк;1818;Ростовская обл.;1 083 116,00;1 059 872,00;23 244,00;2,19
535;6;ЕАТП Банк;1765;Астраханская обл.;1 068 074,00;1 058 387,00;9 687,00;0,92
536;1;Республиканский Кредитный Альянс;3017;Москва и обл.;1 065 600,00;1 092 236,00;-26 636,00;-2,44
537;16;Спецстройбанк;236;Москва и обл.;1 052 981,00;950 555,00;102 426,00;10,78
538;4;Онего;2484;Карелия;1 035 355,00;1 037 177,00;-1 822,00;-0,18
539;9;Классик Эконом Банк;3298;Северная Осетия — Алания;1 009 717,00;963 705,00;46 012,00;4,77
540;7;Регионфинансбанк;3357;Москва и обл.;999 382,00;986 809,00;12 573,00;1,27
541;5;Байкалкредобанк;2990;Иркутская обл.;997 812,00;1 008 962,00;-11 150,00;-1,11
542;13;Яндекс Банк;3027;Москва и обл.;989 661,00;945 414,00;44 247,00;4,68
543;18;Народный Инвестиционный Банк;2876;Самарская обл.;961 885,00;880 930,00;80 955,00;9,19
544;6;Центрально-Азиатский;3037;Хакасия;961 349,00;959 080,00;2 269,00;0,24
545;4;Русский Финансовый Альянс;2035;Москва и обл.;950 983,00;959 985,00;-9 002,00;-0,94
546;8;Элекснет;3314;Москва и обл.;949 354,00;949 354,00;0,00;0
547;5;Си Ди Би Банк;3339;Краснодарский край;941 686,00;952 449,00;-10 763,00;-1,13
548;-35;Сириус;3506;Омская обл.;935 873,00;1 371 840,00;-435 967,00;-31,78
549;15;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;918 518,00;856 524,00;61 994,00;7,24
550;41;Банк Фридом Финанс;1143;Москва и обл.;916 918,00;583 513,00;333 405,00;57,14
551;0;МТИ Банк;1052;Москва и обл.;904 785,00;955 414,00;-50 629,00;-5,30
552;-7;Москва;1661;Москва и обл.;896 186,00;1 012 046,00;-115 860,00;-11,45
553;4;Металлург;2877;Москва и обл.;893 419,00;908 208,00;-14 789,00;-1,63
554;6;Тексбанк;2756;Карачаево-Черкесия;877 435,00;880 989,00;-3 554,00;-0,40
555;7;Прохладный;874;Кабардино-Балкария;872 751,00;874 292,00;-1 541,00;-0,18
556;2;Невастройинвест;1926;Санкт-Петербург и обл.;871 747,00;900 968,00;-29 221,00;-3,24
557;8;Южный Региональный Банк;3015;Ростовская обл.;870 064,00;839 239,00;30 825,00;3,67
558;24;Балаково-Банк;444;Саратовская обл.;869 120,00;663 592,00;205 528,00;30,97
559;0;Майский;1673;Кабардино-Балкария;860 947,00;894 327,00;-33 380,00;-3,73
560;9;Эльбин;2267;Дагестан;840 912,00;797 572,00;43 340,00;5,43
561;10;Славянбанк;804;Новгородская обл.;824 092,00;793 151,00;30 941,00;3,90
562;5;АвтоКредитБанк;1973;Татарстан;822 499,00;815 007,00;7 492,00;0,92
563;9;Народный Земельно-Промышленный Банк;2873;Алтайский край;809 505,00;788 340,00;21 165,00;2,68
564;13;Жилстройбанк;2769;Москва и обл.;800 774,00;729 629,00;71 145,00;9,75
565;-2;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;799 565,00;863 932,00;-64 367,00;-7,45
566;2;Холдинвестбанк;2837;Москва и обл.;798 996,00;798 310,00;686,00;0,09
567;7;Международный Расчетный Банк;3028;Москва и обл.;784 823,00;768 843,00;15 980,00;2,08
568;2;Флора-Москва;533;Москва и обл.;775 701,00;793 607,00;-17 906,00;-2,26
569;4;Объединенный Банк Республики;1016;Чувашия;762 846,00;778 967,00;-16 121,00;-2,07
570;8;РусьРегионБанк;685;Москва и обл.;755 503,00;724 033,00;31 470,00;4,35
571;5;АлтайБизнес-Банк;2388;Алтайский край;730 792,00;740 958,00;-10 166,00;-1,37
572;7;Русский Банк Сбережений;779;Ставропольский край;709 781,00;689 817,00;19 964,00;2,89
573;7;Уралприватбанк;153;Свердловская обл.;701 464,00;688 833,00;12 631,00;1,83
574;7;Банк РСИ;3415;Москва и обл.;697 852,00;669 962,00;27 890,00;4,16
575;17;Прокоммерцбанк;2996;Москва и обл.;696 257,00;577 186,00;119 071,00;20,63
576;-10;Новокиб;1747;Кемеровская обл.;680 669,00;833 550,00;-152 881,00;-18,34
577;-2;Ресурс-Траст;3122;Москва и обл.;674 316,00;753 525,00;-79 209,00;-10,51
578;7;НКБ;2942;Москва и обл.;665 139,00;660 046,00;5 093,00;0,77
579;7;Анелик РУ;3443;Москва и обл.;658 808,00;646 133,00;12 675,00;1,96
580;7;Гефест;1046;Тверская обл.;635 899,00;628 891,00;7 008,00;1,11
581;2;Вайлдберриз Банк;841;Адыгея;630 535,00;662 590,00;-32 055,00;-4,84
582;6;Геобанк;2027;Москва и обл.;598 446,00;613 496,00;-15 050,00;-2,45
583;1;Телекоммерц Банк;3380;Тульская обл.;591 923,00;661 879,00;-69 956,00;-10,57
584;6;ФинТех;3499;Ярославская обл.;574 753,00;583 767,00;-9 014,00;-1,54
585;4;РИТЦ Банк;2677;Карелия;569 384,00;589 293,00;-19 909,00;-3,38
586;17;Дружба;990;Тюменская обл.;548 915,00;464 643,00;84 272,00;18,14
587;6;Народный Банк Тувы;1309;Тыва;548 072,00;568 799,00;-20 727,00;-3,64
588;8;Башпромбанк;1006;Башкортостан;542 044,00;541 911,00;133,00;0,02
589;5;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;537 233,00;559 474,00;-22 241,00;-3,98
590;5;СМБ-Банк;3504;Санкт-Петербург и обл.;523 072,00;551 203,00;-28 131,00;-5,10
591;6;Эко-Инвест;3116;Москва и обл.;503 267,00;506 954,00;-3 687,00;-0,73
592;7;МВС Банк;2407;Дагестан;497 348,00;491 858,00;5 490,00;1,12
593;7;Алжан;2491;Дагестан;494 860,00;486 642,00;8 218,00;1,69
594;7;Энтузиастбанк;3048;Москва и обл.;492 616,00;482 495,00;10 121,00;2,10
595;10;Стар Альянс;3433;Москва и обл.;479 593,00;449 219,00;30 374,00;6,76
596;6;Логос;3233;Москва и обл.;478 874,00;477 601,00;1 273,00;0,27
597;10;Таганрогбанк;3136;Ростовская обл.;473 807,00;448 620,00;25 187,00;5,61
598;6;Лэнд Кредит;1478;Москва и обл.;471 561,00;460 275,00;11 286,00;2,45
599;-1;Финчер;3486;Москва и обл.;454 408,00;494 485,00;-40 077,00;-8,10
600;8;Банк Берейт;3505;Санкт-Петербург и обл.;430 772,00;427 877,00;2 895,00;0,68
601;8;Континенталь;3184;Ставропольский край;426 798,00;422 370,00;4 428,00;1,05
602;9;Рента-Банк;3095;Москва и обл.;425 460,00;409 902,00;15 558,00;3,80
603;3;РИБ;2749;Москва и обл.;422 601,00;448 678,00;-26 077,00;-5,81
604;8;Интеркоопбанк;2803;Москва и обл.;420 328,00;404 657,00;15 671,00;3,87
605;9;Информпрогресс;2166;Москва и обл.;390 920,00;392 032,00;-1 112,00;-0,28
606;13;Европейский Стандарт;3200;Москва и обл.;378 349,00;361 686,00;16 663,00;4,61
607;9;Тайдон;2085;Кемеровская обл.;375 503,00;374 798,00;705,00;0,19
608;13;Альтернатива;3452;Москва и обл.;373 081,00;358 273,00;14 808,00;4,13
609;14;Расчетные Решения;3524;Москва и обл.;369 719,00;355 441,00;14 278,00;4,02
610;12;Национальный Банк Сбережений;1949;Ивановская обл.;369 100,00;358 255,00;10 845,00;3,03
611;6;Лидер;3304;Москва и обл.;368 890,00;371 514,00;-2 624,00;-0,71
612;6;ИР-Кредит;1724;Москва и обл.;364 485,00;364 485,00;0,00;0
613;11;Промсвязьинвест;2761;Дагестан;363 319,00;347 276,00;16 043,00;4,62
614;6;Олма-Банк;3250;Москва и обл.;362 170,00;358 900,00;3 270,00;0,91
615;13;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;350 250,00;312 492,00;37 758,00;12,08
616;9;Северстройбанк;3507;Вологодская обл.;349 378,00;344 412,00;4 966,00;1,44
617;9;Рунэтбанк;2829;Москва и обл.;330 584,00;334 330,00;-3 746,00;-1,12
618;9;Азия Банк;3183;Москва и обл.;311 034,00;325 823,00;-14 789,00;-4,54
619;10;Моби.Деньги;3523;Москва и обл.;310 454,00;310 454,00;0,00;0
620;11;Нарат;1902;Саратовская обл.;303 676,00;302 702,00;974,00;0,32
621;12;Монета.ру;3508;Марий Эл;302 253,00;248 933,00;53 320,00;21,42
622;10;Единая касса;3512;Москва и обл.;257 843,00;257 843,00;0,00;0
623;7;Сетевая Расчетная Палата;3332;Татарстан;248 886,00;310 061,00;-61 175,00;-19,73
624;11;Континент Финанс;149;Москва и обл.;235 810,00;217 644,00;18 166,00;8,35
625;-12;Платежи и Расчеты;3324;Самарская обл.;233 836,00;398 957,00;-165 121,00;-41,39
626;8;Красноярский Краевой Расчетный Центр;3483;Красноярский край;217 690,00;218 996,00;-1 306,00;-0,60
627;9;Инновационный Расчетный Центр;3447;Москва и обл.;202 533,00;200 087,00;2 446,00;1,22
628;9;Деньги.Мэйл.Ру;3511;Москва и обл.;195 542,00;195 542,00;0,00;0
629;13;Русское Финансовое Общество;3427;Москва и обл.;173 325,00;118 381,00;54 944,00;46,41
630;8;Электронный платежный сервис;3509;Москва и обл.;161 935,00;161 935,00;0,00;0
631;9;Фидбэк;3502;Москва и обл.;156 108,00;153 321,00;2 787,00;1,82
632;9;Платежный Клиринговый Дом;3343;Москва и обл.;128 793,00;139 469,00;-10 676,00;-7,65
633;12;Умут;2435;Дагестан;103 690,00;73 453,00;30 237,00;41,17
634;9;Вест;2605;Москва и обл.;99 878,00;99 615,00;263,00;0,26
635;9;Единая Расчетная Палата;384;Москва и обл.;98 720,00;78 915,00;19 805,00;25,10
636;10;Премиум;3514;Москва и обл.;70 699,00;70 699,00;0,00;0
637;10;Дальний Восток;3318;Приморский край;57 293,00;52 996,00;4 297,00;8,11
638;10;Транзит;2688;Дагестан;26 725,00;26 725,00;0,00;0
639;10;АРБ-Инкасс;3353;Москва и обл.;19 595,00;19 588,00;7,00;0,04
640;10;21 Век;3309;Санкт-Петербург и обл.;14 750,00;18 522,00;-3 772,00;-20,36
641;10;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;10 033,00;7 972,00;2 061,00;25,85
642;10;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;3 739,00;3 582,00;157,00;4,38
