Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Сентябрь, 2016, тыс. рублей;Август, 2016, тыс. рублей;Изменение, тыс. рублей;Изменение, %
44;-1;Татфондбанк;3058;Татарстан;214 149 556,00;207 814 758,00;6 334 798,00;3,05
45;0;Пересвет;2110;Москва и обл.;198 463 613,00;198 037 193,00;426 420,00;0,22
46;0;РосЕвроБанк;3137;Москва и обл.;179 233 922,00;182 946 347,00;-3 712 425,00;-2,03
47;0;Тинькофф Банк;2673;Москва и обл.;176 418 624,00;174 399 839,00;2 018 785,00;1,16
48;0;Экспресс-Волга;3085;Костромская обл.;171 125 543,00;170 850 446,00;275 097,00;0,16
49;0;МТС Банк;2268;Москва и обл.;164 412 643,00;159 781 961,00;4 630 682,00;2,90
50;0;ДельтаКредит;3338;Москва и обл.;160 929 794,00;156 452 982,00;4 476 812,00;2,86
51;0;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;152 433 385,00;149 915 594,00;2 517 791,00;1,68
52;0;ОТП Банк;2766;Москва и обл.;141 205 290,00;146 634 170,00;-5 428 880,00;-3,70
53;0;РГС Банк;3073;Москва и обл.;140 793 087,00;138 761 274,00;2 031 813,00;1,46
54;0;Авангард;2879;Москва и обл.;139 624 465,00;138 272 081,00;1 352 384,00;0,98
55;2;МСП Банк;3340;Москва и обл.;132 855 232,00;130 052 965,00;2 802 267,00;2,15
56;2;СКБ-Банк;705;Свердловская обл.;128 858 248,00;127 443 202,00;1 415 046,00;1,11
57;2;Аверс;415;Татарстан;128 806 507,00;124 773 476,00;4 033 031,00;3,23
58;-2;Кредит Европа Банк;3311;Москва и обл.;127 136 354,00;133 921 462,00;-6 785 108,00;-5,07
59;2;Национальный Расчетный Депозитарий;3294;Москва и обл.;124 397 952,00;118 309 552,00;6 088 400,00;5,15
60;0;Инвестторгбанк;2763;Москва и обл.;123 411 738,00;121 639 375,00;1 772 363,00;1,46
61;1;Запсибкомбанк;918;Тюменская обл.;109 075 011,00;110 121 982,00;-1 046 971,00;-0,95
62;1;Юниаструм Банк;2771;Москва и обл.;105 504 312,00;103 401 801,00;2 102 511,00;2,03
63;1;Роскосмосбанк;2989;Москва и обл.;104 023 084,00;103 343 376,00;679 708,00;0,66
64;1;Сетелем Банк;2168;Москва и обл.;103 863 938,00;102 225 929,00;1 638 009,00;1,60
65;5;Почта Банк;650;Москва и обл.;101 051 163,00;95 087 158,00;5 964 005,00;6,27
66;1;Ренессанс Кредит;3354;Москва и обл.;100 223 328,00;100 183 761,00;39 567,00;0,04
67;1;РосинтерБанк;226;Москва и обл.;99 329 303,00;99 931 483,00;-602 180,00;-0,60
68;1;Центр-инвест;2225;Ростовская обл.;98 969 226,00;97 130 790,00;1 838 436,00;1,89
69;3;Русфинанс Банк;1792;Самарская обл.;98 768 144,00;94 003 278,00;4 764 866,00;5,07
70;-4;Сургутнефтегазбанк;588;Ханты-Мансийский АО — Югра;96 065 409,00;101 334 328,00;-5 268 919,00;-5,20
71;12;Дойче Банк;3328;Москва и обл.;94 734 043,00;72 695 835,00;22 038 208,00;30,32
72;2;Союз;2307;Москва и обл.;90 357 516,00;88 201 653,00;2 155 863,00;2,44
73;-2;ЦентроКредит;121;Москва и обл.;90 354 679,00;94 462 110,00;-4 107 431,00;-4,35
74;-1;Таврический Банк;2304;Санкт-Петербург и обл.;90 089 228,00;93 496 849,00;-3 407 621,00;-3,64
75;0;Локо-Банк;2707;Москва и обл.;85 842 658,00;86 623 342,00;-780 684,00;-0,90
76;0;Балтийский Банк;128;Санкт-Петербург и обл.;81 463 001,00;84 112 861,00;-2 649 860,00;-3,15
77;1;Банк Финсервис;3388;Москва и обл.;80 993 565,00;80 124 203,00;869 362,00;1,09
78;-1;БНП Париба Банк;3407;Москва и обл.;78 989 308,00;81 119 482,00;-2 130 174,00;-2,63
79;3;РНКБ;1354;Симферополь;76 974 272,00;74 240 316,00;2 733 956,00;3,68
80;0;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;76 948 318,00;75 151 429,00;1 796 889,00;2,39
81;-2;Балтинвестбанк;3176;Санкт-Петербург и обл.;76 388 705,00;75 554 790,00;833 915,00;1,10
82;2;Кубань Кредит;2518;Краснодарский край;73 924 869,00;72 236 993,00;1 687 876,00;2,34
83;3;Экспобанк;2998;Москва и обл.;69 819 686,00;68 231 718,00;1 587 968,00;2,33
84;-3;Международный Финансовый Клуб;2618;Москва и обл.;68 129 600,00;74 371 066,00;-6 241 466,00;-8,39
85;8;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;66 947 397,00;60 371 968,00;6 575 429,00;10,89
86;11;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;64 890 749,00;58 300 255,00;6 590 494,00;11,30
87;-2;Банк Интеза;2216;Москва и обл.;64 818 056,00;71 121 923,00;-6 303 867,00;-8,86
88;1;РН Банк;170;Москва и обл.;62 023 831,00;63 203 723,00;-1 179 892,00;-1,87
89;-1;БКС Банк;101;Новосибирская обл.;61 955 578,00;63 298 505,00;-1 342 927,00;-2,12
90;-3;Металлинвестбанк;2440;Москва и обл.;61 451 493,00;63 450 022,00;-1 998 529,00;-3,15
91;3;Военно-Промышленный Банк;3065;Москва и обл.;60 740 449,00;60 346 590,00;393 859,00;0,65
92;3;Росэнергобанк;2211;Москва и обл.;60 306 549,00;60 060 480,00;246 069,00;0,41
93;-3;Бинбанк Диджитал;2827;Москва и обл.;58 426 450,00;61 306 787,00;-2 880 337,00;-4,70
94;2;Финпромбанк (ФПБ Банк);2157;Москва и обл.;57 816 131,00;58 337 718,00;-521 587,00;-0,89
95;11;ВУЗ-Банк;1557;Свердловская обл.;56 101 136,00;48 160 581,00;7 940 555,00;16,49
96;2;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;55 835 231,00;57 580 340,00;-1 745 109,00;-3,03
97;-5;Банк БФА;3038;Санкт-Петербург и обл.;55 175 150,00;60 600 802,00;-5 425 652,00;-8,95
98;-7;Образование;1521;Москва и обл.;53 407 788,00;60 834 509,00;-7 426 721,00;-12,21
99;1;Коммерцбанк (Евразия);3333;Москва и обл.;52 078 827,00;50 725 504,00;1 353 323,00;2,67
100;2;СДМ-Банк;1637;Москва и обл.;51 383 584,00;50 306 039,00;1 077 545,00;2,14
101;3;Тойота Банк;3470;Москва и обл.;51 301 284,00;48 782 585,00;2 518 699,00;5,16
102;1;ББР Банк;2929;Москва и обл.;50 641 725,00;50 275 583,00;366 142,00;0,73
103;-2;Крайинвестбанк;3360;Краснодарский край;50 564 388,00;50 411 517,00;152 871,00;0,30
104;18;Еврофинанс Моснарбанк;2402;Москва и обл.;49 516 543,00;35 253 695,00;14 262 848,00;40,46
105;0;Банк «Советский»;558;Санкт-Петербург и обл.;48 936 448,00;48 410 114,00;526 334,00;1,09
106;1;Межтопэнергобанк;2956;Москва и обл.;48 926 457,00;47 940 332,00;986 125,00;2,06
107;-8;АйСиБиСи Банк;3475;Москва и обл.;48 622 951,00;52 757 507,00;-4 134 556,00;-7,84
108;3;Росэксимбанк;2790;Москва и обл.;47 783 254,00;45 740 752,00;2 042 502,00;4,47
109;-1;Социнвестбанк;1132;Башкортостан;47 632 270,00;47 567 093,00;65 177,00;0,14
110;0;Челябинвестбанк;493;Челябинская обл.;47 182 525,00;46 361 283,00;821 242,00;1,77
111;-2;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;46 804 047,00;47 306 662,00;-502 615,00;-1,06
112;0;Примсоцбанк;2733;Приморский край;46 543 200,00;45 558 510,00;984 690,00;2,16
113;2;Газэнергобанк;3252;Калужская обл.;46 142 216,00;43 604 545,00;2 537 671,00;5,82
114;-1;Челиндбанк;485;Челябинская обл.;45 936 157,00;45 515 363,00;420 794,00;0,92
115;-1;Фора-Банк;1885;Москва и обл.;45 211 271,00;45 303 187,00;-91 916,00;-0,20
116;0;Левобережный;1343;Новосибирская обл.;43 263 130,00;43 257 381,00;5 749,00;0,01
117;1;Интерпрогрессбанк;600;Москва и обл.;40 039 564,00;39 634 719,00;404 845,00;1,02
118;1;Саровбизнесбанк;2048;Нижегородская обл.;38 823 767,00;38 454 938,00;368 829,00;0,96
119;1;ОФК Банк;2270;Москва и обл.;37 423 223,00;38 220 640,00;-797 417,00;-2,09
120;-3;Бэнк оф Чайна;2309;Москва и обл.;36 727 449,00;41 187 538,00;-4 460 089,00;-10,83
121;2;Национальный Стандарт;3421;Москва и обл.;36 338 000,00;35 166 455,00;1 171 545,00;3,33
122;-1;Меткомбанк (Череповец);901;Вологодская обл.;35 447 597,00;36 057 747,00;-610 150,00;-1,69
123;4;Севергазбанк;2816;Вологодская обл.;33 837 461,00;32 219 500,00;1 617 961,00;5,02
124;136;Российская Финансовая Корпорация;3099;Москва и обл.;33 817 197,00;7 912 964,00;25 904 233,00;327,36
125;-1;Фольксваген Банк Рус;3500;Москва и обл.;33 708 380,00;33 217 382,00;490 998,00;1,48
126;0;НС Банк;3124;Москва и обл.;33 403 215,00;33 043 862,00;359 353,00;1,09
127;-2;Кольцо Урала;65;Свердловская обл.;33 285 670,00;33 118 890,00;166 780,00;0,50
128;3;Кредит Урал Банк;2584;Челябинская обл.;31 813 128,00;30 901 183,00;911 945,00;2,95
129;4;Дальневосточный Банк;843;Приморский край;31 691 823,00;30 555 421,00;1 136 402,00;3,72
130;0;Интерпромбанк;3266;Москва и обл.;31 136 269,00;30 921 074,00;215 195,00;0,70
131;-2;Русский Международный Банк;3123;Москва и обл.;30 840 844,00;31 048 701,00;-207 857,00;-0,67
132;0;БыстроБанк;1745;Удмуртия;30 346 150,00;30 759 376,00;-413 226,00;-1,34
133;1;Интехбанк;2705;Татарстан;30 285 405,00;30 218 390,00;67 015,00;0,22
134;3;Генбанк;2490;Симферополь;30 128 978,00;28 749 108,00;1 379 870,00;4,80
135;1;Солидарность;554;Самарская обл.;29 716 908,00;29 484 123,00;232 785,00;0,79
136;4;Квантмобайл Банк;1189;Москва и обл.;29 562 410,00;28 368 663,00;1 193 747,00;4,21
137;1;Приморье;3001;Приморский край;28 108 709,00;28 517 745,00;-409 036,00;-1,43
138;9;Газбанк;2316;Самарская обл.;27 594 020,00;27 066 873,00;527 147,00;1,95
139;3;МБА-Москва;3395;Москва и обл.;27 432 071,00;27 853 313,00;-421 242,00;-1,51
140;6;Алмазэргиэнбанк;2602;Саха (Якутия);27 257 351,00;27 102 876,00;154 475,00;0,57
141;-2;Объединенный Капитал;2611;Санкт-Петербург и обл.;27 074 437,00;28 433 521,00;-1 359 084,00;-4,78
142;-1;Платежный Центр;3166;Новосибирская обл.;27 046 118,00;27 874 967,00;-828 849,00;-2,97
143;0;АктивКапитал Банк;3006;Самарская обл.;26 849 875,00;27 453 655,00;-603 780,00;-2,20
144;1;АйМаниБанк;1975;Москва и обл.;26 777 138,00;27 115 187,00;-338 049,00;-1,25
145;3;Девон-Кредит;1972;Татарстан;26 761 907,00;26 395 571,00;366 336,00;1,39
146;-11;Московское Ипотечное Агентство;3344;Москва и обл.;26 713 073,00;29 997 326,00;-3 284 253,00;-10,95
147;-3;Акибанк;2587;Татарстан;26 528 498,00;27 234 435,00;-705 937,00;-2,59
148;-20;Мир Бизнес Банк;3396;Москва и обл.;26 316 498,00;31 342 124,00;-5 025 626,00;-16,03
149;1;Липецккомбанк;1242;Липецкая обл.;25 913 265,00;24 957 056,00;956 209,00;3,83
150;9;СЭБ Банк;3235;Санкт-Петербург и обл.;24 248 444,00;21 694 239,00;2 554 205,00;11,77
151;3;Ланта-Банк;1920;Москва и обл.;24 093 491,00;23 518 225,00;575 266,00;2,45
152;1;Урал ФД;249;Пермская обл.;23 746 863,00;23 635 800,00;111 063,00;0,47
153;-4;Москоммерцбанк;3365;Москва и обл.;23 543 150,00;25 907 250,00;-2 364 100,00;-9,13
154;-2;Агропромкредит;2880;Москва и обл.;23 450 330,00;24 089 682,00;-639 352,00;-2,65
155;-4;Собинбанк;1317;Москва и обл.;22 901 331,00;24 316 369,00;-1 415 038,00;-5,82
156;-1;Легион;3117;Москва и обл.;22 696 411,00;22 830 681,00;-134 270,00;-0,59
157;0;Энергобанк;67;Татарстан;22 457 142,00;22 089 218,00;367 924,00;1,67
158;8;Аресбанк;2914;Москва и обл.;22 255 578,00;19 953 996,00;2 301 582,00;11,53
159;5;Натиксис Банк;3390;Москва и обл.;22 171 610,00;20 429 238,00;1 742 372,00;8,53
160;-4;Спурт Банк;2207;Татарстан;22 051 473,00;22 415 580,00;-364 107,00;-1,62
161;-3;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;21 965 162,00;22 070 354,00;-105 192,00;-0,48
162;-1;Татсоцбанк;480;Татарстан;21 652 757,00;21 248 423,00;404 334,00;1,90
163;-1;Данске Банк;3307;Санкт-Петербург и обл.;21 289 645,00;21 184 087,00;105 558,00;0,50
164;-1;Курскпромбанк;735;Курская обл.;21 200 167,00;21 050 148,00;150 019,00;0,71
165;2;БМВ Банк;3482;Москва и обл.;20 867 552,00;19 725 653,00;1 141 899,00;5,79
166;-6;М2М Прайвет Банк;1414;Москва и обл.;20 763 833,00;21 595 061,00;-831 228,00;-3,85
167;13;Финанс Бизнес Банк;520;Москва и обл.;20 434 542,00;16 657 909,00;3 776 633,00;22,67
168;-3;Энерготрансбанк;1307;Калининградская обл.;20 290 968,00;20 101 684,00;189 284,00;0,94
169;-1;НБД-Банк;1966;Нижегородская обл.;19 717 306,00;19 576 845,00;140 461,00;0,72
170;-1;Тольяттихимбанк;2507;Самарская обл.;19 392 731,00;18 775 597,00;617 134,00;3,29
171;-1;Мерседес-Бенц Банк Рус;3473;Москва и обл.;19 104 632,00;18 714 071,00;390 561,00;2,09
172;-1;Хлынов;254;Кировская обл.;19 087 870,00;18 708 239,00;379 631,00;2,03
173;0;Джей энд Ти Банк;3061;Москва и обл.;18 091 401,00;18 576 714,00;-485 313,00;-2,61
174;0;Алеф-Банк;2119;Москва и обл.;17 954 446,00;18 560 794,00;-606 348,00;-3,27
175;15;Чайна Констракшн;3515;Москва и обл.;17 807 397,00;15 453 773,00;2 353 624,00;15,23
176;-1;Рублев;3098;Москва и обл.;17 742 988,00;18 237 574,00;-494 586,00;-2,71
177;4;Темпбанк;55;Москва и обл.;17 555 812,00;16 610 859,00;944 953,00;5,69
178;0;Денизбанк Москва;3330;Москва и обл.;17 211 647,00;16 998 475,00;213 172,00;1,25
179;4;Банк Кредит Свисс;2494;Москва и обл.;17 156 708,00;16 483 755,00;672 953,00;4,08
180;-3;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;16 924 205,00;17 352 385,00;-428 180,00;-2,47
181;-5;Развитие-Столица;3013;Москва и обл.;16 881 106,00;17 365 859,00;-484 753,00;-2,79
182;-3;Нацинвестпромбанк;3077;Москва и обл.;16 545 288,00;16 780 514,00;-235 226,00;-1,40
183;-1;Уралтрансбанк;812;Свердловская обл.;16 410 434,00;16 548 569,00;-138 135,00;-0,83
184;2;Банк Акцепт;567;Новосибирская обл.;15 958 405,00;15 620 038,00;338 367,00;2,17
185;0;Держава;2738;Москва и обл.;15 933 810,00;16 260 640,00;-326 830,00;-2,01
186;1;Пойдем!;2534;Москва и обл.;15 724 982,00;15 577 736,00;147 246,00;0,95
187;2;Форштадт;2208;Оренбургская обл.;15 240 726,00;15 518 557,00;-277 831,00;-1,79
188;-4;НК Банк;2755;Москва и обл.;15 110 241,00;16 462 834,00;-1 352 593,00;-8,22
189;-1;Расчетно-Кредитный Банк;103;Москва и обл.;14 893 976,00;15 562 894,00;-668 918,00;-4,30
190;2;Норвик Банк;902;Кировская обл.;14 890 392,00;14 988 807,00;-98 415,00;-0,66
191;3;Гранд Инвест Банк;3053;Москва и обл.;14 820 316,00;14 747 914,00;72 402,00;0,49
192;1;Национальный Резервный Банк;2170;Москва и обл.;14 780 632,00;14 880 660,00;-100 028,00;-0,67
193;3;Русский Ипотечный Банк;1968;Москва и обл.;14 754 413,00;14 547 981,00;206 432,00;1,42
194;1;Солидарность (Москва);1555;Москва и обл.;14 585 336,00;14 568 279,00;17 057,00;0,12
195;3;Кошелев-Банк;3300;Самарская обл.;14 442 845,00;14 266 367,00;176 478,00;1,24
196;1;Гарант-Инвест;2576;Москва и обл.;14 283 167,00;14 341 296,00;-58 129,00;-0,41
197;4;Морской Банк;77;Москва и обл.;14 256 653,00;13 801 209,00;455 444,00;3,30
198;2;Объединенный Кредитный Банк;1118;Ярославская обл.;14 223 678,00;13 934 819,00;288 859,00;2,07
199;-8;РосДорБанк;1573;Москва и обл.;13 816 798,00;15 065 794,00;-1 248 996,00;-8,29
200;4;Агросоюз;1459;Москва и обл.;13 687 128,00;12 773 738,00;913 390,00;7,15
201;2;Прио-Внешторгбанк;212;Рязанская обл.;13 358 012,00;13 058 633,00;299 379,00;2,29
202;-3;Ури Банк;3479;Москва и обл.;13 057 545,00;14 210 024,00;-1 152 479,00;-8,11
203;6;Русьуниверсалбанк;3293;Москва и обл.;12 594 834,00;12 252 086,00;342 748,00;2,80
204;-32;Морган Стэнли Банк;3456;Москва и обл.;12 401 784,00;18 707 528,00;-6 305 744,00;-33,71
205;2;Инбанк;1829;Москва и обл.;12 378 593,00;12 605 875,00;-227 282,00;-1,80
206;0;Промтрансбанк;2638;Башкортостан;12 356 006,00;12 615 030,00;-259 024,00;-2,05
207;-2;Тройка-Д Банк;3431;Москва и обл.;12 307 506,00;12 640 191,00;-332 685,00;-2,63
208;9;Банк Казани;708;Татарстан;12 269 382,00;11 191 431,00;1 077 951,00;9,63
209;-1;КС Банк;1752;Мордовия;12 223 050,00;12 384 343,00;-161 293,00;-1,30
210;1;Нижневолжский Коммерческий Банк;931;Саратовская обл.;12 158 396,00;11 867 806,00;290 590,00;2,45
211;2;Новопокровский;467;Краснодарский край;11 962 901,00;11 666 074,00;296 827,00;2,54
212;-10;ТЭМБР-Банк;2764;Москва и обл.;11 804 704,00;13 162 121,00;-1 357 417,00;-10,31
213;-1;Банк ВВБ;1093;Севастополь;11 788 959,00;11 695 552,00;93 407,00;0,80
214;10;Ишбанк;2867;Москва и обл.;11 612 878,00;10 592 083,00;1 020 795,00;9,64
215;1;Первомайский;518;Краснодарский край;11 591 457,00;11 360 685,00;230 772,00;2,03
216;-1;Русский Торговый Банк;2842;Москва и обл.;11 525 721,00;11 430 695,00;95 026,00;0,83
217;5;Центркомбанк;2983;Москва и обл.;11 464 884,00;10 617 573,00;847 311,00;7,98
218;-4;Нефтяной Альянс;2859;Москва и обл.;11 449 312,00;11 489 519,00;-40 207,00;-0,35
219;-1;Банк Жилищного Финансирования;3138;Москва и обл.;11 121 202,00;10 990 461,00;130 741,00;1,19
220;0;НИКО-Банк;702;Оренбургская обл.;11 048 273,00;10 748 753,00;299 520,00;2,79
221;-2;Солид Банк;1329;Камчатская обл.;10 855 069,00;10 900 520,00;-45 451,00;-0,42
222;-12;Александровский;53;Санкт-Петербург и обл.;10 763 711,00;11 977 146,00;-1 213 435,00;-10,13
223;0;Датабанк;646;Удмуртия;10 523 658,00;10 597 064,00;-73 406,00;-0,69
224;12;Гута-Банк;256;Москва и обл.;10 490 079,00;9 141 800,00;1 348 279,00;14,75
225;-4;Национальная Факторинговая Компания;3437;Москва и обл.;10 480 611,00;10 624 611,00;-144 000,00;-1,36
226;-1;Банк Оренбург;3269;Оренбургская обл.;10 284 038,00;10 396 211,00;-112 173,00;-1,08
227;2;Ассоциация;732;Нижегородская обл.;9 878 144,00;9 559 286,00;318 858,00;3,34
228;4;Снежинский;1376;Челябинская обл.;9 820 190,00;9 476 445,00;343 745,00;3,63
229;18;Автоторгбанк;2776;Москва и обл.;9 766 969,00;8 540 848,00;1 226 121,00;14,36
230;-3;Енисей;474;Красноярский край;9 683 812,00;9 711 832,00;-28 020,00;-0,29
231;2;Таатта;1249;Саха (Якутия);9 680 792,00;9 418 192,00;262 600,00;2,79
232;-1;Развитие;2729;Карачаево-Черкесия;9 526 611,00;9 507 324,00;19 287,00;0,20
233;2;Юг-Инвестбанк;2772;Краснодарский край;9 450 470,00;9 171 097,00;279 373,00;3,05
234;4;СИАБ;3245;Санкт-Петербург и обл.;9 237 823,00;9 050 817,00;187 006,00;2,07
235;-7;Торговый Городской Банк;3180;Москва и обл.;9 201 116,00;9 577 825,00;-376 709,00;-3,93
236;-6;Екатеринбург;3161;Свердловская обл.;9 200 545,00;9 536 146,00;-335 601,00;-3,52
237;-3;Киви Банк;2241;Москва и обл.;9 137 003,00;9 393 887,00;-256 884,00;-2,73
238;2;Нефтепромбанк;2156;Москва и обл.;8 957 404,00;8 936 534,00;20 870,00;0,23
239;0;Модульбанк;1927;Костромская обл.;8 899 224,00;9 035 033,00;-135 809,00;-1,50
240;6;РусЮгбанк;2093;Волгоградская обл.;8 845 815,00;8 549 399,00;296 416,00;3,47
241;0;Энергомашбанк;52;Санкт-Петербург и обл.;8 835 245,00;8 894 492,00;-59 247,00;-0,67
242;1;Бинбанк Мурманск;1276;Мурманская обл.;8 794 877,00;8 746 625,00;48 252,00;0,55
243;8;Ставропольпромстройбанк;1288;Ставропольский край;8 392 051,00;8 294 425,00;97 626,00;1,18
244;-2;Славия;2664;Москва и обл.;8 380 204,00;8 819 063,00;-438 859,00;-4,98
245;0;Вокбанк;312;Нижегородская обл.;8 291 226,00;8 671 379,00;-380 153,00;-4,38
246;7;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;8 279 512,00;8 213 710,00;65 802,00;0,80
247;2;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;8 276 488,00;8 504 652,00;-228 164,00;-2,68
248;6;Анкор Банк;889;Татарстан;8 149 060,00;8 208 628,00;-59 568,00;-0,73
249;10;Кранбанк;2271;Ивановская обл.;8 121 398,00;7 944 010,00;177 388,00;2,23
250;8;Северный Кредит;2398;Вологодская обл.;8 047 343,00;8 000 039,00;47 304,00;0,59
251;1;Союзный;3236;Москва и обл.;8 031 803,00;8 290 243,00;-258 440,00;-3,12
252;3;Северо-Восточный Альянс;2768;Москва и обл.;8 005 354,00;8 204 515,00;-199 161,00;-2,43
253;16;Углеметбанк;2997;Челябинская обл.;7 981 435,00;7 404 369,00;577 066,00;7,79
254;3;Московский Нефтехимический Банк;1411;Москва и обл.;7 964 746,00;8 069 553,00;-104 807,00;-1,30
255;8;Трансстройбанк;2807;Москва и обл.;7 925 819,00;7 749 314,00;176 505,00;2,28
256;6;Воронеж;654;Воронежская обл.;7 783 878,00;7 847 709,00;-63 831,00;-0,81
257;8;Томскпромстройбанк;1720;Томская обл.;7 773 023,00;7 501 066,00;271 957,00;3,63
258;28;Идея Банк;430;Краснодарский край;7 628 842,00;6 727 810,00;901 032,00;13,39
259;5;Финам Банк;2799;Москва и обл.;7 560 726,00;7 555 385,00;5 341,00;0,07
