Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Январь, 2012, тыс. рублей;Декабрь, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
30;1;Глобэкс;1942;Москва и обл.;172 604 964,00;163 423 372,00;9 181 592,00;5,62
31;-2;Банк «Открытие»;2179;Москва и обл.;171 936 436,00;173 553 413,00;-1 616 977,00;-0,93
32;0;Хоум Кредит Банк;316;Москва и обл.;164 641 833,00;153 330 348,00;11 311 485,00;7,38
33;0;МТС Банк;2268;Москва и обл.;147 681 560,00;142 744 674,00;4 936 886,00;3,46
34;1;Восточный Банк;1460;Амурская обл.;143 248 587,00;130 306 102,00;12 942 485,00;9,93
35;2;Московский Индустриальный Банк;912;Москва и обл.;138 862 181,00;128 639 609,00;10 222 572,00;7,95
36;5;Национальный Клиринговый Центр;3466;Москва и обл.;130 518 058,00;114 248 177,00;16 269 881,00;14,24
37;3;Бинбанк;323;Москва и обл.;129 856 487,00;116 042 846,00;13 813 641,00;11,90
38;0;ОТП Банк;2766;Москва и обл.;126 010 660,00;122 014 462,00;3 996 198,00;3,28
39;0;Абсолют Банк;2306;Москва и обл.;120 953 452,00;118 468 517,00;2 484 935,00;2,10
40;6;СКБ-Банк;705;Свердловская обл.;115 536 742,00;98 842 450,00;16 694 292,00;16,89
41;1;Транскапиталбанк;2210;Москва и обл.;108 801 065,00;108 439 036,00;362 029,00;0,33
42;9;СМП Банк;3368;Москва и обл.;106 952 421,00;93 085 267,00;13 867 154,00;14,90
43;0;Русфинанс Банк;1792;Самарская обл.;106 783 650,00;104 632 492,00;2 151 158,00;2,06
44;-10;Национальный Расчетный Депозитарий;3294;Москва и обл.;106 767 220,00;141 205 447,00;-34 438 227,00;-24,39
45;0;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;102 833 833,00;99 314 774,00;3 519 059,00;3,54
46;-2;МСП Банк;3340;Москва и обл.;102 490 168,00;100 604 834,00;1 885 334,00;1,87
47;9;Новикомбанк;2546;Москва и обл.;102 329 377,00;83 173 896,00;19 155 481,00;23,03
48;0;БНП Париба Банк;3407;Москва и обл.;101 447 382,00;98 117 101,00;3 330 281,00;3,39
49;1;Кредит Европа Банк;3311;Москва и обл.;101 170 386,00;95 802 569,00;5 367 817,00;5,60
50;-1;РГС Банк;3073;Москва и обл.;98 150 815,00;97 473 527,00;677 288,00;0,69
51;-15;Дойче Банк;3328;Москва и обл.;97 682 745,00;129 964 744,00;-32 281 999,00;-24,84
52;-5;Инвестторгбанк;2763;Москва и обл.;95 596 617,00;98 373 759,00;-2 777 142,00;-2,82
53;0;Пробизнесбанк;2412;Москва и обл.;95 179 572,00;91 358 150,00;3 821 422,00;4,18
54;3;РосЕвроБанк;3137;Москва и обл.;94 522 593,00;82 931 660,00;11 590 933,00;13,98
55;-1;Банк Интеза;2216;Москва и обл.;93 076 210,00;88 826 623,00;4 249 587,00;4,78
56;-4;Юниаструм Банк;2771;Москва и обл.;90 804 451,00;91 849 176,00;-1 044 725,00;-1,14
57;-2;Внешпромбанк;3261;Москва и обл.;89 851 736,00;84 240 694,00;5 611 042,00;6,66
58;0;Союз;2307;Москва и обл.;86 098 422,00;82 715 580,00;3 382 842,00;4,09
59;1;Авангард;2879;Москва и обл.;84 061 159,00;75 968 475,00;8 092 684,00;10,65
60;1;Балтийский Банк;128;Москва и обл.;82 971 654,00;75 737 324,00;7 234 330,00;9,55
61;1;Татфондбанк;3058;Татарстан;82 659 350,00;74 521 249,00;8 138 101,00;10,92
62;2;Мастер-Банк;2176;Москва и обл.;79 086 982,00;74 354 047,00;4 732 935,00;6,37
63;-4;КИТ Финанс Инвестиционный Банк;1911;Санкт-Петербург и обл.;78 911 663,00;82 406 665,00;-3 495 002,00;-4,24
64;3;Запсибкомбанк;918;Тюменская обл.;78 772 349,00;72 861 738,00;5 910 611,00;8,11
65;3;Собинбанк;1317;Москва и обл.;74 273 913,00;71 625 935,00;2 647 978,00;3,70
66;-1;Всероссийский Банк Развития Регионов;3287;Москва и обл.;73 099 945,00;73 782 496,00;-682 551,00;-0,93
67;-1;Еврофинанс Моснарбанк;2402;Москва и обл.;69 322 020,00;73 001 932,00;-3 679 912,00;-5,04
68;11;Роскосмосбанк;2989;Москва и обл.;68 518 768,00;55 195 195,00;13 323 573,00;24,14
69;3;Банк ДОМ.РФ;2312;Москва и обл.;67 180 965,00;61 575 424,00;5 605 541,00;9,10
70;-7;ЦентроКредит;121;Москва и обл.;66 247 394,00;74 425 905,00;-8 178 511,00;-10,99
71;-2;ДельтаКредит;3338;Москва и обл.;65 322 035,00;64 598 532,00;723 503,00;1,12
72;1;Ренессанс Кредит;3354;Москва и обл.;63 998 407,00;60 923 438,00;3 074 969,00;5,05
73;-3;Пересвет;2110;Москва и обл.;63 893 822,00;63 964 329,00;-70 507,00;-0,11
74;1;Локо-Банк;2707;Москва и обл.;61 765 101,00;58 969 279,00;2 795 822,00;4,74
75;2;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;59 498 888,00;56 262 332,00;3 236 556,00;5,75
76;-2;Совкомбанк;963;Костромская обл.;59 334 007,00;59 223 732,00;110 275,00;0,19
77;-1;Балтинвестбанк;3176;Санкт-Петербург и обл.;59 136 579,00;58 574 525,00;562 054,00;0,96
78;-7;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;57 902 951,00;63 554 143,00;-5 651 192,00;-8,89
79;-1;Центр-инвест;2225;Ростовская обл.;57 703 978,00;56 127 713,00;1 576 265,00;2,81
80;0;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;57 425 415,00;54 678 761,00;2 746 654,00;5,02
81;3;Экспо Финанс;2594;Москва и обл.;57 318 278,00;47 298 059,00;10 020 219,00;21,19
82;4;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;54 367 850,00;46 583 782,00;7 784 068,00;16,71
83;0;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;54 312 894,00;48 693 048,00;5 619 846,00;11,54
84;-3;Металлинвестбанк;2440;Москва и обл.;53 763 169,00;52 771 540,00;991 629,00;1,88
85;11;Нота-Банк;2913;Москва и обл.;52 378 243,00;36 408 560,00;15 969 683,00;43,86
86;-1;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;51 026 676,00;47 215 838,00;3 810 838,00;8,07
87;0;Национальный Резервный Банк;2170;Москва и обл.;47 375 747,00;46 267 241,00;1 108 506,00;2,40
88;1;СБ Банк (Судостроительный банк);2999;Москва и обл.;46 021 152,00;41 292 579,00;4 728 573,00;11,45
89;1;Инвестбанк;107;Москва и обл.;43 549 769,00;40 987 354,00;2 562 415,00;6,25
90;1;Национальный Стандарт;3421;Москва и обл.;42 402 748,00;40 768 639,00;1 634 109,00;4,01
91;4;Международный Финансовый Клуб;2618;Москва и обл.;42 123 214,00;37 025 383,00;5 097 831,00;13,77
92;-4;Сургутнефтегазбанк;588;Тюменская обл.;40 293 494,00;44 386 621,00;-4 093 127,00;-9,22
93;7;Связной Банк;1961;Москва и обл.;40 155 995,00;32 147 117,00;8 008 878,00;24,91
94;-1;Бинбанк Диджитал;2827;Москва и обл.;39 706 703,00;37 544 041,00;2 162 662,00;5,76
95;-1;Первобанк;3461;Самарская обл.;38 907 455,00;37 078 469,00;1 828 986,00;4,93
96;-4;Национальный Торговый Банк;3087;Самарская обл.;37 850 735,00;37 888 646,00;-37 911,00;-0,10
97;4;Коммерцбанк (Евразия);3333;Москва и обл.;37 269 821,00;32 126 887,00;5 142 934,00;16,01
98;-1;Стройкредит;18;Москва и обл.;36 104 781,00;33 745 345,00;2 359 436,00;6,99
99;0;Таврический Банк;2304;Санкт-Петербург и обл.;35 653 575,00;32 802 299,00;2 851 276,00;8,69
100;-2;Дальневосточный Банк;843;Приморский край;34 387 947,00;33 062 344,00;1 325 603,00;4,01
101;12;Интеркоммерц Банк;1657;Москва и обл.;34 241 640,00;27 577 895,00;6 663 745,00;24,16
102;5;Кубань Кредит;2518;Краснодарский край;33 295 776,00;29 428 451,00;3 867 325,00;13,14
103;3;НС Банк;3124;Москва и обл.;33 135 989,00;29 539 298,00;3 596 691,00;12,18
104;-2;Экспресс-Волга;3085;Саратовская обл.;33 005 111,00;30 685 914,00;2 319 197,00;7,56
105;-2;Челябинвестбанк;493;Челябинская обл.;32 115 876,00;30 610 026,00;1 505 850,00;4,92
106;15;Сведбанк;3064;Москва и обл.;31 711 320,00;26 090 436,00;5 620 884,00;21,54
107;7;Тинькофф Банк;2673;Москва и обл.;31 438 653,00;27 560 985,00;3 877 668,00;14,07
108;-4;Челиндбанк;485;Челябинская обл.;31 097 842,00;30 222 954,00;874 888,00;2,89
109;-4;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;31 080 804,00;30 049 814,00;1 030 990,00;3,43
110;5;СДМ-Банк;1637;Москва и обл.;31 067 370,00;27 227 072,00;3 840 298,00;14,10
111;15;Банк БФА;3038;Санкт-Петербург и обл.;30 637 176,00;25 170 385,00;5 466 791,00;21,72
112;28;Народный Кредит;2401;Москва и обл.;29 209 855,00;21 618 901,00;7 590 954,00;35,11
113;-4;Кедр;1574;Москва и обл.;29 200 657,00;28 486 000,00;714 657,00;2,51
114;-4;Межтопэнергобанк;2956;Москва и обл.;29 138 158,00;27 854 662,00;1 283 496,00;4,61
115;-7;Расчетная Палата РТС;3335;Москва и обл.;29 010 697,00;29 322 294,00;-311 597,00;-1,06
116;-34;Саровбизнесбанк;2048;Нижегородская обл.;28 673 192,00;52 664 086,00;-23 990 894,00;-45,55
117;0;Московский Областной Банк;1751;Москва и обл.;28 641 189,00;26 736 661,00;1 904 528,00;7,12
118;-7;Газбанк;2316;Самарская обл.;28 594 216,00;27 714 485,00;879 731,00;3,17
119;1;Далькомбанк;84;Хабаровский край;28 566 667,00;26 221 511,00;2 345 156,00;8,94
120;12;Интерпромбанк;3266;Москва и обл.;28 413 884,00;23 788 771,00;4 625 113,00;19,44
121;4;Крайинвестбанк;3360;Краснодарский край;28 053 496,00;25 278 550,00;2 774 946,00;10,98
122;-3;Первый Республиканский Банк;1730;Москва и обл.;27 311 607,00;26 271 048,00;1 040 559,00;3,96
123;-11;Банк Кредит Свисс;2494;Москва и обл.;27 155 356,00;27 679 743,00;-524 387,00;-1,89
124;0;Фора-Банк;1885;Москва и обл.;27 133 018,00;25 385 554,00;1 747 464,00;6,88
125;-2;Севергазбанк;2816;Вологодская обл.;26 868 619,00;25 436 627,00;1 431 992,00;5,63
126;7;Русский Международный Банк;3123;Москва и обл.;25 822 380,00;23 730 566,00;2 091 814,00;8,81
127;-5;Меткомбанк (Череповец);901;Вологодская обл.;25 621 418,00;26 079 124,00;-457 706,00;-1,76
128;1;Примсоцбанк;2733;Приморский край;25 618 198,00;24 417 070,00;1 201 128,00;4,92
129;-11;Приморье;3001;Приморский край;25 498 066,00;26 292 987,00;-794 921,00;-3,02
130;0;Банк АВБ;23;Самарская обл.;25 220 454,00;24 256 062,00;964 392,00;3,98
131;-4;Москоммерцбанк;3365;Москва и обл.;24 737 578,00;24 685 052,00;52 526,00;0,21
132;-1;Липецккомбанк;1242;Липецкая обл.;24 362 595,00;24 202 685,00;159 910,00;0,66
133;-5;Тойота Банк;3470;Москва и обл.;24 353 492,00;24 570 667,00;-217 175,00;-0,88
134;3;Смоленский Банк;2029;Смоленская обл.;24 204 116,00;22 052 570,00;2 151 546,00;9,76
135;7;Кольцо Урала;65;Свердловская обл.;23 919 251,00;20 674 098,00;3 245 153,00;15,70
136;0;БФГ-Кредит;3068;Москва и обл.;23 669 476,00;22 695 714,00;973 762,00;4,29
137;-2;Акибанк;2587;Татарстан;23 630 833,00;22 697 128,00;933 705,00;4,11
138;1;АМБ Банк;3036;Москва и обл.;23 105 960,00;21 883 569,00;1 222 391,00;5,59
139;11;МБА-Москва;3395;Москва и обл.;22 658 270,00;18 731 817,00;3 926 453,00;20,96
140;-6;М2М Прайвет Банк;1414;Москва и обл.;22 292 903,00;23 160 286,00;-867 383,00;-3,75
141;4;Мой Банк;2939;Москва и обл.;22 228 292,00;20 328 428,00;1 899 864,00;9,35
142;74;Пушкино;391;Москва и обл.;22 027 869,00;11 162 922,00;10 864 947,00;97,33
143;0;Агропромкредит;2880;Москва и обл.;21 676 688,00;20 493 222,00;1 183 466,00;5,77
144;-3;Девон-Кредит;1972;Татарстан;21 628 812,00;21 123 312,00;505 500,00;2,39
145;-1;Альта-Банк;2269;Москва и обл.;21 551 007,00;20 469 063,00;1 081 944,00;5,29
146;0;Росэнергобанк;2211;Москва и обл.;21 516 773,00;19 956 630,00;1 560 143,00;7,82
147;-31;Кредит Урал Банк;2584;Челябинская обл.;20 966 287,00;26 956 129,00;-5 989 842,00;-22,22
148;-10;Натиксис Банк;3390;Москва и обл.;20 346 693,00;21 999 724,00;-1 653 031,00;-7,51
149;2;Банк Проектного Финансирования;1677;Москва и обл.;20 104 855,00;18 679 484,00;1 425 371,00;7,63
150;3;Левобережный;1343;Новосибирская обл.;19 996 155,00;18 197 654,00;1 798 501,00;9,88
151;7;ГПБ-Ипотека;2403;Москва и обл.;19 936 859,00;17 270 689,00;2 666 170,00;15,44
152;-5;ФИА-Банк;2542;Самарская обл.;19 761 044,00;19 938 246,00;-177 202,00;-0,89
153;4;Солидарность;554;Самарская обл.;19 655 915,00;17 342 777,00;2 313 138,00;13,34
154;5;Тимер Банк;1581;Татарстан;18 795 052,00;17 216 740,00;1 578 312,00;9,17
155;-1;С банк;2581;Москва и обл.;18 732 824,00;17 888 880,00;843 944,00;4,72
156;-7;Урал ФД;249;Пермская обл.;18 683 393,00;18 819 496,00;-136 103,00;-0,72
157;-9;Модульбанк;1927;Костромская обл.;18 682 523,00;19 356 494,00;-673 971,00;-3,48
158;8;Образование;1521;Москва и обл.;18 539 978,00;16 083 380,00;2 456 598,00;15,27
159;-7;Уралтрансбанк;812;Свердловская обл.;17 888 458,00;18 208 836,00;-320 378,00;-1,76
160;3;НОМОС-Региобанк;539;Хабаровский край;17 801 975,00;16 523 079,00;1 278 896,00;7,74
161;9;Русстройбанк;3205;Москва и обл.;17 694 212,00;15 049 924,00;2 644 288,00;17,57
162;13;БыстроБанк;1745;Удмуртия;17 614 334,00;14 484 195,00;3 130 139,00;21,61
163;-8;Спурт Банк;2207;Татарстан;17 612 918,00;17 600 123,00;12 795,00;0,07
164;-8;БМВ Банк;3482;Москва и обл.;17 515 839,00;17 433 119,00;82 720,00;0,47
165;-3;ПЧРБ Банк;3291;Москва и обл.;17 205 939,00;16 540 824,00;665 115,00;4,02
166;-5;Экспобанк;2998;Москва и обл.;17 075 539,00;16 541 228,00;534 311,00;3,23
167;-2;Энергобанк;67;Татарстан;16 681 880,00;16 173 383,00;508 497,00;3,14
168;0;Интерпрогрессбанк;600;Москва и обл.;16 633 902,00;15 747 522,00;886 380,00;5,63
169;24;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;16 566 895,00;12 314 117,00;4 252 778,00;34,54
170;-6;Морской Банк;77;Москва и обл.;16 526 233,00;16 209 264,00;316 969,00;1,96
171;3;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;16 504 036,00;14 550 645,00;1 953 391,00;13,42
172;0;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;16 070 478,00;14 756 305,00;1 314 173,00;8,91
173;-13;Европейский Трастовый Банк;2968;Москва и обл.;15 615 039,00;16 568 821,00;-953 782,00;-5,76
174;2;Норвик Банк;902;Кировская обл.;15 489 811,00;14 414 751,00;1 075 060,00;7,46
175;-6;Гута-Банк;256;Москва и обл.;15 376 840,00;15 368 989,00;7 851,00;0,05
176;-3;НБД-Банк;1966;Нижегородская обл.;15 314 378,00;14 676 936,00;637 442,00;4,34
177;2;Курскпромбанк;735;Курская обл.;15 266 060,00;13 773 453,00;1 492 607,00;10,84
178;-7;Инвесткапиталбанк;2377;Башкортостан;15 246 995,00;14 773 894,00;473 101,00;3,20
179;1;Мир Бизнес Банк;3396;Москва и обл.;15 092 189,00;13 639 921,00;1 452 268,00;10,65
180;9;Развитие-Столица;3013;Москва и обл.;14 898 447,00;12 734 460,00;2 163 987,00;16,99
181;-4;Легион;3117;Москва и обл.;14 841 685,00;14 038 545,00;803 140,00;5,72
182;28;Александровский;53;Санкт-Петербург и обл.;14 771 737,00;11 656 578,00;3 115 159,00;26,72
183;12;ББР Банк;2929;Москва и обл.;14 747 189,00;12 084 293,00;2 662 896,00;22,04
184;-17;Ланта-Банк;1920;Москва и обл.;14 516 652,00;15 804 821,00;-1 288 169,00;-8,15
185;73;Замоскворецкий;1640;Москва и обл.;14 512 907,00;8 815 870,00;5 697 037,00;64,62
186;44;Аресбанк;2914;Москва и обл.;14 293 608,00;10 268 617,00;4 024 991,00;39,20
187;32;Углеметбанк;2997;Челябинская обл.;14 227 232,00;11 020 876,00;3 206 356,00;29,09
188;-10;Интехбанк;2705;Татарстан;14 006 552,00;13 836 123,00;170 429,00;1,23
189;-1;Мосстройэкономбанк (М Банк);948;Москва и обл.;13 943 693,00;13 075 685,00;868 008,00;6,64
190;-9;Алмазэргиэнбанк;2602;Саха (Якутия);13 929 814,00;13 434 271,00;495 543,00;3,69
191;-5;Эллипс Банк;1950;Нижегородская обл.;13 895 702,00;13 253 233,00;642 469,00;4,85
192;-7;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;13 832 391,00;13 273 557,00;558 834,00;4,21
193;-11;Центркомбанк;2983;Москва и обл.;13 786 729,00;13 428 979,00;357 750,00;2,66
194;105;Платежный Центр;3166;Новосибирская обл.;13 738 850,00;6 618 500,00;7 120 350,00;107,58
195;-11;Западный;2598;Москва и обл.;13 512 541,00;13 343 406,00;169 135,00;1,27
196;0;Фининвест;671;Москва и обл.;13 372 645,00;12 029 675,00;1 342 970,00;11,16
197;4;БКС Банк;101;Новосибирская обл.;13 334 445,00;11 878 879,00;1 455 566,00;12,25
198;-11;Рост Банк;2888;Татарстан;13 275 779,00;13 078 896,00;196 883,00;1,51
199;18;Энерготрансбанк;1307;Калининградская обл.;13 195 400,00;11 137 256,00;2 058 144,00;18,48
200;9;Национальная Факторинговая Компания;3437;Москва и обл.;12 899 671,00;11 670 104,00;1 229 567,00;10,54
201;-7;ВУЗ-Банк;1557;Свердловская обл.;12 871 987,00;12 283 608,00;588 379,00;4,79
202;-5;Банк «Советский»;558;Санкт-Петербург и обл.;12 785 939,00;12 024 837,00;761 102,00;6,33
203;3;Рост;2589;Москва и обл.;12 697 460,00;11 701 737,00;995 723,00;8,51
204;-2;Гаранти Банк — Москва;3275;Москва и обл.;12 592 360,00;11 789 642,00;802 718,00;6,81
205;9;Энергомашбанк;52;Санкт-Петербург и обл.;12 580 153,00;11 283 851,00;1 296 302,00;11,49
206;7;Огни Москвы;2328;Москва и обл.;12 537 099,00;11 385 996,00;1 151 103,00;10,11
207;-16;Держава;2738;Москва и обл.;12 523 896,00;12 637 350,00;-113 454,00;-0,90
208;-18;Российский Кредит;324;Москва и обл.;12 508 206,00;12 672 236,00;-164 030,00;-1,29
209;-2;РосДорБанк;1573;Москва и обл.;12 394 531,00;11 686 658,00;707 873,00;6,06
210;-7;АйМаниБанк;1975;Республика Алтай;12 368 141,00;11 770 426,00;597 715,00;5,08
211;-13;Первомайский;518;Краснодарский край;12 220 472,00;12 010 548,00;209 924,00;1,75
212;10;Алеф-Банк;2119;Москва и обл.;12 206 689,00;10 674 491,00;1 532 198,00;14,35
213;-8;Нацинвестпромбанк;3077;Москва и обл.;12 183 643,00;11 710 854,00;472 789,00;4,04
214;6;Гранд Инвест Банк;3053;Москва и обл.;12 150 770,00;10 998 027,00;1 152 743,00;10,48
215;11;Пойдем!;2534;Москва и обл.;12 040 286,00;10 468 674,00;1 571 612,00;15,01
216;27;Банк24.ру;2227;Свердловская обл.;12 021 557,00;9 328 830,00;2 692 727,00;28,86
217;-2;Газэнергобанк;3252;Калужская обл.;11 921 006,00;11 201 701,00;719 305,00;6,42
218;3;Экопромбанк;2011;Пермская обл.;11 855 809,00;10 935 152,00;920 657,00;8,42
219;-36;Тольяттихимбанк;2507;Самарская обл.;11 815 219,00;13 367 620,00;-1 552 401,00;-11,61
220;-12;Солидарность (Москва);1555;Москва и обл.;11 783 588,00;11 675 809,00;107 779,00;0,92
221;-29;Аверс;415;Татарстан;11 783 380,00;12 486 997,00;-703 617,00;-5,63
222;-18;Банк ПСА Финанс Рус;3481;Москва и обл.;11 644 179,00;11 729 810,00;-85 631,00;-0,73
223;-12;СтарБанк;548;Москва и обл.;11 547 742,00;11 566 231,00;-18 489,00;-0,16
224;-12;МАСТ-Банк;3267;Москва и обл.;11 519 119,00;11 393 757,00;125 362,00;1,10
225;-1;ТЭМБР-Банк;2764;Москва и обл.;11 334 950,00;10 560 648,00;774 302,00;7,33
226;-8;Форштадт;2208;Оренбургская обл.;11 224 676,00;11 081 994,00;142 682,00;1,29
227;2;Социнвестбанк;1132;Башкортостан;11 032 369,00;10 313 454,00;718 915,00;6,97
228;-1;Финпромбанк (ФПБ Банк);2157;Москва и обл.;10 975 690,00;10 451 277,00;524 413,00;5,02
229;4;Балтика;967;Санкт-Петербург и обл.;10 956 085,00;9 760 452,00;1 195 633,00;12,25
230;-30;Мерседес-Бенц Банк Рус;3473;Москва и обл.;10 936 930,00;11 880 436,00;-943 506,00;-7,94
231;-3;Хлынов;254;Кировская обл.;10 817 736,00;10 374 812,00;442 924,00;4,27
232;-33;Сетелем Банк;2168;Москва и обл.;10 796 235,00;11 960 706,00;-1 164 471,00;-9,74
233;-1;НК Банк;2755;Москва и обл.;10 743 810,00;9 838 581,00;905 229,00;9,20
234;-11;Московское Ипотечное Агентство;3344;Москва и обл.;10 615 612,00;10 629 433,00;-13 821,00;-0,13
235;17;Холдинг-Кредит;3030;Москва и обл.;10 608 367,00;9 091 395,00;1 516 972,00;16,69
236;32;Адмиралтейский;3054;Москва и обл.;10 547 067,00;8 111 779,00;2 435 288,00;30,02
237;-6;Интрастбанк;3144;Москва и обл.;10 543 411,00;10 184 740,00;358 671,00;3,52
238;31;Русьуниверсалбанк;3293;Москва и обл.;10 451 200,00;8 026 546,00;2 424 654,00;30,21
239;0;Прио-Внешторгбанк;212;Рязанская обл.;10 275 486,00;9 500 881,00;774 605,00;8,15
240;40;Бэнк оф Чайна;2309;Москва и обл.;10 114 375,00;7 434 618,00;2 679 757,00;36,04
241;-1;Квантмобайл Банк;1189;Омская обл.;9 914 614,00;9 500 448,00;414 166,00;4,36
242;8;Эс-Би-Ай Банк;3185;Москва и обл.;9 909 842,00;9 147 155,00;762 687,00;8,34
243;-18;Расчетно-Кредитный Банк;103;Москва и обл.;9 844 556,00;10 556 561,00;-712 005,00;-6,74
244;-7;Росэксимбанк;2790;Москва и обл.;9 841 059,00;9 558 282,00;282 777,00;2,96
245;-9;Банк Оренбург;3269;Оренбургская обл.;9 742 488,00;9 563 682,00;178 806,00;1,87
246;13;Ури Банк;3479;Москва и обл.;9 703 704,00;8 621 352,00;1 082 352,00;12,55
247;9;Экономбанк;1319;Саратовская обл.;9 699 487,00;8 933 833,00;765 654,00;8,57
248;-13;Европейский;1616;Калининградская обл.;9 695 771,00;9 640 124,00;55 647,00;0,58
249;-15;Роспромбанк;3204;Москва и обл.;9 557 853,00;9 708 175,00;-150 322,00;-1,55
250;-3;Рублев;3098;Москва и обл.;9 539 388,00;9 199 998,00;339 390,00;3,69
251;-5;АктивКапитал Банк;3006;Самарская обл.;9 521 784,00;9 241 788,00;279 996,00;3,03
252;3;СИАБ;3245;Санкт-Петербург и обл.;9 468 756,00;8 961 156,00;507 600,00;5,66
253;-4;Национальный Банк Развития Бизнеса;2795;Москва и обл.;9 415 456,00;9 151 972,00;263 484,00;2,88
254;-1;Гарант-Инвест;2576;Москва и обл.;9 366 711,00;9 075 632,00;291 079,00;3,21
255;-13;Банк Жилищного Финансирования;3138;Москва и обл.;9 285 549,00;9 376 056,00;-90 507,00;-0,97
256;-11;Современный Коммерческий Инновационный Банк;3329;Калужская обл.;9 166 378,00;9 281 325,00;-114 947,00;-1,24
257;-13;Денизбанк Москва;3330;Москва и обл.;9 163 391,00;9 310 741,00;-147 350,00;-1,58
258;-7;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;9 151 150,00;9 111 887,00;39 263,00;0,43
