Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Январь, 2012, тыс. рублей;Декабрь, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
528;-9;Консервативный Коммерческий Банк;1087;Астраханская обл.;2 425 386,00;2 368 632,00;56 754,00;2,40
529;-13;Костромаселькомбанк;1115;Костромская обл.;2 399 571,00;2 388 408,00;11 163,00;0,47
530;13;Таатта;1249;Саха (Якутия);2 398 945,00;2 025 683,00;373 262,00;18,43
531;-11;Форус Банк;3457;Нижегородская обл.;2 397 315,00;2 341 741,00;55 574,00;2,37
532;5;Финансово-Промышленный Капитал;3295;Москва и обл.;2 391 681,00;2 076 549,00;315 132,00;15,18
533;3;Новый Символ;370;Москва и обл.;2 372 767,00;2 087 599,00;285 168,00;13,66
534;-12;Совинком;2302;Москва и обл.;2 370 865,00;2 332 308,00;38 557,00;1,65
535;-9;Аксонбанк;680;Костромская обл.;2 365 073,00;2 277 753,00;87 320,00;3,83
536;-7;Коммерческий Индо Банк;3446;Москва и обл.;2 362 807,00;2 176 941,00;185 866,00;8,54
537;-28;Московский Коммерческий Банк;3172;Москва и обл.;2 347 098,00;2 442 820,00;-95 722,00;-3,92
538;2;Констанс-Банк;2228;Санкт-Петербург и обл.;2 332 375,00;2 037 562,00;294 813,00;14,47
539;-34;Профессионал Банк;2471;Москва и обл.;2 315 644,00;2 478 545,00;-162 901,00;-6,57
540;19;Смартбанк;3408;Москва и обл.;2 298 292,00;1 908 714,00;389 578,00;20,41
541;-14;Банк ИТБ;3128;Москва и обл.;2 289 426,00;2 277 011,00;12 415,00;0,55
542;-3;Банк Экономический Союз;2798;Москва и обл.;2 262 714,00;2 067 767,00;194 947,00;9,43
543;22;Юнистрим;3467;Москва и обл.;2 260 855,00;1 866 198,00;394 657,00;21,15
544;-11;Русский Трастовый Банк;1139;Москва и обл.;2 220 710,00;2 121 280,00;99 430,00;4,69
545;0;ИК Банк;1732;Татарстан;2 202 226,00;2 019 949,00;182 277,00;9,02
546;-21;Контраст-Банк;2857;Москва и обл.;2 201 429,00;2 280 320,00;-78 891,00;-3,46
547;-1;Братский АНКБ;1144;Иркутская обл.;2 197 572,00;1 997 889,00;199 683,00;9,99
548;15;Арксбанк;1868;Москва и обл.;2 186 591,00;1 873 979,00;312 612,00;16,68
549;-11;Финтрастбанк;3104;Москва и обл.;2 183 980,00;2 070 371,00;113 609,00;5,49
550;2;Яринтербанк;2564;Ярославская обл.;2 168 502,00;1 946 893,00;221 609,00;11,38
551;-83;Вэлтон Банк;1105;Белгородская обл.;2 156 903,00;2 798 687,00;-641 784,00;-22,93
552;47;Сталь Банк;2248;Москва и обл.;2 139 759,00;1 635 529,00;504 230,00;30,83
553;41;Евразийский Банк;969;Москва и обл.;2 119 757,00;1 678 937,00;440 820,00;26,26
554;57;Элита;1399;Калужская обл.;2 116 233,00;1 541 790,00;574 443,00;37,26
555;-4;Банк Пермь;875;Пермская обл.;2 112 681,00;1 947 249,00;165 432,00;8,50
556;42;Диг-Банк;2423;Северная Осетия — Алания;2 109 363,00;1 656 012,00;453 351,00;27,38
557;-15;Богородский;1277;Нижегородская обл.;2 107 782,00;2 029 493,00;78 289,00;3,86
558;-5;Мегаполис;3265;Чувашия;2 106 023,00;1 940 134,00;165 889,00;8,55
559;5;МФБанк;3163;Москва и обл.;2 096 536,00;1 867 939,00;228 597,00;12,24
560;6;ФорБанк;2063;Алтайский край;2 079 697,00;1 865 328,00;214 369,00;11,49
561;-5;Донхлеббанк;2285;Ростовская обл.;2 059 283,00;1 923 635,00;135 648,00;7,05
562;33;Современные Стандарты Бизнеса;3397;Москва и обл.;2 048 843,00;1 678 161,00;370 682,00;22,09
563;8;Кроссинвестбанк;2849;Москва и обл.;2 048 336,00;1 822 778,00;225 558,00;12,37
564;28;Эсидбанк;1991;Дагестан;2 047 463,00;1 689 764,00;357 699,00;21,17
565;-3;Дом-Банк;3209;Москва и обл.;2 046 901,00;1 881 647,00;165 254,00;8,78
566;-9;РСКБ;2050;Москва и обл.;2 025 259,00;1 922 967,00;102 292,00;5,32
567;3;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;2 024 167,00;1 847 138,00;177 029,00;9,58
568;7;Объединенный Резервный Банк;937;Москва и обл.;2 018 328,00;1 809 679,00;208 649,00;11,53
569;18;Мираф-Банк;2244;Омская обл.;2 006 411,00;1 713 264,00;293 147,00;17,11
570;-2;Пульс Столицы;3002;Москва и обл.;2 002 094,00;1 856 882,00;145 212,00;7,82
571;34;Эл Банк;1025;Республика Алтай;1 987 218,00;1 571 127,00;416 091,00;26,48
572;139;Трансэнергобанк;3106;Дагестан;1 964 758,00;1 014 855,00;949 903,00;93,60
573;-15;Кросна-Банк;2607;Москва и обл.;1 945 070,00;1 915 506,00;29 564,00;1,54
574;9;Новация;840;Адыгея;1 934 244,00;1 746 550,00;187 694,00;10,75
575;27;Апабанк;2404;Москва и обл.;1 927 263,00;1 595 589,00;331 674,00;20,79
576;-21;Стелла-Банк;2948;Ростовская обл.;1 921 400,00;1 933 080,00;-11 680,00;-0,60
577;-29;Кубанский Универсальный Банк;2898;Краснодарский край;1 920 030,00;1 981 610,00;-61 580,00;-3,11
578;-18;Выборг-Банк;720;Санкт-Петербург и обл.;1 917 940,00;1 905 171,00;12 769,00;0,67
579;-10;Газнефтьбанк;3223;Саратовская обл.;1 914 959,00;1 848 392,00;66 567,00;3,60
580;-31;Липецкий Областной Банк;1794;Липецкая обл.;1 885 124,00;1 949 817,00;-64 693,00;-3,32
581;-1;Владпромбанк;870;Владимирская обл.;1 872 453,00;1 759 815,00;112 638,00;6,40
582;-52;Резерв;2364;Челябинская обл.;1 868 046,00;2 163 521,00;-295 475,00;-13,66
583;-7;Ваш Личный Банк;1222;Иркутская обл.;1 864 179,00;1 799 363,00;64 816,00;3,60
584;-5;Новый Век;3417;Москва и обл.;1 862 839,00;1 787 974,00;74 865,00;4,19
585;-41;НБК-Банк;3283;Москва и обл.;1 859 288,00;2 024 923,00;-165 635,00;-8,18
586;4;Старооскольский Агропромбанк;1050;Белгородская обл.;1 823 819,00;1 706 645,00;117 174,00;6,87
587;21;Нальчик;695;Кабардино-Балкария;1 820 643,00;1 556 978,00;263 665,00;16,93
588;-27;Мобилбанк;532;Удмуртия;1 815 547,00;1 904 984,00;-89 437,00;-4,69
589;-17;Радиотехбанк;1166;Нижегородская обл.;1 808 148,00;1 818 002,00;-9 854,00;-0,54
590;-8;КОР;2148;Волгоградская обл.;1 800 066,00;1 749 118,00;50 948,00;2,91
591;-24;Приско Капитал Банк;2537;Москва и обл.;1 796 785,00;1 857 001,00;-60 216,00;-3,24
592;4;Иваново;1763;Ивановская обл.;1 789 645,00;1 675 930,00;113 715,00;6,79
593;-8;Компания Розничного Кредитования;3385;Москва и обл.;1 787 508,00;1 737 474,00;50 034,00;2,88
594;55;Национальный Корпоративный Банк;3422;Москва и обл.;1 762 483,00;1 379 170,00;383 313,00;27,79
595;21;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 761 201,00;1 531 632,00;229 569,00;14,99
596;-12;Йошкар-Ола;2802;Марий Эл;1 755 194,00;1 744 248,00;10 946,00;0,63
597;-6;Вестерн Юнион ДП Восток;2726;Москва и обл.;1 747 232,00;1 706 097,00;41 135,00;2,41
598;141;Центрально-Азиатский;3037;Хакасия;1 745 267,00;896 102,00;849 165,00;94,76
599;26;Навигатор;2469;Москва и обл.;1 743 718,00;1 458 096,00;285 622,00;19,59
600;-3;Верхневолжский;1084;Ярославская обл.;1 739 729,00;1 662 985,00;76 744,00;4,61
601;80;РФИ Банк;3351;Москва и обл.;1 736 247,00;1 188 151,00;548 096,00;46,13
602;5;Татагропромбанк;728;Татарстан;1 733 705,00;1 562 584,00;171 121,00;10,95
603;62;Риал-Кредит;3393;Москва и обл.;1 727 467,00;1 286 731,00;440 736,00;34,25
604;-26;Зираат Банк;2559;Москва и обл.;1 724 520,00;1 794 305,00;-69 785,00;-3,89
605;-5;Объединенный Банк Республики;1016;Чувашия;1 706 506,00;1 632 776,00;73 730,00;4,52
606;-52;Новокиб;1747;Кемеровская обл.;1 701 986,00;1 935 244,00;-233 258,00;-12,05
607;-30;Михайловский ПЖСБ;2961;Волгоградская обл.;1 701 816,00;1 796 892,00;-95 076,00;-5,29
608;42;Великие Луки Банк;598;Псковская обл.;1 698 562,00;1 372 317,00;326 245,00;23,77
609;-36;Россита-Банк;3257;Москва и обл.;1 693 838,00;1 816 160,00;-122 322,00;-6,74
610;8;Викинг;2;Санкт-Петербург и обл.;1 691 442,00;1 522 939,00;168 503,00;11,06
611;-22;Ринвестбанк;3262;Рязанская обл.;1 688 009,00;1 710 171,00;-22 162,00;-1,30
612;-8;Соколовский;2830;Москва и обл.;1 686 640,00;1 576 506,00;110 134,00;6,99
613;27;Проинвестбанк;784;Пермская обл.;1 667 932,00;1 412 406,00;255 526,00;18,09
614;14;Новый Промышленный Банк;930;Москва и обл.;1 665 517,00;1 447 966,00;217 551,00;15,02
615;14;Церих;3278;Орловская обл.;1 658 128,00;1 447 096,00;211 032,00;14,58
616;-23;Спиритбанк;2053;Тульская обл.;1 649 352,00;1 681 883,00;-32 531,00;-1,93
617;-11;Финанс Бизнес Банк;520;Краснодарский край;1 646 519,00;1 568 656,00;77 863,00;4,96
618;15;Интеркоопбанк;2803;Москва и обл.;1 626 465,00;1 423 733,00;202 732,00;14,24
619;-125;Лайтбанк;3177;Москва и обл.;1 614 940,00;2 559 043,00;-944 103,00;-36,89
620;4;Сервис Резерв;2034;Москва и обл.;1 614 098,00;1 459 989,00;154 109,00;10,56
621;1;Владбизнесбанк;903;Владимирская обл.;1 611 070,00;1 483 240,00;127 830,00;8,62
622;-124;Межотраслевая Банковская Корпорация;3471;Москва и обл.;1 590 778,00;2 518 925,00;-928 147,00;-36,85
623;-8;Нерюнгрибанк;825;Саха (Якутия);1 559 970,00;1 532 283,00;27 687,00;1,81
624;-12;Промсельхозбанк;538;Москва и обл.;1 554 361,00;1 541 351,00;13 010,00;0,84
625;21;Саммит Банк;85;Приморский край;1 551 300,00;1 389 185,00;162 115,00;11,67
626;-7;Саратов;330;Саратовская обл.;1 549 093,00;1 507 817,00;41 276,00;2,74
627;46;Эльбин;2267;Дагестан;1 540 105,00;1 241 203,00;298 902,00;24,08
628;-1;РТС-Банк;3401;Самарская обл.;1 537 697,00;1 452 176,00;85 521,00;5,89
629;-20;Мострансбанк;2258;Москва и обл.;1 535 121,00;1 545 783,00;-10 662,00;-0,69
630;-7;Арт-Банк;2779;Северная Осетия — Алания;1 534 629,00;1 465 164,00;69 465,00;4,74
631;10;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 530 707,00;1 398 182,00;132 525,00;9,48
632;-22;Холмск;503;Сахалинская обл.;1 525 711,00;1 544 959,00;-19 248,00;-1,25
633;-12;Крона-Банк;2499;Иркутская обл.;1 515 266,00;1 485 747,00;29 519,00;1,99
634;-240;Свенска Хандельсбанкен;3455;Москва и обл.;1 510 441,00;4 011 505,00;-2 501 064,00;-62,35
635;7;Единственный;3187;Москва и обл.;1 508 431,00;1 396 989,00;111 442,00;7,98
636;-33;Пурпе;709;Тюменская обл.;1 508 205,00;1 577 932,00;-69 727,00;-4,42
637;23;Конфидэнс Банк;970;Костромская обл.;1 496 639,00;1 317 577,00;179 062,00;13,59
638;-64;Уралфинанс;1370;Свердловская обл.;1 491 685,00;1 815 568,00;-323 883,00;-17,84
639;53;КИП-Банк;2843;Москва и обл.;1 490 587,00;1 113 166,00;377 421,00;33,91
640;16;Новый Кредитный Союз;3139;Москва и обл.;1 486 789,00;1 334 759,00;152 030,00;11,39
641;-3;Бинбанк Столица;3052;Москва и обл.;1 478 209,00;1 413 151,00;65 058,00;4,60
642;12;Геленджик-Банк;790;Краснодарский край;1 474 781,00;1 353 825,00;120 956,00;8,93
643;-12;ВЕБРР;3418;Москва и обл.;1 474 327,00;1 438 115,00;36 212,00;2,52
644;-14;Нарат;1902;Саратовская обл.;1 471 398,00;1 445 985,00;25 413,00;1,76
645;109;Космос;2245;Москва и обл.;1 469 592,00;834 218,00;635 374,00;76,16
646;40;Металлург;2877;Москва и обл.;1 464 377,00;1 162 944,00;301 433,00;25,92
647;29;Кредит Экспресс;3186;Ростовская обл.;1 451 856,00;1 220 007,00;231 849,00;19,00
648;-22;Приобье;537;Тюменская обл.;1 448 085,00;1 456 828,00;-8 743,00;-0,60
649;-17;Екатерининский;2167;Москва и обл.;1 447 539,00;1 424 272,00;23 267,00;1,63
650;9;Флора-Москва;533;Москва и обл.;1 437 259,00;1 319 486,00;117 773,00;8,93
651;6;Златкомбанк;568;Москва и обл.;1 428 748,00;1 328 084,00;100 664,00;7,58
652;-39;Спутник;1071;Оренбургская обл.;1 426 255,00;1 536 975,00;-110 720,00;-7,20
653;-10;Примтеркомбанк;21;Приморский край;1 416 036,00;1 396 757,00;19 279,00;1,38
654;14;Торговый Городской Банк;3180;Тверская обл.;1 409 942,00;1 270 514,00;139 428,00;10,97
655;8;Тандем;1951;Москва и обл.;1 409 144,00;1 301 774,00;107 370,00;8,25
656;-17;Уральский Трастовый Банк;2523;Удмуртия;1 408 082,00;1 412 839,00;-4 757,00;-0,34
657;7;Азимут;3154;Москва и обл.;1 402 825,00;1 294 672,00;108 153,00;8,35
658;4;Приполярком;507;Тюменская обл.;1 402 672,00;1 311 524,00;91 148,00;6,95
659;-25;Столичный Кредит;2853;Москва и обл.;1 402 615,00;1 422 238,00;-19 623,00;-1,38
660;-40;БСТ-Банк;2883;Кемеровская обл.;1 399 399,00;1 489 678,00;-90 279,00;-6,06
661;-17;Кемсоцинбанк;96;Кемеровская обл.;1 388 188,00;1 396 015,00;-7 827,00;-0,56
662;115;Рапида;3371;Москва и обл.;1 380 179,00;717 992,00;662 187,00;92,23
663;-5;Богородский Муниципальный Банк;2992;Москва и обл.;1 374 053,00;1 325 779,00;48 274,00;3,64
664;27;Кредитимпэкс Банк;2037;Москва и обл.;1 373 291,00;1 130 991,00;242 300,00;21,42
665;56;Руна-Банк;3207;Москва и обл.;1 370 479,00;964 467,00;406 012,00;42,10
666;-5;Банк Реалист;2646;Москва и обл.;1 366 198,00;1 313 240,00;52 958,00;4,03
667;-79;Земкомбанк;574;Ростовская обл.;1 363 459,00;1 711 352,00;-347 893,00;-20,33
668;17;Радиан;1675;Иркутская обл.;1 341 405,00;1 167 645,00;173 760,00;14,88
669;-3;ГринКомБанк;1184;Иркутская обл.;1 339 042,00;1 286 058,00;52 984,00;4,12
670;2;Регионфинансбанк;3357;Москва и обл.;1 331 798,00;1 248 318,00;83 480,00;6,69
671;-18;Национальный Республиканский Банк;3359;Москва и обл.;1 327 513,00;1 364 890,00;-37 377,00;-2,74
672;-27;РЕСО Кредит;3450;Москва и обл.;1 323 291,00;1 391 084,00;-67 793,00;-4,87
673;4;Бумеранг;1002;Вологодская обл.;1 303 009,00;1 207 923,00;95 086,00;7,87
674;5;Агора;3231;Москва и обл.;1 299 989,00;1 201 037,00;98 952,00;8,24
675;-8;Инбанк;1829;Москва и обл.;1 298 234,00;1 274 903,00;23 331,00;1,83
676;-29;БВА Банк;1684;Москва и обл.;1 294 430,00;1 383 618,00;-89 188,00;-6,45
677;-3;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 291 886,00;1 239 108,00;52 778,00;4,26
678;32;Максима;3379;Москва и обл.;1 284 140,00;1 016 647,00;267 493,00;26,31
679;19;Жилкредит;1736;Москва и обл.;1 273 626,00;1 083 331,00;190 295,00;17,57
680;65;Народный Банк;2249;Карачаево-Черкесия;1 269 171,00;874 705,00;394 466,00;45,10
681;-12;Эргобанк;2856;Москва и обл.;1 265 520,00;1 256 930,00;8 590,00;0,68
682;-30;Байкалкредобанк;2990;Иркутская обл.;1 263 659,00;1 369 195,00;-105 536,00;-7,71
683;-35;Адам Интернэшнл;2232;Дагестан;1 238 273,00;1 381 225,00;-142 952,00;-10,35
684;23;Московский Вексельный Банк;2697;Москва и обл.;1 237 791,00;1 024 605,00;213 186,00;20,81
685;56;Идеалбанк;3491;Москва и обл.;1 236 710,00;894 440,00;342 270,00;38,27
686;-49;Вологдабанк;992;Вологодская обл.;1 229 981,00;1 414 357,00;-184 376,00;-13,04
687;48;Анелик РУ;3443;Москва и обл.;1 228 410,00;913 473,00;314 937,00;34,48
688;-10;Сембанк;2606;Москва и обл.;1 216 615,00;1 204 352,00;12 263,00;1,02
689;-1;Сибэс;208;Омская обл.;1 213 150,00;1 156 277,00;56 873,00;4,92
690;-19;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;1 211 041,00;1 252 395,00;-41 354,00;-3,30
691;-9;Тайм Банк;3120;Москва и обл.;1 201 861,00;1 185 791,00;16 070,00;1,36
692;-57;Межрегионбанк;1059;Москва и обл.;1 193 594,00;1 415 339,00;-221 745,00;-15,67
693;20;Онего;2484;Карелия;1 193 322,00;987 097,00;206 225,00;20,89
694;9;Синергия;2884;Саратовская обл.;1 193 311,00;1 055 909,00;137 402,00;13,01
695;-20;Охотный Ряд;3375;Москва и обл.;1 188 703,00;1 230 722,00;-42 019,00;-3,41
696;32;Содружество;2923;Москва и обл.;1 174 581,00;944 672,00;229 909,00;24,34
697;179;ЭнергоБизнес;3485;Москва и обл.;1 173 897,00;393 710,00;780 187,00;198,16
698;-8;Бизнес для Бизнеса;1060;Чувашия;1 165 768,00;1 139 233,00;26 535,00;2,33
699;-5;Майкопбанк;1136;Адыгея;1 160 783,00;1 105 765,00;55 018,00;4,98
700;-11;Дон-Тексбанк;1818;Ростовская обл.;1 156 207,00;1 151 783,00;4 424,00;0,38
701;-6;Калуга;1151;Калужская обл.;1 146 250,00;1 102 650,00;43 600,00;3,95
702;-22;Вэлкомбанк;589;Ставропольский край;1 144 674,00;1 190 877,00;-46 203,00;-3,88
703;29;Академический Русский Банк;622;Москва и обл.;1 133 112,00;918 676,00;214 436,00;23,34
704;-8;Трастовый Республиканский Банк;3404;Москва и обл.;1 128 409,00;1 098 682,00;29 727,00;2,71
705;26;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;1 122 992,00;928 795,00;194 197,00;20,91
706;-7;Сибирский Энергетический Банк;2604;Москва и обл.;1 119 809,00;1 069 464,00;50 345,00;4,71
707;-2;Северинвестбанк;2264;Белгородская обл.;1 119 074,00;1 036 115,00;82 959,00;8,01
708;4;Яндекс Банк;3027;Москва и обл.;1 113 357,00;1 012 499,00;100 858,00;9,96
709;-39;Метрополь;1639;Москва и обл.;1 112 485,00;1 253 996,00;-141 511,00;-11,28
710;-169;РН Банк;170;Омская обл.;1 106 180,00;2 032 059,00;-925 879,00;-45,56
711;64;Атлас Банк;3477;Москва и обл.;1 100 022,00;722 666,00;377 356,00;52,22
712;40;Международный Расчетный Банк;3028;Москва и обл.;1 097 546,00;841 241,00;256 305,00;30,47
713;-30;Стройиндбанк;155;Москва и обл.;1 094 786,00;1 179 700,00;-84 914,00;-7,20
714;-27;Америкэн Экспресс Банк;3460;Москва и обл.;1 094 670,00;1 156 580,00;-61 910,00;-5,35
715;-7;Региональный Банк Сбережений;3367;Москва и обл.;1 090 996,00;1 022 337,00;68 659,00;6,72
716;-1;Унифондбанк;3416;Москва и обл.;1 089 882,00;973 912,00;115 970,00;11,91
717;1;Канский;860;Красноярский край;1 068 651,00;968 231,00;100 420,00;10,37
718;-17;Русский Национальный Банк;469;Ростовская обл.;1 063 108,00;1 063 695,00;-587,00;-0,06
719;-35;Сельмашбанк;106;Ростовская обл.;1 058 086,00;1 179 658,00;-121 572,00;-10,31
720;-16;Булгар Банк;1917;Татарстан;1 041 094,00;1 050 007,00;-8 913,00;-0,85
721;40;Си Ди Би Банк;3339;Краснодарский край;1 038 798,00;804 148,00;234 650,00;29,18
722;18;Далена Банк;1948;Москва и обл.;1 031 622,00;895 643,00;135 979,00;15,18
723;-17;Бест Эффортс Банк;435;Москва и обл.;1 029 333,00;1 031 597,00;-2 264,00;-0,22
724;-7;Смолевич;1121;Смоленская обл.;1 022 007,00;971 500,00;50 507,00;5,20
725;23;Финарс Банк;2938;Москва и обл.;1 020 195,00;862 963,00;157 232,00;18,22
726;-10;Банкирский Дом;2928;Санкт-Петербург и обл.;1 007 032,00;973 799,00;33 233,00;3,41
727;-4;Симбирск;653;Ульяновская обл.;1 007 012,00;957 244,00;49 768,00;5,20
728;-8;Кетовский Коммерческий Банк;842;Курганская обл.;1 006 035,00;964 539,00;41 496,00;4,30
729;8;Народный Доверительный Банк;2374;Москва и обл.;1 004 392,00;909 667,00;94 725,00;10,41
730;8;Первый Дортрансбанк;3271;Кировская обл.;988 339,00;897 999,00;90 340,00;10,06
731;-9;Турбобанк;3203;Санкт-Петербург и обл.;985 968,00;961 655,00;24 313,00;2,53
732;-35;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;975 475,00;1 092 460,00;-116 985,00;-10,71
733;-9;Сургутский Центральный Коммерческий Банк;684;Тюменская обл.;973 409,00;953 454,00;19 955,00;2,09
734;59;Телекоммерц Банк;3380;Тульская обл.;972 026,00;652 035,00;319 991,00;49,08
735;-16;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;970 309,00;967 487,00;2 822,00;0,29
736;14;Местный Кредит;3370;Москва и обл.;958 248,00;852 974,00;105 274,00;12,34
737;-1;Алтынбанк;2070;Татарстан;956 184,00;911 835,00;44 349,00;4,86
738;76;Олма-Банк;3250;Москва и обл.;946 771,00;587 099,00;359 672,00;61,26
739;-10;Аскания Траст;286;Москва и обл.;933 576,00;939 315,00;-5 739,00;-0,61
740;-10;Инвест-Экобанк;1956;Санкт-Петербург и обл.;929 249,00;930 875,00;-1 626,00;-0,17
741;22;Химик;1114;Нижегородская обл.;927 531,00;794 752,00;132 779,00;16,71
742;63;Ресурс-Траст;3122;Москва и обл.;923 771,00;619 566,00;304 205,00;49,10
743;10;Ноосфера;2650;Республика Алтай;919 224,00;839 883,00;79 341,00;9,45
744;15;Объединенный Капитал;2611;Санкт-Петербург и обл.;918 527,00;809 569,00;108 958,00;13,46
745;-19;ИстКом-Финанс;3435;Москва и обл.;917 663,00;948 421,00;-30 758,00;-3,24
746;21;Аделантбанк;1835;Москва и обл.;916 870,00;780 546,00;136 324,00;17,47
747;41;Ростфинанс;481;Ростовская обл.;914 306,00;672 039,00;242 267,00;36,05
748;-4;ЕАТП Банк;1765;Астраханская обл.;910 462,00;881 854,00;28 608,00;3,24
749;-16;Банк Глобус;2438;Москва и обл.;897 933,00;917 741,00;-19 808,00;-2,16
750;-36;Первоуральскбанк;965;Свердловская обл.;892 527,00;982 355,00;-89 828,00;-9,14
751;17;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;888 204,00;767 106,00;121 098,00;15,79
752;20;Айви Банк;2055;Москва и обл.;884 623,00;740 400,00;144 223,00;19,48
753;-10;Башпромбанк;1006;Башкортостан;877 587,00;884 224,00;-6 637,00;-0,75
754;-45;Рублевский;2192;Москва и обл.;866 981,00;1 018 655,00;-151 674,00;-14,89
755;-9;Мурманский Расчетный Центр;3341;Мурманская обл.;858 962,00;873 319,00;-14 357,00;-1,64
756;-9;Бузулукбанк;1282;Оренбургская обл.;850 792,00;869 185,00;-18 393,00;-2,12
757;-2;Почтобанк;1788;Пермская обл.;849 523,00;827 909,00;21 614,00;2,61
758;-24;Тетраполис;1586;Санкт-Петербург и обл.;847 479,00;914 332,00;-66 853,00;-7,31
759;26;МТИ Банк;1052;Москва и обл.;846 094,00;689 392,00;156 702,00;22,73
760;38;РусьРегионБанк;685;Москва и обл.;843 757,00;636 164,00;207 593,00;32,63
761;-19;Курган;2568;Курганская обл.;842 455,00;892 720,00;-50 265,00;-5,63
762;-35;Идея Банк;430;Краснодарский край;837 682,00;947 545,00;-109 863,00;-11,59
763;-3;Прайм Финанс;2758;Санкт-Петербург и обл.;837 648,00;806 491,00;31 157,00;3,86
764;-15;Вакобанк;1291;Псковская обл.;835 449,00;857 279,00;-21 830,00;-2,55
765;-65;Ганзакомбанк;1734;Санкт-Петербург и обл.;825 815,00;1 069 229,00;-243 414,00;-22,77
766;-73;МС Банк Рус;2789;Москва и обл.;821 272,00;1 109 701,00;-288 429,00;-25,99
767;7;Леноблбанк;1003;Санкт-Петербург и обл.;818 214,00;725 632,00;92 582,00;12,76
768;8;ИСБ;3010;Москва и обл.;817 994,00;718 954,00;99 040,00;13,78
769;-7;Арзамас;1281;Нижегородская обл.;812 225,00;796 788,00;15 437,00;1,94
770;-45;Расчетный Дом;3350;Москва и обл.;804 871,00;953 264,00;-148 393,00;-15,57
771;-20;Спецстройбанк;236;Москва и обл.;801 551,00;851 575,00;-50 024,00;-5,87
772;-14;Первый Клиентский Банк;3436;Москва и обл.;800 311,00;812 998,00;-12 687,00;-1,56
773;57;Сунжа;2023;Ингушетия;784 891,00;494 680,00;290 211,00;58,67
774;-5;Балаково-Банк;444;Саратовская обл.;784 729,00;764 969,00;19 760,00;2,58
775;-2;Кузбассхимбанк;2868;Кемеровская обл.;784 256,00;732 414,00;51 842,00;7,08
776;40;Элекснет;3314;Москва и обл.;782 337,00;547 141,00;235 196,00;42,99
777;-12;Месед;184;Дагестан;779 927,00;786 364,00;-6 437,00;-0,82
778;32;Геобанк;2027;Москва и обл.;779 522,00;599 709,00;179 813,00;29,98
779;-15;Арсенал;3000;Москва и обл.;777 351,00;789 558,00;-12 207,00;-1,55
780;37;Дагестан;543;Дагестан;771 111,00;545 436,00;225 675,00;41,38
781;21;Москва;1661;Москва и обл.;769 219,00;623 489,00;145 730,00;23,37
782;-12;Почта Банк;650;Брянская обл.;766 446,00;762 208,00;4 238,00;0,56
783;24;Центр Межбанковских Расчетов;3400;Москва и обл.;761 110,00;617 044,00;144 066,00;23,35
784;11;Классик Эконом Банк;3298;Северная Осетия — Алания;752 323,00;639 768,00;112 555,00;17,59
785;-14;Природа;3399;Москва и обл.;752 251,00;747 752,00;4 499,00;0,60
786;-8;Камчатка;2966;Камчатская обл.;751 847,00;717 213,00;34 634,00;4,83
787;-30;Тексбанк;2756;Карачаево-Черкесия;745 422,00;818 783,00;-73 361,00;-8,96
788;23;Вестинтербанк;3398;Москва и обл.;744 709,00;592 705,00;152 004,00;25,65
789;110;Каспий;639;Дагестан;743 764,00;311 326,00;432 438,00;138,90
790;-24;Одинбанк;3197;Москва и обл.;737 466,00;784 671,00;-47 205,00;-6,02
791;1;Кредитбанк;1035;Калмыкия;737 233,00;654 864,00;82 369,00;12,58
792;20;Акцент;696;Оренбургская обл.;732 638,00;589 475,00;143 163,00;24,29
793;-7;Региональный Коммерческий Банк;836;Ульяновская обл.;729 036,00;678 188,00;50 848,00;7,50
794;31;Прокоммерцбанк;2996;Москва и обл.;724 820,00;526 056,00;198 764,00;37,78
795;11;Кубаньторгбанк;478;Краснодарский край;717 461,00;618 663,00;98 798,00;15,97
796;1;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;711 963,00;638 808,00;73 155,00;11,45
797;-1;Кутузовский;3190;Москва и обл.;708 603,00;639 410,00;69 193,00;10,82
798;-14;Взаимодействие;1704;Новосибирская обл.;708 329,00;689 432,00;18 897,00;2,74
799;-12;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;703 308,00;674 741,00;28 567,00;4,23
800;-98;Динамичные Системы;3439;Москва и обл.;697 771,00;1 061 655,00;-363 884,00;-34,28
801;-45;Жилстройбанк;2769;Москва и обл.;695 242,00;825 219,00;-129 977,00;-15,75
802;-22;Русский Банк Сбережений;779;Ставропольский край;693 256,00;707 940,00;-14 684,00;-2,07
803;-22;Мико-Банк;3195;Москва и обл.;693 104,00;704 948,00;-11 844,00;-1,68
