Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Март, 2019, тыс. рублей;Февраль, 2019, тыс. рублей;Изменение, тыс. рублей;Изменение, %
53;3;Росэксимбанк;2790;Москва и обл.;137 430 286,00;126 433 072,00;10 997 214,00;8,70
54;-1;Русфинанс Банк;1792;Самарская обл.;134 851 848,00;133 701 549,00;1 150 299,00;0,86
55;-3;Запсибкомбанк;918;Тюменская обл.;134 587 404,00;134 387 854,00;199 550,00;0,15
56;-2;Авангард;2879;Москва и обл.;133 151 174,00;133 684 033,00;-532 859,00;-0,40
57;0;Банк Финсервис;3388;Москва и обл.;125 315 555,00;125 219 366,00;96 189,00;0,08
58;3;Нордеа Банк;3016;Москва и обл.;123 623 922,00;116 654 018,00;6 969 904,00;5,97
59;-1;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;121 785 623,00;122 618 813,00;-833 190,00;-0,68
60;2;Роскосмосбанк;2989;Москва и обл.;113 813 916,00;113 689 943,00;123 973,00;0,11
61;-1;Центр-инвест;2225;Ростовская обл.;111 601 691,00;117 088 841,00;-5 487 150,00;-4,69
62;2;МСП Банк;3340;Москва и обл.;111 122 901,00;108 710 326,00;2 412 575,00;2,22
63;0;ЦентроКредит;121;Москва и обл.;109 458 975,00;110 916 075,00;-1 457 100,00;-1,31
64;-5;Таврический Банк;2304;Санкт-Петербург и обл.;108 271 345,00;118 395 409,00;-10 124 064,00;-8,55
65;0;СКБ-Банк;705;Свердловская обл.;103 464 747,00;105 987 221,00;-2 522 474,00;-2,38
66;0;ВУЗ-Банк;1557;Свердловская обл.;99 685 492,00;99 268 619,00;416 873,00;0,42
67;0;Кубань Кредит;2518;Краснодарский край;99 349 529,00;98 523 417,00;826 112,00;0,84
68;2;РН Банк;170;Москва и обл.;99 204 679,00;92 615 649,00;6 589 030,00;7,11
69;-1;Балтинвестбанк;3176;Санкт-Петербург и обл.;95 248 288,00;95 737 503,00;-489 215,00;-0,51
70;-1;Союз;2307;Москва и обл.;91 476 295,00;95 017 407,00;-3 541 112,00;-3,73
71;1;Локо-Банк;2707;Москва и обл.;90 082 061,00;88 831 014,00;1 251 047,00;1,41
72;-1;Металлинвестбанк;2440;Москва и обл.;89 302 494,00;91 904 595,00;-2 602 101,00;-2,83
73;0;Экспобанк;2998;Москва и обл.;86 243 624,00;82 914 182,00;3 329 442,00;4,02
74;1;РГС Банк;3073;Москва и обл.;78 026 271,00;80 539 253,00;-2 512 982,00;-3,12
75;-1;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;73 747 691,00;80 778 602,00;-7 030 911,00;-8,70
76;0;Дойче Банк;3328;Москва и обл.;73 679 713,00;73 106 214,00;573 499,00;0,78
77;3;Мидзухо Банк;3337;Москва и обл.;71 981 864,00;68 090 873,00;3 890 991,00;5,71
78;0;Мир Бизнес Банк;3396;Москва и обл.;71 834 733,00;69 274 942,00;2 559 791,00;3,70
79;2;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;70 987 430,00;65 178 226,00;5 809 204,00;8,91
80;-1;Тойота Банк;3470;Москва и обл.;69 129 733,00;69 054 380,00;75 353,00;0,11
81;4;АйСиБиСи Банк;3475;Москва и обл.;68 848 444,00;62 375 237,00;6 473 207,00;10,38
82;12;Коммерцбанк (Евразия);3333;Москва и обл.;67 105 087,00;58 417 950,00;8 687 137,00;14,87
83;-6;Эм-Ю-Эф-Джи Банк (Евразия);3465;Москва и обл.;65 602 157,00;70 346 915,00;-4 744 758,00;-6,74
84;6;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;64 214 350,00;60 460 433,00;3 753 917,00;6,21
85;2;Севергазбанк;2816;Вологодская обл.;63 848 683,00;61 835 303,00;2 013 380,00;3,26
86;-4;СДМ-Банк;1637;Москва и обл.;63 204 537,00;64 909 173,00;-1 704 636,00;-2,63
87;-1;Примсоцбанк;2733;Приморский край;61 938 453,00;62 036 547,00;-98 094,00;-0,16
88;15;Банк Кредит Свисс;2494;Москва и обл.;61 693 594,00;48 486 597,00;13 206 997,00;27,24
89;-1;БКС Банк;101;Москва и обл.;61 274 128,00;61 718 761,00;-444 633,00;-0,72
90;1;Левобережный;1343;Новосибирская обл.;60 837 084,00;60 438 359,00;398 725,00;0,66
91;1;Балтийский Банк;128;Санкт-Петербург и обл.;60 430 713,00;60 204 527,00;226 186,00;0,38
92;-3;Тимер Банк;1581;Татарстан;60 354 565,00;60 502 840,00;-148 275,00;-0,25
93;-9;Банк Интеза;2216;Москва и обл.;59 933 096,00;63 396 497,00;-3 463 401,00;-5,46
94;-1;Крайинвестбанк;3360;Краснодарский край;59 650 163,00;59 666 560,00;-16 397,00;-0,03
95;0;Социнвестбанк;1132;Башкортостан;58 071 968,00;58 311 682,00;-239 714,00;-0,41
96;31;СЭБ Банк;3235;Санкт-Петербург и обл.;56 387 161,00;32 820 935,00;23 566 226,00;71,80
97;-1;ББР Банк;2929;Москва и обл.;55 185 397,00;57 593 132,00;-2 407 735,00;-4,18
98;1;Челиндбанк;485;Челябинская обл.;53 516 343,00;54 087 717,00;-571 374,00;-1,06
99;10;БНП Париба Банк;3407;Москва и обл.;53 350 000,00;44 318 509,00;9 031 491,00;20,38
100;-3;Фора-Банк;1885;Москва и обл.;51 968 126,00;55 447 886,00;-3 479 760,00;-6,28
101;0;Челябинвестбанк;493;Челябинская обл.;51 671 149,00;51 534 019,00;137 130,00;0,27
102;-4;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;51 010 444,00;55 159 658,00;-4 149 214,00;-7,52
103;-1;Генбанк;2490;Симферополь;50 108 527,00;48 996 806,00;1 111 721,00;2,27
104;0;Газэнергобанк;3252;Калужская обл.;47 946 434,00;48 244 134,00;-297 700,00;-0,62
105;15;Фольксваген Банк Рус;3500;Москва и обл.;45 376 898,00;35 762 661,00;9 614 237,00;26,88
106;1;Международный Финансовый Клуб;2618;Москва и обл.;44 799 127,00;44 964 851,00;-165 724,00;-0,37
107;-1;Саровбизнесбанк;2048;Нижегородская обл.;44 701 189,00;45 340 293,00;-639 104,00;-1,41
108;2;Киви Банк;2241;Москва и обл.;43 841 870,00;42 308 881,00;1 532 989,00;3,62
109;-1;Объединенный Капитал;2611;Санкт-Петербург и обл.;43 152 770,00;44 636 403,00;-1 483 633,00;-3,32
110;1;Интерпрогрессбанк;600;Москва и обл.;42 944 229,00;40 682 657,00;2 261 572,00;5,56
111;-6;Энерготрансбанк;1307;Калининградская обл.;42 935 470,00;45 996 571,00;-3 061 101,00;-6,66
112;-12;Финанс Бизнес Банк;520;Москва и обл.;42 212 448,00;52 255 575,00;-10 043 127,00;-19,22
113;-1;Кольцо Урала;65;Свердловская обл.;40 200 953,00;38 788 972,00;1 411 981,00;3,64
114;0;Национальный Стандарт;3421;Москва и обл.;39 504 991,00;37 969 189,00;1 535 802,00;4,04
115;-2;БыстроБанк;1745;Удмуртия;38 523 249,00;38 404 026,00;119 223,00;0,31
116;0;Солидарность;554;Самарская обл.;37 562 017,00;37 432 774,00;129 243,00;0,35
117;0;Бэнк оф Чайна;2309;Москва и обл.;37 226 495,00;36 861 081,00;365 414,00;0,99
118;-3;БМВ Банк;3482;Москва и обл.;37 218 802,00;37 913 768,00;-694 966,00;-1,83
119;7;Аресбанк;2914;Москва и обл.;36 814 036,00;33 238 127,00;3 575 909,00;10,76
120;-1;Платежный Центр;3166;Новосибирская обл.;36 491 248,00;36 633 845,00;-142 597,00;-0,39
121;-3;Дальневосточный Банк;843;Приморский край;36 335 670,00;36 809 915,00;-474 245,00;-1,29
122;0;Девон-Кредит;1972;Татарстан;35 083 307,00;33 889 780,00;1 193 527,00;3,52
123;24;ЦМРБанк;3531;Москва и обл.;34 976 492,00;21 406 241,00;13 570 251,00;63,39
124;-3;Дж. П. Морган Банк;2629;Москва и обл.;33 655 544,00;34 454 464,00;-798 920,00;-2,32
125;3;Кредит Урал Банк;2584;Челябинская обл.;33 230 791,00;32 751 641,00;479 150,00;1,46
126;-1;Приморье;3001;Приморский край;32 999 168,00;33 268 208,00;-269 040,00;-0,81
127;-3;Интерпромбанк;3266;Москва и обл.;32 802 799,00;33 352 569,00;-549 770,00;-1,65
128;-5;Ланта-Банк;1920;Москва и обл.;30 514 846,00;33 703 967,00;-3 189 121,00;-9,46
129;1;НС Банк;3124;Москва и обл.;29 956 875,00;30 885 481,00;-928 606,00;-3,01
130;-1;Квантмобайл Банк;1189;Москва и обл.;29 840 365,00;31 948 015,00;-2 107 650,00;-6,60
131;0;Алмазэргиэнбанк;2602;Саха (Якутия);29 118 820,00;29 215 323,00;-96 503,00;-0,33
132;1;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;26 211 253,00;25 940 005,00;271 248,00;1,05
133;-1;Курскпромбанк;735;Курская обл.;25 832 413,00;26 369 991,00;-537 578,00;-2,04
134;0;Акибанк;2587;Татарстан;25 352 472,00;25 193 985,00;158 487,00;0,63
135;0;Тольяттихимбанк;2507;Самарская обл.;24 797 414,00;25 124 194,00;-326 780,00;-1,30
136;0;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;24 514 803,00;24 695 855,00;-181 052,00;-0,73
137;0;Энергобанк;67;Татарстан;24 313 733,00;24 682 355,00;-368 622,00;-1,49
138;0;Мерседес-Бенц Банк Рус;3473;Москва и обл.;24 142 615,00;24 486 236,00;-343 621,00;-1,40
139;0;Урал ФД;249;Пермская обл.;24 048 232,00;24 301 085,00;-252 853,00;-1,04
140;1;Хлынов;254;Кировская обл.;23 217 988,00;23 160 952,00;57 036,00;0,25
141;1;Экономбанк;1319;Саратовская обл.;22 953 854,00;23 003 820,00;-49 966,00;-0,22
142;1;МС Банк Рус;2789;Москва и обл.;22 731 304,00;22 895 806,00;-164 502,00;-0,72
143;3;НБД-Банк;1966;Нижегородская обл.;21 668 115,00;21 863 410,00;-195 295,00;-0,89
144;0;Татсоцбанк;480;Татарстан;21 371 819,00;22 587 109,00;-1 215 290,00;-5,38
145;-5;Чайна Констракшн;3515;Москва и обл.;21 089 707,00;23 211 518,00;-2 121 811,00;-9,14
146;2;Московское Ипотечное Агентство;3344;Москва и обл.;21 041 348,00;21 180 921,00;-139 573,00;-0,66
147;-2;Натиксис Банк;3390;Москва и обл.;20 908 476,00;22 301 124,00;-1 392 648,00;-6,24
148;2;Собинбанк;1317;Москва и обл.;20 852 675,00;20 968 070,00;-115 395,00;-0,55
149;2;Банк Акцепт;567;Новосибирская обл.;20 448 244,00;20 208 508,00;239 736,00;1,19
150;-1;Агропромкредит;2880;Москва и обл.;20 252 600,00;21 054 809,00;-802 209,00;-3,81
151;1;Москоммерцбанк;3365;Москва и обл.;20 176 437,00;19 756 164,00;420 273,00;2,13
152;2;НК Банк;2755;Москва и обл.;20 049 890,00;19 607 385,00;442 505,00;2,26
153;6;Ури Банк;3479;Москва и обл.;19 397 507,00;18 418 336,00;979 171,00;5,32
154;-1;Липецккомбанк;1242;Липецкая обл.;19 390 552,00;19 633 650,00;-243 098,00;-1,24
155;0;Данске Банк;3307;Санкт-Петербург и обл.;19 283 996,00;19 411 122,00;-127 126,00;-0,65
156;2;Александровский;53;Санкт-Петербург и обл.;19 190 181,00;18 687 051,00;503 130,00;2,69
157;-1;Джей энд Ти Банк;3061;Москва и обл.;19 092 966,00;19 410 766,00;-317 800,00;-1,64
158;-1;Пойдем!;2534;Москва и обл.;19 004 987,00;19 107 786,00;-102 799,00;-0,54
159;2;Держава;2738;Москва и обл.;18 863 148,00;18 346 850,00;516 298,00;2,81
160;2;Кошелев-Банк;3300;Самарская обл.;17 576 164,00;17 531 027,00;45 137,00;0,26
161;-1;Денизбанк Москва;3330;Москва и обл.;17 372 199,00;18 376 887,00;-1 004 688,00;-5,47
162;5;РосДорБанк;1573;Москва и обл.;16 901 268,00;16 833 717,00;67 551,00;0,40
163;0;Алеф-Банк;2119;Москва и обл.;16 762 389,00;17 342 071,00;-579 682,00;-3,34
164;2;Инбанк;1829;Москва и обл.;16 728 154,00;16 958 025,00;-229 871,00;-1,36
165;0;Прио-Внешторгбанк;212;Рязанская обл.;16 560 714,00;17 020 027,00;-459 313,00;-2,70
166;6;Ишбанк;2867;Москва и обл.;16 427 947,00;15 262 967,00;1 164 980,00;7,63
167;1;Консервативный Коммерческий Банк;1087;Астраханская обл.;16 010 088,00;15 677 194,00;332 894,00;2,12
168;7;Развитие-Столица;3013;Москва и обл.;15 711 405,00;15 132 195,00;579 210,00;3,83
169;7;Морской Банк;77;Москва и обл.;15 418 897,00;15 056 845,00;362 052,00;2,40
170;4;Норвик Банк;902;Кировская обл.;15 111 305,00;15 197 756,00;-86 451,00;-0,57
171;2;Гарант-Инвест;2576;Москва и обл.;14 990 844,00;15 241 499,00;-250 655,00;-1,64
172;-2;Модульбанк;1927;Костромская обл.;14 567 384,00;15 488 509,00;-921 125,00;-5,95
173;4;Форштадт;2208;Оренбургская обл.;14 551 917,00;14 712 935,00;-161 018,00;-1,09
174;-5;Национальная Факторинговая Компания;3437;Москва и обл.;14 532 695,00;15 571 493,00;-1 038 798,00;-6,67
175;3;Нацинвестпромбанк;3077;Москва и обл.;14 463 631,00;14 504 784,00;-41 153,00;-0,28
176;3;Национальный Резервный Банк;2170;Москва и обл.;14 350 303,00;14 457 715,00;-107 412,00;-0,74
177;3;Ассоциация;732;Нижегородская обл.;14 340 620,00;14 368 844,00;-28 224,00;-0,20
178;4;Промтрансбанк;2638;Башкортостан;14 235 987,00;14 112 524,00;123 463,00;0,87
179;2;Банк Казани;708;Татарстан;13 988 544,00;14 324 292,00;-335 748,00;-2,34
180;-16;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;13 528 760,00;17 170 001,00;-3 641 241,00;-21,21
181;4;Реалист Банк;1067;Иркутская обл.;12 933 183,00;12 393 423,00;539 760,00;4,36
182;2;Чайнасельхозбанк;3529;Москва и обл.;12 719 441,00;12 749 507,00;-30 066,00;-0,24
183;0;КС Банк;1752;Мордовия;12 696 937,00;12 782 159,00;-85 222,00;-0,67
184;2;НИКО-Банк;702;Оренбургская обл.;12 202 462,00;12 170 747,00;31 715,00;0,26
185;2;Нижневолжский Коммерческий Банк;931;Саратовская обл.;11 763 327,00;11 975 720,00;-212 393,00;-1,77
186;3;Банк Оренбург;3269;Оренбургская обл.;11 500 339,00;11 374 923,00;125 416,00;1,10
187;1;Датабанк;646;Удмуртия;11 471 329,00;11 398 625,00;72 704,00;0,64
188;3;ТЭМБР-Банк;2764;Москва и обл.;11 331 912,00;11 150 777,00;181 135,00;1,62
189;6;МБА-Москва;3395;Москва и обл.;11 279 188,00;10 717 573,00;561 615,00;5,24
190;4;Юг-Инвестбанк;2772;Краснодарский край;10 823 908,00;10 831 835,00;-7 927,00;-0,07
191;1;Тройка-Д Банк;3431;Москва и обл.;10 757 886,00;11 030 351,00;-272 465,00;-2,47
192;-2;Снежинский;1376;Челябинская обл.;10 571 457,00;11 320 959,00;-749 502,00;-6,62
193;0;Руснарбанк;3403;Москва и обл.;10 519 441,00;11 004 429,00;-484 988,00;-4,41
194;2;Солид Банк;1329;Приморский край;10 446 497,00;10 520 555,00;-74 058,00;-0,70
195;-24;РЕСО Кредит;3450;Москва и обл.;10 035 869,00;15 453 987,00;-5 418 118,00;-35,06
196;3;Екатеринбург;3161;Свердловская обл.;9 985 154,00;9 840 949,00;144 205,00;1,47
197;5;ЮMoney;3510;Россия;9 843 014,00;9 540 930,00;302 084,00;3,17
198;0;Русьуниверсалбанк;3293;Москва и обл.;9 843 004,00;10 233 268,00;-390 264,00;-3,81
199;2;Автоторгбанк;2776;Москва и обл.;9 705 833,00;9 646 982,00;58 851,00;0,61
200;0;Банк Жилищного Финансирования;3138;Москва и обл.;9 496 565,00;9 768 270,00;-271 705,00;-2,78
201;-4;Банк Раунд;2506;Москва и обл.;9 177 164,00;10 514 777,00;-1 337 613,00;-12,72
202;4;Углеметбанк;2997;Челябинская обл.;8 702 289,00;8 538 453,00;163 836,00;1,92
203;0;Энергомашбанк;52;Санкт-Петербург и обл.;8 694 992,00;8 860 894,00;-165 902,00;-1,87
204;0;Эксперт Банк;2949;Омская обл.;8 621 580,00;8 722 473,00;-100 893,00;-1,16
205;0;Хакасский Муниципальный Банк;1049;Хакасия;8 524 624,00;8 677 027,00;-152 403,00;-1,76
206;15;Зираат Банк;2559;Москва и обл.;8 455 959,00;7 581 713,00;874 246,00;11,53
207;2;Ю Би Эс Банк;3463;Москва и обл.;8 384 264,00;8 121 610,00;262 654,00;3,23
208;-1;Томскпромстройбанк;1720;Томская обл.;8 259 338,00;8 277 775,00;-18 437,00;-0,22
209;-1;Нейва;1293;Свердловская обл.;8 167 589,00;8 264 408,00;-96 819,00;-1,17
210;4;Эс-Би-Ай Банк;3185;Москва и обл.;8 072 373,00;7 847 126,00;225 247,00;2,87
211;-1;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 997 034,00;8 057 800,00;-60 766,00;-0,75
212;1;Кранбанк;2271;Ивановская обл.;7 901 634,00;7 880 737,00;20 897,00;0,27
213;-2;Московский Нефтехимический Банк;1411;Москва и обл.;7 888 624,00;8 049 538,00;-160 914,00;-2,00
214;4;Морган Стэнли Банк;3456;Москва и обл.;7 637 682,00;7 670 037,00;-32 355,00;-0,42
215;0;Трансстройбанк;2807;Москва и обл.;7 572 496,00;7 767 519,00;-195 023,00;-2,51
216;0;Нефтепромбанк;2156;Москва и обл.;7 522 295,00;7 735 940,00;-213 645,00;-2,76
217;2;Белгородсоцбанк;760;Белгородская обл.;7 455 146,00;7 619 926,00;-164 780,00;-2,16
218;4;Актив Банк;2529;Мордовия;7 427 900,00;7 554 460,00;-126 560,00;-1,68
219;1;Ставропольпромстройбанк;1288;Ставропольский край;7 383 935,00;7 582 642,00;-198 707,00;-2,62
220;5;СИАБ;3245;Санкт-Петербург и обл.;7 228 413,00;7 277 183,00;-48 770,00;-0,67
221;3;Банк БКФ;2684;Москва и обл.;7 177 443,00;7 282 205,00;-104 762,00;-1,44
222;-10;Гута-Банк;256;Москва и обл.;7 131 527,00;7 886 869,00;-755 342,00;-9,58
223;-6;Ростфинанс;481;Ростовская обл.;7 123 064,00;7 679 729,00;-556 665,00;-7,25
224;8;Сити Инвест Банк;3194;Санкт-Петербург и обл.;7 014 020,00;6 653 325,00;360 695,00;5,42
225;16;ФорБанк;2063;Москва и обл.;6 810 087,00;6 353 463,00;456 624,00;7,19
226;11;Инкахран;3454;Москва и обл.;6 733 028,00;6 580 052,00;152 976,00;2,32
227;-4;Северный Народный Банк;2721;Коми;6 729 391,00;7 344 972,00;-615 581,00;-8,38
228;1;Сибсоцбанк;2015;Алтайский край;6 700 115,00;6 819 008,00;-118 893,00;-1,74
229;6;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;6 663 246,00;6 619 139,00;44 107,00;0,67
230;9;Агророс;2860;Саратовская обл.;6 662 748,00;6 500 024,00;162 724,00;2,50
231;0;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 662 709,00;6 705 178,00;-42 469,00;-0,63
232;-5;Финам Банк;2799;Москва и обл.;6 642 308,00;7 050 795,00;-408 487,00;-5,79
233;3;Вокбанк;312;Нижегородская обл.;6 570 772,00;6 600 389,00;-29 617,00;-0,45
234;6;Земский Банк;2900;Самарская обл.;6 488 479,00;6 387 699,00;100 780,00;1,58
235;-7;Новобанк;1352;Новгородская обл.;6 363 743,00;6 823 409,00;-459 666,00;-6,74
236;-3;Проминвестбанк;2433;Москва и обл.;6 349 941,00;6 627 979,00;-278 038,00;-4,19
237;-7;Енисейский Объединенный Банк;2645;Красноярский край;6 343 468,00;6 737 591,00;-394 123,00;-5,85
238;-4;Автоградбанк;1455;Татарстан;6 303 874,00;6 622 249,00;-318 375,00;-4,81
239;3;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 287 952,00;6 133 148,00;154 804,00;2,52
240;6;Русь;704;Оренбургская обл.;6 090 028,00;5 933 204,00;156 824,00;2,64
241;9;Венец;524;Ульяновская обл.;6 023 989,00;5 734 198,00;289 791,00;5,05
242;3;Газтрансбанк;665;Краснодарский край;6 008 641,00;5 933 872,00;74 769,00;1,26
243;4;Кузнецкий;609;Пензенская обл.;6 004 335,00;5 903 218,00;101 117,00;1,71
244;0;Кубаньторгбанк;478;Краснодарский край;5 982 833,00;5 968 263,00;14 570,00;0,24
245;-2;Черноморский банк развития и реконструкции;3527;Симферополь;5 890 730,00;5 973 894,00;-83 164,00;-1,39
246;6;Славия;2664;Москва и обл.;5 846 541,00;5 497 109,00;349 432,00;6,36
247;1;Зенит Сочи;232;Краснодарский край;5 759 553,00;5 846 789,00;-87 236,00;-1,49
248;-22;Голдман Сакс Банк;3490;Москва и обл.;5 708 309,00;7 213 372,00;-1 505 063,00;-20,86
249;0;Альба Альянс;2593;Москва и обл.;5 691 552,00;5 810 171,00;-118 619,00;-2,04
250;1;Москва-Сити;3247;Москва и обл.;5 530 773,00;5 582 270,00;-51 497,00;-0,92
251;-13;Азия-Инвест Банк;3303;Москва и обл.;5 201 067,00;6 533 979,00;-1 332 912,00;-20,40
252;3;Банк ПСА Финанс Рус;3481;Москва и обл.;5 178 658,00;5 175 352,00;3 306,00;0,06
253;5;Камский Коммерческий Банк;438;Татарстан;5 163 237,00;5 021 923,00;141 314,00;2,81
254;0;Коммерческий Индо Банк;3446;Москва и обл.;5 040 921,00;5 324 310,00;-283 389,00;-5,32
255;-2;Чувашкредитпромбанк;1280;Чувашия;5 038 002,00;5 340 285,00;-302 283,00;-5,66
256;3;Роял Кредит Банк;783;Приморский край;5 024 762,00;4 990 327,00;34 435,00;0,69
257;-1;Севастопольский Морской Банк;3528;Севастополь;5 006 092,00;5 080 751,00;-74 659,00;-1,47
258;-1;Нэклис-Банк;1671;Москва и обл.;4 878 980,00;5 076 807,00;-197 827,00;-3,90
