Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Февраль, 2017, тыс. рублей;Январь, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
524;-6;Международный Расчетный Банк;3028;Москва и обл.;867 899,00;924 499,00;-56 600,00;-6,12
525;-12;Эльбин;2267;Дагестан;863 221,00;952 221,00;-89 000,00;-9,35
526;7;АлтайБизнес-Банк;2388;Алтайский край;861 166,00;825 875,00;35 291,00;4,27
527;-5;Анелик РУ;3443;Москва и обл.;859 835,00;909 381,00;-49 546,00;-5,45
528;-2;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;854 519,00;870 084,00;-15 565,00;-1,79
529;3;Славянбанк;804;Новгородская обл.;842 603,00;834 441,00;8 162,00;0,98
530;-3;Си Ди Би Банк;3339;Краснодарский край;840 878,00;862 968,00;-22 090,00;-2,56
531;-2;Холдинвестбанк;2837;Москва и обл.;810 770,00;847 451,00;-36 681,00;-4,33
532;7;Балаково-Банк;444;Саратовская обл.;805 724,00;757 440,00;48 284,00;6,37
533;3;Банк РСИ;3415;Москва и обл.;797 151,00;803 271,00;-6 120,00;-0,76
534;3;Яндекс Банк;3027;Москва и обл.;776 192,00;779 042,00;-2 850,00;-0,37
535;5;Русский Банк Сбережений;779;Ставропольский край;769 614,00;740 733,00;28 881,00;3,90
536;8;Народный Земельно-Промышленный Банк;2873;Алтайский край;758 407,00;676 812,00;81 595,00;12,06
537;1;Объединенный Банк Республики;1016;Чувашия;756 489,00;758 028,00;-1 539,00;-0,20
538;5;Уралприватбанк;153;Свердловская обл.;691 267,00;687 724,00;3 543,00;0,52
539;2;Ресурс-Траст;3122;Москва и обл.;675 647,00;740 250,00;-64 603,00;-8,73
540;7;Жилстройбанк;2769;Москва и обл.;662 696,00;628 216,00;34 480,00;5,49
541;9;Прокоммерцбанк;2996;Москва и обл.;656 658,00;613 192,00;43 466,00;7,09
542;3;РусьРегионБанк;685;Москва и обл.;642 343,00;666 555,00;-24 212,00;-3,63
543;5;Гефест;1046;Тверская обл.;631 105,00;616 944,00;14 161,00;2,30
544;7;Вайлдберриз Банк;841;Адыгея;630 449,00;603 341,00;27 108,00;4,49
545;8;Телекоммерц Банк;3380;Тульская обл.;599 082,00;598 803,00;279,00;0,05
546;-4;Алжан;2491;Дагестан;580 233,00;729 363,00;-149 130,00;-20,45
547;8;ФинТех;3499;Ярославская обл.;579 928,00;575 886,00;4 042,00;0,70
548;10;Национальный Банк Сбережений;1949;Ивановская обл.;559 129,00;501 019,00;58 110,00;11,60
549;24;Стар Альянс;3433;Москва и обл.;558 658,00;430 858,00;127 800,00;29,66
550;7;Башпромбанк;1006;Башкортостан;548 696,00;550 467,00;-1 771,00;-0,32
551;1;Объединенная Расчетная Система;3342;Москва и обл.;533 284,00;599 805,00;-66 521,00;-11,09
552;-6;Геобанк;2027;Москва и обл.;529 630,00;644 812,00;-115 182,00;-17,86
553;12;Лэнд Кредит;1478;Москва и обл.;505 440,00;480 903,00;24 537,00;5,10
554;6;Таганрогбанк;3136;Ростовская обл.;500 345,00;495 850,00;4 495,00;0,91
555;1;Европейский Стандарт;3200;Москва и обл.;492 775,00;558 356,00;-65 581,00;-11,75
556;8;МВС Банк;2407;Дагестан;491 292,00;486 633,00;4 659,00;0,96
557;2;Дружба;990;Тюменская обл.;473 826,00;500 794,00;-26 968,00;-5,39
558;10;Банк Берейт;3505;Санкт-Петербург и обл.;472 330,00;461 296,00;11 034,00;2,39
559;-10;Финчер;3486;Москва и обл.;470 776,00;616 341,00;-145 565,00;-23,62
560;-6;Логос;3233;Москва и обл.;465 310,00;579 280,00;-113 970,00;-19,67
561;6;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;464 285,00;475 766,00;-11 481,00;-2,41
562;8;РИТЦ Банк;2677;Карелия;459 249,00;441 447,00;17 802,00;4,03
563;-1;Эко-Инвест;3116;Москва и обл.;453 080,00;492 298,00;-39 218,00;-7,97
564;5;Рента-Банк;3095;Москва и обл.;450 970,00;446 296,00;4 674,00;1,05
565;36;Единая Расчетная Палата;384;Москва и обл.;448 275,00;49 996,00;398 279,00;796,62
566;10;Расчетные Решения;3524;Москва и обл.;445 647,00;405 408,00;40 239,00;9,93
567;13;РИБ;2749;Москва и обл.;436 792,00;381 855,00;54 937,00;14,39
568;3;Деньги.Мэйл.Ру;3511;Москва и обл.;436 233,00;436 233,00;0,00;0
569;-8;Монета.ру;3508;Марий Эл;429 819,00;493 853,00;-64 034,00;-12,97
570;5;Альтернатива;3452;Москва и обл.;422 684,00;428 177,00;-5 493,00;-1,28
571;1;Континенталь;3184;Ставропольский край;412 602,00;433 755,00;-21 153,00;-4,88
572;2;Информпрогресс;2166;Москва и обл.;404 839,00;429 606,00;-24 767,00;-5,77
573;9;Единая касса;3512;Москва и обл.;397 671,00;319 380,00;78 291,00;24,51
574;3;ИР-Кредит;1724;Москва и обл.;395 161,00;395 161,00;0,00;0
575;-12;Промсвязьинвест;2761;Дагестан;394 454,00;488 895,00;-94 441,00;-19,32
576;2;Тайдон;2085;Кемеровская обл.;388 394,00;384 162,00;4 232,00;1,10
577;2;Интеркоопбанк;2803;Москва и обл.;369 586,00;383 161,00;-13 575,00;-3,54
578;3;Северстройбанк;3507;Вологодская обл.;350 233,00;350 155,00;78,00;0,02
579;-13;Лидер;3304;Москва и обл.;336 286,00;479 228,00;-142 942,00;-29,83
580;3;Рунэтбанк;2829;Москва и обл.;314 486,00;309 998,00;4 488,00;1,45
581;8;Русское Финансовое Общество;3427;Москва и обл.;304 671,00;225 388,00;79 283,00;35,18
582;2;Нарат;1902;Саратовская обл.;304 452,00;304 867,00;-415,00;-0,14
583;2;Моби.Деньги;3523;Москва и обл.;281 823,00;281 823,00;0,00;0
584;2;Сетевая Расчетная Палата;3332;Татарстан;253 498,00;257 425,00;-3 927,00;-1,53
585;6;Платежи и Расчеты;3324;Самарская обл.;229 542,00;209 574,00;19 968,00;9,53
586;2;Красноярский Краевой Расчетный Центр;3483;Красноярский край;226 948,00;233 215,00;-6 267,00;-2,69
587;3;Континент Финанс;149;Москва и обл.;219 665,00;217 472,00;2 193,00;1,01
588;-1;Инновационный Расчетный Центр;3447;Москва и обл.;194 081,00;234 449,00;-40 368,00;-17,22
589;3;Элексир;3533;Москва и обл.;176 576,00;176 687,00;-111,00;-0,06
590;3;Электронный платежный сервис;3509;Москва и обл.;162 722,00;162 722,00;0,00;0
591;3;Фидбэк;3502;Москва и обл.;156 150,00;156 040,00;110,00;0,07
592;3;Премиум;3514;Москва и обл.;151 684,00;151 684,00;0,00;0
593;4;Платежный Клиринговый Дом;3343;Москва и обл.;122 666,00;121 912,00;754,00;0,62
594;5;Вест;2605;Москва и обл.;99 813,00;100 357,00;-544,00;-0,54
595;3;Умут;2435;Дагестан;97 715,00;109 222,00;-11 507,00;-10,54
596;4;Дальний Восток;3318;Приморский край;65 354,00;60 004,00;5 350,00;8,92
597;7;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;44 575,00;15 985,00;28 590,00;178,86
598;4;21 Век;3309;Санкт-Петербург и обл.;24 933,00;19 589,00;5 344,00;27,28
599;6;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;22 119,00;13 517,00;8 602,00;63,64
600;3;АРБ-Инкасс;3353;Москва и обл.;18 846,00;19 202,00;-356,00;-1,85
