Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Октябрь, 2015, тыс. рублей;Сентябрь, 2015, тыс. рублей;Изменение, тыс. рублей;Изменение, %
258;-6;Банк Жилищного Финансирования;3138;Москва и обл.;10 491 867,00;10 705 143,00;-213 276,00;-1,99
259;-5;Славия;2664;Москва и обл.;10 392 818,00;10 662 371,00;-269 553,00;-2,53
260;-1;СИАБ;3245;Санкт-Петербург и обл.;10 305 069,00;10 419 444,00;-114 375,00;-1,10
261;1;НИКО-Банк;702;Оренбургская обл.;10 289 070,00;10 149 243,00;139 827,00;1,38
262;2;Энергомашбанк;52;Санкт-Петербург и обл.;10 117 102,00;10 042 229,00;74 873,00;0,75
263;10;Кошелев-Банк;3300;Самарская обл.;10 032 661,00;9 262 876,00;769 785,00;8,31
264;-3;Кредит-Москва;5;Москва и обл.;9 896 323,00;10 326 193,00;-429 870,00;-4,16
265;-2;Киви Банк;2241;Москва и обл.;9 617 205,00;10 070 487,00;-453 282,00;-4,50
266;0;Ставропольпромстройбанк;1288;Ставропольский край;9 395 628,00;9 863 353,00;-467 725,00;-4,74
267;1;Голдман Сакс Банк;3490;Москва и обл.;9 325 950,00;9 708 571,00;-382 621,00;-3,94
268;4;Банк БКФ;2684;Москва и обл.;9 278 353,00;9 387 167,00;-108 814,00;-1,16
269;12;Нефтепромбанк;2156;Москва и обл.;9 278 158,00;8 712 601,00;565 557,00;6,49
270;1;Новопокровский;467;Краснодарский край;9 162 110,00;9 435 613,00;-273 503,00;-2,90
271;8;Таатта;1249;Саха (Якутия);9 076 449,00;8 755 668,00;320 781,00;3,66
272;-7;Гута-Банк;256;Москва и обл.;8 945 272,00;9 983 756,00;-1 038 484,00;-10,40
273;1;Региональный Банк Развития — Московский филиал;2782;Москва и обл.;8 911 755,00;9 189 714,00;-277 959,00;-3,02
274;13;Банк Казани;708;Татарстан;8 900 796,00;8 488 736,00;412 060,00;4,85
275;2;Милбанк;3256;Москва и обл.;8 878 285,00;8 811 770,00;66 515,00;0,75
276;2;Северо-Восточный Альянс;2768;Москва и обл.;8 845 698,00;8 794 005,00;51 693,00;0,59
277;-1;Екатеринбург;3161;Свердловская обл.;8 837 535,00;8 909 321,00;-71 786,00;-0,81
278;7;ПИР Банк;2655;Москва и обл.;8 834 935,00;8 641 538,00;193 397,00;2,24
279;4;Снежинский;1376;Челябинская обл.;8 692 600,00;8 675 958,00;16 642,00;0,19
280;2;Московский Нефтехимический Банк;1411;Москва и обл.;8 500 089,00;8 708 860,00;-208 771,00;-2,40
281;3;Эс-Би-Ай Банк;3185;Москва и обл.;8 398 337,00;8 673 660,00;-275 323,00;-3,17
282;4;Миллениум Банк;3423;Москва и обл.;8 392 581,00;8 493 969,00;-101 388,00;-1,19
283;7;Датабанк;646;Удмуртия;8 385 764,00;8 252 778,00;132 986,00;1,61
284;4;Юг-Инвестбанк;2772;Краснодарский край;8 353 738,00;8 342 119,00;11 619,00;0,14
285;4;Рускобанк;138;Санкт-Петербург и обл.;8 307 027,00;8 339 015,00;-31 988,00;-0,38
286;-48;Кубаньторгбанк;478;Краснодарский край;8 269 382,00;12 435 271,00;-4 165 889,00;-33,50
287;-7;Углеметбанк;2997;Челябинская обл.;8 254 427,00;8 740 724,00;-486 297,00;-5,56
288;4;Томскпромстройбанк;1720;Томская обл.;8 174 904,00;8 196 844,00;-21 940,00;-0,27
289;5;Консервативный Коммерческий Банк;1087;Астраханская обл.;8 123 684,00;7 917 215,00;206 469,00;2,61
290;-15;Альба Альянс;2593;Москва и обл.;7 990 167,00;8 910 949,00;-920 782,00;-10,33
291;4;Верхневолжский;1084;Ярославская обл.;7 942 700,00;7 908 954,00;33 746,00;0,43
292;4;РусЮгбанк;2093;Волгоградская обл.;7 738 117,00;7 866 234,00;-128 117,00;-1,63
293;10;Северный Кредит;2398;Вологодская обл.;7 734 569,00;7 426 479,00;308 090,00;4,15
294;126;Финанс Бизнес Банк;520;Москва и обл.;7 648 444,00;3 650 366,00;3 998 078,00;109,53
295;23;Леноблбанк;1003;Санкт-Петербург и обл.;7 636 373,00;6 774 668,00;861 705,00;12,72
296;-5;Синко-Банк;2838;Москва и обл.;7 569 552,00;8 214 695,00;-645 143,00;-7,85
297;2;Бинбанк Тверь;777;Тверская обл.;7 542 913,00;7 627 244,00;-84 331,00;-1,11
298;2;Экспресс-Кредит;210;Москва и обл.;7 481 134,00;7 545 347,00;-64 213,00;-0,85
299;11;Анкор Банк;889;Татарстан;7 460 176,00;7 079 921,00;380 255,00;5,37
300;5;Союзный;3236;Москва и обл.;7 378 961,00;7 374 714,00;4 247,00;0,06
301;0;Финам Банк;2799;Москва и обл.;7 375 227,00;7 521 101,00;-145 874,00;-1,94
302;6;Век;2299;Москва и обл.;7 355 337,00;7 255 545,00;99 792,00;1,38
303;3;Белгородсоцбанк;760;Белгородская обл.;7 339 749,00;7 369 705,00;-29 956,00;-0,41
304;0;Эксперт Банк;2949;Омская обл.;7 337 595,00;7 419 944,00;-82 349,00;-1,11
305;7;Роспромбанк;3204;Москва и обл.;7 282 959,00;7 048 630,00;234 329,00;3,32
306;-9;Славянский Кредит;2960;Москва и обл.;7 189 657,00;7 763 587,00;-573 930,00;-7,39
307;2;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 114 406,00;7 230 223,00;-115 817,00;-1,60
308;25;Банк Кремлевский;2905;Москва и обл.;7 104 335,00;6 294 355,00;809 980,00;12,87
309;5;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;7 104 061,00;6 952 375,00;151 686,00;2,18
310;-12;Вокбанк;312;Нижегородская обл.;7 100 621,00;7 693 846,00;-593 225,00;-7,71
311;-9;Объединенная Расчетная Система;3342;Москва и обл.;7 046 465,00;7 461 680,00;-415 215,00;-5,56
312;4;Чувашкредитпромбанк;1280;Чувашия;7 000 476,00;6 866 887,00;133 589,00;1,95
313;0;Торговый Городской Банк;3180;Тверская обл.;6 910 073,00;6 955 128,00;-45 055,00;-0,65
314;26;Проминвестбанк;2433;Москва и обл.;6 881 234,00;6 080 176,00;801 058,00;13,17
315;2;Бинбанк Мурманск;1276;Мурманская обл.;6 872 383,00;6 813 638,00;58 745,00;0,86
316;6;Азия-Инвест Банк;3303;Москва и обл.;6 851 124,00;6 679 231,00;171 893,00;2,57
317;8;Русь;704;Оренбургская обл.;6 682 929,00;6 554 352,00;128 577,00;1,96
318;1;Банк Торгового Финансирования;1982;Москва и обл.;6 653 863,00;6 740 402,00;-86 539,00;-1,28
319;4;Трансстройбанк;2807;Москва и обл.;6 646 461,00;6 605 999,00;40 462,00;0,61
320;4;Банк на Красных Воротах;2472;Москва и обл.;6 645 897,00;6 577 289,00;68 608,00;1,04
321;-10;Банкхаус Эрбе;1717;Москва и обл.;6 638 914,00;7 066 092,00;-427 178,00;-6,05
322;22;Региональный Банк Сбережений;3367;Москва и обл.;6 619 820,00;5 948 410,00;671 410,00;11,29
323;5;Эл Банк;1025;Самарская обл.;6 562 758,00;6 447 131,00;115 627,00;1,79
324;7;Эргобанк;2856;Москва и обл.;6 515 020,00;6 348 141,00;166 879,00;2,63
325;-10;Вега-Банк;3270;Москва и обл.;6 514 848,00;6 869 126,00;-354 278,00;-5,16
326;95;Гринфилдбанк;2711;Москва и обл.;6 509 409,00;3 646 442,00;2 862 967,00;78,51
327;-34;РЕСО Кредит;3450;Москва и обл.;6 484 105,00;8 003 285,00;-1 519 180,00;-18,98
328;-2;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 469 413,00;6 536 217,00;-66 804,00;-1,02
329;8;Экси-Банк;2530;Санкт-Петербург и обл.;6 441 314,00;6 140 279,00;301 035,00;4,90
330;5;Актив Банк;2529;Мордовия;6 415 282,00;6 271 364,00;143 918,00;2,29
331;-11;Руснарбанк;3403;Москва и обл.;6 362 661,00;6 739 873,00;-377 212,00;-5,60
332;-11;Новый Московский Банк;2932;Москва и обл.;6 346 652,00;6 721 033,00;-374 381,00;-5,57
333;22;Банк Раунд;2506;Москва и обл.;6 342 304,00;5 430 813,00;911 491,00;16,78
334;-7;Банк ПСА Финанс Рус;3481;Москва и обл.;6 333 179,00;6 495 322,00;-162 143,00;-2,50
335;7;РАМ Банк;3480;Москва и обл.;6 326 879,00;6 032 505,00;294 374,00;4,88
336;7;Нэклис-Банк;1671;Москва и обл.;6 284 354,00;6 018 667,00;265 687,00;4,41
337;-1;Воронеж;654;Воронежская обл.;6 277 022,00;6 260 806,00;16 216,00;0,26
338;3;Дорис Банк;1679;Москва и обл.;6 275 412,00;6 056 499,00;218 913,00;3,61
339;-9;ФДБ;3071;Москва и обл.;6 274 137,00;6 350 614,00;-76 477,00;-1,20
340;6;Межтрастбанк;2493;Москва и обл.;6 112 568,00;5 820 121,00;292 447,00;5,02
341;20;Ю Би Эс Банк;3463;Москва и обл.;6 110 674,00;5 284 019,00;826 655,00;15,64
342;-10;Русский Трастовый Банк;1139;Москва и обл.;6 030 766,00;6 309 795,00;-279 029,00;-4,42
343;-5;Северный Народный Банк;2721;Коми;6 025 435,00;6 087 447,00;-62 012,00;-1,02
344;-15;Банк Заречье;817;Татарстан;5 978 874,00;6 384 863,00;-405 989,00;-6,36
345;2;Хакасский Муниципальный Банк;1049;Хакасия;5 894 529,00;5 799 380,00;95 149,00;1,64
346;-1;Кранбанк;2271;Ивановская обл.;5 843 079,00;5 822 276,00;20 803,00;0,36
347;-8;Риабанк;3434;Москва и обл.;5 823 380,00;6 082 382,00;-259 002,00;-4,26
348;1;Коммерческий Индо Банк;3446;Москва и обл.;5 741 072,00;5 637 362,00;103 710,00;1,84
349;2;Идея Банк;430;Краснодарский край;5 695 566,00;5 567 528,00;128 038,00;2,30
350;14;НБК-Банк;3283;Москва и обл.;5 673 145,00;5 240 712,00;432 433,00;8,25
351;16;Приско Капитал Банк;2537;Москва и обл.;5 609 349,00;5 177 429,00;431 920,00;8,34
352;0;Бинбанк Смоленск;1957;Смоленская обл.;5 527 052,00;5 521 133,00;5 919,00;0,11
353;0;Нейва;1293;Свердловская обл.;5 514 213,00;5 512 032,00;2 181,00;0,04
354;0;Банк ИТБ;3128;Москва и обл.;5 492 336,00;5 450 444,00;41 892,00;0,77
355;5;Мираф-Банк;2244;Омская обл.;5 413 087,00;5 312 212,00;100 875,00;1,90
356;0;Донкомбанк;492;Ростовская обл.;5 381 764,00;5 423 732,00;-41 968,00;-0,77
357;2;Мосуралбанк;2468;Москва и обл.;5 316 382,00;5 316 090,00;292,00;0,01
358;5;Камский Коммерческий Банк;438;Татарстан;5 302 687,00;5 251 710,00;50 977,00;0,97
359;16;Ринвестбанк;3262;Рязанская обл.;5 292 135,00;4 997 795,00;294 340,00;5,89
360;-26;МС Банк Рус;2789;Москва и обл.;5 285 534,00;6 289 540,00;-1 004 006,00;-15,96
361;-4;Промрегионбанк;2123;Томская обл.;5 266 483,00;5 367 185,00;-100 702,00;-1,88
362;4;Автоградбанк;1455;Татарстан;5 222 048,00;5 201 805,00;20 243,00;0,39
363;8;Газстройбанк;2919;Москва и обл.;5 196 103,00;5 080 875,00;115 228,00;2,27
364;6;Владпромбанк;870;Владимирская обл.;5 137 212,00;5 090 624,00;46 588,00;0,92
365;9;Содружество;2923;Москва и обл.;5 128 156,00;5 037 791,00;90 365,00;1,79
366;-1;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 111 758,00;5 231 563,00;-119 805,00;-2,29
367;33;Енисей;474;Красноярский край;5 103 444,00;4 244 185,00;859 259,00;20,25
368;-18;Национальный Залоговый Банк;2944;Москва и обл.;5 088 522,00;5 631 183,00;-542 661,00;-9,64
369;-1;Банк Инноваций и Развития;2647;Москва и обл.;5 081 304,00;5 139 804,00;-58 500,00;-1,14
370;7;Уралкапиталбанк;2519;Башкортостан;5 068 958,00;4 961 582,00;107 376,00;2,16
371;2;Сибсоцбанк;2015;Алтайский край;5 068 364,00;5 039 057,00;29 307,00;0,58
372;6;Енисейский Объединенный Банк;2645;Красноярский край;5 041 935,00;4 869 501,00;172 434,00;3,54
373;-11;Сити Инвест Банк;3194;Санкт-Петербург и обл.;4 983 330,00;5 275 148,00;-291 818,00;-5,53
374;9;Руссобанк;2313;Москва и обл.;4 939 630,00;4 800 337,00;139 293,00;2,90
375;-17;Еврокредит;2957;Москва и обл.;4 921 728,00;5 329 564,00;-407 836,00;-7,65
376;-4;Бинбанк Столица;3052;Москва и обл.;4 872 775,00;5 048 663,00;-175 888,00;-3,48
377;13;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 859 215,00;4 590 675,00;268 540,00;5,85
378;1;Новобанк;1352;Новгородская обл.;4 846 279,00;4 847 072,00;-793,00;-0,02
379;-10;Платина;2347;Москва и обл.;4 841 076,00;5 105 082,00;-264 006,00;-5,17
380;2;Межрегиональный промышленно-строительный банк;752;Мордовия;4 820 642,00;4 802 057,00;18 585,00;0,39
381;0;Конфидэнс Банк;970;Костромская обл.;4 819 238,00;4 830 745,00;-11 507,00;-0,24
382;6;РТС-Банк;3401;Самарская обл.;4 783 315,00;4 634 891,00;148 424,00;3,20
383;-7;Московский Коммерческий Банк;3172;Москва и обл.;4 738 345,00;4 976 486,00;-238 141,00;-4,79
384;-36;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;4 699 589,00;5 752 941,00;-1 053 352,00;-18,31
385;13;Экономикс-Банк;2136;Москва и обл.;4 695 081,00;4 378 141,00;316 940,00;7,24
386;3;Промэнергобанк;2728;Вологодская обл.;4 684 868,00;4 598 161,00;86 707,00;1,89
387;-1;Зенит Сочи;232;Краснодарский край;4 671 879,00;4 707 139,00;-35 260,00;-0,75
388;-4;ВостСибтранскомбанк;2731;Иркутская обл.;4 658 156,00;4 731 094,00;-72 938,00;-1,54
389;-2;Земский Банк;2900;Самарская обл.;4 638 112,00;4 701 190,00;-63 078,00;-1,34
390;13;Невский Банк;1068;Санкт-Петербург и обл.;4 584 777,00;4 208 918,00;375 859,00;8,93
391;59;Витязь;2890;Москва и обл.;4 542 507,00;3 303 188,00;1 239 319,00;37,52
392;22;Кузнецкий Мост;2254;Москва и обл.;4 487 096,00;3 890 222,00;596 874,00;15,34
393;-13;Международный Коммерческий Банк;2524;Москва и обл.;4 476 646,00;4 838 504,00;-361 858,00;-7,48
394;0;Банк Развития Технологий;3441;Москва и обл.;4 448 533,00;4 464 865,00;-16 332,00;-0,37
395;-3;Москва-Сити;3247;Москва и обл.;4 385 182,00;4 542 466,00;-157 284,00;-3,46
396;-5;Кузнецкий;609;Пензенская обл.;4 365 863,00;4 583 965,00;-218 102,00;-4,76
397;-2;Уссури;596;Хабаровский край;4 329 906,00;4 460 380,00;-130 474,00;-2,93
398;4;ФорБанк;2063;Москва и обл.;4 305 268,00;4 209 542,00;95 726,00;2,27
399;5;Венец;524;Ульяновская обл.;4 302 120,00;4 202 833,00;99 287,00;2,36
400;-3;Промсельхозбанк;538;Москва и обл.;4 266 757,00;4 404 665,00;-137 908,00;-3,13
401;5;Газтрансбанк;665;Адыгея;4 203 644,00;4 061 598,00;142 046,00;3,50
402;10;Финансово-Промышленный Капитал;3295;Москва и обл.;4 188 503,00;3 897 059,00;291 444,00;7,48
403;2;Стройлесбанк;2995;Тюменская обл.;4 158 007,00;4 156 545,00;1 462,00;0,04
404;39;Лада-Кредит;2668;Москва и обл.;4 088 088,00;3 363 584,00;724 504,00;21,54
405;3;Роял Кредит Банк;783;Хабаровский край;4 082 077,00;4 032 997,00;49 080,00;1,22
406;26;Камчаткомагропромбанк;545;Камчатская обл.;4 064 523,00;3 520 246,00;544 277,00;15,46
407;2;Итуруп;2390;Сахалинская обл.;4 010 426,00;3 997 328,00;13 098,00;0,33
408;8;Капиталбанк;2547;Ростовская обл.;4 008 626,00;3 834 012,00;174 614,00;4,55
409;-2;Крыловский;456;Краснодарский край;3 943 150,00;4 037 982,00;-94 832,00;-2,35
410;73;Зираат Банк;2559;Москва и обл.;3 932 617,00;2 722 515,00;1 210 102,00;44,45
411;-15;Смартбанк;3408;Москва и обл.;3 911 312,00;4 451 008,00;-539 696,00;-12,13
412;-2;Айви Банк;2055;Москва и обл.;3 902 163,00;3 987 226,00;-85 063,00;-2,13
413;0;ИТ Банк;2609;Омская обл.;3 885 403,00;3 892 715,00;-7 312,00;-0,19
414;1;Горбанк;2982;Санкт-Петербург и обл.;3 882 561,00;3 864 682,00;17 879,00;0,46
415;8;Витабанк;356;Санкт-Петербург и обл.;3 869 731,00;3 619 990,00;249 741,00;6,90
416;-17;Межрегиональный Почтовый Банк;3171;Москва и обл.;3 800 757,00;4 252 505,00;-451 748,00;-10,62
417;7;Бланк Банк;2368;Москва и обл.;3 781 197,00;3 619 575,00;161 622,00;4,47
418;0;Мастер-Капитал;3011;Москва и обл.;3 737 890,00;3 786 309,00;-48 419,00;-1,28
419;9;Форус Банк;3457;Нижегородская обл.;3 736 480,00;3 549 569,00;186 911,00;5,27
420;-3;Агророс;2860;Саратовская обл.;3 708 428,00;3 805 746,00;-97 318,00;-2,56
421;-10;Русский Национальный Банк;469;Ростовская обл.;3 691 989,00;3 957 859,00;-265 870,00;-6,72
422;40;Реалист Банк;1067;Иркутская обл.;3 690 016,00;3 147 320,00;542 696,00;17,24
423;-22;Народный Доверительный Банк;2374;Москва и обл.;3 678 033,00;4 231 836,00;-553 803,00;-13,09
424;1;Церих;3278;Орловская обл.;3 667 487,00;3 616 932,00;50 555,00;1,40
425;44;Прайм Финанс;2758;Санкт-Петербург и обл.;3 663 348,00;2 991 568,00;671 780,00;22,46
426;7;Объединенный Резервный Банк;937;Москва и обл.;3 656 459,00;3 511 675,00;144 784,00;4,12
427;36;УМ-Банк;1441;Свердловская обл.;3 652 414,00;3 097 736,00;554 678,00;17,91
428;-9;МФБанк;3163;Москва и обл.;3 648 282,00;3 733 881,00;-85 599,00;-2,29
429;-7;Лесбанк;1598;Москва и обл.;3 645 489,00;3 645 489,00;0,00;0
430;-3;Уралпромбанк;2964;Челябинская обл.;3 633 292,00;3 557 128,00;76 164,00;2,14
431;7;Вологжанин;1896;Вологодская обл.;3 596 651,00;3 469 171,00;127 480,00;3,67
432;46;Банк Реалист;2646;Москва и обл.;3 574 955,00;2 871 083,00;703 872,00;24,52
433;31;Оргбанк;3312;Москва и обл.;3 574 119,00;3 076 651,00;497 468,00;16,17
434;2;Банкирский Дом;2928;Санкт-Петербург и обл.;3 563 438,00;3 497 454,00;65 984,00;1,89
435;6;Выборг-Банк;720;Санкт-Петербург и обл.;3 521 871,00;3 388 470,00;133 401,00;3,94
436;11;Метрополь;1639;Москва и обл.;3 516 187,00;3 338 660,00;177 527,00;5,32
437;-2;Профессионал Банк;3296;Москва и обл.;3 490 278,00;3 499 591,00;-9 313,00;-0,27
438;-12;Международный Банк Развития;2704;Москва и обл.;3 483 112,00;3 581 406,00;-98 294,00;-2,74
439;-10;Юнистрим;3467;Москва и обл.;3 475 446,00;3 543 949,00;-68 503,00;-1,93
440;0;Живаго Банк;2065;Рязанская обл.;3 459 778,00;3 417 620,00;42 158,00;1,23
441;8;Росбизнесбанк;1405;Москва и обл.;3 444 586,00;3 308 980,00;135 606,00;4,10
442;0;Констанс-Банк;2228;Санкт-Петербург и обл.;3 436 816,00;3 381 636,00;55 180,00;1,63
443;9;ИСБ;3010;Москва и обл.;3 434 656,00;3 289 779,00;144 877,00;4,40
444;-14;Ермак;1809;Ханты-Мансийский АО — Югра;3 417 860,00;3 526 373,00;-108 513,00;-3,08
445;0;Донхлеббанк;2285;Ростовская обл.;3 416 607,00;3 340 448,00;76 159,00;2,28
446;2;Аспект;608;Москва и обл.;3 374 117,00;3 327 074,00;47 043,00;1,41
447;-1;Аксонбанк;680;Костромская обл.;3 340 739,00;3 339 740,00;999,00;0,03
448;6;Братский АНКБ;1144;Иркутская обл.;3 301 674,00;3 251 646,00;50 028,00;1,54
449;4;Океан Банк;1697;Москва и обл.;3 291 605,00;3 255 849,00;35 756,00;1,10
450;-11;Сибэс;208;Омская обл.;3 290 394,00;3 425 506,00;-135 112,00;-3,94
451;-7;Алтайкапиталбанк;2659;Алтайский край;3 276 349,00;3 350 221,00;-73 872,00;-2,20
452;-21;Центрально-Европейский Банк;2670;Москва и обл.;3 255 636,00;3 525 671,00;-270 035,00;-7,66
453;2;Долинск;857;Сахалинская обл.;3 254 788,00;3 244 812,00;9 976,00;0,31
454;-3;Новое Время;3492;Москва и обл.;3 253 153,00;3 290 033,00;-36 880,00;-1,12
455;1;Кубанский Универсальный Банк;2898;Краснодарский край;3 242 916,00;3 209 766,00;33 150,00;1,03
456;-19;Банк Экономический Союз;2798;Москва и обл.;3 221 365,00;3 488 832,00;-267 467,00;-7,67
457;2;НОКССбанк;3202;Волгоградская обл.;3 206 298,00;3 188 673,00;17 625,00;0,55
458;2;РБА;3413;Москва и обл.;3 177 121,00;3 167 939,00;9 182,00;0,29
459;-2;Крокус-Банк;2682;Москва и обл.;3 173 105,00;3 206 107,00;-33 002,00;-1,03
460;6;Мегаполис;3265;Чувашия;3 169 259,00;3 072 172,00;97 087,00;3,16
461;6;Н-Банк;3493;Москва и обл.;3 168 511,00;3 026 328,00;142 183,00;4,70
462;-69;Евразийский Банк;969;Москва и обл.;3 140 181,00;4 492 823,00;-1 352 642,00;-30,11
463;-5;ЕвроАксис Банк;3273;Москва и обл.;3 138 904,00;3 195 257,00;-56 353,00;-1,76
464;4;Богородский Муниципальный Банк;2992;Москва и обл.;3 087 222,00;3 025 216,00;62 006,00;2,05
465;9;Интеркредит;3047;Москва и обл.;3 080 336,00;2 914 821,00;165 515,00;5,68
466;10;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 074 727,00;2 882 528,00;192 199,00;6,67
467;-2;Лайтбанк;3177;Москва и обл.;3 069 213,00;3 076 440,00;-7 227,00;-0,23
468;17;Национальный Корпоративный Банк;3422;Москва и обл.;3 038 743,00;2 702 261,00;336 482,00;12,45
469;8;Бест Эффортс Банк;435;Москва и обл.;3 035 653,00;2 882 025,00;153 628,00;5,33
470;-9;Рапида;3371;Москва и обл.;2 997 257,00;3 162 635,00;-165 378,00;-5,23
471;-37;Джаст Банк;3503;Москва и обл.;2 984 022,00;3 506 465,00;-522 443,00;-14,90
472;0;Межбанковский Кредитный Союз;3242;Москва и обл.;2 972 833,00;2 972 316,00;517,00;0,02
473;-2;Иваново;1763;Ивановская обл.;2 928 641,00;2 984 284,00;-55 643,00;-1,86
474;-4;Элита;1399;Калужская обл.;2 927 307,00;2 986 038,00;-58 731,00;-1,97
475;0;Кроссинвестбанк;2849;Москва и обл.;2 885 069,00;2 905 399,00;-20 330,00;-0,70
476;17;Ростфинанс;481;Ростовская обл.;2 867 587,00;2 613 895,00;253 692,00;9,71
477;10;Региональный Коммерческий Банк;836;Ульяновская обл.;2 863 758,00;2 677 182,00;186 576,00;6,97
478;1;Кросна-Банк;2607;Москва и обл.;2 852 441,00;2 857 348,00;-4 907,00;-0,17
479;-6;Первый Клиентский Банк;3436;Москва и обл.;2 815 074,00;2 928 972,00;-113 898,00;-3,89
480;2;Евроальянс;1781;Ивановская обл.;2 814 820,00;2 778 707,00;36 113,00;1,30
481;16;Мико-Банк;3195;Москва и обл.;2 807 907,00;2 565 701,00;242 206,00;9,44
482;21;Чайнасельхозбанк;3529;Москва и обл.;2 799 332,00;2 500 315,00;299 017,00;11,96
483;21;Апабанк;2404;Москва и обл.;2 794 718,00;2 495 652,00;299 066,00;11,98
484;6;ЮMoney;3510;Россия;2 786 015,00;2 658 562,00;127 453,00;4,79
485;7;Преодоление;2649;Москва и обл.;2 780 951,00;2 623 120,00;157 831,00;6,02
486;16;Банк Премьер Кредит;1663;Москва и обл.;2 735 695,00;2 507 664,00;228 031,00;9,09
487;-6;Костромаселькомбанк;1115;Костромская обл.;2 717 781,00;2 786 612,00;-68 831,00;-2,47
488;7;Заубер Банк;1614;Санкт-Петербург и обл.;2 688 551,00;2 598 416,00;90 135,00;3,47
489;38;Межрегионбанк;1059;Москва и обл.;2 666 784,00;2 191 451,00;475 333,00;21,69
490;11;Сириус;3506;Омская обл.;2 643 274,00;2 508 225,00;135 049,00;5,38
491;3;Богородский;1277;Нижегородская обл.;2 629 184,00;2 604 258,00;24 926,00;0,96
492;-6;Проинвестбанк;784;Пермская обл.;2 619 570,00;2 678 954,00;-59 384,00;-2,22
493;3;Столичный Кредит;2853;Москва и обл.;2 584 121,00;2 577 297,00;6 824,00;0,26
494;6;Йошкар-Ола;2802;Марий Эл;2 556 003,00;2 532 189,00;23 814,00;0,94
495;-6;Система;2846;Москва и обл.;2 548 543,00;2 658 706,00;-110 163,00;-4,14
496;2;Интерактивный Банк;3378;Москва и обл.;2 547 361,00;2 557 423,00;-10 062,00;-0,39
497;9;Банк ВВБ;1093;Севастополь;2 542 830,00;2 454 894,00;87 936,00;3,58
498;12;Радиотехбанк;1166;Нижегородская обл.;2 535 866,00;2 403 505,00;132 361,00;5,51
499;42;Мосводоканалбанк;2863;Москва и обл.;2 490 785,00;2 065 476,00;425 309,00;20,59
500;-16;Первый Инвестиционный Банк;604;Москва и обл.;2 490 349,00;2 720 481,00;-230 132,00;-8,46
501;7;Кредит Экспресс;3186;Ростовская обл.;2 466 515,00;2 430 511,00;36 004,00;1,48
502;3;ИРС;272;Москва и обл.;2 460 820,00;2 455 787,00;5 033,00;0,20
503;4;К2 Банк;2851;Карачаево-Черкесия;2 455 479,00;2 443 062,00;12 417,00;0,51
504;-13;Далена Банк;1948;Москва и обл.;2 447 058,00;2 643 241,00;-196 183,00;-7,42
505;8;Еврокапитал-Альянс;2672;Ярославская обл.;2 446 212,00;2 322 873,00;123 339,00;5,31
506;32;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 442 960,00;2 103 744,00;339 216,00;16,12
507;-8;Унифондбанк;3416;Москва и обл.;2 418 837,00;2 549 745,00;-130 908,00;-5,13
508;1;Владбизнесбанк;903;Владимирская обл.;2 394 976,00;2 406 441,00;-11 465,00;-0,48
509;2;Газнефтьбанк;3223;Саратовская обл.;2 372 219,00;2 360 051,00;12 168,00;0,52
510;14;Новация;840;Адыгея;2 354 285,00;2 199 097,00;155 188,00;7,06
511;10;Современные Стандарты Бизнеса;3397;Москва и обл.;2 324 130,00;2 228 539,00;95 591,00;4,29
512;4;Викинг;2;Санкт-Петербург и обл.;2 303 407,00;2 281 660,00;21 747,00;0,95
513;24;Екатерининский;2167;Москва и обл.;2 287 877,00;2 109 410,00;178 467,00;8,46
514;6;Резерв;2364;Челябинская обл.;2 282 630,00;2 237 853,00;44 777,00;2,00
515;-1;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;2 282 365,00;2 321 023,00;-38 658,00;-1,67
516;31;Стелла-Банк;2948;Ростовская обл.;2 275 843,00;2 041 862,00;233 981,00;11,46
517;26;Златкомбанк;568;Москва и обл.;2 251 462,00;2 050 229,00;201 233,00;9,82
518;5;НСТ-Банк;1738;Оренбургская обл.;2 245 907,00;2 199 325,00;46 582,00;2,12
519;-2;Татагропромбанк;728;Татарстан;2 231 778,00;2 277 904,00;-46 126,00;-2,02
520;-8;Международный Строительный Банк;3484;Москва и обл.;2 231 691,00;2 325 076,00;-93 385,00;-4,02
521;4;Канский;860;Красноярский край;2 224 313,00;2 198 269,00;26 044,00;1,18
522;-4;Вкабанк;1027;Астраханская обл.;2 216 725,00;2 266 720,00;-49 995,00;-2,21
523;5;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 203 223,00;2 179 102,00;24 121,00;1,11
524;-2;Алтынбанк;2070;Татарстан;2 189 294,00;2 212 777,00;-23 483,00;-1,06
525;15;Земкомбанк;574;Ростовская обл.;2 172 323,00;2 093 729,00;78 594,00;3,75
