Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Сентябрь, 2015, тыс. рублей;Август, 2015, тыс. рублей;Изменение, тыс. рублей;Изменение, %
53;0;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;148 947 475,00;140 425 707,00;8 521 768,00;6,07
54;1;МСП Банк;3340;Москва и обл.;145 897 382,00;139 957 760,00;5 939 622,00;4,24
55;1;Ренессанс Кредит;3354;Москва и обл.;141 870 971,00;139 696 295,00;2 174 676,00;1,56
56;-2;ДельтаКредит;3338;Москва и обл.;139 321 914,00;140 165 845,00;-843 931,00;-0,60
57;0;Авангард;2879;Москва и обл.;138 021 253,00;138 306 505,00;-285 252,00;-0,21
58;3;Сургутнефтегазбанк;588;Ханты-Мансийский АО — Югра;129 253 495,00;122 333 474,00;6 920 021,00;5,66
59;1;СКБ-Банк;705;Свердловская обл.;123 663 597,00;125 917 097,00;-2 253 500,00;-1,79
60;7;Международный Финансовый Клуб;2618;Москва и обл.;121 000 555,00;100 306 832,00;20 693 723,00;20,63
61;-3;РГС Банк;3073;Москва и обл.;119 908 512,00;129 204 436,00;-9 295 924,00;-7,19
62;3;БНП Париба Банк;3407;Москва и обл.;117 430 143,00;104 389 200,00;13 040 943,00;12,49
63;-1;Инвестторгбанк;2763;Москва и обл.;112 386 204,00;119 817 768,00;-7 431 564,00;-6,20
64;-1;Русфинанс Банк;1792;Самарская обл.;108 203 344,00;106 716 435,00;1 486 909,00;1,39
65;-1;Запсибкомбанк;918;Тюменская обл.;107 514 012,00;105 111 807,00;2 402 205,00;2,29
66;0;Сетелем Банк;2168;Москва и обл.;104 214 042,00;102 851 673,00;1 362 369,00;1,32
67;5;ЦентроКредит;121;Москва и обл.;100 070 734,00;91 245 891,00;8 824 843,00;9,67
68;0;Балтийский Банк;128;Санкт-Петербург и обл.;98 756 979,00;98 576 460,00;180 519,00;0,18
69;1;Интеркоммерц Банк;1657;Москва и обл.;97 774 069,00;95 191 085,00;2 582 984,00;2,71
70;1;Локо-Банк;2707;Москва и обл.;96 149 350,00;92 441 694,00;3 707 656,00;4,01
71;5;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;96 121 701,00;87 322 733,00;8 798 968,00;10,08
72;1;Центр-инвест;2225;Ростовская обл.;93 162 115,00;91 000 469,00;2 161 646,00;2,38
73;2;Союз;2307;Москва и обл.;91 014 459,00;87 448 099,00;3 566 360,00;4,08
74;0;Банк БФА;3038;Санкт-Петербург и обл.;90 990 213,00;88 778 389,00;2 211 824,00;2,49
75;-6;Дойче Банк;3328;Москва и обл.;88 868 897,00;97 149 595,00;-8 280 698,00;-8,52
76;1;РосинтерБанк;226;Москва и обл.;86 115 831,00;84 631 525,00;1 484 306,00;1,75
77;1;Всероссийский Банк Развития Регионов;3287;Москва и обл.;85 585 461,00;84 149 473,00;1 435 988,00;1,71
78;1;Банк Интеза;2216;Москва и обл.;83 027 188,00;82 902 555,00;124 633,00;0,15
79;1;Балтинвестбанк;3176;Санкт-Петербург и обл.;80 774 052,00;80 152 915,00;621 137,00;0,77
80;1;Нота-Банк;2913;Москва и обл.;77 827 551,00;79 951 038,00;-2 123 487,00;-2,66
81;2;Бинбанк Диджитал;2827;Москва и обл.;77 758 358,00;74 631 078,00;3 127 280,00;4,19
82;3;Таврический Банк;2304;Санкт-Петербург и обл.;77 303 120,00;68 191 901,00;9 111 219,00;13,36
83;-1;Металлинвестбанк;2440;Москва и обл.;76 080 898,00;75 392 499,00;688 399,00;0,91
84;0;Военно-Промышленный Банк;3065;Москва и обл.;71 341 396,00;70 241 614,00;1 099 782,00;1,57
85;3;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;68 656 072,00;59 013 567,00;9 642 505,00;16,34
86;0;Банк Финсервис;3388;Москва и обл.;67 518 668,00;63 831 151,00;3 687 517,00;5,78
87;0;Почта Банк;650;Москва и обл.;65 480 166,00;62 519 011,00;2 961 155,00;4,74
88;7;Экспобанк;2998;Москва и обл.;60 409 971,00;54 734 102,00;5 675 869,00;10,37
89;0;Кубань Кредит;2518;Краснодарский край;60 168 869,00;58 703 714,00;1 465 155,00;2,50
90;1;БФГ-Кредит;3068;Москва и обл.;58 321 947,00;56 501 210,00;1 820 737,00;3,22
91;2;Финпромбанк (ФПБ Банк);2157;Москва и обл.;58 126 312,00;56 069 902,00;2 056 410,00;3,67
92;10;Экспресс-Волга;3085;Саратовская обл.;57 525 966,00;50 768 261,00;6 757 705,00;13,31
93;-3;Росэнергобанк;2211;Москва и обл.;57 220 448,00;57 647 328,00;-426 880,00;-0,74
94;4;РНКБ;1354;Симферополь;56 660 956,00;52 560 694,00;4 100 262,00;7,80
95;1;Юниаструм Банк;2771;Москва и обл.;55 603 734,00;53 923 462,00;1 680 272,00;3,12
96;1;Первобанк;3461;Самарская обл.;55 521 308,00;52 982 870,00;2 538 438,00;4,79
97;4;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;55 114 924,00;50 940 444,00;4 174 480,00;8,19
98;1;АйСиБиСи Банк;3475;Москва и обл.;54 910 926,00;51 511 002,00;3 399 924,00;6,60
99;-5;Образование;1521;Москва и обл.;54 739 913,00;55 264 762,00;-524 849,00;-0,95
100;-8;Тойота Банк;3470;Москва и обл.;53 439 592,00;56 232 311,00;-2 792 719,00;-4,97
101;-1;Национальный Стандарт;3421;Москва и обл.;51 691 676,00;51 301 267,00;390 409,00;0,76
102;6;Аверс;415;Татарстан;51 191 352,00;42 207 743,00;8 983 609,00;21,28
103;3;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;49 647 966,00;43 645 759,00;6 002 207,00;13,75
104;-1;Межтопэнергобанк;2956;Москва и обл.;49 527 834,00;47 794 051,00;1 733 783,00;3,63
105;-1;Фора-Банк;1885;Москва и обл.;49 193 661,00;44 741 905,00;4 451 756,00;9,95
106;13;Коммерцбанк (Евразия);3333;Москва и обл.;47 084 555,00;38 979 793,00;8 104 762,00;20,79
107;-2;МБА-Москва;3395;Москва и обл.;45 880 213,00;44 512 660,00;1 367 553,00;3,07
108;2;СДМ-Банк;1637;Москва и обл.;45 286 196,00;41 215 260,00;4 070 936,00;9,88
109;6;РН Банк;170;Москва и обл.;44 503 936,00;39 426 402,00;5 077 534,00;12,88
110;-1;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;44 258 573,00;41 858 377,00;2 400 196,00;5,73
111;-4;Крайинвестбанк;3360;Краснодарский край;43 899 052,00;42 905 826,00;993 226,00;2,31
112;2;ББР Банк;2929;Москва и обл.;43 217 171,00;39 490 280,00;3 726 891,00;9,44
113;-1;Челябинвестбанк;493;Челябинская обл.;42 291 568,00;40 566 260,00;1 725 308,00;4,25
114;2;Интерпромбанк;3266;Москва и обл.;41 727 417,00;39 348 815,00;2 378 602,00;6,04
115;-4;Челиндбанк;485;Челябинская обл.;41 595 363,00;41 120 987,00;474 376,00;1,15
116;2;Интерпрогрессбанк;600;Москва и обл.;40 216 195,00;39 028 294,00;1 187 901,00;3,04
117;6;Русстройбанк;3205;Москва и обл.;40 157 847,00;38 656 278,00;1 501 569,00;3,88
118;6;Русский Международный Банк;3123;Москва и обл.;40 031 942,00;37 662 758,00;2 369 184,00;6,29
119;1;ПЧРБ Банк;3291;Москва и обл.;39 909 312,00;38 970 594,00;938 718,00;2,41
120;-7;Еврофинанс Моснарбанк;2402;Москва и обл.;39 712 867,00;39 553 237,00;159 630,00;0,40
121;0;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;39 623 252,00;38 778 548,00;844 704,00;2,18
122;-5;Примсоцбанк;2733;Приморский край;39 573 885,00;39 104 843,00;469 042,00;1,20
123;-1;Меткомбанк (Череповец);901;Вологодская обл.;38 377 393,00;38 724 422,00;-347 029,00;-0,90
124;2;Левобережный;1343;Новосибирская обл.;38 328 652,00;37 344 744,00;983 908,00;2,63
125;3;Фольксваген Банк Рус;3500;Москва и обл.;38 234 373,00;36 544 855,00;1 689 518,00;4,62
126;5;БКС Банк;101;Новосибирская обл.;37 301 286,00;35 939 333,00;1 361 953,00;3,79
127;-2;Кольцо Урала;65;Свердловская обл.;37 255 189,00;37 522 532,00;-267 343,00;-0,71
128;-1;НС Банк;3124;Москва и обл.;36 352 692,00;36 600 723,00;-248 031,00;-0,68
129;1;Саровбизнесбанк;2048;Нижегородская обл.;36 061 603,00;36 007 601,00;54 002,00;0,15
130;4;Бэнк оф Чайна;2309;Москва и обл.;35 833 818,00;32 795 072,00;3 038 746,00;9,27
131;-2;Собинбанк;1317;Москва и обл.;35 150 185,00;36 482 961,00;-1 332 776,00;-3,65
132;4;Натиксис Банк;3390;Москва и обл.;35 089 454,00;31 543 889,00;3 545 565,00;11,24
133;-1;Севергазбанк;2816;Вологодская обл.;34 908 152,00;35 625 893,00;-717 741,00;-2,01
134;-1;Банк «Советский»;558;Санкт-Петербург и обл.;34 636 566,00;34 283 208,00;353 358,00;1,03
135;3;Приморье;3001;Приморский край;32 411 379,00;30 799 909,00;1 611 470,00;5,23
136;3;М2М Прайвет Банк;1414;Москва и обл.;32 196 886,00;30 715 205,00;1 481 681,00;4,82
137;0;Кедр;1574;Красноярский край;32 084 168,00;31 046 712,00;1 037 456,00;3,34
138;2;Держава;2738;Москва и обл.;31 979 081,00;30 616 243,00;1 362 838,00;4,45
139;6;Росэксимбанк;2790;Москва и обл.;31 296 465,00;28 150 226,00;3 146 239,00;11,18
140;2;Дальневосточный Банк;843;Приморский край;31 004 829,00;29 639 934,00;1 364 895,00;4,60
141;2;Интехбанк;2705;Татарстан;30 221 256,00;29 630 243,00;591 013,00;1,99
142;-1;БыстроБанк;1745;Удмуртия;30 154 817,00;29 950 842,00;203 975,00;0,68
143;-8;Связной Банк;1961;Москва и обл.;30 052 431,00;32 105 156,00;-2 052 725,00;-6,39
144;5;Москоммерцбанк;3365;Москва и обл.;29 749 190,00;26 841 781,00;2 907 409,00;10,83
145;10;Тольяттихимбанк;2507;Самарская обл.;29 392 231,00;26 191 636,00;3 200 595,00;12,22
146;29;Московское Ипотечное Агентство;3344;Москва и обл.;29 058 263,00;21 619 899,00;7 438 364,00;34,41
147;-1;Кредит Урал Банк;2584;Челябинская обл.;29 016 222,00;27 668 691,00;1 347 531,00;4,87
148;5;Модульбанк;1927;Костромская обл.;28 721 876,00;26 382 002,00;2 339 874,00;8,87
149;-1;Мерседес-Бенц Банк Рус;3473;Москва и обл.;28 323 732,00;27 066 196,00;1 257 536,00;4,65
150;-6;Балтика;967;Москва и обл.;28 062 943,00;29 064 543,00;-1 001 600,00;-3,45
151;0;Экспо Финанс;2594;Москва и обл.;27 973 108,00;26 541 731,00;1 431 377,00;5,39
152;2;Девон-Кредит;1972;Татарстан;27 852 570,00;26 364 276,00;1 488 294,00;5,65
153;-6;Газбанк;2316;Самарская обл.;27 839 431,00;27 205 500,00;633 931,00;2,33
154;13;Чайна Констракшн;3515;Москва и обл.;27 736 145,00;23 462 988,00;4 273 157,00;18,21
155;3;Газэнергобанк;3252;Калужская обл.;27 658 393,00;25 005 425,00;2 652 968,00;10,61
156;4;ОФК Банк;2270;Москва и обл.;27 170 416,00;24 740 701,00;2 429 715,00;9,82
157;-7;АйМаниБанк;1975;Москва и обл.;27 167 020,00;26 597 226,00;569 794,00;2,14
158;3;Акибанк;2587;Татарстан;26 278 627,00;24 552 357,00;1 726 270,00;7,03
159;-2;Липецккомбанк;1242;Липецкая обл.;26 078 006,00;25 432 366,00;645 640,00;2,54
160;-1;АктивКапитал Банк;3006;Самарская обл.;25 608 268,00;25 000 158,00;608 110,00;2,43
161;9;Генбанк;2490;Москва и обл.;24 991 923,00;22 972 945,00;2 018 978,00;8,79
162;0;Тимер Банк;1581;Татарстан;24 874 842,00;24 341 029,00;533 813,00;2,19
163;2;Платежный Центр;3166;Новосибирская обл.;24 514 495,00;23 478 957,00;1 035 538,00;4,41
164;5;Морской Банк;77;Москва и обл.;24 408 494,00;23 091 212,00;1 317 282,00;5,70
165;-1;Агропромкредит;2880;Москва и обл.;24 352 385,00;23 679 512,00;672 873,00;2,84
166;-3;Урал ФД;249;Пермская обл.;23 661 044,00;23 815 327,00;-154 283,00;-0,65
167;4;Легион;3117;Москва и обл.;23 503 061,00;22 856 585,00;646 476,00;2,83
168;0;Алмазэргиэнбанк;2602;Саха (Якутия);23 432 345,00;23 358 097,00;74 248,00;0,32
169;3;Спурт Банк;2207;Татарстан;23 186 363,00;22 684 239,00;502 124,00;2,21
170;3;Объединенный Капитал;2611;Санкт-Петербург и обл.;22 814 357,00;21 938 209,00;876 148,00;3,99
171;-5;СЭБ Банк;3235;Санкт-Петербург и обл.;22 733 059,00;23 471 086,00;-738 027,00;-3,14
172;7;Солидарность;554;Самарская обл.;22 516 018,00;20 398 804,00;2 117 214,00;10,38
173;1;ФИА-Банк;2542;Самарская обл.;22 266 001,00;21 852 086,00;413 915,00;1,89
174;3;Альта-Банк;2269;Москва и обл.;21 991 433,00;21 135 519,00;855 914,00;4,05
175;13;Банк Кредит Свисс;2494;Москва и обл.;21 785 633,00;18 308 259,00;3 477 374,00;18,99
176;5;Квантмобайл Банк;1189;Москва и обл.;21 770 702,00;19 737 993,00;2 032 709,00;10,30
177;1;СтарБанк;548;Москва и обл.;21 727 015,00;20 829 537,00;897 478,00;4,31
178;-2;Ланта-Банк;1920;Москва и обл.;21 114 244,00;21 284 545,00;-170 301,00;-0,80
179;-27;Морган Стэнли Банк;3456;Москва и обл.;21 002 972,00;26 537 283,00;-5 534 311,00;-20,85
180;3;Денизбанк Москва;3330;Москва и обл.;20 858 199,00;19 538 607,00;1 319 592,00;6,75
181;8;Энерготрансбанк;1307;Калининградская обл.;20 399 193,00;18 306 414,00;2 092 779,00;11,43
182;-2;Энергобанк;67;Татарстан;20 380 171,00;20 084 404,00;295 767,00;1,47
183;2;Нацинвестпромбанк;3077;Москва и обл.;20 194 692,00;18 735 189,00;1 459 503,00;7,79
184;-2;НБД-Банк;1966;Нижегородская обл.;20 144 804,00;19 554 925,00;589 879,00;3,02
185;-1;Тусар;2712;Москва и обл.;19 872 681,00;19 452 107,00;420 574,00;2,16
186;6;Алеф-Банк;2119;Москва и обл.;19 663 547,00;17 588 415,00;2 075 132,00;11,80
187;9;Банк Город;2644;Москва и обл.;19 014 769,00;16 747 202,00;2 267 567,00;13,54
188;-2;Курскпромбанк;735;Курская обл.;18 773 107,00;18 426 620,00;346 487,00;1,88
189;23;Данске Банк;3307;Санкт-Петербург и обл.;18 481 706,00;14 974 133,00;3 507 573,00;23,42
190;-3;Рублев;3098;Москва и обл.;18 479 469,00;18 402 004,00;77 465,00;0,42
191;-1;Расчетно-Кредитный Банк;103;Москва и обл.;18 454 405,00;17 838 612,00;615 793,00;3,45
192;-1;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;18 276 985,00;17 704 150,00;572 835,00;3,24
193;1;БМВ Банк;3482;Москва и обл.;17 604 444,00;17 195 284,00;409 160,00;2,38
194;-38;Анталбанк;3115;Москва и обл.;17 548 351,00;25 819 614,00;-8 271 263,00;-32,03
195;0;Развитие-Столица;3013;Москва и обл.;17 239 013,00;17 113 043,00;125 970,00;0,74
196;-3;Русский Ипотечный Банк;1968;Москва и обл.;17 183 932,00;17 366 345,00;-182 413,00;-1,05
197;0;Аресбанк;2914;Москва и обл.;17 066 656,00;16 365 630,00;701 026,00;4,28
198;1;Хлынов;254;Кировская обл.;16 731 153,00;16 280 941,00;450 212,00;2,77
199;17;Ишбанк;2867;Москва и обл.;16 690 918,00;14 633 577,00;2 057 341,00;14,06
200;2;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;16 145 426,00;15 453 001,00;692 425,00;4,48
201;7;Норвик Банк;902;Кировская обл.;16 103 693,00;15 147 973,00;955 720,00;6,31
202;21;НК Банк;2755;Москва и обл.;16 094 553,00;14 104 995,00;1 989 558,00;14,11
203;-3;Инвесткапиталбанк;2377;Башкортостан;16 007 067,00;15 922 460,00;84 607,00;0,53
204;2;РосДорБанк;1573;Москва и обл.;15 860 798,00;15 246 562,00;614 236,00;4,03
205;-4;Уралтрансбанк;812;Свердловская обл.;15 858 381,00;15 620 000,00;238 381,00;1,53
206;-1;Гранд Инвест Банк;3053;Москва и обл.;15 840 743,00;15 300 507,00;540 236,00;3,53
207;8;Гарант-Инвест;2576;Москва и обл.;15 807 605,00;14 841 922,00;965 683,00;6,51
208;-10;Джей энд Ти Банк;3061;Москва и обл.;15 682 808,00;16 292 198,00;-609 390,00;-3,74
209;9;Центркомбанк;2983;Москва и обл.;15 591 719,00;14 586 657,00;1 005 062,00;6,89
210;4;Форштадт;2208;Оренбургская обл.;15 576 260,00;14 928 529,00;647 731,00;4,34
211;-2;Дил-Банк;3384;Москва и обл.;15 172 814,00;15 047 235,00;125 579,00;0,83
212;-9;Тройка-Д Банк;3431;Москва и обл.;15 121 205,00;15 403 200,00;-281 995,00;-1,83
213;0;Национальный Резервный Банк;2170;Москва и обл.;15 008 402,00;14 947 513,00;60 889,00;0,41
214;5;Темпбанк;55;Москва и обл.;14 895 097,00;14 542 051,00;353 046,00;2,43
215;5;Банк Акцепт;567;Новосибирская обл.;14 873 265,00;14 516 846,00;356 419,00;2,46
216;-5;Росавтобанк;2767;Москва и обл.;14 789 594,00;14 974 349,00;-184 755,00;-1,23
217;16;ВУЗ-Банк;1557;Свердловская обл.;14 625 225,00;12 260 442,00;2 364 783,00;19,29
218;9;ТЭМБР-Банк;2764;Москва и обл.;14 579 244,00;13 676 342,00;902 902,00;6,60
219;3;Стратегия;2801;Москва и обл.;14 484 477,00;14 166 725,00;317 752,00;2,24
220;-16;Русьуниверсалбанк;3293;Москва и обл.;14 307 410,00;15 393 345,00;-1 085 935,00;-7,05
221;-4;ГПБ-Ипотека;2403;Москва и обл.;14 288 469,00;14 615 335,00;-326 866,00;-2,24
222;6;БайкалБанк;2632;Бурятия;14 270 440,00;13 214 377,00;1 056 063,00;7,99
223;-16;Инбанк;1829;Москва и обл.;14 159 295,00;15 207 562,00;-1 048 267,00;-6,89
224;0;Бенифит-Банк;3229;Москва и обл.;13 990 233,00;13 976 753,00;13 480,00;0,10
225;1;Экономбанк;1319;Саратовская обл.;13 853 097,00;13 734 927,00;118 170,00;0,86
226;-5;Татсоцбанк;480;Татарстан;13 847 171,00;14 357 370,00;-510 199,00;-3,55
227;-17;Социнвестбанк;1132;Башкортостан;13 675 324,00;15 035 031,00;-1 359 707,00;-9,04
228;-3;Ури Банк;3479;Москва и обл.;13 435 185,00;13 852 579,00;-417 394,00;-3,01
229;0;ЕвроситиБанк;1869;Москва и обл.;13 423 135,00;12 774 503,00;648 632,00;5,08
230;14;Автоторгбанк;2776;Москва и обл.;13 405 820,00;11 463 889,00;1 941 931,00;16,94
231;3;Нефтяной Альянс;2859;Москва и обл.;13 102 898,00;12 217 282,00;885 616,00;7,25
232;-2;Пойдем!;2534;Москва и обл.;12 937 857,00;12 669 180,00;268 677,00;2,12
233;2;Национальная Факторинговая Компания;3437;Москва и обл.;12 919 815,00;12 157 942,00;761 873,00;6,27
234;5;Международный Акционерный Банк;1987;Москва и обл.;12 881 724,00;11 994 817,00;886 907,00;7,39
235;8;Унифин;2654;Москва и обл.;12 767 136,00;11 826 438,00;940 698,00;7,95
236;1;Солид Банк;1329;Камчатская обл.;12 580 102,00;12 097 408,00;482 694,00;3,99
237;-5;Финансовый Стандарт;1053;Москва и обл.;12 515 284,00;12 317 021,00;198 263,00;1,61
238;-7;Кубаньторгбанк;478;Краснодарский край;12 435 271,00;12 383 460,00;51 811,00;0,42
239;-1;Солидарность (Москва);1555;Москва и обл.;12 164 201,00;12 067 305,00;96 896,00;0,80
240;2;Прио-Внешторгбанк;212;Рязанская обл.;12 158 755,00;11 837 036,00;321 719,00;2,72
241;-5;Агросоюз;1459;Москва и обл.;11 937 042,00;12 140 102,00;-203 060,00;-1,67
242;10;Развитие;2729;Карачаево-Черкесия;11 842 744,00;10 554 896,00;1 287 848,00;12,20
243;2;Александровский;53;Санкт-Петербург и обл.;11 568 101,00;11 118 742,00;449 359,00;4,04
244;-3;Гаранти Банк — Москва;3275;Москва и обл.;11 402 189,00;11 865 524,00;-463 335,00;-3,90
245;-5;Еврокоммерц;1777;Москва и обл.;11 388 921,00;11 871 318,00;-482 397,00;-4,06
246;0;Первомайский;518;Краснодарский край;11 265 374,00;11 078 560,00;186 814,00;1,69
247;10;Хованский;2145;Москва и обл.;11 244 863,00;10 286 226,00;958 637,00;9,32
248;8;Мир Бизнес Банк;3396;Москва и обл.;11 177 910,00;10 306 573,00;871 337,00;8,45
249;2;Арксбанк;1868;Москва и обл.;11 008 089,00;10 562 999,00;445 090,00;4,21
250;9;Объединенный Кредитный Банк;1118;Ярославская обл.;10 917 378,00;9 935 103,00;982 275,00;9,89
251;-2;КС Банк;1752;Мордовия;10 743 526,00;10 626 137,00;117 389,00;1,10
252;-2;Банк Жилищного Финансирования;3138;Москва и обл.;10 705 143,00;10 602 968,00;102 175,00;0,96
253;0;Промтрансбанк;2638;Башкортостан;10 695 423,00;10 554 458,00;140 965,00;1,34
254;8;Славия;2664;Москва и обл.;10 662 371,00;9 842 359,00;820 012,00;8,33
255;-1;Нижневолжский Коммерческий Банк;931;Саратовская обл.;10 619 045,00;10 533 085,00;85 960,00;0,82
256;13;Русский Торговый Банк;2842;Москва и обл.;10 547 181,00;9 176 172,00;1 371 009,00;14,94
257;-2;Банк Оренбург;3269;Оренбургская обл.;10 514 982,00;10 490 466,00;24 516,00;0,23
258;13;Ассоциация;732;Нижегородская обл.;10 442 425,00;9 021 377,00;1 421 048,00;15,75
259;9;СИАБ;3245;Санкт-Петербург и обл.;10 419 444,00;9 262 631,00;1 156 813,00;12,49
260;6;Ренессанс;1939;Москва и обл.;10 357 348,00;9 568 971,00;788 377,00;8,24
261;-1;Кредит-Москва;5;Москва и обл.;10 326 193,00;9 927 557,00;398 636,00;4,02
