Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Март, 2013, тыс. рублей;Февраль, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
79;-3;Банк Кредит Свисс;2494;Москва и обл.;71 638 862,00;75 347 512,00;-3 708 650,00;-4,92
80;1;Всероссийский Банк Развития Регионов;3287;Москва и обл.;71 324 189,00;67 407 448,00;3 916 741,00;5,81
81;1;Роскосмосбанк;2989;Москва и обл.;66 854 998,00;66 344 120,00;510 878,00;0,77
82;1;Центр-инвест;2225;Ростовская обл.;65 209 549,00;65 261 540,00;-51 991,00;-0,08
83;3;Банк БФА;3038;Санкт-Петербург и обл.;65 082 831,00;61 709 607,00;3 373 224,00;5,47
84;1;Балтинвестбанк;3176;Санкт-Петербург и обл.;63 819 982,00;61 773 595,00;2 046 387,00;3,31
85;-1;Металлинвестбанк;2440;Москва и обл.;59 962 619,00;65 238 470,00;-5 275 851,00;-8,09
86;12;Экспо Финанс;2594;Москва и обл.;59 641 936,00;45 506 361,00;14 135 575,00;31,06
87;-21;Сургутнефтегазбанк;588;Тюменская обл.;59 511 976,00;84 317 578,00;-24 805 602,00;-29,42
88;1;Первобанк;3461;Самарская обл.;58 477 125,00;54 594 818,00;3 882 307,00;7,11
89;-1;Инвестбанк;107;Москва и обл.;57 867 645,00;56 391 559,00;1 476 086,00;2,62
90;0;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;55 675 853,00;53 676 357,00;1 999 496,00;3,73
91;-4;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;55 362 221,00;59 018 629,00;-3 656 408,00;-6,20
92;-1;СБ Банк (Судостроительный банк);2999;Москва и обл.;53 746 320,00;52 904 363,00;841 957,00;1,59
93;0;Бинбанк Диджитал;2827;Москва и обл.;51 330 938,00;50 680 185,00;650 753,00;1,28
94;0;Международный Финансовый Клуб;2618;Москва и обл.;49 938 427,00;49 388 657,00;549 770,00;1,11
95;-3;Национальный Стандарт;3421;Москва и обл.;49 003 635,00;50 785 399,00;-1 781 764,00;-3,51
96;0;Интеркоммерц Банк;1657;Москва и обл.;47 581 182,00;45 858 157,00;1 723 025,00;3,76
97;2;Московский Областной Банк;1751;Москва и обл.;45 756 767,00;43 687 683,00;2 069 084,00;4,74
98;-1;Таврический Банк;2304;Санкт-Петербург и обл.;45 146 201,00;45 679 581,00;-533 380,00;-1,17
99;1;Экспресс-Волга;3085;Саратовская обл.;44 053 681,00;43 583 712,00;469 969,00;1,08
100;1;Кубань Кредит;2518;Краснодарский край;43 116 869,00;42 245 361,00;871 508,00;2,06
101;25;Коммерцбанк (Евразия);3333;Москва и обл.;42 549 921,00;30 311 351,00;12 238 570,00;40,38
102;-7;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;42 135 594,00;47 191 456,00;-5 055 862,00;-10,71
103;-1;Тойота Банк;3470;Москва и обл.;41 384 264,00;41 439 286,00;-55 022,00;-0,13
104;-1;НС Банк;3124;Москва и обл.;39 921 096,00;39 592 588,00;328 508,00;0,83
105;0;Межтопэнергобанк;2956;Москва и обл.;39 445 981,00;37 113 342,00;2 332 639,00;6,29
106;-2;Народный Кредит;2401;Москва и обл.;39 343 425,00;39 254 510,00;88 915,00;0,23
107;0;Кольцо Урала;65;Свердловская обл.;36 309 525,00;36 459 623,00;-150 098,00;-0,41
108;-2;Примсоцбанк;2733;Приморский край;36 300 172,00;36 586 809,00;-286 637,00;-0,78
109;0;Челиндбанк;485;Челябинская обл.;34 458 545,00;34 243 609,00;214 936,00;0,63
110;-2;Челябинвестбанк;493;Челябинская обл.;34 164 671,00;34 465 929,00;-301 258,00;-0,87
111;-1;Саровбизнесбанк;2048;Нижегородская обл.;34 023 693,00;33 747 449,00;276 244,00;0,82
112;-1;СДМ-Банк;1637;Москва и обл.;33 750 546,00;33 155 010,00;595 536,00;1,80
113;-1;Смоленский Банк;2029;Смоленская обл.;33 385 392,00;32 457 112,00;928 280,00;2,86
114;2;Левобережный;1343;Новосибирская обл.;32 750 857,00;31 933 915,00;816 942,00;2,56
115;-2;Фора-Банк;1885;Москва и обл.;32 714 525,00;32 299 739,00;414 786,00;1,28
116;2;Меткомбанк (Череповец);901;Вологодская обл.;32 690 680,00;31 858 310,00;832 370,00;2,61
117;2;Российский Кредит;324;Москва и обл.;32 492 453,00;31 817 780,00;674 673,00;2,12
118;-4;Русский Международный Банк;3123;Москва и обл.;32 472 137,00;32 187 114,00;285 023,00;0,89
119;3;Первый Республиканский Банк;1730;Москва и обл.;31 951 192,00;31 114 576,00;836 616,00;2,69
120;0;Крайинвестбанк;3360;Краснодарский край;31 732 123,00;31 714 922,00;17 201,00;0,05
121;2;Кедр;1574;Москва и обл.;31 139 750,00;31 004 863,00;134 887,00;0,44
122;-1;Национальный Резервный Банк;2170;Москва и обл.;30 902 008,00;31 395 302,00;-493 294,00;-1,57
123;-6;Дальневосточный Банк;843;Приморский край;30 844 813,00;31 913 610,00;-1 068 797,00;-3,35
124;4;Мой Банк;2939;Москва и обл.;30 574 055,00;30 222 499,00;351 556,00;1,16
125;2;Интерпромбанк;3266;Москва и обл.;30 515 929,00;30 252 791,00;263 138,00;0,87
126;-2;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;30 389 357,00;30 493 727,00;-104 370,00;-0,34
127;7;Сетелем Банк;2168;Москва и обл.;30 334 662,00;27 862 028,00;2 472 634,00;8,87
128;-13;БФГ-Кредит;3068;Москва и обл.;30 007 668,00;32 163 203,00;-2 155 535,00;-6,70
129;1;Росэнергобанк;2211;Москва и обл.;29 602 799,00;28 995 962,00;606 837,00;2,09
130;-1;Газбанк;2316;Самарская обл.;29 510 941,00;29 374 640,00;136 301,00;0,46
131;0;Пушкино;391;Москва и обл.;28 725 977,00;28 882 375,00;-156 398,00;-0,54
132;1;Банк АВБ;23;Самарская обл.;28 569 254,00;28 211 720,00;357 534,00;1,27
133;-1;АМБ Банк;3036;Москва и обл.;28 515 276,00;28 475 111,00;40 165,00;0,14
134;4;Экспобанк;2998;Москва и обл.;28 498 923,00;26 592 709,00;1 906 214,00;7,17
135;-10;Севергазбанк;2816;Вологодская обл.;28 321 869,00;30 485 538,00;-2 163 669,00;-7,10
136;4;Рост;2589;Москва и обл.;27 949 394,00;26 426 697,00;1 522 697,00;5,76
137;2;Агропромкредит;2880;Москва и обл.;27 020 707,00;26 451 057,00;569 650,00;2,15
138;-2;МБА-Москва;3395;Москва и обл.;26 965 770,00;27 091 612,00;-125 842,00;-0,46
139;-2;Липецккомбанк;1242;Липецкая обл.;26 850 856,00;26 643 235,00;207 621,00;0,78
140;3;М2М Прайвет Банк;1414;Москва и обл.;26 511 802,00;25 730 703,00;781 099,00;3,04
141;4;РосинтерБанк;226;Москва и обл.;26 377 065,00;24 603 707,00;1 773 358,00;7,21
142;8;Кредит Урал Банк;2584;Челябинская обл.;26 312 848,00;23 705 581,00;2 607 267,00;11,00
143;4;Банк «Советский»;558;Санкт-Петербург и обл.;25 843 402,00;24 366 383,00;1 477 019,00;6,06
144;-2;Интерпрогрессбанк;600;Москва и обл.;25 775 204,00;25 919 507,00;-144 303,00;-0,56
145;-4;Банк Проектного Финансирования;1677;Москва и обл.;25 654 507,00;26 156 205,00;-501 698,00;-1,92
146;-11;БыстроБанк;1745;Удмуртия;25 396 701,00;27 784 379,00;-2 387 678,00;-8,59
147;1;Приморье;3001;Приморский край;25 204 421,00;24 053 425,00;1 150 996,00;4,79
148;-4;Акибанк;2587;Татарстан;25 138 484,00;24 789 712,00;348 772,00;1,41
149;-3;Образование;1521;Москва и обл.;24 757 810,00;24 525 289,00;232 521,00;0,95
150;19;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;24 495 354,00;20 466 369,00;4 028 985,00;19,69
151;1;Девон-Кредит;1972;Татарстан;24 034 557,00;23 196 781,00;837 776,00;3,61
152;-3;ГПБ-Ипотека;2403;Москва и обл.;23 275 286,00;23 938 548,00;-663 262,00;-2,77
153;-2;Стройкредит;18;Москва и обл.;23 199 838,00;23 282 146,00;-82 308,00;-0,35
154;0;Русстройбанк;3205;Москва и обл.;23 155 556,00;22 850 725,00;304 831,00;1,33
155;11;Европейский Трастовый Банк;2968;Москва и обл.;23 007 332,00;20 707 847,00;2 299 485,00;11,10
156;-3;БМВ Банк;3482;Москва и обл.;22 971 027,00;22 902 618,00;68 409,00;0,30
157;1;Солидарность;554;Самарская обл.;22 459 898,00;22 077 532,00;382 366,00;1,73
158;4;ПЧРБ Банк;3291;Москва и обл.;22 449 318,00;21 546 569,00;902 749,00;4,19
159;-3;Модульбанк;1927;Костромская обл.;22 384 522,00;22 463 181,00;-78 659,00;-0,35
160;-3;Аверс;415;Татарстан;22 355 314,00;22 245 693,00;109 621,00;0,49
161;-6;Мосстройэкономбанк (М Банк);948;Москва и обл.;22 344 174,00;22 589 299,00;-245 125,00;-1,09
162;-2;Москоммерцбанк;3365;Москва и обл.;22 082 669,00;21 621 854,00;460 815,00;2,13
163;-4;Альта-Банк;2269;Москва и обл.;22 049 184,00;21 725 627,00;323 557,00;1,49
164;9;ББР Банк;2929;Москва и обл.;21 875 352,00;19 554 363,00;2 320 989,00;11,87
165;-4;ФИА-Банк;2542;Самарская обл.;21 347 022,00;21 547 905,00;-200 883,00;-0,93
166;-1;Урал ФД;249;Пермская обл.;21 111 202,00;20 914 373,00;196 829,00;0,94
167;0;Тимер Банк;1581;Татарстан;20 871 719,00;20 496 643,00;375 076,00;1,83
168;2;Натиксис Банк;3390;Москва и обл.;20 868 169,00;19 988 205,00;879 964,00;4,40
169;-1;С банк;2581;Москва и обл.;20 788 554,00;20 489 033,00;299 521,00;1,46
170;-6;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;20 229 655,00;21 108 026,00;-878 371,00;-4,16
171;7;Финпромбанк (ФПБ Банк);2157;Москва и обл.;19 938 108,00;18 226 966,00;1 711 142,00;9,39
172;0;НОМОС-Региобанк;539;Хабаровский край;19 805 384,00;19 794 533,00;10 851,00;0,05
173;-2;Спурт Банк;2207;Татарстан;19 694 730,00;19 959 121,00;-264 391,00;-1,32
174;6;Фольксваген Банк Рус;3500;Москва и обл.;19 668 186,00;18 012 735,00;1 655 451,00;9,19
175;-1;Огни Москвы;2328;Москва и обл.;19 448 292,00;19 129 867,00;318 425,00;1,66
176;-1;Пойдем!;2534;Москва и обл.;19 186 927,00;18 839 175,00;347 752,00;1,85
177;4;Рост Банк;2888;Татарстан;18 844 525,00;17 827 289,00;1 017 236,00;5,71
178;-2;Сведбанк;3064;Москва и обл.;18 208 938,00;18 656 460,00;-447 522,00;-2,40
179;-2;Инвесткапиталбанк;2377;Башкортостан;18 083 970,00;18 517 104,00;-433 134,00;-2,34
180;-1;Уралтрансбанк;812;Свердловская обл.;18 017 579,00;18 149 056,00;-131 477,00;-0,72
181;3;Легион;3117;Москва и обл.;17 517 401,00;17 255 054,00;262 347,00;1,52
182;1;МАСТ-Банк;3267;Москва и обл.;17 498 584,00;17 255 716,00;242 868,00;1,41
183;3;Фининвест;671;Москва и обл.;17 468 978,00;17 055 376,00;413 602,00;2,43
184;24;БКС Банк;101;Новосибирская обл.;17 358 166,00;15 075 505,00;2 282 661,00;15,14
185;28;Военно-Промышленный Банк;3065;Москва и обл.;17 337 165,00;14 732 090,00;2 605 075,00;17,68
186;-1;Развитие-Столица;3013;Москва и обл.;17 312 675,00;17 068 952,00;243 723,00;1,43
187;7;Мерседес-Бенц Банк Рус;3473;Москва и обл.;17 308 406,00;16 447 292,00;861 114,00;5,24
188;2;Интехбанк;2705;Татарстан;17 282 648,00;16 753 747,00;528 901,00;3,16
189;4;Алмазэргиэнбанк;2602;Саха (Якутия);17 269 663,00;16 473 588,00;796 075,00;4,83
190;7;Форштадт;2208;Оренбургская обл.;16 954 262,00;16 041 705,00;912 557,00;5,69
191;0;Первомайский;518;Краснодарский край;16 882 765,00;16 718 225,00;164 540,00;0,98
192;-10;Энергобанк;67;Татарстан;16 856 528,00;17 356 528,00;-500 000,00;-2,88
193;-5;Норвик Банк;902;Кировская обл.;16 636 618,00;16 871 148,00;-234 530,00;-1,39
194;1;Газэнергобанк;3252;Калужская обл.;16 465 947,00;16 173 971,00;291 976,00;1,81
195;-8;Балтика;967;Санкт-Петербург и обл.;16 287 744,00;16 891 802,00;-604 058,00;-3,58
196;3;Западный;2598;Москва и обл.;16 192 948,00;15 856 156,00;336 792,00;2,12
197;1;Эллипс Банк;1950;Нижегородская обл.;16 131 487,00;15 983 370,00;148 117,00;0,93
198;-6;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;16 119 069,00;16 661 869,00;-542 800,00;-3,26
199;3;Морской Банк;77;Москва и обл.;16 032 566,00;15 578 397,00;454 169,00;2,92
200;0;НБД-Банк;1966;Нижегородская обл.;15 725 548,00;15 711 336,00;14 212,00;0,09
201;11;Энерготрансбанк;1307;Калининградская обл.;15 680 338,00;14 791 406,00;888 932,00;6,01
202;1;Курскпромбанк;735;Курская обл.;15 657 033,00;15 530 193,00;126 840,00;0,82
203;1;АктивКапитал Банк;3006;Самарская обл.;15 649 146,00;15 439 592,00;209 554,00;1,36
204;-3;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;15 634 100,00;15 641 290,00;-7 190,00;-0,05
205;-16;Александровский;53;Санкт-Петербург и обл.;15 485 865,00;16 805 310,00;-1 319 445,00;-7,85
206;1;Тольяттихимбанк;2507;Самарская обл.;15 467 056,00;15 083 460,00;383 596,00;2,54
207;-44;Аресбанк;2914;Москва и обл.;15 292 818,00;21 175 317,00;-5 882 499,00;-27,78
208;-2;Ланта-Банк;1920;Москва и обл.;15 157 878,00;15 172 343,00;-14 465,00;-0,10
209;-4;Алеф-Банк;2119;Москва и обл.;14 968 459,00;15 237 227,00;-268 768,00;-1,76
210;4;Квантмобайл Банк;1189;Омская обл.;14 895 092,00;14 689 350,00;205 742,00;1,40
211;4;ВУЗ-Банк;1557;Свердловская обл.;14 790 215,00;14 652 491,00;137 724,00;0,94
212;4;Гута-Банк;256;Москва и обл.;14 688 934,00;14 499 445,00;189 489,00;1,31
213;-2;АйМаниБанк;1975;Москва и обл.;14 679 003,00;14 856 403,00;-177 400,00;-1,19
214;4;Держава;2738;Москва и обл.;14 646 671,00;14 094 147,00;552 524,00;3,92
215;2;СтарБанк;548;Москва и обл.;14 646 643,00;14 175 035,00;471 608,00;3,33
216;-7;Банк ПСА Финанс Рус;3481;Москва и обл.;14 495 180,00;14 962 371,00;-467 191,00;-3,12
217;2;Энергомашбанк;52;Санкт-Петербург и обл.;14 485 024,00;13 991 812,00;493 212,00;3,53
218;7;Национальный Банк Развития Бизнеса;2795;Москва и обл.;13 371 947,00;12 850 077,00;521 870,00;4,06
219;2;Центркомбанк;2983;Москва и обл.;13 364 312,00;13 634 498,00;-270 186,00;-1,98
220;0;ТЭМБР-Банк;2764;Москва и обл.;13 312 068,00;13 872 164,00;-560 096,00;-4,04
221;7;Расчетно-Кредитный Банк;103;Москва и обл.;13 302 798,00;12 697 262,00;605 536,00;4,77
222;0;Хлынов;254;Кировская обл.;13 281 225,00;13 057 291,00;223 934,00;1,72
223;0;Интрастбанк;3144;Москва и обл.;13 247 237,00;13 014 199,00;233 038,00;1,79
224;0;Нацинвестпромбанк;3077;Москва и обл.;13 093 746,00;12 862 473,00;231 273,00;1,80
225;32;Югра;880;Тюменская обл.;12 992 744,00;10 094 028,00;2 898 716,00;28,72
226;0;Гранд Инвест Банк;3053;Москва и обл.;12 880 723,00;12 788 124,00;92 599,00;0,72
227;0;Московское Ипотечное Агентство;3344;Москва и обл.;12 818 136,00;12 736 691,00;81 445,00;0,64
228;3;Миллениум Банк;3423;Москва и обл.;12 728 029,00;12 097 873,00;630 156,00;5,21
229;-19;Гаранти Банк — Москва;3275;Москва и обл.;12 696 530,00;14 925 666,00;-2 229 136,00;-14,93
230;-1;АйСиБиСи Банк;3475;Москва и обл.;12 651 442,00;12 493 532,00;157 910,00;1,26
231;4;РосДорБанк;1573;Москва и обл.;12 561 701,00;11 463 558,00;1 098 143,00;9,58
232;-36;Мир Бизнес Банк;3396;Москва и обл.;12 544 230,00;16 053 438,00;-3 509 208,00;-21,86
233;-1;СИАБ;3245;Санкт-Петербург и обл.;12 336 752,00;12 068 786,00;267 966,00;2,22
234;18;Рублев;3098;Москва и обл.;12 204 128,00;10 220 922,00;1 983 206,00;19,40
235;2;Банк Расчетов и Сбережений;2617;Москва и обл.;11 778 175,00;11 416 719,00;361 456,00;3,17
236;-6;Национальная Факторинговая Компания;3437;Москва и обл.;11 714 489,00;12 347 378,00;-632 889,00;-5,13
237;1;Платежный Центр;3166;Новосибирская обл.;11 696 916,00;11 317 649,00;379 267,00;3,35
238;-4;Транснациональный Банк;2108;Москва и обл.;11 599 469,00;11 663 883,00;-64 414,00;-0,55
239;0;Русский Ипотечный Банк;1968;Москва и обл.;11 384 210,00;11 159 876,00;224 334,00;2,01
240;-7;Солидарность (Москва);1555;Москва и обл.;11 367 838,00;11 876 617,00;-508 779,00;-4,28
241;20;Руснарбанк;3403;Москва и обл.;11 312 354,00;9 919 370,00;1 392 984,00;14,04
242;0;Эс-Би-Ай Банк;3185;Москва и обл.;11 308 896,00;11 041 302,00;267 594,00;2,42
243;-7;Банк24.ру;2227;Свердловская обл.;11 141 844,00;11 439 569,00;-297 725,00;-2,60
244;-1;Экономбанк;1319;Саратовская обл.;11 097 515,00;11 038 655,00;58 860,00;0,53
245;2;Банк Город;2644;Москва и обл.;11 041 899,00;10 548 245,00;493 654,00;4,68
246;-5;МАК-Банк;1088;Москва и обл.;11 031 313,00;11 048 517,00;-17 204,00;-0,16
247;-1;Денизбанк Москва;3330;Москва и обл.;10 855 298,00;10 609 278,00;246 020,00;2,32
248;0;Банк Акцепт;567;Новосибирская обл.;10 853 045,00;10 467 309,00;385 736,00;3,69
249;4;РусЮгбанк;2093;Волгоградская обл.;10 829 425,00;10 209 717,00;619 708,00;6,07
250;-5;Европейский;1616;Калининградская обл.;10 817 753,00;10 624 338,00;193 415,00;1,82
251;-7;Прио-Внешторгбанк;212;Рязанская обл.;10 646 529,00;10 721 603,00;-75 074,00;-0,70
252;-1;Росавтобанк;2767;Москва и обл.;10 590 493,00;10 409 975,00;180 518,00;1,73
253;-4;НК Банк;2755;Москва и обл.;10 511 014,00;10 436 347,00;74 667,00;0,72
254;1;ОФК Банк;2270;Москва и обл.;10 498 297,00;10 176 656,00;321 641,00;3,16
255;17;Темпбанк;55;Москва и обл.;10 459 557,00;9 413 631,00;1 045 926,00;11,11
256;-2;Социнвестбанк;1132;Башкортостан;10 458 640,00;10 206 060,00;252 580,00;2,47
257;2;Углеметбанк;2997;Челябинская обл.;10 425 820,00;10 069 242,00;356 578,00;3,54
258;2;Екатеринбург;3161;Свердловская обл.;10 135 766,00;10 063 300,00;72 466,00;0,72
259;5;Росэксимбанк;2790;Москва и обл.;10 062 644,00;9 845 839,00;216 805,00;2,20
260;3;Метробанк;2548;Москва и обл.;10 058 474,00;9 868 751,00;189 723,00;1,92
