Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Сентябрь, 2017, тыс. рублей;Август, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
44;0;Экспресс-Волга;3085;Костромская обл.;191 391 422,00;189 424 705,00;1 966 717,00;1,04
45;0;РосЕвроБанк;3137;Москва и обл.;184 265 544,00;183 387 488,00;878 056,00;0,48
46;0;ДельтаКредит;3338;Москва и обл.;169 909 412,00;169 611 013,00;298 399,00;0,18
47;0;МТС Банк;2268;Москва и обл.;165 085 814,00;164 661 204,00;424 610,00;0,26
48;3;РГС Банк;3073;Москва и обл.;155 658 503,00;136 842 104,00;18 816 399,00;13,75
49;0;Глобэкс;1942;Москва и обл.;140 797 815,00;150 885 447,00;-10 087 632,00;-6,69
50;-2;Национальный Расчетный Депозитарий;3294;Москва и обл.;139 868 483,00;156 872 035,00;-17 003 552,00;-10,84
51;-1;Авангард;2879;Москва и обл.;139 523 199,00;141 708 957,00;-2 185 758,00;-1,54
52;0;ОТП Банк;2766;Москва и обл.;137 728 601,00;132 271 065,00;5 457 536,00;4,13
53;0;Инвестторгбанк;2763;Москва и обл.;131 344 853,00;131 712 009,00;-367 156,00;-0,28
54;0;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;130 660 554,00;131 085 962,00;-425 408,00;-0,32
55;0;Аверс;415;Татарстан;130 624 337,00;126 282 458,00;4 341 879,00;3,44
56;3;Сетелем Банк;2168;Москва и обл.;124 571 207,00;117 502 659,00;7 068 548,00;6,02
57;-1;Кредит Европа Банк;3311;Москва и обл.;123 643 477,00;122 735 627,00;907 850,00;0,74
58;-1;СКБ-Банк;705;Свердловская обл.;119 671 986,00;122 048 686,00;-2 376 700,00;-1,95
59;1;Ренессанс Кредит;3354;Москва и обл.;119 663 052,00;116 993 441,00;2 669 611,00;2,28
60;1;Запсибкомбанк;918;Тюменская обл.;114 648 016,00;114 182 977,00;465 039,00;0,41
61;-3;МСП Банк;3340;Москва и обл.;114 356 930,00;117 751 156,00;-3 394 226,00;-2,88
62;2;РНКБ;1354;Симферополь;112 039 131,00;107 977 066,00;4 062 065,00;3,76
63;0;Русфинанс Банк;1792;Самарская обл.;111 898 788,00;109 161 495,00;2 737 293,00;2,51
64;1;Банк Финсервис;3388;Москва и обл.;104 923 215,00;103 030 148,00;1 893 067,00;1,84
65;-3;Роскосмосбанк;2989;Москва и обл.;104 167 746,00;113 798 217,00;-9 630 471,00;-8,46
66;1;Центр-инвест;2225;Ростовская обл.;103 877 104,00;101 904 124,00;1 972 980,00;1,94
67;-1;Таврический Банк;2304;Санкт-Петербург и обл.;103 150 051,00;102 738 700,00;411 351,00;0,40
68;1;Балтинвестбанк;3176;Санкт-Петербург и обл.;91 036 760,00;93 828 078,00;-2 791 318,00;-2,97
69;-1;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;89 222 581,00;100 057 489,00;-10 834 908,00;-10,83
70;1;Союз;2307;Москва и обл.;85 726 099,00;82 155 271,00;3 570 828,00;4,35
71;1;Кубань Кредит;2518;Краснодарский край;83 233 733,00;80 899 583,00;2 334 150,00;2,89
72;2;Локо-Банк;2707;Москва и обл.;80 294 460,00;77 568 732,00;2 725 728,00;3,51
73;5;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;78 819 055,00;72 344 323,00;6 474 732,00;8,95
74;1;РН Банк;170;Москва и обл.;75 648 981,00;76 035 528,00;-386 547,00;-0,51
75;-2;Росэксимбанк;2790;Москва и обл.;74 054 315,00;77 602 616,00;-3 548 301,00;-4,57
76;4;Металлинвестбанк;2440;Москва и обл.;71 875 415,00;67 622 898,00;4 252 517,00;6,29
77;2;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;69 480 094,00;67 897 838,00;1 582 256,00;2,33
78;-2;ЦентроКредит;121;Москва и обл.;68 448 717,00;76 032 856,00;-7 584 139,00;-9,97
79;-2;ВУЗ-Банк;1557;Свердловская обл.;68 261 118,00;73 702 030,00;-5 440 912,00;-7,38
80;1;Экспобанк;2998;Москва и обл.;65 062 787,00;65 790 631,00;-727 844,00;-1,11
81;6;Банк Интеза;2216;Москва и обл.;60 553 547,00;56 998 629,00;3 554 918,00;6,24
82;7;Крайинвестбанк;3360;Краснодарский край;58 491 127,00;54 888 762,00;3 602 365,00;6,56
83;0;БНП Париба Банк;3407;Москва и обл.;58 273 050,00;63 091 398,00;-4 818 348,00;-7,64
84;2;Балтийский Банк;128;Санкт-Петербург и обл.;57 407 952,00;58 194 870,00;-786 918,00;-1,35
85;3;СДМ-Банк;1637;Москва и обл.;57 320 935,00;56 572 682,00;748 253,00;1,32
86;-2;ОФК Банк;2270;Москва и обл.;56 998 347,00;60 018 444,00;-3 020 097,00;-5,03
87;-2;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;56 809 144,00;58 941 184,00;-2 132 040,00;-3,62
88;3;Международный Финансовый Клуб;2618;Москва и обл.;56 706 723,00;53 402 889,00;3 303 834,00;6,19
89;-7;Дойче Банк;3328;Москва и обл.;55 976 527,00;65 473 117,00;-9 496 590,00;-14,50
90;3;ББР Банк;2929;Москва и обл.;54 813 057,00;52 852 232,00;1 960 825,00;3,71
91;-21;БКС Банк;101;Новосибирская обл.;54 017 397,00;86 867 529,00;-32 850 132,00;-37,82
92;0;Социнвестбанк;1132;Башкортостан;53 292 281,00;53 363 741,00;-71 460,00;-0,13
93;-3;Тойота Банк;3470;Москва и обл.;52 556 262,00;54 624 989,00;-2 068 727,00;-3,79
94;2;Примсоцбанк;2733;Приморский край;51 806 519,00;49 120 477,00;2 686 042,00;5,47
95;-1;АйСиБиСи Банк;3475;Москва и обл.;50 120 895,00;50 603 156,00;-482 261,00;-0,95
96;-1;Челябинвестбанк;493;Челябинская обл.;50 027 086,00;50 030 768,00;-3 682,00;-0,01
97;0;Левобережный;1343;Новосибирская обл.;49 223 812,00;48 285 360,00;938 452,00;1,94
98;1;Интерпрогрессбанк;600;Москва и обл.;48 718 612,00;47 634 241,00;1 084 371,00;2,28
99;-1;Газэнергобанк;3252;Калужская обл.;48 443 754,00;48 198 176,00;245 578,00;0,51
100;0;Челиндбанк;485;Челябинская обл.;47 622 785,00;47 617 627,00;5 158,00;0,01
101;3;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;45 869 631,00;46 520 668,00;-651 037,00;-1,40
102;-1;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;45 711 192,00;47 357 827,00;-1 646 635,00;-3,48
103;-1;Севергазбанк;2816;Вологодская обл.;44 695 741,00;47 095 729,00;-2 399 988,00;-5,10
104;1;Фора-Банк;1885;Москва и обл.;44 563 080,00;43 856 721,00;706 359,00;1,61
105;2;Финанс Бизнес Банк;520;Москва и обл.;43 834 204,00;39 299 813,00;4 534 391,00;11,54
106;2;Коммерцбанк (Евразия);3333;Москва и обл.;42 757 495,00;38 820 951,00;3 936 544,00;10,14
107;-1;Саровбизнесбанк;2048;Нижегородская обл.;41 649 854,00;41 423 387,00;226 467,00;0,55
108;-5;Еврофинанс Моснарбанк;2402;Москва и обл.;39 092 988,00;46 654 450,00;-7 561 462,00;-16,21
109;1;БыстроБанк;1745;Удмуртия;36 956 022,00;36 623 083,00;332 939,00;0,91
110;-1;Квантмобайл Банк;1189;Москва и обл.;36 576 947,00;36 819 950,00;-243 003,00;-0,66
111;0;Объединенный Капитал;2611;Санкт-Петербург и обл.;36 554 394,00;34 788 421,00;1 765 973,00;5,08
112;1;Кольцо Урала;65;Свердловская обл.;33 615 216,00;34 422 242,00;-807 026,00;-2,34
113;13;Бэнк оф Чайна;2309;Москва и обл.;33 153 077,00;28 923 670,00;4 229 407,00;14,62
114;6;Солидарность;554;Самарская обл.;32 602 779,00;31 862 332,00;740 447,00;2,32
115;6;Дальневосточный Банк;843;Приморский край;32 596 485,00;31 746 413,00;850 072,00;2,68
116;3;Платежный Центр;3166;Новосибирская обл.;32 592 894,00;31 898 266,00;694 628,00;2,18
117;-1;Бинбанк Диджитал;2827;Москва и обл.;32 567 102,00;32 738 366,00;-171 264,00;-0,52
118;-1;НС Банк;3124;Москва и обл.;32 336 453,00;32 624 847,00;-288 394,00;-0,88
119;3;АктивКапитал Банк;3006;Самарская обл.;31 955 966,00;31 199 526,00;756 440,00;2,42
120;-5;Фольксваген Банк Рус;3500;Москва и обл.;31 294 901,00;33 332 119,00;-2 037 218,00;-6,11
121;3;Приморье;3001;Приморский край;30 921 248,00;30 649 434,00;271 814,00;0,89
122;-10;Кредит Урал Банк;2584;Челябинская обл.;29 684 467,00;34 660 791,00;-4 976 324,00;-14,36
123;2;Газбанк;2316;Самарская обл.;29 643 813,00;29 639 315,00;4 498,00;0,02
124;-1;Алмазэргиэнбанк;2602;Саха (Якутия);29 541 029,00;30 799 394,00;-1 258 365,00;-4,09
125;2;СЭБ Банк;3235;Санкт-Петербург и обл.;29 382 327,00;28 574 101,00;808 226,00;2,83
126;-12;Генбанк;2490;Симферополь;28 208 940,00;34 157 711,00;-5 948 771,00;-17,42
127;2;БМВ Банк;3482;Москва и обл.;28 004 564,00;27 335 237,00;669 327,00;2,45
128;2;Интерпромбанк;3266;Москва и обл.;27 243 631,00;27 318 244,00;-74 613,00;-0,27
129;2;Девон-Кредит;1972;Татарстан;27 170 819,00;27 021 961,00;148 858,00;0,55
130;4;Аресбанк;2914;Москва и обл.;26 715 133,00;26 727 059,00;-11 926,00;-0,04
131;1;Татсоцбанк;480;Татарстан;26 667 021,00;26 920 456,00;-253 435,00;-0,94
132;-4;Энерготрансбанк;1307;Калининградская обл.;26 540 606,00;27 964 738,00;-1 424 132,00;-5,09
133;0;Чайна Констракшн;3515;Москва и обл.;26 323 495,00;26 818 791,00;-495 296,00;-1,85
134;-16;Национальный Стандарт;3421;Москва и обл.;26 272 676,00;32 147 879,00;-5 875 203,00;-18,28
135;0;Ланта-Банк;1920;Москва и обл.;25 930 779,00;25 642 461,00;288 318,00;1,12
136;1;Акибанк;2587;Татарстан;25 470 067,00;25 121 046,00;349 021,00;1,39
137;1;Липецккомбанк;1242;Липецкая обл.;23 814 980,00;24 521 539,00;-706 559,00;-2,88
138;-2;Мир Бизнес Банк;3396;Москва и обл.;23 760 792,00;25 200 992,00;-1 440 200,00;-5,71
139;0;Данске Банк;3307;Санкт-Петербург и обл.;23 471 335,00;24 330 094,00;-858 759,00;-3,53
140;2;Курскпромбанк;735;Курская обл.;23 272 910,00;22 769 802,00;503 108,00;2,21
141;3;Мерседес-Бенц Банк Рус;3473;Москва и обл.;23 253 337,00;22 461 938,00;791 399,00;3,52
142;-1;Энергобанк;67;Татарстан;23 193 156,00;23 035 685,00;157 471,00;0,68
143;2;Урал ФД;249;Пермская обл.;23 006 681,00;22 380 593,00;626 088,00;2,80
144;-1;Натиксис Банк;3390;Москва и обл.;21 369 605,00;22 701 951,00;-1 332 346,00;-5,87
145;24;Собинбанк;1317;Москва и обл.;21 362 418,00;15 550 747,00;5 811 671,00;37,37
146;4;Кошелев-Банк;3300;Самарская обл.;21 312 696,00;20 800 235,00;512 461,00;2,46
147;1;Хлынов;254;Кировская обл.;21 294 386,00;21 138 571,00;155 815,00;0,74
148;7;Банк Кредит Свисс;2494;Москва и обл.;20 897 155,00;18 748 262,00;2 148 893,00;11,46
149;-3;Агропромкредит;2880;Москва и обл.;20 796 127,00;21 852 474,00;-1 056 347,00;-4,83
150;-3;Московское Ипотечное Агентство;3344;Москва и обл.;20 329 446,00;21 178 185,00;-848 739,00;-4,01
151;3;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;20 212 252,00;19 713 338,00;498 914,00;2,53
152;-1;Москоммерцбанк;3365;Москва и обл.;20 084 511,00;20 219 834,00;-135 323,00;-0,67
153;-4;МБА-Москва;3395;Москва и обл.;20 027 662,00;20 847 044,00;-819 382,00;-3,93
154;-1;НБД-Банк;1966;Нижегородская обл.;19 902 687,00;19 916 845,00;-14 158,00;-0,07
155;-3;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;19 632 268,00;19 986 629,00;-354 361,00;-1,77
156;2;Алеф-Банк;2119;Москва и обл.;18 620 045,00;18 398 275,00;221 770,00;1,21
157;2;Александровский;53;Санкт-Петербург и обл.;18 588 547,00;18 245 518,00;343 029,00;1,88
158;-2;Тольяттихимбанк;2507;Самарская обл.;18 484 683,00;18 562 618,00;-77 935,00;-0,42
159;1;Держава;2738;Москва и обл.;18 290 015,00;17 848 628,00;441 387,00;2,47
160;-20;Русский Международный Банк;3123;Москва и обл.;18 280 049,00;23 907 491,00;-5 627 442,00;-23,54
161;-4;Рублев;3098;Москва и обл.;17 933 578,00;18 502 029,00;-568 451,00;-3,07
162;0;Развитие-Столица;3013;Москва и обл.;17 720 384,00;17 192 956,00;527 428,00;3,07
163;2;Джей энд Ти Банк;3061;Москва и обл.;17 614 491,00;16 814 003,00;800 488,00;4,76
164;-1;Темпбанк;55;Москва и обл.;17 188 905,00;17 144 617,00;44 288,00;0,26
165;-1;Пойдем!;2534;Москва и обл.;17 141 974,00;16 957 577,00;184 397,00;1,09
166;0;Банк Акцепт;567;Новосибирская обл.;16 647 600,00;16 313 820,00;333 780,00;2,05
167;0;Инбанк;1829;Москва и обл.;16 470 359,00;16 310 531,00;159 828,00;0,98
168;-7;Денизбанк Москва;3330;Москва и обл.;16 438 360,00;17 245 787,00;-807 427,00;-4,68
169;5;Расчетно-Кредитный Банк;103;Москва и обл.;16 324 586,00;15 227 203,00;1 097 383,00;7,21
170;-2;Объединенный Кредитный Банк;1118;Ярославская обл.;15 619 960,00;15 713 439,00;-93 479,00;-0,59
171;7;Киви Банк;2241;Москва и обл.;15 576 481,00;14 905 542,00;670 939,00;4,50
172;3;Прио-Внешторгбанк;212;Рязанская обл.;15 527 613,00;15 075 865,00;451 748,00;3,00
173;-3;Норвик Банк;902;Кировская обл.;15 340 372,00;15 512 038,00;-171 666,00;-1,11
174;-1;Банк ВВБ;1093;Севастополь;15 304 944,00;15 289 834,00;15 110,00;0,10
175;-4;Нацинвестпромбанк;3077;Москва и обл.;15 231 812,00;15 342 260,00;-110 448,00;-0,72
176;-4;Морской Банк;77;Москва и обл.;15 026 879,00;15 298 568,00;-271 689,00;-1,78
177;-1;НК Банк;2755;Москва и обл.;14 985 155,00;15 052 759,00;-67 604,00;-0,45
178;5;Национальный Резервный Банк;2170;Москва и обл.;14 644 413,00;13 882 075,00;762 338,00;5,49
179;0;Форштадт;2208;Оренбургская обл.;14 604 913,00;14 541 746,00;63 167,00;0,43
180;5;Ишбанк;2867;Москва и обл.;14 366 707,00;13 770 264,00;596 443,00;4,33
181;-4;Гарант-Инвест;2576;Москва и обл.;14 280 476,00;14 978 776,00;-698 300,00;-4,66
182;-2;Солидарность (Москва);1555;Москва и обл.;14 259 533,00;14 486 719,00;-227 186,00;-1,57
183;-2;Банк Казани;708;Татарстан;14 216 951,00;14 351 960,00;-135 009,00;-0,94
184;-2;РосДорБанк;1573;Москва и обл.;14 088 563,00;14 282 045,00;-193 482,00;-1,35
185;2;Нижневолжский Коммерческий Банк;931;Саратовская обл.;13 404 149,00;13 414 754,00;-10 605,00;-0,08
186;0;Уралтрансбанк;812;Свердловская обл.;13 393 288,00;13 735 976,00;-342 688,00;-2,49
187;-3;Национальная Факторинговая Компания;3437;Москва и обл.;13 245 163,00;13 816 339,00;-571 176,00;-4,13
188;0;КС Банк;1752;Мордовия;13 158 999,00;13 169 625,00;-10 626,00;-0,08
189;1;Русский Ипотечный Банк;1968;Москва и обл.;12 944 955,00;12 997 885,00;-52 930,00;-0,41
190;2;ТЭМБР-Банк;2764;Москва и обл.;12 242 443,00;12 173 186,00;69 257,00;0,57
191;2;Агросоюз;1459;Москва и обл.;12 150 210,00;12 009 167,00;141 043,00;1,17
192;3;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;12 136 240,00;11 887 479,00;248 761,00;2,09
193;8;Новопокровский;467;Краснодарский край;11 982 057,00;11 352 384,00;629 673,00;5,55
194;0;НИКО-Банк;702;Оренбургская обл.;11 876 975,00;11 944 531,00;-67 556,00;-0,57
195;2;Ассоциация;732;Нижегородская обл.;11 821 067,00;11 488 271,00;332 796,00;2,90
196;-5;Ури Банк;3479;Москва и обл.;11 744 944,00;12 648 169,00;-903 225,00;-7,14
197;-8;Руснарбанк;3403;Москва и обл.;11 690 763,00;13 057 603,00;-1 366 840,00;-10,47
198;0;Русьуниверсалбанк;3293;Москва и обл.;11 540 805,00;11 426 693,00;114 112,00;1,00
199;13;Автоторгбанк;2776;Москва и обл.;11 454 292,00;9 678 665,00;1 775 627,00;18,35
200;0;Первомайский;518;Краснодарский край;11 434 008,00;11 361 915,00;72 093,00;0,63
201;-2;Датабанк;646;Удмуртия;11 313 462,00;11 421 504,00;-108 042,00;-0,95
202;3;Солид Банк;1329;Приморский край;11 203 063,00;11 110 423,00;92 640,00;0,83
203;0;Тройка-Д Банк;3431;Москва и обл.;11 153 383,00;11 214 379,00;-60 996,00;-0,54
204;-2;Банк Оренбург;3269;Оренбургская обл.;11 142 199,00;11 243 036,00;-100 837,00;-0,90
205;2;Юг-Инвестбанк;2772;Краснодарский край;11 134 071,00;10 839 596,00;294 475,00;2,72
206;2;Таатта;1249;Саха (Якутия);10 969 338,00;10 777 432,00;191 906,00;1,78
207;-1;Русский Торговый Банк;2842;Москва и обл.;10 847 690,00;10 877 286,00;-29 596,00;-0,27
208;-4;Гранд Инвест Банк;3053;Москва и обл.;10 583 862,00;11 154 747,00;-570 885,00;-5,12
209;0;Реалист Банк;1067;Иркутская обл.;10 260 780,00;10 356 498,00;-95 718,00;-0,92
210;0;Снежинский;1376;Челябинская обл.;10 189 121,00;9 921 027,00;268 094,00;2,70
211;-15;Модульбанк;1927;Костромская обл.;9 956 276,00;11 583 394,00;-1 627 118,00;-14,05
212;-1;Банк Жилищного Финансирования;3138;Москва и обл.;9 592 418,00;9 759 104,00;-166 686,00;-1,71
213;4;Воронеж;654;Воронежская обл.;9 523 495,00;9 030 953,00;492 542,00;5,45
214;2;РусЮгбанк;2093;Волгоградская обл.;9 431 002,00;9 169 463,00;261 539,00;2,85
215;71;Гута-Банк;256;Москва и обл.;9 428 672,00;5 065 938,00;4 362 734,00;86,12
216;5;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;9 409 512,00;8 832 081,00;577 431,00;6,54
217;-4;Екатеринбург;3161;Свердловская обл.;9 280 351,00;9 445 160,00;-164 809,00;-1,74
218;0;МС Банк Рус;2789;Москва и обл.;8 956 593,00;8 962 796,00;-6 203,00;-0,07
219;6;Консервативный Коммерческий Банк;1087;Астраханская обл.;8 930 216,00;8 656 443,00;273 773,00;3,16
220;13;Морган Стэнли Банк;3456;Москва и обл.;8 888 988,00;7 978 288,00;910 700,00;11,41
221;2;Промтрансбанк;2638;Башкортостан;8 745 769,00;8 668 278,00;77 491,00;0,89
222;5;Славия;2664;Москва и обл.;8 614 693,00;8 446 282,00;168 411,00;1,99
223;-3;Эксперт Банк;2949;Омская обл.;8 609 742,00;8 903 644,00;-293 902,00;-3,30
224;2;Томскпромстройбанк;1720;Томская обл.;8 578 176,00;8 474 996,00;103 180,00;1,22
225;-10;Углеметбанк;2997;Челябинская обл.;8 493 590,00;9 212 100,00;-718 510,00;-7,80
226;-2;Трансстройбанк;2807;Москва и обл.;8 325 648,00;8 658 803,00;-333 155,00;-3,85
227;8;Энергомашбанк;52;Санкт-Петербург и обл.;8 304 548,00;7 869 864,00;434 684,00;5,52
228;2;Белгородсоцбанк;760;Белгородская обл.;8 272 829,00;7 994 994,00;277 835,00;3,48
229;-10;СИАБ;3245;Санкт-Петербург и обл.;8 239 233,00;8 937 408,00;-698 175,00;-7,81
230;-8;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;8 201 395,00;8 820 796,00;-619 401,00;-7,02
231;0;Московский Нефтехимический Банк;1411;Москва и обл.;8 147 937,00;7 993 808,00;154 129,00;1,93
232;14;Банк Раунд;2506;Москва и обл.;8 116 152,00;7 233 152,00;883 000,00;12,21
233;-5;Мосуралбанк;2468;Москва и обл.;7 919 212,00;8 024 846,00;-105 634,00;-1,32
234;26;Ю Би Эс Банк;3463;Москва и обл.;7 891 330,00;6 608 930,00;1 282 400,00;19,40
235;-6;Вокбанк;312;Нижегородская обл.;7 855 790,00;8 010 863,00;-155 073,00;-1,94
236;0;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 784 378,00;7 817 351,00;-32 973,00;-0,42
237;1;Кранбанк;2271;Ивановская обл.;7 767 449,00;7 638 367,00;129 082,00;1,69
238;2;Ставропольпромстройбанк;1288;Ставропольский край;7 559 242,00;7 578 424,00;-19 182,00;-0,25
239;9;Финам Банк;2799;Москва и обл.;7 511 991,00;7 118 117,00;393 874,00;5,53
240;-1;Северный Кредит;2398;Вологодская обл.;7 488 123,00;7 612 193,00;-124 070,00;-1,63
241;-9;Азия-Инвест Банк;3303;Москва и обл.;7 468 426,00;7 978 780,00;-510 354,00;-6,40
242;2;Уралкапиталбанк;2519;Башкортостан;7 434 123,00;7 284 420,00;149 703,00;2,06
243;-1;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 433 578,00;7 323 307,00;110 271,00;1,51
244;1;Актив Банк;2529;Мордовия;7 364 688,00;7 280 689,00;83 999,00;1,15
245;-2;Хакасский Муниципальный Банк;1049;Хакасия;7 351 426,00;7 285 860,00;65 566,00;0,90
246;7;ФорБанк;2063;Москва и обл.;7 324 522,00;6 885 744,00;438 778,00;6,37
247;-13;Нефтепромбанк;2156;Москва и обл.;7 301 867,00;7 905 412,00;-603 545,00;-7,63
248;-7;РЕСО Кредит;3450;Москва и обл.;7 258 045,00;7 401 910,00;-143 865,00;-1,94
249;-2;Нейва;1293;Свердловская обл.;7 132 440,00;7 225 679,00;-93 239,00;-1,29
250;2;Чувашкредитпромбанк;1280;Чувашия;6 932 952,00;6 913 390,00;19 562,00;0,28
251;5;Газтрансбанк;665;Адыгея;6 929 465,00;6 833 719,00;95 746,00;1,40
252;-15;Российская Финансовая Корпорация;3099;Москва и обл.;6 874 310,00;7 726 928,00;-852 618,00;-11,03
253;1;Альба Альянс;2593;Москва и обл.;6 850 733,00;6 871 342,00;-20 609,00;-0,30
254;5;Сити Инвест Банк;3194;Санкт-Петербург и обл.;6 817 635,00;6 629 981,00;187 654,00;2,83
255;0;Северный Народный Банк;2721;Коми;6 772 998,00;6 842 016,00;-69 018,00;-1,01
256;1;Русь;704;Оренбургская обл.;6 760 772,00;6 820 850,00;-60 078,00;-0,88
257;1;Новобанк;1352;Новгородская обл.;6 753 129,00;6 680 616,00;72 513,00;1,09
258;-8;Проминвестбанк;2433;Москва и обл.;6 718 202,00;6 968 878,00;-250 676,00;-3,60
