Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Ноябрь, 2019, тыс. рублей;Октябрь, 2019, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;-3;Донкомбанк;492;Ростовская обл.;4 125 071,00;4 402 095,00;-277 024,00;-6,29
260;0;Вологжанин;1896;Вологодская обл.;4 092 724,00;4 252 854,00;-160 130,00;-3,77
261;2;Банк Кремлевский;2905;Москва и обл.;4 051 721,00;4 094 504,00;-42 783,00;-1,04
262;2;Банк Фридом Финанс;1143;Москва и обл.;3 988 715,00;4 079 893,00;-91 178,00;-2,23
263;3;Алтайкапиталбанк;2659;Алтайский край;3 956 364,00;4 040 969,00;-84 605,00;-2,09
264;4;ПэйПал Ру;3517;Москва и обл.;3 931 145,00;3 931 145,00;0,00;0
265;2;Долинск;857;Сахалинская обл.;3 922 902,00;3 971 327,00;-48 425,00;-1,22
266;3;Славянский Кредит;2960;Москва и обл.;3 860 013,00;3 909 562,00;-49 549,00;-1,27
267;10;ЮМК Банк;3495;Краснодарский край;3 796 768,00;3 598 864,00;197 904,00;5,50
268;14;Банк Реалист;2646;Москва и обл.;3 686 193,00;3 456 098,00;230 095,00;6,66
269;6;Современные Стандарты Бизнеса;3397;Москва и обл.;3 657 010,00;3 678 326,00;-21 316,00;-0,58
270;4;Владбизнесбанк;903;Владимирская обл.;3 641 367,00;3 691 542,00;-50 175,00;-1,36
271;-1;Оргбанк;3312;Москва и обл.;3 632 427,00;3 804 987,00;-172 560,00;-4,54
272;-11;Платина;2347;Москва и обл.;3 597 270,00;4 248 457,00;-651 187,00;-15,33
273;13;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;3 562 857,00;3 140 986,00;421 871,00;13,43
274;4;Уралпромбанк;2964;Челябинская обл.;3 562 461,00;3 597 327,00;-34 866,00;-0,97
275;-4;Уралфинанс;1370;Свердловская обл.;3 534 306,00;3 796 484,00;-262 178,00;-6,91
276;4;Объединенный Резервный Банк;937;Москва и обл.;3 496 929,00;3 504 709,00;-7 780,00;-0,22
277;2;Первый Клиентский Банк;3436;Москва и обл.;3 469 926,00;3 575 968,00;-106 042,00;-2,97
278;-43;Данске Банк;3307;Санкт-Петербург и обл.;3 469 102,00;6 123 494,00;-2 654 392,00;-43,35
279;-6;Элита;1399;Калужская обл.;3 464 563,00;3 704 163,00;-239 600,00;-6,47
280;3;Унифондбанк;3416;Москва и обл.;3 458 781,00;3 379 637,00;79 144,00;2,34
281;-5;Коммерческий Индо Банк;3446;Москва и обл.;3 384 420,00;3 599 246,00;-214 826,00;-5,97
282;-1;ФинТех;3499;Москва и обл.;3 379 581,00;3 501 625,00;-122 044,00;-3,49
283;2;Первоуральскбанк;965;Свердловская обл.;3 297 555,00;3 163 120,00;134 435,00;4,25
284;3;Синко-Банк;2838;Москва и обл.;3 276 090,00;3 087 752,00;188 338,00;6,10
285;24;Далена Банк;1948;Москва и обл.;3 133 772,00;2 585 082,00;548 690,00;21,23
286;-2;Вестерн Юнион ДП Восток;2726;Москва и обл.;3 125 992,00;3 304 347,00;-178 355,00;-5,40
287;-32;Банк ПСА Финанс Рус;3481;Москва и обл.;3 111 798,00;4 411 292,00;-1 299 494,00;-29,46
288;2;Евразийский Банк;969;Москва и обл.;3 079 825,00;2 998 396,00;81 429,00;2,72
289;-1;Живаго Банк;2065;Рязанская обл.;3 053 059,00;3 017 045,00;36 014,00;1,19
290;7;Кетовский Коммерческий Банк;842;Курганская обл.;3 051 518,00;2 853 685,00;197 833,00;6,93
291;3;БСТ-Банк;2883;Кемеровская обл.;3 014 047,00;2 865 375,00;148 672,00;5,19
292;-3;Банк Заречье;817;Татарстан;2 988 291,00;3 009 645,00;-21 354,00;-0,71
293;2;Внешфинбанк;3173;Краснодарский край;2 984 526,00;2 863 502,00;121 024,00;4,23
294;-22;Бест Эффортс Банк;435;Москва и обл.;2 965 931,00;3 753 043,00;-787 112,00;-20,97
295;1;Профессионал Банк;3296;Москва и обл.;2 951 975,00;2 860 079,00;91 896,00;3,21
296;3;Тендер-Банк;2252;Москва и обл.;2 921 932,00;2 831 352,00;90 580,00;3,20
297;4;Новый Век;3417;Москва и обл.;2 859 304,00;2 777 528,00;81 776,00;2,94
298;8;Яринтербанк;2564;Ярославская обл.;2 828 030,00;2 616 647,00;211 383,00;8,08
299;12;Народный Банк;2249;Москва и обл.;2 817 154,00;2 486 333,00;330 821,00;13,31
300;0;Озон Банк;3516;Москва и обл.;2 813 743,00;2 785 123,00;28 620,00;1,03
301;1;Америкэн Экспресс Банк;3460;Москва и обл.;2 804 361,00;2 729 827,00;74 534,00;2,73
302;-9;ИТ Банк;2609;Омская обл.;2 752 192,00;2 886 997,00;-134 805,00;-4,67
303;1;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 750 735,00;2 690 451,00;60 284,00;2,24
304;-1;Международный Коммерческий Банк;2524;Москва и обл.;2 739 432,00;2 719 742,00;19 690,00;0,72
305;-14;Система;2846;Москва и обл.;2 716 158,00;2 983 252,00;-267 094,00;-8,95
306;-1;Газнефтьбанк;3223;Саратовская обл.;2 688 781,00;2 662 811,00;25 970,00;0,98
307;-9;Экси-Банк;2530;Санкт-Петербург и обл.;2 683 042,00;2 834 199,00;-151 157,00;-5,33
308;0;Евроальянс;1781;Ивановская обл.;2 674 742,00;2 611 668,00;63 074,00;2,42
309;-17;Юнистрим;3467;Москва и обл.;2 647 153,00;2 956 187,00;-309 034,00;-10,45
310;-3;Ермак;1809;Ханты-Мансийский АО — Югра;2 569 205,00;2 612 401,00;-43 196,00;-1,65
311;4;Йошкар-Ола;2802;Марий Эл;2 475 110,00;2 430 023,00;45 087,00;1,86
312;0;Социум-Банк;2881;Москва и обл.;2 455 230,00;2 483 108,00;-27 878,00;-1,12
313;0;РБА;3413;Москва и обл.;2 385 981,00;2 454 556,00;-68 575,00;-2,79
314;4;Витабанк;356;Санкт-Петербург и обл.;2 300 816,00;2 321 717,00;-20 901,00;-0,90
315;2;Первый Дортрансбанк;3271;Кировская обл.;2 281 573,00;2 342 825,00;-61 252,00;-2,61
316;19;Кросна-Банк;2607;Москва и обл.;2 266 476,00;2 015 890,00;250 586,00;12,43
317;-1;Банк Пермь;875;Пермская обл.;2 265 409,00;2 357 753,00;-92 344,00;-3,92
318;8;Костромаселькомбанк;1115;Костромская обл.;2 244 929,00;2 206 545,00;38 384,00;1,74
319;4;Мобильная карта;3522;Санкт-Петербург и обл.;2 243 069,00;2 243 069,00;0,00;0
320;-6;Банк Глобус;2438;Москва и обл.;2 241 390,00;2 433 458,00;-192 068,00;-7,89
321;7;Великие Луки Банк;598;Псковская обл.;2 218 277,00;2 199 436,00;18 841,00;0,86
322;7;Вкабанк;1027;Астраханская обл.;2 217 517,00;2 197 139,00;20 378,00;0,93
323;9;Приобье;537;Ханты-Мансийский АО — Югра;2 216 227,00;2 129 164,00;87 063,00;4,09
324;-14;Россита-Банк;3257;Москва и обл.;2 207 623,00;2 518 477,00;-310 854,00;-12,34
325;-4;Невский Банк;1068;Санкт-Петербург и обл.;2 195 145,00;2 267 603,00;-72 458,00;-3,20
326;-7;МТИ Банк;1052;Москва и обл.;2 189 221,00;2 318 535,00;-129 314,00;-5,58
327;-5;ИК Банк;1732;Татарстан;2 154 603,00;2 266 919,00;-112 316,00;-4,95
328;3;Капитал;575;Москва и обл.;2 152 935,00;2 136 108,00;16 827,00;0,79
329;1;Саратов;330;Саратовская обл.;2 120 220,00;2 151 285,00;-31 065,00;-1,44
330;-6;Первый Инвестиционный Банк;604;Москва и обл.;2 101 342,00;2 241 238,00;-139 896,00;-6,24
331;-11;Старооскольский Агропромбанк;1050;Белгородская обл.;2 089 239,00;2 299 823,00;-210 584,00;-9,16
332;2;Арзамас;1281;Нижегородская обл.;2 013 674,00;2 031 781,00;-18 107,00;-0,89
333;-6;Викинг;2;Санкт-Петербург и обл.;2 011 685,00;2 204 673,00;-192 988,00;-8,75
334;4;Земкомбанк;574;Ростовская обл.;1 837 059,00;1 829 963,00;7 096,00;0,39
335;-10;Сельмашбанк;106;Ростовская обл.;1 820 152,00;2 224 249,00;-404 097,00;-18,17
336;1;Майкопбанк;1136;Адыгея;1 814 007,00;1 848 370,00;-34 363,00;-1,86
337;-1;Новый Московский Банк;2932;Москва и обл.;1 790 193,00;1 877 745,00;-87 552,00;-4,66
338;5;Кредпромбанк;1165;Ярославская обл.;1 754 232,00;1 691 605,00;62 627,00;3,70
339;0;Калуга;1151;Калужская обл.;1 722 355,00;1 810 032,00;-87 677,00;-4,84
340;9;Дом-Банк;3209;Москва и обл.;1 722 242,00;1 615 214,00;107 028,00;6,63
341;4;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 719 965,00;1 688 953,00;31 012,00;1,84
342;4;АвтоКредитБанк;1973;Татарстан;1 705 367,00;1 687 400,00;17 967,00;1,06
343;4;Кузбассхимбанк;2868;Кемеровская обл.;1 650 628,00;1 647 031,00;3 597,00;0,22
344;4;Алтынбанк;2070;Татарстан;1 631 455,00;1 619 273,00;12 182,00;0,75
345;-5;Промсельхозбанк;538;Москва и обл.;1 626 108,00;1 746 956,00;-120 848,00;-6,92
346;-13;Росбизнесбанк;1405;Москва и обл.;1 624 874,00;2 041 561,00;-416 687,00;-20,41
347;3;Расчетные Решения;3524;Москва и обл.;1 607 455,00;1 613 163,00;-5 708,00;-0,35
348;-6;Банк РМП;2574;Москва и обл.;1 594 858,00;1 695 566,00;-100 708,00;-5,94
349;17;Народный Доверительный Банк;2374;Москва и обл.;1 591 572,00;1 329 809,00;261 763,00;19,68
350;1;Проинвестбанк;784;Пермская обл.;1 577 125,00;1 589 703,00;-12 578,00;-0,79
351;5;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 565 377,00;1 511 997,00;53 380,00;3,53
352;0;Спутник;1071;Самарская обл.;1 563 287,00;1 541 738,00;21 549,00;1,40
353;19;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 550 647,00;1 257 643,00;293 004,00;23,30
354;0;Столичный Кредит;2853;Москва и обл.;1 540 042,00;1 538 163,00;1 879,00;0,12
355;-11;Тексбанк;2756;Карачаево-Черкесия;1 526 071,00;1 690 488,00;-164 417,00;-9,73
356;-15;Сервис Резерв;2034;Москва и обл.;1 514 025,00;1 744 572,00;-230 547,00;-13,22
357;-4;ИРС;272;Москва и обл.;1 506 803,00;1 538 874,00;-32 071,00;-2,08
358;1;Крона-Банк;2499;Иркутская обл.;1 474 569,00;1 465 429,00;9 140,00;0,62
359;-4;Новокиб;1747;Кемеровская обл.;1 474 210,00;1 534 069,00;-59 859,00;-3,90
360;18;Межбанковский Кредитный Союз;3242;Москва и обл.;1 456 703,00;1 174 389,00;282 314,00;24,04
361;3;Ноосфера;2650;Республика Алтай;1 444 797,00;1 342 032,00;102 765,00;7,66
362;31;Мурманский Расчетный Центр;3341;Мурманская обл.;1 423 322,00;925 577,00;497 745,00;53,78
363;-2;Прохладный;874;Кабардино-Балкария;1 421 427,00;1 387 335,00;34 092,00;2,46
364;-4;Вакобанк;1291;Псковская обл.;1 419 361,00;1 429 016,00;-9 655,00;-0,68
365;-7;Примтеркомбанк;21;Приморский край;1 408 298,00;1 470 710,00;-62 412,00;-4,24
366;2;Курган;2568;Курганская обл.;1 373 876,00;1 309 273,00;64 603,00;4,93
367;2;Русский Банк Сбережений;779;Ставропольский край;1 372 300,00;1 278 601,00;93 699,00;7,33
368;-11;Республиканский Кредитный Альянс;3017;Москва и обл.;1 368 397,00;1 473 996,00;-105 599,00;-7,16
369;-4;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 351 234,00;1 329 993,00;21 241,00;1,60
370;-8;Почтобанк;1788;Пермская обл.;1 344 903,00;1 382 159,00;-37 256,00;-2,70
371;-8;Яндекс Банк;3027;Москва и обл.;1 338 191,00;1 371 318,00;-33 127,00;-2,42
372;5;Нальчик;695;Кабардино-Балкария;1 337 273,00;1 177 661,00;159 612,00;13,55
373;-6;Кузнецкий Мост;2254;Москва и обл.;1 321 342,00;1 316 014,00;5 328,00;0,40
374;14;РФИ Банк;3351;Москва и обл.;1 293 647,00;1 022 054,00;271 593,00;26,57
375;-5;Руна-Банк;3207;Москва и обл.;1 267 367,00;1 277 344,00;-9 977,00;-0,78
376;-1;Майский;1673;Кабардино-Балкария;1 229 488,00;1 194 662,00;34 826,00;2,92
377;-3;Р-Инкас;3536;Москва и обл.;1 224 504,00;1 208 934,00;15 570,00;1,29
378;1;Апабанк;2404;Москва и обл.;1 169 706,00;1 163 340,00;6 366,00;0,55
379;-8;Элекснет;3314;Москва и обл.;1 148 351,00;1 272 893,00;-124 542,00;-9,78
380;5;Агора;3231;Москва и обл.;1 131 098,00;1 080 024,00;51 074,00;4,73
381;1;Дон-Тексбанк;1818;Ростовская обл.;1 128 050,00;1 137 361,00;-9 311,00;-0,82
382;-1;Байкалкредобанк;2990;Иркутская обл.;1 127 692,00;1 137 942,00;-10 250,00;-0,90
383;-10;Спецстройбанк;236;Москва и обл.;1 116 858,00;1 229 562,00;-112 704,00;-9,17
384;-8;Саммит Банк;85;Приморский край;1 109 015,00;1 180 231,00;-71 216,00;-6,03
385;-5;Спиритбанк;2053;Тульская обл.;1 107 641,00;1 151 000,00;-43 359,00;-3,77
386;-3;Невастройинвест;1926;Санкт-Петербург и обл.;1 096 473,00;1 110 260,00;-13 787,00;-1,24
387;5;Кредитинвест;1197;Дагестан;1 071 403,00;958 437,00;112 966,00;11,79
388;-2;ЕАТП Банк;1765;Астраханская обл.;1 071 191,00;1 075 795,00;-4 604,00;-0,43
389;-2;Синергия;2884;Саратовская обл.;1 041 964,00;1 049 972,00;-8 008,00;-0,76
390;-6;Максима;3379;Москва и обл.;996 383,00;1 086 540,00;-90 157,00;-8,30
391;3;Национальный Банк Сбережений;1949;Ивановская обл.;972 639,00;924 356,00;48 283,00;5,22
392;-2;Соколовский;2830;Москва и обл.;968 680,00;999 768,00;-31 088,00;-3,11
393;-2;Банк РСИ;3415;Москва и обл.;957 105,00;988 096,00;-30 991,00;-3,14
394;-5;Народный Инвестиционный Банк;2876;Самарская обл.;951 671,00;1 018 288,00;-66 617,00;-6,54
395;2;Финчер;3486;Москва и обл.;944 693,00;888 053,00;56 640,00;6,38
396;0;Балаково-Банк;444;Саратовская обл.;919 486,00;900 474,00;19 012,00;2,11
397;-2;Классик Эконом Банк;3298;Северная Осетия — Алания;916 205,00;903 030,00;13 175,00;1,46
398;1;Электронный платежный сервис;3509;Москва и обл.;829 375,00;829 375,00;0,00;0
399;-1;Химик;1114;Нижегородская обл.;815 146,00;882 676,00;-67 530,00;-7,65
400;1;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;790 501,00;801 385,00;-10 884,00;-1,36
401;5;Единая касса;3512;Москва и обл.;789 447,00;687 651,00;101 796,00;14,80
402;1;Объединенный Банк Республики;1016;Чувашия;775 330,00;760 935,00;14 395,00;1,89
403;-1;Прокоммерцбанк;2996;Москва и обл.;767 217,00;795 942,00;-28 725,00;-3,61
404;0;Космос;2245;Москва и обл.;742 995,00;722 970,00;20 025,00;2,77
405;15;Онего;2484;Карелия;716 598,00;533 300,00;183 298,00;34,37
406;-6;Металлург;2877;Москва и обл.;715 732,00;822 304,00;-106 572,00;-12,96
407;6;Вайлдберриз Банк;841;Москва и обл.;707 144,00;621 167,00;85 977,00;13,84
408;-3;Рента-Банк;3095;Москва и обл.;690 583,00;719 783,00;-29 200,00;-4,06
409;-2;РусьРегионБанк;685;Москва и обл.;677 322,00;683 817,00;-6 495,00;-0,95
410;1;Ресурс-Траст;3122;Москва и обл.;643 900,00;635 721,00;8 179,00;1,29
411;-3;Славянбанк;804;Новгородская обл.;637 812,00;671 859,00;-34 047,00;-5,07
412;-2;Геобанк;2027;Москва и обл.;622 018,00;639 565,00;-17 547,00;-2,74
413;-4;Вятич;2796;Рязанская обл.;620 505,00;647 067,00;-26 562,00;-4,10
414;0;Гефест;1046;Тверская обл.;611 303,00;611 134,00;169,00;0,03
415;19;Банк 131;3538;Татарстан;605 062,00;333 866,00;271 196,00;81,23
416;-1;РИБ;2749;Москва и обл.;562 378,00;605 706,00;-43 328,00;-7,15
417;-1;Эко-Инвест;3116;Москва и обл.;550 779,00;604 855,00;-54 076,00;-8,94
418;-6;Центрально-Азиатский;3037;Хакасия;545 896,00;629 704,00;-83 808,00;-13,31
419;4;Холмск;503;Сахалинская обл.;544 709,00;512 271,00;32 438,00;6,33
420;2;Дружба;990;Тюменская обл.;538 094,00;520 131,00;17 963,00;3,45
421;-3;Деньги.Мэйл.Ру;3511;Москва и обл.;521 454,00;582 596,00;-61 142,00;-10,49
422;-1;Таганрогбанк;3136;Ростовская обл.;516 335,00;520 677,00;-4 342,00;-0,83
423;-4;Монета.ру;3508;Марий Эл;504 394,00;562 921,00;-58 527,00;-10,40
424;1;МВС Банк;2407;Дагестан;498 483,00;500 874,00;-2 391,00;-0,48
425;1;Моби.Деньги;3523;Москва и обл.;484 077,00;484 077,00;0,00;0
426;-2;Сетевая Расчетная Палата;3332;Татарстан;460 957,00;511 880,00;-50 923,00;-9,95
427;0;Народный Банк Тувы;1309;Тыва;439 836,00;480 187,00;-40 351,00;-8,40
428;2;Банк Берейт;3505;Санкт-Петербург и обл.;427 578,00;402 188,00;25 390,00;6,31
429;-1;Континенталь;3184;Ставропольский край;427 577,00;453 889,00;-26 312,00;-5,80
430;-1;Лэнд Кредит;1478;Москва и обл.;404 146,00;409 694,00;-5 548,00;-1,35
431;-14;Единая Расчетная Палата;384;Москва и обл.;398 452,00;584 071,00;-185 619,00;-31,78
432;0;Тайдон;2085;Кемеровская обл.;371 510,00;372 167,00;-657,00;-0,18
433;-2;Северстройбанк;3507;Вологодская обл.;370 300,00;374 240,00;-3 940,00;-1,05
434;-1;Альтернатива;3452;Москва и обл.;339 581,00;340 812,00;-1 231,00;-0,36
435;0;Объединенная Расчетная Система;3342;Москва и обл.;301 657,00;317 965,00;-16 308,00;-5,13
436;0;Промсвязьинвест;2761;Дагестан;290 506,00;298 017,00;-7 511,00;-2,52
437;1;ПэйЮ;3518;Москва и обл.;283 065,00;283 065,00;0,00;0
438;1;Платежный Стандарт;3530;Новосибирская обл.;266 015,00;266 015,00;0,00;0
439;1;Платежи и Расчеты;3324;Самарская обл.;258 987,00;262 572,00;-3 585,00;-1,37
440;-3;Русское Финансовое Общество;3427;Москва и обл.;242 900,00;290 592,00;-47 692,00;-16,41
441;0;Нарат;1902;Татарстан;215 176,00;214 853,00;323,00;0,15
442;4;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;199 293,00;180 529,00;18 764,00;10,39
443;0;Элексир;3533;Москва и обл.;198 159,00;190 178,00;7 981,00;4,20
444;0;Перспектива;3532;Омская обл.;186 333,00;186 333,00;0,00;0
445;0;Красноярский Краевой Расчетный Центр;3483;Красноярский край;177 972,00;181 018,00;-3 046,00;-1,68
446;-4;Вест;2605;Москва и обл.;126 513,00;212 973,00;-86 460,00;-40,60
447;0;Дальний Восток;3318;Приморский край;126 091,00;133 299,00;-7 208,00;-5,41
448;0;Элплат;3535;Удмуртия;107 901,00;107 901,00;0,00;0
449;0;Премиум;3514;Москва и обл.;104 363,00;104 363,00;0,00;0
450;0;Инэко;3520;Ивановская обл.;91 380,00;91 380,00;0,00;0
