Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2015, тыс. рублей;Ноябрь, 2015, тыс. рублей;Изменение, тыс. рублей;Изменение, %
530;-12;Социум-Банк;2881;Москва и обл.;1 837 207,00;2 155 195,00;-317 988,00;-14,75
531;-2;Мострансбанк;2258;Москва и обл.;1 819 213,00;2 055 230,00;-236 017,00;-11,48
532;30;Вологдабанк;992;Вологодская обл.;1 813 058,00;1 649 041,00;164 017,00;9,95
533;19;Руна-Банк;3207;Москва и обл.;1 797 115,00;1 736 328,00;60 787,00;3,50
534;14;Кетовский Коммерческий Банк;842;Курганская обл.;1 787 144,00;1 800 105,00;-12 961,00;-0,72
535;9;Крона-Банк;2499;Иркутская обл.;1 769 625,00;1 875 875,00;-106 250,00;-5,66
536;20;Майкопбанк;1136;Адыгея;1 768 764,00;1 687 022,00;81 742,00;4,85
537;13;Нальчик;695;Кабардино-Балкария;1 768 378,00;1 769 422,00;-1 044,00;-0,06
538;16;Холмск;503;Сахалинская обл.;1 753 329,00;1 708 196,00;45 133,00;2,64
539;8;Дом-Банк;3209;Москва и обл.;1 749 007,00;1 821 953,00;-72 946,00;-4,00
540;9;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 739 928,00;1 780 086,00;-40 158,00;-2,26
541;18;РУБанк;2813;Москва и обл.;1 726 380,00;1 671 253,00;55 127,00;3,30
542;13;Кемсоцинбанк;96;Кемеровская обл.;1 694 451,00;1 706 844,00;-12 393,00;-0,73
543;18;Икано Банк;3519;Центр;1 687 103,00;1 660 476,00;26 627,00;1,60
544;52;Банк МБФИ;2073;Москва и обл.;1 684 187,00;1 295 883,00;388 304,00;29,96
545;22;Тагилбанк;1635;Свердловская обл.;1 656 600,00;1 565 701,00;90 899,00;5,81
546;18;Вэлтон Банк;1105;Белгородская обл.;1 649 418,00;1 604 809,00;44 609,00;2,78
547;22;Приобье;537;Ханты-Мансийский АО — Югра;1 618 801,00;1 546 324,00;72 477,00;4,69
548;15;1Банк;2896;Северная Осетия — Алания;1 594 867,00;1 647 419,00;-52 552,00;-3,19
549;-8;Мурманский Расчетный Центр;3341;Мурманская обл.;1 589 139,00;1 920 704,00;-331 565,00;-17,26
550;15;Примтеркомбанк;21;Приморский край;1 577 183,00;1 593 576,00;-16 393,00;-1,03
551;22;Великие Луки Банк;598;Псковская обл.;1 574 847,00;1 510 354,00;64 493,00;4,27
552;35;Сельмашбанк;106;Ростовская обл.;1 571 993,00;1 385 380,00;186 613,00;13,47
553;25;Ноосфера;2650;Республика Алтай;1 564 310,00;1 479 236,00;85 074,00;5,75
554;25;Коммерческий Банк Развития;3364;Москва и обл.;1 545 235,00;1 476 952,00;68 283,00;4,62
555;16;Калуга;1151;Калужская обл.;1 543 614,00;1 527 299,00;16 315,00;1,07
556;1;Озон Банк;3516;Москва и обл.;1 540 248,00;1 684 132,00;-143 884,00;-8,54
557;38;Соколовский;2830;Москва и обл.;1 539 609,00;1 300 907,00;238 702,00;18,35
558;0;ИК Банк;1732;Татарстан;1 535 155,00;1 679 683,00;-144 528,00;-8,60
559;25;Новый Кредитный Союз;3139;Москва и обл.;1 526 368,00;1 401 351,00;125 017,00;8,92
560;17;Спутник;1071;Оренбургская обл.;1 509 651,00;1 484 609,00;25 042,00;1,69
561;11;Вятич;2796;Рязанская обл.;1 500 006,00;1 521 575,00;-21 569,00;-1,42
562;6;Инкаробанк;2696;Москва и обл.;1 496 667,00;1 559 169,00;-62 502,00;-4,01
563;17;ГринКомБанк;1184;Иркутская обл.;1 494 436,00;1 474 899,00;19 537,00;1,32
564;6;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 493 706,00;1 543 522,00;-49 816,00;-3,23
565;23;Первый Дортрансбанк;3271;Кировская обл.;1 449 380,00;1 384 075,00;65 305,00;4,72
566;16;Регнум;3373;Москва и обл.;1 437 759,00;1 417 131,00;20 628,00;1,46
567;7;Арзамас;1281;Нижегородская обл.;1 433 388,00;1 502 111,00;-68 723,00;-4,58
568;7;РФИ Банк;3351;Москва и обл.;1 432 609,00;1 496 132,00;-63 523,00;-4,25
569;7;Кредитинвест;1197;Дагестан;1 422 893,00;1 490 488,00;-67 595,00;-4,54
570;11;Жилкредит;1736;Москва и обл.;1 417 934,00;1 444 970,00;-27 036,00;-1,87
571;22;Почтобанк;1788;Пермская обл.;1 412 392,00;1 347 187,00;65 205,00;4,84
572;13;Саратов;330;Саратовская обл.;1 395 717,00;1 388 591,00;7 126,00;0,51
573;10;Пульс Столицы;3002;Москва и обл.;1 384 697,00;1 407 389,00;-22 692,00;-1,61
574;12;Взаимодействие;1704;Новосибирская обл.;1 382 603,00;1 386 766,00;-4 163,00;-0,30
575;22;Синергия;2884;Саратовская обл.;1 371 915,00;1 294 406,00;77 509,00;5,99
576;14;Банк РМП;2574;Москва и обл.;1 353 074,00;1 372 090,00;-19 016,00;-1,39
577;12;Саммит Банк;85;Приморский край;1 345 615,00;1 378 419,00;-32 804,00;-2,38
578;20;ПэйПал Ру;3517;Москва и обл.;1 292 588,00;1 292 588,00;0,00;0
579;15;Сталь Банк;2248;Москва и обл.;1 275 044,00;1 338 427,00;-63 383,00;-4,74
580;21;Сервис Резерв;2034;Москва и обл.;1 251 450,00;1 224 546,00;26 904,00;2,20
581;21;МТИ Банк;1052;Москва и обл.;1 225 159,00;1 215 235,00;9 924,00;0,82
582;27;Арсенал;3000;Москва и обл.;1 225 030,00;1 114 731,00;110 299,00;9,89
583;38;Динамичные Системы;3439;Москва и обл.;1 219 769,00;1 007 156,00;212 613,00;21,11
584;24;Тендер-Банк;2252;Москва и обл.;1 215 979,00;1 114 887,00;101 092,00;9,07
585;14;Химик;1114;Нижегородская обл.;1 196 427,00;1 227 928,00;-31 501,00;-2,57
586;6;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 195 323,00;1 357 996,00;-162 673,00;-11,98
587;20;Новый Промышленный Банк;930;Москва и обл.;1 189 889,00;1 122 062,00;67 827,00;6,04
588;12;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 184 069,00;1 224 855,00;-40 786,00;-3,33
589;30;Космос;2245;Москва и обл.;1 182 618,00;1 020 031,00;162 587,00;15,94
590;20;Максима;3379;Москва и обл.;1 181 475,00;1 094 146,00;87 329,00;7,98
591;12;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 177 963,00;1 165 464,00;12 499,00;1,07
592;12;Финарс Банк;2938;Москва и обл.;1 161 064,00;1 153 415,00;7 649,00;0,66
593;13;Камский Горизонт;2554;Татарстан;1 149 427,00;1 130 165,00;19 262,00;1,70
594;-3;Финтрастбанк;3104;Москва и обл.;1 133 371,00;1 369 499,00;-236 128,00;-17,24
595;47;Южный Региональный Банк;3015;Ростовская обл.;1 118 583,00;893 090,00;225 493,00;25,25
596;16;Агора;3231;Москва и обл.;1 099 141,00;1 079 379,00;19 762,00;1,83
597;21;Яндекс Банк;3027;Москва и обл.;1 091 477,00;1 026 371,00;65 106,00;6,34
598;31;Тетраполис;1586;Санкт-Петербург и обл.;1 087 731,00;965 798,00;121 933,00;12,63
599;29;Металлург;2877;Москва и обл.;1 080 206,00;966 252,00;113 954,00;11,79
600;31;Москва;1661;Москва и обл.;1 063 879,00;956 246,00;107 633,00;11,26
601;13;ЕАТП Банк;1765;Астраханская обл.;1 062 758,00;1 058 426,00;4 332,00;0,41
602;11;Дон-Тексбанк;1818;Ростовская обл.;1 062 135,00;1 072 305,00;-10 170,00;-0,95
603;8;Регионфинансбанк;3357;Москва и обл.;1 059 621,00;1 081 958,00;-22 337,00;-2,06
604;1;Республиканский Кредитный Альянс;3017;Москва и обл.;1 054 509,00;1 148 513,00;-94 004,00;-8,18
605;12;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 048 048,00;1 038 441,00;9 607,00;0,93
606;9;Элекснет;3314;Москва и обл.;1 047 646,00;1 047 646,00;0,00;0
607;9;Курган;2568;Курганская обл.;1 039 874,00;1 042 891,00;-3 017,00;-0,29
608;12;Онего;2484;Карелия;1 019 876,00;1 013 332,00;6 544,00;0,65
609;14;Невастройинвест;1926;Санкт-Петербург и обл.;1 011 756,00;1 000 388,00;11 368,00;1,14
610;23;Байкалкредобанк;2990;Иркутская обл.;1 007 966,00;947 370,00;60 596,00;6,40
611;29;Спецстройбанк;236;Москва и обл.;997 033,00;901 679,00;95 354,00;10,58
612;29;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;982 876,00;894 025,00;88 851,00;9,94
613;24;Первоуральскбанк;965;Свердловская обл.;981 480,00;924 169,00;57 311,00;6,20
614;13;Кузбассхимбанк;2868;Кемеровская обл.;960 603,00;971 739,00;-11 136,00;-1,15
615;21;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;954 616,00;937 069,00;17 547,00;1,87
616;19;Си Ди Би Банк;3339;Краснодарский край;946 968,00;940 798,00;6 170,00;0,66
617;7;Ресурс-Траст;3122;Москва и обл.;933 987,00;996 960,00;-62 973,00;-6,32
618;16;Классик Эконом Банк;3298;Северная Осетия — Алания;929 326,00;946 844,00;-17 518,00;-1,85
619;20;Акция;927;Ивановская обл.;924 648,00;918 935,00;5 713,00;0,62
620;5;Объединенный Банк Республики;1016;Чувашия;924 142,00;996 794,00;-72 652,00;-7,29
621;24;Вакобанк;1291;Псковская обл.;923 446,00;886 395,00;37 051,00;4,18
622;22;Центрально-Азиатский;3037;Хакасия;900 669,00;886 401,00;14 268,00;1,61
623;20;Русский Финансовый Альянс;2035;Москва и обл.;900 049,00;888 538,00;11 511,00;1,30
624;6;Майский;1673;Кабардино-Балкария;891 186,00;964 435,00;-73 249,00;-7,60
625;1;Тексбанк;2756;Карачаево-Черкесия;884 564,00;972 836,00;-88 272,00;-9,07
626;6;Новый Век;3417;Москва и обл.;882 328,00;949 615,00;-67 287,00;-7,09
627;19;Эльбин;2267;Дагестан;867 839,00;851 228,00;16 611,00;1,95
628;20;Славянбанк;804;Новгородская обл.;861 242,00;816 345,00;44 897,00;5,50
629;27;Народный Инвестиционный Банк;2876;Самарская обл.;819 982,00;763 114,00;56 868,00;7,45
630;22;Флора-Москва;533;Москва и обл.;818 891,00;795 487,00;23 404,00;2,94
631;28;Вестинтербанк;3398;Москва и обл.;813 385,00;719 571,00;93 814,00;13,04
632;22;Прохладный;874;Кабардино-Балкария;806 395,00;785 241,00;21 154,00;2,69
633;17;Межрегиональный Банк Реконструкции;2620;Москва и обл.;806 272,00;796 077,00;10 195,00;1,28
634;4;Жилстройбанк;2769;Москва и обл.;803 677,00;920 818,00;-117 141,00;-12,72
635;18;Народный Земельно-Промышленный Банк;2873;Алтайский край;793 186,00;791 360,00;1 826,00;0,23
636;26;РусьРегионБанк;685;Москва и обл.;763 781,00;703 086,00;60 695,00;8,63
637;12;Вайлдберриз Банк;841;Адыгея;761 762,00;813 879,00;-52 117,00;-6,40
638;20;Уралприватбанк;153;Свердловская обл.;759 717,00;742 589,00;17 128,00;2,31
639;18;Анелик РУ;3443;Москва и обл.;751 714,00;755 253,00;-3 539,00;-0,47
640;15;Русский Банк Сбережений;779;Ставропольский край;749 660,00;775 947,00;-26 287,00;-3,39
641;10;Расчетный Дом;3350;Москва и обл.;720 587,00;795 872,00;-75 285,00;-9,46
642;27;Геобанк;2027;Москва и обл.;704 121,00;637 032,00;67 089,00;10,53
643;22;Турбобанк;3203;Санкт-Петербург и обл.;688 170,00;669 768,00;18 402,00;2,75
644;16;Балаково-Банк;444;Саратовская обл.;679 778,00;715 947,00;-36 169,00;-5,05
645;19;РИТЦ Банк;2677;Москва и обл.;666 891,00;671 795,00;-4 904,00;-0,73
646;21;АлтайБизнес-Банк;2388;Алтайский край;656 709,00;648 769,00;7 940,00;1,22
647;24;Банк РСИ;3415;Москва и обл.;655 093,00;633 292,00;21 801,00;3,44
648;20;Гефест;1046;Тверская обл.;650 068,00;646 428,00;3 640,00;0,56
649;12;Прокоммерцбанк;2996;Москва и обл.;616 816,00;708 452,00;-91 636,00;-12,93
650;23;Терра;3476;Москва и обл.;610 465,00;589 931,00;20 534,00;3,48
651;29;Холдинвестбанк;2837;Москва и обл.;604 011,00;522 986,00;81 025,00;15,49
652;20;Новокиб;1747;Кемеровская обл.;603 630,00;596 343,00;7 287,00;1,22
653;13;ФинТех;3499;Москва и обл.;600 586,00;655 567,00;-54 981,00;-8,39
654;48;Азия Банк;3183;Москва и обл.;596 088,00;374 185,00;221 903,00;59,30
655;15;АвтоКредитБанк;1973;Татарстан;595 849,00;634 955,00;-39 106,00;-6,16
656;18;Лидер;3304;Москва и обл.;582 735,00;588 453,00;-5 718,00;-0,97
657;18;СМБ-Банк;3504;Санкт-Петербург и обл.;582 081,00;552 762,00;29 319,00;5,30
658;19;Энтузиастбанк;3048;Москва и обл.;561 023,00;528 632,00;32 391,00;6,13
659;20;Башпромбанк;1006;Башкортостан;525 778,00;523 789,00;1 989,00;0,38
660;25;ИР-Кредит;1724;Москва и обл.;520 368,00;471 495,00;48 873,00;10,37
661;17;Народный Банк Тувы;1309;Тыва;516 824,00;527 020,00;-10 196,00;-1,93
662;21;Международный Расчетный Банк;3028;Москва и обл.;513 357,00;493 648,00;19 709,00;3,99
663;18;Дружба;990;Тюменская обл.;503 779,00;508 533,00;-4 754,00;-0,93
664;-42;Интеркоопбанк;2803;Москва и обл.;502 972,00;1 004 287,00;-501 315,00;-49,92
665;17;Логос;3233;Москва и обл.;497 238,00;493 797,00;3 441,00;0,70
666;20;МВС Банк;2407;Дагестан;488 250,00;466 426,00;21 824,00;4,68
667;9;Кредо Финанс;793;Дагестан;488 238,00;544 729,00;-56 491,00;-10,37
668;16;АББ;2937;Москва и обл.;486 412,00;476 263,00;10 149,00;2,13
669;29;Европейский Стандарт;3200;Москва и обл.;486 282,00;404 984,00;81 298,00;20,07
670;17;Стар Альянс;3433;Москва и обл.;473 331,00;462 740,00;10 591,00;2,29
671;21;Эко-Инвест;3116;Москва и обл.;464 682,00;439 333,00;25 349,00;5,77
672;16;Банк Берейт;3505;Санкт-Петербург и обл.;453 604,00;459 999,00;-6 395,00;-1,39
673;18;Таганрогбанк;3136;Ростовская обл.;438 504,00;443 904,00;-5 400,00;-1,22
674;21;Алжан;2491;Дагестан;436 091,00;424 204,00;11 887,00;2,80
675;14;ГРиС-Банк;1928;Ставропольский край;434 826,00;452 321,00;-17 495,00;-3,87
676;14;Альтернатива;3452;Москва и обл.;426 554,00;449 233,00;-22 679,00;-5,05
677;16;Промсвязьинвест;2761;Дагестан;416 824,00;436 114,00;-19 290,00;-4,42
678;18;Информпрогресс;2166;Москва и обл.;415 298,00;415 058,00;240,00;0,06
679;15;Телекоммерц Банк;3380;Тульская обл.;405 742,00;431 261,00;-25 519,00;-5,92
680;21;Рента-Банк;3095;Москва и обл.;402 806,00;395 648,00;7 158,00;1,81
681;18;Континенталь;3184;Ставропольский край;396 869,00;400 238,00;-3 369,00;-0,84
682;29;РИБ;2749;Москва и обл.;388 737,00;316 374,00;72 363,00;22,87
683;17;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;385 835,00;395 684,00;-9 849,00;-2,49
684;19;Лэнд Кредит;1478;Москва и обл.;378 316,00;371 205,00;7 111,00;1,92
685;31;Монета.ру;3508;Марий Эл;365 359,00;252 772,00;112 587,00;44,54
686;18;Олма-Банк;3250;Москва и обл.;364 502,00;368 416,00;-3 914,00;-1,06
687;20;Рунэтбанк;2829;Москва и обл.;358 944,00;352 631,00;6 313,00;1,79
688;18;Тайдон;2085;Кемеровская обл.;356 943,00;355 964,00;979,00;0,28
689;16;Национальный Банк Сбережений;1949;Ивановская обл.;354 638,00;360 174,00;-5 536,00;-1,54
690;18;НКБ;2942;Москва и обл.;348 164,00;349 396,00;-1 232,00;-0,35
691;18;Банк Фридом Финанс;1143;Сахалинская обл.;341 722,00;337 492,00;4 230,00;1,25
692;5;Финчер;3486;Москва и обл.;336 866,00;412 069,00;-75 203,00;-18,25
693;17;Северстройбанк;3507;Вологодская обл.;323 114,00;324 462,00;-1 348,00;-0,42
694;18;Нарат;1902;Саратовская обл.;307 405,00;306 471,00;934,00;0,30
695;19;Приполярком;507;Тюменская обл.;271 335,00;280 524,00;-9 189,00;-3,28
696;19;Расчетные Решения;3524;Москва и обл.;265 405,00;267 611,00;-2 206,00;-0,82
697;24;Русское Финансовое Общество;3427;Москва и обл.;237 600,00;205 221,00;32 379,00;15,78
698;22;Майма;1037;Москва и обл.;226 153,00;213 109,00;13 044,00;6,12
699;14;Платежи и Расчеты;3324;Самарская обл.;225 891,00;289 501,00;-63 610,00;-21,97
700;19;Континент Финанс;149;Москва и обл.;222 793,00;219 281,00;3 512,00;1,60
701;16;Сетевая Расчетная Палата;3332;Татарстан;217 565,00;229 022,00;-11 457,00;-5,00
702;16;Красноярский Краевой Расчетный Центр;3483;Красноярский край;215 896,00;227 991,00;-12 095,00;-5,31
703;22;Инновационный Расчетный Центр;3447;Москва и обл.;193 905,00;126 899,00;67 006,00;52,80
704;28;Интеррасчет;1618;Москва и обл.;187 041,00;70 355,00;116 686,00;165,85
705;17;Электронный платежный сервис;3509;Москва и обл.;186 653,00;186 653,00;0,00;0
706;17;Деньги.Мэйл.Ру;3511;Москва и обл.;180 888,00;180 888,00;0,00;0
707;-364;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;161 218,00;5 637 739,00;-5 476 521,00;-97,14
708;16;Единая касса;3512;Москва и обл.;143 407,00;143 407,00;0,00;0
709;17;Фидбэк;3502;Москва и обл.;129 947,00;119 265,00;10 682,00;8,96
710;17;Моби.Деньги;3523;Москва и обл.;101 768,00;101 768,00;0,00;0
711;17;Вест;2605;Москва и обл.;100 796,00;98 638,00;2 158,00;2,19
712;18;КредитАльянс;3472;Вологодская обл.;94 979,00;94 099,00;880,00;0,94
713;16;Дальний Восток;3318;Тульская обл.;78 262,00;96 136,00;-17 874,00;-18,59
714;17;Умут;2435;Дагестан;75 326,00;74 808,00;518,00;0,69
715;19;Платежный Клиринговый Дом;3343;Москва и обл.;65 132,00;61 847,00;3 285,00;5,31
716;17;Единая Расчетная Палата;384;Москва и обл.;55 882,00;67 125,00;-11 243,00;-16,75
717;18;Премиум;3514;Москва и обл.;51 335,00;51 335,00;0,00;0
718;20;Транзит;2688;Дагестан;41 519,00;18 559,00;22 960,00;123,71
719;20;21 Век;3309;Санкт-Петербург и обл.;27 256,00;14 431,00;12 825,00;88,87
720;17;АРБ-Инкасс;3353;Москва и обл.;17 856,00;18 620,00;-764,00;-4,10
721;19;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;13 992,00;10 707,00;3 285,00;30,68
722;19;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 318,00;4 352,00;-34,00;-0,78
