Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2015, тыс. рублей;Ноябрь, 2015, тыс. рублей;Изменение, тыс. рублей;Изменение, %
60;2;Сургутнефтегазбанк;588;Ханты-Мансийский АО — Югра;124 621 375,00;121 769 732,00;2 851 643,00;2,34
61;-2;Инвестторгбанк;2763;Москва и обл.;124 351 866,00;128 295 851,00;-3 943 985,00;-3,07
62;-2;СКБ-Банк;705;Свердловская обл.;123 055 317,00;126 876 657,00;-3 821 340,00;-3,01
63;0;Международный Финансовый Клуб;2618;Москва и обл.;109 054 367,00;116 143 295,00;-7 088 928,00;-6,10
64;0;Русфинанс Банк;1792;Самарская обл.;107 382 590,00;108 913 766,00;-1 531 176,00;-1,41
65;2;ЦентроКредит;121;Москва и обл.;105 749 132,00;101 285 019,00;4 464 113,00;4,41
66;-1;Сетелем Банк;2168;Москва и обл.;102 941 708,00;105 375 986,00;-2 434 278,00;-2,31
67;1;Запсибкомбанк;918;Тюменская обл.;101 284 015,00;99 697 588,00;1 586 427,00;1,59
68;2;Интеркоммерц Банк;1657;Москва и обл.;101 183 817,00;98 355 159,00;2 828 658,00;2,88
69;-3;БНП Париба Банк;3407;Москва и обл.;101 157 539,00;102 853 062,00;-1 695 523,00;-1,65
70;17;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;99 069 353,00;67 484 379,00;31 584 974,00;46,80
71;0;Балтийский Банк;128;Санкт-Петербург и обл.;97 386 906,00;97 497 645,00;-110 739,00;-0,11
72;0;Союз;2307;Москва и обл.;92 553 232,00;93 403 820,00;-850 588,00;-0,91
73;-4;Локо-Банк;2707;Москва и обл.;92 227 894,00;98 893 537,00;-6 665 643,00;-6,74
74;0;Банк БФА;3038;Санкт-Петербург и обл.;89 467 395,00;89 998 257,00;-530 862,00;-0,59
75;-2;Центр-инвест;2225;Ростовская обл.;89 213 336,00;91 094 813,00;-1 881 477,00;-2,07
76;-1;РосинтерБанк;226;Москва и обл.;88 805 929,00;88 127 846,00;678 083,00;0,77
77;-1;Дойче Банк;3328;Москва и обл.;86 758 352,00;86 714 970,00;43 382,00;0,05
78;1;Бинбанк Диджитал;2827;Москва и обл.;81 251 914,00;80 262 653,00;989 261,00;1,23
79;-1;Таврический Банк;2304;Санкт-Петербург и обл.;79 711 638,00;80 777 447,00;-1 065 809,00;-1,32
80;4;Банк Финсервис;3388;Москва и обл.;75 121 926,00;71 041 835,00;4 080 091,00;5,74
81;1;Военно-Промышленный Банк;3065;Москва и обл.;73 672 261,00;72 917 448,00;754 813,00;1,04
82;-2;Банк Интеза;2216;Москва и обл.;73 568 451,00;78 208 086,00;-4 639 635,00;-5,93
83;3;Почта Банк;650;Москва и обл.;72 211 281,00;70 116 483,00;2 094 798,00;2,99
84;-1;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;71 604 307,00;71 290 911,00;313 396,00;0,44
85;4;АйСиБиСи Банк;3475;Москва и обл.;67 242 735,00;65 284 268,00;1 958 467,00;3,00
86;6;БФГ-Кредит;3068;Москва и обл.;65 593 923,00;63 001 541,00;2 592 382,00;4,11
87;1;Металлинвестбанк;2440;Москва и обл.;65 108 438,00;67 357 298,00;-2 248 860,00;-3,34
88;11;Юниаструм Банк;2771;Москва и обл.;64 389 462,00;55 348 522,00;9 040 940,00;16,33
89;4;Экспобанк;2998;Москва и обл.;64 225 502,00;62 672 090,00;1 553 412,00;2,48
90;0;Кубань Кредит;2518;Краснодарский край;63 121 464,00;63 595 266,00;-473 802,00;-0,75
91;3;Аверс;415;Татарстан;61 242 389,00;61 695 001,00;-452 612,00;-0,73
92;-1;РНКБ;1354;Симферополь;59 657 999,00;63 083 561,00;-3 425 562,00;-5,43
93;3;Образование;1521;Москва и обл.;59 496 856,00;58 638 045,00;858 811,00;1,46
94;-13;Балтинвестбанк;3176;Санкт-Петербург и обл.;55 956 172,00;76 663 031,00;-20 706 859,00;-27,01
95;3;Росэнергобанк;2211;Москва и обл.;55 509 246,00;56 215 589,00;-706 343,00;-1,26
96;-11;Бэнк оф Чайна;2309;Москва и обл.;55 508 094,00;70 151 286,00;-14 643 192,00;-20,87
97;3;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;53 566 090,00;53 761 679,00;-195 589,00;-0,36
98;-1;Финпромбанк (ФПБ Банк);2157;Москва и обл.;51 505 239,00;56 857 531,00;-5 352 292,00;-9,41
99;2;Национальный Стандарт;3421;Москва и обл.;50 892 858,00;51 762 265,00;-869 407,00;-1,68
100;3;Межтопэнергобанк;2956;Москва и обл.;49 962 227,00;50 356 742,00;-394 515,00;-0,78
101;3;Тойота Банк;3470;Москва и обл.;49 878 296,00;50 088 826,00;-210 530,00;-0,42
102;5;РН Банк;170;Москва и обл.;48 401 349,00;45 813 455,00;2 587 894,00;5,65
103;-1;Первобанк;3461;Самарская обл.;48 267 827,00;51 225 906,00;-2 958 079,00;-5,77
104;2;Фора-Банк;1885;Москва и обл.;47 724 048,00;47 961 138,00;-237 090,00;-0,49
105;0;Коммерцбанк (Евразия);3333;Москва и обл.;47 678 680,00;49 248 618,00;-1 569 938,00;-3,19
106;2;СДМ-Банк;1637;Москва и обл.;47 658 112,00;45 311 413,00;2 346 699,00;5,18
107;7;БКС Банк;101;Новосибирская обл.;46 704 165,00;42 678 717,00;4 025 448,00;9,43
108;4;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;46 001 656,00;43 559 444,00;2 442 212,00;5,61
109;2;Газэнергобанк;3252;Калужская обл.;45 422 607,00;44 994 451,00;428 156,00;0,95
110;3;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;45 383 679,00;43 206 706,00;2 176 973,00;5,04
111;-2;МБА-Москва;3395;Москва и обл.;45 259 943,00;45 201 698,00;58 245,00;0,13
112;3;ББР Банк;2929;Москва и обл.;44 244 585,00;42 554 582,00;1 690 003,00;3,97
113;4;Интерпрогрессбанк;600;Москва и обл.;43 524 275,00;41 270 725,00;2 253 550,00;5,46
114;10;Росэксимбанк;2790;Москва и обл.;43 347 831,00;36 876 547,00;6 471 284,00;17,55
115;4;Примсоцбанк;2733;Приморский край;42 378 648,00;40 446 556,00;1 932 092,00;4,78
116;0;Челиндбанк;485;Челябинская обл.;42 296 224,00;41 593 908,00;702 316,00;1,69
117;1;Челябинвестбанк;493;Челябинская обл.;41 523 327,00;40 477 120,00;1 046 207,00;2,58
118;12;Еврофинанс Моснарбанк;2402;Москва и обл.;40 506 119,00;35 018 385,00;5 487 734,00;15,67
119;6;ПЧРБ Банк;3291;Москва и обл.;39 671 737,00;36 725 130,00;2 946 607,00;8,02
120;1;Левобережный;1343;Новосибирская обл.;39 463 214,00;38 529 092,00;934 122,00;2,42
121;10;Меткомбанк (Череповец);901;Вологодская обл.;38 586 489,00;34 973 360,00;3 613 129,00;10,33
122;10;Кольцо Урала;65;Свердловская обл.;38 152 691,00;34 716 650,00;3 436 041,00;9,90
123;-1;НС Банк;3124;Москва и обл.;37 195 488,00;37 467 011,00;-271 523,00;-0,72
124;3;Саровбизнесбанк;2048;Нижегородская обл.;36 251 912,00;36 451 025,00;-199 113,00;-0,55
125;3;Интерпромбанк;3266;Москва и обл.;36 169 587,00;35 491 459,00;678 128,00;1,91
126;0;Фольксваген Банк Рус;3500;Москва и обл.;36 107 718,00;36 491 104,00;-383 386,00;-1,05
127;-4;Русский Международный Банк;3123;Москва и обл.;35 266 316,00;37 270 677,00;-2 004 361,00;-5,38
128;1;Банк «Советский»;558;Санкт-Петербург и обл.;35 250 592,00;35 125 963,00;124 629,00;0,35
129;4;Русстройбанк;3205;Москва и обл.;33 893 169,00;33 989 405,00;-96 236,00;-0,28
130;23;Натиксис Банк;3390;Москва и обл.;32 853 934,00;26 692 015,00;6 161 919,00;23,09
131;6;Держава;2738;Москва и обл.;32 075 114,00;31 653 795,00;421 319,00;1,33
132;4;М2М Прайвет Банк;1414;Москва и обл.;31 904 419,00;31 841 132,00;63 287,00;0,20
133;2;Кедр;1574;Красноярский край;31 547 376,00;31 912 307,00;-364 931,00;-1,14
134;4;Севергазбанк;2816;Вологодская обл.;31 312 164,00;31 332 172,00;-20 008,00;-0,06
135;-1;Собинбанк;1317;Москва и обл.;31 244 778,00;31 938 434,00;-693 656,00;-2,17
136;3;Приморье;3001;Приморский край;30 705 340,00;30 429 956,00;275 384,00;0,90
137;3;Кредит Урал Банк;2584;Челябинская обл.;30 445 313,00;30 095 533,00;349 780,00;1,16
138;8;Тольяттихимбанк;2507;Самарская обл.;30 315 516,00;28 336 092,00;1 979 424,00;6,99
139;4;Мерседес-Бенц Банк Рус;3473;Москва и обл.;29 727 447,00;29 398 060,00;329 387,00;1,12
140;2;БыстроБанк;1745;Удмуртия;29 712 502,00;29 553 978,00;158 524,00;0,54
141;0;Интехбанк;2705;Татарстан;29 346 043,00;29 836 071,00;-490 028,00;-1,64
142;2;Дальневосточный Банк;843;Приморский край;29 323 206,00;29 155 250,00;167 956,00;0,58
143;6;ОФК Банк;2270;Москва и обл.;29 048 175,00;27 738 062,00;1 310 113,00;4,72
144;26;Солидарность;554;Самарская обл.;28 750 476,00;22 372 873,00;6 377 603,00;28,51
145;2;АйМаниБанк;1975;Москва и обл.;28 490 801,00;28 286 967,00;203 834,00;0,72
146;2;Московское Ипотечное Агентство;3344;Москва и обл.;28 376 576,00;28 111 004,00;265 572,00;0,94
147;4;Газбанк;2316;Самарская обл.;28 091 508,00;27 391 553,00;699 955,00;2,56
148;12;Объединенный Капитал;2611;Санкт-Петербург и обл.;27 721 751,00;25 213 995,00;2 507 756,00;9,95
149;42;Инвестиционный Республиканский Банк;2571;Москва и обл.;27 502 928,00;18 871 336,00;8 631 592,00;45,74
150;6;Девон-Кредит;1972;Татарстан;27 387 771,00;26 068 902,00;1 318 869,00;5,06
151;18;Ишбанк;2867;Москва и обл.;27 148 006,00;22 572 815,00;4 575 191,00;20,27
152;10;Квантмобайл Банк;1189;Москва и обл.;26 650 277,00;24 842 971,00;1 807 306,00;7,27
153;4;Акибанк;2587;Татарстан;26 607 584,00;25 816 471,00;791 113,00;3,06
154;0;Москоммерцбанк;3365;Москва и обл.;26 260 376,00;26 484 887,00;-224 511,00;-0,85
155;4;АктивКапитал Банк;3006;Самарская обл.;25 967 510,00;25 296 686,00;670 824,00;2,65
156;-1;Липецккомбанк;1242;Липецкая обл.;25 605 653,00;26 140 013,00;-534 360,00;-2,04
157;-12;Экспо Финанс;2594;Москва и обл.;25 218 457,00;28 515 440,00;-3 296 983,00;-11,56
158;3;Тимер Банк;1581;Татарстан;25 215 968,00;25 043 007,00;172 961,00;0,69
159;4;Легион;3117;Москва и обл.;25 019 364,00;24 474 786,00;544 578,00;2,23
160;5;Агропромкредит;2880;Москва и обл.;24 977 236,00;24 077 541,00;899 695,00;3,74
161;6;Урал ФД;249;Пермская обл.;24 643 264,00;23 527 249,00;1 116 015,00;4,74
162;25;Чайна Констракшн;3515;Москва и обл.;24 386 473,00;19 193 240,00;5 193 233,00;27,06
163;-11;Модульбанк;1927;Костромская обл.;24 119 063,00;26 712 618,00;-2 593 555,00;-9,71
164;0;Генбанк;2490;Москва и обл.;24 047 811,00;24 115 978,00;-68 167,00;-0,28
165;3;Алмазэргиэнбанк;2602;Саха (Якутия);23 722 139,00;23 068 713,00;653 426,00;2,83
166;10;Морской Банк;77;Москва и обл.;23 470 795,00;20 861 699,00;2 609 096,00;12,51
167;-1;Платежный Центр;3166;Новосибирская обл.;22 595 297,00;23 849 115,00;-1 253 818,00;-5,26
168;3;СтарБанк;548;Москва и обл.;22 542 033,00;22 144 298,00;397 735,00;1,80
169;13;Энерготрансбанк;1307;Калининградская обл.;22 457 903,00;19 966 921,00;2 490 982,00;12,48
170;3;Ланта-Банк;1920;Москва и обл.;22 210 505,00;21 625 333,00;585 172,00;2,71
171;4;Альта-Банк;2269;Москва и обл.;22 109 373,00;21 300 371,00;809 002,00;3,80
172;2;СЭБ Банк;3235;Санкт-Петербург и обл.;21 844 262,00;21 444 025,00;400 237,00;1,87
173;-1;Спурт Банк;2207;Татарстан;21 729 708,00;21 799 679,00;-69 971,00;-0,32
174;39;Аресбанк;2914;Москва и обл.;21 250 792,00;14 977 922,00;6 272 870,00;41,88
175;2;ФИА-Банк;2542;Самарская обл.;20 923 758,00;20 772 732,00;151 026,00;0,73
176;5;НБД-Банк;1966;Нижегородская обл.;20 707 831,00;20 033 871,00;673 960,00;3,36
177;8;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;20 586 166,00;19 684 207,00;901 959,00;4,58
178;1;Энергобанк;67;Татарстан;20 537 611,00;20 334 439,00;203 172,00;1,00
179;1;Нацинвестпромбанк;3077;Москва и обл.;20 187 058,00;20 190 328,00;-3 270,00;-0,02
180;6;Морган Стэнли Банк;3456;Москва и обл.;19 892 165,00;19 610 111,00;282 054,00;1,44
181;-3;Социнвестбанк;1132;Башкортостан;19 551 838,00;20 374 153,00;-822 315,00;-4,04
182;6;Курскпромбанк;735;Курская обл.;19 453 119,00;19 154 935,00;298 184,00;1,56
183;7;ВУЗ-Банк;1557;Свердловская обл.;19 393 559,00;19 055 362,00;338 197,00;1,77
184;0;БМВ Банк;3482;Москва и обл.;18 849 048,00;19 730 813,00;-881 765,00;-4,47
185;8;Рублев;3098;Москва и обл.;18 438 727,00;17 924 929,00;513 798,00;2,87
186;3;Банк Кредит Свисс;2494;Москва и обл.;18 382 752,00;19 074 554,00;-691 802,00;-3,63
187;5;Денизбанк Москва;3330;Москва и обл.;18 122 511,00;18 160 913,00;-38 402,00;-0,21
188;9;Развитие-Столица;3013;Москва и обл.;18 114 870,00;16 681 973,00;1 432 897,00;8,59
189;6;Алеф-Банк;2119;Москва и обл.;17 602 440,00;17 855 091,00;-252 651,00;-1,42
190;22;Тройка-Д Банк;3431;Москва и обл.;17 445 124,00;15 020 894,00;2 424 230,00;16,14
191;12;Расчетно-Кредитный Банк;103;Москва и обл.;17 326 725,00;15 963 646,00;1 363 079,00;8,54
192;25;НК Банк;2755;Москва и обл.;17 293 046,00;14 622 339,00;2 670 707,00;18,26
193;3;Хлынов;254;Кировская обл.;17 115 331,00;16 989 272,00;126 059,00;0,74
194;8;Данске Банк;3307;Санкт-Петербург и обл.;17 016 420,00;15 973 176,00;1 043 244,00;6,53
195;3;Ури Банк;3479;Москва и обл.;16 495 687,00;16 392 333,00;103 354,00;0,63
196;4;Джей энд Ти Банк;3061;Москва и обл.;16 386 128,00;16 042 990,00;343 138,00;2,14
197;9;Центркомбанк;2983;Москва и обл.;16 315 400,00;15 481 765,00;833 635,00;5,38
198;3;Уралтрансбанк;812;Свердловская обл.;16 268 903,00;15 990 305,00;278 598,00;1,74
199;0;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;15 965 475,00;16 208 759,00;-243 284,00;-1,50
200;5;Гарант-Инвест;2576;Москва и обл.;15 846 151,00;15 604 642,00;241 509,00;1,55
201;3;Форштадт;2208;Оренбургская обл.;15 437 483,00;15 639 135,00;-201 652,00;-1,29
202;5;Русский Ипотечный Банк;1968;Москва и обл.;15 367 377,00;15 480 669,00;-113 292,00;-0,73
203;5;Норвик Банк;902;Кировская обл.;15 312 834,00;15 382 785,00;-69 951,00;-0,45
204;7;Гранд Инвест Банк;3053;Москва и обл.;15 255 556,00;15 222 184,00;33 372,00;0,22
205;5;Росавтобанк;2767;Москва и обл.;15 164 035,00;15 267 543,00;-103 508,00;-0,68
206;-12;Национальный Резервный Банк;2170;Москва и обл.;15 069 713,00;17 914 040,00;-2 844 327,00;-15,88
207;7;Темпбанк;55;Москва и обл.;15 047 169,00;14 931 260,00;115 909,00;0,78
208;1;РосДорБанк;1573;Москва и обл.;14 985 395,00;15 315 049,00;-329 654,00;-2,15
209;9;Банк Акцепт;567;Новосибирская обл.;14 932 481,00;14 600 025,00;332 456,00;2,28
210;5;ТЭМБР-Банк;2764;Москва и обл.;14 597 257,00;14 744 297,00;-147 040,00;-1,00
211;15;Татсоцбанк;480;Татарстан;14 567 837,00;12 631 391,00;1 936 446,00;15,33
212;8;БайкалБанк;2632;Бурятия;14 106 854,00;13 830 827,00;276 027,00;2,00
213;37;Российская Финансовая Корпорация;3099;Москва и обл.;14 035 227,00;10 719 727,00;3 315 500,00;30,93
214;5;ГПБ-Ипотека;2403;Москва и обл.;13 827 458,00;13 957 944,00;-130 486,00;-0,93
215;7;Пойдем!;2534;Москва и обл.;13 779 409,00;13 488 398,00;291 011,00;2,16
216;5;Дил-Банк;3384;Москва и обл.;13 707 960,00;13 722 535,00;-14 575,00;-0,11
217;7;Финансовый Стандарт;1053;Москва и обл.;13 456 822,00;12 904 866,00;551 956,00;4,28
218;9;Прио-Внешторгбанк;212;Рязанская обл.;13 008 951,00;12 617 363,00;391 588,00;3,10
219;10;Агросоюз;1459;Москва и обл.;12 992 660,00;12 482 446,00;510 214,00;4,09
220;3;Нефтяной Альянс;2859;Москва и обл.;12 900 760,00;13 082 024,00;-181 264,00;-1,39
221;7;Международный Акционерный Банк;1987;Москва и обл.;12 713 317,00;12 531 122,00;182 195,00;1,45
222;9;Солидарность (Москва);1555;Москва и обл.;12 514 847,00;12 195 754,00;319 093,00;2,62
223;2;Инбанк;1829;Москва и обл.;12 490 582,00;12 720 048,00;-229 466,00;-1,80
224;9;Объединенный Кредитный Банк;1118;Ярославская обл.;12 365 067,00;11 985 534,00;379 533,00;3,17
225;5;Русьуниверсалбанк;3293;Москва и обл.;12 348 433,00;12 459 788,00;-111 355,00;-0,89
226;8;Солид Банк;1329;Камчатская обл.;12 127 937,00;11 899 226,00;228 711,00;1,92
227;9;КС Банк;1752;Мордовия;11 599 914,00;11 565 364,00;34 550,00;0,30
228;12;Первомайский;518;Краснодарский край;11 507 303,00;11 322 284,00;185 019,00;1,63
229;19;Нижневолжский Коммерческий Банк;931;Саратовская обл.;11 430 471,00;10 772 148,00;658 323,00;6,11
230;11;Стратегия;2801;Москва и обл.;11 425 221,00;11 309 841,00;115 380,00;1,02
231;18;Русский Торговый Банк;2842;Москва и обл.;11 406 349,00;10 727 371,00;678 978,00;6,33
232;10;Ренессанс;1939;Москва и обл.;11 346 975,00;11 245 486,00;101 489,00;0,90
233;2;Национальная Факторинговая Компания;3437;Москва и обл.;11 261 621,00;11 786 160,00;-524 539,00;-4,45
234;3;Автоторгбанк;2776;Москва и обл.;11 234 709,00;11 539 139,00;-304 430,00;-2,64
235;9;Арксбанк;1868;Москва и обл.;11 134 937,00;10 983 934,00;151 003,00;1,37
236;3;Развитие;2729;Карачаево-Черкесия;10 973 888,00;11 368 946,00;-395 058,00;-3,47
237;-5;ЕвроситиБанк;1869;Москва и обл.;10 908 772,00;12 024 520,00;-1 115 748,00;-9,28
238;18;СИАБ;3245;Санкт-Петербург и обл.;10 807 780,00;10 442 638,00;365 142,00;3,50
239;15;Банк Оренбург;3269;Оренбургская обл.;10 805 390,00;10 586 356,00;219 034,00;2,07
240;13;Промтрансбанк;2638;Башкортостан;10 783 605,00;10 594 146,00;189 459,00;1,79
241;4;Гаранти Банк — Москва;3275;Москва и обл.;10 726 813,00;10 857 164,00;-130 351,00;-1,20
242;1;Банк Жилищного Финансирования;3138;Москва и обл.;10 684 064,00;11 003 288,00;-319 224,00;-2,90
243;15;Кошелев-Банк;3300;Самарская обл.;10 656 937,00;10 157 834,00;499 103,00;4,91
244;7;Александровский;53;Санкт-Петербург и обл.;10 559 753,00;10 705 610,00;-145 857,00;-1,36
245;1;Унифин;2654;Москва и обл.;10 412 097,00;10 810 305,00;-398 208,00;-3,68
246;9;НИКО-Банк;702;Оренбургская обл.;10 363 527,00;10 521 929,00;-158 402,00;-1,51
247;5;Киви Банк;2241;Москва и обл.;10 227 569,00;10 705 406,00;-477 837,00;-4,46
248;12;Славия;2664;Москва и обл.;10 141 643,00;9 983 069,00;158 574,00;1,59
249;10;Энергомашбанк;52;Санкт-Петербург и обл.;9 882 559,00;10 015 463,00;-132 904,00;-1,33
250;7;Ассоциация;732;Нижегородская обл.;9 878 213,00;10 224 409,00;-346 196,00;-3,39
251;-4;Хованский;2145;Москва и обл.;9 729 713,00;10 790 392,00;-1 060 679,00;-9,83
252;10;Ставропольпромстройбанк;1288;Ставропольский край;9 580 120,00;9 622 892,00;-42 772,00;-0,44
253;11;Новопокровский;467;Краснодарский край;9 392 165,00;9 488 264,00;-96 099,00;-1,01
254;13;Банк Казани;708;Татарстан;9 363 286,00;9 095 213,00;268 073,00;2,95
255;8;Кредит-Москва;5;Москва и обл.;9 278 911,00;9 560 666,00;-281 755,00;-2,95
256;18;Миллениум Банк;3423;Москва и обл.;9 275 519,00;8 760 013,00;515 506,00;5,88
257;-19;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;9 220 459,00;11 442 117,00;-2 221 658,00;-19,42
258;10;Финанс Бизнес Банк;520;Москва и обл.;9 193 031,00;8 957 767,00;235 264,00;2,63
259;6;Снежинский;1376;Челябинская обл.;9 149 543,00;9 269 302,00;-119 759,00;-1,29
260;19;Датабанк;646;Удмуртия;8 894 474,00;8 557 271,00;337 203,00;3,94
