Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Февраль, 2016, тыс. рублей;Январь, 2016, тыс. рублей;Изменение, тыс. рублей;Изменение, %
258;18;Синко-Банк;2838;Москва и обл.;9 283 461,00;8 517 964,00;765 497,00;8,99
259;-26;Гаранти Банк — Москва;3275;Москва и обл.;9 184 378,00;11 680 276,00;-2 495 898,00;-21,37
260;-1;Екатеринбург;3161;Свердловская обл.;9 138 614,00;9 482 962,00;-344 348,00;-3,63
261;-7;Ставропольпромстройбанк;1288;Ставропольский край;9 067 418,00;9 904 202,00;-836 784,00;-8,45
262;-12;Нефтепромбанк;2156;Москва и обл.;9 056 299,00;10 101 095,00;-1 044 796,00;-10,34
263;6;Вега-Банк;3270;Москва и обл.;9 047 667,00;8 897 760,00;149 907,00;1,68
264;6;Вокбанк;312;Нижегородская обл.;9 039 830,00;8 870 790,00;169 040,00;1,91
265;0;Кредит-Москва;5;Москва и обл.;9 022 572,00;9 229 350,00;-206 778,00;-2,24
266;2;Альба Альянс;2593;Москва и обл.;8 983 311,00;8 903 815,00;79 496,00;0,89
267;10;Консервативный Коммерческий Банк;1087;Астраханская обл.;8 721 011,00;8 509 594,00;211 417,00;2,48
268;16;Союзный;3236;Москва и обл.;8 703 232,00;7 967 431,00;735 801,00;9,24
269;11;РусЮгбанк;2093;Волгоградская обл.;8 688 520,00;8 395 126,00;293 394,00;3,49
270;-7;Северо-Восточный Альянс;2768;Москва и обл.;8 682 044,00;9 318 523,00;-636 479,00;-6,83
271;-9;Верхневолжский;1084;Ярославская обл.;8 641 566,00;9 321 161,00;-679 595,00;-7,29
272;0;Голдман Сакс Банк;3490;Москва и обл.;8 581 795,00;8 619 435,00;-37 640,00;-0,44
273;0;Юг-Инвестбанк;2772;Краснодарский край;8 479 294,00;8 595 943,00;-116 649,00;-1,36
274;-13;ПИР Банк;2655;Москва и обл.;8 458 137,00;9 419 710,00;-961 573,00;-10,21
275;-4;Мир Бизнес Банк;3396;Москва и обл.;8 441 380,00;8 706 347,00;-264 967,00;-3,04
276;3;Томскпромстройбанк;1720;Томская обл.;8 398 367,00;8 458 634,00;-60 267,00;-0,71
277;-10;Московский Нефтехимический Банк;1411;Москва и обл.;8 374 003,00;9 026 898,00;-652 895,00;-7,23
278;7;Эксперт Банк;2949;Омская обл.;8 315 039,00;7 938 723,00;376 316,00;4,74
279;9;Анкор Банк;889;Татарстан;8 218 844,00;7 705 880,00;512 964,00;6,66
280;2;Эс-Би-Ай Банк;3185;Москва и обл.;8 091 096,00;8 316 069,00;-224 973,00;-2,71
281;-7;Финам Банк;2799;Москва и обл.;7 993 325,00;8 574 555,00;-581 230,00;-6,78
282;1;Бинбанк Тверь;777;Тверская обл.;7 984 056,00;8 063 137,00;-79 081,00;-0,98
283;-2;Северный Кредит;2398;Вологодская обл.;7 979 056,00;8 347 277,00;-368 221,00;-4,41
284;-6;Миллениум Банк;3423;Москва и обл.;7 959 012,00;8 507 907,00;-548 895,00;-6,45
285;5;Славянский Кредит;2960;Москва и обл.;7 891 912,00;7 595 375,00;296 537,00;3,90
286;0;Белгородсоцбанк;760;Белгородская обл.;7 859 883,00;7 895 686,00;-35 803,00;-0,45
287;4;Рускобанк;138;Санкт-Петербург и обл.;7 723 100,00;7 567 368,00;155 732,00;2,06
288;-1;Торговый Городской Банк;3180;Москва и обл.;7 690 044,00;7 734 515,00;-44 471,00;-0,57
289;9;Азия-Инвест Банк;3303;Москва и обл.;7 672 100,00;7 300 172,00;371 928,00;5,09
290;47;МС Банк Рус;2789;Москва и обл.;7 589 040,00;5 872 021,00;1 717 019,00;29,24
291;-16;Углеметбанк;2997;Челябинская обл.;7 472 246,00;8 566 204,00;-1 093 958,00;-12,77
292;4;Бинбанк Мурманск;1276;Мурманская обл.;7 446 247,00;7 325 034,00;121 213,00;1,65
293;0;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 412 203,00;7 541 710,00;-129 507,00;-1,72
294;7;Банкхаус Эрбе;1717;Москва и обл.;7 319 634,00;7 213 643,00;105 991,00;1,47
295;13;Русский Трастовый Банк;1139;Москва и обл.;7 306 280,00;6 831 344,00;474 936,00;6,95
296;1;Воронеж;654;Воронежская обл.;7 191 858,00;7 323 588,00;-131 730,00;-1,80
297;8;Кубаньторгбанк;478;Краснодарский край;7 072 366,00;6 899 938,00;172 428,00;2,50
298;1;Век;2299;Москва и обл.;7 022 562,00;7 292 318,00;-269 756,00;-3,70
299;1;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;7 002 694,00;7 265 422,00;-262 728,00;-3,62
300;-5;Риабанк;3434;Москва и обл.;6 994 606,00;7 348 193,00;-353 587,00;-4,81
301;1;Чувашкредитпромбанк;1280;Чувашия;6 967 885,00;7 119 075,00;-151 190,00;-2,12
302;-13;Трансстройбанк;2807;Москва и обл.;6 906 130,00;7 688 358,00;-782 228,00;-10,17
303;15;Банк Торгового Финансирования;1982;Москва и обл.;6 877 120,00;6 541 162,00;335 958,00;5,14
304;17;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 871 213,00;6 464 685,00;406 528,00;6,29
305;1;Русь;704;Оренбургская обл.;6 825 106,00;6 899 397,00;-74 291,00;-1,08
306;11;Банк Кремлевский;2905;Москва и обл.;6 821 565,00;6 557 689,00;263 876,00;4,02
307;8;Коммерческий Индо Банк;3446;Москва и обл.;6 807 558,00;6 651 803,00;155 755,00;2,34
308;12;Руснарбанк;3403;Москва и обл.;6 802 367,00;6 469 277,00;333 090,00;5,15
309;5;Кранбанк;2271;Ивановская обл.;6 732 251,00;6 717 340,00;14 911,00;0,22
310;2;Актив Банк;2529;Мордовия;6 716 775,00;6 743 186,00;-26 411,00;-0,39
311;15;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 674 185,00;6 237 163,00;437 022,00;7,01
312;1;Эл Банк;1025;Самарская обл.;6 672 984,00;6 725 747,00;-52 763,00;-0,78
313;62;РАМ Банк;3480;Москва и обл.;6 637 916,00;4 366 157,00;2 271 759,00;52,03
314;9;Бинбанк Смоленск;1957;Смоленская обл.;6 603 412,00;6 409 753,00;193 659,00;3,02
315;9;РЕСО Кредит;3450;Москва и обл.;6 579 253,00;6 368 454,00;210 799,00;3,31
316;0;Нэклис-Банк;1671;Москва и обл.;6 526 495,00;6 622 089,00;-95 594,00;-1,44
317;-25;Проминвестбанк;2433;Москва и обл.;6 514 906,00;7 567 228,00;-1 052 322,00;-13,91
318;-9;Банк на Красных Воротах;2472;Москва и обл.;6 491 567,00;6 820 769,00;-329 202,00;-4,83
319;8;Ринвестбанк;3262;Рязанская обл.;6 477 454,00;6 231 899,00;245 555,00;3,94
320;-17;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;6 415 471,00;7 104 820,00;-689 349,00;-9,70
321;7;Хакасский Муниципальный Банк;1049;Хакасия;6 395 223,00;6 205 929,00;189 294,00;3,05
322;7;Северный Народный Банк;2721;Коми;6 381 786,00;6 196 155,00;185 631,00;3,00
323;10;Идея Банк;430;Краснодарский край;6 298 176,00;6 025 903,00;272 273,00;4,52
324;-30;Экспресс-Кредит;210;Москва и обл.;6 260 175,00;7 390 965,00;-1 130 790,00;-15,30
325;-3;НБК-Банк;3283;Москва и обл.;6 217 370,00;6 448 170,00;-230 800,00;-3,58
326;-19;Ю Би Эс Банк;3463;Москва и обл.;6 151 381,00;6 833 105,00;-681 724,00;-9,98
327;-2;Экси-Банк;2530;Санкт-Петербург и обл.;6 150 560,00;6 360 245,00;-209 685,00;-3,30
328;10;Сити Инвест Банк;3194;Санкт-Петербург и обл.;6 081 261,00;5 856 230,00;225 031,00;3,84
329;7;Банк Раунд;2506;Москва и обл.;6 058 384,00;5 907 674,00;150 710,00;2,55
330;11;Уралкапиталбанк;2519;Башкортостан;6 050 661,00;5 683 652,00;367 009,00;6,46
331;-20;Мосуралбанк;2468;Москва и обл.;5 740 562,00;6 769 674,00;-1 029 112,00;-15,20
332;0;Банк ПСА Финанс Рус;3481;Москва и обл.;5 731 718,00;6 065 481,00;-333 763,00;-5,50
333;2;Нейва;1293;Свердловская обл.;5 706 967,00;5 922 769,00;-215 802,00;-3,64
334;-3;Роспромбанк;3204;Москва и обл.;5 682 098,00;6 083 825,00;-401 727,00;-6,60
335;10;Газстройбанк;2919;Москва и обл.;5 642 221,00;5 544 872,00;97 349,00;1,76
336;6;Автоградбанк;1455;Татарстан;5 637 110,00;5 667 322,00;-30 212,00;-0,53
337;7;Милбанк;3256;Москва и обл.;5 633 666,00;5 565 759,00;67 907,00;1,22
338;1;Итуруп;2390;Сахалинская обл.;5 565 239,00;5 800 356,00;-235 117,00;-4,05
339;8;Камский Коммерческий Банк;438;Татарстан;5 521 952,00;5 412 556,00;109 396,00;2,02
340;12;Газтрансбанк;665;Адыгея;5 484 837,00;5 278 120,00;206 717,00;3,92
341;-11;Невский Банк;1068;Санкт-Петербург и обл.;5 475 489,00;6 161 218,00;-685 729,00;-11,13
342;8;Новый Московский Банк;2932;Москва и обл.;5 392 102,00;5 326 357,00;65 745,00;1,23
343;-3;Енисейский Объединенный Банк;2645;Красноярский край;5 350 500,00;5 744 718,00;-394 218,00;-6,86
344;24;РТС-Банк;3401;Самарская обл.;5 278 705,00;4 735 685,00;543 020,00;11,47
345;34;Прайм Финанс;2758;Санкт-Петербург и обл.;5 271 631,00;4 287 134,00;984 497,00;22,96
346;12;Москва-Сити;3247;Москва и обл.;5 239 705,00;4 982 714,00;256 991,00;5,16
347;-43;Платина;2347;Москва и обл.;5 203 633,00;7 091 623,00;-1 887 990,00;-26,62
348;0;Владпромбанк;870;Владимирская обл.;5 196 654,00;5 405 652,00;-208 998,00;-3,87
349;-15;Банк Развития Технологий;3441;Москва и обл.;5 176 236,00;5 935 699,00;-759 463,00;-12,79
350;4;Национальный Залоговый Банк;2944;Москва и обл.;5 162 517,00;5 230 657,00;-68 140,00;-1,30
351;-2;Промрегионбанк;2123;Москва и обл.;5 044 680,00;5 400 126,00;-355 446,00;-6,58
352;1;Межрегиональный промышленно-строительный банк;752;Мордовия;5 041 354,00;5 246 567,00;-205 213,00;-3,91
353;3;Конфидэнс Банк;970;Костромская обл.;4 986 500,00;5 076 077,00;-89 577,00;-1,76
354;12;Донкомбанк;492;Ростовская обл.;4 969 230,00;4 755 526,00;213 704,00;4,49
355;7;Капиталбанк;2547;Ростовская обл.;4 957 382,00;4 847 567,00;109 815,00;2,27
356;7;Новобанк;1352;Новгородская обл.;4 934 150,00;4 844 791,00;89 359,00;1,84
357;3;Московский Коммерческий Банк;3172;Москва и обл.;4 934 033,00;4 858 305,00;75 728,00;1,56
358;1;Уссури;596;Хабаровский край;4 913 875,00;4 955 633,00;-41 758,00;-0,84
359;-8;ФорБанк;2063;Москва и обл.;4 838 896,00;5 283 949,00;-445 053,00;-8,42
360;-5;Сибсоцбанк;2015;Алтайский край;4 753 025,00;5 112 444,00;-359 419,00;-7,03
361;4;Земский Банк;2900;Самарская обл.;4 750 658,00;4 770 439,00;-19 781,00;-0,41
362;-52;Банк Заречье;817;Татарстан;4 701 697,00;6 784 509,00;-2 082 812,00;-30,70
363;6;Финансово-Промышленный Капитал;3295;Москва и обл.;4 603 927,00;4 701 619,00;-97 692,00;-2,08
364;20;Витабанк;356;Санкт-Петербург и обл.;4 587 934,00;4 204 534,00;383 400,00;9,12
365;13;Форус Банк;3457;Нижегородская обл.;4 576 617,00;4 299 908,00;276 709,00;6,44
366;-2;Приско Капитал Банк;2537;Москва и обл.;4 519 885,00;4 818 149,00;-298 264,00;-6,19
367;4;ВостСибтранскомбанк;2731;Иркутская обл.;4 519 231,00;4 647 697,00;-128 466,00;-2,76
368;-11;Зенит Сочи;232;Краснодарский край;4 463 016,00;5 059 733,00;-596 717,00;-11,79
369;-26;Банк Инноваций и Развития;2647;Москва и обл.;4 442 558,00;5 578 146,00;-1 135 588,00;-20,36
370;6;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 435 061,00;4 328 527,00;106 534,00;2,46
371;-1;Кузнецкий;609;Пензенская обл.;4 420 715,00;4 657 223,00;-236 508,00;-5,08
372;1;Бинбанк Столица;3052;Москва и обл.;4 399 613,00;4 559 397,00;-159 784,00;-3,50
373;-6;Юнистрим;3467;Москва и обл.;4 389 411,00;4 743 849,00;-354 438,00;-7,47
374;25;Народный Доверительный Банк;2374;Москва и обл.;4 359 613,00;3 831 213,00;528 400,00;13,79
375;-3;Промэнергобанк;2728;Вологодская обл.;4 347 582,00;4 589 876,00;-242 294,00;-5,28
376;5;Венец;524;Ульяновская обл.;4 285 999,00;4 270 895,00;15 104,00;0,35
377;13;Объединенный Резервный Банк;937;Москва и обл.;4 232 332,00;4 012 144,00;220 188,00;5,49
378;5;Вологжанин;1896;Вологодская обл.;4 232 048,00;4 213 353,00;18 695,00;0,44
379;15;Агророс;2860;Саратовская обл.;4 220 426,00;3 914 828,00;305 598,00;7,81
380;-19;Крыловский;456;Краснодарский край;4 167 187,00;4 857 715,00;-690 528,00;-14,22
381;-1;Роял Кредит Банк;783;Хабаровский край;4 153 473,00;4 271 165,00;-117 692,00;-2,76
382;14;Евразийский Банк;969;Москва и обл.;4 121 116,00;3 906 025,00;215 091,00;5,51
383;5;Стройлесбанк;2995;Тюменская обл.;4 118 050,00;4 054 421,00;63 629,00;1,57
384;-2;Кузнецкий Мост;2254;Москва и обл.;4 109 830,00;4 220 459,00;-110 629,00;-2,62
385;4;Чайнасельхозбанк;3529;Москва и обл.;4 047 612,00;4 044 047,00;3 565,00;0,09
386;-1;Международный Коммерческий Банк;2524;Москва и обл.;3 995 131,00;4 156 159,00;-161 028,00;-3,87
387;10;Выборг-Банк;720;Санкт-Петербург и обл.;3 969 874,00;3 877 785,00;92 089,00;2,37
388;15;Русский Национальный Банк;469;Ростовская обл.;3 934 773,00;3 771 941,00;162 832,00;4,32
389;13;Реалист Банк;1067;Иркутская обл.;3 931 312,00;3 790 845,00;140 467,00;3,71
390;3;Мастер-Капитал;3011;Москва и обл.;3 913 834,00;3 932 318,00;-18 484,00;-0,47
391;1;Метрополь;1639;Москва и обл.;3 912 174,00;3 950 876,00;-38 702,00;-0,98
392;-1;Мико-Банк;3195;Москва и обл.;3 905 874,00;3 984 593,00;-78 719,00;-1,98
393;-16;Руссобанк;2313;Москва и обл.;3 880 925,00;4 301 540,00;-420 615,00;-9,78
394;1;Айви Банк;2055;Москва и обл.;3 880 123,00;3 907 128,00;-27 005,00;-0,69
395;3;Горбанк;2982;Санкт-Петербург и обл.;3 871 442,00;3 836 571,00;34 871,00;0,91
396;20;Смартбанк;3408;Москва и обл.;3 867 847,00;3 517 758,00;350 089,00;9,95
397;-10;Долинск;857;Сахалинская обл.;3 855 254,00;4 063 149,00;-207 895,00;-5,12
398;14;Констанс-Банк;2228;Санкт-Петербург и обл.;3 831 078,00;3 613 013,00;218 065,00;6,04
399;2;Камчаткомагропромбанк;545;Камчатская обл.;3 826 788,00;3 798 954,00;27 834,00;0,73
400;13;Первый Клиентский Банк;3436;Москва и обл.;3 793 302,00;3 612 778,00;180 524,00;5,00
401;-1;ИТ Банк;2609;Омская обл.;3 791 732,00;3 818 551,00;-26 819,00;-0,70
402;69;Межбанковский Кредитный Союз;3242;Москва и обл.;3 785 516,00;2 624 761,00;1 160 755,00;44,22
403;12;Зираат Банк;2559;Москва и обл.;3 782 123,00;3 526 006,00;256 117,00;7,26
404;23;ЮMoney;3510;Россия;3 772 685,00;3 342 174,00;430 511,00;12,88
405;-1;Аксонбанк;680;Костромская обл.;3 758 155,00;3 762 548,00;-4 393,00;-0,12
406;5;Бланк Банк;2368;Москва и обл.;3 745 444,00;3 650 967,00;94 477,00;2,59
407;1;Профессионал Банк;3296;Москва и обл.;3 724 587,00;3 679 270,00;45 317,00;1,23
408;1;МФБанк;3163;Москва и обл.;3 709 951,00;3 673 468,00;36 483,00;0,99
409;-35;Бест Эффортс Банк;435;Москва и обл.;3 694 205,00;4 485 135,00;-790 930,00;-17,63
410;25;УМ-Банк;1441;Свердловская обл.;3 679 408,00;3 170 899,00;508 509,00;16,04
411;-1;Уралпромбанк;2964;Челябинская обл.;3 662 815,00;3 672 022,00;-9 207,00;-0,25
412;2;Банкирский Дом;2928;Санкт-Петербург и обл.;3 599 613,00;3 610 522,00;-10 909,00;-0,30
413;-6;Донхлеббанк;2285;Ростовская обл.;3 589 358,00;3 685 991,00;-96 633,00;-2,62
414;4;Банк Реалист;2646;Москва и обл.;3 570 909,00;3 503 091,00;67 818,00;1,94
415;14;Международный Банк Развития;2704;Москва и обл.;3 524 774,00;3 323 349,00;201 425,00;6,06
416;-11;Крокус-Банк;2682;Москва и обл.;3 492 729,00;3 740 422,00;-247 693,00;-6,62
417;15;Ростфинанс;481;Ростовская обл.;3 478 891,00;3 296 111,00;182 780,00;5,55
418;3;Живаго Банк;2065;Рязанская обл.;3 346 914,00;3 428 632,00;-81 718,00;-2,38
419;23;Лайтбанк;3177;Москва и обл.;3 338 289,00;3 098 110,00;240 179,00;7,75
420;19;Межрегиональный Почтовый Банк;3171;Москва и обл.;3 317 840,00;3 133 832,00;184 008,00;5,87
421;3;Братский АНКБ;1144;Иркутская обл.;3 311 615,00;3 386 185,00;-74 570,00;-2,20
422;-5;ИСБ;3010;Москва и обл.;3 301 550,00;3 507 511,00;-205 961,00;-5,87
423;8;Ермак;1809;Ханты-Мансийский АО — Югра;3 295 988,00;3 297 073,00;-1 085,00;-0,03
424;-1;Сибэс;208;Омская обл.;3 281 309,00;3 389 811,00;-108 502,00;-3,20
425;-3;Мегаполис;3265;Чувашия;3 280 208,00;3 420 160,00;-139 952,00;-4,09
426;-1;НОКССбанк;3202;Волгоградская обл.;3 266 401,00;3 356 716,00;-90 315,00;-2,69
427;-21;Кубанский Универсальный Банк;2898;Краснодарский край;3 265 515,00;3 728 975,00;-463 460,00;-12,43
428;0;Алтайкапиталбанк;2659;Алтайский край;3 240 245,00;3 327 855,00;-87 610,00;-2,63
429;4;Иваново;1763;Ивановская обл.;3 239 263,00;3 273 914,00;-34 651,00;-1,06
430;0;Радиотехбанк;1166;Нижегородская обл.;3 227 450,00;3 306 655,00;-79 205,00;-2,40
431;-45;Рапида;3371;Москва и обл.;3 205 517,00;4 067 887,00;-862 370,00;-21,20
432;4;Интеркредит;3047;Москва и обл.;3 175 948,00;3 156 082,00;19 866,00;0,63
433;-7;Экономикс-Банк;2136;Москва и обл.;3 163 077,00;3 356 498,00;-193 421,00;-5,76
434;6;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 161 227,00;3 115 139,00;46 088,00;1,48
435;9;Церих;3278;Орловская обл.;3 142 717,00;3 060 813,00;81 904,00;2,68
436;2;Региональный Коммерческий Банк;836;Ульяновская обл.;3 124 880,00;3 152 604,00;-27 724,00;-0,88
437;-18;Росбизнесбанк;1405;Москва и обл.;3 114 581,00;3 479 766,00;-365 185,00;-10,49
438;11;Новое Время;3492;Москва и обл.;3 076 044,00;2 994 992,00;81 052,00;2,71
439;8;Океан Банк;1697;Москва и обл.;3 070 613,00;3 026 026,00;44 587,00;1,47
440;-6;Центрально-Европейский Банк;2670;Москва и обл.;3 055 137,00;3 204 665,00;-149 528,00;-4,67
441;14;Интерактивный Банк;3378;Москва и обл.;3 039 542,00;2 857 145,00;182 397,00;6,38
442;3;Промсельхозбанк;538;Москва и обл.;3 017 146,00;3 034 692,00;-17 546,00;-0,58
443;7;Банк Премьер Кредит;1663;Москва и обл.;3 012 726,00;2 958 068,00;54 658,00;1,85
444;18;Первый Инвестиционный Банк;604;Москва и обл.;3 007 449,00;2 736 181,00;271 268,00;9,91
445;1;Кросна-Банк;2607;Москва и обл.;2 988 410,00;3 034 423,00;-46 013,00;-1,52
446;6;Евроальянс;1781;Ивановская обл.;2 981 569,00;2 924 671,00;56 898,00;1,95
447;-6;Оргбанк;3312;Москва и обл.;2 947 971,00;3 099 470,00;-151 499,00;-4,89
448;12;Аспект;608;Москва и обл.;2 923 879,00;2 749 703,00;174 176,00;6,33
449;19;Индустриальный Сберегательный Банк;3175;Москва и обл.;2 903 728,00;2 635 508,00;268 220,00;10,18
450;-2;РБА;3413;Москва и обл.;2 896 651,00;3 016 623,00;-119 972,00;-3,98
451;10;Банк Экономический Союз;2798;Москва и обл.;2 856 730,00;2 739 445,00;117 285,00;4,28
452;2;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 834 187,00;2 869 717,00;-35 530,00;-1,24
453;-10;ЕвроАксис Банк;3273;Москва и обл.;2 821 399,00;3 091 824,00;-270 425,00;-8,75
454;3;Заубер Банк;1614;Санкт-Петербург и обл.;2 807 933,00;2 801 745,00;6 188,00;0,22
455;3;Костромаселькомбанк;1115;Костромская обл.;2 786 672,00;2 792 963,00;-6 291,00;-0,23
456;0;Национальный Корпоративный Банк;3422;Москва и обл.;2 773 379,00;2 821 950,00;-48 571,00;-1,72
457;2;Апабанк;2404;Москва и обл.;2 745 143,00;2 783 863,00;-38 720,00;-1,39
458;5;Элита;1399;Калужская обл.;2 720 031,00;2 733 202,00;-13 171,00;-0,48
459;-6;Еврокапитал-Альянс;2672;Ярославская обл.;2 707 592,00;2 897 958,00;-190 366,00;-6,57
460;26;Татагропромбанк;728;Татарстан;2 698 457,00;2 501 230,00;197 227,00;7,89
461;13;Михайловский ПЖСБ;2961;Волгоградская обл.;2 685 702,00;2 576 670,00;109 032,00;4,23
462;8;Йошкар-Ола;2802;Марий Эл;2 665 705,00;2 626 246,00;39 459,00;1,50
463;6;Владбизнесбанк;903;Владимирская обл.;2 648 336,00;2 631 472,00;16 864,00;0,64
464;8;Кроссинвестбанк;2849;Москва и обл.;2 636 824,00;2 583 835,00;52 989,00;2,05
465;0;Новый Символ;370;Москва и обл.;2 624 180,00;2 686 658,00;-62 478,00;-2,33
466;0;К2 Банк;2851;Карачаево-Черкесия;2 603 265,00;2 663 880,00;-60 615,00;-2,28
467;67;Земкомбанк;574;Ростовская обл.;2 599 979,00;1 741 909,00;858 070,00;49,26
468;16;Унифондбанк;3416;Москва и обл.;2 552 826,00;2 521 719,00;31 107,00;1,23
469;27;Далена Банк;1948;Москва и обл.;2 551 615,00;2 264 625,00;286 990,00;12,67
470;-19;Народный Банк;2249;Карачаево-Черкесия;2 547 556,00;2 926 797,00;-379 241,00;-12,96
471;-4;Кредит Экспресс;3186;Ростовская обл.;2 523 755,00;2 639 370,00;-115 615,00;-4,38
472;6;ИРС;272;Москва и обл.;2 507 534,00;2 552 061,00;-44 527,00;-1,74
473;0;Канский;860;Красноярский край;2 497 306,00;2 579 611,00;-82 305,00;-3,19
474;9;Резерв;2364;Челябинская обл.;2 489 042,00;2 524 428,00;-35 386,00;-1,40
475;-38;Банк ВВБ;1093;Севастополь;2 471 955,00;3 155 714,00;-683 759,00;-21,67
476;11;Газнефтьбанк;3223;Саратовская обл.;2 459 151,00;2 499 559,00;-40 408,00;-1,62
477;26;Кредпромбанк;1165;Ярославская обл.;2 454 376,00;2 163 354,00;291 022,00;13,45
478;29;Внешфинбанк;3173;Краснодарский край;2 451 372,00;2 118 774,00;332 598,00;15,70
479;3;Богородский;1277;Нижегородская обл.;2 421 172,00;2 531 376,00;-110 204,00;-4,35
480;-3;Система;2846;Москва и обл.;2 419 631,00;2 556 457,00;-136 826,00;-5,35
481;12;Викинг;2;Санкт-Петербург и обл.;2 407 248,00;2 326 509,00;80 739,00;3,47
482;-6;Миръ;3089;Москва и обл.;2 403 857,00;2 575 666,00;-171 809,00;-6,67
483;17;ЮМК Банк;3495;Краснодарский край;2 385 961,00;2 214 918,00;171 043,00;7,72
484;-20;Соверен Банк;3206;Москва и обл.;2 379 308,00;2 720 903,00;-341 595,00;-12,55
485;12;Стелла-Банк;2948;Ростовская обл.;2 376 097,00;2 262 079,00;114 018,00;5,04
486;-11;Объединенная Расчетная Система;3342;Москва и обл.;2 354 275,00;2 576 612,00;-222 337,00;-8,63
487;2;Международный Строительный Банк;3484;Москва и обл.;2 347 518,00;2 437 219,00;-89 701,00;-3,68
488;0;БСТ-Банк;2883;Кемеровская обл.;2 345 081,00;2 492 050,00;-146 969,00;-5,90
489;-10;Столичный Кредит;2853;Москва и обл.;2 337 862,00;2 548 507,00;-210 645,00;-8,27
490;-5;Новация;840;Адыгея;2 316 602,00;2 502 699,00;-186 097,00;-7,44
491;1;Проинвестбанк;784;Пермская обл.;2 297 314,00;2 337 255,00;-39 941,00;-1,71
492;10;Тальменка-Банк;826;Алтайский край;2 271 957,00;2 169 728,00;102 229,00;4,71
493;16;Московский Вексельный Банк;2697;Москва и обл.;2 262 703,00;2 094 361,00;168 342,00;8,04
494;-3;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;2 257 162,00;2 390 000,00;-132 838,00;-5,56
495;4;Екатерининский;2167;Москва и обл.;2 256 758,00;2 252 526,00;4 232,00;0,19
496;-15;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 255 041,00;2 531 951,00;-276 910,00;-10,94
497;-3;Преодоление;2649;Москва и обл.;2 242 535,00;2 305 517,00;-62 982,00;-2,73
498;-18;Златкомбанк;568;Москва и обл.;2 223 793,00;2 546 882,00;-323 089,00;-12,69
499;-4;Яринтербанк;2564;Ярославская обл.;2 223 611,00;2 298 985,00;-75 374,00;-3,28
500;1;Бинбанк Сургут;1701;Ханты-Мансийский АО — Югра;2 198 434,00;2 210 651,00;-12 217,00;-0,55
501;-11;Америкэн Экспресс Банк;3460;Москва и обл.;2 185 854,00;2 390 966,00;-205 112,00;-8,58
502;-4;Вкабанк;1027;Астраханская обл.;2 175 174,00;2 254 826,00;-79 652,00;-3,53
503;13;Россита-Банк;3257;Москва и обл.;2 160 853,00;1 996 241,00;164 612,00;8,25
504;0;Спиритбанк;2053;Тульская обл.;2 144 569,00;2 151 883,00;-7 314,00;-0,34
505;7;Акцент;696;Оренбургская обл.;2 139 417,00;2 052 205,00;87 212,00;4,25
506;7;Вологдабанк;992;Вологодская обл.;2 134 966,00;2 016 934,00;118 032,00;5,85
507;12;Риал-Кредит;3393;Москва и обл.;2 109 377,00;1 959 557,00;149 820,00;7,65
508;-3;Современные Стандарты Бизнеса;3397;Москва и обл.;2 106 104,00;2 145 830,00;-39 726,00;-1,85
509;2;Капитал;575;Москва и обл.;2 095 218,00;2 079 530,00;15 688,00;0,75
510;-2;Банк Пермь;875;Пермская обл.;2 085 123,00;2 106 182,00;-21 059,00;-1,00
511;188;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;2 064 907,00;221 899,00;1 843 008,00;830,56
512;5;Старооскольский Агропромбанк;1050;Белгородская обл.;2 039 320,00;1 978 239,00;61 081,00;3,09
513;2;Банк Глобус;2438;Москва и обл.;2 028 578,00;1 996 329,00;32 249,00;1,62
514;46;Вятич;2796;Рязанская обл.;2 026 040,00;1 525 374,00;500 666,00;32,82
515;-9;Бум-Банк;1137;Кабардино-Балкария;2 002 200,00;2 125 552,00;-123 352,00;-5,80
516;15;Булгар Банк;1917;Ярославская обл.;1 991 977,00;1 793 039,00;198 938,00;11,10
517;3;Сириус;3506;Омская обл.;1 920 689,00;1 953 153,00;-32 464,00;-1,66
518;61;Динамичные Системы;3439;Москва и обл.;1 883 480,00;1 250 477,00;633 003,00;50,62
519;-5;Холмск;503;Сахалинская обл.;1 869 932,00;2 001 306,00;-131 374,00;-6,56
520;12;Взаимодействие;1704;Новосибирская обл.;1 867 920,00;1 770 771,00;97 149,00;5,49
521;-3;Руна-Банк;3207;Москва и обл.;1 866 477,00;1 963 560,00;-97 083,00;-4,94
522;-1;Дом-Банк;3209;Москва и обл.;1 865 724,00;1 945 032,00;-79 308,00;-4,08
