Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Май, 2018, тыс. рублей;Апрель, 2018, тыс. рублей;Изменение, тыс. рублей;Изменение, %
27;-2;Русский Стандарт;2289;Москва и обл.;377 966 304,00;376 516 962,00;1 449 342,00;0,38
28;-1;Новикомбанк;2546;Москва и обл.;354 343 225,00;336 351 571,00;17 991 654,00;5,35
29;31;Банк АВБ;23;Самарская обл.;327 095 464,00;121 922 317,00;205 173 147,00;168,28
30;-2;Банк ДОМ.РФ;2312;Москва и обл.;316 916 391,00;327 371 689,00;-10 455 298,00;-3,19
31;-1;Тинькофф Банк;2673;Москва и обл.;311 106 225,00;297 229 931,00;13 876 294,00;4,67
32;-1;Почта Банк;650;Москва и обл.;309 015 733,00;296 559 337,00;12 456 396,00;4,20
33;-1;Связь-Банк;1470;Москва и обл.;292 742 436,00;290 192 890,00;2 549 546,00;0,88
34;-5;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;288 750 811,00;297 593 525,00;-8 842 714,00;-2,97
35;-2;Пересвет;2110;Москва и обл.;284 464 985,00;285 662 095,00;-1 197 110,00;-0,42
36;-2;Восточный Банк;1460;Амурская обл.;281 214 436,00;278 305 930,00;2 908 506,00;1,05
37;-2;Московский Индустриальный Банк;912;Москва и обл.;275 952 612,00;274 011 056,00;1 941 556,00;0,71
38;-2;Абсолют Банк;2306;Москва и обл.;257 256 684,00;266 515 515,00;-9 258 831,00;-3,47
39;-2;Хоум Кредит Банк;316;Москва и обл.;251 258 778,00;263 236 112,00;-11 977 334,00;-4,55
40;-2;Возрождение;1439;Москва и обл.;250 353 510,00;248 741 708,00;1 611 802,00;0,65
41;-2;Сургутнефтегазбанк;588;Ханты-Мансийский АО — Югра;245 684 226,00;241 848 227,00;3 835 999,00;1,59
42;-2;Банк Зенит;3255;Москва и обл.;224 046 851,00;212 362 114,00;11 684 737,00;5,50
43;-2;РосЕвроБанк;3137;Москва и обл.;203 558 904,00;196 468 987,00;7 089 917,00;3,61
44;0;Экспресс-Волга;3085;Костромская обл.;191 678 413,00;182 842 146,00;8 836 267,00;4,83
45;-2;МТС Банк;2268;Москва и обл.;179 265 711,00;185 028 524,00;-5 762 813,00;-3,11
46;0;ДельтаКредит;3338;Москва и обл.;179 245 458,00;175 485 022,00;3 760 436,00;2,14
47;-2;Транскапиталбанк;2210;Москва и обл.;176 769 936,00;180 778 827,00;-4 008 891,00;-2,22
48;0;Нордеа Банк;3016;Москва и обл.;168 790 329,00;164 930 171,00;3 860 158,00;2,34
49;0;РНКБ;1354;Симферополь;148 725 880,00;145 985 279,00;2 740 601,00;1,88
50;0;Инвестторгбанк;2763;Москва и обл.;147 811 405,00;142 851 101,00;4 960 304,00;3,47
51;-4;РГС Банк;3073;Москва и обл.;144 364 102,00;165 040 324,00;-20 676 222,00;-12,53
52;7;Национальный Расчетный Депозитарий;3294;Москва и обл.;143 496 514,00;124 323 771,00;19 172 743,00;15,42
53;-1;Ренессанс Кредит;3354;Москва и обл.;141 335 575,00;136 086 636,00;5 248 939,00;3,86
54;-1;Аверс;415;Татарстан;141 180 602,00;135 913 604,00;5 266 998,00;3,88
55;-4;ОТП Банк;2766;Москва и обл.;139 220 585,00;136 467 056,00;2 753 529,00;2,02
56;-1;Кредит Европа Банк;3311;Москва и обл.;134 640 810,00;134 038 466,00;602 344,00;0,45
57;-1;Глобэкс;1942;Москва и обл.;133 530 992,00;128 783 471,00;4 747 521,00;3,69
58;-1;Сетелем Банк;2168;Москва и обл.;132 941 893,00;127 023 217,00;5 918 676,00;4,66
59;-5;Авангард;2879;Москва и обл.;132 534 845,00;135 507 294,00;-2 972 449,00;-2,19
60;-2;Запсибкомбанк;918;Тюменская обл.;123 586 544,00;124 518 716,00;-932 172,00;-0,75
61;1;Банк Финсервис;3388;Москва и обл.;122 674 016,00;119 664 048,00;3 009 968,00;2,52
62;-1;Русфинанс Банк;1792;Самарская обл.;120 821 235,00;120 515 429,00;305 806,00;0,25
63;4;Таврический Банк;2304;Санкт-Петербург и обл.;113 096 586,00;106 240 591,00;6 855 995,00;6,45
64;-1;СКБ-Банк;705;Свердловская обл.;110 815 647,00;119 471 568,00;-8 655 921,00;-7,25
65;-1;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;110 632 124,00;118 245 611,00;-7 613 487,00;-6,44
66;-1;МСП Банк;3340;Москва и обл.;109 410 643,00;110 592 268,00;-1 181 625,00;-1,07
67;1;Центр-инвест;2225;Ростовская обл.;108 009 076,00;105 716 336,00;2 292 740,00;2,17
68;-2;Роскосмосбанк;2989;Москва и обл.;105 185 984,00;110 346 367,00;-5 160 383,00;-4,68
69;0;Росэксимбанк;2790;Москва и обл.;105 037 202,00;100 125 624,00;4 911 578,00;4,91
70;0;ЦентроКредит;121;Москва и обл.;94 822 428,00;91 991 646,00;2 830 782,00;3,08
71;3;Союз;2307;Москва и обл.;90 293 686,00;83 969 588,00;6 324 098,00;7,53
72;-1;Кубань Кредит;2518;Краснодарский край;89 712 782,00;89 119 493,00;593 289,00;0,67
73;-1;Балтинвестбанк;3176;Санкт-Петербург и обл.;89 377 457,00;88 606 220,00;771 237,00;0,87
74;3;ВУЗ-Банк;1557;Свердловская обл.;86 845 274,00;76 409 399,00;10 435 875,00;13,66
75;0;РН Банк;170;Москва и обл.;86 746 791,00;82 982 384,00;3 764 407,00;4,54
76;-3;Локо-Банк;2707;Москва и обл.;84 334 647,00;85 285 388,00;-950 741,00;-1,11
77;-1;Металлинвестбанк;2440;Москва и обл.;82 285 887,00;78 956 985,00;3 328 902,00;4,22
78;1;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;79 659 641,00;71 193 714,00;8 465 927,00;11,89
79;-1;Дойче Банк;3328;Москва и обл.;77 621 942,00;72 212 997,00;5 408 945,00;7,49
80;0;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;70 716 201,00;68 633 987,00;2 082 214,00;3,03
81;1;Мидзухо Банк;3337;Москва и обл.;70 327 342,00;66 674 671,00;3 652 671,00;5,48
82;1;Экспобанк;2998;Москва и обл.;66 290 377,00;61 469 205,00;4 821 172,00;7,84
83;1;Тимер Банк;1581;Татарстан;61 330 597,00;61 350 612,00;-20 015,00;-0,03
84;17;Фора-Банк;1885;Москва и обл.;61 168 321,00;49 211 304,00;11 957 017,00;24,30
85;0;Тойота Банк;3470;Москва и обл.;60 014 730,00;58 501 599,00;1 513 131,00;2,59
86;5;Банк Интеза;2216;Москва и обл.;58 716 736,00;55 898 657,00;2 818 079,00;5,04
87;11;БКС Банк;101;Новосибирская обл.;58 203 271,00;52 202 018,00;6 001 253,00;11,50
88;5;БНП Париба Банк;3407;Москва и обл.;57 550 567,00;55 582 041,00;1 968 526,00;3,54
89;-8;Севергазбанк;2816;Вологодская обл.;57 484 870,00;68 334 688,00;-10 849 818,00;-15,88
90;-2;Балтийский Банк;128;Санкт-Петербург и обл.;57 323 006,00;57 203 552,00;119 454,00;0,21
91;-4;ББР Банк;2929;Москва и обл.;56 799 684,00;57 470 750,00;-671 066,00;-1,17
92;-6;Еврофинанс Моснарбанк;2402;Москва и обл.;56 603 357,00;58 339 416,00;-1 736 059,00;-2,98
93;-4;Крайинвестбанк;3360;Краснодарский край;56 384 239,00;56 784 759,00;-400 520,00;-0,71
94;8;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;56 158 906,00;49 189 182,00;6 969 724,00;14,17
95;2;АйСиБиСи Банк;3475;Москва и обл.;55 348 414,00;52 503 854,00;2 844 560,00;5,42
96;-6;СДМ-Банк;1637;Москва и обл.;55 073 275,00;55 907 417,00;-834 142,00;-1,49
97;-2;Примсоцбанк;2733;Приморский край;55 012 491,00;54 548 679,00;463 812,00;0,85
98;-6;Эм-Ю-Эф-Джи Банк (Евразия);3465;Москва и обл.;54 507 522,00;55 861 513,00;-1 353 991,00;-2,42
99;-5;Социнвестбанк;1132;Башкортостан;54 502 391,00;55 327 336,00;-824 945,00;-1,49
100;-4;Левобережный;1343;Новосибирская обл.;53 494 124,00;52 632 220,00;861 904,00;1,64
101;3;Международный Финансовый Клуб;2618;Москва и обл.;51 855 739,00;47 324 585,00;4 531 154,00;9,57
102;-3;Челябинвестбанк;493;Челябинская обл.;51 809 063,00;51 206 969,00;602 094,00;1,18
103;-3;Челиндбанк;485;Челябинская обл.;50 099 958,00;49 871 724,00;228 234,00;0,46
104;32;Данске Банк;3307;Санкт-Петербург и обл.;48 792 147,00;27 467 531,00;21 324 616,00;77,64
105;0;Газэнергобанк;3252;Калужская обл.;47 449 187,00;47 238 057,00;211 130,00;0,45
106;-3;Генбанк;2490;Симферополь;47 234 479,00;47 974 755,00;-740 276,00;-1,54
107;1;Коммерцбанк (Евразия);3333;Москва и обл.;47 131 177,00;42 864 693,00;4 266 484,00;9,95
108;-2;Банк «Советский»;558;Санкт-Петербург и обл.;46 855 174,00;46 828 495,00;26 679,00;0,06
109;-2;Саровбизнесбанк;2048;Нижегородская обл.;45 188 682,00;44 339 393,00;849 289,00;1,92
110;10;СЭБ Банк;3235;Санкт-Петербург и обл.;45 068 174,00;34 599 273,00;10 468 901,00;30,26
111;2;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;43 015 359,00;38 287 551,00;4 727 808,00;12,35
112;-3;Интерпрогрессбанк;600;Москва и обл.;42 490 277,00;42 526 134,00;-35 857,00;-0,08
113;10;Мир Бизнес Банк;3396;Москва и обл.;42 131 574,00;32 847 979,00;9 283 595,00;28,26
114;11;Бэнк оф Чайна;2309;Москва и обл.;42 008 699,00;32 181 373,00;9 827 326,00;30,54
115;-5;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;41 369 708,00;42 140 118,00;-770 410,00;-1,83
116;-5;Объединенный Капитал;2611;Санкт-Петербург и обл.;40 831 483,00;40 285 524,00;545 959,00;1,36
117;1;Платежный Центр;3166;Новосибирская обл.;40 222 263,00;35 908 659,00;4 313 604,00;12,01
118;-6;БыстроБанк;1745;Удмуртия;39 074 145,00;38 947 084,00;127 061,00;0,33
119;-3;Энерготрансбанк;1307;Калининградская обл.;38 720 244,00;36 191 152,00;2 529 092,00;6,99
120;-3;Кольцо Урала;65;Свердловская обл.;36 760 289,00;36 147 827,00;612 462,00;1,69
121;-2;Финанс Бизнес Банк;520;Москва и обл.;35 381 646,00;35 177 984,00;203 662,00;0,58
122;-1;Дж. П. Морган Банк;2629;Москва и обл.;35 007 969,00;34 454 231,00;553 738,00;1,61
123;-1;БМВ Банк;3482;Москва и обл.;34 860 843,00;33 350 512,00;1 510 331,00;4,53
124;24;Банк Кредит Свисс;2494;Москва и обл.;34 354 541,00;23 136 107,00;11 218 434,00;48,49
125;-10;Дальневосточный Банк;843;Приморский край;34 216 886,00;36 202 106,00;-1 985 220,00;-5,48
126;0;Солидарность;554;Самарская обл.;33 252 421,00;32 169 217,00;1 083 204,00;3,37
127;0;Кредит Урал Банк;2584;Челябинская обл.;33 187 886,00;31 793 191,00;1 394 695,00;4,39
128;-14;Фольксваген Банк Рус;3500;Москва и обл.;32 909 712,00;36 290 197,00;-3 380 485,00;-9,32
129;1;Приморье;3001;Приморский край;32 497 601,00;30 776 422,00;1 721 179,00;5,59
130;-2;Квантмобайл Банк;1189;Москва и обл.;31 937 011,00;31 661 508,00;275 503,00;0,87
131;1;Девон-Кредит;1972;Татарстан;30 727 982,00;30 010 489,00;717 493,00;2,39
132;1;НС Банк;3124;Москва и обл.;30 080 653,00;29 359 808,00;720 845,00;2,46
133;-2;Интерпромбанк;3266;Москва и обл.;29 685 663,00;30 168 801,00;-483 138,00;-1,60
134;-5;Национальный Стандарт;3421;Москва и обл.;29 679 809,00;31 434 056,00;-1 754 247,00;-5,58
135;2;Алмазэргиэнбанк;2602;Саха (Якутия);28 834 728,00;27 295 516,00;1 539 212,00;5,64
136;2;Ланта-Банк;1920;Москва и обл.;28 220 991,00;27 130 052,00;1 090 939,00;4,02
137;23;ЦМРБанк;3531;Москва и обл.;27 829 403,00;20 308 271,00;7 521 132,00;37,03
138;-4;Бинбанк Диджитал;2827;Москва и обл.;27 696 976,00;28 883 061,00;-1 186 085,00;-4,11
139;0;Газбанк;2316;Самарская обл.;26 404 368,00;26 285 707,00;118 661,00;0,45
140;0;Чайна Констракшн;3515;Москва и обл.;25 421 912,00;26 049 140,00;-627 228,00;-2,41
141;4;Мерседес-Бенц Банк Рус;3473;Москва и обл.;24 702 927,00;23 787 541,00;915 386,00;3,85
142;-1;Татсоцбанк;480;Татарстан;24 546 019,00;25 440 067,00;-894 048,00;-3,51
143;1;Курскпромбанк;735;Курская обл.;24 474 705,00;24 061 753,00;412 952,00;1,72
144;-1;Урал ФД;249;Пермская обл.;24 181 878,00;24 552 436,00;-370 558,00;-1,51
145;2;Акибанк;2587;Татарстан;24 155 404,00;23 454 559,00;700 845,00;2,99
146;-11;Морган Стэнли Банк;3456;Москва и обл.;24 120 124,00;27 729 050,00;-3 608 926,00;-13,01
147;9;Киви Банк;2241;Москва и обл.;23 814 663,00;21 542 675,00;2 271 988,00;10,55
148;-6;Липецккомбанк;1242;Липецкая обл.;23 400 127,00;24 742 848,00;-1 342 721,00;-5,43
149;9;Инбанк;1829;Москва и обл.;23 332 707,00;21 047 953,00;2 284 754,00;10,85
150;-4;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;23 176 124,00;23 615 055,00;-438 931,00;-1,86
151;-2;Энергобанк;67;Татарстан;23 065 826,00;22 813 380,00;252 446,00;1,11
152;-2;Собинбанк;1317;Москва и обл.;22 863 672,00;22 719 952,00;143 720,00;0,63
153;-2;Хлынов;254;Кировская обл.;22 749 775,00;22 593 241,00;156 534,00;0,69
154;1;Александровский;53;Санкт-Петербург и обл.;22 090 205,00;21 552 087,00;538 118,00;2,50
155;-1;Экономбанк;1319;Саратовская обл.;22 082 758,00;22 030 389,00;52 369,00;0,24
156;-3;Агропромкредит;2880;Москва и обл.;22 072 335,00;22 218 759,00;-146 424,00;-0,66
157;0;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;21 224 788,00;21 358 991,00;-134 203,00;-0,63
158;7;Натиксис Банк;3390;Москва и обл.;20 981 107,00;19 110 303,00;1 870 804,00;9,79
159;-7;Москоммерцбанк;3365;Москва и обл.;20 652 363,00;22 305 111,00;-1 652 748,00;-7,41
160;9;Денизбанк Москва;3330;Москва и обл.;20 219 038,00;18 172 594,00;2 046 444,00;11,26
161;0;НБД-Банк;1966;Нижегородская обл.;20 035 503,00;20 025 573,00;9 930,00;0,05
162;2;Кошелев-Банк;3300;Самарская обл.;19 977 296,00;19 193 518,00;783 778,00;4,08
163;-1;Джей энд Ти Банк;3061;Москва и обл.;19 918 094,00;19 369 488,00;548 606,00;2,83
164;-5;Московское Ипотечное Агентство;3344;Москва и обл.;19 723 946,00;20 433 668,00;-709 722,00;-3,47
165;2;Алеф-Банк;2119;Москва и обл.;18 468 084,00;18 663 181,00;-195 097,00;-1,05
166;0;Держава;2738;Москва и обл.;18 412 818,00;18 742 750,00;-329 932,00;-1,76
167;1;Банк Акцепт;567;Новосибирская обл.;18 291 447,00;18 186 071,00;105 376,00;0,58
168;-5;Тольяттихимбанк;2507;Самарская обл.;17 853 317,00;19 352 387,00;-1 499 070,00;-7,75
169;1;Пойдем!;2534;Москва и обл.;17 363 746,00;17 434 556,00;-70 810,00;-0,41
170;5;Рублев;3098;Москва и обл.;16 720 999,00;15 792 546,00;928 453,00;5,88
171;25;Ури Банк;3479;Москва и обл.;16 221 579,00;13 095 955,00;3 125 624,00;23,87
172;14;Российская Финансовая Корпорация;3099;Москва и обл.;16 221 336,00;14 325 027,00;1 896 309,00;13,24
173;3;Гарант-Инвест;2576;Москва и обл.;16 142 971,00;15 614 375,00;528 596,00;3,39
174;0;Прио-Внешторгбанк;212;Рязанская обл.;15 885 535,00;15 879 170,00;6 365,00;0,04
175;-3;Аресбанк;2914;Москва и обл.;15 301 054,00;16 608 260,00;-1 307 206,00;-7,87
176;9;Ишбанк;2867;Москва и обл.;15 291 268,00;14 351 451,00;939 817,00;6,55
177;4;Национальный Резервный Банк;2170;Москва и обл.;15 285 473,00;14 876 935,00;408 538,00;2,75
178;9;МС Банк Рус;2789;Москва и обл.;15 228 637,00;13 881 034,00;1 347 603,00;9,71
179;-1;НК Банк;2755;Москва и обл.;15 218 524,00;15 084 884,00;133 640,00;0,89
180;10;Модульбанк;1927;Костромская обл.;15 099 919,00;13 640 112,00;1 459 807,00;10,70
181;-8;Руснарбанк;3403;Москва и обл.;15 081 587,00;16 579 518,00;-1 497 931,00;-9,03
182;0;Нацинвестпромбанк;3077;Москва и обл.;14 917 672,00;14 623 222,00;294 450,00;2,01
183;-3;Форштадт;2208;Оренбургская обл.;14 764 531,00;14 896 057,00;-131 526,00;-0,88
184;-13;МБА-Москва;3395;Москва и обл.;14 632 793,00;16 656 621,00;-2 023 828,00;-12,15
185;-6;Развитие-Столица;3013;Москва и обл.;14 493 161,00;14 954 041,00;-460 880,00;-3,08
186;-2;Норвик Банк;902;Кировская обл.;14 238 569,00;14 447 419,00;-208 850,00;-1,45
187;-4;Морской Банк;77;Москва и обл.;14 081 501,00;14 489 614,00;-408 113,00;-2,82
188;1;Национальная Факторинговая Компания;3437;Москва и обл.;14 031 913,00;13 690 631,00;341 282,00;2,49
189;2;КС Банк;1752;Мордовия;13 639 069,00;13 465 079,00;173 990,00;1,29
190;3;РосДорБанк;1573;Москва и обл.;13 529 976,00;13 261 882,00;268 094,00;2,02
191;1;Банк Казани;708;Татарстан;13 340 021,00;13 428 385,00;-88 364,00;-0,66
192;3;Нижневолжский Коммерческий Банк;931;Саратовская обл.;13 243 485,00;13 102 476,00;141 009,00;1,08
193;6;Ассоциация;732;Нижегородская обл.;13 219 976,00;12 575 772,00;644 204,00;5,12
194;8;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;13 031 900,00;12 188 193,00;843 707,00;6,92
195;3;НИКО-Банк;702;Оренбургская обл.;12 911 709,00;12 734 868,00;176 841,00;1,39
196;10;Консервативный Коммерческий Банк;1087;Астраханская обл.;12 904 539,00;11 880 464,00;1 024 075,00;8,62
197;0;Уралтрансбанк;812;Свердловская обл.;12 899 391,00;12 979 748,00;-80 357,00;-0,62
198;-10;Объединенный Кредитный Банк;1118;Ярославская обл.;12 749 886,00;13 860 114,00;-1 110 228,00;-8,01
199;2;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;12 461 569,00;12 191 960,00;269 609,00;2,21
200;3;Русский Ипотечный Банк;1968;Москва и обл.;12 242 815,00;11 995 218,00;247 597,00;2,06
201;-7;Тройка-Д Банк;3431;Москва и обл.;12 193 491,00;13 128 349,00;-934 858,00;-7,12
202;3;Первомайский;518;Краснодарский край;12 080 316,00;11 952 411,00;127 905,00;1,07
203;4;ТЭМБР-Банк;2764;Москва и обл.;11 659 180,00;11 343 567,00;315 613,00;2,78
204;0;Банк Оренбург;3269;Оренбургская обл.;11 645 407,00;11 963 581,00;-318 174,00;-2,66
205;-5;Агросоюз;1459;Москва и обл.;10 872 526,00;12 226 539,00;-1 354 013,00;-11,07
206;2;Датабанк;646;Удмуртия;10 851 089,00;11 094 429,00;-243 340,00;-2,19
207;2;Юг-Инвестбанк;2772;Краснодарский край;10 805 482,00;10 956 700,00;-151 218,00;-1,38
208;6;Автоторгбанк;2776;Москва и обл.;10 731 623,00;10 262 031,00;469 592,00;4,58
209;3;Реалист Банк;1067;Иркутская обл.;10 564 277,00;10 557 495,00;6 782,00;0,06
210;0;Воронеж;654;Воронежская обл.;10 490 187,00;10 718 921,00;-228 734,00;-2,13
211;0;Снежинский;1376;Челябинская обл.;10 316 581,00;10 559 519,00;-242 938,00;-2,30
212;4;Русьуниверсалбанк;3293;Москва и обл.;9 923 738,00;9 834 487,00;89 251,00;0,91
213;2;Солид Банк;1329;Приморский край;9 896 299,00;10 227 765,00;-331 466,00;-3,24
214;5;Екатеринбург;3161;Свердловская обл.;9 889 346,00;9 532 674,00;356 672,00;3,74
215;6;Азия-Инвест Банк;3303;Москва и обл.;9 832 809,00;9 239 161,00;593 648,00;6,43
216;2;Банк Жилищного Финансирования;3138;Москва и обл.;9 828 180,00;9 562 086,00;266 094,00;2,78
217;6;Банк Раунд;2506;Москва и обл.;9 450 851,00;9 005 749,00;445 102,00;4,94
218;4;ЮMoney;3510;Россия;9 416 194,00;9 057 960,00;358 234,00;3,95
219;-2;РЕСО Кредит;3450;Москва и обл.;9 353 430,00;9 638 716,00;-285 286,00;-2,96
220;0;Таатта;1249;Саха (Якутия);9 319 283,00;9 474 163,00;-154 880,00;-1,63
221;3;РусЮгбанк;2093;Волгоградская обл.;8 924 719,00;8 897 365,00;27 354,00;0,31
222;3;Промтрансбанк;2638;Башкортостан;8 563 798,00;8 678 348,00;-114 550,00;-1,32
223;3;Ю Би Эс Банк;3463;Москва и обл.;8 419 086,00;8 668 036,00;-248 950,00;-2,87
224;4;Томскпромстройбанк;1720;Томская обл.;8 295 425,00;8 347 421,00;-51 996,00;-0,62
225;4;Кранбанк;2271;Ивановская обл.;8 220 995,00;8 023 167,00;197 828,00;2,47
226;1;Московский Нефтехимический Банк;1411;Москва и обл.;8 178 449,00;8 635 936,00;-457 487,00;-5,30
227;3;Энергомашбанк;52;Санкт-Петербург и обл.;8 103 101,00;7 970 362,00;132 739,00;1,67
228;4;Эксперт Банк;2949;Омская обл.;8 076 683,00;7 902 711,00;173 972,00;2,20
229;2;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 968 472,00;7 932 699,00;35 773,00;0,45
230;3;ФорБанк;2063;Москва и обл.;7 957 083,00;7 784 872,00;172 211,00;2,21
231;10;Славия;2664;Москва и обл.;7 778 071,00;7 516 432,00;261 639,00;3,48
232;2;Трансстройбанк;2807;Москва и обл.;7 777 328,00;7 728 434,00;48 894,00;0,63
233;4;Белгородсоцбанк;760;Белгородская обл.;7 746 220,00;7 619 796,00;126 424,00;1,66
234;4;Углеметбанк;2997;Челябинская обл.;7 683 323,00;7 548 988,00;134 335,00;1,78
235;1;Хакасский Муниципальный Банк;1049;Хакасия;7 682 733,00;7 645 663,00;37 070,00;0,48
236;-1;Актив Банк;2529;Мордовия;7 659 320,00;7 697 570,00;-38 250,00;-0,50
237;6;Коммерческий Индо Банк;3446;Москва и обл.;7 570 199,00;7 216 926,00;353 273,00;4,90
238;2;СИАБ;3245;Санкт-Петербург и обл.;7 493 587,00;7 536 974,00;-43 387,00;-0,58
239;5;Ростфинанс;481;Ростовская обл.;7 293 087,00;7 144 114,00;148 973,00;2,09
240;2;Нейва;1293;Свердловская обл.;7 245 299,00;7 221 056,00;24 243,00;0,34
241;-2;Ставропольпромстройбанк;1288;Ставропольский край;7 236 036,00;7 548 887,00;-312 851,00;-4,14
242;46;Голдман Сакс Банк;3490;Москва и обл.;7 038 326,00;4 950 679,00;2 087 647,00;42,17
243;3;Финам Банк;2799;Москва и обл.;6 971 565,00;7 052 149,00;-80 584,00;-1,14
244;1;Сибсоцбанк;2015;Алтайский край;6 963 922,00;7 081 738,00;-117 816,00;-1,66
245;7;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 932 707,00;6 742 581,00;190 126,00;2,82
246;1;Союзный;3236;Москва и обл.;6 912 767,00;6 983 536,00;-70 769,00;-1,01
247;6;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;6 823 099,00;6 622 148,00;200 951,00;3,03
248;0;Нефтепромбанк;2156;Москва и обл.;6 754 315,00;6 982 258,00;-227 943,00;-3,26
249;1;Новобанк;1352;Новгородская обл.;6 705 990,00;6 895 239,00;-189 249,00;-2,74
250;-1;Северный Народный Банк;2721;Коми;6 689 372,00;6 936 648,00;-247 276,00;-3,56
251;8;Банк БКФ;2684;Москва и обл.;6 660 534,00;6 430 550,00;229 984,00;3,58
252;16;Зираат Банк;2559;Москва и обл.;6 487 973,00;5 970 499,00;517 474,00;8,67
253;2;Русь;704;Оренбургская обл.;6 478 231,00;6 509 269,00;-31 038,00;-0,48
254;25;Чайнасельхозбанк;3529;Москва и обл.;6 464 588,00;5 218 051,00;1 246 537,00;23,89
255;2;Проминвестбанк;2433;Москва и обл.;6 413 147,00;6 501 459,00;-88 312,00;-1,36
256;0;Вокбанк;312;Нижегородская обл.;6 389 720,00;6 502 797,00;-113 077,00;-1,74
257;-6;Газтрансбанк;665;Краснодарский край;6 337 927,00;6 862 024,00;-524 097,00;-7,64
258;-4;Енисейский Объединенный Банк;2645;Красноярский край;6 318 614,00;6 595 815,00;-277 201,00;-4,20
259;2;Сити Инвест Банк;3194;Санкт-Петербург и обл.;6 304 815,00;6 288 670,00;16 145,00;0,26
