Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Ноябрь, 2014, тыс. рублей;Октябрь, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
804;8;Дельта Кей;3513;Москва и обл.;259 050,00;259 050,00;0,00;0
805;3;Континент Финанс;149;Калужская обл.;258 709,00;266 261,00;-7 552,00;-2,84
806;8;Эно;1988;Краснодарский край;246 112,00;242 008,00;4 104,00;1,70
807;-25;Сургутский Центральный Коммерческий Банк;684;Ханты-Мансийский АО — Югра;244 891,00;438 308,00;-193 417,00;-44,13
808;1;Русское Финансовое Общество;3427;Москва и обл.;242 460,00;260 240,00;-17 780,00;-6,83
809;6;Тайдон;2085;Кемеровская обл.;239 524,00;239 943,00;-419,00;-0,17
810;8;Рунэтбанк;2829;Москва и обл.;234 427,00;214 603,00;19 824,00;9,24
811;5;РИБ;2749;Москва и обл.;221 471,00;237 418,00;-15 947,00;-6,72
812;7;Майма;1037;Республика Алтай;218 095,00;205 223,00;12 872,00;6,27
813;7;Красноярский Краевой Расчетный Центр;3483;Красноярский край;156 784,00;175 794,00;-19 010,00;-10,81
814;12;Дальний Восток;3318;Тульская обл.;144 226,00;114 774,00;29 452,00;25,66
815;7;Деньги.Мэйл.Ру;3511;Москва и обл.;130 356,00;130 356,00;0,00;0
816;12;Монета.ру;3508;Марий Эл;123 662,00;105 228,00;18 434,00;17,52
817;6;Зеленокумская;1239;Ставропольский край;122 970,00;123 307,00;-337,00;-0,27
818;3;Платежный Клиринговый Дом;3343;Москва и обл.;121 999,00;133 666,00;-11 667,00;-8,73
819;8;Фидбэк;3502;Москва и обл.;120 290,00;106 228,00;14 062,00;13,24
820;5;Умут;2435;Дагестан;109 585,00;117 080,00;-7 495,00;-6,40
821;3;КредитАльянс;3472;Вологодская обл.;107 349,00;122 601,00;-15 252,00;-12,44
822;-9;Евроинвест;3383;Москва и обл.;87 349,00;251 494,00;-164 145,00;-65,27
823;6;Вест;2605;Москва и обл.;85 690,00;85 478,00;212,00;0,25
824;6;Расчетные Решения;3524;Москва и обл.;81 462,00;82 285,00;-823,00;-1,00
825;6;Единая касса;3512;Москва и обл.;67 275,00;67 275,00;0,00;0
826;6;Единая Расчетная Палата;384;Москва и обл.;62 290,00;53 936,00;8 354,00;15,49
827;7;Транзит;2688;Дагестан;33 565,00;40 889,00;-7 324,00;-17,91
828;11;Инновационный Расчетный Центр;3447;Москва и обл.;26 630,00;21 021,00;5 609,00;26,68
829;7;Интеррасчет;1618;Карачаево-Черкесия;26 594,00;29 477,00;-2 883,00;-9,78
830;3;Первый Земельный Расчетный Центр;3381;Курская обл.;24 628,00;44 432,00;-19 804,00;-44,57
831;6;Тор Кредит;3497;Москва и обл.;24 319,00;24 260,00;59,00;0,24
832;8;Премиум;3514;Москва и обл.;20 339,00;20 339,00;0,00;0
833;2;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;19 115,00;33 261,00;-14 146,00;-42,53
834;9;Моби.Деньги;3523;Москва и обл.;11 785,00;11 785,00;0,00;0
835;3;21 Век;3309;Санкт-Петербург и обл.;9 598,00;22 628,00;-13 030,00;-57,58
836;10;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 192,00;4 188,00;4,00;0,10
837;8;Финансово-Расчетный Центр;3319;Астраханская обл.;2 299,00;5 522,00;-3 223,00;-58,37
838;9;АРБ-Инкасс;3353;Москва и обл.;2 063,00;2 835,00;-772,00;-27,23
