Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Ноябрь, 2014, тыс. рублей;Октябрь, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;-11;Энергомашбанк;52;Санкт-Петербург и обл.;10 619 279,00;11 338 775,00;-719 496,00;-6,35
261;-1;2Т Банк;625;Москва и обл.;10 488 302,00;10 726 174,00;-237 872,00;-2,22
262;109;Объединенная Расчетная Система;3342;Москва и обл.;10 376 188,00;5 211 916,00;5 164 272,00;99,09
263;2;Банк Расчетов и Сбережений;2617;Москва и обл.;10 293 987,00;10 119 763,00;174 224,00;1,72
264;4;Темпбанк;55;Москва и обл.;10 255 636,00;9 948 466,00;307 170,00;3,09
265;1;НИКО-Банк;702;Оренбургская обл.;10 167 909,00;10 005 698,00;162 211,00;1,62
266;-2;СИАБ;3245;Санкт-Петербург и обл.;10 147 411,00;10 134 208,00;13 203,00;0,13
267;0;Екатеринбург;3161;Свердловская обл.;9 862 844,00;9 986 126,00;-123 282,00;-1,23
268;5;КС Банк;1752;Мордовия;9 601 037,00;9 461 045,00;139 992,00;1,48
269;0;Инвестиционный Республиканский Банк;2571;Москва и обл.;9 411 877,00;9 834 527,00;-422 650,00;-4,30
270;8;Банк Жилищного Финансирования;3138;Москва и обл.;9 341 455,00;8 999 094,00;342 361,00;3,80
271;3;Эс-Би-Ай Банк;3185;Москва и обл.;9 335 651,00;9 426 945,00;-91 294,00;-0,97
272;3;Европейский;1616;Калининградская обл.;9 312 172,00;9 360 540,00;-48 368,00;-0,52
273;11;Джей энд Ти Банк;3061;Москва и обл.;9 279 399,00;8 455 582,00;823 817,00;9,74
274;7;Инбанк;1829;Москва и обл.;9 227 666,00;8 610 816,00;616 850,00;7,16
275;2;Евромет;2902;Москва и обл.;9 143 870,00;9 059 988,00;83 882,00;0,93
276;7;Углеметбанк;2997;Челябинская обл.;9 135 085,00;8 489 314,00;645 771,00;7,61
277;-6;Банк ПСА Финанс Рус;3481;Москва и обл.;9 089 925,00;9 525 911,00;-435 986,00;-4,58
278;12;Бенифит-Банк;3229;Москва и обл.;9 039 636,00;8 288 764,00;750 872,00;9,06
279;-9;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;8 987 047,00;9 633 100,00;-646 053,00;-6,71
280;-4;Ставропольпромстройбанк;1288;Ставропольский край;8 968 824,00;9 061 404,00;-92 580,00;-1,02
281;4;РусЮгбанк;2093;Волгоградская обл.;8 910 254,00;8 396 414,00;513 840,00;6,12
282;22;Ури Банк;3479;Москва и обл.;8 894 959,00;7 668 040,00;1 226 919,00;16,00
283;-4;Промсбербанк;1043;Москва и обл.;8 868 192,00;8 955 086,00;-86 894,00;-0,97
284;-4;Нижневолжский Коммерческий Банк;931;Саратовская обл.;8 767 279,00;8 793 297,00;-26 018,00;-0,30
285;4;Адмиралтейский;3054;Москва и обл.;8 713 584,00;8 303 416,00;410 168,00;4,94
286;7;Нефтепромбанк;2156;Москва и обл.;8 665 964,00;8 108 956,00;557 008,00;6,87
287;0;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;8 649 254,00;8 371 955,00;277 299,00;3,31
288;0;Промтрансбанк;2638;Башкортостан;8 561 501,00;8 371 382,00;190 119,00;2,27
289;-7;Татсоцбанк;480;Татарстан;8 378 061,00;8 557 736,00;-179 675,00;-2,10
290;2;Агросоюз;1459;Москва и обл.;8 366 798,00;8 161 585,00;205 213,00;2,51
291;3;Московский Нефтехимический Банк;1411;Москва и обл.;8 317 251,00;8 089 200,00;228 051,00;2,82
292;-6;Рускобанк;138;Санкт-Петербург и обл.;8 273 093,00;8 384 945,00;-111 852,00;-1,33
293;7;Банк БКФ;2684;Москва и обл.;8 247 880,00;7 780 410,00;467 470,00;6,01
294;7;Белгородсоцбанк;760;Белгородская обл.;8 243 545,00;7 743 585,00;499 960,00;6,46
295;4;Новопокровский;467;Краснодарский край;8 170 636,00;7 898 265,00;272 371,00;3,45
296;-5;Волга-Кредит;1153;Самарская обл.;8 044 757,00;8 164 473,00;-119 716,00;-1,47
297;0;Миллениум Банк;3423;Москва и обл.;8 031 340,00;7 987 704,00;43 636,00;0,55
298;-2;Снежинский;1376;Челябинская обл.;7 972 681,00;8 050 636,00;-77 955,00;-0,97
299;6;Финам Банк;2799;Москва и обл.;7 932 651,00;7 583 213,00;349 438,00;4,61
300;2;Роспромбанк;3204;Москва и обл.;7 876 813,00;7 707 900,00;168 913,00;2,19
301;-54;Кубаньторгбанк;478;Краснодарский край;7 833 831,00;11 589 102,00;-3 755 271,00;-32,40
302;4;ПИР Банк;2655;Москва и обл.;7 829 196,00;7 558 820,00;270 376,00;3,58
303;4;Экспресс-Кредит;210;Москва и обл.;7 806 467,00;7 555 421,00;251 046,00;3,32
304;4;Датабанк;646;Удмуртия;7 800 517,00;7 483 278,00;317 239,00;4,24
305;-10;Ассоциация;732;Нижегородская обл.;7 746 607,00;8 056 919,00;-310 312,00;-3,85
306;11;Вокбанк;312;Нижегородская обл.;7 676 424,00;7 063 204,00;613 220,00;8,68
307;2;Славия;2664;Москва и обл.;7 671 726,00;7 445 469,00;226 257,00;3,04
308;7;Развитие;2729;Карачаево-Черкесия;7 600 782,00;7 107 270,00;493 512,00;6,94
309;-37;Руснарбанк;3403;Москва и обл.;7 581 145,00;9 517 697,00;-1 936 552,00;-20,35
310;3;Русский Торговый Банк;2842;Москва и обл.;7 543 881,00;7 199 369,00;344 512,00;4,79
311;23;Региональный Банк Развития;2782;Башкортостан;7 382 566,00;6 454 530,00;928 036,00;14,38
312;-14;Еврокоммерц;1777;Москва и обл.;7 378 141,00;7 984 112,00;-605 971,00;-7,59
313;-2;Юг-Инвестбанк;2772;Краснодарский край;7 362 330,00;7 330 198,00;32 132,00;0,44
314;0;ФДБ;3071;Москва и обл.;7 360 778,00;7 138 439,00;222 339,00;3,11
315;1;Ренессанс;1939;Москва и обл.;7 342 639,00;7 106 154,00;236 485,00;3,33
316;-6;Томскпромстройбанк;1720;Томская обл.;7 302 279,00;7 399 224,00;-96 945,00;-1,31
317;40;Банк Заречье;817;Татарстан;7 275 824,00;5 666 562,00;1 609 262,00;28,40
318;-6;Северо-Восточный Альянс;2768;Москва и обл.;7 208 926,00;7 224 061,00;-15 135,00;-0,21
319;0;Бинбанк Мурманск;1276;Мурманская обл.;7 181 889,00;7 031 092,00;150 797,00;2,14
320;5;Вега-Банк;3270;Москва и обл.;7 096 813,00;6 806 949,00;289 864,00;4,26
321;22;Азия-Инвест Банк;3303;Москва и обл.;7 031 460,00;6 290 450,00;741 010,00;11,78
322;-1;Кузнецкий Мост;2254;Москва и обл.;6 946 938,00;6 899 401,00;47 537,00;0,69
323;-3;Анкор Банк;889;Татарстан;6 930 496,00;6 922 507,00;7 989,00;0,12
324;5;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;6 911 827,00;6 627 763,00;284 064,00;4,29
325;14;Финансовый Стандарт;1053;Москва и обл.;6 874 770,00;6 345 307,00;529 463,00;8,34
326;1;Инвестиционный Союз;637;Москва и обл.;6 809 024,00;6 678 047,00;130 977,00;1,96
327;-5;Бинбанк Столица;3052;Москва и обл.;6 738 555,00;6 898 114,00;-159 559,00;-2,31
328;-2;Альба Альянс;2593;Москва и обл.;6 728 110,00;6 753 743,00;-25 633,00;-0,38
329;-11;РЕСО Кредит;3450;Москва и обл.;6 727 628,00;7 062 553,00;-334 925,00;-4,74
330;-6;Таатта;1249;Саха (Якутия);6 716 067,00;6 829 896,00;-113 829,00;-1,67
331;6;Банк Казани;708;Татарстан;6 701 079,00;6 440 207,00;260 872,00;4,05
332;-2;Русь;704;Оренбургская обл.;6 639 061,00;6 607 555,00;31 506,00;0,48
333;-10;Славянский Кредит;2960;Москва и обл.;6 628 636,00;6 833 514,00;-204 878,00;-3,00
334;-2;Новый Московский Банк;2932;Москва и обл.;6 577 808,00;6 598 397,00;-20 589,00;-0,31
335;-7;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 552 740,00;6 640 511,00;-87 771,00;-1,32
336;2;Трансстройбанк;2807;Москва и обл.;6 425 972,00;6 425 376,00;596,00;0,01
337;-4;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 425 231,00;6 501 182,00;-75 951,00;-1,17
338;9;Эксперт Банк;2949;Омская обл.;6 379 163,00;5 984 234,00;394 929,00;6,60
339;7;Милбанк;3256;Москва и обл.;6 344 417,00;6 099 687,00;244 730,00;4,01
340;2;Актив Банк;2529;Мордовия;6 331 362,00;6 307 448,00;23 914,00;0,38
341;-1;Северный Кредит;2398;Вологодская обл.;6 321 176,00;6 328 170,00;-6 994,00;-0,11
342;14;Голдман Сакс Банк;3490;Москва и обл.;6 308 928,00;5 692 028,00;616 900,00;10,84
343;-2;Эл Банк;1025;Самарская обл.;6 264 294,00;6 325 367,00;-61 073,00;-0,97
344;9;Банк Торгового Финансирования;1982;Москва и обл.;6 232 100,00;5 839 142,00;392 958,00;6,73
345;-1;Промрегионбанк;2123;Томская обл.;6 171 510,00;6 163 603,00;7 907,00;0,13
346;-1;Банк на Красных Воротах;2472;Москва и обл.;6 151 150,00;6 147 188,00;3 962,00;0,06
347;3;Век;2299;Москва и обл.;6 139 225,00;5 969 456,00;169 769,00;2,84
348;22;Банк Инноваций и Развития;2647;Москва и обл.;6 098 388,00;5 223 545,00;874 843,00;16,75
349;-13;Бинбанк Тверь;777;Тверская обл.;5 972 878,00;6 440 227,00;-467 349,00;-7,26
350;-47;Уралкапиталбанк;2519;Башкортостан;5 953 305,00;7 690 650,00;-1 737 345,00;-22,59
351;0;Объединенный Кредитный Банк;1118;Владимирская обл.;5 930 243,00;5 911 628,00;18 615,00;0,31
352;0;Кранбанк;2271;Ивановская обл.;5 869 116,00;5 884 737,00;-15 621,00;-0,27
353;2;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 866 873,00;5 737 347,00;129 526,00;2,26
354;-5;Северный Народный Банк;2721;Коми;5 828 985,00;5 979 946,00;-150 961,00;-2,52
355;-7;Эргобанк;2856;Москва и обл.;5 752 130,00;5 980 710,00;-228 580,00;-3,82
356;2;Верхневолжский;1084;Ярославская обл.;5 705 906,00;5 665 809,00;40 097,00;0,71
357;-22;Невский Банк;1068;Санкт-Петербург и обл.;5 649 417,00;6 442 039,00;-792 622,00;-12,30
358;1;Тюменьагропромбанк;917;Тюменская обл.;5 614 078,00;5 562 907,00;51 171,00;0,92
359;-5;Чувашкредитпромбанк;1280;Чувашия;5 608 677,00;5 761 071,00;-152 394,00;-2,65
360;0;РАМ Банк;3480;Москва и обл.;5 571 956,00;5 529 847,00;42 109,00;0,76
361;33;Платина;2347;Москва и обл.;5 544 009,00;4 692 762,00;851 247,00;18,14
362;0;Нэклис-Банк;1671;Москва и обл.;5 521 494,00;5 522 043,00;-549,00;-0,01
363;-2;Национальный Залоговый Банк;2944;Москва и обл.;5 460 160,00;5 528 057,00;-67 897,00;-1,23
364;8;Синко-Банк;2838;Москва и обл.;5 459 532,00;5 207 842,00;251 690,00;4,83
365;19;Ю Би Эс Банк;3463;Москва и обл.;5 403 924,00;4 905 684,00;498 240,00;10,16
366;-3;Финанс Бизнес Банк;520;Москва и обл.;5 396 811,00;5 507 916,00;-111 105,00;-2,02
367;-2;Камский Коммерческий Банк;438;Татарстан;5 361 641,00;5 397 975,00;-36 334,00;-0,67
368;7;Банкхаус Эрбе;1717;Москва и обл.;5 355 539,00;5 090 927,00;264 612,00;5,20
369;-5;Хакасский Муниципальный Банк;1049;Хакасия;5 332 765,00;5 427 068,00;-94 303,00;-1,74
370;3;Донкомбанк;492;Ростовская обл.;5 322 978,00;5 207 321,00;115 657,00;2,22
371;-3;Международный Коммерческий Банк;2524;Москва и обл.;5 284 447,00;5 340 118,00;-55 671,00;-1,04
372;-3;Сити Инвест Банк;3194;Санкт-Петербург и обл.;5 243 140,00;5 269 231,00;-26 091,00;-0,50
373;20;Международный Банк Развития;2704;Москва и обл.;5 224 699,00;4 694 133,00;530 566,00;11,30
374;-8;Риабанк;3434;Москва и обл.;5 129 934,00;5 369 627,00;-239 693,00;-4,46
375;43;Экономикс-Банк;2136;Москва и обл.;5 126 214,00;4 172 771,00;953 443,00;22,85
376;-2;Проминвестбанк;2433;Москва и обл.;5 068 235,00;5 157 794,00;-89 559,00;-1,74
377;-10;Автоградбанк;1455;Татарстан;5 034 221,00;5 367 712,00;-333 491,00;-6,21
378;26;Москва-Сити;3247;Москва и обл.;5 021 274,00;4 507 853,00;513 421,00;11,39
379;11;Банк Развития Технологий;3441;Москва и обл.;5 013 552,00;4 726 657,00;286 895,00;6,07
380;11;Консервативный Коммерческий Банк;1087;Астраханская обл.;5 006 454,00;4 714 996,00;291 458,00;6,18
381;2;Газстройбанк;2919;Москва и обл.;4 997 664,00;4 905 828,00;91 836,00;1,87
382;-51;УМ-Банк;1441;Свердловская обл.;4 991 711,00;6 600 926,00;-1 609 215,00;-24,38
383;18;Торговый Городской Банк;3180;Тверская обл.;4 987 781,00;4 595 961,00;391 820,00;8,53
384;2;Зенит Сочи;232;Краснодарский край;4 986 548,00;4 867 614,00;118 934,00;2,44
385;0;Зернобанк;2337;Алтайский край;4 964 476,00;4 901 053,00;63 423,00;1,29
386;-7;Сибсоцбанк;2015;Алтайский край;4 955 053,00;4 971 961,00;-16 908,00;-0,34
387;11;Народный Доверительный Банк;2374;Москва и обл.;4 951 683,00;4 650 873,00;300 810,00;6,47
388;-1;Идея Банк;430;Краснодарский край;4 922 129,00;4 859 727,00;62 402,00;1,28
389;3;Союзный;3236;Москва и обл.;4 912 229,00;4 695 227,00;217 002,00;4,62
390;-10;Промэнергобанк;2728;Вологодская обл.;4 905 802,00;4 967 504,00;-61 702,00;-1,24
391;15;Межтрастбанк;2493;Москва и обл.;4 887 801,00;4 480 683,00;407 118,00;9,09
392;-15;Стройлесбанк;2995;Тюменская обл.;4 881 702,00;5 077 187,00;-195 485,00;-3,85
393;-12;Руссобанк;2313;Москва и обл.;4 879 196,00;4 954 118,00;-74 922,00;-1,51
394;2;Банк Оранжевый;1659;Санкт-Петербург и обл.;4 865 560,00;4 675 068,00;190 492,00;4,07
395;-17;Дагэнергобанк;3286;Дагестан;4 852 276,00;5 015 609,00;-163 333,00;-3,26
396;-14;ВостСибтранскомбанк;2731;Иркутская обл.;4 788 485,00;4 909 303,00;-120 818,00;-2,46
397;-9;Конфидэнс Банк;970;Костромская обл.;4 686 718,00;4 852 516,00;-165 798,00;-3,42
398;5;Леноблбанк;1003;Санкт-Петербург и обл.;4 654 670,00;4 524 595,00;130 075,00;2,87
399;-2;Межрегиональный промышленно-строительный банк;752;Мордовия;4 644 041,00;4 652 149,00;-8 108,00;-0,17
400;0;Банк ИТБ;3128;Москва и обл.;4 637 124,00;4 633 455,00;3 669,00;0,08
401;14;Оргбанк;3312;Москва и обл.;4 622 243,00;4 233 750,00;388 493,00;9,18
402;9;Московский Коммерческий Банк;3172;Москва и обл.;4 611 578,00;4 380 778,00;230 800,00;5,27
403;-4;Экси-Банк;2530;Санкт-Петербург и обл.;4 609 472,00;4 650 782,00;-41 310,00;-0,89
404;-28;Мосуралбанк;2468;Москва и обл.;4 598 555,00;5 081 150,00;-482 595,00;-9,50
405;2;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 504 202,00;4 466 051,00;38 151,00;0,85
406;-1;Банк Раунд;2506;Москва и обл.;4 456 587,00;4 487 356,00;-30 769,00;-0,69
407;2;Енисейский Объединенный Банк;2645;Красноярский край;4 440 710,00;4 438 106,00;2 604,00;0,06
408;-13;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;4 436 794,00;4 690 264,00;-253 470,00;-5,40
409;20;Еврокредит;2957;Москва и обл.;4 424 332,00;3 951 541,00;472 791,00;11,96
410;3;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 423 321,00;4 345 091,00;78 230,00;1,80
411;-3;МАК-Банк;1088;Москва и обл.;4 344 759,00;4 456 228,00;-111 469,00;-2,50
412;2;Владпромбанк;870;Владимирская обл.;4 308 523,00;4 333 005,00;-24 482,00;-0,57
413;-11;Банк Кремлевский;2905;Москва и обл.;4 306 628,00;4 595 708,00;-289 080,00;-6,29
414;-25;Бинбанк Смоленск;1957;Смоленская обл.;4 289 103,00;4 734 773,00;-445 670,00;-9,41
415;34;Гагаринский;606;Москва и обл.;4 252 925,00;3 491 979,00;760 946,00;21,79
416;-6;Новобанк;1352;Новгородская обл.;4 227 620,00;4 389 356,00;-161 736,00;-3,68
417;21;Новое Время;3492;Москва и обл.;4 198 300,00;3 734 921,00;463 379,00;12,41
418;-6;Реалист Банк;1067;Иркутская обл.;4 186 180,00;4 361 795,00;-175 615,00;-4,03
419;7;Русский Трастовый Банк;1139;Москва и обл.;4 124 354,00;4 003 499,00;120 855,00;3,02
420;11;Коммерческий Индо Банк;3446;Москва и обл.;4 098 423,00;3 901 386,00;197 037,00;5,05
421;-2;Кузнецкий;609;Пензенская обл.;4 086 117,00;4 142 898,00;-56 781,00;-1,37
422;0;Земский Банк;2900;Самарская обл.;4 077 003,00;4 088 340,00;-11 337,00;-0,28
423;9;ИТ Банк;2609;Омская обл.;4 072 926,00;3 848 777,00;224 149,00;5,82
424;102;Рапида;3371;Москва и обл.;4 026 489,00;2 351 057,00;1 675 432,00;71,26
425;-2;НБК-Банк;3283;Москва и обл.;4 015 454,00;4 036 325,00;-20 871,00;-0,52
426;-5;Мираф-Банк;2244;Омская обл.;4 004 226,00;4 093 069,00;-88 843,00;-2,17
427;8;Витабанк;356;Санкт-Петербург и обл.;3 997 103,00;3 801 394,00;195 709,00;5,15
428;0;Роял Кредит Банк;783;Хабаровский край;3 993 850,00;3 971 150,00;22 700,00;0,57
429;-12;Лесбанк;1598;Москва и обл.;3 990 251,00;4 175 929,00;-185 678,00;-4,45
430;12;Профессионал Банк;2471;Москва и обл.;3 984 087,00;3 643 464,00;340 623,00;9,35
431;-1;Горбанк;2982;Санкт-Петербург и обл.;3 943 594,00;3 917 802,00;25 792,00;0,66
432;-7;Ермак;1809;Ханты-Мансийский АО — Югра;3 939 647,00;4 015 273,00;-75 626,00;-1,88
433;-9;МС Банк Рус;2789;Москва и обл.;3 886 925,00;4 024 737,00;-137 812,00;-3,42
434;12;Бланк Банк;2368;Москва и обл.;3 851 541,00;3 529 824,00;321 717,00;9,11
435;-8;Кошелев-Банк;3300;Самарская обл.;3 845 928,00;3 972 099,00;-126 171,00;-3,18
436;-3;Профит Банк;3234;Москва и обл.;3 817 384,00;3 836 244,00;-18 860,00;-0,49
437;-1;Мастер-Капитал;3011;Москва и обл.;3 798 865,00;3 782 883,00;15 982,00;0,42
438;22;РТС-Банк;3401;Самарская обл.;3 765 708,00;3 305 999,00;459 709,00;13,91
439;1;Промсельхозбанк;538;Москва и обл.;3 722 785,00;3 712 788,00;9 997,00;0,27
440;-6;Банк Экономический Союз;2798;Москва и обл.;3 706 348,00;3 833 655,00;-127 307,00;-3,32
441;12;Крыловский;456;Краснодарский край;3 662 341,00;3 438 106,00;224 235,00;6,52
442;-1;Церих;3278;Орловская обл.;3 657 235,00;3 659 163,00;-1 928,00;-0,05
443;-6;Форус Банк;3457;Нижегородская обл.;3 648 615,00;3 778 004,00;-129 389,00;-3,42
444;-28;Сибнефтебанк;385;Тюменская обл.;3 625 032,00;4 205 182,00;-580 150,00;-13,80
445;-25;Итуруп;2390;Сахалинская обл.;3 614 293,00;4 100 538,00;-486 245,00;-11,86
446;-7;Воронеж;654;Воронежская обл.;3 609 425,00;3 718 260,00;-108 835,00;-2,93
447;-2;Бест Эффортс Банк;435;Москва и обл.;3 582 149,00;3 549 463,00;32 686,00;0,92
448;32;Первый Клиентский Банк;3436;Москва и обл.;3 578 207,00;3 016 156,00;562 051,00;18,63
449;13;Нейва;1293;Свердловская обл.;3 550 483,00;3 292 893,00;257 590,00;7,82
450;2;Гринфилдбанк;2711;Москва и обл.;3 509 660,00;3 439 245,00;70 415,00;2,05
451;-1;Камчаткомагропромбанк;545;Камчатская обл.;3 497 071,00;3 490 679,00;6 392,00;0,18
452;4;Элита;1399;Калужская обл.;3 478 742,00;3 370 545,00;108 197,00;3,21
453;1;Океан Банк;1697;Москва и обл.;3 464 173,00;3 411 498,00;52 675,00;1,54
454;3;Венец;524;Ульяновская обл.;3 459 208,00;3 329 063,00;130 145,00;3,91
455;-8;Уссури;596;Хабаровский край;3 444 872,00;3 517 614,00;-72 742,00;-2,07
456;-8;Витязь;2890;Москва и обл.;3 441 933,00;3 512 345,00;-70 412,00;-2,00
457;-14;Финансово-Промышленный Капитал;3295;Москва и обл.;3 413 435,00;3 579 070,00;-165 635,00;-4,63
458;10;Профессионал Банк;3296;Москва и обл.;3 395 411,00;3 211 365,00;184 046,00;5,73
459;10;МФБанк;3163;Москва и обл.;3 368 187,00;3 199 526,00;168 661,00;5,27
460;-2;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 348 653,00;3 327 004,00;21 649,00;0,65
461;6;НОКССбанк;3202;Волгоградская обл.;3 336 740,00;3 212 933,00;123 807,00;3,85
462;-1;Алтайкапиталбанк;2659;Алтайский край;3 324 354,00;3 302 575,00;21 779,00;0,66
463;16;Уралпромбанк;2964;Челябинская обл.;3 308 126,00;3 018 058,00;290 068,00;9,61
464;0;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;3 275 789,00;3 243 021,00;32 768,00;1,01
465;29;Региональный Банк Сбережений;3367;Москва и обл.;3 255 118,00;2 744 901,00;510 217,00;18,59
466;9;Ринвестбанк;3262;Рязанская обл.;3 250 988,00;3 113 073,00;137 915,00;4,43
467;-4;Вологжанин;1896;Вологодская обл.;3 228 721,00;3 278 833,00;-50 112,00;-1,53
468;-9;ИСБ;3010;Москва и обл.;3 187 696,00;3 308 160,00;-120 464,00;-3,64
469;-3;Аксонбанк;680;Костромская обл.;3 165 877,00;3 221 293,00;-55 416,00;-1,72
470;14;Интерактивный Банк;3378;Москва и обл.;3 160 526,00;2 903 034,00;257 492,00;8,87
471;1;Живаго Банк;2065;Рязанская обл.;3 152 992,00;3 158 216,00;-5 224,00;-0,17
472;5;Айви Банк;2055;Москва и обл.;3 146 102,00;3 040 173,00;105 929,00;3,48
473;0;РБА;3413;Москва и обл.;3 127 263,00;3 156 166,00;-28 903,00;-0,92
474;-3;Долинск;857;Сахалинская обл.;3 115 745,00;3 166 923,00;-51 178,00;-1,62
475;1;Интеркредит;3047;Москва и обл.;3 097 452,00;3 067 539,00;29 913,00;0,98
476;5;Крокус-Банк;2682;Москва и обл.;3 071 120,00;2 994 916,00;76 204,00;2,54
477;-12;Ваш Личный Банк;1222;Иркутская обл.;3 059 041,00;3 243 014,00;-183 973,00;-5,67
478;12;Сириус;3506;Омская обл.;3 057 478,00;2 837 284,00;220 194,00;7,76
479;19;Росбизнесбанк;1405;Москва и обл.;3 041 347,00;2 703 106,00;338 241,00;12,51
480;-2;Газтрансбанк;665;Адыгея;3 030 924,00;3 021 399,00;9 525,00;0,32
481;22;Юнистрим;3467;Москва и обл.;3 030 669,00;2 643 503,00;387 166,00;14,65
482;4;Столичный Кредит;2853;Москва и обл.;3 029 195,00;2 849 642,00;179 553,00;6,30
483;9;Донхлеббанк;2285;Ростовская обл.;3 009 835,00;2 775 305,00;234 530,00;8,45
484;15;Преодоление;2649;Москва и обл.;2 993 975,00;2 662 164,00;331 811,00;12,46
485;-15;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 914 049,00;3 178 603,00;-264 554,00;-8,32
486;-3;Агророс;2860;Саратовская обл.;2 911 054,00;2 918 290,00;-7 236,00;-0,25
487;20;Заубер Банк;1614;Санкт-Петербург и обл.;2 905 880,00;2 617 274,00;288 606,00;11,03
488;13;Мурманский Расчетный Центр;3341;Мурманская обл.;2 901 281,00;2 644 460,00;256 821,00;9,71
489;-45;Кроссинвестбанк;2849;Москва и обл.;2 898 644,00;3 556 364,00;-657 720,00;-18,49
490;-39;Торгово-Строительный Банк;1250;Москва и обл.;2 863 502,00;3 442 697,00;-579 195,00;-16,82
491;-4;Богородский Муниципальный Банк;2992;Москва и обл.;2 848 429,00;2 846 778,00;1 651,00;0,06
492;4;Кубанский Универсальный Банк;2898;Краснодарский край;2 848 284,00;2 728 847,00;119 437,00;4,38
493;12;Русский Национальный Банк;469;Ростовская обл.;2 822 462,00;2 629 693,00;192 769,00;7,33
494;-5;Таурус Банк;655;Москва и обл.;2 820 966,00;2 841 030,00;-20 064,00;-0,71
495;5;Национальный Корпоративный Банк;3422;Москва и обл.;2 785 322,00;2 650 925,00;134 397,00;5,07
496;-11;Костромаселькомбанк;1115;Костромская обл.;2 774 020,00;2 887 093,00;-113 073,00;-3,92
497;21;Межбанковский Кредитный Союз;3242;Москва и обл.;2 751 003,00;2 419 234,00;331 769,00;13,71
498;-7;Евроальянс;1781;Ивановская обл.;2 739 902,00;2 777 775,00;-37 873,00;-1,36
499;9;Выборг-Банк;720;Санкт-Петербург и обл.;2 706 590,00;2 614 992,00;91 598,00;3,50
500;10;Сибэс;208;Омская обл.;2 699 319,00;2 607 382,00;91 937,00;3,53
501;13;Зираат Банк;2559;Москва и обл.;2 638 211,00;2 517 010,00;121 201,00;4,82
502;-9;Енисей;474;Красноярский край;2 631 095,00;2 764 965,00;-133 870,00;-4,84
503;-6;Апабанк;2404;Москва и обл.;2 611 423,00;2 706 139,00;-94 716,00;-3,50
504;0;Капитал;575;Москва и обл.;2 610 430,00;2 632 410,00;-21 980,00;-0,83
505;20;ФорБанк;2063;Алтайский край;2 603 494,00;2 360 145,00;243 349,00;10,31
506;-24;Мегаполис;3265;Чувашия;2 598 881,00;2 927 201,00;-328 320,00;-11,22
507;-1;Тульский Промышленник;2382;Тульская обл.;2 596 821,00;2 627 672,00;-30 851,00;-1,17
508;5;РСКБ;2050;Москва и обл.;2 593 230,00;2 535 594,00;57 636,00;2,27
509;-7;Братский АНКБ;1144;Иркутская обл.;2 571 991,00;2 643 595,00;-71 604,00;-2,71
510;-22;Лайтбанк;3177;Москва и обл.;2 553 891,00;2 843 529,00;-289 638,00;-10,19
511;-2;Объединенный Резервный Банк;937;Москва и обл.;2 539 228,00;2 612 465,00;-73 237,00;-2,80
512;12;Народный Банк;2249;Карачаево-Черкесия;2 502 040,00;2 387 923,00;114 117,00;4,78
513;41;Н-Банк;3493;Москва и обл.;2 486 739,00;2 091 187,00;395 552,00;18,92
514;-40;Индустриальный Сберегательный Банк;3175;Москва и обл.;2 483 252,00;3 155 609,00;-672 357,00;-21,31
515;18;Кросна-Банк;2607;Москва и обл.;2 460 793,00;2 295 938,00;164 855,00;7,18
516;19;Алтынбанк;2070;Татарстан;2 454 294,00;2 265 480,00;188 814,00;8,33
517;19;Система;2846;Москва и обл.;2 441 678,00;2 246 897,00;194 781,00;8,67
518;12;Газнефтьбанк;3223;Саратовская обл.;2 432 304,00;2 333 383,00;98 921,00;4,24
519;4;Крона-Банк;2499;Иркутская обл.;2 414 144,00;2 403 635,00;10 509,00;0,44
520;18;ЕвроАксис Банк;3273;Москва и обл.;2 409 439,00;2 238 081,00;171 358,00;7,66
521;0;Радиотехбанк;1166;Нижегородская обл.;2 404 335,00;2 407 236,00;-2 901,00;-0,12
522;-6;Аспект;608;Москва и обл.;2 398 586,00;2 504 980,00;-106 394,00;-4,25
523;-4;Иваново;1763;Ивановская обл.;2 393 482,00;2 416 585,00;-23 103,00;-0,96
524;-12;Богородский;1277;Нижегородская обл.;2 390 186,00;2 591 117,00;-200 931,00;-7,75
525;-3;Бинбанк Сургут;1701;Ханты-Мансийский АО — Югра;2 382 154,00;2 405 533,00;-23 379,00;-0,97
