Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июль, 2011, тыс. рублей;Июнь, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
23;1;Нордеа Банк;3016;Москва и обл.;200 924 914,00;183 915 758,00;17 009 156,00;9,25
24;-2;Банк Зенит;3255;Москва и обл.;199 732 729,00;194 577 704,00;5 155 025,00;2,65
25;0;Возрождение;1439;Москва и обл.;185 392 145,00;183 795 423,00;1 596 722,00;0,87
26;0;Связь-Банк;1470;Москва и обл.;175 019 640,00;181 993 302,00;-6 973 662,00;-3,83
27;0;Траст;3279;Москва и обл.;157 259 870,00;168 653 093,00;-11 393 223,00;-6,76
28;0;Русский Стандарт;2289;Москва и обл.;152 383 126,00;150 157 327,00;2 225 799,00;1,48
29;1;Банк «Открытие»;2179;Москва и обл.;146 710 219,00;143 462 439,00;3 247 780,00;2,26
30;2;Глобэкс;1942;Москва и обл.;143 327 109,00;135 819 246,00;7 507 863,00;5,53
31;5;ИНГ Банк;2495;Москва и обл.;139 670 481,00;121 077 837,00;18 592 644,00;15,36
32;-1;МТС Банк;2268;Москва и обл.;138 332 257,00;137 298 636,00;1 033 621,00;0,75
33;7;Национальный Расчетный Депозитарий;3294;Москва и обл.;124 002 257,00;108 261 070,00;15 741 187,00;14,54
34;1;Московский Индустриальный Банк;912;Москва и обл.;122 438 380,00;121 739 487,00;698 893,00;0,57
35;-1;Хоум Кредит Банк;316;Москва и обл.;121 702 186,00;124 213 807,00;-2 511 621,00;-2,02
36;-3;Еврофинанс Моснарбанк;2402;Москва и обл.;115 828 365,00;125 507 061,00;-9 678 696,00;-7,71
37;0;Восточный Банк;1460;Амурская обл.;112 373 211,00;113 296 702,00;-923 491,00;-0,82
38;1;КИТ Финанс Инвестиционный Банк;1911;Санкт-Петербург и обл.;110 682 407,00;110 712 199,00;-29 792,00;-0,03
39;10;Дойче Банк;3328;Москва и обл.;109 539 406,00;86 196 018,00;23 343 388,00;27,08
40;-2;Национальный Клиринговый Центр;3466;Москва и обл.;105 139 957,00;112 780 024,00;-7 640 067,00;-6,77
41;1;Бинбанк;323;Москва и обл.;104 448 064,00;104 472 078,00;-24 014,00;-0,02
42;2;РГС Банк;3073;Москва и обл.;102 723 678,00;100 814 115,00;1 909 563,00;1,89
43;0;ОТП Банк;2766;Москва и обл.;102 059 757,00;104 205 044,00;-2 145 287,00;-2,06
44;-3;Абсолют Банк;2306;Москва и обл.;101 689 137,00;106 488 834,00;-4 799 697,00;-4,51
45;1;МСП Банк;3340;Москва и обл.;97 646 514,00;93 554 049,00;4 092 465,00;4,37
46;-1;Русфинанс Банк;1792;Самарская обл.;95 250 141,00;93 838 785,00;1 411 356,00;1,50
47;1;Банк Интеза;2216;Москва и обл.;93 045 938,00;90 891 507,00;2 154 431,00;2,37
48;-1;Транскапиталбанк;2210;Москва и обл.;91 143 148,00;92 236 028,00;-1 092 880,00;-1,18
49;2;Юниаструм Банк;2771;Москва и обл.;88 590 017,00;84 609 171,00;3 980 846,00;4,70
50;2;Кредит Европа Банк;3311;Москва и обл.;87 620 226,00;84 394 678,00;3 225 548,00;3,82
51;3;Уральский Банк Реконструкции и Развития;429;Свердловская обл.;86 114 395,00;80 724 336,00;5 390 059,00;6,68
52;-2;СКБ-Банк;705;Свердловская обл.;85 954 525,00;85 706 508,00;248 017,00;0,29
53;0;Пробизнесбанк;2412;Москва и обл.;81 831 008,00;80 735 913,00;1 095 095,00;1,36
54;2;Инвестторгбанк;2763;Москва и обл.;78 394 703,00;76 477 232,00;1 917 471,00;2,51
55;5;Внешпромбанк;3261;Москва и обл.;78 133 842,00;72 994 317,00;5 139 525,00;7,04
56;6;РосЕвроБанк;3137;Москва и обл.;76 781 770,00;72 435 061,00;4 346 709,00;6,00
57;0;Союз;2307;Москва и обл.;76 027 012,00;75 789 200,00;237 812,00;0,31
58;1;Балтийский Банк;128;Москва и обл.;75 431 889,00;73 729 298,00;1 702 591,00;2,31
59;2;Новикомбанк;2546;Москва и обл.;75 425 716,00;72 671 795,00;2 753 921,00;3,79
60;-5;БНП Париба Банк;3407;Москва и обл.;74 861 513,00;77 335 739,00;-2 474 226,00;-3,20
61;2;Мастер-Банк;2176;Москва и обл.;72 466 365,00;70 794 378,00;1 671 987,00;2,36
62;2;Татфондбанк;3058;Татарстан;70 034 123,00;68 950 289,00;1 083 834,00;1,57
63;2;Собинбанк;1317;Москва и обл.;69 019 961,00;67 580 653,00;1 439 308,00;2,13
64;2;СМП Банк;3368;Москва и обл.;68 935 127,00;65 936 268,00;2 998 859,00;4,55
65;2;Запсибкомбанк;918;Тюменская обл.;65 377 429,00;60 994 159,00;4 383 270,00;7,19
66;2;Авангард;2879;Москва и обл.;63 686 950,00;59 716 815,00;3 970 135,00;6,65
67;5;Пересвет;2110;Москва и обл.;59 113 253,00;53 485 375,00;5 627 878,00;10,52
68;6;ДельтаКредит;3338;Москва и обл.;58 898 597,00;53 215 957,00;5 682 640,00;10,68
69;1;ЦентроКредит;121;Москва и обл.;58 573 124,00;57 675 081,00;898 043,00;1,56
70;-12;Всероссийский Банк Развития Регионов;3287;Москва и обл.;56 965 371,00;74 841 484,00;-17 876 113,00;-23,89
71;0;Национальный Резервный Банк;2170;Москва и обл.;55 296 869,00;55 855 000,00;-558 131,00;-1,00
72;-3;Экспо Финанс;2594;Москва и обл.;55 230 360,00;59 639 268,00;-4 408 908,00;-7,39
73;2;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;54 452 880,00;52 616 102,00;1 836 778,00;3,49
74;-1;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;53 495 963,00;53 404 135,00;91 828,00;0,17
75;1;Локо-Банк;2707;Москва и обл.;53 130 851,00;52 551 404,00;579 447,00;1,10
76;4;Центр-инвест;2225;Ростовская обл.;52 404 520,00;49 010 193,00;3 394 327,00;6,93
77;0;Балтинвестбанк;3176;Санкт-Петербург и обл.;52 259 724,00;51 798 259,00;461 465,00;0,89
78;0;Роскосмосбанк;2989;Москва и обл.;50 367 403,00;50 311 000,00;56 403,00;0,11
79;5;Инвестбанк;107;Калининградская обл.;48 604 212,00;46 907 521,00;1 696 691,00;3,62
80;3;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;48 311 053,00;47 638 038,00;673 015,00;1,41
81;1;Ренессанс Кредит;3354;Москва и обл.;48 291 435,00;48 911 975,00;-620 540,00;-1,27
82;3;Металлинвестбанк;2440;Москва и обл.;48 151 997,00;46 431 972,00;1 720 025,00;3,70
83;-4;Совкомбанк;963;Костромская обл.;47 448 992,00;49 508 349,00;-2 059 357,00;-4,16
84;2;АМТ Банк;2820;Москва и обл.;47 111 951,00;46 036 244,00;1 075 707,00;2,34
85;-4;Сургутнефтегазбанк;588;Тюменская обл.;45 227 124,00;48 949 570,00;-3 722 446,00;-7,60
86;4;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;43 390 937,00;40 004 196,00;3 386 741,00;8,47
87;1;Банк ДОМ.РФ;2312;Москва и обл.;42 817 943,00;41 358 022,00;1 459 921,00;3,53
88;3;СБ Банк (Судостроительный банк);2999;Москва и обл.;41 718 381,00;39 859 774,00;1 858 607,00;4,66
89;5;Коммерцбанк (Евразия);3333;Москва и обл.;40 636 056,00;37 053 662,00;3 582 394,00;9,67
90;2;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;40 159 150,00;38 289 742,00;1 869 408,00;4,88
91;4;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;38 241 746,00;35 890 606,00;2 351 140,00;6,55
92;1;Национальный Стандарт;3421;Москва и обл.;37 954 035,00;37 122 708,00;831 327,00;2,24
93;-6;Расчетная Палата РТС;3335;Москва и обл.;36 292 857,00;43 785 441,00;-7 492 584,00;-17,11
94;2;Первобанк;3461;Самарская обл.;35 368 335,00;34 392 898,00;975 437,00;2,84
95;-6;Международный Финансовый Клуб;2618;Москва и обл.;34 825 321,00;40 188 825,00;-5 363 504,00;-13,35
96;3;Бинбанк Диджитал;2827;Москва и обл.;34 053 253,00;32 766 258,00;1 286 995,00;3,93
97;1;Национальный Торговый Банк;3087;Самарская обл.;33 597 030,00;32 839 510,00;757 520,00;2,31
98;-1;Нота-Банк;2913;Москва и обл.;33 335 945,00;32 949 447,00;386 498,00;1,17
99;6;Дальневосточный Банк;843;Приморский край;31 083 962,00;28 283 028,00;2 800 934,00;9,90
100;19;Москоммерцбанк;3365;Москва и обл.;30 281 710,00;24 634 111,00;5 647 599,00;22,93
101;9;НС Банк;3124;Москва и обл.;30 147 389,00;26 580 401,00;3 566 988,00;13,42
102;1;Челиндбанк;485;Челябинская обл.;30 020 125,00;29 637 634,00;382 491,00;1,29
103;-1;Сведбанк;3064;Москва и обл.;29 422 725,00;30 451 416,00;-1 028 691,00;-3,38
104;-4;Таврический Банк;2304;Санкт-Петербург и обл.;29 230 213,00;31 390 368,00;-2 160 155,00;-6,88
105;-1;Челябинвестбанк;493;Челябинская обл.;29 195 469,00;28 342 538,00;852 931,00;3,01
106;0;Кубань Кредит;2518;Краснодарский край;28 474 684,00;28 127 928,00;346 756,00;1,23
107;0;Современный Коммерческий Банк (бывш. ДжиИ Мани Банк);3316;Москва и обл.;28 349 009,00;27 743 269,00;605 740,00;2,18
108;24;Меткомбанк (Череповец);901;Вологодская обл.;28 324 236,00;21 641 592,00;6 682 644,00;30,88
109;0;Межтопэнергобанк;2956;Москва и обл.;28 174 136,00;26 933 332,00;1 240 804,00;4,61
110;13;Банк Кредит Свисс;2494;Москва и обл.;27 599 046,00;23 714 661,00;3 884 385,00;16,38
111;2;Кедр;1574;Москва и обл.;27 437 892,00;25 873 768,00;1 564 124,00;6,05
112;0;Первый Республиканский Банк;1730;Москва и обл.;26 731 010,00;26 171 609,00;559 401,00;2,14
113;-5;Крайинвестбанк;3360;Краснодарский край;26 329 931,00;27 529 615,00;-1 199 684,00;-4,36
114;0;Севергазбанк;2816;Вологодская обл.;25 754 086,00;25 282 566,00;471 520,00;1,87
115;6;Интеркоммерц Банк;1657;Москва и обл.;25 666 146,00;24 166 924,00;1 499 222,00;6,20
116;4;Далькомбанк;84;Хабаровский край;25 598 066,00;24 211 621,00;1 386 445,00;5,73
117;1;Экспресс-Волга;3085;Саратовская обл.;25 487 646,00;24 812 704,00;674 942,00;2,72
118;-2;СДМ-Банк;1637;Москва и обл.;25 397 174,00;25 101 523,00;295 651,00;1,18
119;-18;Экспобанк;2998;Москва и обл.;25 390 927,00;30 470 346,00;-5 079 419,00;-16,67
120;6;Стройкредит;18;Москва и обл.;25 281 438,00;22 935 069,00;2 346 369,00;10,23
121;-4;Приморье;3001;Приморский край;25 211 151,00;24 889 109,00;322 042,00;1,29
122;-11;АМБ Банк;3036;Москва и обл.;24 554 467,00;26 346 951,00;-1 792 484,00;-6,80
123;-1;Газбанк;2316;Самарская обл.;24 484 267,00;24 085 812,00;398 455,00;1,65
124;5;Акибанк;2587;Татарстан;24 059 243,00;22 484 875,00;1 574 368,00;7,00
125;0;Кредит Урал Банк;2584;Челябинская обл.;24 038 988,00;23 111 319,00;927 669,00;4,01
126;2;Банк АВБ;23;Самарская обл.;23 190 660,00;22 752 872,00;437 788,00;1,92
127;7;Московский Областной Банк;1751;Москва и обл.;22 832 235,00;21 610 210,00;1 222 025,00;5,65
128;3;Липецккомбанк;1242;Липецкая обл.;22 830 714,00;21 962 722,00;867 992,00;3,95
129;1;Русский Международный Банк;3123;Москва и обл.;22 809 052,00;22 060 825,00;748 227,00;3,39
130;-3;БФГ-Кредит;3068;Москва и обл.;22 603 627,00;22 808 414,00;-204 787,00;-0,90
131;-7;Интерпромбанк;3266;Москва и обл.;22 581 415,00;23 455 995,00;-874 580,00;-3,73
132;19;Банк БФА;3038;Санкт-Петербург и обл.;22 223 195,00;17 955 823,00;4 267 372,00;23,77
133;0;Тинькофф Банк;2673;Москва и обл.;22 082 212,00;21 615 339,00;466 873,00;2,16
134;20;Солидарность;554;Самарская обл.;21 983 395,00;17 639 945,00;4 343 450,00;24,62
135;1;Фора-Банк;1885;Москва и обл.;21 617 611,00;21 217 179,00;400 432,00;1,89
136;7;Связной Банк;1961;Москва и обл.;21 228 382,00;19 112 045,00;2 116 337,00;11,07
137;0;М2М Прайвет Банк;1414;Москва и обл.;21 115 438,00;20 964 446,00;150 992,00;0,72
138;4;Мой Банк;2939;Москва и обл.;20 720 490,00;19 297 706,00;1 422 784,00;7,37
139;8;Народный Кредит;2401;Москва и обл.;20 546 080,00;18 557 435,00;1 988 645,00;10,72
140;1;Кольцо Урала;65;Свердловская обл.;20 284 632,00;19 301 752,00;982 880,00;5,09
141;-6;Девон-Кредит;1972;Татарстан;20 101 894,00;21 457 898,00;-1 356 004,00;-6,32
142;-4;Примсоцбанк;2733;Приморский край;19 877 675,00;20 560 588,00;-682 913,00;-3,32
143;-4;Росэнергобанк;2211;Москва и обл.;19 715 525,00;19 549 782,00;165 743,00;0,85
144;-29;Саровбизнесбанк;2048;Нижегородская обл.;19 664 111,00;25 128 297,00;-5 464 186,00;-21,75
145;1;Альта-Банк;2269;Москва и обл.;19 420 108,00;18 628 236,00;791 872,00;4,25
146;-6;Агропромкредит;2880;Москва и обл.;19 296 944,00;19 335 209,00;-38 265,00;-0,20
147;-3;Тойота Банк;3470;Москва и обл.;19 147 708,00;19 040 792,00;106 916,00;0,56
148;0;ФИА-Банк;2542;Самарская обл.;18 666 235,00;18 192 231,00;474 004,00;2,61
149;0;Уралтрансбанк;812;Свердловская обл.;18 288 518,00;18 191 874,00;96 644,00;0,53
150;2;Урал ФД;249;Пермская обл.;18 201 021,00;17 882 373,00;318 648,00;1,78
151;-1;Банк Проектного Финансирования;1677;Москва и обл.;18 167 049,00;18 049 134,00;117 915,00;0,65
152;3;Смоленский Банк;2029;Смоленская обл.;18 120 977,00;17 192 276,00;928 701,00;5,40
153;4;Спурт Банк;2207;Татарстан;17 278 086,00;16 799 966,00;478 120,00;2,85
154;-9;МБА-Москва;3395;Москва и обл.;17 251 506,00;18 893 784,00;-1 642 278,00;-8,69
155;-2;Натиксис Банк;3390;Москва и обл.;17 132 440,00;17 708 222,00;-575 782,00;-3,25
156;291;С банк;2581;Москва и обл.;16 268 992,00;2 732 980,00;13 536 012,00;495,28
157;2;ПЧРБ Банк;3291;Москва и обл.;16 235 339,00;16 225 930,00;9 409,00;0,06
158;2;Тимер Банк;1581;Татарстан;16 065 691,00;15 857 916,00;207 775,00;1,31
159;2;НОМОС-Региобанк;539;Хабаровский край;16 018 843,00;15 605 446,00;413 397,00;2,65
160;3;Левобережный;1343;Новосибирская обл.;15 843 587,00;15 375 786,00;467 801,00;3,04
161;-5;Сетелем Банк;2168;Москва и обл.;15 820 153,00;16 957 519,00;-1 137 366,00;-6,71
162;4;Энергобанк;67;Татарстан;15 581 384,00;15 096 250,00;485 134,00;3,21
163;2;ГПБ-Ипотека;2403;Москва и обл.;15 437 576,00;15 148 393,00;289 183,00;1,91
164;0;Морской Банк;77;Москва и обл.;15 337 276,00;15 274 095,00;63 181,00;0,41
165;2;Модульбанк;1927;Костромская обл.;15 204 138,00;14 816 546,00;387 592,00;2,62
166;2;Банк РСБ 24 (Русславбанк);1073;Москва и обл.;14 294 299,00;14 447 259,00;-152 960,00;-1,06
167;3;Инвесткапиталбанк;2377;Башкортостан;14 292 001,00;13 840 554,00;451 447,00;3,26
168;14;Европейский Трастовый Банк;2968;Москва и обл.;14 197 205,00;12 892 967,00;1 304 238,00;10,12
169;12;Ланта-Банк;1920;Москва и обл.;14 017 074,00;13 072 136,00;944 938,00;7,23
170;9;БМВ Банк;3482;Москва и обл.;13 997 045,00;13 141 878,00;855 167,00;6,51
171;1;НБД-Банк;1966;Нижегородская обл.;13 760 411,00;13 587 948,00;172 463,00;1,27
172;-1;Рост Банк;2888;Татарстан;13 590 219,00;13 589 003,00;1 216,00;0,01
173;4;Норвик Банк;902;Кировская обл.;13 590 063,00;13 149 973,00;440 090,00;3,35
174;-5;Мосстройэкономбанк (М Банк);948;Москва и обл.;13 579 910,00;14 444 219,00;-864 309,00;-5,98
175;0;Центркомбанк;2983;Москва и обл.;13 345 281,00;13 179 769,00;165 512,00;1,26
176;0;Курскпромбанк;735;Курская обл.;13 286 997,00;13 151 991,00;135 006,00;1,03
177;8;Русстройбанк;3205;Москва и обл.;13 075 392,00;12 548 655,00;526 737,00;4,20
178;0;Алмазэргиэнбанк;2602;Саха (Якутия);13 038 523,00;13 145 380,00;-106 857,00;-0,81
179;-17;Интерпрогрессбанк;600;Москва и обл.;12 997 653,00;15 381 576,00;-2 383 923,00;-15,50
180;11;Гута-Банк;256;Москва и обл.;12 942 739,00;11 728 450,00;1 214 289,00;10,35
181;13;Образование;1521;Москва и обл.;12 892 763,00;11 446 246,00;1 446 517,00;12,64
182;-2;Углеметбанк;2997;Челябинская обл.;12 858 521,00;13 079 867,00;-221 346,00;-1,69
183;-9;Российский Кредит;324;Москва и обл.;12 836 326,00;13 220 134,00;-383 808,00;-2,90
184;0;Новокузнецкий Муниципальный Банк;2865;Кемеровская обл.;12 832 316,00;12 787 665,00;44 651,00;0,35
185;-12;Тройка-Д Банк;3431;Москва и обл.;12 750 572,00;13 379 586,00;-629 014,00;-4,70
186;-3;Гаранти Банк — Москва;3275;Москва и обл.;12 724 110,00;12 830 697,00;-106 587,00;-0,83
187;0;Западный;2598;Москва и обл.;12 695 706,00;12 436 470,00;259 236,00;2,08
188;7;БыстроБанк;1745;Удмуртия;12 564 394,00;11 291 994,00;1 272 400,00;11,27
189;1;Фининвест;671;Москва и обл.;12 549 388,00;11 837 043,00;712 345,00;6,02
190;-4;Эллипс Банк;1950;Нижегородская обл.;12 473 004,00;12 534 489,00;-61 485,00;-0,49
191;-3;Интехбанк;2705;Татарстан;12 315 300,00;12 191 491,00;123 809,00;1,02
192;6;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;12 065 354,00;11 120 297,00;945 057,00;8,50
193;-1;Развитие-Столица;3013;Москва и обл.;12 041 485,00;11 721 710,00;319 775,00;2,73
194;-5;Александровский;53;Санкт-Петербург и обл.;11 883 075,00;11 970 506,00;-87 431,00;-0,73
195;26;АБ Финанс;514;Москва и обл.;11 797 265,00;9 523 174,00;2 274 091,00;23,88
196;4;Эс-Би-Ай Банк;3185;Москва и обл.;11 692 525,00;10 910 457,00;782 068,00;7,17
197;0;Легион;3117;Москва и обл.;11 589 705,00;11 189 625,00;400 080,00;3,58
198;3;Первомайский;518;Краснодарский край;11 114 919,00;10 745 302,00;369 617,00;3,44
199;30;Национальная Факторинговая Компания;3437;Москва и обл.;11 086 023,00;9 263 534,00;1 822 489,00;19,67
200;-7;Держава;2738;Москва и обл.;10 991 469,00;11 598 176,00;-606 707,00;-5,23
201;7;Энерготрансбанк;1307;Калининградская обл.;10 941 765,00;10 430 694,00;511 071,00;4,90
202;0;Московское Ипотечное Агентство;3344;Москва и обл.;10 788 999,00;10 679 945,00;109 054,00;1,02
203;2;АйМаниБанк;1975;Республика Алтай;10 777 165,00;10 556 211,00;220 954,00;2,09
204;-1;Форштадт;2208;Оренбургская обл.;10 767 515,00;10 663 986,00;103 529,00;0,97
205;-1;РосДорБанк;1573;Москва и обл.;10 705 547,00;10 557 959,00;147 588,00;1,40
206;0;Солидарность (Москва);1555;Москва и обл.;10 658 901,00;10 551 562,00;107 339,00;1,02
207;-8;БКС Банк;101;Новосибирская обл.;10 620 539,00;11 078 100,00;-457 561,00;-4,13
208;1;Тольяттихимбанк;2507;Самарская обл.;10 616 151,00;10 259 715,00;356 436,00;3,47
209;4;НК Банк;2755;Москва и обл.;10 502 879,00;10 067 910,00;434 969,00;4,32
210;0;Банк «Советский»;558;Санкт-Петербург и обл.;10 383 019,00;10 186 301,00;196 718,00;1,93
211;17;Мерседес-Бенц Банк Рус;3473;Москва и обл.;10 369 422,00;9 273 450,00;1 095 972,00;11,82
212;5;Гранд Инвест Банк;3053;Москва и обл.;10 340 206,00;9 760 538,00;579 668,00;5,94
213;-2;Интрастбанк;3144;Москва и обл.;10 338 865,00;10 159 459,00;179 406,00;1,77
214;6;ББР Банк;2929;Москва и обл.;10 221 234,00;9 663 369,00;557 865,00;5,77
215;-3;Нижегородпромстройбанк;1851;Нижегородская обл.;10 193 308,00;10 114 024,00;79 284,00;0,78
216;-9;МАК-Банк;1088;Москва и обл.;10 004 161,00;10 522 131,00;-517 970,00;-4,92
217;-1;ВУЗ-Банк;1557;Свердловская обл.;9 942 097,00;9 809 312,00;132 785,00;1,35
218;0;Хлынов;254;Кировская обл.;9 910 034,00;9 746 829,00;163 205,00;1,67
219;-5;Роспромбанк;3204;Москва и обл.;9 891 519,00;10 038 227,00;-146 708,00;-1,46
220;6;Аресбанк;2914;Москва и обл.;9 773 904,00;9 327 832,00;446 072,00;4,78
221;2;Свенска Хандельсбанкен;3455;Москва и обл.;9 759 995,00;9 463 196,00;296 799,00;3,14
222;3;Социнвестбанк;1132;Башкортостан;9 747 292,00;9 333 984,00;413 308,00;4,43
223;4;Газэнергобанк;3252;Калужская обл.;9 591 762,00;9 276 145,00;315 617,00;3,40
224;7;Банк Финсервис;3388;Москва и обл.;9 583 082,00;9 096 240,00;486 842,00;5,35
225;7;Современный Коммерческий Инновационный Банк;3329;Калужская обл.;9 515 128,00;9 063 708,00;451 420,00;4,98
226;-7;ТЭМБР-Банк;2764;Москва и обл.;9 483 444,00;9 736 265,00;-252 821,00;-2,60
227;-31;Алеф-Банк;2119;Москва и обл.;9 469 263,00;11 250 779,00;-1 781 516,00;-15,83
228;14;МАСТ-Банк;3267;Москва и обл.;9 341 083,00;8 487 415,00;853 668,00;10,06
229;6;Банк ПСА Финанс Рус;3481;Москва и обл.;9 315 455,00;8 751 892,00;563 563,00;6,44
230;3;Прио-Внешторгбанк;212;Рязанская обл.;9 287 390,00;8 942 831,00;344 559,00;3,85
231;13;Расчетно-Кредитный Банк;103;Москва и обл.;9 238 195,00;8 458 513,00;779 682,00;9,22
232;-10;Росэксимбанк;2790;Москва и обл.;9 218 897,00;9 481 440,00;-262 543,00;-2,77
233;-18;Мир Бизнес Банк;3396;Москва и обл.;9 171 348,00;9 948 593,00;-777 245,00;-7,81
234;12;Банк24.ру;2227;Свердловская обл.;9 136 868,00;8 388 382,00;748 486,00;8,92
235;-5;Нацинвестпромбанк;3077;Москва и обл.;9 021 828,00;9 174 031,00;-152 203,00;-1,66
236;-12;Энергомашбанк;52;Санкт-Петербург и обл.;8 992 600,00;9 396 795,00;-404 195,00;-4,30
237;0;Банк Жилищного Финансирования;3138;Москва и обл.;8 898 431,00;8 618 846,00;279 585,00;3,24
238;40;Руснарбанк;3403;Москва и обл.;8 808 800,00;6 635 675,00;2 173 125,00;32,75
239;0;Банк Оренбург;3269;Оренбургская обл.;8 796 623,00;8 573 852,00;222 771,00;2,60
240;15;Европейский;1616;Калининградская обл.;8 789 666,00;7 564 825,00;1 224 841,00;16,19
241;4;Замоскворецкий;1640;Москва и обл.;8 705 246,00;8 429 633,00;275 613,00;3,27
242;11;Пушкино;391;Москва и обл.;8 687 788,00;7 731 571,00;956 217,00;12,37
243;5;Промсбербанк;1043;Москва и обл.;8 614 181,00;8 325 785,00;288 396,00;3,46
244;-3;Тарханы;459;Пензенская обл.;8 591 089,00;8 525 254,00;65 835,00;0,77
245;6;СтарБанк;548;Тюменская обл.;8 530 669,00;7 794 439,00;736 230,00;9,45
246;-8;Северо-Восточный Альянс;2768;Москва и обл.;8 514 748,00;8 577 720,00;-62 972,00;-0,73
247;-4;Экономбанк;1319;Саратовская обл.;8 442 624,00;8 471 038,00;-28 414,00;-0,34
248;1;Национальный Банк Развития Бизнеса;2795;Москва и обл.;8 435 263,00;8 318 860,00;116 403,00;1,40
249;-13;АктивКапитал Банк;3006;Самарская обл.;8 339 814,00;8 645 561,00;-305 747,00;-3,54
250;4;Квантмобайл Банк;1189;Омская обл.;8 124 734,00;7 673 415,00;451 319,00;5,88
251;-17;Экопромбанк;2011;Пермская обл.;8 093 670,00;8 902 379,00;-808 709,00;-9,08
252;-12;Денизбанк Москва;3330;Москва и обл.;8 088 171,00;8 546 008,00;-457 837,00;-5,36
253;-3;Гарант-Инвест;2576;Москва и обл.;8 038 953,00;8 248 280,00;-209 327,00;-2,54
254;-2;СЭБ Банк;3235;Санкт-Петербург и обл.;7 979 666,00;7 743 926,00;235 740,00;3,04
255;62;Ю Би Эс Банк;3463;Москва и обл.;7 949 845,00;5 258 938,00;2 690 907,00;51,17
256;23;Финпромбанк (ФПБ Банк);2157;Москва и обл.;7 939 226,00;6 613 813,00;1 325 413,00;20,04
257;4;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;7 766 514,00;7 264 837,00;501 677,00;6,91
258;-1;Снежинский;1376;Челябинская обл.;7 732 473,00;7 460 388,00;272 085,00;3,65
259;1;Екатеринбург;3161;Свердловская обл.;7 695 319,00;7 386 249,00;309 070,00;4,18
260;-1;Международный Акционерный Банк;1987;Москва и обл.;7 522 099,00;7 444 238,00;77 861,00;1,05
