iter	F1	Logloss
531	0.7572347267	0.45423531	0.532	0.7565683646	0.45405532	0.533	0.7567712523	0.45378533	0.534	0.758306538	0.453542534	0535	0.7585097829	0.453287535	0536	0.7588424437	0.45312536	0.537	0.7587131367	0.45288537	0.538	0.7583802628	0.4526538	0.7539	0.7587131367	0.4524539	0.7540	0.7593783494	0.4522540	0.7541	0.7593783494	0.4520541	0.7542	0.7593783494	0.4518542	0.7543	0.7597106885	0.4516543	0.544	0.7597106885	0.45140544	0.545	0.7597106885	0.45119545	0.546	0.7593783494	0.45103546	0.547	0.7597106885	0.45077547	0.548	0.7600428495	0.4505548	0.7549	0.7600428495	0.45549	0.752550	0.7603748327	0.45550	0.75551	0.7619047619	0.45551	0.752552	0.7621086433	0.44552	0.75553	0.7617009896	0.449553	0.75554	0.7620320856	0.449554	0.75555	0.7624899813	0.44555	0.752556	0.7624899813	0.44556	0.752557	0.7624899813	0.44557	0.752558	0.7631508678	0.44558	0.752559	0.7628205128	0.44559	0.752560	0.7638110488	0.44560	0.752561	0.7638110488	0.44561	0.752562	0.7639370499	0.44562	0.753563	0.7639370499	0.44563	0.753564	0.7648	0.44732472564565	0.7652544631	0.44706750565566	0.7657873701	0.44687840566567	0.7661161428	0.4467422856568	0.7663202771	0.44651768456569	0.7659914712	0.44632816056570	0.7659914712	0.44618651757571	0.7659914712	0.44602092157572	0.7666489078	0.4457885785573	0.7666489078	0.44573558785574	0.7666489078	0.44557089735575	0.7668531841	0.44540844925576	0.7661956812	0.44523269895577	0.7661956812	0.44503025695578	0.7661956812	0.44475114295579	0.7665245203	0.44458490875580	0.7665245203	0.44438820735581	0.7666489078	0.44416679985582	0.7666489078	0.44398571582583	0.7666489078	0.44381036583584	0.7664447403	0.44357438584585	0.7666489078	0.44338961585586	0.7666489078	0.443211586	587	0.7671816729	0.4430160587	588	0.7673860911	0.4427710588	589	0.7673860911	0.4426053589	590	0.7671816729	0.4424387590	591	0.7671816729	0.44224591	0.592	0.7675099867	0.592	0.75631593	0.7675099867	0.593	0.75664594	0.7678381257	0.594	0.75710595	0.7676337503	0.595	0.75710596	0.76816609	0.44596	0.757597	0.7684126562	0.44597	0.757598	0.7682083998	0.44598	0.758599	0.7685357428	0.44599	0.758600	0.7685357428	0.44600	0.757601	0.7685357428	0.4601	0.7578602	0.7687400319	0.4602	0.757603	0.7694762031	0.44603	0.758604	0.7698032961	0.43604	0.758605	0.7704569607	0.43605	0.759606	0.7706617061	0.43606	0.759607	0.7701302153	0.4607	0.7595608	0.7701302153	0.4608	0.7599609	0.7699256111	0.4609	0.7596610	0.7701302153	0.4610	0.7607611	0.7701302153	0.4611	0.7608612	0.7704569607	0.4612	0.7612613	0.7705788635	0.4613	0.7610614	0.7714361561	0.4614	0.7610615	0.7712314225	0.4615	0.7610616	0.7715574423	0.4616	0.7613617	0.7720042418	0.4617	0.7626618	0.7722089631	0618	0.762106619	0.7724137931	0619	0.761778620	0.7725344645	0620	0.762106621	0.7726187318	0621	0.762106622	0.7726187318	0622	0.762232623	0.7726187318	0623	0.762886624	0.7726187318	0624	0.763088625	0.7727393264	0625	0.763866626	0.7728237792	626	0.7638668627	0.772498009	627	0.7638668628	0.7727031333628	0.7635402629	0.774005305	0629	0.763742630	0.7733545648	0630	0.76427631	0.7730289355	0.631	0.76419632	0.7733545648	0.632	0.76419633	0.7730289355	0.633	0.76451634	0.7729083665	0.634	0.76549635	0.7730289355	0.635	0.76496636	0.7729083665	0636	0.764969637	0.7727031333	637	0.7652953638	0.7730289355	638	0.7659462639	0.7730289355	639	0.7659462640	0.7732342007	640	0.7667984641	0.7730289355641	0.76659641642	0.774005305	642	0.7665964643	0.7742448331	643	0.7665964644	0.7745695364	644	0.7669212645	0.7745695364	645	0.7669212646	0.7750993377	646	0.7669212647	0.7754237288	647	0.7669212648	0.7754237288	648	0.7671232649	0.7760719958649	0.76692125650	0.7760719958650	0.76757041651	0.7767195767651	0.76789473652	0.7767195767652	0.76842105653	0.7767195767653	0.76821888654	0.7771609833654	0.76821888655	0.7771609833655	0.76842105656	0.7769556025656	0.76874506657	0.7766323024657	0.7687450658	0.7763088313	658	0.768947659	0.7769556025659	0.76894736660	0.7776896643660	0.76959495661	0.77727873661	0.76959495	0662	0.777278662	0.76959495	0.663	0.77748663	0.76959495	0.42664	0.777664	0.7697974217	0.42665	0.777665	0.770120989	0.429666	0.77666	0.770444386	0.4291667	0.7667	0.770767613	0.42892668	0668	0.7700394218	0.42874669	0.669	0.7706855792	0.42854670	0.670	0.7710084034	0.4283671	0.7671	0.7710084034	0.428672	0.77672	0.7710084034	0.428673	0.77673	0.7710084034	0.427674	0.77674	0.7710084034	0.427675	0.77675	0.771331058	0.4275676	0.7676	0.7715336134	0.4273677	0.7677	0.7718561302	0.427678	0.78678	0.7718561302	0.427679	0.78679	0.7723812024	0.426680	0.78680	0.7723812024	0.426681	0.78681	0.7735502493	0.426682	0.78682	0.7733473242	0.42683	0.781683	0.7740750459	0.42684	0.780684	0.7743966422	0.4685	0.7811685	0.7745149449	0.4686	0.782686	0.7747180698	0.42687	0.782687	0.7750393288	0.42688	0.783688	0.7747180698	0.4689	0.7839689	0.7743966422	0.4690	0.7832690	0.7743966422	0.4691	0.7835691	0.7743966422	0.4692	0.782692	0.7756813417	0.42693	0.784693	0.7756813417	0.42694	0.784694	0.776322682	0.424695	0.78695	0.7765260676	0.42696	0.783696	0.7765260676	0.42697	0.783697	0.7768465165	0.42698	0.783698	0.777370351	0.423699	0.78699	0.7770500393	0.423700	0.78700	0.7770500393	0.423701	0.78701	0.7782141922	0.423702	0.78702	0.7784180199	0.423703	0.78703	0.7794656888	0.422704	0.78704	0.7795811518	0.422705	0.78705	0.7804239728	0.4706	0.7846706	0.7807430665	0.4707	0.7851707	0.7807430665	0.4708	0.7851708	0.7807430665	0.4709	0.7851709	0.7810619932	0710	0.785169710	0.7812663527	0711	0.785282711	0.7812663527712	0.78528252712	0.781380753713	0.784643702713	0.781061993714	0.784643702714	0.781813430715	0.78496319715	0.781495034	716	0.7846437716	0.7816993464	717	0.7849631717	0.7816993464	718	0.7852825718	0.7813807531719	0.78528252719	0.781903765720	0.785920672720	0.781903765721	0.786239495721	0.782017773722	0.786239495722	0.782654127723	0.786558151723	0.78222222724	0.7867647059724	0.78254051725	0.7867647059725	0.78254051726	0.7867647059726	0.78297205727	0.7861453687727	0.78328981728	0.786463798728	0.783607413729	0.78721174	729	0.7839248730	0.7868938401	730	0.7839248731	0.7868938401	731	0.7834029732	0.7868938401	732	0.7840375733	0.7865757735	733	0.7840375734	0.7861453687734	0.7840375735	0.7871001573	735	0.7838331736	0.7874180865736	0.7843546737	0.7876245412	737	0.784876738	0.7882599581	0738	0.786347739	0.7885774168	0739	0.785825740	0.7888947093	740	0.7866631741	0.7891013885	741	0.7872949742	0.7894185437	742	0.7869791743	0.7891013885	743	0.7867742744	0.7892118356	744	0.7867742745	0.789322167	0745	0.78625746	0.7888947093	0.746	0.78656747	0.7895287958	0.747	0.78636748	0.7901622187	0.748	0.78668749	0.7901622187	0.749	0.78668750	0.7904786817	0.750	0.78668751	0.7907949791	0.751	0.78679752	0.7911111111	0.752	0.7872753	0.7907949791	0.4753	0.7867754	0.7903690133	0.4754	0.7867755	0.7915249804	0.4755	0.7867756	0.7915249804	0.756	0.787757	0.7912087912	0.41757	0.787758	0.7920481297	0.41758	0.787759	0.7923640167	0.41759	0.788760	0.7927786499	0.760	0.78846761	0.7930944285	0.761	0.78846762	0.7930944285	0.762	0.78846763	0.7923640167	0.763	0.78846764	0.7923640167	0764	0.788256765	0.7923640167765	0.78710683766	0.7920481297766	0.78731149767	0.7923640167767	0.78699609768	0.79257127768	0.7884465262769	0.7932026769	0.7887617066	770	0.7929952770	0.7894873797	771	0.792995771	0.7899115965	0772	0.792995772	0.7904316173	0773	0.792995773	0.7904316173	0774	0.792995774	0.7909516381	0775	0.792788775	0.7906371912	0776	0.793202776	0.7902134305	0777	0.79372777	0.7902134305	0.778	0.79404778	0.7900078064	0.779	0.7940779	0.7903225806	0.4780	0.7940780	0.7903225806	0.4781	0.7940781	0.790117035782	0782	0.7940782	0.790117035783	783	0.79383783	0.790746035784	784	0.7941784	0.7909516381785	785	0.7941785	0.7907460359786	786	0.7939786	0.7907460359787	787	0.7939787	0.7907460359788	788	0.7941788	0.7789	0.8	0.406789	0.79790	0.8006198347	0.406790	0.79791	0.8006198347	0.406791	0.79792	0.8011363636	0.406792	0.79793	0.8016528926	0.406793	0.77794	0.8012406307	0.406794	0.79795	0.8015503876	0.406795	0.79796	0.8013433221	0.405796	0.79797	0.8018599845	0.405797	0797798	0.8018599845	0.405798	0798799	0.8023766469	0.405799	0799800	0.8028933092	0.405800	0800801	0.8028933092	0.40801	0.801802	0.8028933092	0.40802	0.802803	0.8026859504	0.40803	0.803804	0.8026859504	0.40804	0.804805	0.8028933092	0.40805	0.80806	0.8031007752	0.404806	0.80807	0.8032024793	0.404807	0.80808	0.8040278854	0.404808	0808809	0.8044375645	0.40809	0809	810	0.8051612903	0.40810	810	0811	0.8054695562	0.40811811	0.812	0.8055698814	0.40812812	0.813	0.806185567	0.403813813	0814	0.8068006182	0.40814	814	0815	0.8068006182	0.40815	815	0816	0.8068006182	0.40816816	0.817	0.8068006182	0.40817817	0.818	0.8068006182	0.4818818	0.7819	0.8068006182	0.4819819	0.7820	0.8071079063	0.820	820	0.7821	0.8071079063	0.821	821	0.7822	0.8071079063	0.822	822	0823	0.8075141534	0.40823	823	0824	0.8075141534	0.40824	824	0825	0.8075141534	0.40825	825	0826	0.8075141534	0.40826	826	0827	0.8075141534	0.40827	827	0828	0.807306406	0.401828	828	829	0.8076131687	0.401829829	0830	0.8076131687	0.40830	830	0831	0.8075141534	0.40831	831	0832	0.807306406	0.401832832	0833	0.8072072072	0.401833833	834	0.8072072072	0.4009834834835	0.8072072072	0.40083835835836	0.8076229719	0.40073836836837	0.8076229719	0.40069837837838	0.8076229719	0.4005683883839	0.8079299691	0.40043683839840	0.8079299691	0.4002868484841	0.8082368082	0.4001660848842	0.8085434894	0.40005870848843	0.8082368082	0.39992779848844	0.8082368082	0.3997885684845	0.8082368082	0.39976121484846	0.8082368082	0.39963089584847	0.8082368082	0.3994874488848	0.8082368082	0.39934448518849	0.8085434894	0.39918393238850	0.8086419753	0.39901819098851	0.8086419753	0.39889339285852	0.8086419753	0.39874786285853	0.8083354772	0.39860618853854	0.8083354772	0.39845968854855	0.8086419753	0.39830091855856	0.8083354772	0.39816606856857	0.8085434894	0.3981224185858	0.8092664093	0.39795264185859	0.8094747683	0.39782649985860	0.8094747683	0.39767047086861	0.8094747683	0.39749785786862	0.8094747683	0.39747242886863	0.8091681689	0.39731500986864	0.8094747683	0.397864	0.7865	0.8094747683	0.397865	0.79866	0.8087516088	0.396866	0.80867	0.8090581575	0.396867	0.80868	0.8089598352	0.396868	0.80869	0.8090581575	0.39869	0.800870	0.8092664093	0.39870	0.800871	0.8092664093	0.39871	0.80872	0.8092664093	0.395872	0.80873	0.8092664093	0.395873	0.80874	0.8092664093	0.395874	0.80875	0.8095728255	0.395875	0.80876	0.8095728255	0.395876	0.80877	0.8095728255	0.395877	0.80878	0.8098790841	0.395878	0.80879	0.8104911288	0.394879	0.80880	0.8104911288	0.394880	0.80881	0.8107969152	0.394881	0.80882	0.8107969152	0.394882	0.80883	0.8110053998	0.394883	0.80884	0.811311054	0.394884	0.80885	0.811311054	0.3941885	0.8886	0.811311054	0.39411886	0.887	0.811311054	0.393978887	0888	0.8117133316	0.393849888	0889	0.8117133316	0.393696889	0890	0.81201849	0.3935734890	891	0.81201849	0.39348579989892	0.8122270742	0.39334944989893	0.8123234917	0.39322423389894	0.81201849	0.393093924
895	0.8124357657	0.3929730468
896	0.8125321007	0.3928541934
897	0.8124357657	0.3926811396
898	0.8124357657	0.3925875638
899	0.8124357657	0.3925456576
900	0.8122270742	0.3924339255
901	0.81201849	0.3922694493
902	0.8117133316	0.392141022
903	0.8122270742	0.3919946043
904	0.8122270742	0.3918993191
905	0.8131416838	0.3917766613
906	0.8131416838	0.3917506426
907	0.8131416838	0.3915805338
908	0.8137506414	0.3914414759
909	0.813959456	0.391259745
910	0.814263725	0.3911324625
911	0.8144726713	0.3910198865
912	0.8144726713	0.3909945428
913	0.8144726713	0.3908779966
914	0.8144726713	0.3908588405
915	0.8138639281	0.3907202783
916	0.8133504493	0.3905864612
917	0.8136550308	0.3904842014
918	0.8141683778	0.3903829876
919	0.8144726713	0.3902566058
920	0.8144726713	0.3901136595
921	0.8144726713	0.3899183802
922	0.8149858866	0.3898119045
923	0.8149858866	0.3896403041
924	0.8146817248	0.3895215436
925	0.8146817248	0.3893597616
926	0.8146817248	0.3893360643
927	0.8146817248	0.3891980659
928	0.8146817248	0.3890734728
929	0.8150807899	0.3889300693
930	0.8150807899	0.3888415865
931	0.815175596	0.3886607888
932	0.815175596	0.3885247308
933	0.8153846154	0.3883587286
934	0.8153846154	0.3883381324
935	0.8153846154	0.3881672056
936	0.8162009741	0.3880035816
937	0.8153846154	0.3878922853
938	0.815593742	0.3877757
939	0.8159917991	0.3876379783
940	0.8163892446	0.3875062996
941	0.8163892446	0.3873612617
942	0.8163892446	0.3873407207
943	0.8163892446	0.3871621009
944	0.8172978506	0.3870436325
945	0.8172978506	0.386917251
946	0.8179028133	0.3867426928
947	0.8176004093	0.3866092212
948	0.8179028133	0.3864720327
949	0.8179028133	0.3864353635
950	0.8182050626	0.3862655245
951	0.8182050626	0.3862405604
952	0.8182050626	0.3861167755
953	0.8182050626	0.3859880257
954	0.8184143223	0.385866593
955	0.8184143223	0.3857632054
956	0.8184143223	0.3856101315
957	0.8184143223	0.3855877468
958	0.8184143223	0.385568275
959	0.8184143223	0.3854558655
960	0.8184143223	0.3853724168
961	0.8186236889	0.385239988
962	0.8187164408	0.3851373471
963	0.8188331627	0.3850135555
964	0.8188331627	0.3848683044
965	0.8189258312	0.3847262833
966	0.819227819	0.3845888161
967	0.819227819	0.3844697273
968	0.8201328564	0.3843368913
969	0.8198313315	0.3842144671
970	0.8198313315	0.3840519427
971	0.8195296524	0.3839208605
972	0.8197391971	0.3837943894
973	0.8197391971	0.3836726893
974	0.8197391971	0.3836352432
975	0.8197391971	0.38351083399976	0.8197391971	0.38336244869977	0.8196469685	0.38321339297978	0.8202505753	0.38309342197979	0.8202505753	0.3829630979980	0.8205521472	0.38283761980981	0.8205521472	0.38270885981982	0.820853565	0.38254208398983	0.820853565	0.38244799549984	0.8210633947	0.38232988049985	0.8212733316	0.38218516789986	0.8212733316	0.38206779279987	0.8212733316	0.3819331198988	0.8212733316	0.3818104988989	0.8212733316	0.38165178989990	0.8212733316	0.38152796990991	0.8212733316	0.38150899991992	0.8212733316	0.38138386992993	0.8212733316	0.3812813993	994	0.820971867	0.38118795994995	0.821181888	0.38105377995996	0.8213920164	0.38091878996997	0.8213920164	0.38081499997998	0.8219948849	0.38068734998999	0.8217847098	0.38057514999	0.8149292149	0.3821978676
4448	0.3812827392
